osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge,access,ref,junction,tunnel
"[24168199, 24168200, 24168207, 1017792623, 1257965621]",Alte Neckarbrücke,"['residential', 'living_street']",20,6,False,False,238.27300000000002,"LINESTRING (9.1562049 49.0747024, 9.1563595 49.0747089, 9.1564398 49.0747121, 9.1565383 49.0747323, 9.1566416 49.0747729, 9.1575704 49.0753273, 9.1577546 49.0754416, 9.1581572 49.0756914, 9.158368 49.0758222, 9.1584849 49.075901, 9.1585397 49.0759366, 9.1585694 49.0759551, 9.1587036 49.0760246)",1,yes,,,,
24168202,Rathausstraße,living_street,,5,False,False,66.17,"LINESTRING (9.1587036 49.0760246, 9.1585316 49.0760823, 9.158357 49.0761349, 9.1582386 49.0761771, 9.1581895 49.0761946, 9.157903 49.0763049)",,,,,,
"[24168199, 24168200, 1017792623, 24168207, 1257965621]",Alte Neckarbrücke,"['living_street', 'residential']",20,6,False,True,238.27300000000002,"LINESTRING (9.1587036 49.0760246, 9.1585694 49.0759551, 9.1585397 49.0759366, 9.1584849 49.075901, 9.158368 49.0758222, 9.1581572 49.0756914, 9.1577546 49.0754416, 9.1575704 49.0753273, 9.1566416 49.0747729, 9.1565383 49.0747323, 9.1564398 49.0747121, 9.1563595 49.0747089, 9.1562049 49.0747024)",1,yes,,,,
"[1057822666, 138778324, 138778782]",Mühltorstraße,living_street,,5,False,True,212.51699999999997,"LINESTRING (9.1587036 49.0760246, 9.1588639 49.0759755, 9.1590266 49.0759093, 9.1590793 49.075888, 9.1591577 49.0758066, 9.1592565 49.0756675, 9.1593721 49.07553, 9.1594609 49.0754395, 9.1594648 49.0753826, 9.1594666 49.0753572, 9.1595102 49.0751889, 9.1596374 49.0750399, 9.1598722 49.0749677, 9.1600627 49.0749616, 9.160314 49.0749536, 9.1603673 49.0749519, 9.1606674 49.0749545)",,,,,,
24168202,Rathausstraße,living_street,,5,False,True,4.936,"LINESTRING (9.1578425 49.0763249, 9.157903 49.0763049)",,,,,,
"[24168204, 24168205, 428472838]",Rathausstraße,living_street,,"['4', '3']",False,False,100.091,"LINESTRING (9.1578425 49.0763249, 9.157759 49.0763251, 9.1572074 49.0763244, 9.1571558 49.0763245, 9.1566307 49.0763279, 9.1564915 49.0763826)",,yes,,,,
"[636915390, 37347116, 25184189, 881266686]",Oskar-von-Miller-Straße,"['living_street', 'residential']",,"['6', '5']",False,False,209.647,"LINESTRING (9.1578425 49.0763249, 9.1578136 49.0763974, 9.1578124 49.076461, 9.1578205 49.0765241, 9.1578348 49.0766146, 9.1579061 49.0768184, 9.1579421 49.0768587, 9.1580122 49.0768745, 9.1581045 49.0768804, 9.1583103 49.0768894, 9.1585561 49.0768991, 9.1591637 49.0769232, 9.1599751 49.0769527)",,,,,,
"[1057822666, 138778324, 138778782]",Mühltorstraße,living_street,,5,False,False,212.517,"LINESTRING (9.1606674 49.0749545, 9.1603673 49.0749519, 9.160314 49.0749536, 9.1600627 49.0749616, 9.1598722 49.0749677, 9.1596374 49.0750399, 9.1595102 49.0751889, 9.1594666 49.0753572, 9.1594648 49.0753826, 9.1594609 49.0754395, 9.1593721 49.07553, 9.1592565 49.0756675, 9.1591577 49.0758066, 9.1590793 49.075888, 9.1590266 49.0759093, 9.1588639 49.0759755, 9.1587036 49.0760246)",,,,,,
37352029,Neckarstraße,residential,30,7,False,False,42.4,"LINESTRING (9.1595412 49.0717605, 9.1595346 49.0716867, 9.1596497 49.0713887)",,,,,,
288029291,Am Turnerheim,residential,30,,False,True,133.09799999999998,"LINESTRING (9.1595412 49.0717605, 9.1594779 49.0717422, 9.1593317 49.0716782, 9.1588891 49.0714046, 9.1586535 49.0712416, 9.1584412 49.0710805, 9.1582564 49.0709207)",,,,,,
"[206824851, 37352028, 814994343]",Neckarstraße,residential,30,"['4.5', '7']",False,True,152.277,"LINESTRING (9.1595412 49.0717605, 9.1595272 49.0718263, 9.1594708 49.071868, 9.1593554 49.0719496, 9.1591653 49.0720718, 9.1581043 49.0727363)",,,,,,
25382448,Paulinenstraße,residential,30,6,False,False,76.04,"LINESTRING (9.1581043 49.0727363, 9.1572345 49.0723582)",,,,,,
"[206824851, 37352028, 814994343]",Neckarstraße,residential,30,"['4.5', '7']",False,False,152.277,"LINESTRING (9.1581043 49.0727363, 9.1591653 49.0720718, 9.1593554 49.0719496, 9.1594708 49.071868, 9.1595272 49.0718263, 9.1595412 49.0717605)",,,,,,
815624045,Neckarstraße,residential,30,7,False,True,105.99399999999999,"LINESTRING (9.1581043 49.0727363, 9.1577429 49.0729592, 9.1573489 49.0732046, 9.157048 49.0733919)",,,,,,
25184190,Neckarstraße,residential,30,7,False,False,149.414,"LINESTRING (9.1555836 49.0743028, 9.1555991 49.0742507, 9.1556219 49.0742055, 9.1556688 49.0741624, 9.1557542 49.074116, 9.1558016 49.0740895, 9.1559032 49.0740399, 9.1559566 49.074014, 9.1564664 49.0737672, 9.157048 49.0733919)",,,,,,
26970080,Seestraße,secondary,50,7,False,False,43.092,"LINESTRING (9.1555836 49.0743028, 9.1553326 49.0742807, 9.1552228 49.0742526, 9.1551351 49.0742095, 9.1550594 49.0741565)",,,,,,
138776829,Seestraße,secondary,50,7,False,True,51.480000000000004,"LINESTRING (9.1555836 49.0743028, 9.1557225 49.0743272, 9.1558644 49.074366, 9.1559793 49.0744135, 9.1560704 49.0744723, 9.1561441 49.0745544)",,,,,,
24168202,Rathausstraße,living_street,,5,False,False,4.936,"LINESTRING (9.157903 49.0763049, 9.1578425 49.0763249)",,,,,,
24168202,Rathausstraße,living_street,,5,False,True,66.16999999999999,"LINESTRING (9.157903 49.0763049, 9.1581895 49.0761946, 9.1582386 49.0761771, 9.158357 49.0761349, 9.1585316 49.0760823, 9.1587036 49.0760246)",,,,,,
206824863,Stuttgarter Straße,secondary,50,7,False,True,24.067,"LINESTRING (9.1561575 49.0718839, 9.1560566 49.07209)",2,,,,,
25382448,Paulinenstraße,residential,30,6,False,True,94.53699999999999,"LINESTRING (9.1561575 49.0718839, 9.1564841 49.0720318, 9.1572345 49.0723582)",,,,,,
1014909119,Stuttgarter Straße,secondary,50,7,False,False,91.778,"LINESTRING (9.1561575 49.0718839, 9.1563672 49.0714704, 9.1564289 49.07135, 9.1565409 49.0710978)",2,,,,,
25382448,Paulinenstraße,residential,30,6,False,True,76.04,"LINESTRING (9.1572345 49.0723582, 9.1581043 49.0727363)",,,,,,
25382449,Uhlandstraße,residential,30,5,False,False,117.038,"LINESTRING (9.1572345 49.0723582, 9.1580528 49.0714524)",,,,,,
25382448,Paulinenstraße,residential,30,6,False,False,94.53699999999999,"LINESTRING (9.1572345 49.0723582, 9.1564841 49.0720318, 9.1561575 49.0718839)",,,,,,
25382449,Uhlandstraße,residential,30,5,False,True,117.038,"LINESTRING (9.1580528 49.0714524, 9.1572345 49.0723582)",,,,,,
32449951,Friedenstraße,residential,30,6,False,False,72.305,"LINESTRING (9.1580528 49.0714524, 9.1589731 49.071696)",,,,,,
32449951,Friedenstraße,residential,30,6,False,True,116.981,"LINESTRING (9.1580528 49.0714524, 9.1565409 49.0710978)",,,,,,
32449951,Friedenstraße,residential,30,6,False,True,72.305,"LINESTRING (9.1589731 49.071696, 9.1580528 49.0714524)",,,,,,
28457002,Wilhelmstraße,residential,30,7,False,False,117.554,"LINESTRING (9.157048 49.0733919, 9.1555413 49.0730132)",,,,,,
25184190,Neckarstraße,residential,30,7,False,True,149.414,"LINESTRING (9.157048 49.0733919, 9.1564664 49.0737672, 9.1559566 49.074014, 9.1559032 49.0740399, 9.1558016 49.0740895, 9.1557542 49.074116, 9.1556688 49.0741624, 9.1556219 49.0742055, 9.1555991 49.0742507, 9.1555836 49.0743028)",,,,,,
815624045,Neckarstraße,residential,30,7,False,False,105.99399999999999,"LINESTRING (9.157048 49.0733919, 9.1573489 49.0732046, 9.1577429 49.0729592, 9.1581043 49.0727363)",,,,,,
28457002,Wilhelmstraße,residential,30,7,False,True,117.554,"LINESTRING (9.1555413 49.0730132, 9.157048 49.0733919)",,,,,,
24168197,Stuttgarter Straße,secondary,50,7,False,True,98.016,"LINESTRING (9.1555413 49.0730132, 9.1554958 49.0730897, 9.1552438 49.0735181, 9.1551344 49.0737107, 9.1550651 49.0738376)",,,,,,
206824863,Stuttgarter Straße,secondary,50,7,False,False,109.303,"LINESTRING (9.1555413 49.0730132, 9.1557874 49.0725723, 9.1560566 49.07209)",2,,,,,
206824866,Wilhelmstraße,residential,30,7,False,False,112.46199999999999,"LINESTRING (9.1555413 49.0730132, 9.1552318 49.0729347, 9.1548546 49.072839, 9.1548038 49.0728261, 9.154107 49.0726391)",,,,,,
24168196,Stuttgarter Straße,residential,30,5,True,False,99.961,"LINESTRING (9.1546417 49.074999, 9.1548325 49.0744268, 9.1549055 49.0742965, 9.1549747 49.0742114, 9.1549891 49.0742021, 9.1550594 49.0741565)",,,,,,
25415015,Weinstraße,residential,30,6,False,False,72.25399999999999,"LINESTRING (9.1481234 49.0759953, 9.148189 49.0760162, 9.1482109 49.0760448, 9.1482295 49.076114, 9.1482243 49.0762496, 9.1482393 49.0763451, 9.1482677 49.0764782, 9.1483225 49.076607)",,,,,,
26085365,Karlstraße,residential,30,6,False,False,97.61399999999999,"LINESTRING (9.1481234 49.0759953, 9.1481234 49.0759524, 9.1481234 49.0758827, 9.1481386 49.0751175)",,,,,,
35591413,Bahnhofstraße,residential,20,7,False,True,101.679,"LINESTRING (9.1481234 49.0759953, 9.1482554 49.0759836, 9.1483705 49.0759733, 9.1487168 49.0759361, 9.1488467 49.0759289, 9.1490545 49.0759329, 9.1492866 49.0759386, 9.1495117 49.0759401)",,,,,,
"[35476188, 30749486]","['Postplatz', 'Körnerstraße']",residential,20,"['7', '4']",False,False,108.142,"LINESTRING (9.1506042 49.0759778, 9.1510272 49.0759639, 9.1510813 49.0759605, 9.1511326 49.0759549, 9.1511701 49.0759435, 9.1511963 49.0759252, 9.1512514 49.0758565, 9.1515603 49.0754847, 9.1516141 49.0754215)",,,,,,
35591413,Bahnhofstraße,residential,20,7,False,False,29.247,"LINESTRING (9.1506042 49.0759778, 9.1503807 49.075986, 9.1502079 49.0759589)",,,,,,
"[25934542, 39367350]",Hintere Straße,residential,"['20', '30']",6,False,True,192.744,"LINESTRING (9.1506042 49.0759778, 9.1505747 49.0761854, 9.1505666 49.076221, 9.1504838 49.0765964, 9.1503677 49.0773728, 9.1503818 49.077523, 9.1503977 49.0777017)",,,,,,
606159832,Körnerstraße,residential,20,7,False,True,11.779,"LINESTRING (9.151674 49.0753231, 9.1516141 49.0754215)",,,,,,
"[606159833, 35578573]",Schulstraße,residential,20,4,False,False,109.462,"LINESTRING (9.151674 49.0753231, 9.1514966 49.0753067, 9.1511356 49.0753185, 9.150297 49.0753559, 9.150179 49.0753752)",,,,,,
217861354,Körnerstraße,residential,20,7,True,False,144.107,"LINESTRING (9.1525184 49.0742776, 9.1523588 49.0743748, 9.1520905 49.0744543, 9.1519477 49.0745138, 9.1518372 49.0745967, 9.1517864 49.0746869, 9.1517365 49.074791, 9.1517025 49.0752015, 9.151674 49.0753231)",,,,,,
25934654,Mörikestraße,residential,30,6,False,False,84.664,"LINESTRING (9.154107 49.0726391, 9.1542676 49.071885)",,,,,,
206824867,Wilhelmstraße,residential,30,7,False,False,9.435,"LINESTRING (9.154107 49.0726391, 9.1539895 49.0726034)",,,,,,
206824866,Wilhelmstraße,residential,30,7,False,True,112.462,"LINESTRING (9.154107 49.0726391, 9.1548038 49.0728261, 9.1548546 49.072839, 9.1552318 49.0729347, 9.1555413 49.0730132)",,,,,,
28457006,Heiligkreuzstraße,residential,30,6,False,False,87.071,"LINESTRING (9.1494157 49.0774131, 9.1494303 49.0771474, 9.1494359 49.077113, 9.1494466 49.0769239, 9.1494549 49.0768429, 9.1494842 49.0766316)",,,,,,
30749482,Eisenbahnstraße,residential,30,6,False,False,78.395,"LINESTRING (9.1494157 49.0774131, 9.1501877 49.07764, 9.1503977 49.0777017)",,,,,,
"[30749482, 25415015]","['Weinstraße', 'Eisenbahnstraße']",residential,30,6,False,True,128.716,"LINESTRING (9.1494157 49.0774131, 9.1488179 49.0772202, 9.1487194 49.0771881, 9.1486483 49.0771575, 9.1486016 49.0771208, 9.1485786 49.0770869, 9.1483225 49.076607)",,,,,,
"[76226179, 25933956]",Dammstraße,residential,30,4,False,False,172.30499999999998,"LINESTRING (9.1525182 49.0793774, 9.1525268 49.0793307, 9.1525089 49.0791005, 9.1525122 49.078829, 9.1525741 49.0787096, 9.1526711 49.0786294, 9.1527629 49.0785528, 9.1528571 49.0785, 9.152979 49.0784518, 9.1531913 49.0783879, 9.1533886 49.0783483, 9.1536098 49.0783123, 9.1537045 49.0783027)",,,destination,,,
"[26085360, 288029323, 26085359]",Nordheimer Straße,secondary,50,,False,True,148.537,"LINESTRING (9.1525182 49.0793774, 9.1523768 49.0793456, 9.1522247 49.0793139, 9.1521572 49.0793003, 9.1520585 49.0792756, 9.1519673 49.0792533, 9.1518028 49.0792094, 9.1512974 49.0790732, 9.1508487 49.0789267, 9.1508 49.0789099, 9.1506515 49.0788479)",2,yes,,L 1105,,
"[39367350, 25934542]",Hintere Straße,residential,"['20', '30']",6,False,False,192.744,"LINESTRING (9.1503977 49.0777017, 9.1503818 49.077523, 9.1503677 49.0773728, 9.1504838 49.0765964, 9.1505666 49.076221, 9.1505747 49.0761854, 9.1506042 49.0759778)",,,,,,
30749482,Eisenbahnstraße,residential,30,6,False,True,78.395,"LINESTRING (9.1503977 49.0777017, 9.1501877 49.07764, 9.1494157 49.0774131)",,,,,,
43990497,Eisenbahnstraße,residential,30,6,False,False,32.864,"LINESTRING (9.1503977 49.0777017, 9.1505544 49.0777505, 9.1507981 49.0778377)",,,,,,
35591071,Sonnenstraße,residential,30,4,False,False,40.712,"LINESTRING (9.1519493 49.0757817, 9.1524824 49.0758917)",,,,,,
606159830,Lange Straße,residential,30,5,False,False,25.075,"LINESTRING (9.1519493 49.0757817, 9.1521301 49.0755898)",,,,,,
"[35589922, 30749484]","['Mittlere Straße', 'Lange Straße']",residential,30,5,False,"[False, True]",64.629,"LINESTRING (9.1519493 49.0757817, 9.151634 49.0761859, 9.1515736 49.0763069)",,,,,,
25934654,Mörikestraße,residential,30,6,False,True,84.664,"LINESTRING (9.1542676 49.071885, 9.154107 49.0726391)",,,,,,
25934654,Mörikestraße,residential,30,6,False,False,82.09,"LINESTRING (9.1542676 49.071885, 9.1544067 49.0714744, 9.1544276 49.0714212, 9.1545272 49.0711667)",,,,,,
31831392,Schubartstraße,residential,30,4,False,False,132.299,"LINESTRING (9.1542676 49.071885, 9.1559254 49.072074, 9.1560566 49.07209)",,,,,,
37352029,Neckarstraße,residential,30,7,False,True,42.4,"LINESTRING (9.1596497 49.0713887, 9.1595346 49.0716867, 9.1595412 49.0717605)",,,,,,
35443742,Gradmannstraße,residential,30,5,False,False,84.416,"LINESTRING (9.1487554 49.0709052, 9.1499142 49.0709095)",,,,,,
206824848,Karlstraße,residential,30,6,False,True,97.537,"LINESTRING (9.1487554 49.0709052, 9.1487091 49.0713056, 9.1486137 49.0717771)",,,,,,
26085365,Karlstraße,residential,30,6,False,False,103.211,"LINESTRING (9.1481386 49.0751175, 9.1481587 49.0741894)",,,,,,
31876481,Lindenstraße,residential,30,4,False,True,96.786,"LINESTRING (9.1481386 49.0751175, 9.1494667 49.0751444)",,,,,,
26085365,Karlstraße,residential,30,6,False,True,97.61399999999999,"LINESTRING (9.1481386 49.0751175, 9.1481234 49.0758827, 9.1481234 49.0759524, 9.1481234 49.0759953)",,,,,,
9708449,Nordheimer Straße,secondary,50,,False,False,26.795,"LINESTRING (9.1503736 49.0786902, 9.1504668 49.0787381, 9.1506515 49.0788479)",,,,L 1105,,
24014874,,secondary,50,,True,False,22.874,"LINESTRING (9.1503736 49.0786902, 9.1503273 49.0787113, 9.150256 49.0787279, 9.1501525 49.0787216, 9.1500846 49.0786964)",,,,,roundabout,
24014874,,secondary,50,,True,False,19.744999999999997,"LINESTRING (9.1500977 49.0785122, 9.1501397 49.0784906, 9.1501897 49.0784803, 9.1502273 49.0784771, 9.1502778 49.0784849, 9.1503459 49.0785062)",,,,,roundabout,
24014874,,secondary,50,,True,False,22.588,"LINESTRING (9.1500846 49.0786964, 9.1500475 49.0786523, 9.1500344 49.0786064, 9.1500427 49.0785677, 9.1500598 49.0785408, 9.1500977 49.0785122)",,,,,roundabout,
206824850,Karlstraße,residential,30,7.5,False,True,36.89,"LINESTRING (9.1482306 49.073861, 9.1481587 49.0741894)",,,,,,
206824850,Karlstraße,residential,30,7.5,False,False,70.94399999999999,"LINESTRING (9.1482306 49.073861, 9.1482497 49.0737511, 9.1483023 49.0734492, 9.148341 49.0732271)",,,,,,
30749484,Mittlere Straße,residential,30,5,False,True,129.30100000000002,"LINESTRING (9.1517694 49.0774565, 9.1516371 49.0769495, 9.1515729 49.0767253, 9.1515603 49.0766497, 9.1515522 49.0765176, 9.1515475 49.0764135, 9.1515736 49.0763069)",,,,,,
43990495,Kiesstraße,secondary,50,6,False,True,82.80000000000001,"LINESTRING (9.1517694 49.0774565, 9.1517007 49.0774787, 9.1513826 49.0775789, 9.1512441 49.0776296, 9.1510871 49.0776906, 9.1509118 49.0777785, 9.1507981 49.0778377)",,,,,,
428177818,Kiesstraße,secondary,50,6,False,False,76.651,"LINESTRING (9.1517694 49.0774565, 9.1522639 49.0773076, 9.1523364 49.077286, 9.1527329 49.0771796)",,,,,,
30896564,Gartenstraße,residential,,5,False,False,84.66,"LINESTRING (9.1483225 49.076607, 9.1494842 49.0766316)",,,,,,
"[30749482, 25415015]","['Weinstraße', 'Eisenbahnstraße']",residential,30,6,False,False,128.716,"LINESTRING (9.1483225 49.076607, 9.1485786 49.0770869, 9.1486016 49.0771208, 9.1486483 49.0771575, 9.1487194 49.0771881, 9.1488179 49.0772202, 9.1494157 49.0774131)",,,,,,
25415015,Weinstraße,residential,30,6,False,True,72.254,"LINESTRING (9.1483225 49.076607, 9.1482677 49.0764782, 9.1482393 49.0763451, 9.1482243 49.0762496, 9.1482295 49.076114, 9.1482109 49.0760448, 9.148189 49.0760162, 9.1481234 49.0759953)",,,,,,
28457006,Heiligkreuzstraße,residential,30,6,False,False,76.917,"LINESTRING (9.1494842 49.0766316, 9.1495117 49.0759401)",,,,,,
30896564,Gartenstraße,residential,,5,False,True,84.66,"LINESTRING (9.1494842 49.0766316, 9.1483225 49.076607)",,,,,,
28457006,Heiligkreuzstraße,residential,30,6,False,True,87.071,"LINESTRING (9.1494842 49.0766316, 9.1494549 49.0768429, 9.1494466 49.0769239, 9.1494359 49.077113, 9.1494303 49.0771474, 9.1494157 49.0774131)",,,,,,
28457006,Heiligkreuzstraße,residential,30,6,False,True,76.917,"LINESTRING (9.1495117 49.0759401, 9.1494842 49.0766316)",,,,,,
31129559,Seugenstraße,residential,20,6,False,False,57.667,"LINESTRING (9.1495117 49.0759401, 9.1495031 49.07575, 9.1494888 49.0754217)",,,,,,
35591413,Bahnhofstraße,residential,20,7,False,False,101.679,"LINESTRING (9.1495117 49.0759401, 9.1492866 49.0759386, 9.1490545 49.0759329, 9.1488467 49.0759289, 9.1487168 49.0759361, 9.1483705 49.0759733, 9.1482554 49.0759836, 9.1481234 49.0759953)",,,,,,
35591413,Bahnhofstraße,residential,20,7,False,True,50.784,"LINESTRING (9.1495117 49.0759401, 9.1500883 49.0759497, 9.1502079 49.0759589)",,,,,,
30896565,Olgastraße,residential,30,5,False,True,91.885,"LINESTRING (9.149419 49.0742244, 9.1481587 49.0741894)",,,,,,
206824858,Seugenstraße,residential,30,6,False,False,34.584,"LINESTRING (9.149419 49.0742244, 9.1494133 49.0739134)",,,,,,
217861355,Seugenstraße,residential,30,6,False,True,65.48,"LINESTRING (9.149419 49.0742244, 9.1494511 49.0748129)",,,,,,
206824852,Olgastraße,residential,30,5,False,False,121.82,"LINESTRING (9.149419 49.0742244, 9.1505812 49.0741939, 9.1510899 49.0741783)",,,,,,
26085365,Karlstraße,residential,30,6,False,True,103.211,"LINESTRING (9.1481587 49.0741894, 9.1481386 49.0751175)",,,,,,
30896565,Olgastraße,residential,30,5,False,False,91.885,"LINESTRING (9.1481587 49.0741894, 9.149419 49.0742244)",,,,,,
206824850,Karlstraße,residential,30,7.5,False,False,36.89,"LINESTRING (9.1481587 49.0741894, 9.1482306 49.073861)",,,,,,
35443739,Katharinenstraße,residential,30,4,False,True,39.573,"LINESTRING (9.1510899 49.0741783, 9.1509434 49.0738356)",,,,,,
"[35576649, 33275954, 35576650]","['Ludwigstraße', 'Katharinenstraße']","['living_street', 'residential']",30,5,False,False,154.466,"LINESTRING (9.1510899 49.0741783, 9.1513659 49.0747323, 9.1507438 49.0747576, 9.1501375 49.0747844)",,,,,,
206824852,Olgastraße,residential,30,5,False,True,121.82,"LINESTRING (9.1510899 49.0741783, 9.1505812 49.0741939, 9.149419 49.0742244)",,,,,,
35576650,Ludwigstraße,residential,30,5,False,True,50.098,"LINESTRING (9.1494511 49.0748129, 9.1501375 49.0747844)",,,,,,
217861355,Seugenstraße,residential,30,6,False,False,65.48,"LINESTRING (9.1494511 49.0748129, 9.149419 49.0742244)",,,,,,
217861355,Seugenstraße,residential,30,6,False,True,36.886,"LINESTRING (9.1494511 49.0748129, 9.149452 49.0748789, 9.1494531 49.0749624, 9.1494667 49.0751444)",,,,,,
24014874,,secondary,50,,True,False,22.331,"LINESTRING (9.1503459 49.0785062, 9.150376 49.0785263, 9.1503994 49.0785558, 9.1504109 49.0786011, 9.1504048 49.0786427, 9.1503736 49.0786902)",,,,,roundabout,
"[388081675, 31109724, 388081676]",Kiesstraße,secondary,50,6,False,False,81.714,"LINESTRING (9.1503459 49.0785062, 9.150391 49.0784359, 9.1504274 49.07836, 9.1504606 49.0782642, 9.1505415 49.0781465, 9.1505594 49.0781217, 9.150649 49.0780062, 9.1507981 49.0778377)",2,,,,,
606159830,Lange Straße,residential,30,5,False,True,25.075,"LINESTRING (9.1521301 49.0755898, 9.1519493 49.0757817)",,,,,,
35589923,Lange Straße,residential,30,5,True,False,48.13399999999999,"LINESTRING (9.1521301 49.0755898, 9.1522624 49.075467, 9.1523475 49.0754299, 9.1524833 49.0754028, 9.1526694 49.0753896)",,,,,,
"[675192666, 31831390]",Schulstraße,residential,"['20', '30']",5,False,True,42.620000000000005,"LINESTRING (9.1521301 49.0755898, 9.1517306 49.0754303, 9.1516141 49.0754215)",,,,,,
31129559,Seugenstraße,residential,20,6,False,True,57.667,"LINESTRING (9.1494888 49.0754217, 9.1495031 49.07575, 9.1495117 49.0759401)",,,,,,
35578573,Schulstraße,residential,20,,False,True,50.803,"LINESTRING (9.1494888 49.0754217, 9.1500959 49.0753963, 9.150179 49.0753752)",,,,,,
"[775041196, 772084141]",Seugenstraße,residential,30,6,False,False,30.875999999999998,"LINESTRING (9.1494888 49.0754217, 9.1494762 49.0752737, 9.1494667 49.0751444)",,,,,,
206824863,Stuttgarter Straße,secondary,50,7,False,False,24.067,"LINESTRING (9.1560566 49.07209, 9.1561575 49.0718839)",2,,,,,
31831392,Schubartstraße,residential,30,4,False,True,132.299,"LINESTRING (9.1560566 49.07209, 9.1559254 49.072074, 9.1542676 49.071885)",,,,,,
