osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,junction,access,width,tunnel
5787153,False,Sebaldplatz,tertiary,30,False,89.98599999999999,"LINESTRING (9.8009486 48.7963112, 9.8004498 48.796138, 9.8000939 48.7960144, 9.7998618 48.7959339)",,,,,,,
11479053,False,Untere Zeiselbergstraße,tertiary,30,False,30.957,"LINESTRING (9.8009486 48.7963112, 9.8008392 48.7964128, 9.8007092 48.7965406)",,,,,,,
33048090,False,Untere Zeiselbergstraße,residential,30,True,108.923,"LINESTRING (9.8009486 48.7963112, 9.8014015 48.7960916, 9.8016893 48.7959522, 9.8018059 48.7958956, 9.8020089 48.7957972, 9.8021463 48.7957306)",,,,,,,
24923003,False,Sebaldplatz,tertiary,30,False,32.011,"LINESTRING (9.7998618 48.7959339, 9.7996064 48.7961675)",3,,,,,,
5787153,False,Sebaldplatz,tertiary,30,True,89.98599999999999,"LINESTRING (9.7998618 48.7959339, 9.8000939 48.7960144, 9.8004498 48.796138, 9.8009486 48.7963112)",,,,,,,
24923003,False,Sebaldplatz,tertiary,30,True,32.011,"LINESTRING (9.7996064 48.7961675, 9.7998618 48.7959339)",3,,,,,,
5787154,False,Sebaldplatz,residential,30,False,90.809,"LINESTRING (9.7996064 48.7961675, 9.7998978 48.7962653, 9.8007092 48.7965406)",,,,,,,
5821420,True,Parlerstraße,tertiary,30,False,83.061,"LINESTRING (9.7996064 48.7961675, 9.7992895 48.7960633, 9.79917 48.7960241, 9.7987538 48.7958879, 9.7985912 48.7958347)",,,,,,,
5850209,False,Sebaldstraße,unclassified,30,False,70.248,"LINESTRING (9.7996064 48.7961675, 9.79947 48.7962684, 9.7989686 48.7966393)",,,,,,,
5787154,False,Sebaldplatz,residential,30,True,90.809,"LINESTRING (9.8007092 48.7965406, 9.7998978 48.7962653, 9.7996064 48.7961675)",,,,,,,
11479053,False,Untere Zeiselbergstraße,tertiary,30,True,30.957,"LINESTRING (9.8007092 48.7965406, 9.8008392 48.7964128, 9.8009486 48.7963112)",,,,,,,
88570746,False,Untere Zeiselbergstraße,tertiary,30,False,125.385,"LINESTRING (9.8007092 48.7965406, 9.7999742 48.7972167, 9.7997143 48.7974582)",,,,,,,
6937121,False,Gemeindehausstraße,living_street,7,False,29.778,"LINESTRING (9.7995834 48.7976028, 9.7998029 48.7977172, 9.7999017 48.7977694)",,,,,,,
162901790,True,Untere Zeiselbergstraße,tertiary,30,False,33.518,"LINESTRING (9.7995834 48.7976028, 9.799404 48.7977431, 9.7993607 48.7978576)",,,,,,,
23895693,False,Königsturmstraße,tertiary,30,False,40.194,"LINESTRING (9.7993607 48.7978576, 9.7996578 48.7980493, 9.7997505 48.798112)",3,,,,,,
217965863,True,Untere Zeiselbergstraße,tertiary,,False,19.868,"LINESTRING (9.7993607 48.7978576, 9.7993219 48.7978075, 9.7993167 48.7977515, 9.7993647 48.7976932)",,,,,,,
620834712,False,Kapuzinergasse,tertiary,50,True,25.743,"LINESTRING (9.7993607 48.7978576, 9.7992091 48.7978156, 9.7990225 48.7978075)",,,,,,,
6937130,False,Hochstraße,living_street,,True,25.645,"LINESTRING (9.7997505 48.798112, 9.7994976 48.7982715)",,,,,,,
"[388504986, 23895693]",False,Königsturmstraße,tertiary,30,False,122.021,"LINESTRING (9.7997505 48.798112, 9.8002008 48.7984089, 9.8003442 48.7985043, 9.8004042 48.7985442, 9.8007666 48.7987859, 9.8009246 48.7988905)",3,,,,,,
23895693,False,Königsturmstraße,tertiary,30,True,40.194,"LINESTRING (9.7997505 48.798112, 9.7996578 48.7980493, 9.7993607 48.7978576)",3,,,,,,
"[388504993, 1073524510, 5787415]",False,Rosenstraße,residential,30,False,117.4,"LINESTRING (9.8009246 48.7988905, 9.8008111 48.7990131, 9.8007129 48.7992113, 9.800689 48.79941, 9.8006542 48.7995586, 9.800507 48.7998991)","['2', '3']",,,,,,
30837515,False,Königsturmstraße,tertiary,50,False,137.03,"LINESTRING (9.8009246 48.7988905, 9.8017838 48.7994607, 9.8018025 48.7994724, 9.8022464 48.7997626)",,,,,,,
"[388504986, 23895693]",False,Königsturmstraße,tertiary,30,True,122.021,"LINESTRING (9.8009246 48.7988905, 9.8007666 48.7987859, 9.8004042 48.7985442, 9.8003442 48.7985043, 9.8002008 48.7984089, 9.7997505 48.798112)",3,,,,,,
5787413,False,Kalter Markt,residential,30,True,123.042,"LINESTRING (9.7998522 48.8009091, 9.7998488 48.8008736, 9.8001233 48.8005686, 9.8002333 48.8004169, 9.8004859 48.7999392, 9.800507 48.7998991)",,,,,,,
5787417,False,Höferlesbach,residential,30,True,89.85799999999999,"LINESTRING (9.7998522 48.8009091, 9.7998919 48.8009336, 9.7999421 48.8009434, 9.8002659 48.8009436, 9.8005562 48.8009437, 9.8007351 48.8009438, 9.8009379 48.8009439, 9.8010622 48.800944)",,,,,,,
5787413,False,Kalter Markt,residential,30,False,123.042,"LINESTRING (9.800507 48.7998991, 9.8004859 48.7999392, 9.8002333 48.8004169, 9.8001233 48.8005686, 9.7998488 48.8008736, 9.7998522 48.8009091)",,,,,,,
58126834,True,Rinderbacher Gasse,residential,30,False,76.531,"LINESTRING (9.800507 48.7998991, 9.8009325 48.8000186, 9.8010382 48.8000483, 9.8011437 48.8000886, 9.8012037 48.8001116, 9.8014425 48.8002028)",,,,,,,
"[388504993, 1073524510, 5787415]",False,Rosenstraße,residential,30,True,117.39999999999999,"LINESTRING (9.800507 48.7998991, 9.8006542 48.7995586, 9.800689 48.79941, 9.8007129 48.7992113, 9.8008111 48.7990131, 9.8009246 48.7988905)","['2', '3']",,,,,,
9189523,False,Rinderbacher Gäßle,residential,,False,72.63799999999999,"LINESTRING (9.8020425 48.8004771, 9.8020553 48.8004605, 9.8021704 48.8002527, 9.8021885 48.80022, 9.8022612 48.8000887, 9.8022783 48.8000578, 9.8023855 48.7998643)",,,,,,,
330996888,True,Rinderbacher Gasse,residential,30,False,54.744,"LINESTRING (9.8020425 48.8004771, 9.8022998 48.8006329, 9.8024004 48.8006995, 9.8025496 48.8007879, 9.8025585 48.8008234)",,,,,,,
5787416,True,Höferlesbach,residential,30,False,70.102,"LINESTRING (9.8025585 48.8008234, 9.8025058 48.8008739, 9.8024594 48.8008879, 9.8018325 48.8008751, 9.8016467 48.8008719)",,,,,,,
24937291,False,Rinderbacher Gasse,living_street,7,True,32.93,"LINESTRING (9.8025585 48.8008234, 9.8027364 48.8008697, 9.8028562 48.8008979, 9.8029788 48.8009285)",,,,,,,
5787417,False,Höferlesbach,residential,30,False,44.326,"LINESTRING (9.8016467 48.8008719, 9.8014957 48.8008998, 9.8012316 48.8008963, 9.8010622 48.800944)",,,,,,,
5787417,False,Höferlesbach,residential,30,False,89.858,"LINESTRING (9.8010622 48.800944, 9.8009379 48.8009439, 9.8007351 48.8009438, 9.8005562 48.8009437, 9.8002659 48.8009436, 9.7999421 48.8009434, 9.7998919 48.8009336, 9.7998522 48.8009091)",,,,,,,
5787417,False,Höferlesbach,residential,30,True,44.32600000000001,"LINESTRING (9.8010622 48.800944, 9.8012316 48.8008963, 9.8014957 48.8008998, 9.8016467 48.8008719)",,,,,,,
10882481,False,Hirschgäßle,unclassified,,False,86.99700000000001,"LINESTRING (9.8010622 48.800944, 9.801147 48.8007793, 9.801188 48.8006993, 9.8013963 48.8002928, 9.8014425 48.8002028)",,,,,,,
6197922,True,Waldstetter Gasse,living_street,,False,44.193000000000005,"LINESTRING (9.7985912 48.7958347, 9.7985354 48.7959354, 9.798276 48.79617)",,,,,,,
23983187,False,Parlerstraße,tertiary,50,False,163.434,"LINESTRING (9.7985912 48.7958347, 9.7984598 48.7958311, 9.7968217 48.7957469, 9.7966062 48.7957571, 9.7963679 48.7957788)",,,,,,,
30837512,False,Parlerstraße,tertiary,30,False,35.047000000000004,"LINESTRING (9.7985912 48.7958347, 9.7987147 48.7957788, 9.7988952 48.7955979)",3,,,,,,
19653407,False,Ziegelgasse,residential,30,True,70.827,"LINESTRING (9.7963679 48.7957788, 9.796452 48.795831, 9.7965876 48.7959152, 9.7971537 48.7961451)",,,,,,,
23983187,False,Parlerstraße,tertiary,50,True,163.434,"LINESTRING (9.7963679 48.7957788, 9.7966062 48.7957571, 9.7968217 48.7957469, 9.7984598 48.7958311, 9.7985912 48.7958347)",,,,,,,
33047718,False,Parlerstraße,tertiary,,False,59.788,"LINESTRING (9.7963679 48.7957788, 9.7962057 48.7958166, 9.7960161 48.7959029, 9.7957228 48.7960951)",2,,,,,,
9087143,False,Paradiesstraße,residential,30,False,91.267,"LINESTRING (9.7957228 48.7960951, 9.795975 48.7962578, 9.7962496 48.7963586, 9.796755 48.7965442)",,,,,,,
33047718,False,Parlerstraße,tertiary,,False,105.391,"LINESTRING (9.7957228 48.7960951, 9.7948112 48.7966657, 9.7946788 48.7967473)",2,,,,,,
33047718,False,Parlerstraße,tertiary,,True,59.788000000000004,"LINESTRING (9.7957228 48.7960951, 9.7960161 48.7959029, 9.7962057 48.7958166, 9.7963679 48.7957788)",2,,,,,,
"[5850208, 10783380, 376078053]",False,Klösterlestraße,tertiary,50,True,76.29499999999999,"LINESTRING (9.7946788 48.7967473, 9.7945587 48.796694, 9.7942863 48.7965686, 9.7942672 48.7965603, 9.7939466 48.7964221, 9.7939218 48.7964104, 9.7938176 48.7963615)",,,yes,,,,
33040559,False,Klösterlestraße,tertiary,50,False,207.023,"LINESTRING (9.7946788 48.7967473, 9.7948861 48.7968358, 9.7951538 48.7969466, 9.7959973 48.7972961, 9.7963145 48.7974127, 9.7966309 48.797532, 9.7967807 48.797563, 9.7970413 48.7976169, 9.797145 48.7976384)",,,,,,,
33047718,False,Parlerstraße,tertiary,,True,105.391,"LINESTRING (9.7946788 48.7967473, 9.7948112 48.7966657, 9.7957228 48.7960951)",2,,,,,,
228263854,False,Parlerstraße,residential,30,True,47.174,"LINESTRING (9.7946788 48.7967473, 9.7945671 48.7968204, 9.7942219 48.7970463)",,,,,,,
10864248,False,Wildeck,living_street,,False,47.333,"LINESTRING (9.797145 48.7976384, 9.7973104 48.7972269)",,,,,,,
33047722,False,Klösterlestraße,tertiary,50,False,37.54,"LINESTRING (9.797145 48.7976384, 9.7976315 48.7977446)",,,,,,,
"[9194480, 5897436]",False,"['Brandstatt', 'Münstergasse']",living_street,,False,113.91300000000001,"LINESTRING (9.797145 48.7976384, 9.7971431 48.7977526, 9.7971229 48.7977847, 9.7968984 48.7981233, 9.7967962 48.7982713, 9.7972213 48.7984701)",,,,,,,
33040559,False,Klösterlestraße,tertiary,50,True,207.02300000000002,"LINESTRING (9.797145 48.7976384, 9.7970413 48.7976169, 9.7967807 48.797563, 9.7966309 48.797532, 9.7963145 48.7974127, 9.7959973 48.7972961, 9.7951538 48.7969466, 9.7948861 48.7968358, 9.7946788 48.7967473)",,,,,,,
33047722,False,Klösterlestraße,tertiary,50,True,37.54,"LINESTRING (9.7976315 48.7977446, 9.797145 48.7976384)",,,,,,,
23983186,False,Sebaldstraße,unclassified,50,True,26.43,"LINESTRING (9.7976315 48.7977446, 9.7976696 48.797698, 9.7977982 48.7975338)",,,,,,,
30837513,False,Klösterlestraße,tertiary,50,False,53.681,"LINESTRING (9.7976315 48.7977446, 9.7977882 48.7978037, 9.7979606 48.79785, 9.7981525 48.7978637, 9.7983239 48.7978477)",,,,,,,
1146995834,False,Kapuzinergasse,tertiary,50,False,9.368,"LINESTRING (9.7988946 48.7978074, 9.7990225 48.7978075)",,,,,,,
813135529,False,Kapuzinergasse,tertiary,50,True,42.19,"LINESTRING (9.7988946 48.7978074, 9.7986323 48.79781, 9.7983239 48.7978477)",2,,,,,,
"[1133091958, 1209445423]",False,Kornhausstraße,living_street,,True,45.319,"LINESTRING (9.7988946 48.7978074, 9.7989405 48.7981014, 9.7989443 48.7981261, 9.7989385 48.7982132)",,,,,,,
5850209,False,Sebaldstraße,unclassified,30,False,40.87,"LINESTRING (9.7989686 48.7966393, 9.7985845 48.7969059)",,,,,,,
5850209,False,Sebaldstraße,unclassified,30,True,70.248,"LINESTRING (9.7989686 48.7966393, 9.79947 48.7962684, 9.7996064 48.7961675)",,,,,,,
9193191,False,Roßgäßle,living_street,,False,73.09700000000001,"LINESTRING (9.7989686 48.7966393, 9.7985469 48.7963971, 9.798276 48.79617)",,,,,,,
5850209,False,Sebaldstraße,unclassified,30,True,31.784,"LINESTRING (9.7982541 48.7970912, 9.7985845 48.7969059)",,,,,,,
72455534,False,Paradiesstraße,residential,30,True,53.341,"LINESTRING (9.7982541 48.7970912, 9.7976157 48.7968604)",,,,,,,
1132995737,False,Sebaldstraße,unclassified,30,False,46.784,"LINESTRING (9.7982541 48.7970912, 9.7978842 48.7974342)",,,,,,,
23983185,False,Paradiesstraße,residential,30,True,84.831,"LINESTRING (9.7982541 48.7970912, 9.7987041 48.7972758, 9.7990011 48.7973977, 9.7991272 48.7974495, 9.7992371 48.7974946)",,,,,,,
7965062,False,Lessingstraße,residential,30,False,84.075,"LINESTRING (9.7928129 48.7970635, 9.7922292 48.7967966, 9.7921991 48.7967829, 9.791869 48.7966333)",,,,,,,
255476228,False,Uferstraße,residential,30,False,107.28399999999999,"LINESTRING (9.7928129 48.7970635, 9.7929531 48.7969617, 9.7930669 48.7968827, 9.7931899 48.7967973, 9.7933461 48.7966889, 9.7937342 48.7964194, 9.7938176 48.7963615)",,,,,,,
255476228,False,Uferstraße,residential,30,True,65.88900000000001,"LINESTRING (9.7928129 48.7970635, 9.792635 48.7972362, 9.792366 48.7975767)",,,,,,,
"[5850208, 10783380, 376078053]",False,Klösterlestraße,tertiary,50,False,76.295,"LINESTRING (9.7938176 48.7963615, 9.7939218 48.7964104, 9.7939466 48.7964221, 9.7942672 48.7965603, 9.7942863 48.7965686, 9.7945587 48.796694, 9.7946788 48.7967473)",,,yes,,,,
30897081,False,Goethestraße,tertiary,50,True,100.27900000000001,"LINESTRING (9.7938176 48.7963615, 9.7937197 48.7963177, 9.7935162 48.7962268, 9.7934758 48.7962087, 9.793283 48.7961226, 9.7931743 48.7960734, 9.793019 48.7960046, 9.7926847 48.7958552)",,,,,,,
255476228,False,Uferstraße,residential,30,True,107.284,"LINESTRING (9.7938176 48.7963615, 9.7937342 48.7964194, 9.7933461 48.7966889, 9.7931899 48.7967973, 9.7930669 48.7968827, 9.7929531 48.7969617, 9.7928129 48.7970635)",,,,,,,
"[255476227, 1147475395]",False,Uferstraße,residential,30,False,85.338,"LINESTRING (9.7938176 48.7963615, 9.7939083 48.7962985, 9.7943049 48.7960231, 9.7946194 48.7958047)",,,,,,,
"[6245128, 6245127]",False,"['Uhlandstraße', 'Haußmannstraße']",residential,30,"[False, True]",200.702,"LINESTRING (9.7946194 48.7958047, 9.7933612 48.7952095, 9.7931747 48.7953875, 9.7930901 48.7954682, 9.7926847 48.7958552)",,,,,,,
"[255476227, 1147475395]",False,Uferstraße,residential,30,True,85.338,"LINESTRING (9.7946194 48.7958047, 9.7943049 48.7960231, 9.7939083 48.7962985, 9.7938176 48.7963615)",,,,,,,
1089774026,True,Königsturmstraße,tertiary,50,False,15.221,"LINESTRING (9.8023855 48.7998643, 9.8022464 48.7997626)",1,,,,,,
9189523,False,Rinderbacher Gäßle,residential,,True,72.63799999999999,"LINESTRING (9.8023855 48.7998643, 9.8022783 48.8000578, 9.8022612 48.8000887, 9.8021885 48.80022, 9.8021704 48.8002527, 9.8020553 48.8004605, 9.8020425 48.8004771)",,,,,,,
9719446,True,Oberbettringer Straße,tertiary_link,50,False,37.519,"LINESTRING (9.8035901 48.8006586, 9.8037918 48.8007278, 9.803896 48.8007248, 9.8039595 48.8006972, 9.8040084 48.8006364)",,,,,,,
318950775,True,Königsturmstraße,tertiary,50,False,32.068,"LINESTRING (9.8035901 48.8006586, 9.803799 48.8007934, 9.8038688 48.8008315, 9.8039228 48.8008374)",,,,,,,
"[388504984, 91920468]",False,Königsturmstraße,tertiary,50,True,28.101,"LINESTRING (9.8035901 48.8006586, 9.8034455 48.8005608, 9.8033225 48.8004775)",,,,,,,
5850975,True,Glockekreisel,tertiary,50,False,3.407,"LINESTRING (9.8039228 48.8008374, 9.8039647 48.8008241)",,,,roundabout,,,
5850975,True,Glockekreisel,tertiary,50,False,4.118,"LINESTRING (9.8038492 48.8009619, 9.8038445 48.800925)",,,,roundabout,,,
819970322,False,Höferlesbach,living_street,7,False,47.131,"LINESTRING (9.8033238 48.8016973, 9.8027475 48.8015087)",,,,,,,
388504978,True,Baldungstraße,tertiary,50,False,51.925,"LINESTRING (9.8033238 48.8016973, 9.8036095 48.8013256, 9.8036441 48.8012807)",2,L 1161a,,,,,
10864248,False,Wildeck,living_street,,True,47.333,"LINESTRING (9.7973104 48.7972269, 9.797145 48.7976384)",,,,,,,
5850991,False,Nonnenweg,living_street,,True,46.660999999999994,"LINESTRING (9.7973104 48.7972269, 9.7973356 48.7971705, 9.797562 48.7969197, 9.7976157 48.7968604)",,,,,,,
33047720,False,Wildeck,living_street,,False,48.141999999999996,"LINESTRING (9.7973104 48.7972269, 9.7975878 48.7973043, 9.7978842 48.7974342)",,,,,,,
6245127,False,Haußmannstraße,residential,30,False,105.14699999999999,"LINESTRING (9.7926847 48.7958552, 9.7924125 48.796115, 9.7923975 48.7961294, 9.7922528 48.7962675, 9.791869 48.7966333)",,,,,,,
"[6245128, 6245127]",False,"['Uhlandstraße', 'Haußmannstraße']",residential,30,"[False, True]",200.702,"LINESTRING (9.7926847 48.7958552, 9.7930901 48.7954682, 9.7931747 48.7953875, 9.7933612 48.7952095, 9.7946194 48.7958047)",,,,,,,
30897081,False,Goethestraße,tertiary,50,False,100.279,"LINESTRING (9.7926847 48.7958552, 9.793019 48.7960046, 9.7931743 48.7960734, 9.793283 48.7961226, 9.7934758 48.7962087, 9.7935162 48.7962268, 9.7937197 48.7963177, 9.7938176 48.7963615)",,,,,,,
335148650,False,Oberbettringer Straße,tertiary,50,False,262.731,"LINESTRING (9.8014147 48.7976136, 9.8013337 48.7976075, 9.8012529 48.7976065, 9.8011763 48.7976236, 9.8011129 48.7976565, 9.80107 48.7977017, 9.8010526 48.7977537, 9.8010629 48.7978065, 9.8010995 48.797854, 9.8011582 48.7978905, 9.8017457 48.7982089, 9.80207 48.7984174, 9.802282 48.7985618, 9.8028226 48.7990139, 9.8028795 48.7990667, 9.8030742 48.7992724)",2,L 1161a,,,,,
1095192269,False,Oberbettringer Straße,tertiary,50,False,27.445,"LINESTRING (9.8036844 48.7999144, 9.8038497 48.8001359)",2,L 1161a,,,,,
1095192269,False,Oberbettringer Straße,tertiary,50,True,84.224,"LINESTRING (9.8036844 48.7999144, 9.8030742 48.7992724)",2,L 1161a,,,,,
5897433,True,Hintere Schmiedgasse,residential,20,False,63.246,"LINESTRING (9.8008905 48.8024894, 9.8007633 48.8024447, 9.8002814 48.8022526, 9.800152 48.8021951)",,,,,,,
310812831,False,Hintere Schmiedgasse,residential,20,True,77.316,"LINESTRING (9.8008905 48.8024894, 9.8011985 48.8027193, 9.8014068 48.803083)",,,,,,,
8069937,False,Hospitalgasse,residential,20,False,34.815,"LINESTRING (9.7981971 48.8020144, 9.7980427 48.8021501, 9.7980144 48.8022601, 9.7980063 48.8022916)",,,,,,,
30837516,False,Kalter Markt,residential,20,False,22.653,"LINESTRING (9.7981971 48.8020144, 9.7983384 48.8018844, 9.7983865 48.8018541)",,,,,,,
30837516,False,Kalter Markt,residential,20,True,22.653,"LINESTRING (9.7983865 48.8018541, 9.7983384 48.8018844, 9.7981971 48.8020144)",,,,,,,
310812835,True,Kalter Markt,living_street,7,False,74.925,"LINESTRING (9.7983865 48.8018541, 9.7986838 48.8016667, 9.7989142 48.8015215, 9.7991257 48.8013883)",,,,,,,
"[314285973, 964324214]",False,Vordere Schmiedgasse,residential,20,False,240.175,"LINESTRING (9.7983865 48.8018541, 9.7988652 48.8018561, 9.7996037 48.8018596, 9.7999345 48.8018589, 9.7999916 48.8018587, 9.8001454 48.8018583, 9.8002019 48.8018578, 9.8002959 48.801861, 9.8006382 48.8018817, 9.8009352 48.801934, 9.801186 48.8019965, 9.8014251 48.8020587, 9.8016049 48.8021055)",,,,,delivery,,
24669434,True,Kalter Markt,living_street,7,False,32.731,"LINESTRING (9.7995481 48.8011248, 9.7998522 48.8009091)",,,,,,,
"[6937139, 6245131]",False,"['Postgasse', 'Franziskanergasse']",living_street,7,False,96.89500000000001,"LINESTRING (9.7995481 48.8011248, 9.7993079 48.8010105, 9.7992312 48.8009727, 9.7987617 48.8008801, 9.7989002 48.8006045)",,,,,,,
25158240,False,,residential,,False,11.321,"LINESTRING (9.7918474 48.8004315, 9.7917209 48.800373)",,,,,,,
"[30838651, 30838652, 658457021, 6007567]",False,"['Robert-von-Ostertag-Straße', 'Am Bockstor']","['residential', 'living_street']","['20', '7']",False,223.635,"LINESTRING (9.7918474 48.8004315, 9.7919137 48.800202, 9.7919407 48.8001374, 9.7920451 48.7995868, 9.7920705 48.7994534, 9.7920861 48.799371, 9.7922265 48.7986316, 9.7923203 48.7984487)",,,,,,6.6,
135423340,False,Ledergasse,residential,20,True,28.311999999999998,"LINESTRING (9.7918474 48.8004315, 9.7920111 48.8004755, 9.7922053 48.8005277)",,,,,,,
72455533,False,Paradiesstraße,residential,30,True,9.219,"LINESTRING (9.7975058 48.79682, 9.7976157 48.7968604)",,,,,,,
9087143,False,Paradiesstraße,residential,30,True,62.968,"LINESTRING (9.7975058 48.79682, 9.7974538 48.7968009, 9.7972023 48.7967086, 9.796755 48.7965442)",,,,,,,
6197922,True,Waldstetter Gasse,living_street,,False,36.622,"LINESTRING (9.798276 48.79617, 9.7978999 48.796387)",,,,,,,
9193191,False,Roßgäßle,living_street,,True,73.09700000000001,"LINESTRING (9.798276 48.79617, 9.7985469 48.7963971, 9.7989686 48.7966393)",,,,,,,
995529112,True,Rinderbacher Gasse,living_street,,False,30.049,"LINESTRING (9.7992171 48.7994961, 9.7995634 48.799641)",,,,,,,
25158235,False,Imhofstraße,living_street,,True,65.872,"LINESTRING (9.7992171 48.7994961, 9.7992834 48.7993746, 9.7993661 48.7992241, 9.799365 48.79909, 9.7994896 48.7989421)",,,,,,,
23983186,False,Sebaldstraße,unclassified,50,False,12.741,"LINESTRING (9.7978842 48.7974342, 9.7977982 48.7975338)",,,,,,,
1132995737,False,Sebaldstraße,unclassified,30,True,46.784,"LINESTRING (9.7978842 48.7974342, 9.7982541 48.7970912)",,,,,,,
33047720,False,Wildeck,living_street,,True,48.141999999999996,"LINESTRING (9.7978842 48.7974342, 9.7975878 48.7973043, 9.7973104 48.7972269)",,,,,,,
310812836,False,Ledergasse,residential,30,False,30.279,"LINESTRING (9.7950043 48.8014281, 9.7946677 48.80127)",,,,,,,
9398969,False,Ledergasse,residential,50,True,48.126999999999995,"LINESTRING (9.7950043 48.8014281, 9.7949696 48.8015509, 9.7949575 48.8015938, 9.794884 48.8018536)",,,,,,,
161244938,False,Ledergasse,residential,50,True,40.559,"LINESTRING (9.7950043 48.8014281, 9.7950965 48.8014709, 9.7953967 48.8015028, 9.7955319 48.801517)",,,,,,,
337526924,False,Vordere Schmiedgasse,residential,20,False,34.277,"LINESTRING (9.8016049 48.8021055, 9.8020576 48.8021837)",,,,,,,
8067295,False,Hintere Schmiedgasse,residential,,False,27.905,"LINESTRING (9.8016049 48.8021055, 9.8017346 48.8021628, 9.8019184 48.8022481)",,,,,,,
"[314285973, 964324214]",False,Vordere Schmiedgasse,residential,20,True,240.175,"LINESTRING (9.8016049 48.8021055, 9.8014251 48.8020587, 9.801186 48.8019965, 9.8009352 48.801934, 9.8006382 48.8018817, 9.8002959 48.801861, 9.8002019 48.8018578, 9.8001454 48.8018583, 9.7999916 48.8018587, 9.7999345 48.8018589, 9.7996037 48.8018596, 9.7988652 48.8018561, 9.7983865 48.8018541)",,,,,delivery,,
"[363681794, 1051994251]",False,Pfitzerstraße,secondary,50,True,42.36,"LINESTRING (9.8021718 48.804083, 9.8020511 48.8039591, 9.8018976 48.8038014, 9.8018606 48.8037619)","['4', '2']",,,,,,
"[1204928036, 363806231]",False,Friedhofstraße,residential,30,True,100.57,"LINESTRING (9.8021718 48.804083, 9.8024449 48.8039881, 9.8026069 48.8038626, 9.8028359 48.8036535, 9.8027107 48.8035444, 9.8025838 48.8034299)",,,,,,,
5850211,False,Uferstraße,residential,20,False,72.32400000000001,"LINESTRING (9.7916542 48.7990188, 9.7917289 48.7987341, 9.7918225 48.7983779)",,,,,,,
5850211,False,Uferstraße,residential,20,True,54.269999999999996,"LINESTRING (9.7916542 48.7990188, 9.791546 48.7993686, 9.7914684 48.7994893)",,,,,,,
161244938,False,Ledergasse,residential,50,False,40.559,"LINESTRING (9.7955319 48.801517, 9.7953967 48.8015028, 9.7950965 48.8014709, 9.7950043 48.8014281)",,,,,,,
"[161244938, 310812837]",False,Ledergasse,"['residential', 'living_street']","['50', '7']",True,48.78,"LINESTRING (9.7955319 48.801517, 9.7958411 48.8015496, 9.7960126 48.8015423, 9.7961569 48.8014703)",,,,,,,
"[1137979442, 10783391]",False,"['Fischergasse', 'Ledergasse']",residential,50,True,107.44900000000001,"LINESTRING (9.7955319 48.801517, 9.7955036 48.8016086, 9.7954818 48.801677, 9.7956295 48.8018274, 9.795638 48.8018879, 9.795614 48.8019346, 9.7955469 48.8019716, 9.7954617 48.8019763, 9.7953007 48.8019421, 9.794884 48.8018536)",,,,,,,
