osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,junction,bridge
216215944,False,,,primary,True,82.896,D 952,"LINESTRING (6.0585117 49.3305699, 6.0586 49.330633, 6.0587416 49.3307465, 6.0589649 49.3308168, 6.0592303 49.3308159, 6.0594871 49.3307517)",,
176401411,True,,Rue Général de Gaulle,primary,False,18.867,D 952,"LINESTRING (6.0666661 49.3311066, 6.0668005 49.3310459, 6.0668816 49.3310114)",,
"[216215947, 216215949]",False,2,Rue Général de Gaulle,primary,False,178.892,D 952,"LINESTRING (6.0666661 49.3311066, 6.0663962 49.3311643, 6.0657909 49.3313008, 6.0654499 49.3313476, 6.0651122 49.3313709, 6.0646518 49.3313907, 6.0642575 49.3314017)",,
23954311,True,,,secondary,False,11.083,,"LINESTRING (6.0695262 49.3270861, 6.0696786 49.3270778)",,
23954311,True,,,secondary,False,63.611000000000004,,"LINESTRING (6.0696786 49.3270778, 6.0699215 49.3270869, 6.0705348 49.3271928)",,
25707705,False,2,Rue de Verdun,primary,False,96.937,D 57,"LINESTRING (6.0604469 49.3297557, 6.0604169 49.3296735, 6.0601339 49.3290281, 6.0600781 49.3289179)",,
99408598,False,2,Rue Maréchal Foch,primary,False,33.881,D 57,"LINESTRING (6.0604469 49.3297557, 6.0602818 49.3298302, 6.0600382 49.329901)",,
166704454,False,,Rue du Maréchal Foch,secondary,True,159.425,D 57,"LINESTRING (6.0604469 49.3297557, 6.0606511 49.3297519, 6.0611019 49.3296986, 6.0614792 49.3297022, 6.0619068 49.3297049, 6.0626391 49.3297179)",,
25707705,False,2,Rue de Verdun,primary,True,11.459,D 57,"LINESTRING (6.0576981 49.3277603, 6.0578347 49.3278122)",,
99407467,False,,,residential,True,51.897000000000006,,"LINESTRING (6.0576981 49.3277603, 6.0578054 49.3274861, 6.0578642 49.3273064)",,
232149340,False,,Rue de la Fontaine,tertiary,True,44.219,D 152 C,"LINESTRING (6.0658283 49.3285678, 6.065645 49.3286049, 6.0652428 49.3286202, 6.0652275 49.3286192)",,
1116987868,True,,Rue de la Fontaine,tertiary,False,24.338,D 152 C,"LINESTRING (6.0658283 49.3285678, 6.0660179 49.328528, 6.066154 49.32852)",,
33576995,False,,Rue Jacques Tourneur,tertiary,True,131.12,D 152 C,"LINESTRING (6.0623632 49.3285373, 6.0625364 49.3285131, 6.0636416 49.3285065, 6.0638928 49.3285213, 6.0639999 49.3285359, 6.0641634 49.3285519)",,
99406461,False,,Rue Poincaré,residential,False,46.031000000000006,,"LINESTRING (6.0623632 49.3285373, 6.0619091 49.3285548, 6.0617293 49.3285635)",,
285102043,False,,Rue Georges Clemenceau,tertiary,False,63.400999999999996,D 152 C,"LINESTRING (6.0623632 49.3285373, 6.0623538 49.32838, 6.0623349 49.3280353, 6.0623312 49.3279675)",,
285102046,False,,Rue Georges Clemenceau,residential,True,133.04500000000002,,"LINESTRING (6.0623632 49.3285373, 6.0623946 49.3288033, 6.0624195 49.3288655, 6.0625016 49.3290711, 6.0625575 49.3293199, 6.0626391 49.3297179)",,
166705199,False,,Rue de la Fontaine,residential,False,5.683,,"LINESTRING (6.0623312 49.3279675, 6.0624094 49.3279713)",,
285102043,False,,Rue Georges Clemenceau,tertiary,True,63.400999999999996,D 152 C,"LINESTRING (6.0623312 49.3279675, 6.0623349 49.3280353, 6.0623538 49.32838, 6.0623632 49.3285373)",,
311242977,False,,Rue Georges Clemenceau,tertiary,False,39.11,D 152 C,"LINESTRING (6.0623312 49.3279675, 6.0621948 49.3279345, 6.0619811 49.3278828, 6.0618431 49.3278224)",,
99407465,True,,Rue du Général Castelnau,residential,False,104.697,,"LINESTRING (6.0578642 49.3273064, 6.0578482 49.3270673, 6.0577991 49.3269297, 6.0574104 49.3264292)",,
99407467,False,,,residential,False,51.897000000000006,,"LINESTRING (6.0578642 49.3273064, 6.0578054 49.3274861, 6.0576981 49.3277603)",,
232149339,False,,Rue Général Leclerc,residential,True,110.66399999999999,,"LINESTRING (6.0578642 49.3273064, 6.0581659 49.3273071, 6.0586285 49.3271652, 6.0590413 49.3271931, 6.0593142 49.3272728)",,
516855025,True,,,secondary,False,19.221,,"LINESTRING (6.0659767 49.3292457, 6.0659824 49.3292626, 6.065984 49.3292798, 6.0659813 49.329297, 6.0659746 49.3293138, 6.0659638 49.3293296, 6.0659494 49.329344, 6.0659316 49.3293569, 6.065911 49.3293677, 6.0658879 49.3293763, 6.0658631 49.3293824)",roundabout,
629063392,True,,Rue de la Fontaine,tertiary,False,20.724,D 152 C,"LINESTRING (6.0661138 49.3285785, 6.066011 49.3285745, 6.0658283 49.3285678)",,
1116987870,True,,,secondary,False,7.179,,"LINESTRING (6.0661138 49.3285785, 6.0661285 49.3285476, 6.066154 49.32852)",roundabout,
1116987869,True,,,secondary,False,10.764,,"LINESTRING (6.066154 49.32852, 6.0661889 49.3284971, 6.0662311 49.3284802, 6.0662782 49.3284703)",roundabout,
243899341,False,,,unclassified,False,222.886,,"LINESTRING (6.0665176 49.3286369, 6.0665733 49.3286558, 6.0670975 49.3288337, 6.0675796 49.3289993, 6.0675449 49.3290468, 6.0673721 49.3292458, 6.0670704 49.3294468, 6.0668162 49.329503, 6.0665983 49.329536, 6.0663019 49.3296138, 6.0661007 49.3296269)",,
1116987866,True,,,secondary,False,14.655,,"LINESTRING (6.0665176 49.3286369, 6.0664989 49.3286675, 6.0664694 49.3286943, 6.0664309 49.3287156, 6.0663855 49.3287301)",roundabout,
1116987872,True,1,Rue Général de Gaulle,primary,False,2.988,,"LINESTRING (6.0668816 49.3310114, 6.0668955 49.3309861)",roundabout,
516855028,True,1,Rue Général de Gaulle,primary,False,7.8950000000000005,,"LINESTRING (6.0670063 49.330947, 6.0670418 49.330952, 6.0670733 49.3309637, 6.067098 49.3309811)",roundabout,
25707705,False,2,Rue de Verdun,primary,False,11.459,D 57,"LINESTRING (6.0578347 49.3278122, 6.0576981 49.3277603)",,
25707705,False,2,Rue de Verdun,primary,True,145.917,D 57,"LINESTRING (6.0578347 49.3278122, 6.0585016 49.3280653, 6.0593629 49.3283897, 6.0595388 49.3285027)",,
99406461,False,,Rue Poincaré,residential,True,82.41000000000001,,"LINESTRING (6.0578347 49.3278122, 6.0581865 49.3278116, 6.0586451 49.3278837, 6.0589468 49.3279395)",,
99408601,False,,,residential,False,78.77,,"LINESTRING (6.0589468 49.3279395, 6.0593142 49.3272728)",,
99406461,False,,Rue Poincaré,residential,False,82.41000000000001,,"LINESTRING (6.0589468 49.3279395, 6.0586451 49.3278837, 6.0581865 49.3278116, 6.0578347 49.3278122)",,
99406461,False,,Rue Poincaré,residential,True,60.861000000000004,,"LINESTRING (6.0589468 49.3279395, 6.0595539 49.3281114, 6.0597166 49.3281583)",,
99408597,False,,Rue Georges Clemenceau,tertiary,True,78.07900000000001,D 152C,"LINESTRING (6.0604199 49.3266121, 6.0607619 49.3267787, 6.0610757 49.32715)",,
371949393,False,,Rue Georges Clemenceau,tertiary,False,66.44,D 152C,"LINESTRING (6.0604199 49.3266121, 6.0598834 49.3263649, 6.059652 49.326288)",,
99408597,False,,Rue Georges Clemenceau,tertiary,False,93.776,D 152C,"LINESTRING (6.0618431 49.3278224, 6.061526 49.3276179, 6.0611934 49.3272872, 6.0610757 49.32715)",,
232149339,False,,Rue Général Leclerc,residential,False,169.59,,"LINESTRING (6.0618431 49.3278224, 6.0617264 49.3278451, 6.0604661 49.3276203, 6.0599899 49.327494, 6.0596346 49.3273777)",,
311242977,False,,Rue Georges Clemenceau,tertiary,True,39.11,D 152 C,"LINESTRING (6.0618431 49.3278224, 6.0619811 49.3278828, 6.0621948 49.3279345, 6.0623312 49.3279675)",,
99408601,False,,,residential,True,78.77,,"LINESTRING (6.0593142 49.3272728, 6.0589468 49.3279395)",,
232149339,False,,Rue Général Leclerc,residential,True,25.985,,"LINESTRING (6.0593142 49.3272728, 6.0596346 49.3273777)",,
232149339,False,,Rue Général Leclerc,residential,False,110.66400000000002,,"LINESTRING (6.0593142 49.3272728, 6.0590413 49.3271931, 6.0586285 49.3271652, 6.0581659 49.3273071, 6.0578642 49.3273064)",,
166704454,False,,Rue du Maréchal Foch,secondary,False,159.425,D 57,"LINESTRING (6.0626391 49.3297179, 6.0619068 49.3297049, 6.0614792 49.3297022, 6.0611019 49.3296986, 6.0606511 49.3297519, 6.0604469 49.3297557)",,
166704454,False,,Rue du Maréchal Foch,secondary,True,102.763,D 57,"LINESTRING (6.0626391 49.3297179, 6.0632176 49.329643, 6.0638166 49.3295682, 6.0640311 49.3295415)",,
216215951,False,,Rue Général de Gaulle,residential,True,90.59200000000001,,"LINESTRING (6.0626391 49.3297179, 6.062825 49.3300711, 6.0630317 49.3303104, 6.0632091 49.3304305)",,
285102046,False,,Rue Georges Clemenceau,residential,False,133.04500000000002,,"LINESTRING (6.0626391 49.3297179, 6.0625575 49.3293199, 6.0625016 49.3290711, 6.0624195 49.3288655, 6.0623946 49.3288033, 6.0623632 49.3285373)",,
181754031,False,,Rue Général de Gaulle,unclassified,False,9.633,,"LINESTRING (6.0632992 49.3304942, 6.0632091 49.3304305)",,
176407961,False,,,residential,False,221.35399999999996,,"LINESTRING (6.0632992 49.3304942, 6.0630721 49.3306177, 6.0627657 49.3307616, 6.0626415 49.3308417, 6.0624592 49.3309082, 6.0623451 49.3309499, 6.0619801 49.3310846, 6.0617592 49.3311366, 6.0616227 49.3310759, 6.061467 49.3309373, 6.0612803 49.3307747, 6.061144 49.3306371, 6.0609418 49.3306946)",,
"[181754032, 181754031]",False,,Rue Général de Gaulle,unclassified,True,51.545,,"LINESTRING (6.0632992 49.3304942, 6.0636785 49.3307256, 6.0637815 49.330831)",,yes
148295929,False,,Rue Général de Gaulle,unclassified,True,72.299,,"LINESTRING (6.0637815 49.330831, 6.063912 49.3309617, 6.0642575 49.3314017)",,
176401423,False,,Place du Capitaine Nicolas Schneider,residential,True,73.74799999999999,,"LINESTRING (6.0637815 49.330831, 6.063864 49.3308076, 6.0647147 49.3305664)",,
"[181754032, 181754031]",False,,Rue Général de Gaulle,unclassified,False,51.545,,"LINESTRING (6.0637815 49.330831, 6.0636785 49.3307256, 6.0632992 49.3304942)",,yes
162904642,True,,,secondary,False,22.416,,"LINESTRING (6.0704315 49.3270044, 6.0704686 49.3271088, 6.0705348 49.3271928)",,
164058314,False,,Faubourg Sainte-Catherine,residential,True,5.104,,"LINESTRING (6.0673228 49.3261911, 6.0672541 49.326181)",,
164058314,False,,Faubourg Sainte-Catherine,residential,False,357.02,,"LINESTRING (6.0673228 49.3261911, 6.0673444 49.3260602, 6.0674141 49.3259032, 6.0676674 49.3257255, 6.0678617 49.325532, 6.0679977 49.3252892, 6.0680384 49.3251092, 6.0680155 49.3250164, 6.0678586 49.3249505, 6.067613 49.3249122, 6.0674429 49.324945, 6.0671623 49.3251272, 6.066764 49.3254385, 6.0667328 49.3254999, 6.0668415 49.3258109, 6.0669884 49.3259671, 6.0672541 49.326181)",,
1180203386,False,,Faubourg Sainte-Catherine,residential,True,20.392,,"LINESTRING (6.0673228 49.3261911, 6.0674838 49.3263415)",,
217712403,True,,Rue de Wendel,secondary,False,54.827,D 952,"LINESTRING (6.0687012 49.3274786, 6.0692384 49.327226, 6.0693137 49.3271892)",,
1180203386,False,,Faubourg Sainte-Catherine,residential,False,63.891,,"LINESTRING (6.0687012 49.3274786, 6.0686878 49.3274661, 6.0686642 49.3274441, 6.0681967 49.3270074)",,
33576995,False,,Rue Jacques Tourneur,tertiary,False,131.12,D 152 C,"LINESTRING (6.0641634 49.3285519, 6.0639999 49.3285359, 6.0638928 49.3285213, 6.0636416 49.3285065, 6.0625364 49.3285131, 6.0623632 49.3285373)",,
166704458,False,,Rue de la Flatte,residential,False,32.973,,"LINESTRING (6.0641634 49.3285519, 6.0641431 49.3286037, 6.064038 49.328718, 6.063941 49.3288078)",,
176407959,False,,Place Jeanne d'Arc,tertiary,True,44.473,D 152 C,"LINESTRING (6.0641634 49.3285519, 6.0643355 49.3285628, 6.0647742 49.3285906)",,
166704457,True,,Rue Maréchal Joffre,residential,False,83.055,,"LINESTRING (6.063941 49.3288078, 6.0639345 49.3288413, 6.063883 49.3291077, 6.0639178 49.3292362, 6.0639963 49.3294345, 6.0640311 49.3295415)",,
166704458,False,,Rue de la Flatte,residential,False,50.747,,"LINESTRING (6.063941 49.3288078, 6.0636472 49.3288405, 6.063246 49.3288591)",,
166704458,False,,Rue de la Flatte,residential,True,32.973,,"LINESTRING (6.063941 49.3288078, 6.064038 49.328718, 6.0641431 49.3286037, 6.0641634 49.3285519)",,
166704458,False,,Rue de la Flatte,residential,True,50.747,,"LINESTRING (6.063246 49.3288591, 6.0636472 49.3288405, 6.063941 49.3288078)",,
166704454,False,,Rue du Maréchal Foch,secondary,False,122.40800000000002,D 57,"LINESTRING (6.0656517 49.3292598, 6.0655421 49.3292664, 6.0645713 49.3295008, 6.0642001 49.3295283, 6.0640311 49.3295415)",,
516855026,True,,,secondary,False,9.426,,"LINESTRING (6.0656517 49.3292598, 6.0656579 49.3292434, 6.065668 49.3292277, 6.0656817 49.3292133, 6.0656986 49.3292004, 6.0657184 49.3291894)",roundabout,
1116987871,True,1,,secondary,False,13.715,D 952,"LINESTRING (6.0657558 49.3294618, 6.0656874 49.3293468)",,
166704459,True,,Rue Jean Moulin,residential,False,121.342,,"LINESTRING (6.0657558 49.3294618, 6.0656397 49.3295384, 6.0651148 49.3297238, 6.0647484 49.3298913, 6.0645879 49.3299561, 6.0645795 49.3299595, 6.0643447 49.3300409)",,
166704454,False,,Rue du Maréchal Foch,secondary,False,102.763,D 57,"LINESTRING (6.0640311 49.3295415, 6.0638166 49.3295682, 6.0632176 49.329643, 6.0626391 49.3297179)",,
166704454,False,,Rue du Maréchal Foch,secondary,True,122.408,D 57,"LINESTRING (6.0640311 49.3295415, 6.0642001 49.3295283, 6.0645713 49.3295008, 6.0655421 49.3292664, 6.0656517 49.3292598)",,
164058314,False,,Faubourg Sainte-Catherine,residential,False,5.104,,"LINESTRING (6.0672541 49.326181, 6.0673228 49.3261911)",,
164058314,False,,Faubourg Sainte-Catherine,residential,True,357.02,,"LINESTRING (6.0672541 49.326181, 6.0669884 49.3259671, 6.0668415 49.3258109, 6.0667328 49.3254999, 6.066764 49.3254385, 6.0671623 49.3251272, 6.0674429 49.324945, 6.067613 49.3249122, 6.0678586 49.3249505, 6.0680155 49.3250164, 6.0680384 49.3251092, 6.0679977 49.3252892, 6.0678617 49.325532, 6.0676674 49.3257255, 6.0674141 49.3259032, 6.0673444 49.3260602, 6.0673228 49.3261911)",,
166705195,False,,Rue Anthime Bosment,residential,False,102.03,,"LINESTRING (6.0672541 49.326181, 6.0672043 49.326223, 6.0663852 49.3265997, 6.0665773 49.3267697)",,
1180203386,False,,Faubourg Sainte-Catherine,residential,False,20.392,,"LINESTRING (6.0674838 49.3263415, 6.0673228 49.3261911)",,
456797346,False,,Rue Anthime Bosment,residential,True,81.157,,"LINESTRING (6.0674838 49.3263415, 6.0666108 49.3267498, 6.0665773 49.3267697)",,
1180203386,False,,Faubourg Sainte-Catherine,residential,True,90.288,,"LINESTRING (6.0674838 49.3263415, 6.0681583 49.3269716, 6.0681967 49.3270074)",,
456797346,False,,Rue Anthime Bosment,residential,False,144.832,,"LINESTRING (6.0681967 49.3270074, 6.0672645 49.3274192, 6.0671903 49.3274297, 6.0671128 49.3274066, 6.0667023 49.3270281)",,
1180203386,False,,Faubourg Sainte-Catherine,residential,False,90.288,,"LINESTRING (6.0681967 49.3270074, 6.0681583 49.3269716, 6.0674838 49.3263415)",,
1180203386,False,,Faubourg Sainte-Catherine,residential,True,63.891,,"LINESTRING (6.0681967 49.3270074, 6.0686642 49.3274441, 6.0686878 49.3274661, 6.0687012 49.3274786)",,
285102039,False,,Rue Anthime Bosment,residential,True,94.027,,"LINESTRING (6.0667023 49.3270281, 6.0664664 49.3271138, 6.0658206 49.3273457, 6.0655686 49.3274393)",,
456797346,False,,Rue Anthime Bosment,residential,False,33.67700000000001,,"LINESTRING (6.0667023 49.3270281, 6.0665338 49.3268334, 6.0665262 49.3268031, 6.0665372 49.326788, 6.0665773 49.3267697)",,
456797346,False,,Rue Anthime Bosment,residential,True,144.832,,"LINESTRING (6.0667023 49.3270281, 6.0671128 49.3274066, 6.0671903 49.3274297, 6.0672645 49.3274192, 6.0681967 49.3270074)",,
162904642,True,,,secondary,False,43.597,,"LINESTRING (6.0705348 49.3271928, 6.0705962 49.3272625, 6.0706352 49.3273435, 6.0706239 49.3274122, 6.0705746 49.3274889, 6.0705183 49.3275538)",,
217712407,True,,,secondary,False,17.569,,"LINESTRING (6.0694822 49.3273028, 6.0693137 49.3271892)",,
162904639,True,,,secondary,False,30.512,,"LINESTRING (6.0694822 49.3273028, 6.0694959 49.3272523, 6.0695093 49.3271917, 6.0695437 49.327147, 6.0696786 49.3270778)",,
166705197,False,,Rue de la Platinerie,residential,False,63.574,,"LINESTRING (6.0655686 49.3274393, 6.0653489 49.3271894, 6.0657154 49.3270363)",,
285102039,False,,Rue Anthime Bosment,residential,False,94.027,,"LINESTRING (6.0655686 49.3274393, 6.0658206 49.3273457, 6.0664664 49.3271138, 6.0667023 49.3270281)",,
285102039,False,,Rue Anthime Bosment,residential,True,45.72,,"LINESTRING (6.0655686 49.3274393, 6.0654069 49.3274994, 6.0653171 49.3275313, 6.0650163 49.327638)",,
166705193,False,,Rue du Général Mangin,residential,True,161.548,,"LINESTRING (6.0650163 49.327638, 6.0647186 49.3277237, 6.0643977 49.3277867, 6.0639916 49.3278295, 6.0634735 49.3278825, 6.0630262 49.327927, 6.0628741 49.3279901)",,
166706063,False,,Rue de la Gendarmerie,residential,False,110.69900000000001,,"LINESTRING (6.0650163 49.327638, 6.0650699 49.3277629, 6.0651472 49.3279671, 6.0651472 49.328151, 6.0651627 49.3282695, 6.0652246 49.3285416, 6.0652275 49.3286192)",,
166706063,False,,Rue de la Gendarmerie,residential,True,75.72000000000001,,"LINESTRING (6.0650163 49.327638, 6.0649346 49.3274479, 6.064892 49.3272639, 6.064865 49.3271405, 6.0648147 49.3270548, 6.0648031 49.3269741)",,
285102039,False,,Rue Anthime Bosment,residential,False,45.720000000000006,,"LINESTRING (6.0650163 49.327638, 6.0653171 49.3275313, 6.0654069 49.3274994, 6.0655686 49.3274393)",,
166705193,False,,Rue du Général Mangin,residential,False,161.548,,"LINESTRING (6.0628741 49.3279901, 6.0630262 49.327927, 6.0634735 49.3278825, 6.0639916 49.3278295, 6.0643977 49.3277867, 6.0647186 49.3277237, 6.0650163 49.327638)",,
311242976,False,,Rue de la Fontaine,residential,False,154.762,,"LINESTRING (6.0628741 49.3279901, 6.0634135 49.3281652, 6.0638237 49.3282935, 6.0641736 49.3283969, 6.0647195 49.3285262, 6.0647742 49.3285906)",,
