osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,width
12497241,Semmelweisstraße,secondary,50,,False,False,17.764,"LINESTRING (13.0559399 53.3635252, 13.0558861 53.3633687)",2,L 25,
12497241,Semmelweisstraße,secondary,50,,False,True,156.441,"LINESTRING (13.0559399 53.3635252, 13.0560041 53.3636419, 13.0560862 53.3637495, 13.0561623 53.3638292, 13.0562586 53.3639164, 13.05647 53.3640716, 13.0566195 53.3641927, 13.0567374 53.3642896, 13.0568575 53.3643979, 13.0570143 53.3645537, 13.057068 53.3646093, 13.0571745 53.3647155)",2,L 25,
"[27118058, 257150005]",Seestraße,unclassified,"['50', '20']",,False,False,369.76,"LINESTRING (13.056072 53.3629891, 13.0565146 53.3630021, 13.0592709 53.3630831, 13.0593476 53.3630854, 13.0609818 53.3631249, 13.0615493 53.3631389, 13.061566 53.3631393, 13.0616386 53.3631413)",2,,
193196999,,secondary,,roundabout,True,False,7.602,"LINESTRING (13.056072 53.3629891, 13.056049 53.3630204, 13.0560087 53.3630447)",,L 25,
162183786,Strelitzer Straße,residential,,,False,False,4.871,"LINESTRING (13.0704893 53.3581669, 13.0704376 53.358198)",2,,
"[510811348, 510811349, 23291638]",Strelitzer Straße,residential,30,,True,False,76.619,"LINESTRING (13.0704893 53.3581669, 13.070378 53.3583175, 13.0703027 53.3584062, 13.070283 53.3584336, 13.0702614 53.3584741, 13.0702518 53.3585061, 13.070248 53.3585439, 13.0702498 53.3585798, 13.070255 53.3586012, 13.0702743 53.358658, 13.0702917 53.3586949, 13.0703094 53.3587407, 13.0703228 53.3588218)",1,,
25200197,Tiergartenstraße,residential,50,,False,False,101.801,"LINESTRING (13.0588773 53.3610173, 13.0599829 53.3603826)",,,
"[44705222, 49217546, 48980657, 439060060, 439060061]","['Hertelstraße', 'Schloßstraße']",residential,30,,False,False,329.07899999999995,"LINESTRING (13.0588773 53.3610173, 13.0587524 53.3609411, 13.0584395 53.3607503, 13.0581068 53.3605474, 13.0580362 53.3604508, 13.0580039 53.3602376, 13.0579856 53.3598714, 13.0579785 53.3597284, 13.058048 53.3596382, 13.0584739 53.3598025, 13.0587159 53.3598959, 13.0597871 53.3603091, 13.0599045 53.3603532, 13.0599829 53.3603826)",,,
25196874,An der Promenade,unclassified,30,,False,True,263.216,"LINESTRING (13.0588773 53.3610173, 13.0576809 53.3616897, 13.056608 53.362338, 13.0565313 53.3623952, 13.0565167 53.3624081, 13.0562288 53.3626822, 13.0561736 53.3627358)",,,
27118059,Tiergartenstraße,residential,50,,False,True,96.77699999999999,"LINESTRING (13.0652948 53.3598237, 13.0651991 53.3598549, 13.0651553 53.3598673, 13.0650682 53.3598864, 13.0649893 53.3598961, 13.0648989 53.3599029, 13.0643828 53.3599069, 13.0639295 53.3599104, 13.0638626 53.3599109)",2,,
49679367,Tiergartenstraße,unclassified,50,,False,False,214.135,"LINESTRING (13.0652948 53.3598237, 13.0654236 53.359777, 13.066576 53.3593594, 13.0671233 53.3591612, 13.0679671 53.3588554, 13.0680531 53.3588243)",2,,
27565242,Am Tiergarten,residential,30,,False,True,27.963,"LINESTRING (13.0693894 53.3583459, 13.0693454 53.3583, 13.0693185 53.3582774, 13.069116 53.3581566)",,,
345998838,Tiergartenstraße,unclassified,30,,True,False,35.830999999999996,"LINESTRING (13.0693894 53.3583459, 13.0694553 53.3583241, 13.06952 53.3583122, 13.0695738 53.3583101, 13.0696269 53.358318, 13.0696822 53.3583344, 13.0697608 53.358365, 13.0698299 53.358391, 13.0698794 53.3583982)",1,,
"[624426251, 325552748, 49679367]",Tiergartenstraße,unclassified,50,,False,True,103.428,"LINESTRING (13.0693894 53.3583459, 13.0692798 53.3583798, 13.0687848 53.3585592, 13.0682443 53.358755, 13.0682043 53.3587695, 13.0681635 53.3587843, 13.0681248 53.3587983, 13.0680531 53.3588243)",2,,
"[509963185, 29333562, 509963187]",Bruchstraße,residential,50,,False,False,103.434,"LINESTRING (13.0674009 53.3631959, 13.0671453 53.3631958, 13.067092 53.3631958, 13.0658421 53.3631958)",,,
293797202,Glambecker Nebenstraße,residential,30,,False,True,79.487,"LINESTRING (13.0674009 53.3631959, 13.067401 53.3633881, 13.0670814 53.363701, 13.0669317 53.363742, 13.0668405 53.3637618)",,,
"[509963184, 545480523]",Augustastraße,residential,50,,False,"[False, True]",60.54600000000001,"LINESTRING (13.0674009 53.3631959, 13.0675358 53.363191, 13.0676477 53.3631561, 13.0677361 53.3631026, 13.0679028 53.3630066, 13.068114 53.362885)",,,7.5
25200197,Tiergartenstraße,residential,50,,False,True,101.801,"LINESTRING (13.0599829 53.3603826, 13.0588773 53.3610173)",,,
"[44705222, 49217546, 48980657, 439060060, 439060061]","['Hertelstraße', 'Schloßstraße']",residential,30,,False,True,329.07899999999995,"LINESTRING (13.0599829 53.3603826, 13.0599045 53.3603532, 13.0597871 53.3603091, 13.0587159 53.3598959, 13.0584739 53.3598025, 13.058048 53.3596382, 13.0579785 53.3597284, 13.0579856 53.3598714, 13.0580039 53.3602376, 13.0580362 53.3604508, 13.0581068 53.3605474, 13.0584395 53.3607503, 13.0587524 53.3609411, 13.0588773 53.3610173)",,,
"[27118059, 624426253]",Tiergartenstraße,residential,50,,False,False,92.53600000000002,"LINESTRING (13.0599829 53.3603826, 13.0601216 53.3603023, 13.0601948 53.3602576, 13.0604612 53.3601161, 13.0605829 53.3600608, 13.0606457 53.3600367, 13.0607691 53.3599914, 13.060862 53.35997, 13.0609906 53.3599521, 13.0611252 53.3599417)",2,,
624426248,Strelitzer Straße,unclassified,30,roundabout,True,False,7.571,"LINESTRING (13.0698413 53.3585381, 13.0698259 53.3585222, 13.0698122 53.358495, 13.0698106 53.3584737)",1,,
26420881,Strelitzer Straße,unclassified,30,,True,False,34.571,"LINESTRING (13.0700223 53.3583816, 13.0700829 53.3583678, 13.0701558 53.3583339, 13.0702959 53.3582543, 13.0704376 53.358198)",1,,
725305491,Strelitzer Straße,unclassified,30,roundabout,True,False,11.957,"LINESTRING (13.0700223 53.3583816, 13.0700692 53.3583935, 13.070098 53.3584069, 13.070125 53.358427, 13.0701444 53.3584542)",1,,
179581633,Strelitzer Straße,unclassified,30,roundabout,True,False,8.666,"LINESTRING (13.0701444 53.3584542, 13.0701498 53.3584785, 13.0701434 53.3585073, 13.0701277 53.3585298)",1,,
23291641,Friedrich-Wilhelm-Straße,residential,30,,True,False,28.223,"LINESTRING (13.0701277 53.3585298, 13.0701395 53.3585696, 13.0701684 53.3586241, 13.0702312 53.3587048, 13.0702411 53.3587718)",1,,
725305493,Strelitzer Straße,unclassified,30,roundabout,True,False,12.209000000000001,"LINESTRING (13.0701277 53.3585298, 13.0701105 53.3585446, 13.0700892 53.3585573, 13.0700639 53.3585679, 13.0700357 53.3585755, 13.0700057 53.3585799, 13.0699748 53.358581)",1,,
624426248,Strelitzer Straße,unclassified,30,roundabout,True,False,10.406,"LINESTRING (13.0699748 53.358581, 13.0699322 53.3585769, 13.0698994 53.3585689, 13.0698704 53.3585571, 13.0698413 53.3585381)",1,,
162183786,Strelitzer Straße,residential,,,False,True,4.871,"LINESTRING (13.0704376 53.358198, 13.0704893 53.3581669)",2,,
127399687,Strelitzer Straße,unclassified,30,,True,False,34.653999999999996,"LINESTRING (13.0704376 53.358198, 13.0703502 53.3582893, 13.0702281 53.3583771, 13.0701666 53.358425, 13.0701444 53.3584542)",1,,
"[1040693850, 127399678]",Sassenstraße,residential,"['20', '30']",,False,True,248.34699999999998,"LINESTRING (13.0621277 53.3657114, 13.062168 53.3648387, 13.0622062 53.3640134, 13.0622116 53.3638965, 13.0622144 53.3638352, 13.0622279 53.3635432, 13.0622289 53.3635219, 13.0622293 53.3634788)",2,,
784333608,Mühlenstraße,residential,30,,False,False,104.5,"LINESTRING (13.0621277 53.3657114, 13.060742 53.3654931, 13.0606116 53.3654599)",,,7.2
192308813,Markt,residential,20,roundabout,True,False,31.546,"LINESTRING (13.0622293 53.3634788, 13.0621345 53.3634746, 13.0620421 53.3634612, 13.0619545 53.3634391, 13.061874 53.363409, 13.0618027 53.3633714)",,,
"[1040693850, 127399678]",Sassenstraße,residential,"['20', '30']",,False,False,248.347,"LINESTRING (13.0622293 53.3634788, 13.0622289 53.3635219, 13.0622279 53.3635432, 13.0622144 53.3638352, 13.0622116 53.3638965, 13.0622062 53.3640134, 13.062168 53.3648387, 13.0621277 53.3657114)",2,,
26608407,Rietpietschgang,residential,30,,True,False,113.89499999999998,"LINESTRING (13.0664841 53.3605593, 13.0664287 53.360502, 13.0653542 53.3598594, 13.0652948 53.3598237)",,,4.6
49031141,Strelitzer Straße,residential,30,,True,False,102.28299999999999,"LINESTRING (13.0664841 53.3605593, 13.0669617 53.3602745, 13.0675744 53.3599091)",,,5
25196872,Augustastraße,residential,50,,False,False,104.94,"LINESTRING (13.0692501 53.3622285, 13.0690935 53.3623211, 13.0685407 53.3626393, 13.068114 53.362885)",,,7.5
25196872,Augustastraße,residential,50,,False,True,101.74000000000001,"LINESTRING (13.0692501 53.3622285, 13.0694586 53.3621051, 13.069589 53.3620268, 13.0696459 53.3619926, 13.0703451 53.3615881)",,,7.5
293797198,Elisabethstraße,residential,30,,False,True,169.398,"LINESTRING (13.0692501 53.3622285, 13.0690755 53.3621239, 13.0680418 53.3615048, 13.0674483 53.3611493)",,,
228607317,Milowsgang,residential,30,,False,False,9.142,"LINESTRING (13.0653697 53.363938, 13.065377 53.3640201)",,,
49031143,Milowsgang,residential,30,,False,True,84.261,"LINESTRING (13.0653697 53.363938, 13.0653767 53.3638516, 13.0652726 53.3635675, 13.0651365 53.3631958)",,,
293797202,Glambecker Nebenstraße,residential,30,,False,True,101.267,"LINESTRING (13.0668405 53.3637618, 13.065377 53.3640201)",,,
49031146,Seegang zum Glambecker See,residential,30,,True,False,122.482,"LINESTRING (13.0668405 53.3637618, 13.0670598 53.3639397, 13.0680621 53.3645861)",,,
293797202,Glambecker Nebenstraße,residential,30,,False,False,79.487,"LINESTRING (13.0668405 53.3637618, 13.0669317 53.363742, 13.0670814 53.363701, 13.067401 53.3633881, 13.0674009 53.3631959)",,,
49031147,Carlstraße,residential,30,,False,False,86.314,"LINESTRING (13.0686676 53.3649818, 13.0680384 53.3656612)",,,
49257447,Carlstraße,residential,30,,False,True,134.016,"LINESTRING (13.0686676 53.3649818, 13.0702922 53.3642657)",,,
49031147,Carlstraße,residential,30,,False,True,18.012,"LINESTRING (13.0681869 53.3657968, 13.0680384 53.3656612)",,,
192308813,Markt,residential,20,roundabout,True,False,29.923000000000002,"LINESTRING (13.0622363 53.3627772, 13.0623261 53.3627822, 13.0624135 53.3627954, 13.0624965 53.3628164, 13.0625732 53.3628448, 13.0626417 53.3628798)",,,
"[1040693852, 26608263]",Töpferstraße,residential,"['20', '30']",,True,False,341.488,"LINESTRING (13.0611252 53.3599417, 13.0611643 53.3600109, 13.0612112 53.3600656, 13.0621451 53.3607679, 13.0622914 53.3608779, 13.0622468 53.3624042, 13.0622458 53.3624371, 13.0622368 53.3627378, 13.0622366 53.3627448, 13.0622363 53.3627772)",1,,
27118059,Tiergartenstraße,residential,50,,False,False,181.72199999999998,"LINESTRING (13.0611252 53.3599417, 13.0614248 53.3599281, 13.0638626 53.3599109)",2,,
"[27118059, 624426253]",Tiergartenstraße,residential,50,,False,True,92.536,"LINESTRING (13.0611252 53.3599417, 13.0609906 53.3599521, 13.060862 53.35997, 13.0607691 53.3599914, 13.0606457 53.3600367, 13.0605829 53.3600608, 13.0604612 53.3601161, 13.0601948 53.3602576, 13.0601216 53.3603023, 13.0599829 53.3603826)",2,,
12497241,Semmelweisstraße,secondary,50,,False,False,16.71,"LINESTRING (13.0573075 53.3648431, 13.0572172 53.3647582, 13.0571745 53.3647155)",2,L 25,
12497241,Semmelweisstraße,secondary,50,,False,True,97.24599999999998,"LINESTRING (13.0573075 53.3648431, 13.057438 53.3649492, 13.0575353 53.3650224, 13.0576568 53.3651018, 13.0581281 53.3653817, 13.0583036 53.3654823)",2,L 25,
510518561,,secondary,,roundabout,True,False,7.093999999999999,"LINESTRING (13.0558478 53.3630509, 13.0558052 53.3630317, 13.0557758 53.363005)",,L 25,
27106433,Useriner Straße,secondary,,,True,False,20.152,"LINESTRING (13.0557758 53.363005, 13.0555103 53.362917)",,L 25,
554528328,,secondary,,roundabout,True,False,7.204000000000001,"LINESTRING (13.0557758 53.363005, 13.0557632 53.3629735, 13.0557693 53.3629413)",,L 25,
"[510518560, 1020582787]",,secondary,,roundabout,True,False,14.647000000000002,"LINESTRING (13.0557693 53.3629413, 13.0557816 53.3629235, 13.0557997 53.3629076, 13.0558634 53.3628806, 13.055941 53.3628752)",,L 25,
"[27118057, 44705220]",An der Promenade,unclassified,,,True,False,21.881999999999998,"LINESTRING (13.055941 53.3628752, 13.0560432 53.3628102, 13.0561736 53.3627358)",,,
544591966,,secondary,,roundabout,True,False,10.112,"LINESTRING (13.055941 53.3628752, 13.0560117 53.3628922, 13.0560605 53.3629271)",,L 25,
1207837733,,secondary,,roundabout,True,False,7.038,"LINESTRING (13.0560605 53.3629271, 13.0560752 53.3629575, 13.056072 53.3629891)",,L 25,
27106434,Semmelweisstraße,secondary,,,True,False,37.354,"LINESTRING (13.0560087 53.3630447, 13.0559546 53.3631096, 13.055913 53.363193, 13.0558861 53.3633687)",,L 25,
193196999,,secondary,,roundabout,True,False,10.975999999999999,"LINESTRING (13.0560087 53.3630447, 13.0559297 53.3630588, 13.0558478 53.3630509)",,L 25,
12497241,Semmelweisstraße,secondary,50,,False,True,17.764,"LINESTRING (13.0558861 53.3633687, 13.0559399 53.3635252)",2,L 25,
76863572,Semmelweisstraße,secondary,,,True,False,35.429,"LINESTRING (13.0558861 53.3633687, 13.0558478 53.3630509)",,L 25,
76863566,Useriner Straße,secondary,,,True,False,17.397,"LINESTRING (13.0555103 53.362917, 13.0557693 53.3629413)",,L 25,
76863574,An der Promenade,unclassified,,,True,False,22.557,"LINESTRING (13.0561736 53.3627358, 13.0560605 53.3629271)",,,
25196874,An der Promenade,unclassified,30,,False,False,263.216,"LINESTRING (13.0561736 53.3627358, 13.0562288 53.3626822, 13.0565167 53.3624081, 13.0565313 53.3623952, 13.056608 53.362338, 13.0576809 53.3616897, 13.0588773 53.3610173)",,,
27565242,Am Tiergarten,residential,30,,False,False,42.672,"LINESTRING (13.0680976 53.3576974, 13.0681606 53.3577445, 13.0682653 53.357815, 13.0683269 53.3578404, 13.068406 53.3578574, 13.0685226 53.3578637, 13.0686278 53.3578787)",,,
27565242,Am Tiergarten,residential,30,,False,True,41.834,"LINESTRING (13.0680976 53.3576974, 13.0681393 53.3576739, 13.0681648 53.3576476, 13.0681717 53.3576226, 13.0681477 53.3575396, 13.0681151 53.3574268, 13.0681026 53.3573834, 13.0680902 53.3573405)",,,
47670634,Am Tiergarten,residential,30,,False,False,110.123,"LINESTRING (13.0680976 53.3576974, 13.0680419 53.3577191, 13.0679682 53.3577437, 13.0677604 53.3578123, 13.0675204 53.3578973, 13.0672994 53.3579755, 13.0670535 53.3580543, 13.0667612 53.3581289, 13.0666312 53.3581565)",,,
512056376,Zierker Straße,residential,50,,False,False,106.82,"LINESTRING (13.0594049 53.3648109, 13.0605397 53.3641295)",,,
"[784333608, 512056377]",Mühlenstraße,residential,30,,False,True,107.789,"LINESTRING (13.0594049 53.3648109, 13.0595003 53.3648622, 13.0606116 53.3654599)",,,7.2
"[512071633, 12497244]",Zierker Straße,residential,50,,False,True,105.012,"LINESTRING (13.0594049 53.3648109, 13.0591678 53.3649536, 13.0591285 53.3649768, 13.0584868 53.3654157, 13.0583036 53.3654823)",2,,
"[784333608, 512056377]",Mühlenstraße,residential,30,,False,False,107.789,"LINESTRING (13.0606116 53.3654599, 13.0595003 53.3648622, 13.0594049 53.3648109)",,,7.2
784333608,Mühlenstraße,residential,30,,False,True,104.5,"LINESTRING (13.0606116 53.3654599, 13.060742 53.3654931, 13.0621277 53.3657114)",,,7.2
512056376,Zierker Straße,residential,50,,False,True,106.82,"LINESTRING (13.0605397 53.3641295, 13.0594049 53.3648109)",,,
34747235,Wartburggang,residential,30,,True,False,175.904,"LINESTRING (13.0605397 53.3641295, 13.0603785 53.3640329, 13.0601478 53.3638945, 13.0597112 53.3636328, 13.0596312 53.3636102, 13.0592906 53.3635992, 13.0584112 53.3635708, 13.0582454 53.3635632)",,,3.5
"[512056376, 509937001, 509937002]",Zierker Straße,residential,"['50', '20']",,False,False,118.87100000000001,"LINESTRING (13.0605397 53.3641295, 13.0613034 53.3636642, 13.061555 53.3635171, 13.0615795 53.3635025, 13.0616161 53.3634807, 13.0618027 53.3633714)",2,,
49258712,Neuer Markt,residential,30,,True,False,73.197,"LINESTRING (13.0652872 53.3626366, 13.0652103 53.3626434, 13.0651383 53.3626667, 13.0650646 53.362715, 13.0650172 53.3627725, 13.0650026 53.3628393, 13.0650778 53.3629821, 13.0651365 53.3631958)",,,
49031143,Milowsgang,residential,30,,False,False,84.261,"LINESTRING (13.0651365 53.3631958, 13.0652726 53.3635675, 13.0653767 53.3638516, 13.0653697 53.363938)",,,
"[509954212, 509954214, 509954217, 228607314, 624426267]",Bruchstraße,residential,"['50', '20']",,False,False,154.47100000000003,"LINESTRING (13.0651365 53.3631958, 13.0647858 53.3631953, 13.0647677 53.3631953, 13.0644904 53.3631923, 13.0643897 53.3631912, 13.0636538 53.3631884, 13.0634201 53.3631878, 13.0633599 53.3631864, 13.0628783 53.3631752, 13.0628687 53.363175, 13.0628091 53.3631734)",,,
"[509955872, 509955873, 624426264]",Bruchstraße,residential,50,,False,True,46.81999999999999,"LINESTRING (13.0651365 53.3631958, 13.0652413 53.3631958, 13.065716 53.3631958, 13.0658421 53.3631958)",,,
49031142,Neuer Markt,residential,30,,True,False,26.297,"LINESTRING (13.0658421 53.3631958, 13.0659024 53.3631146, 13.0658984 53.3630601, 13.0658407 53.3630137, 13.0657913 53.3629942)",,,
"[509963185, 29333562, 509963187]",Bruchstraße,residential,50,,False,True,103.434,"LINESTRING (13.0658421 53.3631958, 13.067092 53.3631958, 13.0671453 53.3631958, 13.0674009 53.3631959)",,,
"[624426264, 509955873, 509955872]",Bruchstraße,residential,50,,False,False,46.82,"LINESTRING (13.0658421 53.3631958, 13.065716 53.3631958, 13.0652413 53.3631958, 13.0651365 53.3631958)",,,
142379505,Kasernenstraße,residential,50,,True,False,53.363,"LINESTRING (13.0681546 53.3602411, 13.0678707 53.3600883, 13.0675744 53.3599091)",1,,
"[165580169, 509967355]",Kasernenstraße,residential,"['50', '30']",,False,True,208.717,"LINESTRING (13.0681546 53.3602411, 13.0702391 53.3615229, 13.0703451 53.3615881)",,,
512071627,Färbergang,residential,50,,False,True,8.579,"LINESTRING (13.0581389 53.3656673, 13.0582635 53.3656879)",,,
512071623,Zierker Straße,secondary,50,,False,False,23.445999999999998,"LINESTRING (13.0581389 53.3656673, 13.0581918 53.3655826, 13.0583036 53.3654823)",,L 25,
725305492,Strelitzer Straße,unclassified,30,roundabout,True,False,9.964,"LINESTRING (13.0698794 53.3583982, 13.0699047 53.358389, 13.069942 53.358381, 13.0699881 53.3583785, 13.0700223 53.3583816)",1,,
47670634,Am Tiergarten,residential,30,,False,True,110.12299999999999,"LINESTRING (13.0666312 53.3581565, 13.0667612 53.3581289, 13.0670535 53.3580543, 13.0672994 53.3579755, 13.0675204 53.3578973, 13.0677604 53.3578123, 13.0679682 53.3577437, 13.0680419 53.3577191, 13.0680976 53.3576974)",,,
47670831,,residential,,,False,False,101.56299999999999,"LINESTRING (13.0680531 53.3588243, 13.0680159 53.3587898, 13.067731 53.3585404, 13.0672084 53.3580627)",,,
"[624426251, 325552748, 49679367]",Tiergartenstraße,unclassified,50,,False,False,103.428,"LINESTRING (13.0680531 53.3588243, 13.0681248 53.3587983, 13.0681635 53.3587843, 13.0682043 53.3587695, 13.0682443 53.358755, 13.0687848 53.3585592, 13.0692798 53.3583798, 13.0693894 53.3583459)",2,,
49679367,Tiergartenstraße,unclassified,50,,False,True,214.13500000000002,"LINESTRING (13.0680531 53.3588243, 13.0679671 53.3588554, 13.0671233 53.3591612, 13.066576 53.3593594, 13.0654236 53.359777, 13.0652948 53.3598237)",2,,
49031144,Glambecker Nebenstraße,residential,30,,True,False,91.608,"LINESTRING (13.0643194 53.3644381, 13.0652014 53.3639419, 13.0653697 53.363938)",,,
"[624426273, 228607316, 512056378, 512053150, 512053151]",Glambecker Straße,residential,"['50', '20']",,False,False,162.268,"LINESTRING (13.0643194 53.3644381, 13.0634129 53.3638709, 13.0632634 53.3637774, 13.0631673 53.3637173, 13.0630308 53.3636318, 13.0628576 53.3635235, 13.0628423 53.3635141, 13.0628195 53.3635001, 13.0626291 53.3633835)",2,,
25196872,Augustastraße,residential,50,,False,False,101.74000000000001,"LINESTRING (13.0703451 53.3615881, 13.0696459 53.3619926, 13.069589 53.3620268, 13.0694586 53.3621051, 13.0692501 53.3622285)",,,7.5
"[165580169, 509967355]",Kasernenstraße,residential,"['50', '30']",,False,False,208.717,"LINESTRING (13.0703451 53.3615881, 13.0702391 53.3615229, 13.0681546 53.3602411)",,,
25196872,Augustastraße,residential,50,,False,True,104.94000000000001,"LINESTRING (13.068114 53.362885, 13.0685407 53.3626393, 13.0690935 53.3623211, 13.0692501 53.3622285)",,,7.5
49257448,Töpferberg,residential,30,,False,True,114.55,"LINESTRING (13.068114 53.362885, 13.0692541 53.3636061, 13.0692987 53.3636343)",,,
"[509963184, 545480523]",Augustastraße,residential,50,,False,"[False, True]",60.54600000000001,"LINESTRING (13.068114 53.362885, 13.0679028 53.3630066, 13.0677361 53.3631026, 13.0676477 53.3631561, 13.0675358 53.363191, 13.0674009 53.3631959)",,,7.5
49257447,Carlstraße,residential,30,,False,False,134.016,"LINESTRING (13.0702922 53.3642657, 13.0686676 53.3649818)",,,
49257448,Töpferberg,residential,30,,False,False,96.307,"LINESTRING (13.0702922 53.3642657, 13.0692987 53.3636343)",,,
49031571,Elisabethstraße,residential,30,,True,False,91.64,"LINESTRING (13.0674483 53.3611493, 13.0664841 53.3605593)",,,
49482077,Venusberg,living_street,,,False,True,128.486,"LINESTRING (13.0674483 53.3611493, 13.0672139 53.3612835, 13.0670044 53.3614035, 13.0669633 53.361427, 13.0667628 53.3615418, 13.0665705 53.3616519, 13.0663905 53.3617549, 13.06621 53.3618583, 13.0661103 53.3619153, 13.0660339 53.3619333)",,,
293797198,Elisabethstraße,residential,30,,False,False,169.398,"LINESTRING (13.0674483 53.3611493, 13.0680418 53.3615048, 13.0690755 53.3621239, 13.0692501 53.3622285)",,,
27118059,Tiergartenstraße,residential,50,,False,False,96.77700000000002,"LINESTRING (13.0638626 53.3599109, 13.0639295 53.3599104, 13.0643828 53.3599069, 13.0648989 53.3599029, 13.0649893 53.3598961, 13.0650682 53.3598864, 13.0651553 53.3598673, 13.0651991 53.3598549, 13.0652948 53.3598237)",2,,
27118059,Tiergartenstraße,residential,50,,False,True,181.72199999999998,"LINESTRING (13.0638626 53.3599109, 13.0614248 53.3599281, 13.0611252 53.3599417)",2,,
"[55028205, 38379574]","['Gang', 'Katersteig']","['living_street', 'residential']",30,,True,False,347.80400000000003,"LINESTRING (13.0638626 53.3599109, 13.0638627 53.3599499, 13.0638672 53.3607379, 13.0638348 53.3608405, 13.063636 53.36147, 13.06364 53.3615109, 13.0636677 53.3615417, 13.0637052 53.3615667, 13.0642796 53.361904, 13.0649368 53.3622991, 13.0651667 53.3624439, 13.0652345 53.362503, 13.0652613 53.3625479, 13.0652872 53.3626366)",,,
345998843,Tiergartenstraße,unclassified,30,,True,False,32.277,"LINESTRING (13.0698106 53.3584737, 13.0697676 53.3584427, 13.0697046 53.3584143, 13.0696252 53.3583825, 13.0695625 53.3583682, 13.069461 53.3583528, 13.0693894 53.3583459)",1,,
725305490,Strelitzer Straße,unclassified,30,roundabout,True,False,9.85,"LINESTRING (13.0698106 53.3584737, 13.0698177 53.3584501, 13.0698354 53.3584267, 13.0698531 53.3584125, 13.0698794 53.3583982)",1,,
"[1020771936, 142379506]",Strelitzer Straße,residential,30,,True,False,214.505,"LINESTRING (13.0675744 53.3599091, 13.0678721 53.3597315, 13.0683959 53.3594191, 13.0691005 53.359001, 13.069162 53.3589645, 13.0697903 53.3585917, 13.069824 53.3585663, 13.0698413 53.3585381)",1,,5
27565242,Am Tiergarten,residential,30,,False,False,44.774,"LINESTRING (13.0686278 53.3578787, 13.0688901 53.3580259, 13.0689463 53.3580575, 13.069116 53.3581566)",,,
27565242,Am Tiergarten,residential,30,,False,True,42.672000000000004,"LINESTRING (13.0686278 53.3578787, 13.0685226 53.3578637, 13.068406 53.3578574, 13.0683269 53.3578404, 13.0682653 53.357815, 13.0681606 53.3577445, 13.0680976 53.3576974)",,,
144072524,Am Tiergarten,residential,30,,False,False,61.697,"LINESTRING (13.0686278 53.3578787, 13.0687282 53.3578222, 13.0688113 53.3577755, 13.0688323 53.3577721, 13.0688554 53.3577763, 13.0690755 53.3579153, 13.0692892 53.3580503)",,,
