osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel
29342351,Krankenhausstraße,residential,,False,True,72.94,"LINESTRING (11.8098421 49.6088022, 11.8097207 49.6087128, 11.8095011 49.6085833, 11.8096315 49.6083787, 11.8097227 49.6082707)",,,
34570052,Am Ebersbacher Weg,residential,,False,False,39.784,"LINESTRING (11.8098421 49.6088022, 11.8099634 49.6088364, 11.8103687 49.6089074)",,,
24926365,Krankenhausstraße,residential,,False,False,69.41,"LINESTRING (11.8092105 49.6091816, 11.809022 49.6093487, 11.8089031 49.6094772, 11.808794 49.6096314, 11.8087225 49.6097175)",,,
24926365,Krankenhausstraße,residential,,False,True,62.104,"LINESTRING (11.8092105 49.6091816, 11.8094821 49.6090035, 11.8098421 49.6088022)",,,
29309513,Jahnstraße,residential,,False,True,157.598,"LINESTRING (11.8092105 49.6091816, 11.8088614 49.6090865, 11.8084667 49.6089978, 11.8080641 49.6089554, 11.8077766 49.608931, 11.8072808 49.6089181, 11.8070875 49.6089417)",,,
"[205803474, 205803475, 24926365]",Krankenhausstraße,residential,,False,True,86.51100000000001,"LINESTRING (11.8081387 49.6103948, 11.8083126 49.6102339, 11.8084312 49.6101113, 11.808536 49.6099799, 11.8086086 49.6098709, 11.8086927 49.6097548, 11.8087225 49.6097175)",,yes,
"[24926355, 527059435, 527059436]",Grabenstraße,unclassified,,False,False,110.53299999999999,"LINESTRING (11.8081387 49.6103948, 11.8080068 49.6102907, 11.8078599 49.6102176, 11.8076729 49.6101654, 11.8074654 49.6101582, 11.8071806 49.6102065, 11.8070412 49.6102679, 11.8068913 49.6103617, 11.8068537 49.6103905)",,,
"[1257116201, 24926430]",Grabenstraße,unclassified,,False,True,229.85299999999998,"LINESTRING (11.8081387 49.6103948, 11.8082366 49.6104437, 11.8087928 49.6107215, 11.8090023 49.6108506, 11.809212 49.610949, 11.8094581 49.6111222, 11.8095076 49.6111985, 11.8095314 49.6112352, 11.8095627 49.6112835, 11.809684 49.611391, 11.8097871 49.6114579, 11.8098951 49.6115024, 11.8103941 49.6117164, 11.8104639 49.6117673)",,,
24926355,Grabenstraße,unclassified,,False,False,40.979,"LINESTRING (11.8068537 49.6103905, 11.8066102 49.6105883, 11.8064912 49.6106743)",,,
30559884,Grabenstraße,residential,,False,True,78.017,"LINESTRING (11.8068537 49.6103905, 11.8063011 49.610405, 11.8062412 49.6104335, 11.806274 49.6104922, 11.8064105 49.6106319, 11.8064912 49.6106743)",,,
"[24926355, 527059436, 527059435]",Grabenstraße,unclassified,,False,True,110.53300000000002,"LINESTRING (11.8068537 49.6103905, 11.8068913 49.6103617, 11.8070412 49.6102679, 11.8071806 49.6102065, 11.8074654 49.6101582, 11.8076729 49.6101654, 11.8078599 49.6102176, 11.8080068 49.6102907, 11.8081387 49.6103948)",,,
24926355,Grabenstraße,unclassified,,False,True,94.53,"LINESTRING (11.8055297 49.6112437, 11.805872 49.6110944, 11.8060588 49.6109914, 11.8062088 49.610896, 11.8063505 49.6107924, 11.8064912 49.6106743)",,,
107546383,Bahnhofstraße,tertiary,50,False,True,95.837,"LINESTRING (11.8055297 49.6112437, 11.8053408 49.6113311, 11.8052347 49.6113801, 11.8045894 49.6116853, 11.8044775 49.6117672)",St 2123,,
"[107546393, 292459955, 25066009, 205828921]","['Vorstadt', 'Schlichter Straße']",tertiary,50,False,"[False, True]",87.428,"LINESTRING (11.8055297 49.6112437, 11.8053616 49.6110848, 11.8049535 49.6107255, 11.8049036 49.610676, 11.8048263 49.6106032)",AS 5,,building_passage
527054164,Marktplatz,tertiary,50,False,True,64.1,"LINESTRING (11.8055297 49.6112437, 11.8057929 49.6115131, 11.8060437 49.611713)",AS 5,,
"[1257116201, 24926430]",Grabenstraße,unclassified,,False,False,229.853,"LINESTRING (11.8104639 49.6117673, 11.8103941 49.6117164, 11.8098951 49.6115024, 11.8097871 49.6114579, 11.809684 49.611391, 11.8095627 49.6112835, 11.8095314 49.6112352, 11.8095076 49.6111985, 11.8094581 49.6111222, 11.809212 49.610949, 11.8090023 49.6108506, 11.8087928 49.6107215, 11.8082366 49.6104437, 11.8081387 49.6103948)",,,
26749924,Dr.-Reichenberger-Straße,residential,,False,False,299.291,"LINESTRING (11.8032924 49.6160852, 11.803122 49.6158994, 11.803033 49.6157238, 11.8029839 49.6156031, 11.8029822 49.6154562, 11.803044 49.6152691, 11.8031477 49.6149677, 11.8031783 49.6147495, 11.8031703 49.6146512, 11.8031526 49.6145215, 11.8030917 49.6144022, 11.8028561 49.6140642, 11.8027103 49.6138352, 11.8026539 49.6137837, 11.8025532 49.6136917, 11.8023765 49.6135935)",,,
30596729,Anton-Mann-Straße,residential,,False,True,91.016,"LINESTRING (11.8032924 49.6160852, 11.8030835 49.6160928, 11.8023962 49.6160941, 11.8020334 49.6161291)",,,
27350770,Adolf-Kaiser-Straße,residential,,False,False,289.749,"LINESTRING (11.7994584 49.6122546, 11.7994335 49.6123049, 11.7994348 49.6123534, 11.7994507 49.6123948, 11.7994974 49.6124552, 11.7997048 49.6126771, 11.8001577 49.6131861, 11.8003983 49.6134884, 11.8005142 49.6136813, 11.8005499 49.6137203, 11.8006003 49.6137474, 11.8006555 49.6137593, 11.8007157 49.6137625, 11.8007967 49.6137561, 11.8014419 49.6136218, 11.8018029 49.6135251, 11.8019424 49.613522)",,,
30285122,Gartenstraße,residential,,False,False,242.839,"LINESTRING (11.7994584 49.6122546, 11.7996245 49.6123059, 11.7998251 49.6123281, 11.8000912 49.6123679, 11.800318 49.6124231, 11.8008397 49.6126081, 11.8015449 49.6128591, 11.8017671 49.6129525, 11.8020237 49.6131201, 11.8021969 49.6132585, 11.802315 49.6133323)",,,
"[24931755, 142530878]",In der Wehr,residential,,False,True,247.98599999999996,"LINESTRING (11.7994584 49.6122546, 11.7993707 49.6122256, 11.7993072 49.61217, 11.7991993 49.6120384, 11.7989161 49.6116699, 11.7985106 49.6112114, 11.7982023 49.610921, 11.797939 49.610693, 11.797755 49.6105592, 11.7975294 49.6104353)",,,
142530877,Bahnhofstraße,tertiary,50,False,True,12.867,"LINESTRING (11.802315 49.6133323, 11.8021802 49.6134082)",St 2123,,
30285122,Gartenstraße,residential,,False,True,242.83899999999997,"LINESTRING (11.802315 49.6133323, 11.8021969 49.6132585, 11.8020237 49.6131201, 11.8017671 49.6129525, 11.8015449 49.6128591, 11.8008397 49.6126081, 11.800318 49.6124231, 11.8000912 49.6123679, 11.7998251 49.6123281, 11.7996245 49.6123059, 11.7994584 49.6122546)",,,
"[29043937, 142530876, 29043941]",Bahnhofstraße,tertiary,50,False,False,121.696,"LINESTRING (11.802315 49.6133323, 11.8025045 49.6131881, 11.802593 49.6131284, 11.8029122 49.6129134, 11.8031509 49.6127527, 11.8034548 49.6125252)",St 2123,yes,
25108269,Ziegelanger,residential,,False,True,187.94400000000002,"LINESTRING (11.8026675 49.6120247, 11.802614 49.6120567, 11.8025023 49.6120817, 11.8023427 49.612079, 11.8022252 49.6120487, 11.8020773 49.6120104, 11.8017731 49.6118875, 11.8011049 49.6115219, 11.8005396 49.6112134)",,,
107546399,Ziegelanger,residential,,False,True,56.232,"LINESTRING (11.8026675 49.6120247, 11.8026469 49.61193, 11.8026991 49.6117887, 11.802713 49.6116722, 11.8026861 49.6115253)",,,
"[205828960, 24931785, 107546386]",Ziegelanger,residential,,False,"[False, True]",79.654,"LINESTRING (11.8026675 49.6120247, 11.8027472 49.6120573, 11.8028044 49.6121, 11.8029076 49.6121629, 11.8034548 49.6125252)",,yes,
107546374,Ziegelanger,residential,,False,False,110.92899999999999,"LINESTRING (11.8026861 49.6115253, 11.8024838 49.6115592, 11.8023666 49.611553, 11.8022473 49.6115324, 11.8021877 49.6115139, 11.8020715 49.6114512, 11.8020252 49.6113905, 11.801961 49.6112496, 11.8019121 49.6111137, 11.8018597 49.6110151, 11.8017723 49.6109246)",,,
107546399,Ziegelanger,residential,,False,False,56.232,"LINESTRING (11.8026861 49.6115253, 11.802713 49.6116722, 11.8026991 49.6117887, 11.8026469 49.61193, 11.8026675 49.6120247)",,,
107546399,Ziegelanger,residential,,False,True,75.069,"LINESTRING (11.8026861 49.6115253, 11.8028672 49.6114953, 11.802919 49.6115026, 11.8029588 49.6115274, 11.8030425 49.6115853, 11.8030803 49.6116026, 11.8031168 49.6116162, 11.8031603 49.6116216, 11.8032369 49.6116176, 11.8034491 49.6115841, 11.8036454 49.6115802)",,,
"[107546376, 107546399, 107546391]",Ziegelanger,residential,,False,"[False, True]",64.707,"LINESTRING (11.8044775 49.6117672, 11.8043783 49.6117118, 11.8042517 49.6116715, 11.8040487 49.6116202, 11.8038946 49.6116029, 11.8037689 49.6115887, 11.8036454 49.6115802)",,yes,
107546383,Bahnhofstraße,tertiary,50,False,False,95.837,"LINESTRING (11.8044775 49.6117672, 11.8045894 49.6116853, 11.8052347 49.6113801, 11.8053408 49.6113311, 11.8055297 49.6112437)",St 2123,,
107546383,Bahnhofstraße,tertiary,50,False,True,44.132999999999996,"LINESTRING (11.8044775 49.6117672, 11.804273 49.6119, 11.8040666 49.612061)",St 2123,,
205803479,Dippelgasse,residential,,False,True,129.357,"LINESTRING (11.806971 49.6111364, 11.8083138 49.6119086)",,,
24931789,Kirchgasse,residential,,False,False,92.83099999999999,"LINESTRING (11.806971 49.6111364, 11.8066541 49.6113574, 11.8063921 49.611528, 11.8061512 49.6116671, 11.8060437 49.611713)",,,
24931789,Kirchgasse,residential,,False,True,42.647999999999996,"LINESTRING (11.806971 49.6111364, 11.8070915 49.6110451, 11.8072716 49.6108701, 11.8073105 49.6108234)",,,
24931797,Herrengasse,residential,,False,False,64.26599999999999,"LINESTRING (11.8062057 49.612919, 11.8066711 49.6127181, 11.8069419 49.6125928)",,,
24876307,Dr.-Gräßmann-Straße,residential,30,False,False,25.903,"LINESTRING (11.8037146 49.609347, 11.8038836 49.6091414)",,,
24876307,Dr.-Gräßmann-Straße,residential,30,False,True,51.452,"LINESTRING (11.8037146 49.609347, 11.8035358 49.6095894, 11.8033886 49.6097584)",,,
24931959,Martin-Mertz-Straße,residential,,False,True,112.981,"LINESTRING (11.8037146 49.609347, 11.8042125 49.6095006, 11.804671 49.6096578, 11.8050833 49.6098386)",,,
24876307,Dr.-Gräßmann-Straße,residential,30,False,False,93.89699999999999,"LINESTRING (11.8042805 49.6087252, 11.8045862 49.6083862, 11.8048949 49.6079811)",,,
24876307,Dr.-Gräßmann-Straße,residential,30,False,True,54.403000000000006,"LINESTRING (11.8042805 49.6087252, 11.8041192 49.6088951, 11.8038836 49.6091414)",,,
24931968,Blumenstraße,residential,,False,True,246.428,"LINESTRING (11.8042805 49.6087252, 11.8038246 49.608541, 11.8033618 49.6083538, 11.8028205 49.6081575, 11.802167 49.607874, 11.8013929 49.6075395)",,,
24875848,Amberger Straße,tertiary,50,False,False,56.355,"LINESTRING (11.7996125 49.6079846, 11.7998221 49.6080886, 11.7999654 49.6081711, 11.8001971 49.6083201)",AS 5,,
24943713,,residential,,False,True,137.849,"LINESTRING (11.7995346 49.6095414, 11.8001401 49.6090952, 11.800812 49.6086186)",,,
27392121,Josef-Kopf-Straße,residential,,False,True,74.726,"LINESTRING (11.8010349 49.6161664, 11.8007763 49.6155156)",,,
25108229,Erlenweg,residential,,False,False,49.745,"LINESTRING (11.7975294 49.6104353, 11.7977738 49.6100169)",,,
"[24931755, 142530878]",In der Wehr,residential,,False,False,247.98600000000002,"LINESTRING (11.7975294 49.6104353, 11.797755 49.6105592, 11.797939 49.610693, 11.7982023 49.610921, 11.7985106 49.6112114, 11.7989161 49.6116699, 11.7991993 49.6120384, 11.7993072 49.61217, 11.7993707 49.6122256, 11.7994584 49.6122546)",,,
25108229,Erlenweg,residential,,False,True,49.745,"LINESTRING (11.7977738 49.6100169, 11.7975294 49.6104353)",,,
107785576,Milchhofstraße,residential,,False,False,85.01,"LINESTRING (11.7994635 49.6089179, 11.7996053 49.6087802, 11.8001971 49.6083201)",,,
24875848,Amberger Straße,tertiary,50,False,False,41.729,"LINESTRING (11.8001971 49.6083201, 11.8003306 49.6084073, 11.8004264 49.6084535, 11.8006545 49.6085473)",AS 5,,
24875848,Amberger Straße,tertiary,50,False,True,56.355,"LINESTRING (11.8001971 49.6083201, 11.7999654 49.6081711, 11.7998221 49.6080886, 11.7996125 49.6079846)",AS 5,,
107785576,Milchhofstraße,residential,,False,True,85.01,"LINESTRING (11.8001971 49.6083201, 11.7996053 49.6087802, 11.7994635 49.6089179)",,,
25108269,Ziegelanger,residential,,False,False,187.944,"LINESTRING (11.8005396 49.6112134, 11.8011049 49.6115219, 11.8017731 49.6118875, 11.8020773 49.6120104, 11.8022252 49.6120487, 11.8023427 49.612079, 11.8025023 49.6120817, 11.802614 49.6120567, 11.8026675 49.6120247)",,,
107546383,Bahnhofstraße,tertiary,50,False,True,67.877,"LINESTRING (11.8040666 49.612061, 11.8034548 49.6125252)",St 2123,,
107546383,Bahnhofstraße,tertiary,50,False,False,44.132999999999996,"LINESTRING (11.8040666 49.612061, 11.804273 49.6119, 11.8044775 49.6117672)",St 2123,,
"[142530874, 29973795, 25108314]",Altmühlweg,residential,,False,"[False, True]",562.0529999999999,"LINESTRING (11.8040666 49.612061, 11.8044598 49.6123353, 11.8053592 49.6131099, 11.8058 49.6133906, 11.8061378 49.6135934, 11.8062676 49.6136589, 11.8064508 49.6137319, 11.8066378 49.6137727, 11.8068363 49.6137925, 11.8068715 49.6137947, 11.8073611 49.6138246, 11.8079724 49.6138665, 11.8085726 49.61388, 11.808596 49.6138824, 11.8087697 49.6138964, 11.8088849 49.6139028, 11.8089965 49.6138947, 11.8091287 49.6138657, 11.8094315 49.6137456, 11.8101352 49.6134718, 11.8103852 49.6132808)",,,
24931582,Bahnhofstraße,residential,,False,False,338.02900000000005,"LINESTRING (11.8023765 49.6135935, 11.8022195 49.6136826, 11.8019025 49.6137789, 11.8016669 49.6138643, 11.8013724 49.6139552, 11.8012799 49.6140097, 11.8012182 49.6140769, 11.8012013 49.6141678, 11.8012172 49.6142663, 11.8012883 49.6144568, 11.8015157 49.6151357, 11.8015338 49.6151856, 11.8015654 49.6152699, 11.8015749 49.6152933, 11.8016556 49.6154822, 11.8017461 49.6156702, 11.8017777 49.6157465, 11.8019027 49.6159407, 11.8020091 49.6160941, 11.8020334 49.6161291)",,,
24931582,Bahnhofstraße,residential,,False,True,25.296,"LINESTRING (11.8023765 49.6135935, 11.8023036 49.6134936, 11.8021802 49.6134082)",,,
26749924,Dr.-Reichenberger-Straße,residential,,False,True,299.291,"LINESTRING (11.8023765 49.6135935, 11.8025532 49.6136917, 11.8026539 49.6137837, 11.8027103 49.6138352, 11.8028561 49.6140642, 11.8030917 49.6144022, 11.8031526 49.6145215, 11.8031703 49.6146512, 11.8031783 49.6147495, 11.8031477 49.6149677, 11.803044 49.6152691, 11.8029822 49.6154562, 11.8029839 49.6156031, 11.803033 49.6157238, 11.803122 49.6158994, 11.8032924 49.6160852)",,,
24888894,Froschau,tertiary,50,False,False,87.40599999999999,"LINESTRING (11.8101252 49.6129271, 11.8100003 49.6128589, 11.8092148 49.6126996, 11.8090048 49.6126442)",AS 5,,
24931830,Froschau,secondary,,False,False,44.07299999999999,"LINESTRING (11.8101252 49.6129271, 11.8101799 49.6129718, 11.8102637 49.6131446, 11.8103406 49.6132457, 11.8103852 49.6132808)",AS 5,,
27083428,,residential,10,False,False,198.03,"LINESTRING (11.8036454 49.6115802, 11.8036655 49.6114675, 11.8037534 49.6113571, 11.8038392 49.6112681, 11.8040615 49.6111017, 11.8041078 49.6110518, 11.8041218 49.6109972, 11.8040826 49.6109664, 11.8038683 49.6108559, 11.8037024 49.6107323, 11.8036016 49.6106474, 11.8035805 49.6106083, 11.8035833 49.6105511, 11.8036184 49.6105029, 11.8037268 49.6104468, 11.8041515 49.6101928)",,,
107546399,Ziegelanger,residential,,False,False,75.069,"LINESTRING (11.8036454 49.6115802, 11.8034491 49.6115841, 11.8032369 49.6116176, 11.8031603 49.6116216, 11.8031168 49.6116162, 11.8030803 49.6116026, 11.8030425 49.6115853, 11.8029588 49.6115274, 11.802919 49.6115026, 11.8028672 49.6114953, 11.8026861 49.6115253)",,,
"[107546376, 107546391, 107546399]",Ziegelanger,residential,,False,"[False, True]",64.707,"LINESTRING (11.8036454 49.6115802, 11.8037689 49.6115887, 11.8038946 49.6116029, 11.8040487 49.6116202, 11.8042517 49.6116715, 11.8043783 49.6117118, 11.8044775 49.6117672)",,yes,
24926341,Wiesenstraße,residential,,False,False,156.75,"LINESTRING (11.8023357 49.6092157, 11.8026308 49.6089187, 11.80291 49.6086984, 11.8033817 49.6089299, 11.8038836 49.6091414)",,,
29549414,Schlichter Straße,tertiary,50,False,False,97.029,"LINESTRING (11.8023357 49.6092157, 11.8027644 49.6094185, 11.8028757 49.60947, 11.8033886 49.6097584)",AS 5,,
29549414,Schlichter Straße,tertiary,50,False,True,128.34199999999998,"LINESTRING (11.8023357 49.6092157, 11.8020565 49.6091119, 11.8018176 49.6090091, 11.80145 49.6088739, 11.800812 49.6086186)",AS 5,,
24931959,Martin-Mertz-Straße,residential,,False,False,100.694,"LINESTRING (11.8046593 49.610489, 11.8049445 49.6103093, 11.8052495 49.6101278, 11.8053063 49.6100876, 11.8053231 49.6100485, 11.8053287 49.6100058, 11.8053161 49.6099586, 11.8052572 49.6099177, 11.8050833 49.6098386)",,,
"[205828920, 205828921, 29549414]",Schlichter Straße,tertiary,50,False,False,17.5,"LINESTRING (11.8046593 49.610489, 11.8047217 49.6105291, 11.8048103 49.610591, 11.8048263 49.6106032)",AS 5,yes,
29549414,Schlichter Straße,tertiary,50,False,True,49.227999999999994,"LINESTRING (11.8046593 49.610489, 11.8045114 49.6104027, 11.8041515 49.6101928)",AS 5,,
24931973,Frühlingstraße,residential,,False,False,54.419,"LINESTRING (11.8048949 49.6079811, 11.8042397 49.6077377)",,,
24876307,Dr.-Gräßmann-Straße,residential,30,False,True,93.89699999999999,"LINESTRING (11.8048949 49.6079811, 11.8045862 49.6083862, 11.8042805 49.6087252)",,,
24931796,Marktplatz,residential,,False,False,73.004,"LINESTRING (11.8069419 49.6125928, 11.8067159 49.6123926, 11.8064737 49.6121479, 11.8064522 49.6121262, 11.8064541 49.6121087, 11.806462 49.6120344)",,,
24931797,Herrengasse,residential,,False,True,64.26599999999999,"LINESTRING (11.8069419 49.6125928, 11.8066711 49.6127181, 11.8062057 49.612919)",,,
142530880,Marktplatz,residential,,False,False,33.876,"LINESTRING (11.8069419 49.6125928, 11.8072278 49.6124192, 11.807285 49.6123845)",,,
24931796,Marktplatz,residential,,False,True,73.004,"LINESTRING (11.806462 49.6120344, 11.8064541 49.6121087, 11.8064522 49.6121262, 11.8064737 49.6121479, 11.8067159 49.6123926, 11.8069419 49.6125928)",,,
142530919,Marktplatz,tertiary,50,False,False,46.75,"LINESTRING (11.806462 49.6120344, 11.8062792 49.6118953, 11.8060437 49.611713)",AS 5,,
585999101,Marktplatz,tertiary,50,False,True,72.81799999999998,"LINESTRING (11.806462 49.6120344, 11.8065907 49.6121273, 11.8068403 49.6122635, 11.8070035 49.6123361, 11.8071597 49.6123756, 11.807285 49.6123845)",AS 5,,
24931830,Froschau,secondary,,False,True,44.07299999999999,"LINESTRING (11.8103852 49.6132808, 11.8103406 49.6132457, 11.8102637 49.6131446, 11.8101799 49.6129718, 11.8101252 49.6129271)",AS 5,,
"[25108314, 29973795, 142530874]",Altmühlweg,residential,,False,"[False, True]",562.053,"LINESTRING (11.8103852 49.6132808, 11.8101352 49.6134718, 11.8094315 49.6137456, 11.8091287 49.6138657, 11.8089965 49.6138947, 11.8088849 49.6139028, 11.8087697 49.6138964, 11.808596 49.6138824, 11.8085726 49.61388, 11.8079724 49.6138665, 11.8073611 49.6138246, 11.8068715 49.6137947, 11.8068363 49.6137925, 11.8066378 49.6137727, 11.8064508 49.6137319, 11.8062676 49.6136589, 11.8061378 49.6135934, 11.8058 49.6133906, 11.8053592 49.6131099, 11.8044598 49.6123353, 11.8040666 49.612061)",,,
24931582,Bahnhofstraße,residential,,False,True,338.029,"LINESTRING (11.8020334 49.6161291, 11.8020091 49.6160941, 11.8019027 49.6159407, 11.8017777 49.6157465, 11.8017461 49.6156702, 11.8016556 49.6154822, 11.8015749 49.6152933, 11.8015654 49.6152699, 11.8015338 49.6151856, 11.8015157 49.6151357, 11.8012883 49.6144568, 11.8012172 49.6142663, 11.8012013 49.6141678, 11.8012182 49.6140769, 11.8012799 49.6140097, 11.8013724 49.6139552, 11.8016669 49.6138643, 11.8019025 49.6137789, 11.8022195 49.6136826, 11.8023765 49.6135935)",,,
30596729,Anton-Mann-Straße,residential,,False,False,91.01599999999999,"LINESTRING (11.8020334 49.6161291, 11.8023962 49.6160941, 11.8030835 49.6160928, 11.8032924 49.6160852)",,,
29549414,Schlichter Straße,tertiary,50,False,True,13.844,"LINESTRING (11.800812 49.6086186, 11.8006545 49.6085473)",AS 5,,
24943713,,residential,,False,False,137.849,"LINESTRING (11.800812 49.6086186, 11.8001401 49.6090952, 11.7995346 49.6095414)",,,
29549414,Schlichter Straße,tertiary,50,False,False,128.342,"LINESTRING (11.800812 49.6086186, 11.80145 49.6088739, 11.8018176 49.6090091, 11.8020565 49.6091119, 11.8023357 49.6092157)",AS 5,,
107546383,Bahnhofstraße,tertiary,50,False,False,67.877,"LINESTRING (11.8034548 49.6125252, 11.8040666 49.612061)",St 2123,,
"[205828960, 24931785, 107546386]",Ziegelanger,residential,,False,"[False, True]",79.65400000000001,"LINESTRING (11.8034548 49.6125252, 11.8029076 49.6121629, 11.8028044 49.6121, 11.8027472 49.6120573, 11.8026675 49.6120247)",,yes,
"[29043937, 142530876, 29043941]",Bahnhofstraße,tertiary,50,False,True,121.696,"LINESTRING (11.8034548 49.6125252, 11.8031509 49.6127527, 11.8029122 49.6129134, 11.802593 49.6131284, 11.8025045 49.6131881, 11.802315 49.6133323)",St 2123,yes,
24931789,Kirchgasse,residential,,False,True,92.83099999999999,"LINESTRING (11.8060437 49.611713, 11.8061512 49.6116671, 11.8063921 49.611528, 11.8066541 49.6113574, 11.806971 49.6111364)",,,
142530919,Marktplatz,tertiary,50,False,True,46.75,"LINESTRING (11.8060437 49.611713, 11.8062792 49.6118953, 11.806462 49.6120344)",AS 5,,
527054164,Marktplatz,tertiary,50,False,False,64.1,"LINESTRING (11.8060437 49.611713, 11.8057929 49.6115131, 11.8055297 49.6112437)",AS 5,,
142530880,Marktplatz,residential,,False,True,33.876,"LINESTRING (11.807285 49.6123845, 11.8072278 49.6124192, 11.8069419 49.6125928)",,,
585999101,Marktplatz,tertiary,50,False,False,72.818,"LINESTRING (11.807285 49.6123845, 11.8071597 49.6123756, 11.8070035 49.6123361, 11.8068403 49.6122635, 11.8065907 49.6121273, 11.806462 49.6120344)",AS 5,,
1257116213,Marktplatz,tertiary,50,False,True,22.322000000000003,"LINESTRING (11.807285 49.6123845, 11.8073597 49.6123875, 11.8075279 49.6123712, 11.8075928 49.6123711)",AS 5,,
29268097,Leonhardstraße,residential,30,False,False,124.052,"LINESTRING (11.8006545 49.6085473, 11.8013929 49.6075395)",,,
29549414,Schlichter Straße,tertiary,50,False,False,13.844,"LINESTRING (11.8006545 49.6085473, 11.800812 49.6086186)",AS 5,,
