osmid,bridge,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,est_width
"[239065193, 239065210, 239065214, 239065194]",,2,B 175,Leipziger Straße,primary,50,False,False,68.06400000000001,"LINESTRING (12.7947001 51.0466348, 12.7947103 51.04657, 12.7947288 51.0465045, 12.7947692 51.0463934, 12.7947962 51.0463253, 12.7948458 51.0462198, 12.7948577 51.0461935, 12.7948703 51.0461633, 12.7948782 51.0461451, 12.794883 51.0461204, 12.7948831 51.0460989, 12.7948696 51.0460677, 12.794845 51.0460418)",,
25142614,,,,Markt,unclassified,30,False,True,17.347,"LINESTRING (12.798368 51.0458382, 12.7982368 51.045822, 12.7981298 51.0457965)",,
"[205259778, 205259779, 205259780, 205259781, 239065222, 205259782, 239065225, 239065227, 239065228, 239065234, 166606356, 253260446]",,,,"['Markt', 'Rathausstraße']",unclassified,30,True,False,258.766,"LINESTRING (12.798368 51.0458382, 12.7985927 51.0458536, 12.7990101 51.0458898, 12.7993342 51.0459179, 12.799561 51.0459375, 12.7996413 51.0459437, 12.799701 51.0459483, 12.8000663 51.0459699, 12.800307 51.0459846, 12.8005681 51.0460019, 12.8009092 51.0460245, 12.8013017 51.0460508, 12.8016725 51.0460798, 12.8019521 51.0460978, 12.8020451 51.0461022)",,
"[286514084, 767864838, 239065171, 239065174, 239065181]",,2,,Bismarckstraße,unclassified,"['50', '30']",False,True,122.59600000000002,"LINESTRING (12.798368 51.0458382, 12.7983511 51.0458999, 12.7983312 51.0459781, 12.7982741 51.0461999, 12.7982397 51.0463165, 12.7981378 51.0466647, 12.7980775 51.0468524, 12.7980549 51.0469229)",4,
25596337,,2,,Topfmarkt,unclassified,30,False,False,48.763,"LINESTRING (12.8020451 51.0461022, 12.8020981 51.0458763, 12.8021351 51.0456674)",6,
"[238694153, 232319403, 219693774, 238694151]",,2,,Bahnhofstraße,unclassified,"['50', '30']",False,True,136.57500000000002,"LINESTRING (12.8020451 51.0461022, 12.802034 51.0461606, 12.8020238 51.0462006, 12.8019727 51.0464012, 12.8019238 51.0465995, 12.8018559 51.0468534, 12.8017656 51.0472659, 12.8017861 51.0473155)","['4', '6']",
33446591,,,,Gärtnerstraße,living_street,,True,False,9.625,"LINESTRING (12.8017861 51.0473155, 12.8019215 51.0473312)",4.5,
132278394,,,,Gärtnerstraße,living_street,,True,False,185.237,"LINESTRING (12.8017861 51.0473155, 12.8016063 51.0472843, 12.8014015 51.0472518, 12.8013432 51.0472457, 12.8006761 51.0471764, 12.8002107 51.0471271, 12.8000905 51.0471175, 12.8000394 51.0471125, 12.799685 51.0470849, 12.7993687 51.0470544, 12.7993149 51.0470492, 12.7992504 51.0470443, 12.799175 51.0470427)",,
"[238694153, 232319403, 219693774, 238694151]",,2,,Bahnhofstraße,unclassified,"['50', '30']",False,False,136.575,"LINESTRING (12.8017861 51.0473155, 12.8017656 51.0472659, 12.8018559 51.0468534, 12.8019238 51.0465995, 12.8019727 51.0464012, 12.8020238 51.0462006, 12.802034 51.0461606, 12.8020451 51.0461022)","['6', '4']",
"[238694150, 238694152, 238694154, 25596336, 1208703580]",,2,,Bahnhofstraße,unclassified,50,False,True,111.63599999999998,"LINESTRING (12.8017861 51.0473155, 12.8018008 51.047386, 12.8017966 51.0474657, 12.8017553 51.0475703, 12.8016606 51.0478309, 12.8016437 51.0478775, 12.801612 51.0479521, 12.8015995 51.0479817, 12.8015718 51.0480471, 12.801509 51.0481746, 12.8014375 51.0482872)",4,
"[813920356, 813920357, 277854185, 277854188, 277854192, 277854194, 277854165, 277854168, 277854171, 25596348, 25596349]",,1,,"['Kunigundenplatz', 'Schulgasse']",residential,30,True,False,166.945,"LINESTRING (12.8040083 51.0459647, 12.8039861 51.0459934, 12.8039501 51.046045, 12.8039181 51.0460816, 12.8038828 51.0461115, 12.8038305 51.0461866, 12.8038095 51.0462168, 12.8037693 51.0462746, 12.8037286 51.0463123, 12.8036837 51.0463305, 12.8036193 51.0463432, 12.8035575 51.0463439, 12.8034991 51.046334, 12.8033925 51.0463069, 12.8032828 51.046292, 12.8031642 51.0462752, 12.80298 51.0462527, 12.8028565 51.0462343, 12.8028076 51.0462284, 12.8027585 51.0462258, 12.8026907 51.0462306, 12.8025817 51.046223, 12.8025015 51.046207, 12.8024762 51.046196, 12.8024562 51.0461808, 12.8024292 51.0461628, 12.8023764 51.0461474, 12.8022274 51.0461275, 12.8021457 51.0461162, 12.8020451 51.0461022)",3,
"[277854180, 277854182, 239180277, 239180279, 239180281, 277854173, 1219103870, 277854175]",,2,,"['Topfmarkt', 'Kunigundenstraße']",residential,30,False,False,135.854,"LINESTRING (12.8040083 51.0459647, 12.8039282 51.0459464, 12.8032911 51.0458012, 12.8032157 51.045784, 12.8031642 51.0457723, 12.8030909 51.0457556, 12.8030168 51.0457426, 12.802951 51.0457338, 12.8028118 51.0457152, 12.8024482 51.0456879, 12.8021351 51.0456674)",4.5,
"[25596346, 277854179, 1219105700]",,,,"['Clemens-Pfau-Platz', 'Kunigundenstraße']","['residential', 'living_street']",30,False,True,48.05800000000001,"LINESTRING (12.8040083 51.0459647, 12.8041635 51.0460046, 12.8042239 51.0460201, 12.8043042 51.0460401, 12.8043498 51.046052, 12.8046267 51.0461513)",,
"[25596352, 818717208, 876463939, 297820820]",,2,,Uferstraße,residential,30,False,False,174.52899999999997,"LINESTRING (12.8023352 51.0441574, 12.8023822 51.0440875, 12.8024505 51.044031, 12.8025444 51.0440062, 12.8031138 51.0439395, 12.8037107 51.0438681, 12.8038701 51.0438727, 12.8040387 51.0438935, 12.8042035 51.0439372, 12.8044046 51.0440052, 12.8046122 51.0440753)",4.5,
"[25596353, 875122828, 289202230]",,1,,Schulberg,residential,30,True,False,168.476,"LINESTRING (12.8023352 51.0441574, 12.802306 51.0443269, 12.8022626 51.0446165, 12.8022579 51.0446628, 12.8022263 51.0449372, 12.8021049 51.0456012, 12.802094 51.0456647)",3,
242146001,,1,,Uferstraße,residential,30,False,True,204.24299999999997,"LINESTRING (12.8023352 51.0441574, 12.8016134 51.0442528, 12.8014586 51.0442732, 12.801379 51.0442843, 12.8012077 51.044314, 12.8006927 51.0443932, 12.8006522 51.044399, 12.8005803 51.0444093, 12.8001313 51.0444589, 12.7998942 51.0444925, 12.799728 51.0445101, 12.7996048 51.0445182, 12.7994762 51.0445289)",3,
97973168,,1,B 107;B 175,Lindenallee,primary,50,True,False,135.478,"LINESTRING (12.8044967 51.0484374, 12.8046325 51.0483663, 12.8050178 51.0482594, 12.8052287 51.0481988, 12.8055308 51.048112, 12.8057382 51.0480339, 12.8058654 51.0479619, 12.8060414 51.0478109, 12.8060953 51.0477876)",,
184471681,,2,B 107;B 175,Lindenallee,primary,50,False,False,133.953,"LINESTRING (12.8044967 51.0484374, 12.8043775 51.0484644, 12.8041725 51.0484916, 12.8039065 51.0485115, 12.8036115 51.0485127, 12.8030528 51.0484748, 12.8026047 51.0484245)",,
25596361,,,,Mathesiusstraße,living_street,,False,False,124.89,"LINESTRING (12.7972627 51.0495817, 12.7973684 51.0495945, 12.7980812 51.0496809, 12.7984124 51.0497253, 12.7990159 51.0497978)",,
"[1219103621, 239065180, 219693776, 239065172, 239065173, 239065175, 239065177, 447286876, 206148093]",,1,,Bismarckstraße,unclassified,"['50', '30']",True,False,197.775,"LINESTRING (12.7972627 51.0495817, 12.797306 51.0494379, 12.7973136 51.0494125, 12.7973354 51.0493401, 12.7973596 51.0492596, 12.7974275 51.049042, 12.7974449 51.0489831, 12.7974949 51.0488264, 12.7975232 51.0487351, 12.797585 51.0485361, 12.7976873 51.0482046, 12.7976926 51.0481664, 12.7976846 51.0481156, 12.7977037 51.0480449, 12.7977395 51.0479123, 12.7977664 51.0478338)",4,
"[447286888, 1219103547]",,,,Mathesiusstraße,living_street,,False,True,81.945,"LINESTRING (12.8001387 51.0499805, 12.8000763 51.0499421, 12.7995244 51.0498671, 12.7990159 51.0497978)",,
25596361,,,,Mathesiusstraße,living_street,,False,True,124.89,"LINESTRING (12.7990159 51.0497978, 12.7984124 51.0497253, 12.7980812 51.0496809, 12.7973684 51.0495945, 12.7972627 51.0495817)",,
"[25596362, 339889261, 849192966, 849192967]",,2,,Seminarstraße,"['living_street', 'residential']",50,False,False,198.442,"LINESTRING (12.7990159 51.0497978, 12.7992106 51.049189, 12.7992475 51.0491549, 12.7993589 51.0488118, 12.7995624 51.0481854, 12.799589 51.0481068, 12.7996009 51.0480548)",,
"[447286888, 1219103547]",,,,Mathesiusstraße,living_street,,False,False,81.94500000000001,"LINESTRING (12.7990159 51.0497978, 12.7995244 51.0498671, 12.8000763 51.0499421, 12.8001387 51.0499805)",,
"[190628938, 33922805]",,"['2', '3']",B 107;B 175,Poststraße,primary,50,False,False,130.57600000000002,"LINESTRING (12.7996009 51.0480548, 12.7993844 51.0480292, 12.7990012 51.0479837, 12.7986565 51.0479415, 12.7985899 51.0479339, 12.7983241 51.0479006, 12.7982118 51.0478869, 12.7981622 51.0478808, 12.7979476 51.0478547, 12.7977664 51.0478338)",,
"[25596362, 339889261, 849192966, 849192967]",,2,,Seminarstraße,"['residential', 'living_street']",50,False,True,198.442,"LINESTRING (12.7996009 51.0480548, 12.799589 51.0481068, 12.7995624 51.0481854, 12.7993589 51.0488118, 12.7992475 51.0491549, 12.7992106 51.049189, 12.7990159 51.0497978)",,
"[849052984, 362586668, 132278392]",,3,B 107;B 175,Poststraße,primary,50,False,True,130.96300000000002,"LINESTRING (12.7996009 51.0480548, 12.8003783 51.0481502, 12.8008795 51.0482157, 12.8011122 51.0482455, 12.8012109 51.0482581, 12.8012616 51.0482646, 12.8014375 51.0482872)",,
286514084,,2,,Bismarckstraße,unclassified,50,False,False,2.064,"LINESTRING (12.7980491 51.0469411, 12.7980549 51.0469229)",4,
"[25144945, 261223795]",,,,Gärtnerstraße,living_street,,False,True,79.56400000000001,"LINESTRING (12.7980491 51.0469411, 12.7982481 51.0469621, 12.7982901 51.0469664, 12.7983774 51.0469752, 12.7984142 51.0469786, 12.7986833 51.0470063, 12.7987738 51.0470155, 12.798889 51.0470272, 12.7990295 51.0470357, 12.7990941 51.0470396, 12.7991268 51.0470416, 12.799175 51.0470427)",,
"[286514083, 286514084]",,2,,Bismarckstraße,unclassified,50,False,True,75.45700000000001,"LINESTRING (12.7980491 51.0469411, 12.7980031 51.0470843, 12.7978341 51.0476061)",4,
"[1208701801, 1208701999, 1208701566, 33058903]",,2,,Lindenallee,living_street,,False,True,138.10399999999998,"LINESTRING (12.8026047 51.0484245, 12.8025909 51.0484721, 12.8025388 51.0485792, 12.8023881 51.0487547, 12.8022639 51.0488992, 12.8022335 51.0489346, 12.8021224 51.049069, 12.8020981 51.0490996, 12.8018906 51.0493606, 12.8018758 51.0493824, 12.8017656 51.0495448)",4,
184471681,,2,B 107;B 175,Lindenallee,primary,50,False,True,133.953,"LINESTRING (12.8026047 51.0484245, 12.8030528 51.0484748, 12.8036115 51.0485127, 12.8039065 51.0485115, 12.8041725 51.0484916, 12.8043775 51.0484644, 12.8044967 51.0484374)",,
185149352,,3,B 107;B 175,Lindenallee,primary,50,False,False,83.022,"LINESTRING (12.8026047 51.0484245, 12.802125 51.048375, 12.802049 51.0483653, 12.8018019 51.0483338, 12.8016982 51.0483205, 12.8016509 51.0483144, 12.8014375 51.0482872)",,
5013316,,2,B 175,Zwickauer Straße,primary,50,False,True,47.147000000000006,"LINESTRING (12.7942241 51.0459042, 12.7943285 51.0459009, 12.7944066 51.045908, 12.7944894 51.0459232, 12.794568 51.045942, 12.794654 51.0459659, 12.7947181 51.0459865, 12.7947833 51.046012, 12.794845 51.0460418)",,
33058905,,,,Mühlplatz,living_street,,False,False,15.869,"LINESTRING (12.7942241 51.0459042, 12.7942099 51.0458646, 12.7941811 51.0457641)",,
"[248877248, 33446592, 248877250, 248877241, 96977209, 248877238, 239201465, 248877243, 248877245]",,2,,"['Gärtnerstraße', 'Clemens-Pfau-Platz', 'Fleischerstraße']",living_street,,False,False,291.33099999999996,"LINESTRING (12.8019215 51.0473312, 12.8021647 51.0473613, 12.8025998 51.0474152, 12.8027667 51.0474359, 12.8030342 51.047473, 12.8031413 51.0474956, 12.8032677 51.0475128, 12.8034005 51.0475228, 12.8034699 51.0475099, 12.8035247 51.0474829, 12.8035547 51.0474519, 12.8035807 51.0474185, 12.8036132 51.0473388, 12.8036687 51.0472026, 12.8036811 51.047172, 12.8036859 51.047156, 12.8037189 51.0470459, 12.8037407 51.0469735, 12.8037509 51.0469393, 12.803767 51.0468885, 12.803867 51.0467459, 12.8040059 51.0465548, 12.8040899 51.0464472, 12.8041153 51.0464187, 12.804169 51.0463992, 12.8042121 51.0463912, 12.8042511 51.0463841, 12.804384 51.046372, 12.8044942 51.0462753, 12.8046267 51.0461513)","['4.5', '4', '3']",
35403677,,,,Fischergasse,residential,30,False,False,221.32199999999997,"LINESTRING (12.8044412 51.0458994, 12.8044655 51.0458261, 12.8044744 51.0457546, 12.804456 51.0456911, 12.8044248 51.0456563, 12.8043527 51.0455944, 12.8042736 51.0455314, 12.8041711 51.0454853, 12.8041 51.0454486, 12.8040398 51.045402, 12.8040142 51.0453607, 12.8040645 51.0452509, 12.8040929 51.0451888, 12.8041558 51.0450327, 12.8042192 51.0449254, 12.8042639 51.0448282, 12.8042959 51.0447492, 12.8043293 51.0446533, 12.804348 51.0445944, 12.8043579 51.0445632, 12.804381 51.0445095, 12.8044188 51.0444281, 12.8044783 51.0443055, 12.8045488 51.0441865, 12.8045913 51.0441083, 12.8046122 51.0440753)",4,
35403677,,,,Fischergasse,residential,30,False,True,221.322,"LINESTRING (12.8046122 51.0440753, 12.8045913 51.0441083, 12.8045488 51.0441865, 12.8044783 51.0443055, 12.8044188 51.0444281, 12.804381 51.0445095, 12.8043579 51.0445632, 12.804348 51.0445944, 12.8043293 51.0446533, 12.8042959 51.0447492, 12.8042639 51.0448282, 12.8042192 51.0449254, 12.8041558 51.0450327, 12.8040929 51.0451888, 12.8040645 51.0452509, 12.8040142 51.0453607, 12.8040398 51.045402, 12.8041 51.0454486, 12.8041711 51.0454853, 12.8042736 51.0455314, 12.8043527 51.0455944, 12.8044248 51.0456563, 12.804456 51.0456911, 12.8044744 51.0457546, 12.8044655 51.0458261, 12.8044412 51.0458994)",4,
"[818717208, 876463939, 297820820, 25596352]",,2,,Uferstraße,residential,30,False,True,174.52899999999997,"LINESTRING (12.8046122 51.0440753, 12.8044046 51.0440052, 12.8042035 51.0439372, 12.8040387 51.0438935, 12.8038701 51.0438727, 12.8037107 51.0438681, 12.8031138 51.0439395, 12.8025444 51.0440062, 12.8024505 51.044031, 12.8023822 51.0440875, 12.8023352 51.0441574)",4.5,
"[1219103720, 25142469]",,,,Gärtnerstraße,living_street,,True,False,85.636,"LINESTRING (12.796846 51.0468556, 12.7969668 51.0468779, 12.797102 51.0468899, 12.7971709 51.0468946, 12.7972447 51.0468923, 12.7973195 51.0468852, 12.797388 51.046873, 12.7974461 51.0468716, 12.7974968 51.0468756, 12.797597 51.0468873, 12.7979715 51.0469163, 12.7980549 51.0469229)",,
"[686587659, 39251364, 39251365]",,,,"['Wallgasse', 'Zwingergasse']",living_street,,False,True,157.706,"LINESTRING (12.796846 51.0468556, 12.7968586 51.0468087, 12.7968964 51.0466681, 12.7969099 51.0466154, 12.7969089 51.0465883, 12.796885 51.0465727, 12.7968456 51.046558, 12.7967464 51.046544, 12.796579 51.0465192, 12.7963426 51.0465044, 12.7962853 51.04649, 12.7962433 51.046465, 12.7962234 51.0464455, 12.796214 51.0464243, 12.7961903 51.0463759, 12.7961722 51.0463201, 12.7961497 51.0462222, 12.7960948 51.045985, 12.796042 51.0457784)",,
"[686587659, 39251364, 39251365]",,,,"['Wallgasse', 'Zwingergasse']",living_street,,False,False,157.706,"LINESTRING (12.796042 51.0457784, 12.7960948 51.045985, 12.7961497 51.0462222, 12.7961722 51.0463201, 12.7961903 51.0463759, 12.796214 51.0464243, 12.7962234 51.0464455, 12.7962433 51.046465, 12.7962853 51.04649, 12.7963426 51.0465044, 12.796579 51.0465192, 12.7967464 51.046544, 12.7968456 51.046558, 12.796885 51.0465727, 12.7969089 51.0465883, 12.7969099 51.0466154, 12.7968964 51.0466681, 12.7968586 51.0468087, 12.796846 51.0468556)",,
"[1219105193, 849251772]",,1,,Burgstraße,living_street,,True,False,89.621,"LINESTRING (12.796042 51.0457784, 12.7958427 51.0458013, 12.7956661 51.0458157, 12.7953444 51.045892, 12.7950528 51.0459604, 12.7950132 51.0459697, 12.7949136 51.0460076, 12.794845 51.0460418)",4,
919869188,,,,Topfmarkt,unclassified,30,False,True,2.889,"LINESTRING (12.802094 51.0456647, 12.8021351 51.0456674)",4,
"[25596345, 288475516, 849331197, 253260445]",,,,"['Hauptstraße', 'Topfmarkt', 'Markt']",unclassified,30,False,False,276.0799999999999,"LINESTRING (12.802094 51.0456647, 12.8019149 51.0456528, 12.8017113 51.0456321, 12.8016282 51.0456266, 12.8007548 51.0455691, 12.8002092 51.0455422, 12.8001378 51.0455387, 12.7997407 51.0455108, 12.7997043 51.0455083, 12.7994629 51.0454879, 12.798926 51.045439, 12.7983632 51.0453841, 12.7982841 51.0453827, 12.7982279 51.0453915, 12.7981784 51.045404)",4,
242146001,,1,,Uferstraße,residential,30,False,False,204.24299999999997,"LINESTRING (12.7994762 51.0445289, 12.7996048 51.0445182, 12.799728 51.0445101, 12.7998942 51.0444925, 12.8001313 51.0444589, 12.8005803 51.0444093, 12.8006522 51.044399, 12.8006927 51.0443932, 12.8012077 51.044314, 12.801379 51.0442843, 12.8014586 51.0442732, 12.8016134 51.0442528, 12.8023352 51.0441574)",3,
25142469,,,,Gärtnerstraße,living_street,,True,False,117.31899999999999,"LINESTRING (12.7951943 51.0466872, 12.7952686 51.0466942, 12.7954603 51.0467123, 12.7955534 51.0467225, 12.7956084 51.0467151, 12.7956412 51.0467151, 12.7956666 51.0467157, 12.7958334 51.0467347, 12.7960011 51.0467538, 12.7961589 51.0467722, 12.7964159 51.0468019, 12.796515 51.0468134, 12.7966542 51.0468295, 12.796846 51.0468556)",,
"[239208643, 239208644, 239208645, 239208647, 185149353, 235855051]",,1,,"['Gärtnerstraße', 'Kunigundenplatz']",living_street,,False,True,257.863,"LINESTRING (12.7951943 51.0466872, 12.7951241 51.0469258, 12.7950951 51.047059, 12.7950752 51.0471618, 12.7950894 51.0472033, 12.7951302 51.0472358, 12.7951812 51.047252, 12.7952297 51.047259, 12.7952813 51.0472665, 12.7954938 51.0472931, 12.7957834 51.0473286, 12.7959178 51.0473547, 12.7960385 51.0473895, 12.7961403 51.0474209, 12.79621 51.0474409, 12.7963105 51.0474675, 12.7963827 51.0474818, 12.7964224 51.0474866, 12.7966341 51.0475122, 12.7972433 51.047592, 12.7974009 51.0476009, 12.7975968 51.0475939, 12.7976671 51.0475962, 12.7977494 51.0475988, 12.7978341 51.0476061)",3.5,
"[77839846, 77839847, 76907976, 986361961, 77839851, 852622542, 852622543, 311264048, 848906076]",yes,,,"['Mühlplatz', 'Mühlgraben', 'Am Mühlgraben']",living_street,,False,"[False, True]",591.7860000000002,"LINESTRING (12.8015375 51.0433388, 12.8014644 51.0433138, 12.8013918 51.0432909, 12.8012345 51.0432769, 12.8011392 51.0432745, 12.8010232 51.0432943, 12.8008717 51.0433414, 12.8008163 51.0433586, 12.8006785 51.0434081, 12.8004942 51.0434744, 12.7994646 51.0438819, 12.7992811 51.0439609, 12.7990031 51.0440354, 12.7985777 51.0441431, 12.7984038 51.0441847, 12.7981127 51.0442309, 12.7978812 51.044259, 12.7976662 51.0442863, 12.7974729 51.0443127, 12.7971591 51.0443695, 12.79686 51.0444271, 12.7967102 51.0444427, 12.7964763 51.0444604, 12.7963492 51.0444725, 12.7962751 51.0444863, 12.7962222 51.0445052, 12.7960781 51.0445554, 12.7959964 51.0445889, 12.7959618 51.044603, 12.7957982 51.04467, 12.7957526 51.0446922, 12.7957363 51.0447131, 12.7957376 51.0447608, 12.7957767 51.0448544, 12.7957923 51.0448897, 12.7957893 51.0449204, 12.7956953 51.0449451, 12.7956166 51.0449761, 12.7952461 51.0451613, 12.7950852 51.045247, 12.7950046 51.0452812, 12.7949237 51.0453068, 12.794849 51.0453164, 12.7947694 51.0453068, 12.7947159 51.0452906, 12.7946416 51.0452851, 12.7945364 51.0452979, 12.7943715 51.0453188, 12.794244 51.0453156)","['3', '3.6', '4', '3.0', '3.5', '1.8', '3.7']",2
185488137,,,,Hohe Gasse,living_street,,False,True,7.781000000000001,"LINESTRING (12.7958757 51.0452828, 12.7959492 51.0452755, 12.7959847 51.0452692)",,
77839854,,,,Hohe Gasse,living_street,,False,False,45.511,"LINESTRING (12.7959847 51.0452692, 12.7962023 51.0452254, 12.7963745 51.0452114, 12.7964532 51.0452224, 12.7965445 51.0452499, 12.7965721 51.0452883)",,
185488137,,,,Hohe Gasse,living_street,,False,False,7.781000000000001,"LINESTRING (12.7959847 51.0452692, 12.7959492 51.0452755, 12.7958757 51.0452828)",,
"[335899706, 78467086]",,,,"['Burgstraße', 'Hohe Gasse']",living_street,,False,True,55.624,"LINESTRING (12.7959847 51.0452692, 12.7960064 51.0453908, 12.7960373 51.0455793, 12.7960625 51.0456876, 12.796073 51.0457298, 12.7960806 51.0457657)",4,
77839856,,,,Sörnziger Weg,living_street,,False,False,68.85499999999999,"LINESTRING (12.7941375 51.0455177, 12.7940759 51.0454901, 12.793987 51.0454755, 12.7939521 51.0454698, 12.7938239 51.0454501, 12.7936568 51.0454301, 12.7933641 51.0454162, 12.7931801 51.0454003)",,
100053820,,,,Mühlplatz,living_street,,False,True,27.915,"LINESTRING (12.7941375 51.0455177, 12.7941575 51.0455423, 12.794168 51.0455688, 12.7941841 51.0456347, 12.7941815 51.045699, 12.794182 51.0457415, 12.7941811 51.0457641)",,
849251770,,,,Mühlplatz,living_street,,False,False,23.679000000000002,"LINESTRING (12.7941375 51.0455177, 12.7941726 51.0454478, 12.794189 51.0454148, 12.794212 51.0453701, 12.794244 51.0453156)",13.0,
447286881,,,,Clemens-Pfau-Platz,living_street,,False,True,37.226,"LINESTRING (12.8056495 51.0462559, 12.805117 51.0462573)",4,
