osmid,name,highway,oneway,reversed,length,width,geometry,maxspeed,ref,lanes
"[49753104, 357230605, 143686358, 480399375]",Zollstraße,living_street,False,"[False, True]",291.212,"['7', '3']","LINESTRING (7.7639965 50.0867845, 7.7641038 50.0867213, 7.7641496 50.0866943, 7.7642294 50.0866161, 7.7642813 50.0865698, 7.7643287 50.0865102, 7.7643655 50.0864787, 7.7644853 50.0864029, 7.7645202 50.0863824, 7.7648304 50.0862125, 7.7651138 50.0860505, 7.7652037 50.0860002, 7.7652856 50.0859511, 7.7655647 50.0857593, 7.765824 50.0855556, 7.7659712 50.0854537, 7.7661286 50.0853507, 7.7663908 50.0851353, 7.7664777 50.0850199, 7.7665596 50.0849392, 7.7666416 50.0849057, 7.766731 50.0848691)",,,
"[109570714, 109570708]",Gartenstraße,living_street,False,"[False, True]",192.946,4,"LINESTRING (7.7639965 50.0867845, 7.7639284 50.086689, 7.7637839 50.0867633, 7.7634743 50.0869141, 7.7633169 50.0869803, 7.7628553 50.0872009, 7.7626556 50.0873005, 7.7622739 50.0874867, 7.7622616 50.0874907, 7.7618844 50.0876561)",,,
109570711,Marktstraße,residential,False,True,11.876,,"LINESTRING (7.7622839 50.0879853, 7.7621765 50.0880669)",,,
109570704,Metzgergasse,living_street,True,False,35.760999999999996,,"LINESTRING (7.7622839 50.0879853, 7.7623562 50.0879477, 7.7624194 50.0879082, 7.7625447 50.087829, 7.7625905 50.087794, 7.7626382 50.0877587)",,,
109570706,Marktstraße,living_street,False,False,46.394000000000005,5,"LINESTRING (7.7622839 50.0879853, 7.7622175 50.087931, 7.7621751 50.0878972, 7.7618844 50.0876561)",,,
109625821,Gartenstraße,living_street,False,False,16.961,6,"LINESTRING (7.7618844 50.0876561, 7.7616936 50.0877471)",,,
109570706,Marktstraße,living_street,False,True,46.394000000000005,5,"LINESTRING (7.7618844 50.0876561, 7.7621751 50.0878972, 7.7622175 50.087931, 7.7622839 50.0879853)",,,
"[109570714, 109570708]",Gartenstraße,living_street,False,"[False, True]",192.946,4,"LINESTRING (7.7618844 50.0876561, 7.7622616 50.0874907, 7.7622739 50.0874867, 7.7626556 50.0873005, 7.7628553 50.0872009, 7.7633169 50.0869803, 7.7634743 50.0869141, 7.7637839 50.0867633, 7.7639284 50.086689, 7.7639965 50.0867845)",,,
"[753017121, 207360789, 109570701, 143550094]",Blücherstraße,secondary,False,False,300.13700000000006,"['6', '8']","LINESTRING (7.7625598 50.0882945, 7.7626094 50.0883206, 7.7628419 50.0884428, 7.7630088 50.0885219, 7.7631492 50.0885848, 7.7632856 50.0886355, 7.7634261 50.0886752, 7.7637732 50.0887629, 7.7639505 50.0888136, 7.7641626 50.0888829, 7.7642985 50.0889442, 7.7644397 50.0890169, 7.7646304 50.0891255, 7.7647563 50.0892069, 7.7650134 50.0894335, 7.7651577 50.0895526, 7.7652327 50.0896037, 7.7653113 50.0896536, 7.7654497 50.0897233, 7.7657566 50.0898737, 7.7658352 50.0899251)",,L 339,
109617752,Kirchplatz,residential,False,False,46.724000000000004,,"LINESTRING (7.7625598 50.0882945, 7.7628062 50.0880835, 7.7629097 50.0879883, 7.7629439 50.0879543)",,,
"[143550100, 765705079]","['Kirchplatz', 'Marktplatz']",secondary,False,True,37.26,6,"LINESTRING (7.7625598 50.0882945, 7.7624527 50.0882309, 7.7622918 50.0881354, 7.7621765 50.0880669)",,L 339,
109617752,Kirchplatz,residential,False,True,46.724000000000004,,"LINESTRING (7.7629439 50.0879543, 7.7629097 50.0879883, 7.7628062 50.0880835, 7.7625598 50.0882945)",,,
109625821,Gartenstraße,living_street,False,True,16.961,6,"LINESTRING (7.7616936 50.0877471, 7.7618844 50.0876561)",,,
760747077,Metzgergasse,living_street,False,False,127.91999999999999,3,"LINESTRING (7.7626382 50.0877587, 7.762888 50.0875959, 7.7631588 50.0874327, 7.7633365 50.0873212, 7.7638966 50.0869397)",,,
760747077,Metzgergasse,living_street,False,True,127.91999999999999,3,"LINESTRING (7.7638966 50.0869397, 7.7633365 50.0873212, 7.7631588 50.0874327, 7.762888 50.0875959, 7.7626382 50.0877587)",,,
946958177,Metzgergasse,living_street,True,False,18.687,3,"LINESTRING (7.7638966 50.0869397, 7.7639506 50.086865, 7.7639965 50.0867845)",,,
109570711,Marktstraße,residential,False,False,11.876,,"LINESTRING (7.7621765 50.0880669, 7.7622839 50.0879853)",,,
"[109570712, 27805158]","['Schulstraße', 'Marktplatz']",secondary,False,False,54.112,,"LINESTRING (7.7621765 50.0880669, 7.7621088 50.0881161, 7.7620651 50.0881521, 7.7617059 50.0884484)",,L 339,
"[143550100, 765705079]","['Kirchplatz', 'Marktplatz']",secondary,False,False,37.26,6,"LINESTRING (7.7621765 50.0880669, 7.7622918 50.0881354, 7.7624527 50.0882309, 7.7625598 50.0882945)",,L 339,
109570712,Schulstraße,secondary,False,False,79.696,,"LINESTRING (7.7617059 50.0884484, 7.7616646 50.08848, 7.7613143 50.0887455, 7.7611058 50.0889013, 7.7609719 50.0889883)",,L 339,
"[109570712, 27805158]","['Schulstraße', 'Marktplatz']",secondary,False,True,54.112,,"LINESTRING (7.7617059 50.0884484, 7.7620651 50.0881521, 7.7621088 50.0881161, 7.7621765 50.0880669)",,L 339,
"[195741802, 195741804]","['Gartenstraße', 'Poststraße']",residential,False,"[False, True]",140.65,,"LINESTRING (7.7617059 50.0884484, 7.7610477 50.0881012, 7.7608676 50.0882307, 7.7603092 50.0886409)",,,
34868356,Schulstraße,residential,False,True,124.524,6,"LINESTRING (7.7597926 50.0898139, 7.7609719 50.0889883)",30,,
"[195741802, 195741803]","['Manneweg', 'Gartenstraße']",residential,False,True,168.08700000000002,,"LINESTRING (7.7597926 50.0898139, 7.7593163 50.0895354, 7.7596341 50.0892465, 7.7598129 50.0890817, 7.7603092 50.0886409)",,,
"[753017120, 973342084]",Blücherstraße,secondary,True,False,70.175,,"LINESTRING (7.7658352 50.0899251, 7.7658888 50.0899602, 7.765962 50.090025, 7.7660293 50.0900991, 7.7661122 50.0902198, 7.7661966 50.0903476, 7.7662489 50.0904379, 7.7662629 50.0904862)",,L 339,
"[753017121, 109570701, 207360789, 143550094]",Blücherstraße,secondary,False,True,300.137,"['6', '8']","LINESTRING (7.7658352 50.0899251, 7.7657566 50.0898737, 7.7654497 50.0897233, 7.7653113 50.0896536, 7.7652327 50.0896037, 7.7651577 50.0895526, 7.7650134 50.0894335, 7.7647563 50.0892069, 7.7646304 50.0891255, 7.7644397 50.0890169, 7.7642985 50.0889442, 7.7641626 50.0888829, 7.7639505 50.0888136, 7.7637732 50.0887629, 7.7634261 50.0886752, 7.7632856 50.0886355, 7.7631492 50.0885848, 7.7630088 50.0885219, 7.7628419 50.0884428, 7.7626094 50.0883206, 7.7625598 50.0882945)",,L 339,
298115922,Blücherstraße,secondary,True,False,70.273,,"LINESTRING (7.7662629 50.0904862, 7.7661537 50.0903885, 7.7660854 50.090336, 7.7660251 50.0902696, 7.7659875 50.0902129, 7.7659634 50.0901622, 7.7659446 50.090125, 7.7659138 50.0900434, 7.7658828 50.0899867, 7.7658352 50.0899251)",,L 339,
357230603,Rheinuferstraße,primary,False,True,520.179,,"LINESTRING (7.7555763 50.0921807, 7.7556281 50.0921358, 7.7557653 50.0920168, 7.7559799 50.0918317, 7.7562282 50.0916231, 7.7565282 50.0913727, 7.756795 50.091146, 7.7572439 50.0907696, 7.7574717 50.0905653, 7.7577078 50.0903484, 7.7578397 50.0902282, 7.7581555 50.089934, 7.7584668 50.0896412, 7.7586674 50.0894491, 7.7587953 50.0893305, 7.758994 50.089141, 7.7592508 50.0889132, 7.7593178 50.0888592, 7.7596133 50.0886319, 7.7599148 50.0884256)",50,B 42,2
