osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,bridge
"[1236259361, 780553378, 26175511, 1236259351, 1013479165]",3,Neuendorfer Straße,residential,30,False,False,219.90900000000005,"LINESTRING (12.5479695 52.4090562, 12.5475469 52.4088322, 12.5471428 52.4087332, 12.5469422 52.4086841, 12.5467812 52.4086446, 12.5467334 52.4086329, 12.5465769 52.4085977, 12.5464493 52.4085678, 12.5460228 52.408468, 12.545047 52.4082396)",,,
"[4720499, 4720500, 4720501, 1236258534]",2,"['Luckenberger Straße', 'Bauhofstraße']",tertiary,50,False,False,248.72299999999996,"LINESTRING (12.5479695 52.4090562, 12.5480597 52.4090014, 12.5481081 52.4089718, 12.5483261 52.4088385, 12.5492351 52.4082998, 12.5495603 52.4081097, 12.5501146 52.407784, 12.5502789 52.4076776, 12.5504193 52.4075493, 12.5505078 52.407452)",,yes,yes
"[737014657, 27158762, 1236259117]","['2', '3']",Neuendorfer Straße,tertiary,30,False,True,231.189,"LINESTRING (12.5479695 52.4090562, 12.5480546 52.4091063, 12.5481329 52.4091524, 12.5483923 52.4093052, 12.5488899 52.4096233, 12.5490368 52.4097187, 12.5491372 52.4097864, 12.5491878 52.4098205, 12.5493931 52.4099871, 12.549482 52.4100743, 12.5495214 52.4101374, 12.5495384 52.410174, 12.5495479 52.4102033, 12.5495754 52.4103149, 12.5495991 52.4104315, 12.5496181 52.4107672)",,,
780553378,,Neuendorfer Straße,residential,30,False,True,53.196,"LINESTRING (12.543875 52.4079716, 12.5442739 52.4080599, 12.5446133 52.4081329)",,,
4789850,,Am Marienberg,residential,30,True,False,201.761,"LINESTRING (12.5468426 52.4120848, 12.5469987 52.4121046, 12.5478212 52.4122005, 12.5482225 52.4122605, 12.5486974 52.41233, 12.549136 52.4124084, 12.5497235 52.4125278)",,,
"[986668866, 59304979]",,Hochstraße,residential,30,True,False,243.99800000000002,"LINESTRING (12.5468426 52.4120848, 12.5468328 52.4121894, 12.5468188 52.412735, 12.5467984 52.4132333, 12.5463927 52.4132865, 12.5451185 52.4134405)",,,
542392055,,Hochstraße,residential,30,False,False,134.201,"LINESTRING (12.5451185 52.4134405, 12.5446637 52.413493, 12.5442327 52.4135846, 12.5438513 52.4136697, 12.5432536 52.4138305)",,,
"[4724496, 4724498]",,"['Robert-Koch-Straße', 'Gertrud-Piter-Platz']",residential,30,True,False,381.498,"LINESTRING (12.5432536 52.4138305, 12.5432602 52.4136997, 12.5434914 52.4134365, 12.5436383 52.4132625, 12.5436677 52.4132268, 12.5437849 52.4130494, 12.5438994 52.4128154, 12.544019 52.4123286, 12.5440388 52.4122694, 12.5441957 52.4121828, 12.5443418 52.4121569, 12.5444724 52.4121466, 12.5445029 52.4121442, 12.5455736 52.4120663, 12.5462608 52.4120114, 12.5467977 52.4119684, 12.5468345 52.4119671, 12.5468728 52.4119657)",,,
542392055,,Hochstraße,residential,30,False,True,134.201,"LINESTRING (12.5432536 52.4138305, 12.5438513 52.4136697, 12.5442327 52.4135846, 12.5446637 52.413493, 12.5451185 52.4134405)",,,
1007332028,2,Magdeburger Straße,tertiary,50,False,False,11.623,"LINESTRING (12.5470762 52.4113888, 12.5472398 52.4113577)",,,
59304980,,Hochstraße,residential,30,False,False,66.27799999999999,"LINESTRING (12.5470762 52.4113888, 12.547093 52.4114507, 12.5470608 52.4115846, 12.5468728 52.4119657)",,,
"[399515681, 861354893, 861354894, 1007332028, 1007332029]","['2', '3']",Magdeburger Straße,tertiary,50,False,True,288.3449999999999,"LINESTRING (12.5470762 52.4113888, 12.5465823 52.4114916, 12.5456881 52.4116776, 12.5453557 52.4117463, 12.5448016 52.4118608, 12.5446117 52.4118994, 12.5444879 52.4119245, 12.5443383 52.4119549, 12.5442297 52.4119692, 12.5440499 52.4119856, 12.5438394 52.4119954, 12.5434258 52.4120176, 12.5429865 52.4120412)",,,
"[4720499, 4720500, 4720501, 1236258534]",2,"['Bauhofstraße', 'Luckenberger Straße']",tertiary,50,False,True,248.723,"LINESTRING (12.5505078 52.407452, 12.5504193 52.4075493, 12.5502789 52.4076776, 12.5501146 52.407784, 12.5495603 52.4081097, 12.5492351 52.4082998, 12.5483261 52.4088385, 12.5481081 52.4089718, 12.5480597 52.4090014, 12.5479695 52.4090562)",,yes,yes
"[882448402, 882448403, 515326379, 4720502]",2,Bauhofstraße,tertiary,50,False,False,152.917,"LINESTRING (12.5505078 52.407452, 12.5507256 52.4072856, 12.550748 52.4072662, 12.5510013 52.4070581, 12.5510325 52.4070326, 12.5511272 52.4069608, 12.5512775 52.4068688, 12.5518665 52.4065353, 12.5520262 52.4064415)",,,yes
"[1236258593, 4732999]",,Kanalstraße,residential,30,False,False,161.131,"LINESTRING (12.5505078 52.407452, 12.5505348 52.4074571, 12.5506459 52.4074779, 12.5508559 52.4074913, 12.5510029 52.4074975, 12.5511945 52.4075051, 12.5515888 52.4075171, 12.5521377 52.407532, 12.552741 52.4075494, 12.5528731 52.4075526)",,,
"[4733053, 42094862]",,"['Schillerstraße', 'Havelstraße']",residential,30,True,False,202.955,"LINESTRING (12.5539155 52.4087375, 12.5528948 52.4087327, 12.5528631 52.4087133, 12.5528145 52.4086886, 12.5528167 52.408643, 12.5528234 52.408508, 12.55287 52.407618, 12.5528731 52.4075526)",,,
398979154,,Havelstraße,residential,30,False,True,151.068,"LINESTRING (12.5539155 52.4087375, 12.5560984 52.4087156, 12.5561423 52.4087152)",,,
1236285861,,Ritterstraße,residential,30,False,True,50.863,"LINESTRING (12.5545317 52.4124069, 12.5548691 52.4122768, 12.5551464 52.4121458)",,,
4841383,,Bäckerstraße,residential,30,True,False,17.358,"LINESTRING (12.5554294 52.414026, 12.5553794 52.4138729)",,,
4841405,,Schusterstraße,residential,30,True,False,104.92199999999998,"LINESTRING (12.5554294 52.414026, 12.554728 52.4141858, 12.5544394 52.4142835, 12.5541385 52.4144194, 12.5540655 52.4144553)",,,
4841611,2,Parduin,tertiary,30,False,True,23.147,"LINESTRING (12.5540655 52.4144553, 12.5537983 52.4143258)",,,
1236273055,2,Parduin,tertiary,30,False,False,110.925,"LINESTRING (12.5540655 52.4144553, 12.5543673 52.414611, 12.5550814 52.4149286, 12.5553681 52.4150578)",,,
23381212,,Altstädtische Wassertorstraße,residential,30,False,False,25.462,"LINESTRING (12.5563362 52.4136922, 12.5567018 52.4136402)",,,
23381212,,Altstädtische Wassertorstraße,residential,30,False,True,7.681,"LINESTRING (12.5563362 52.4136922, 12.5562281 52.4137128)",,,
4841471,,Altstädtische Fischerstraße,residential,30,False,False,192.26700000000002,"LINESTRING (12.5563362 52.4136922, 12.5560221 52.4130536, 12.5559097 52.4128721, 12.555555 52.4124539, 12.5553933 52.412317, 12.5552365 52.4121951, 12.5551573 52.4121516, 12.5551464 52.4121458)",,,
4841471,,Altstädtische Fischerstraße,residential,30,False,True,192.267,"LINESTRING (12.5551464 52.4121458, 12.5551573 52.4121516, 12.5552365 52.4121951, 12.5553933 52.412317, 12.555555 52.4124539, 12.5559097 52.4128721, 12.5560221 52.4130536, 12.5563362 52.4136922)",,,
389613900,,Ritterstraße,residential,30,False,True,54.022000000000006,"LINESTRING (12.5551464 52.4121458, 12.5553844 52.4120278, 12.5556038 52.4119223, 12.5557276 52.4118685, 12.5557751 52.4118478)",,,
1236285861,,Ritterstraße,residential,30,False,False,50.863,"LINESTRING (12.5551464 52.4121458, 12.5548691 52.4122768, 12.5545317 52.4124069)",,,
23381212,,Altstädtische Wassertorstraße,residential,30,False,False,7.681,"LINESTRING (12.5562281 52.4137128, 12.5563362 52.4136922)",,,
23381212,,Altstädtische Wassertorstraße,residential,30,False,True,60.252,"LINESTRING (12.5562281 52.4137128, 12.5553794 52.4138729)",,,
4841531,,Altstädtische Große Heidestraße,residential,30,True,False,126.10300000000001,"LINESTRING (12.5562281 52.4137128, 12.556403 52.4141001, 12.5565486 52.4143725, 12.5567174 52.4145641, 12.5568771 52.4147706)",,,
23381212,,Altstädtische Wassertorstraße,residential,30,False,False,60.252,"LINESTRING (12.5553794 52.4138729, 12.5562281 52.4137128)",,,
4841383,,Bäckerstraße,residential,30,True,False,172.894,"LINESTRING (12.5553794 52.4138729, 12.5550525 52.4132587, 12.5545396 52.4124199, 12.5545341 52.4124112, 12.5545317 52.4124069)",,,
4841611,2,Parduin,tertiary,30,False,False,23.147,"LINESTRING (12.5537983 52.4143258, 12.5540655 52.4144553)",,,
4841630,,Kapellenstraße,living_street,,False,False,67.651,"LINESTRING (12.5537983 52.4143258, 12.5531084 52.4147652)",,,
4841611,2,Parduin,tertiary,30,False,True,47.274,"LINESTRING (12.5537983 52.4143258, 12.5537097 52.4142771, 12.5532693 52.414049)",,,
4841630,,Kapellenstraße,living_street,,False,False,15.31,"LINESTRING (12.5531084 52.4147652, 12.5529412 52.4148577)",,,
4841630,,Kapellenstraße,living_street,,False,True,67.651,"LINESTRING (12.5531084 52.4147652, 12.5537983 52.4143258)",,,
23381212,,Altstädtische Wassertorstraße,residential,30,False,True,25.462,"LINESTRING (12.5567018 52.4136402, 12.5563362 52.4136922)",,,
4720491,,Mühlentorstraße,residential,30,False,True,38.23,"LINESTRING (12.5558587 52.4152271, 12.5553681 52.4150578)",,,
70030919,,Altstädtische Kleine Heidestraße,residential,30,True,False,86.527,"LINESTRING (12.5558587 52.4152271, 12.5558926 52.415195, 12.5560452 52.415091, 12.556231 52.4150122, 12.5564385 52.4149286, 12.5568771 52.4147706)",,,
74276594,,Huckstraße,living_street,,False,True,70.487,"LINESTRING (12.5527462 52.4129111, 12.5526141 52.4130307, 12.5525704 52.4130854, 12.5524644 52.4132825, 12.552384 52.4134984)",,,
74276594,,Huckstraße,living_street,,False,False,70.487,"LINESTRING (12.552384 52.4134984, 12.5524644 52.4132825, 12.5525704 52.4130854, 12.5526141 52.4130307, 12.5527462 52.4129111)",,,
"[657340220, 74276597]",,"['Am Huck', 'Altstädtischer Markt']",living_street,,False,True,86.733,"LINESTRING (12.552384 52.4134984, 12.5524165 52.4135647, 12.553018 52.4139131, 12.5532693 52.414049)",,,
1005806097,,Huckstraße,living_street,,False,True,48.56999999999999,"LINESTRING (12.552384 52.4134984, 12.5522364 52.4136326, 12.5519751 52.4138165, 12.5519459 52.4138429)",,,
389613900,,Ritterstraße,residential,30,False,False,54.022000000000006,"LINESTRING (12.5557751 52.4118478, 12.5557276 52.4118685, 12.5556038 52.4119223, 12.5553844 52.4120278, 12.5551464 52.4121458)",,,
"[948268184, 4789852]",,Bergstraße,living_street,,False,False,109.233,"LINESTRING (12.5490103 52.4129432, 12.5495402 52.4129279, 12.5497573 52.4129217, 12.5498311 52.4129154, 12.5499562 52.4129048, 12.5503334 52.4128417, 12.5505875 52.4127847)",,,
147960764,,Zur Kammgarnspinnerei,residential,,False,False,138.272,"LINESTRING (12.5446133 52.4081329, 12.544638 52.4081059, 12.5450492 52.4076516, 12.5451559 52.4075404, 12.5453263 52.4073544, 12.5454918 52.4073167, 12.5455393 52.4073059, 12.5457421 52.4071325)",,,
780553378,,Neuendorfer Straße,residential,30,False,False,53.196,"LINESTRING (12.5446133 52.4081329, 12.5442739 52.4080599, 12.543875 52.4079716)",,,
780553378,,Neuendorfer Straße,residential,30,False,True,31.722,"LINESTRING (12.5446133 52.4081329, 12.5449623 52.4082186, 12.545047 52.4082396)",,,
4720607,,Damaschkestraße,residential,30,True,False,250.584,"LINESTRING (12.545047 52.4082396, 12.5449936 52.4082832, 12.5428308 52.4100426)",,,
780553378,,Neuendorfer Straße,residential,30,False,False,31.722,"LINESTRING (12.545047 52.4082396, 12.5449623 52.4082186, 12.5446133 52.4081329)",,,
"[1236259361, 780553378, 1236259351, 26175511, 1013479165]",3,Neuendorfer Straße,residential,30,False,True,219.90900000000002,"LINESTRING (12.545047 52.4082396, 12.5460228 52.408468, 12.5464493 52.4085678, 12.5465769 52.4085977, 12.5467334 52.4086329, 12.5467812 52.4086446, 12.5469422 52.4086841, 12.5471428 52.4087332, 12.5475469 52.4088322, 12.5479695 52.4090562)",,,
60141161,,Vereinsstraße,residential,30,True,False,3.648,"LINESTRING (12.5476669 52.4112323, 12.5476361 52.4112054)",,,
"[1236260042, 255579906, 1236260028]",1,Nicolaiplatz,tertiary,30,True,False,142.187,"LINESTRING (12.5476669 52.4112323, 12.5478796 52.4111823, 12.5481938 52.4111058, 12.5491786 52.4108901, 12.5494001 52.4108328, 12.5494858 52.410807, 12.5496181 52.4107672)",,,
229809376,,Am Mühlengraben,living_street,,False,False,93.027,"LINESTRING (12.5520262 52.4064415, 12.5520419 52.4064517, 12.5520892 52.4064812, 12.5521418 52.4065142, 12.5522267 52.406574, 12.5522699 52.4066044, 12.5525692 52.4067975, 12.5526358 52.4068239, 12.5528275 52.4067929, 12.5530929 52.4067125)",,,
"[882448403, 882448402, 515326379, 4720502]",2,Bauhofstraße,tertiary,50,False,True,152.917,"LINESTRING (12.5520262 52.4064415, 12.5518665 52.4065353, 12.5512775 52.4068688, 12.5511272 52.4069608, 12.5510325 52.4070326, 12.5510013 52.4070581, 12.550748 52.4072662, 12.5507256 52.4072856, 12.5505078 52.407452)",,,yes
229809376,,Am Mühlengraben,living_street,,False,True,51.317,"LINESTRING (12.5537342 52.4064677, 12.5530929 52.4067125)",,,
229809373,,Am Mühlengraben,living_street,,False,True,34.713,"LINESTRING (12.5527527 52.4064793, 12.5530929 52.4067125)",,,
229809373,,Am Mühlengraben,living_street,,False,False,34.713,"LINESTRING (12.5530929 52.4067125, 12.5527527 52.4064793)",,,
229809376,,Am Mühlengraben,living_street,,False,False,51.317,"LINESTRING (12.5530929 52.4067125, 12.5537342 52.4064677)",,,
229809376,,Am Mühlengraben,living_street,,False,True,93.02699999999999,"LINESTRING (12.5530929 52.4067125, 12.5528275 52.4067929, 12.5526358 52.4068239, 12.5525692 52.4067975, 12.5522699 52.4066044, 12.5522267 52.406574, 12.5521418 52.4065142, 12.5520892 52.4064812, 12.5520419 52.4064517, 12.5520262 52.4064415)",,,
500258335,3,Neuendorfer Straße,tertiary,30,False,False,14.103,"LINESTRING (12.5496732 52.4108895, 12.5496181 52.4107672)",,,
255579907,1,Nicolaiplatz,tertiary,30,True,False,87.155,"LINESTRING (12.5496732 52.4108895, 12.5496049 52.4109062, 12.5494756 52.4109425, 12.5494198 52.4109577, 12.549236 52.4110041, 12.5484728 52.4111678)",,,
"[4720383, 448016551]",2,Nicolaiplatz,tertiary,30,False,True,111.04499999999999,"LINESTRING (12.5496732 52.4108895, 12.5497016 52.4109278, 12.5497686 52.4109941, 12.5499037 52.4111284, 12.5501527 52.411359, 12.5502767 52.4114734, 12.5505514 52.4117317)",,,
"[448016551, 4720383]",2,Nicolaiplatz,tertiary,30,False,False,111.045,"LINESTRING (12.5505514 52.4117317, 12.5502767 52.4114734, 12.5501527 52.411359, 12.5499037 52.4111284, 12.5497686 52.4109941, 12.5497016 52.4109278, 12.5496732 52.4108895)",,,
4789851,,Am Rosenhag,residential,30,True,False,19.479000000000003,"LINESTRING (12.5505514 52.4117317, 12.5505297 52.4117249, 12.5502933 52.4116549)",,,
178059106,2,Nicolaiplatz,tertiary,30,False,False,24.293,"LINESTRING (12.5505514 52.4117317, 12.5505997 52.4117535, 12.550688 52.4117945, 12.5508325 52.411867)",,,
1007332028,2,Magdeburger Straße,tertiary,50,False,True,11.623,"LINESTRING (12.5472398 52.4113577, 12.5470762 52.4113888)",,,
255579906,1,Nicolaiplatz,tertiary,30,True,False,32.486,"LINESTRING (12.5472398 52.4113577, 12.5473952 52.4112893, 12.5476669 52.4112323)",,,
59304979,,Hochstraße,residential,30,True,False,13.401,"LINESTRING (12.5468728 52.4119657, 12.5468426 52.4120848)",,,
59304980,,Hochstraße,residential,30,False,True,66.278,"LINESTRING (12.5468728 52.4119657, 12.5470608 52.4115846, 12.547093 52.4114507, 12.5470762 52.4113888)",,,
"[948268184, 4789852]",,Bergstraße,living_street,,False,True,109.233,"LINESTRING (12.5505875 52.4127847, 12.5503334 52.4128417, 12.5499562 52.4129048, 12.5498311 52.4129154, 12.5497573 52.4129217, 12.5495402 52.4129279, 12.5490103 52.4129432)",,,
948268183,,Bergstraße,residential,30,False,False,10.176,"LINESTRING (12.5505875 52.4127847, 12.5505926 52.4127332, 12.5506031 52.4126938)",,,
1212434170,,Bergstraße,residential,30,True,False,239.70300000000003,"LINESTRING (12.5505875 52.4127847, 12.5506166 52.4130701, 12.5507634 52.4136115, 12.5509247 52.4141352, 12.5509349 52.4141798, 12.5509301 52.4142515, 12.5508417 52.4143932, 12.5508065 52.4144821, 12.550821 52.4145582, 12.5508585 52.4146319, 12.551017 52.4148888)",,,
178059106,2,Nicolaiplatz,tertiary,30,False,True,24.293,"LINESTRING (12.5508325 52.411867, 12.550688 52.4117945, 12.5505997 52.4117535, 12.5505514 52.4117317)",,,
"[948268181, 948268183]",,Bergstraße,residential,30,False,True,93.244,"LINESTRING (12.5508325 52.411867, 12.5508309 52.4118734, 12.5508091 52.4119592, 12.5507814 52.4120571, 12.5506031 52.4126938)",,,
"[77488495, 1102305311]",2,Plauer Straße,tertiary,30,False,False,37.478,"LINESTRING (12.5508325 52.411867, 12.550922 52.4119089, 12.5511859 52.4120317, 12.5512694 52.4120733)",,,
77488495,2,Plauer Straße,tertiary,30,False,False,40.865,"LINESTRING (12.5512694 52.4120733, 12.5517384 52.412304)",,,
5015362,,Wallstraße,living_street,,True,False,205.462,"LINESTRING (12.5512694 52.4120733, 12.5512747 52.4120885, 12.551341 52.4122898, 12.5514395 52.4125573, 12.5514976 52.413136, 12.5515217 52.4133249, 12.5515667 52.4134204, 12.5516135 52.4135114, 12.5516932 52.4135999, 12.5519459 52.4138429)",,,
"[1102305311, 77488495]",2,Plauer Straße,tertiary,30,False,True,37.478,"LINESTRING (12.5512694 52.4120733, 12.5511859 52.4120317, 12.550922 52.4119089, 12.5508325 52.411867)",,,
553702427,,Am Marienberg,living_street,,True,False,62.459999999999994,"LINESTRING (12.5497235 52.4125278, 12.5501969 52.4126224, 12.5506031 52.4126938)",4.2,,
147960764,,Zur Kammgarnspinnerei,residential,,False,True,21.068,"LINESTRING (12.5454755 52.4070353, 12.5457421 52.4071325)",,,
147960764,,Zur Kammgarnspinnerei,residential,,False,False,21.068,"LINESTRING (12.5457421 52.4071325, 12.5454755 52.4070353)",,,
147960764,,Zur Kammgarnspinnerei,residential,,False,True,138.272,"LINESTRING (12.5457421 52.4071325, 12.5455393 52.4073059, 12.5454918 52.4073167, 12.5453263 52.4073544, 12.5451559 52.4075404, 12.5450492 52.4076516, 12.544638 52.4081059, 12.5446133 52.4081329)",,,
"[844560600, 305762241]",,Zur Kammgarnspinnerei,residential,,False,False,121.06700000000001,"LINESTRING (12.5457421 52.4071325, 12.5469473 52.407519, 12.5473219 52.4076391)",,,
"[844560600, 305762241]",,Zur Kammgarnspinnerei,residential,,False,True,121.06700000000001,"LINESTRING (12.5473219 52.4076391, 12.5469473 52.407519, 12.5457421 52.4071325)",,,
60141161,,Vereinsstraße,residential,30,True,False,8.775,"LINESTRING (12.5477389 52.4112978, 12.5476971 52.4112571, 12.5476669 52.4112323)",,,
258496768,1,Nicolaiplatz,tertiary,30,True,False,34.724000000000004,"LINESTRING (12.5477389 52.4112978, 12.5474264 52.4113526, 12.5472398 52.4113577)",,,
398979154,,Havelstraße,residential,30,False,False,151.068,"LINESTRING (12.5561423 52.4087152, 12.5560984 52.4087156, 12.5539155 52.4087375)",,,
544306014,,Nicolaiplatz,living_street,,False,True,85.361,"LINESTRING (12.5476361 52.4112054, 12.5484333 52.4106114)",,,
60141161,,Vereinsstraße,residential,30,True,False,354.02,"LINESTRING (12.5476361 52.4112054, 12.547596 52.4111648, 12.5475498 52.4111167, 12.5474889 52.4110752, 12.5474029 52.4110416, 12.5471555 52.4109838, 12.5465172 52.4108457, 12.5463413 52.4108076, 12.5461978 52.4107777, 12.5454359 52.4106146, 12.5448703 52.4104946, 12.5429787 52.4100724, 12.5428774 52.410052, 12.5428308 52.4100426)",,,
500258335,3,Neuendorfer Straße,tertiary,30,False,True,14.103,"LINESTRING (12.5496181 52.4107672, 12.5496732 52.4108895)",,,
"[737014657, 27158762, 1236259117]","['2', '3']",Neuendorfer Straße,tertiary,30,False,False,231.189,"LINESTRING (12.5496181 52.4107672, 12.5495991 52.4104315, 12.5495754 52.4103149, 12.5495479 52.4102033, 12.5495384 52.410174, 12.5495214 52.4101374, 12.549482 52.4100743, 12.5493931 52.4099871, 12.5491878 52.4098205, 12.5491372 52.4097864, 12.5490368 52.4097187, 12.5488899 52.4096233, 12.5483923 52.4093052, 12.5481329 52.4091524, 12.5480546 52.4091063, 12.5479695 52.4090562)",,,
544306014,,Nicolaiplatz,living_street,,False,False,85.361,"LINESTRING (12.5484333 52.4106114, 12.5476361 52.4112054)",,,
4789851,,Am Rosenhag,residential,30,True,False,106.525,"LINESTRING (12.5502933 52.4116549, 12.5502634 52.4116645, 12.5502189 52.4116815, 12.5501601 52.4117134, 12.5501192 52.4117654, 12.5497235 52.4125278)",,,
49294074,,Nicolaiplatz,living_street,,False,False,137.057,"LINESTRING (12.5502933 52.4116549, 12.5502538 52.4116381, 12.550071 52.4115653, 12.549755 52.4114808, 12.5493853 52.411398, 12.5486671 52.4112855, 12.5485312 52.4112041, 12.5484728 52.4111678)",,,
49294074,,Nicolaiplatz,living_street,,False,True,137.05699999999996,"LINESTRING (12.5484728 52.4111678, 12.5485312 52.4112041, 12.5486671 52.4112855, 12.5493853 52.411398, 12.549755 52.4114808, 12.550071 52.4115653, 12.5502538 52.4116381, 12.5502933 52.4116549)",,,
"[258496768, 255579907]",1,Nicolaiplatz,tertiary,30,True,False,51.887,"LINESTRING (12.5484728 52.4111678, 12.5482539 52.4112145, 12.5481797 52.4112303, 12.5478984 52.4112732, 12.5477787 52.411291, 12.5477389 52.4112978)",,,
4732999,,Kanalstraße,residential,30,False,False,73.515,"LINESTRING (12.5528731 52.4075526, 12.5539556 52.4075844)",,,
"[1236258593, 4732999]",,Kanalstraße,residential,30,False,True,161.13100000000003,"LINESTRING (12.5528731 52.4075526, 12.552741 52.4075494, 12.5521377 52.407532, 12.5515888 52.4075171, 12.5511945 52.4075051, 12.5510029 52.4074975, 12.5508559 52.4074913, 12.5506459 52.4074779, 12.5505348 52.4074571, 12.5505078 52.407452)",,,
4732999,,Kanalstraße,residential,30,False,True,73.515,"LINESTRING (12.5539556 52.4075844, 12.5528731 52.4075526)",,,
4732999,,Kanalstraße,residential,30,False,False,70.292,"LINESTRING (12.5539556 52.4075844, 12.5540854 52.4075623, 12.554163 52.407549, 12.554612 52.4074555, 12.5548076 52.4074133, 12.5549398 52.4073872)",,,
4733120,,Goethestraße,residential,30,True,False,128.746,"LINESTRING (12.5539556 52.4075844, 12.5539936 52.4076602, 12.5539333 52.408637, 12.5539155 52.4087375)",,,
4732999,,Kanalstraße,residential,30,False,True,70.292,"LINESTRING (12.5549398 52.4073872, 12.5548076 52.4074133, 12.554612 52.4074555, 12.554163 52.407549, 12.5540854 52.4075623, 12.5539556 52.4075844)",,,
301609491,,Wallstraße,living_street,,True,False,131.502,"LINESTRING (12.5519459 52.4138429, 12.5527473 52.4146716, 12.5529412 52.4148577)",,,
1005806097,,Huckstraße,living_street,,False,False,48.57,"LINESTRING (12.5519459 52.4138429, 12.5519751 52.4138165, 12.5522364 52.4136326, 12.552384 52.4134984)",,,
4841630,,Kapellenstraße,living_street,,False,True,15.31,"LINESTRING (12.5529412 52.4148577, 12.5531084 52.4147652)",,,
"[948268181, 948268183]",,Bergstraße,residential,30,False,False,93.24399999999999,"LINESTRING (12.5506031 52.4126938, 12.5507814 52.4120571, 12.5508091 52.4119592, 12.5508309 52.4118734, 12.5508325 52.411867)",,,
948268183,,Bergstraße,residential,30,False,True,10.176,"LINESTRING (12.5506031 52.4126938, 12.5505926 52.4127332, 12.5505875 52.4127847)",,,
