osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width,junction
"[302065827, 248990547, 239061146, 239061147, 239061148, 239061150, 204537439]","['2', '3']",Mühlenstraße,secondary,50,False,False,210.54899999999998,"LINESTRING (7.4295202 51.3977044, 7.4293287 51.3977382, 7.4291121 51.3977999, 7.4287034 51.3979543, 7.4286541 51.3979754, 7.428593 51.3980004, 7.4285401 51.3980221, 7.4283956 51.3980844, 7.4282671 51.3981335, 7.4281091 51.3981973, 7.4280249 51.3982376, 7.4278924 51.398297, 7.427616 51.3984094, 7.4275487 51.3984356, 7.4274941 51.3984589, 7.4274163 51.3984954, 7.4272557 51.3985624, 7.427048 51.3986113, 7.4269466 51.3986283, 7.4269007 51.3986349)",,,,
"[239061149, 154555063]","['2', '3']",Mühlenstraße,secondary,50,False,True,88.144,"LINESTRING (7.4295202 51.3977044, 7.4297812 51.3976589, 7.4300469 51.3976211, 7.4302983 51.3975923, 7.4305723 51.3975667, 7.4307638 51.397546)",,,,
"[4982488, 4982489]",,Kampstraße,living_street,,False,False,54.583000000000006,"LINESTRING (7.4298365 51.3987248, 7.4300038 51.3988712, 7.4301217 51.3988552, 7.4302179 51.3988458, 7.4303429 51.398841, 7.4304257 51.398837, 7.4304978 51.3988336)",,,,
4982488,,Kampstraße,living_street,,False,True,118.974,"LINESTRING (7.4298365 51.3987248, 7.4297366 51.3986176, 7.4296855 51.3985411, 7.4296768 51.398509, 7.4296797 51.398478, 7.4297109 51.3983676, 7.4297524 51.3982509, 7.4297573 51.3982142, 7.4297503 51.398192, 7.429725 51.3981357, 7.4296343 51.3979579, 7.4295905 51.3978595, 7.4295202 51.3977044)",,,,
145796877,,Wallstraße,residential,,False,False,95.183,"LINESTRING (7.4298365 51.3987248, 7.4296843 51.3987584, 7.4293129 51.3988078, 7.4291942 51.398825, 7.4288499 51.3988499, 7.4285548 51.3989811)",,,,
4982497,,Goethestraße,residential,,False,False,66.038,"LINESTRING (7.4304576 51.4005033, 7.4308091 51.4003733, 7.4308824 51.4003497, 7.4310715 51.4002889, 7.4312311 51.400236, 7.4312887 51.4002142)",,,,
"[304012418, 4982494]",,Goethestraße,residential,,False,True,116.708,"LINESTRING (7.4304576 51.4005033, 7.4299777 51.400662, 7.4298977 51.4006833, 7.4298059 51.4006804, 7.4295854 51.4006925, 7.4288481 51.4007236)",,,,
4982496,2,Stiftsstraße,tertiary,30,False,True,35.1,"LINESTRING (7.4312887 51.4002142, 7.4312282 51.4001443, 7.4311109 51.3999462, 7.4310975 51.3999226)",,,,
4982497,,Goethestraße,residential,,False,True,66.03800000000001,"LINESTRING (7.4312887 51.4002142, 7.4312311 51.400236, 7.4310715 51.4002889, 7.4308824 51.4003497, 7.4308091 51.4003733, 7.4304576 51.4005033)",,,,
"[473901234, 4982498, 265379629]","['2', '3']",Stiftsstraße,tertiary,30,False,False,94.168,"LINESTRING (7.4312887 51.4002142, 7.4314942 51.4004191, 7.4315225 51.4004472, 7.4315689 51.4004895, 7.4316113 51.4005199, 7.4316605 51.4005454, 7.4317273 51.4005793, 7.4318928 51.4006357, 7.4320983 51.4006871, 7.4322895 51.4007413)",,,,
4982499,,Sally-Grünewald-Straße,residential,30,False,False,121.74,"LINESTRING (7.4329934 51.4008508, 7.4331279 51.4007899, 7.4332387 51.40076, 7.4333542 51.4007289, 7.4336039 51.4007087, 7.4338247 51.4007217, 7.4343812 51.4008023, 7.4345341 51.4008078, 7.4346772 51.4007969)",,,,
5082342,2,Hauptstraße,tertiary,30,False,False,42.975,"LINESTRING (7.4329934 51.4008508, 7.4330148 51.400884, 7.4330522 51.4009486, 7.4331371 51.4010446, 7.4332928 51.401187)",,,,
"[1266962397, 7643759]",2,Brinkstraße,tertiary,30,False,True,51.301,"LINESTRING (7.4329934 51.4008508, 7.4329339 51.4008532, 7.4328325 51.4008555, 7.4327339 51.4008524, 7.432641 51.400836, 7.4324694 51.4007946, 7.4322895 51.4007413)",,,,
4982499,,Sally-Grünewald-Straße,residential,30,False,False,64.175,"LINESTRING (7.4346772 51.4007969, 7.4347197 51.4007902, 7.4348327 51.4007724, 7.434987 51.4007664, 7.4350747 51.4007671, 7.435256 51.4007804, 7.4354286 51.400778, 7.4355905 51.4008041)",,,,
4982499,,Sally-Grünewald-Straße,residential,30,False,True,121.74,"LINESTRING (7.4346772 51.4007969, 7.4345341 51.4008078, 7.4343812 51.4008023, 7.4338247 51.4007217, 7.4336039 51.4007087, 7.4333542 51.4007289, 7.4332387 51.40076, 7.4331279 51.4007899, 7.4329934 51.4008508)",,,,
145794231,,Vestestraße,living_street,,False,False,83.508,"LINESTRING (7.4346772 51.4007969, 7.4346687 51.4006548, 7.4347295 51.4004712, 7.4346941 51.4004497, 7.4342189 51.4004219, 7.4340714 51.4004104)",,,,
4982499,,Sally-Grünewald-Straße,residential,30,False,True,64.175,"LINESTRING (7.4355905 51.4008041, 7.4354286 51.400778, 7.435256 51.4007804, 7.4350747 51.4007671, 7.434987 51.4007664, 7.4348327 51.4007724, 7.4347197 51.4007902, 7.4346772 51.4007969)",,,,
145794181,,Neue Bachstraße,residential,,False,False,59.873999999999995,"LINESTRING (7.4355905 51.4008041, 7.435529 51.4006969, 7.4354651 51.4004853, 7.4354158 51.4002783)",,,,
"[1068430848, 21044969, 145794182]",,Rehbergstraße,residential,,False,False,121.321,"LINESTRING (7.4355905 51.4008041, 7.4357466 51.4008274, 7.4363751 51.4008995, 7.436627 51.4009464, 7.4367539 51.40102, 7.4368308 51.4010915, 7.4368735 51.4012072, 7.4368489 51.4013215)",,,,
"[21064568, 1068430846]",,Neue Bachstraße,residential,,False,False,131.513,"LINESTRING (7.4355905 51.4008041, 7.4355385 51.4010088, 7.4355158 51.4011014, 7.4354972 51.4011925, 7.4354753 51.4013517, 7.4353951 51.4016124, 7.4353219 51.4018001, 7.4352329 51.4019624)",,,,
5037965,,Rilkestraße,residential,,False,False,170.03699999999998,"LINESTRING (7.4291195 51.4012427, 7.4272368 51.4015144, 7.4267314 51.4015873)",,,,
145794168,,Goethestraße,residential,30,False,False,60.823,"LINESTRING (7.4291195 51.4012427, 7.42907 51.4011084, 7.4290581 51.4010762, 7.4288481 51.4007236)",,,,
145794168,,Goethestraße,residential,30,False,True,43.141,"LINESTRING (7.4291195 51.4012427, 7.4292373 51.4014796, 7.4293211 51.4016094)",,,,
145794168,,Goethestraße,residential,30,False,False,43.141,"LINESTRING (7.4293211 51.4016094, 7.4292373 51.4014796, 7.4291195 51.4012427)",,,,
"[145794168, 44171713]",,Goethestraße,residential,30,False,"[False, True]",115.15400000000001,"LINESTRING (7.4293211 51.4016094, 7.4293622 51.4016526, 7.4294064 51.4016989, 7.4294923 51.4017891, 7.4298546 51.4019923, 7.4299905 51.4020596, 7.4301955 51.402193, 7.4302341 51.4022475, 7.4302741 51.4023096, 7.4302863 51.4024124)",,,,
5082342,2,Hauptstraße,tertiary,30,False,False,230.64699999999993,"LINESTRING (7.4332928 51.401187, 7.4333648 51.4012685, 7.433451 51.4014124, 7.4334909 51.4015111, 7.4335098 51.4015999, 7.4335244 51.4017646, 7.4335157 51.4019202, 7.433456 51.4020633, 7.4333755 51.402224, 7.4333112 51.402372, 7.4332508 51.4025511, 7.4332177 51.4026996, 7.4331962 51.4028628, 7.4332012 51.4030112, 7.4332033 51.4030318, 7.4332271 51.4032114)",,,,
5082342,2,Hauptstraße,tertiary,30,False,True,42.975,"LINESTRING (7.4332928 51.401187, 7.4331371 51.4010446, 7.4330522 51.4009486, 7.4330148 51.400884, 7.4329934 51.4008508)",,,,
"[21064649, 1075594518]",,Bilsteinstraße,"['living_street', 'residential']",,False,True,143.466,"LINESTRING (7.4332928 51.401187, 7.4335051 51.4011458, 7.4336102 51.4011288, 7.4337198 51.4011333, 7.4339627 51.4011598, 7.4339947 51.4011645, 7.4341074 51.4011942, 7.434224 51.401237, 7.4343192 51.4012781, 7.4343632 51.4013038, 7.4344375 51.4013472, 7.4344917 51.4013943, 7.4345343 51.4014827, 7.4345049 51.4018388)",,,,
"[5105720, 302074331]",1,,secondary_link,50,True,False,270.713,"LINESTRING (7.4353154 51.3993525, 7.434683 51.3989741, 7.4344776 51.398841, 7.4342058 51.3986512, 7.4339505 51.3984084, 7.4336993 51.3981513, 7.4330517 51.3974919, 7.4329974 51.3974481, 7.4329783 51.3974223)",B 54,,,
"[5057749, 1230513090, 5057748, 25686493]",3,Hagener Straße,primary,100,False,False,330.29300000000006,"LINESTRING (7.4353154 51.3993525, 7.4350361 51.3991031, 7.4346003 51.3987589, 7.4342528 51.3984837, 7.4340509 51.3983075, 7.4338626 51.3981358, 7.43362 51.3978637, 7.4333823 51.397551, 7.4331125 51.397103, 7.4329643 51.3968003)",B 54,yes,,
5037965,,Rilkestraße,residential,,False,True,170.03699999999998,"LINESTRING (7.4267314 51.4015873, 7.4272368 51.4015144, 7.4291195 51.4012427)",,,,
"[145794227, 5037967]",,Unterer Nackenweg,residential,30,False,False,98.983,"LINESTRING (7.4286526 51.4036461, 7.428744 51.4040609, 7.4284951 51.4044597, 7.4285288 51.4044978)",,,,
5037969,,Breddestraße,residential,30,False,True,75.624,"LINESTRING (7.4286526 51.4036461, 7.4291278 51.4035154, 7.4296986 51.4035204)",,,,
5037971,,Breddestraße,residential,30,False,False,157.453,"LINESTRING (7.4286526 51.4036461, 7.4271274 51.4039841, 7.4267712 51.4040535, 7.4265057 51.4041052)",,,,
5037991,,Breddestraße,residential,30,False,False,73.392,"LINESTRING (7.4307517 51.403584, 7.4296986 51.4035204)",,,,
"[5037993, 687544238]",,Walter-Freitag-Straße,residential,30,False,True,129.89800000000002,"LINESTRING (7.4307517 51.403584, 7.430837 51.4035909, 7.4309083 51.4035979, 7.430977 51.4036129, 7.4310496 51.4036383, 7.4311036 51.4036499, 7.4311558 51.4036735, 7.4311959 51.4036957, 7.4312392 51.4037352, 7.4314955 51.4039399, 7.4315645 51.4040039, 7.4316008 51.4040315, 7.4316358 51.4040507, 7.4317112 51.4040839, 7.4318005 51.4041128, 7.431856 51.4041305, 7.4319054 51.4041499, 7.432001 51.404203, 7.4320332 51.4042288, 7.4320738 51.4042855, 7.4320983 51.4043258)",,,6,
"[5037993, 687544238]",,Walter-Freitag-Straße,residential,30,False,False,129.898,"LINESTRING (7.4320983 51.4043258, 7.4320738 51.4042855, 7.4320332 51.4042288, 7.432001 51.404203, 7.4319054 51.4041499, 7.431856 51.4041305, 7.4318005 51.4041128, 7.4317112 51.4040839, 7.4316358 51.4040507, 7.4316008 51.4040315, 7.4315645 51.4040039, 7.4314955 51.4039399, 7.4312392 51.4037352, 7.4311959 51.4036957, 7.4311558 51.4036735, 7.4311036 51.4036499, 7.4310496 51.4036383, 7.430977 51.4036129, 7.4309083 51.4035979, 7.430837 51.4035909, 7.4307517 51.403584)",,,6,
"[109579155, 34697695]",,Hengsteyseestraße,residential,,False,"[False, True]",63.897,"LINESTRING (7.4343903 51.397185, 7.4344698 51.3972475, 7.4345165 51.3973019, 7.4348817 51.3971984, 7.435155 51.3971323)",,,,
"[53051237, 35907275, 239042613]",3,Hengsteyseestraße,residential,"['50', '30']",False,True,73.344,"LINESTRING (7.4343903 51.397185, 7.4346558 51.3971229, 7.435089 51.3970345, 7.4353972 51.396986)",,,,
302573287,3,,secondary_link,50,False,True,33.748,"LINESTRING (7.4343903 51.397185, 7.4343045 51.3970527, 7.4341952 51.3969071)",B 54,,,
324010459,1,Hengsteyseestraße,secondary,50,True,False,91.72200000000001,"LINESTRING (7.4343903 51.397185, 7.4341376 51.3972719, 7.4340299 51.3972954, 7.4338323 51.3973261, 7.4336016 51.3973512, 7.4334267 51.3973657, 7.4332358 51.3973685, 7.4331643 51.3973682, 7.4331216 51.3973691)",L 675,,,
"[239042613, 53051237, 35907275]",3,Hengsteyseestraße,residential,"['50', '30']",False,False,73.344,"LINESTRING (7.4353972 51.396986, 7.435089 51.3970345, 7.4346558 51.3971229, 7.4343903 51.397185)",,,,
823466758,,Zeppelinstraße,residential,30,False,True,418.56500000000005,"LINESTRING (7.4353972 51.396986, 7.4355725 51.3970915, 7.4359779 51.3972845, 7.4361372 51.3973843, 7.4361965 51.3974275, 7.4364089 51.3976534, 7.436437 51.3976832, 7.4366441 51.3979035, 7.436761 51.3980278, 7.4370317 51.398396, 7.4372899 51.3987734, 7.437529 51.3991158, 7.4376114 51.3992877, 7.4376541 51.3994107, 7.4376704 51.3995869, 7.4376545 51.3997945, 7.437614 51.4001884, 7.4376121 51.4002372, 7.4376195 51.4003154)",,,,
"[34919546, 1178508581]",,Hengsteyseestraße,residential,30,False,True,105.977,"LINESTRING (7.4353972 51.396986, 7.4358077 51.3969321, 7.4361149 51.39692, 7.4363563 51.3969288, 7.4366681 51.3969665, 7.4368536 51.3970237, 7.436884 51.3970331)",,,,
823466757,,Zeppelinstraße,residential,30,False,False,11.597,"LINESTRING (7.4376373 51.4004191, 7.4376195 51.4003154)",,,,
5057747,,Zeppelinstraße,residential,30,False,True,98.12299999999999,"LINESTRING (7.4376373 51.4004191, 7.4376767 51.4004906, 7.4377058 51.4005445, 7.4381595 51.401239)",,,,
"[151734018, 233236643]",,Wienbergweg,unclassified,,False,True,333.78200000000004,"LINESTRING (7.4376373 51.4004191, 7.4371645 51.4002214, 7.4370315 51.4001767, 7.4369507 51.4001434, 7.4367893 51.4000674, 7.4359732 51.3996121, 7.4358884 51.3995692, 7.435824 51.3995115, 7.4357651 51.3994128, 7.4355747 51.3992092, 7.4354883 51.3991405, 7.4352291 51.3989419, 7.4348675 51.3986871, 7.4344712 51.3984064, 7.4343596 51.3982786)",,,,
5057745,,Zeppelinstraße,residential,,True,False,43.989000000000004,"LINESTRING (7.4386194 51.4019768, 7.4387436 51.4020196, 7.438933 51.4021187, 7.4390701 51.4022454)",,,,
5057747,,Zeppelinstraße,residential,30,False,False,88.02499999999999,"LINESTRING (7.4386194 51.4019768, 7.4385089 51.4018002, 7.4381595 51.401239)",,,,
"[8500737, 151733158, 1039272783]",,"['Oststraße', 'Heinrich-Heine-Platz']",residential,,False,"[False, True]",266.436,"LINESTRING (7.4386194 51.4019768, 7.4389283 51.4018834, 7.4392658 51.4017967, 7.4396096 51.4017098, 7.4399038 51.4016361, 7.4399564 51.4016226, 7.4400265 51.4016045, 7.4401698 51.401825, 7.4402413 51.4019883, 7.4404797 51.4023867, 7.440227 51.4023901, 7.4397111 51.4024981, 7.4396332 51.4023965)",,,,
5057744,,Zeppelinstraße,residential,,False,True,35.301,"LINESTRING (7.4390701 51.4022454, 7.4394359 51.4024661)",,,,
5057746,,Zeppelinstraße,residential,,True,False,49.634,"LINESTRING (7.4390701 51.4022454, 7.4388255 51.4022314, 7.4387328 51.4021782, 7.4386466 51.4020567, 7.4386194 51.4019768)",,,,
82634925,,Koenenstraße,residential,30,False,True,86.606,"LINESTRING (7.4383857 51.3978298, 7.4396105 51.3976792)",,,,
82628027,,Am Sonnenstein,residential,30,False,False,44.189,"LINESTRING (7.4383857 51.3978298, 7.4381268 51.3976567, 7.4379365 51.3975485)",,,,
233236640,,Am Sonnenstein,residential,30,False,True,145.564,"LINESTRING (7.4383857 51.3978298, 7.4385557 51.3980467, 7.4387196 51.3982178, 7.4387568 51.398233, 7.4387853 51.3982446, 7.4389441 51.3983095, 7.439219 51.3983831, 7.439976 51.3985866)",,,,
30689508,1,,primary_link,100,True,False,97.286,"LINESTRING (7.4338184 51.3963856, 7.433669 51.3963414, 7.4335248 51.3963157, 7.4334123 51.3963175, 7.4332651 51.3963472, 7.4331559 51.3964001, 7.4330862 51.3964556, 7.4330402 51.3965214, 7.4329643 51.3968003)",B 54,,,
"[239042412, 30689509, 302239102]","['2', '3']",,primary_link,50,False,False,63.82600000000001,"LINESTRING (7.4338184 51.3963856, 7.4338517 51.3964085, 7.4339354 51.3965106, 7.4340302 51.3966472, 7.4341952 51.3969071)",B 54,,,
"[239042412, 30689509, 302239102]","['2', '3']",,primary_link,50,False,True,63.826,"LINESTRING (7.4341952 51.3969071, 7.4340302 51.3966472, 7.4339354 51.3965106, 7.4338517 51.3964085, 7.4338184 51.3963856)",B 54,,,
302573287,3,,secondary_link,50,False,False,33.748,"LINESTRING (7.4341952 51.3969071, 7.4343045 51.3970527, 7.4343903 51.397185)",B 54,,,
4982495,2,Hengsteyseestraße,secondary,50,True,False,39.748000000000005,"LINESTRING (7.433836 51.3972662, 7.4340643 51.3972188, 7.4341541 51.3971995, 7.4343903 51.397185)",L 675,,,
"[304059107, 5062222]",1,,primary_link,50,True,False,47.849000000000004,"LINESTRING (7.433836 51.3972662, 7.4340463 51.3971242, 7.4340753 51.3970959, 7.4341527 51.3969892, 7.4341952 51.3969071)",B 54,,,
"[1266962397, 7643759]",2,Brinkstraße,tertiary,30,False,False,51.30100000000001,"LINESTRING (7.4322895 51.4007413, 7.4324694 51.4007946, 7.432641 51.400836, 7.4327339 51.4008524, 7.4328325 51.4008555, 7.4329339 51.4008532, 7.4329934 51.4008508)",,,,
25016084,,Bahnhofstraße,living_street,,False,False,20.029,"LINESTRING (7.4322895 51.4007413, 7.4322986 51.400692, 7.4323354 51.4006324, 7.4323578 51.4006176, 7.4323758 51.4005727)",,,,
"[473901234, 4982498, 265379629]","['2', '3']",Stiftsstraße,tertiary,30,False,True,94.16800000000002,"LINESTRING (7.4322895 51.4007413, 7.4320983 51.4006871, 7.4318928 51.4006357, 7.4317273 51.4005793, 7.4316605 51.4005454, 7.4316113 51.4005199, 7.4315689 51.4004895, 7.4315225 51.4004472, 7.4314942 51.4004191, 7.4312887 51.4002142)",,,,
7989104,,Eichendorffstraße,residential,30,False,False,29.282,"LINESTRING (7.4265057 51.4041052, 7.4266445 51.4043539)",,,,
5037971,,Breddestraße,residential,30,False,True,157.453,"LINESTRING (7.4265057 51.4041052, 7.4267712 51.4040535, 7.4271274 51.4039841, 7.4286526 51.4036461)",,,,
7989104,,Eichendorffstraße,residential,30,False,True,29.282,"LINESTRING (7.4266445 51.4043539, 7.4265057 51.4041052)",,,,
"[82628024, 823466759, 10657839]",,Hengsteyseestraße,residential,30,False,False,200.456,"LINESTRING (7.436884 51.3970331, 7.4370711 51.3968449, 7.4371123 51.3968035, 7.4372176 51.3967121, 7.4373741 51.396667, 7.4375059 51.3966513, 7.437612 51.3966386, 7.4377297 51.3966328, 7.4378874 51.3966253, 7.4379371 51.3966229, 7.4384291 51.3965957, 7.4384373 51.3965957, 7.4386731 51.396595, 7.4389185 51.3966366, 7.4394033 51.3967892)",,,,
"[34919546, 1178508581]",,Hengsteyseestraße,residential,30,False,False,105.977,"LINESTRING (7.436884 51.3970331, 7.4368536 51.3970237, 7.4366681 51.3969665, 7.4363563 51.3969288, 7.4361149 51.39692, 7.4358077 51.3969321, 7.4353972 51.396986)",,,,
"[1178508579, 82628027]",,Am Sonnenstein,residential,30,False,True,92.872,"LINESTRING (7.436884 51.3970331, 7.4370431 51.3971135, 7.4371915 51.3971885, 7.437319 51.397253, 7.4377312 51.3974614, 7.4379365 51.3975485)",,,,
"[150783296, 1122083569, 145794236, 1266962351]",,Zweibrücker Hof,residential,,False,False,38.999,"LINESTRING (7.4314966 51.397155, 7.4314839 51.3971306, 7.4314841 51.3970173, 7.4314991 51.3969652, 7.4315336 51.396932, 7.4315631 51.3969154, 7.4315941 51.3969041, 7.4317095 51.3969074)",,,,
233236647,1,,secondary,50,True,False,11.627,"LINESTRING (7.4314966 51.397155, 7.4315521 51.3971515, 7.4316061 51.3971604, 7.4316515 51.3971808)",,,,roundabout
21044969,,Rehbergstraße,residential,,False,False,142.095,"LINESTRING (7.4368489 51.4013215, 7.4367699 51.4014129, 7.4364606 51.4016798, 7.4363319 51.4018083, 7.4362604 51.4019447, 7.4362211 51.4020613, 7.4362095 51.4021398, 7.4362181 51.4022761, 7.436289 51.4023973, 7.4363576 51.4024722)",,,,
"[1068430848, 21044969, 145794182]",,Rehbergstraße,residential,,False,True,121.32100000000001,"LINESTRING (7.4368489 51.4013215, 7.4368735 51.4012072, 7.4368308 51.4010915, 7.4367539 51.40102, 7.436627 51.4009464, 7.4363751 51.4008995, 7.4357466 51.4008274, 7.4355905 51.4008041)",,,,
21053673,,Mellinghausstraße,residential,,False,False,155.74699999999999,"LINESTRING (7.4368489 51.4013215, 7.4369779 51.4013905, 7.4370128 51.4016331, 7.437199 51.4018108, 7.4374645 51.4019381, 7.4376645 51.4020395, 7.4377897 51.4021462, 7.4378824 51.4023063, 7.4379022 51.4023444, 7.4379648 51.4024648)",,,,
21044969,,Rehbergstraße,residential,,False,True,142.095,"LINESTRING (7.4363576 51.4024722, 7.436289 51.4023973, 7.4362181 51.4022761, 7.4362095 51.4021398, 7.4362211 51.4020613, 7.4362604 51.4019447, 7.4363319 51.4018083, 7.4364606 51.4016798, 7.4367699 51.4014129, 7.4368489 51.4013215)",,,,
"[232573629, 232573630]",,Rebhuhnweg,residential,,False,True,63.616,"LINESTRING (7.4363576 51.4024722, 7.4365931 51.4025343, 7.4366646 51.4025421, 7.436926 51.4025471, 7.4370654 51.4025623, 7.4372336 51.4026115)",,,,
82634925,,Koenenstraße,residential,30,False,False,86.606,"LINESTRING (7.4396105 51.3976792, 7.4383857 51.3978298)",,,,
21050201,,In der Stennert,residential,30,False,True,78.955,"LINESTRING (7.4396105 51.3976792, 7.439533 51.3972691, 7.4394839 51.3970071, 7.4394777 51.396974)",,,,
21050201,,In der Stennert,residential,30,False,False,78.95500000000001,"LINESTRING (7.4394777 51.396974, 7.4394839 51.3970071, 7.439533 51.3972691, 7.4396105 51.3976792)",,,,
21050201,,In der Stennert,residential,30,False,True,21.503,"LINESTRING (7.4394777 51.396974, 7.439415 51.3968861, 7.4394033 51.3967892)",,,,
21050868,,In der Mansbach,residential,30,False,False,256.712,"LINESTRING (7.4379365 51.3975485, 7.4378266 51.3976299, 7.4377758 51.3976805, 7.4377671 51.397737, 7.4378086 51.3979119, 7.4378381 51.3979712, 7.4378964 51.3980223, 7.4381177 51.3981903, 7.4383541 51.3983718, 7.4385426 51.3985066, 7.4386409 51.3985993, 7.4387949 51.3987579, 7.438861 51.3988544, 7.4389234 51.3989529, 7.4389949 51.3991071, 7.4390123 51.3992496, 7.4390195 51.3995224, 7.4390263 51.3995925)",,,,
