osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed,junction,width,access
115494367,1,,primary,True,False,29.267,,"LINESTRING (6.476588 50.5295343, 6.4765921 50.529483, 6.4766148 50.5294508, 6.4766515 50.5294243, 6.4766988 50.5294058, 6.4767526 50.5293971, 6.4768081 50.5293988, 6.4768603 50.5294109)",,50,roundabout,,
537288645,2,Monschauer Straße,primary,False,False,22.857,,"LINESTRING (6.476588 50.5295343, 6.4764767 50.5295382, 6.4762666 50.5295557)",B 258,50,,,
514607505,2,Blumenthaler Straße,primary,False,False,25.043999999999997,,"LINESTRING (6.4768603 50.5294109, 6.4768907 50.5293358, 6.4769481 50.5291927)",B 265,,,,
514607723,1,,primary,True,False,13.203,,"LINESTRING (6.4768603 50.5294109, 6.4768982 50.5294282, 6.4769281 50.529451, 6.4769481 50.5294779, 6.476957 50.529507)",,50,roundabout,,
29276534,,Poensgenstraße,residential,False,False,94.49799999999999,,"LINESTRING (6.478684 50.5294807, 6.4786718 50.5295825, 6.4786667 50.5296244, 6.4786606 50.5296908, 6.4786606 50.529729, 6.4786644 50.5297739, 6.4786793 50.5298497, 6.4788687 50.530314)",,,,,
40790550,2,Blankenheimer Straße,primary,False,False,31.101999999999997,,"LINESTRING (6.478684 50.5294807, 6.4788926 50.5294946, 6.4790173 50.5294989, 6.4791225 50.5295028)",B 258,50,,,
"[41532728, 41532736, 54733652]","['2', '3']",Blankenheimer Straße,primary,False,True,96.96300000000001,yes,"LINESTRING (6.478684 50.5294807, 6.4784141 50.5294683, 6.4783792 50.5294673, 6.4782365 50.5294634, 6.4781915 50.5294622, 6.4778177 50.5294586, 6.477593 50.5294636, 6.477314 50.5294759)",B 258,50,,,
31257267,,Malmedyer Straße,residential,False,True,126.98199999999999,,"LINESTRING (6.4820796 50.5316978, 6.4818844 50.5317403, 6.4816535 50.5317906, 6.4814562 50.5318342, 6.4812957 50.5318913, 6.4812651 50.5319098, 6.4812045 50.5319427, 6.4808423 50.532187, 6.4807386 50.5322392, 6.480591 50.5322941)",,30,,,
69329809,,Holgenbach,residential,False,False,9.059,,"LINESTRING (6.4749584 50.5262448, 6.4749247 50.5261662)",,30,,,
69329819,,Kapellenweg,residential,False,True,42.225,,"LINESTRING (6.4749584 50.5262448, 6.4751046 50.5261777, 6.4752826 50.5261105, 6.4754789 50.5260631)",,30,,,
"[1233389874, 69329812]",,Holgenbach,residential,False,False,34.721999999999994,,"LINESTRING (6.4749584 50.5262448, 6.4749026 50.5263395, 6.4748542 50.5264702, 6.4748438 50.5265167, 6.4748372 50.5265463)",,30,,,
54572887,,Ohligsköpfchen,residential,False,False,250.664,,"LINESTRING (6.4756907 50.5311288, 6.4757288 50.531065, 6.4758363 50.5309024, 6.4758853 50.5307474, 6.47589 50.5306436, 6.4758359 50.5304343, 6.4757789 50.5302916, 6.475713 50.5302058, 6.4756291 50.5301064, 6.4755617 50.5300362, 6.4754661 50.5299732, 6.4754267 50.5299607, 6.4753661 50.5299506, 6.4753082 50.5299548, 6.47507 50.5299994, 6.4749546 50.5300124, 6.4748496 50.5300177, 6.4747191 50.530017, 6.4743252 50.5300038, 6.4739858 50.5300025, 6.4738974 50.5299949)",,,,,
221092202,,Am Dieffenbach,residential,False,True,76.45,,"LINESTRING (6.4733716 50.5294025, 6.4736879 50.5298316, 6.4738085 50.5299519, 6.4738974 50.5299949)",,,,,
48821149,,Monschauer Straße,primary,False,False,55.936,,"LINESTRING (6.4738974 50.5299949, 6.4737469 50.5300526, 6.4732189 50.5302538)",B 258,50,,,
"[537288644, 48821149]",3,Monschauer Straße,primary,False,True,155.983,,"LINESTRING (6.4738974 50.5299949, 6.4740272 50.5299499, 6.4742218 50.5298906, 6.4742892 50.52987, 6.4746166 50.5297829, 6.4749204 50.5297062, 6.4750771 50.5296754, 6.475207 50.5296525, 6.4753598 50.5296319, 6.4754515 50.5296229, 6.4755681 50.5296114, 6.4757349 50.5295985, 6.4759857 50.529579)",B 258,50,,,
54572887,,Ohligsköpfchen,residential,False,True,250.66400000000004,,"LINESTRING (6.4738974 50.5299949, 6.4739858 50.5300025, 6.4743252 50.5300038, 6.4747191 50.530017, 6.4748496 50.5300177, 6.4749546 50.5300124, 6.47507 50.5299994, 6.4753082 50.5299548, 6.4753661 50.5299506, 6.4754267 50.5299607, 6.4754661 50.5299732, 6.4755617 50.5300362, 6.4756291 50.5301064, 6.475713 50.5302058, 6.4757789 50.5302916, 6.4758359 50.5304343, 6.47589 50.5306436, 6.4758853 50.5307474, 6.4758363 50.5309024, 6.4757288 50.531065, 6.4756907 50.5311288)",,,,,
221092202,,Am Dieffenbach,residential,False,False,76.45,,"LINESTRING (6.4738974 50.5299949, 6.4738085 50.5299519, 6.4736879 50.5298316, 6.4733716 50.5294025)",,,,,
69029359,,Am alten Rathaus,residential,False,True,60.325,,"LINESTRING (6.4746826 50.5271813, 6.4746666 50.5272989, 6.4746531 50.5273224, 6.4745215 50.527713)",,,,,
69329812,,Holgenbach,residential,False,True,71.495,,"LINESTRING (6.4746826 50.5271813, 6.4746896 50.5271271, 6.4746995 50.527058, 6.4747056 50.5270348, 6.4747311 50.526937, 6.4747933 50.5266983, 6.4748199 50.5265962, 6.4748372 50.5265463)",,,,,
"[767336712, 946520498, 946520496, 60881546]","['2', '3']",Blumenthaler Straße,primary,False,False,94.956,,"LINESTRING (6.4746826 50.5271813, 6.4744798 50.5270837, 6.4744347 50.5270632, 6.474079 50.5268915, 6.4739674 50.526835, 6.473859 50.5267787, 6.4738504 50.5267743, 6.4736214 50.5266579)",B 265,,,,
"[767336713, 767336714, 54733648, 109103704, 25809785, 537288638, 537288639]","['2', '3']",Blumenthaler Straße,primary,False,True,286.92600000000004,yes,"LINESTRING (6.4746826 50.5271813, 6.474893 50.527302, 6.4749269 50.5273234, 6.4750024 50.5273687, 6.4752972 50.5275456, 6.475394 50.5276076, 6.4754973 50.5276733, 6.4756476 50.5277628, 6.4759589 50.5279835, 6.4760166 50.5280213, 6.4760415 50.5280376, 6.4766798 50.5284555, 6.4767267 50.5284949, 6.4767569 50.5285202, 6.476825 50.5285976, 6.47684 50.528625, 6.4768634 50.5286668, 6.4768795 50.5286954, 6.4768868 50.5287084, 6.476898 50.5287285, 6.4769099 50.5287557, 6.4769571 50.5288635, 6.4769795 50.5289733, 6.4769804 50.52905, 6.4769766 50.5290887, 6.4769665 50.5291366, 6.4769481 50.5291927)",B 265,,,,
33914046,,Am Markt,living_street,False,False,45.690000000000005,,"LINESTRING (6.4742755 50.5285681, 6.4742843 50.5284761, 6.4743533 50.5281604)",,,,,
55800530,,Vorburg,residential,False,False,323.836,,"LINESTRING (6.4742755 50.5285681, 6.4742719 50.5285872, 6.4742545 50.5286111, 6.4742052 50.528619, 6.474019 50.5285961, 6.4738586 50.5285845, 6.4737128 50.5285921, 6.4733153 50.528615, 6.4731645 50.528628, 6.4731532 50.528629, 6.4730256 50.5286407, 6.4729134 50.5286563, 6.4728613 50.5286648, 6.4727885 50.5286829, 6.4725965 50.5287447, 6.4725176 50.5287688, 6.4722867 50.5288393, 6.4721277 50.5288768, 6.4720432 50.5288883, 6.4718474 50.5288933, 6.4717449 50.5288901, 6.4716175 50.5288811, 6.471443 50.5288571, 6.4712795 50.5288181, 6.4711261 50.5287815, 6.4709541 50.528741, 6.4703311 50.5285593, 6.4699738 50.5284516)",,30,,,
852164732,1,Am Markt,living_street,False,False,25.325999999999997,,"LINESTRING (6.4742755 50.5285681, 6.4743201 50.5285801, 6.4744883 50.5286251, 6.4745356 50.5286408, 6.4746012 50.5286626)",,,,,
48821145,,Am Markt,living_street,False,True,18.351,,"LINESTRING (6.476295 50.5291915, 6.4763786 50.5292268, 6.476512 50.5292821)",,,,,
276420808,,Am Markt,living_street,False,False,49.829,,"LINESTRING (6.476295 50.5291915, 6.4762433 50.5292394, 6.4760504 50.529418, 6.4759838 50.5294923, 6.4759735 50.5295354, 6.4759857 50.529579)",,,,,
1244567736,,Am Markt,living_street,False,False,30.201,,"LINESTRING (6.476295 50.5291915, 6.4760666 50.5290871, 6.4759608 50.5290232)",,,,,
40790547,,Am Hähnchen,residential,False,False,317.4219999999999,,"LINESTRING (6.4798029 50.5295145, 6.4798126 50.5295635, 6.4798602 50.5297958, 6.4801968 50.5308282, 6.480255 50.531316, 6.4802819 50.5317358, 6.4803199 50.5319141, 6.4803731 50.5320461, 6.480422 50.532149, 6.4804681 50.5322122, 6.4805279 50.5322616, 6.480591 50.5322941)",,30,,,
"[537288636, 537288637]","['2', '3']",Blankenheimer Straße,primary,False,True,48.159,,"LINESTRING (6.4798029 50.5295145, 6.4796141 50.5295198, 6.4792876 50.5295098, 6.4791225 50.5295028)",B 258,50,,,
33914046,,Am Markt,living_street,False,True,45.690000000000005,,"LINESTRING (6.4743533 50.5281604, 6.4742843 50.5284761, 6.4742755 50.5285681)",,,,,
69029361,,Sleidanusstraße,living_street,True,False,77.4,,"LINESTRING (6.4743533 50.5281604, 6.4745072 50.5281682, 6.4747994 50.5281965, 6.4749719 50.5282455, 6.4751575 50.5283346, 6.4751746 50.5283428, 6.4753476 50.5284092)",,,,,
"[69029363, 1244567733, 1244567734, 1244567735]",,"['Am alten Rathaus', 'Am Markt', 'Sturmius-Brücke']","['living_street', 'residential']",False,False,51.19199999999999,yes,"LINESTRING (6.4743533 50.5281604, 6.4744024 50.5279944, 6.4744221 50.5279425, 6.4744941 50.5277834, 6.4745069 50.5277504, 6.4745215 50.527713)",,,,,
"[33220973, 231362175]",,Am Driesch,living_street,False,"[False, True]",100.252,,"LINESTRING (6.4753476 50.5284092, 6.4755053 50.5282792, 6.4756705 50.5281588, 6.4757592 50.5280749, 6.4757577 50.5280512, 6.4756506 50.5280219, 6.4753911 50.5279756, 6.4751291 50.5279725, 6.4750649 50.5279718)",,,,,
"[33220970, 325882094]",,"['Am Markt', 'Sleidanusstraße']",living_street,False,False,88.013,,"LINESTRING (6.4753476 50.5284092, 6.4756794 50.5285787, 6.4759461 50.5287561, 6.4759949 50.5288256, 6.4759591 50.5289666, 6.4759608 50.5290232)",,,,,
69029359,,Am alten Rathaus,residential,False,False,60.325,,"LINESTRING (6.4745215 50.527713, 6.4746531 50.5273224, 6.4746666 50.5272989, 6.4746826 50.5271813)",,,,,
216229081,,Im Burggarten,residential,False,True,53.323,,"LINESTRING (6.4745215 50.527713, 6.4742288 50.5276869, 6.4741296 50.5276775, 6.4739627 50.5276538, 6.4737848 50.5276162)",,30,,,
"[69029363, 1244567733, 1244567734, 1244567735]",,"['Am alten Rathaus', 'Am Markt', 'Sturmius-Brücke']","['residential', 'living_street']",False,True,51.19199999999999,yes,"LINESTRING (6.4745215 50.527713, 6.4745069 50.5277504, 6.4744941 50.5277834, 6.4744221 50.5279425, 6.4744024 50.5279944, 6.4743533 50.5281604)",,,,,
"[33220970, 325882094]",,"['Am Markt', 'Sleidanusstraße']",living_street,False,True,88.013,,"LINESTRING (6.4759608 50.5290232, 6.4759591 50.5289666, 6.4759949 50.5288256, 6.4759461 50.5287561, 6.4756794 50.5285787, 6.4753476 50.5284092)",,,,,
"[326974332, 69029694]",1,Am Markt,living_street,True,False,104.39800000000001,,"LINESTRING (6.4759608 50.5290232, 6.4757839 50.5289949, 6.4755198 50.5289068, 6.4753028 50.5288451, 6.4752288 50.5288244, 6.4748615 50.5287335, 6.4746785 50.5286882, 6.4746012 50.5286626)",,,,,
1244567736,,Am Markt,living_street,False,True,30.201,,"LINESTRING (6.4759608 50.5290232, 6.4760666 50.5290871, 6.476295 50.5291915)",,,,,
194845491,,Schloßauel,residential,False,False,131.287,,"LINESTRING (6.4737848 50.5276162, 6.4737315 50.5276512, 6.4736602 50.5277108, 6.4736342 50.5277325, 6.4734911 50.5278006, 6.4734719 50.5278074, 6.4733727 50.5278425, 6.4731858 50.5278893, 6.4730164 50.5278976, 6.4728644 50.5278973, 6.4727218 50.5278874, 6.4726271 50.5278723, 6.4724767 50.5278447, 6.4722854 50.527799, 6.4721284 50.5277418)",,30,,,
216229081,,Im Burggarten,residential,False,False,53.323,,"LINESTRING (6.4737848 50.5276162, 6.4739627 50.5276538, 6.4741296 50.5276775, 6.4742288 50.5276869, 6.4745215 50.527713)",,30,,,
216229081,,Im Burggarten,residential,False,True,88.33900000000001,,"LINESTRING (6.4737848 50.5276162, 6.4734294 50.5274879, 6.4729815 50.5273344, 6.4727016 50.5272207)",,30,,,
1244567731,,Arenbergstraße,tertiary,False,True,7.257,,"LINESTRING (6.4727016 50.5272207, 6.4727811 50.5271794)",,,,,
216229081,,Im Burggarten,residential,False,False,88.339,,"LINESTRING (6.4727016 50.5272207, 6.4729815 50.5273344, 6.4734294 50.5274879, 6.4737848 50.5276162)",,30,,,
1244567732,,Arenbergstraße,tertiary,False,False,70.71100000000001,,"LINESTRING (6.4727016 50.5272207, 6.4726014 50.5273074, 6.4724066 50.5274821, 6.4723311 50.5275526, 6.4721284 50.5277418)",,,,,
92838484,,Jahnstraße,residential,False,False,61.156000000000006,,"LINESTRING (6.4700398 50.5248947, 6.4706399 50.5245834, 6.4707101 50.524547)",,,,,
172140387,,Im Auel,residential,False,False,89.536,,"LINESTRING (6.4700398 50.5248947, 6.4702024 50.5250283, 6.4703908 50.525196, 6.4705242 50.5253246, 6.4707589 50.525557)",,30,,,
172140387,,Im Auel,residential,False,True,88.91000000000001,,"LINESTRING (6.4700398 50.5248947, 6.4699692 50.5248604, 6.4691639 50.5243218)",,30,,,
194845491,,Schloßauel,residential,False,True,131.287,,"LINESTRING (6.4721284 50.5277418, 6.4722854 50.527799, 6.4724767 50.5278447, 6.4726271 50.5278723, 6.4727218 50.5278874, 6.4728644 50.5278973, 6.4730164 50.5278976, 6.4731858 50.5278893, 6.4733727 50.5278425, 6.4734719 50.5278074, 6.4734911 50.5278006, 6.4736342 50.5277325, 6.4736602 50.5277108, 6.4737315 50.5276512, 6.4737848 50.5276162)",,30,,,
1244567732,,Arenbergstraße,tertiary,False,True,70.711,,"LINESTRING (6.4721284 50.5277418, 6.4723311 50.5275526, 6.4724066 50.5274821, 6.4726014 50.5273074, 6.4727016 50.5272207)",,,,,
"[351867562, 351867563, 33913685]",2,Reidtmeisterstraße,residential,False,True,152.54700000000003,yes,"LINESTRING (6.4770433 50.529629, 6.4770956 50.5296778, 6.4771659 50.5297521, 6.4773096 50.5299472, 6.4773355 50.5299782, 6.4774166 50.5300498, 6.4774854 50.5301085, 6.4775781 50.530182, 6.4775084 50.5302311, 6.4771346 50.5304238, 6.4770717 50.5304516, 6.4770159 50.5304655, 6.4769356 50.5304849, 6.4767948 50.5305006, 6.4767311 50.5305087, 6.4766239 50.5305384)",,,,,
55800530,,Vorburg,residential,False,True,323.836,,"LINESTRING (6.4699738 50.5284516, 6.4703311 50.5285593, 6.4709541 50.528741, 6.4711261 50.5287815, 6.4712795 50.5288181, 6.471443 50.5288571, 6.4716175 50.5288811, 6.4717449 50.5288901, 6.4718474 50.5288933, 6.4720432 50.5288883, 6.4721277 50.5288768, 6.4722867 50.5288393, 6.4725176 50.5287688, 6.4725965 50.5287447, 6.4727885 50.5286829, 6.4728613 50.5286648, 6.4729134 50.5286563, 6.4730256 50.5286407, 6.4731532 50.528629, 6.4731645 50.528628, 6.4733153 50.528615, 6.4737128 50.5285921, 6.4738586 50.5285845, 6.474019 50.5285961, 6.4742052 50.528619, 6.4742545 50.5286111, 6.4742719 50.5285872, 6.4742755 50.5285681)",,30,,,
68943032,,Poensgenstraße,residential,False,False,52.678999999999995,,"LINESTRING (6.4781322 50.5303022, 6.4786059 50.5303392, 6.4787494 50.5303365, 6.4788283 50.5303216, 6.4788687 50.530314)",,,,2.0,
537288643,3,Monschauer Straße,primary,False,False,20.024,,"LINESTRING (6.4762666 50.5295557, 6.4759857 50.529579)",B 258,50,,,
537288645,2,Monschauer Straße,primary,False,True,22.857,,"LINESTRING (6.4762666 50.5295557, 6.4764767 50.5295382, 6.476588 50.5295343)",B 258,50,,,
"[1243543264, 48821151]",1,Gemünder Straße,primary,True,False,41.575,,"LINESTRING (6.4766183 50.5298341, 6.4765891 50.5297484, 6.4765646 50.5297173, 6.4765083 50.5296684, 6.4764177 50.52962, 6.4763517 50.5295907, 6.4762666 50.5295557)",,50,,,
830409701,2,Gemünder Straße,primary,False,False,23.975,,"LINESTRING (6.4766183 50.5298341, 6.4766878 50.5296963, 6.4767229 50.529629)",B 265,,,,
1243543265,2,Gemünder Straße,primary,False,True,13.152000000000001,,"LINESTRING (6.4766183 50.5298341, 6.4765906 50.5299046, 6.4765729 50.5299488)",B 265,,,,
54733650,1,Blankenheimer Straße,primary,True,False,43.440000000000005,,"LINESTRING (6.4769481 50.5291927, 6.476983 50.5292796, 6.4770112 50.529331, 6.4770585 50.5293773, 6.4771165 50.5294107, 6.47721 50.5294448, 6.477314 50.5294759)",,50,,,
514607505,2,Blumenthaler Straße,primary,False,True,25.043999999999997,,"LINESTRING (6.4769481 50.5291927, 6.4768907 50.5293358, 6.4768603 50.5294109)",B 265,,,,
"[767336713, 767336714, 54733648, 109103704, 25809785, 537288638, 537288639]","['2', '3']",Blumenthaler Straße,primary,False,False,286.92600000000004,yes,"LINESTRING (6.4769481 50.5291927, 6.4769665 50.5291366, 6.4769766 50.5290887, 6.4769804 50.52905, 6.4769795 50.5289733, 6.4769571 50.5288635, 6.4769099 50.5287557, 6.476898 50.5287285, 6.4768868 50.5287084, 6.4768795 50.5286954, 6.4768634 50.5286668, 6.47684 50.528625, 6.476825 50.5285976, 6.4767569 50.5285202, 6.4767267 50.5284949, 6.4766798 50.5284555, 6.4760415 50.5280376, 6.4760166 50.5280213, 6.4759589 50.5279835, 6.4756476 50.5277628, 6.4754973 50.5276733, 6.475394 50.5276076, 6.4752972 50.5275456, 6.4750024 50.5273687, 6.4749269 50.5273234, 6.474893 50.527302, 6.4746826 50.5271813)",B 265,,,,
24393863,2,Blankenheimer Straße,primary,False,True,25.474,,"LINESTRING (6.477314 50.5294759, 6.4770587 50.5294965, 6.476957 50.529507)",B 258,50,,,
"[41532736, 41532728, 54733652]","['2', '3']",Blankenheimer Straße,primary,False,False,96.963,yes,"LINESTRING (6.477314 50.5294759, 6.477593 50.5294636, 6.4778177 50.5294586, 6.4781915 50.5294622, 6.4782365 50.5294634, 6.4783792 50.5294673, 6.4784141 50.5294683, 6.478684 50.5294807)",B 258,50,,,
29276534,,Poensgenstraße,residential,False,True,94.49800000000002,,"LINESTRING (6.4788687 50.530314, 6.4786793 50.5298497, 6.4786644 50.5297739, 6.4786606 50.529729, 6.4786606 50.5296908, 6.4786667 50.5296244, 6.4786718 50.5295825, 6.478684 50.5294807)",,,,,
68943032,,Poensgenstraße,residential,False,True,52.679,,"LINESTRING (6.4788687 50.530314, 6.4788283 50.5303216, 6.4787494 50.5303365, 6.4786059 50.5303392, 6.4781322 50.5303022)",,,,2.0,
"[48821149, 48821141]",,Monschauer Straße,primary,False,"[False, True]",300.17099999999994,,"LINESTRING (6.4732189 50.5302538, 6.4730175 50.5303319, 6.4727813 50.5304043, 6.4726697 50.5304358, 6.4724587 50.5304923, 6.4722372 50.5305465, 6.4714757 50.5307251, 6.4712828 50.5307632, 6.4710908 50.5307907, 6.4699407 50.5309106, 6.4696263 50.5309467, 6.4693573 50.530967, 6.4691637 50.5309605)",B 258,"['50', '70']",,,
48821149,,Monschauer Straße,primary,False,True,55.936,,"LINESTRING (6.4732189 50.5302538, 6.4737469 50.5300526, 6.4738974 50.5299949)",B 258,50,,,
69078615,,Scheurener Straße,tertiary,False,False,562.5719999999999,,"LINESTRING (6.4716684 50.5317512, 6.4717834 50.53174, 6.4718866 50.5317254, 6.4720185 50.5316944, 6.4723171 50.5315943, 6.4728859 50.5314185, 6.4730508 50.5313586, 6.4732052 50.5312971, 6.4733228 50.5312281, 6.4734116 50.5311636, 6.4734607 50.5311296, 6.4735047 50.531084, 6.4735293 50.531052, 6.473543 50.5310096, 6.473533 50.5309738, 6.473497 50.5309307, 6.4734398 50.5309075, 6.4733611 50.530898, 6.4732826 50.5309059, 6.4731747 50.5309335, 6.4730863 50.5309552, 6.4729671 50.530974, 6.4727357 50.5309928, 6.4719036 50.5310967, 6.47153 50.5311449, 6.4713651 50.5311576, 6.4709605 50.5311593, 6.4705529 50.531142, 6.4704471 50.5311395, 6.4698573 50.5311676, 6.4697258 50.5311734, 6.4695927 50.5311792, 6.4692872 50.5311988, 6.4690814 50.5312151, 6.4689591 50.5312211, 6.4688549 50.5312115, 6.4687654 50.531188, 6.4687243 50.5311517, 6.468707 50.5311036, 6.4687154 50.5310661, 6.4687601 50.5310354, 6.4688544 50.5310245, 6.469053 50.5310258, 6.4691335 50.5310139, 6.4691637 50.5309605)",K 66,50,,,
"[69088768, 231867081]",,Scheurener Straße,residential,False,"[False, True]",131.716,,"LINESTRING (6.4716684 50.5317512, 6.4715594 50.5320803, 6.4715544 50.532133, 6.4715707 50.5321663, 6.4716414 50.5322121, 6.4717421 50.5321937, 6.4726527 50.5319455)",,,,3.5,destination
"[69088768, 231867081]",,Scheurener Straße,residential,False,"[False, True]",131.716,,"LINESTRING (6.4726527 50.5319455, 6.4717421 50.5321937, 6.4716414 50.5322121, 6.4715707 50.5321663, 6.4715544 50.532133, 6.4715594 50.5320803, 6.4716684 50.5317512)",,,,3.5,destination
40790547,,Am Hähnchen,residential,False,False,4.918,,"LINESTRING (6.480591 50.5322941, 6.4806533 50.5323138)",,30,,,
