osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,tunnel,access
43711338,,Breitscheidstraße,unclassified,30,False,False,33.748999999999995,2,"LINESTRING (13.5928953 52.6771866, 13.5931515 52.6772491, 13.5933459 52.6773171)",,,
254644816,,Breitscheidstraße,unclassified,30,False,True,66.273,2,"LINESTRING (13.5928953 52.6771866, 13.5923302 52.6770539, 13.5919809 52.6769679)",,,
"[776529898, 43711335]",,Bahnhofsplatz,residential,,False,False,70.127,,"LINESTRING (13.5934078 52.6766418, 13.5932743 52.6767326, 13.5932023 52.6768167, 13.5930026 52.6770497, 13.5929196 52.6771493, 13.5928953 52.6771866)",,,
4682620,,Klementstraße,residential,30,False,False,63.472,,"LINESTRING (13.5858491 52.6772262, 13.5858858 52.6771776, 13.5862414 52.6767073)",,,
"[281524289, 4682618, 1208661559]",,Berliner Straße,residential,30,False,True,132.418,,"LINESTRING (13.5858491 52.6772262, 13.5858074 52.6772198, 13.585022 52.6770827, 13.5843786 52.6769742, 13.584185 52.6769415, 13.584154 52.6769363, 13.5841089 52.6769268, 13.583972 52.6768826)",,,
521774288,,Berliner Straße,residential,30,False,False,42.17700000000001,,"LINESTRING (13.5858491 52.6772262, 13.5859765 52.6772518, 13.5863014 52.6773224, 13.5864385 52.6773533)",,,
4682623,,Alte Goethestraße,residential,30,False,False,82.92999999999999,,"LINESTRING (13.5897607 52.6780917, 13.5897887 52.678037, 13.5899365 52.6777482, 13.589994 52.677636, 13.5900845 52.6774606, 13.5901263 52.6773796)",,,
"[1208677842, 1208677843, 7370709, 7370711]",,"['Brüderstraße', 'Berliner Straße']",residential,30,True,False,226.64399999999998,,"LINESTRING (13.5897607 52.6780917, 13.5898814 52.6781115, 13.5900102 52.6781327, 13.5910432 52.6783012, 13.591052 52.6783028, 13.591097 52.6783109, 13.5911817 52.6783494, 13.5911971 52.6784093, 13.5911356 52.6785277, 13.5911224 52.678553, 13.5909835 52.6787987, 13.5908955 52.6788441, 13.5907977 52.678912, 13.5904245 52.679285, 13.590367 52.6793425)",,,
71891338,,Berliner Straße,residential,30,False,True,37.152,,"LINESTRING (13.5897607 52.6780917, 13.5896367 52.678069, 13.5893872 52.6780232, 13.5892331 52.6779952)",,,
7370709,,Brüderstraße,residential,30,True,False,84.919,,"LINESTRING (13.590367 52.6793425, 13.5903079 52.6794046, 13.5898812 52.679858, 13.5898014 52.67994, 13.5897387 52.6800044)",,,
"[281273178, 4682629, 4682630]",L 30,"['August-Bebel-Straße', 'Parkstraße']","['residential', 'secondary']","['50', '30']",False,"[False, True]",284.405,2,"LINESTRING (13.5897387 52.6800044, 13.5898123 52.6800325, 13.5903801 52.6802489, 13.5904897 52.680291, 13.5909351 52.6804618, 13.5912484 52.6805819, 13.5915539 52.680699, 13.5916028 52.6807228, 13.5916788 52.6807611, 13.5915397 52.6808532, 13.5913183 52.6810091, 13.5906298 52.6814888, 13.5905725 52.6815358, 13.5905504 52.681554, 13.5905079 52.6816213, 13.5904947 52.6816593)",,,
645074111,,Hohe Steinstraße,residential,30,True,False,23.896,,"LINESTRING (13.5897387 52.6800044, 13.5896548 52.6800679, 13.5895146 52.6801709)",,,
4682627,,Hussitenstraße,residential,30,True,False,97.91300000000001,,"LINESTRING (13.5938067 52.6792367, 13.5936412 52.6791478, 13.5933454 52.6789815, 13.5928528 52.6787059, 13.5927318 52.6786447)",,,
"[4682632, 4682633, 1196425884, 1162056158, 1162056159]",L 30,"['Börnicker Straße', 'Ulitzkastraße']","['unclassified', 'secondary']","['50', '30']",False,"[False, True]",308.195,"['2', '3']","LINESTRING (13.5938067 52.6792367, 13.5938444 52.6791442, 13.5939099 52.6790377, 13.593963 52.6789962, 13.5940118 52.678958, 13.5942104 52.6788151, 13.594423 52.6786658, 13.59455 52.6785771, 13.5946732 52.6784909, 13.5948915 52.6783383, 13.5950456 52.6782227, 13.5950777 52.6781987, 13.5951732 52.678127, 13.5950714 52.6780816, 13.5950489 52.6780716, 13.5949815 52.6780416, 13.5945133 52.677833, 13.5944157 52.6777895, 13.5934464 52.6773553, 13.5933459 52.6773171)",,,
1162903108,,Eberswalder Straße,residential,30,False,False,131.981,,"LINESTRING (13.5938067 52.6792367, 13.5939402 52.6793666, 13.594218 52.6796109, 13.5945581 52.6799218, 13.5948346 52.6801745, 13.5948901 52.6802252)",,,
"[4682632, 4682633, 1196425884, 1162056158, 1162056159]",L 30,"['Börnicker Straße', 'Ulitzkastraße']","['unclassified', 'secondary']","['50', '30']",False,"[False, True]",308.19500000000005,"['2', '3']","LINESTRING (13.5933459 52.6773171, 13.5934464 52.6773553, 13.5944157 52.6777895, 13.5945133 52.677833, 13.5949815 52.6780416, 13.5950489 52.6780716, 13.5950714 52.6780816, 13.5951732 52.678127, 13.5950777 52.6781987, 13.5950456 52.6782227, 13.5948915 52.6783383, 13.5946732 52.6784909, 13.59455 52.6785771, 13.594423 52.6786658, 13.5942104 52.6788151, 13.5940118 52.678958, 13.593963 52.6789962, 13.5939099 52.6790377, 13.5938444 52.6791442, 13.5938067 52.6792367)",,,
43711338,,Breitscheidstraße,unclassified,30,False,True,33.748999999999995,2,"LINESTRING (13.5933459 52.6773171, 13.5931515 52.6772491, 13.5928953 52.6771866)",,,
4682625,,Bahnhofstraße,residential,30,True,False,153.84099999999995,,"LINESTRING (13.5927318 52.6786447, 13.5928517 52.6782689, 13.5929453 52.6780721, 13.593124 52.6776872, 13.5931963 52.677535, 13.5932608 52.6774093, 13.5932688 52.6773939, 13.5933459 52.6773171)",,,
339879003,,Hussitenstraße,residential,30,False,False,44.756,,"LINESTRING (13.5927318 52.6786447, 13.5925278 52.678609, 13.5924415 52.6785882, 13.5921044 52.6785139)",,,
4682621,,Angergang,residential,30,True,False,182.866,,"LINESTRING (13.583972 52.6768826, 13.5840232 52.676834, 13.5841272 52.6767353, 13.5842827 52.6766421, 13.584447 52.6765672, 13.5846938 52.676491, 13.5849148 52.6764409, 13.5851397 52.6764162, 13.585255 52.6764098, 13.5854417 52.6764126, 13.5858685 52.6764566, 13.5859316 52.6764635, 13.5860622 52.6764839, 13.5861714 52.6765009, 13.5863696 52.6765452)",,,
1208661554,,Berliner Straße,residential,30,False,True,85.952,3,"LINESTRING (13.583972 52.6768826, 13.5837805 52.6768148, 13.5833297 52.6766371, 13.5831214 52.676555, 13.5831036 52.676548, 13.5830851 52.6765407, 13.5828883 52.6764762)",,,
"[281524289, 4682618, 1208661559]",,Berliner Straße,residential,30,False,False,132.418,,"LINESTRING (13.583972 52.6768826, 13.5841089 52.6769268, 13.584154 52.6769363, 13.584185 52.6769415, 13.5843786 52.6769742, 13.585022 52.6770827, 13.5858074 52.6772198, 13.5858491 52.6772262)",,,
"[624193320, 4682605, 624193319]",L 200,Lohmühlenstraße,secondary,50,False,True,531.364,2,"LINESTRING (13.5835847 52.6808765, 13.58337 52.6806886, 13.5833597 52.6806796, 13.5832995 52.680627, 13.5824171 52.6798549, 13.5821058 52.6796068, 13.5819963 52.6794784, 13.5819603 52.6793997, 13.5819506 52.6792967, 13.5819664 52.6791747, 13.5820598 52.6789293, 13.5821078 52.6787707, 13.5821628 52.6785596, 13.5822928 52.6779831, 13.5823024 52.6777079, 13.5823039 52.6776784, 13.5823102 52.6775578, 13.5823316 52.6774837, 13.5823648 52.6774043, 13.5825827 52.6770215, 13.5827729 52.6767038, 13.5827988 52.6766536, 13.5828126 52.6766269, 13.5828348 52.6765841, 13.5828883 52.6764762)",,,
"[624251115, 624251116, 38628509]",L 200,Jahnstraße,secondary,50,False,True,203.00400000000002,2,"LINESTRING (13.5835847 52.6808765, 13.5837393 52.6810185, 13.583767 52.681039, 13.5839907 52.6812363, 13.5840485 52.6812875, 13.5842628 52.6814456, 13.5845631 52.6816163, 13.5848429 52.6817241, 13.5849575 52.6817571, 13.5852427 52.6818392, 13.5858689 52.6819776)",,,
"[949514440, 700423397]",L 30,Mühlenstraße,secondary,50,False,True,110.612,2,"LINESTRING (13.5835847 52.6808765, 13.5833894 52.6809237, 13.5833389 52.6809413, 13.5833076 52.6809522, 13.5821613 52.6813685)",,,
"[949514440, 700423397]",L 30,Mühlenstraße,secondary,50,False,False,110.61200000000001,2,"LINESTRING (13.5821613 52.6813685, 13.5833076 52.6809522, 13.5833389 52.6809413, 13.5833894 52.6809237, 13.5835847 52.6808765)",,,
"[624251115, 624251116, 38628509]",L 200,Jahnstraße,secondary,50,False,False,203.004,2,"LINESTRING (13.5858689 52.6819776, 13.5852427 52.6818392, 13.5849575 52.6817571, 13.5848429 52.6817241, 13.5845631 52.6816163, 13.5842628 52.6814456, 13.5840485 52.6812875, 13.5839907 52.6812363, 13.583767 52.681039, 13.5837393 52.6810185, 13.5835847 52.6808765)",,,
"[237149172, 624251117]",L 31,Ladeburger Chaussee,secondary,50,False,False,102.25300000000001,"['2', '3']","LINESTRING (13.5858689 52.6819776, 13.5857811 52.6821349, 13.5854782 52.6827055, 13.585431 52.6828021, 13.5854041 52.6828529)",,,
324315959,L 200,Jahnstraße,secondary,50,False,False,201.55200000000002,2,"LINESTRING (13.5858689 52.6819776, 13.5860964 52.6820125, 13.5864109 52.6820398, 13.5867151 52.6820416, 13.586923 52.6820278, 13.5870593 52.6820112, 13.5872387 52.681986, 13.5888 52.6817712)",,,
324315959,L 200,Jahnstraße,secondary,50,False,True,201.55200000000002,2,"LINESTRING (13.5888 52.6817712, 13.5872387 52.681986, 13.5870593 52.6820112, 13.586923 52.6820278, 13.5867151 52.6820416, 13.5864109 52.6820398, 13.5860964 52.6820125, 13.5858689 52.6819776)",,,
"[23062713, 700430962]",L 200,Jahnstraße,secondary,50,False,"[False, True]",108.16499999999999,2,"LINESTRING (13.5888 52.6817712, 13.5896149 52.681663, 13.5900257 52.6816342, 13.5901545 52.681639, 13.5902052 52.6816409, 13.5903812 52.6816521)",,,
23062713,L 200,Jahnstraße,secondary,50,False,False,7.693,2,"LINESTRING (13.5904947 52.6816593, 13.5903812 52.6816521)",,,
"[281273178, 4682629, 4682630]",L 30,"['August-Bebel-Straße', 'Parkstraße']","['residential', 'secondary']","['50', '30']",False,"[False, True]",284.405,2,"LINESTRING (13.5904947 52.6816593, 13.5905079 52.6816213, 13.5905504 52.681554, 13.5905725 52.6815358, 13.5906298 52.6814888, 13.5913183 52.6810091, 13.5915397 52.6808532, 13.5916788 52.6807611, 13.5916028 52.6807228, 13.5915539 52.680699, 13.5912484 52.6805819, 13.5909351 52.6804618, 13.5904897 52.680291, 13.5903801 52.6802489, 13.5898123 52.6800325, 13.5897387 52.6800044)",,,
"[700430963, 1162903117]",L 200,Jahnstraße,secondary,50,False,True,105.89,"['2', '3']","LINESTRING (13.5904947 52.6816593, 13.5907307 52.681683, 13.5907827 52.6816887, 13.5913678 52.6817529, 13.5915544 52.6817732, 13.5917417 52.6817936, 13.5919615 52.6818176, 13.5920409 52.6818271)",,,
"[700430963, 1162903117]",L 200,Jahnstraße,secondary,50,False,False,105.89,"['2', '3']","LINESTRING (13.5920409 52.6818271, 13.5919615 52.6818176, 13.5917417 52.6817936, 13.5915544 52.6817732, 13.5913678 52.6817529, 13.5907827 52.6816887, 13.5907307 52.681683, 13.5904947 52.6816593)",,,
"[700430964, 1162903118]",L 200,Jahnstraße,secondary,50,False,True,98.63900000000001,"['2', '3']","LINESTRING (13.5920409 52.6818271, 13.5923306 52.6818615, 13.5924301 52.6818741, 13.5925758 52.6818912, 13.5929626 52.6819367, 13.5932152 52.6819664, 13.5932643 52.6819724, 13.593477 52.6819972)",,,
25439153,,An der Plansche,residential,30,False,True,128.749,,"LINESTRING (13.593477 52.6819972, 13.5934904 52.6819392, 13.5934949 52.6819167, 13.5934973 52.6819044, 13.593606 52.6814471, 13.5936626 52.6812799, 13.5936992 52.6811519, 13.5937377 52.6810381, 13.5937791 52.6809772, 13.5937961 52.6809522, 13.5938442 52.6808896, 13.5938606 52.6808683)",,,
"[700430964, 1162903118]",L 200,Jahnstraße,secondary,50,False,False,98.63900000000001,"['2', '3']","LINESTRING (13.593477 52.6819972, 13.5932643 52.6819724, 13.5932152 52.6819664, 13.5929626 52.6819367, 13.5925758 52.6818912, 13.5924301 52.6818741, 13.5923306 52.6818615, 13.5920409 52.6818271)",,,
"[4682611, 7370716]",,"['Breite Straße', 'Brauerstraße']",residential,30,True,False,225.322,1,"LINESTRING (13.5895146 52.6801709, 13.5894619 52.6801489, 13.5879631 52.679513, 13.5880357 52.6794355, 13.5880799 52.6793883, 13.5881899 52.679271, 13.5886547 52.6787411)",,,
"[4682610, 1208677844]",,Hohe Steinstraße,residential,30,True,False,294.363,1,"LINESTRING (13.5895146 52.6801709, 13.5894523 52.6802122, 13.5893414 52.6802858, 13.5892268 52.6803368, 13.5891033 52.6803784, 13.5889047 52.6804257, 13.5885387 52.6804909, 13.5881825 52.6805448, 13.5881543 52.6805491, 13.5880942 52.6805582, 13.5880079 52.6805707, 13.5877278 52.6806086, 13.5875231 52.6806327, 13.5869616 52.6806774, 13.5868063 52.6806876, 13.5866903 52.6806751, 13.5866211 52.6806135, 13.5861056 52.679996, 13.586055 52.6799551)",,,
7370714,,Louis-Braille-Straße,residential,30,False,True,47.62,,"LINESTRING (13.588683 52.6787051, 13.5880407 52.6785269)",,,
4682611,,Brauerstraße,residential,30,True,False,87.23100000000001,,"LINESTRING (13.588683 52.6787051, 13.5892003 52.6780464, 13.5892331 52.6779952)",,,
"[1208686505, 4682604, 22811438, 1184494934, 4682615]",,"['Tuchmacherstraße', 'Grünstraße', 'Mühlenstraße']",residential,30,True,False,276.346,,"LINESTRING (13.5858128 52.6782172, 13.5857762 52.6782657, 13.5857158 52.6783457, 13.5852529 52.6789593, 13.5852406 52.6789756, 13.5852426 52.6790262, 13.5852721 52.6790636, 13.5852855 52.6790705, 13.5853477 52.6791024, 13.5857125 52.6792063, 13.5861783 52.6793321, 13.58632 52.6793863, 13.5865514 52.6794677, 13.5866789 52.6795123, 13.5866196 52.679578, 13.5864016 52.6797906, 13.58625 52.6798731, 13.586055 52.6799551)",,,
"[521774288, 1196876656]",,Berliner Straße,residential,30,False,False,101.62200000000001,,"LINESTRING (13.5864385 52.6773533, 13.5867432 52.6774249, 13.5873914 52.6775786, 13.5878419 52.6776868)",,,
521774288,,Berliner Straße,residential,30,False,True,42.17700000000001,,"LINESTRING (13.5864385 52.6773533, 13.5863014 52.6773224, 13.5859765 52.6772518, 13.5858491 52.6772262)",,,
"[909333672, 1196876655]",,Tuchmacherstraße,residential,30,True,False,104.915,,"LINESTRING (13.5864385 52.6773533, 13.5864087 52.677395, 13.5858347 52.678187, 13.5858128 52.6782172)",,,
4682616,,Neue Straße,residential,30,True,False,97.691,1,"LINESTRING (13.5871291 52.6785845, 13.5869881 52.6785426, 13.5867692 52.6784819, 13.5861453 52.6783089, 13.5858967 52.67824, 13.5858128 52.6782172)",,,
22811436,,Alte Brauerei,residential,30,False,True,58.995,,"LINESTRING (13.5871291 52.6785845, 13.5870764 52.6786522, 13.5869422 52.6788112, 13.5868919 52.6788668, 13.5867717 52.679, 13.5867241 52.6790547)",,,
"[340283712, 22811437, 340283711]",,Alte Brauerei,residential,30,True,False,111.063,,"LINESTRING (13.5871291 52.6785845, 13.5871724 52.6785316, 13.5875259 52.6780578, 13.5875464 52.6780289, 13.5877226 52.6778671, 13.5877345 52.6778539, 13.5877981 52.6777568, 13.5878161 52.6777283, 13.5878419 52.6776868)",,yes,
71891338,,Berliner Straße,residential,30,False,False,37.152,,"LINESTRING (13.5892331 52.6779952, 13.5893872 52.6780232, 13.5896367 52.678069, 13.5897607 52.6780917)",,,
"[1196876656, 939780345, 1208677836, 1208665005]",,Berliner Straße,residential,30,False,True,99.865,,"LINESTRING (13.5892331 52.6779952, 13.5887347 52.677886, 13.5883408 52.6778, 13.5882421 52.6777776, 13.5879186 52.6777042, 13.5878419 52.6776868)",,,
4682613,,Roßstraße,residential,30,False,False,73.447,,"LINESTRING (13.5887219 52.6794946, 13.5889809 52.6792294, 13.5890516 52.6791783, 13.5892614 52.6789727, 13.5892984 52.678935)",,,
7370714,,Louis-Braille-Straße,residential,30,False,False,47.62,,"LINESTRING (13.5880407 52.6785269, 13.588683 52.6787051)",,,
521774292,,Klementstraße,residential,30,False,False,19.99,,"LINESTRING (13.5862414 52.6767073, 13.5863696 52.6765452)",,,
4682620,,Klementstraße,residential,30,False,True,63.472,,"LINESTRING (13.5862414 52.6767073, 13.5858858 52.6771776, 13.5858491 52.6772262)",,,
4682622,,An der Stadtmauer,residential,30,False,False,273.142,,"LINESTRING (13.5862414 52.6767073, 13.58638 52.6767264, 13.5866301 52.6767571, 13.5868176 52.6767816, 13.5874821 52.676871, 13.5876661 52.6768943, 13.5876981 52.6768994, 13.5884652 52.6770185, 13.5889634 52.6771303, 13.5893447 52.6772245, 13.5895985 52.6772795, 13.5896521 52.6772887, 13.5897552 52.6772962, 13.5898957 52.6773194, 13.5900328 52.6773552, 13.5901263 52.6773796)",,,
4682622,,An der Stadtmauer,residential,30,False,True,273.14200000000005,,"LINESTRING (13.5901263 52.6773796, 13.5900328 52.6773552, 13.5898957 52.6773194, 13.5897552 52.6772962, 13.5896521 52.6772887, 13.5895985 52.6772795, 13.5893447 52.6772245, 13.5889634 52.6771303, 13.5884652 52.6770185, 13.5876981 52.6768994, 13.5876661 52.6768943, 13.5874821 52.676871, 13.5868176 52.6767816, 13.5866301 52.6767571, 13.58638 52.6767264, 13.5862414 52.6767073)",,,
4682623,,Alte Goethestraße,residential,30,False,True,82.93,,"LINESTRING (13.5901263 52.6773796, 13.5900845 52.6774606, 13.589994 52.677636, 13.5899365 52.6777482, 13.5897887 52.678037, 13.5897607 52.6780917)",,,
"[1208691202, 122234412]",,Alte Goethestraße,residential,30,False,False,89.55,,"LINESTRING (13.5901263 52.6773796, 13.5901696 52.6772949, 13.5903165 52.6770326, 13.5904655 52.6767584, 13.5904986 52.6767022, 13.5905122 52.6766789, 13.5905491 52.6766162)",,,
122234413,,An der Stadtmauer,residential,30,False,False,170.15800000000002,,"LINESTRING (13.5901263 52.6773796, 13.5901922 52.6774056, 13.590666 52.6775154, 13.5907703 52.6775481, 13.5910938 52.677651, 13.591221 52.6776919, 13.591464 52.67777, 13.5916769 52.6778697, 13.5918755 52.6780354, 13.5919571 52.6782648, 13.5919515 52.6782903)",,,
"[1250074188, 4682637]",,Bahnhofsplatz,residential,20,False,True,67.454,,"LINESTRING (13.5926051 52.6764959, 13.5925537 52.676538, 13.5920313 52.6769084, 13.5919809 52.6769679)",,,
"[22811065, 1012112314]",,Bahnhofsplatz,residential,,True,False,66.713,,"LINESTRING (13.5942537 52.6763364, 13.594201 52.6763585, 13.5940847 52.6764071, 13.5939946 52.676438, 13.5937265 52.676519, 13.5935947 52.6765532, 13.5935435 52.6765754, 13.593458 52.6766124, 13.5934078 52.6766418)",,,no
"[248271908, 242924911, 122234415, 77348145, 949504176, 881892565, 938903099]",,Mühlenstraße,residential,"['50', '30']",True,False,195.56799999999998,2,"LINESTRING (13.586055 52.6799551, 13.5856359 52.6800969, 13.5855785 52.6801168, 13.5854815 52.6801526, 13.5853367 52.6802099, 13.5853235 52.6802149, 13.5852277 52.6802514, 13.584754 52.6804332, 13.5843025 52.6806034, 13.5840756 52.6806886, 13.5837214 52.680823, 13.5836938 52.6808335, 13.5835847 52.6808765)",,yes,
"[1196876656, 939780345, 1208677836, 1208665005]",,Berliner Straße,residential,30,False,False,99.86500000000001,,"LINESTRING (13.5878419 52.6776868, 13.5879186 52.6777042, 13.5882421 52.6777776, 13.5883408 52.6778, 13.5887347 52.677886, 13.5892331 52.6779952)",,,
"[1196876656, 521774288]",,Berliner Straße,residential,30,False,True,101.62200000000001,,"LINESTRING (13.5878419 52.6776868, 13.5873914 52.6775786, 13.5867432 52.6774249, 13.5864385 52.6773533)",,,
122234413,,An der Stadtmauer,residential,30,False,True,170.158,,"LINESTRING (13.5919515 52.6782903, 13.5919571 52.6782648, 13.5918755 52.6780354, 13.5916769 52.6778697, 13.591464 52.67777, 13.591221 52.6776919, 13.5910938 52.677651, 13.5907703 52.6775481, 13.590666 52.6775154, 13.5901922 52.6774056, 13.5901263 52.6773796)",,,
"[6064243, 27566532]",,Weinbergstraße,residential,50,False,True,174.139,,"LINESTRING (13.5809196 52.6775624, 13.5813459 52.6769053, 13.5815769 52.6765493, 13.5818074 52.6761882, 13.5818209 52.6761761, 13.5818936 52.6761147)",6,,
25439153,,An der Plansche,residential,30,False,False,128.749,,"LINESTRING (13.5938606 52.6808683, 13.5938442 52.6808896, 13.5937961 52.6809522, 13.5937791 52.6809772, 13.5937377 52.6810381, 13.5936992 52.6811519, 13.5936626 52.6812799, 13.593606 52.6814471, 13.5934973 52.6819044, 13.5934949 52.6819167, 13.5934904 52.6819392, 13.593477 52.6819972)",,,
25439153,,An der Plansche,residential,30,False,True,99.83,,"LINESTRING (13.5938606 52.6808683, 13.5939799 52.6807811, 13.5947032 52.6803152, 13.5947961 52.6802705, 13.5948901 52.6802252)",,,
71438685,,An der Plansche,living_street,,False,False,99.07300000000001,,"LINESTRING (13.5938606 52.6808683, 13.5936049 52.6806282, 13.5934429 52.6805103, 13.5928734 52.680219)",,,
25439153,,An der Plansche,residential,30,False,False,99.83,,"LINESTRING (13.5948901 52.6802252, 13.5947961 52.6802705, 13.5947032 52.6803152, 13.5939799 52.6807811, 13.5938606 52.6808683)",,,
1162903108,,Eberswalder Straße,residential,30,False,True,131.981,,"LINESTRING (13.5948901 52.6802252, 13.5948346 52.6801745, 13.5945581 52.6799218, 13.594218 52.6796109, 13.5939402 52.6793666, 13.5938067 52.6792367)",,,
71438685,,An der Plansche,living_street,,False,True,99.073,,"LINESTRING (13.5928734 52.680219, 13.5934429 52.6805103, 13.5936049 52.6806282, 13.5938606 52.6808683)",,,
4682611,,Brauerstraße,residential,30,True,False,4.434,,"LINESTRING (13.5886547 52.6787411, 13.588683 52.6787051)",,,
"[988398242, 4682612]",,Louis-Braille-Straße,residential,30,True,False,48.562000000000005,,"LINESTRING (13.5886547 52.6787411, 13.5892442 52.6789093, 13.5892984 52.678935)",,,
"[1250074188, 4682637]",,Bahnhofsplatz,residential,20,False,False,67.45400000000001,,"LINESTRING (13.5919809 52.6769679, 13.5920313 52.6769084, 13.5925537 52.676538, 13.5926051 52.6764959)",,,
254644816,,Breitscheidstraße,unclassified,30,False,False,66.273,2,"LINESTRING (13.5919809 52.6769679, 13.5923302 52.6770539, 13.5928953 52.6771866)",,,
"[939780344, 43711337, 245324147, 1208691203]",,Breitscheidstraße,unclassified,30,False,True,104.18199999999999,2,"LINESTRING (13.5919809 52.6769679, 13.5916844 52.6768948, 13.591632 52.6768814, 13.5915904 52.6768717, 13.5908992 52.6767073, 13.5907909 52.6766815, 13.5906442 52.6766455, 13.5905491 52.6766162)",,,
"[624193318, 624193316, 4682606]",L 200,Weißenseer Straße,secondary,50,False,True,142.578,2,"LINESTRING (13.5828931 52.67609, 13.5828721 52.6758471, 13.5828768 52.6757633, 13.5828969 52.6756843, 13.5831113 52.6752023, 13.5832154 52.6749925, 13.583288 52.6748419)",,,
486932712,L 200,Weißenseer Straße,secondary,50,False,False,42.94500000000001,,"LINESTRING (13.5828931 52.67609, 13.5828906 52.6762905, 13.5828902 52.6763219, 13.5828883 52.6764762)",,,
216991313,,Heinersdorfer Straße,secondary,50,True,False,50.332,1,"LINESTRING (13.5822904 52.676263, 13.5825074 52.6762801, 13.5825865 52.6762746, 13.5826452 52.6762625, 13.5826772 52.6762526, 13.5827043 52.6762442, 13.5827783 52.6762043, 13.5828931 52.67609)",,,
486932716,,Heinersdorfer Straße,secondary,50,False,True,46.763000000000005,2,"LINESTRING (13.5822904 52.676263, 13.5825857 52.6763684, 13.5826291 52.6763838, 13.5826582 52.6763942, 13.5828883 52.6764762)",,,
707579265,L 314,Heinersdorfer Straße,secondary,50,False,True,31.426,3,"LINESTRING (13.5822904 52.676263, 13.5822103 52.6762331, 13.5818936 52.6761147)",,,
521774292,,Klementstraße,residential,30,False,True,96.862,,"LINESTRING (13.5869958 52.6757612, 13.5863696 52.6765452)",,,
"[1208661551, 4682631]",,Breitscheidstraße,unclassified,30,False,True,270.08400000000006,2,"LINESTRING (13.5869958 52.6757612, 13.5865353 52.6756465, 13.5858402 52.6754726, 13.5847618 52.6752084, 13.5843892 52.6751114, 13.5835247 52.6748999, 13.5834879 52.6748909, 13.5834606 52.6748842, 13.583288 52.6748419)",,,
1196866111,,Breitscheidstraße,unclassified,30,False,False,257.819,2,"LINESTRING (13.5869958 52.6757612, 13.5871869 52.6758037, 13.5874184 52.67585, 13.5877293 52.67592, 13.5878892 52.6759537, 13.588497 52.6760991, 13.590194 52.6765193, 13.5905491 52.6766162)",,,
261399796,,Neuer Schulweg,residential,,False,False,48.281000000000006,,"LINESTRING (13.5860854 52.6829868, 13.5855018 52.6828707, 13.5854041 52.6828529)",,,
261399796,,Neuer Schulweg,residential,,False,True,40.32299999999999,,"LINESTRING (13.5860854 52.6829868, 13.5861864 52.682997, 13.5866162 52.6830402, 13.5866755 52.6830462)",,,
