osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,tunnel,junction,bridge,access
680270908,,Hauptstraße,residential,30,False,False,11.795,"LINESTRING (10.506748 50.0315024, 10.5069131 50.0315045)",,,,,,
729842290,,Hauptstraße,secondary,30,False,True,30.396,"LINESTRING (10.506748 50.0315024, 10.5063227 50.031493)",,St 2275,,,,
"[680270909, 680270910]",2,Brückenstraße,secondary,50,False,False,84.697,"LINESTRING (10.506748 50.0315024, 10.506749 50.0314425, 10.5067895 50.0311413, 10.5068398 50.0309618, 10.5068975 50.0307479)",6.4,St 2275,,,,
24808202,,Ringstraße,residential,50,False,False,11.463000000000001,"LINESTRING (10.5024657 50.0315576, 10.5024523 50.0315062, 10.5024457 50.0314554)",,,,,,
670379096,2,Untere Vorstadt,secondary,30,False,False,22.14,"LINESTRING (10.5024657 50.0315576, 10.5026921 50.0315443, 10.502769 50.0315249)",,St 2275,,,,
"[672337638, 672337639, 672337640, 672337641, 28522604, 28522614]",2,"['Bahnhofstraße', 'Promenade']",tertiary,"['50', '30']",False,True,388.05699999999996,"LINESTRING (10.5024657 50.0315576, 10.5024837 50.0316058, 10.5024895 50.0316213, 10.5027103 50.0322113, 10.5028387 50.032541, 10.5028459 50.0325601, 10.5030424 50.0330038, 10.5030996 50.033112, 10.503179 50.0332059, 10.5032613 50.0332867, 10.5033548 50.0333591, 10.5034819 50.033448, 10.5036414 50.0335315, 10.5038252 50.0336126, 10.503939 50.0336591, 10.5040484 50.0336951, 10.5042411 50.0337372, 10.504504 50.03377, 10.5047167 50.0337829, 10.5048996 50.0337807, 10.5051625 50.0337738, 10.5053247 50.0337644, 10.5056205 50.0337357)",,,,,,
680574705,2,Untere Vorstadt,secondary,50,False,True,36.251000000000005,"LINESTRING (10.5024657 50.0315576, 10.5022774 50.0315738, 10.5019627 50.031601)",,St 2275,,,,
"[27279227, 27279228, 260759198, 729842279]",2,An der Mittelmühle,tertiary,50,False,True,120.72200000000002,"LINESTRING (10.5056205 50.0337357, 10.505624 50.0337743, 10.5056382 50.0339325, 10.5056438 50.0340807, 10.5056469 50.0341337, 10.5056871 50.0341975, 10.5057542 50.0342302, 10.505832 50.0342491, 10.5059124 50.0342509, 10.5059982 50.0342405, 10.5061592 50.0342061, 10.5063612 50.0341697, 10.5064309 50.0341621, 10.5064891 50.034163, 10.5065506 50.0341779, 10.506593 50.0341989)",,,yes,,,
"[672337638, 672337639, 672337640, 672337641, 28522604, 28522614]",2,"['Bahnhofstraße', 'Promenade']",tertiary,"['50', '30']",False,False,388.057,"LINESTRING (10.5056205 50.0337357, 10.5053247 50.0337644, 10.5051625 50.0337738, 10.5048996 50.0337807, 10.5047167 50.0337829, 10.504504 50.03377, 10.5042411 50.0337372, 10.5040484 50.0336951, 10.503939 50.0336591, 10.5038252 50.0336126, 10.5036414 50.0335315, 10.5034819 50.033448, 10.5033548 50.0333591, 10.5032613 50.0332867, 10.503179 50.0332059, 10.5030996 50.033112, 10.5030424 50.0330038, 10.5028459 50.0325601, 10.5028387 50.032541, 10.5027103 50.0322113, 10.5024895 50.0316213, 10.5024837 50.0316058, 10.5024657 50.0315576)",,,,,,
"[672337642, 28522604]",2,Bahnhofstraße,tertiary,"['50', '30']",False,True,144.488,"LINESTRING (10.5056205 50.0337357, 10.5058236 50.0337213, 10.5061106 50.0336839, 10.506385 50.0336483, 10.506572 50.0336218, 10.5068874 50.0335718, 10.5070468 50.0335436, 10.5075847 50.0334344)",,,,,,
"[10418330, 680270909]",2,Brückenstraße,secondary,50,False,False,36.81399999999999,"LINESTRING (10.5068975 50.0307479, 10.5069345 50.0306379, 10.5069527 50.0305405, 10.5069573 50.0304201)",,St 2275,,,,
"[680270909, 680270910]",2,Brückenstraße,secondary,50,False,True,84.697,"LINESTRING (10.5068975 50.0307479, 10.5068398 50.0309618, 10.5067895 50.0311413, 10.506749 50.0314425, 10.506748 50.0315024)",6.4,St 2275,,,,
27640327,,Färbergasse,residential,,False,False,45.61,"LINESTRING (10.5038362 50.0314441, 10.5038755 50.0318535)",,,,,,
680574703,,Hauptstraße,secondary,30,False,True,2.801,"LINESTRING (10.5038362 50.0314441, 10.503797 50.0314446)",,St 2275,,,,
"[25025363, 680574703]",,Hauptstraße,secondary,30,False,False,64.208,"LINESTRING (10.5038362 50.0314441, 10.5041046 50.0314467, 10.504735 50.0314399)",,St 2275,,,,
680270908,,Hauptstraße,residential,30,False,True,11.795,"LINESTRING (10.5069131 50.0315045, 10.506748 50.0315024)",,,,,,
24728482,,Marktplatz,residential,20,True,False,68.602,"LINESTRING (10.5069131 50.0315045, 10.506914 50.0315811, 10.5069165 50.0318037, 10.5069454 50.0321209)",5.3,,,,,
"[727982961, 23074123, 991136709]",,Hauptstraße,residential,30,True,False,64.386,"LINESTRING (10.5069131 50.0315045, 10.5069862 50.0315031, 10.5070844 50.0315028, 10.5075883 50.0314924, 10.5078142 50.0314906)",6.4,,,,,
1217290865,1,,secondary,50,True,False,16.464,"LINESTRING (10.5068832 50.0345367, 10.5068592 50.0345743, 10.5068206 50.0346064, 10.5067701 50.0346308, 10.5067351 50.0346444)",,,,roundabout,,
25912787,1,,secondary,50,True,False,28.729999999999997,"LINESTRING (10.5064285 50.0345427, 10.5063324 50.0345189, 10.5060409 50.0344754)",,St 2447,,,,
1217290865,1,,secondary,50,True,False,10.702000000000002,"LINESTRING (10.5064285 50.0345427, 10.5064182 50.034495, 10.5064317 50.0344477)",,,,roundabout,,
"[24791499, 1240735022]",,Ziegelei,residential,30,True,False,24.779,"LINESTRING (10.5067351 50.0346444, 10.5067031 50.0347402, 10.5066981 50.0348319, 10.5066536 50.0348486)",,,,,,
1217290865,1,,secondary,50,True,False,12.166,"LINESTRING (10.5067351 50.0346444, 10.5066504 50.0346501, 10.5065667 50.03464)",,,,roundabout,,
24791765,,Goldberg,residential,30,False,False,97.96,"LINESTRING (10.4999723 50.0351485, 10.5005323 50.0359527)",,,,,,
24808193,,Schützenstraße,residential,,False,True,101.458,"LINESTRING (10.4999723 50.0351485, 10.5004572 50.0350041, 10.5009819 50.0345455)",,,,,,
24791765,,Goldberg,residential,30,False,True,97.96,"LINESTRING (10.5005323 50.0359527, 10.4999723 50.0351485)",,,,,,
"[31825698, 31825701]",,"['Eichendorffstraße', 'Am Dechantsberg']",residential,,False,False,348.98499999999996,"LINESTRING (10.5005323 50.0359527, 10.5007448 50.0359053, 10.5011434 50.0358981, 10.5019534 50.0359101, 10.5021594 50.0359312, 10.5023794 50.0359672, 10.5025284 50.0359816, 10.5025974 50.0359738, 10.5025942 50.0358794, 10.5023408 50.0356171, 10.5017708 50.0351491, 10.5014091 50.0348351, 10.5010655 50.0345607, 10.5009819 50.0345455)",,,,,,
27601447,1,,secondary,50,True,False,71.138,"LINESTRING (10.5068736 50.0344415, 10.5073156 50.0344294, 10.5078666 50.034395)",,St 2447,,,,
1217290865,1,,secondary,50,True,False,10.746,"LINESTRING (10.5068736 50.0344415, 10.5068904 50.0344886, 10.5068832 50.0345367)",,,,roundabout,,
39623352,,Alte Brückenstraße,residential,,False,True,54.767,"LINESTRING (10.5081365 50.0309406, 10.5083524 50.030468)",4.2,,,,,
"[27411808, 1239598413]",,Zwerchmaingasse,residential,,True,False,91.079,"LINESTRING (10.5081365 50.0309406, 10.5080793 50.0309326, 10.5072924 50.0308173, 10.5071432 50.030793, 10.5068975 50.0307479)","['3', '4.2']",,,,,
"[1267918406, 27411855]",,Zwerchmaingasse,"['residential', 'living_street']",,False,True,86.923,"LINESTRING (10.5081365 50.0309406, 10.5087885 50.0309989, 10.509151 50.0310312, 10.5092226 50.0310376, 10.5093418 50.0310483)",,,,,,
23074123,,Hauptstraße,residential,30,True,False,19.215,"LINESTRING (10.5080538 50.0314914, 10.5082655 50.0314931, 10.5083228 50.0314936)",,,,,,
24791887,,Alte Brückenstraße,residential,30,True,False,61.702999999999996,"LINESTRING (10.5080538 50.0314914, 10.5080466 50.0314171, 10.5080755 50.0311754, 10.5081365 50.0309406)",4,,,,,
25750367,,Am Vogelsgraben,residential,,False,False,356.94,"LINESTRING (10.5067918 50.0355194, 10.5067039 50.0355186, 10.5065747 50.0355175, 10.506034 50.0355129, 10.5056551 50.0354948, 10.50537 50.0354621, 10.5042685 50.0352798, 10.5034523 50.035005, 10.5026855 50.0346635, 10.5023201 50.0343758)",,,,,,
25750417,,Im Wehrlein,residential,,False,True,301.83,"LINESTRING (10.5067918 50.0355194, 10.5069656 50.0355081, 10.5072579 50.035489, 10.5078064 50.0354533, 10.5089006 50.0353532, 10.509779 50.0353166, 10.5103118 50.0353317, 10.510704 50.0353515, 10.5109783 50.0354194)",,,,,,
"[46771345, 364461925, 28522478]",,Ziegelei,residential,30,False,"[False, True]",75.27399999999999,"LINESTRING (10.5067918 50.0355194, 10.5067136 50.0351893, 10.5066835 50.0350656, 10.5066543 50.0348526, 10.5066536 50.0348486)",,,,,yes,
24808193,,Schützenstraße,residential,,False,False,87.782,"LINESTRING (10.5018939 50.0340163, 10.5009819 50.0345455)",,,,,,
25750367,,Am Vogelsgraben,residential,,False,True,50.561,"LINESTRING (10.5018939 50.0340163, 10.5020788 50.0342141, 10.5023201 50.0343758)",,,,,,
31826178,,Am Vogelsgraben,residential,,False,False,56.666,"LINESTRING (10.5018939 50.0340163, 10.5018201 50.0339295, 10.5016251 50.0337252, 10.5014716 50.0335854)",,,,,,
24808193,,Schützenstraße,residential,,False,True,87.782,"LINESTRING (10.5009819 50.0345455, 10.5018939 50.0340163)",,,,,,
24808193,,Schützenstraße,residential,,False,False,101.458,"LINESTRING (10.5009819 50.0345455, 10.5004572 50.0350041, 10.4999723 50.0351485)",,,,,,
31825697,,Am Hang,residential,,False,False,93.08699999999999,"LINESTRING (10.5009819 50.0345455, 10.5008786 50.0345374, 10.5007642 50.0344789, 10.5005623 50.0343203, 10.5003057 50.0340806, 10.5001893 50.0339162)",,,,,,
"[31825698, 31825701]",,"['Eichendorffstraße', 'Am Dechantsberg']",residential,,False,True,348.98499999999996,"LINESTRING (10.5009819 50.0345455, 10.5010655 50.0345607, 10.5014091 50.0348351, 10.5017708 50.0351491, 10.5023408 50.0356171, 10.5025942 50.0358794, 10.5025974 50.0359738, 10.5025284 50.0359816, 10.5023794 50.0359672, 10.5021594 50.0359312, 10.5019534 50.0359101, 10.5011434 50.0358981, 10.5007448 50.0359053, 10.5005323 50.0359527)",,,,,,
"[88271512, 10418330]",2,Brückenstraße,secondary,50,False,True,25.494,"LINESTRING (10.506969 50.0301917, 10.5069731 50.0303312, 10.5069595 50.0303769, 10.5069573 50.0304201)",,St 2275,,,,
"[889236840, 24808202]",,Ringstraße,residential,50,False,True,327.89899999999994,"LINESTRING (10.506969 50.0301917, 10.5069175 50.0301947, 10.5068911 50.030197, 10.506811 50.0302054, 10.5047202 50.0304454, 10.5046767 50.0304488, 10.5042891 50.0304841, 10.5038198 50.0305324, 10.5036372 50.0305533, 10.5032975 50.0306022, 10.5030402 50.0306514, 10.5028007 50.0307032, 10.5024751 50.0307699)",5.6,,,,,
27411795,,Am Herrenhof,residential,,True,False,50.601,"LINESTRING (10.5093395 50.0315033, 10.5093439 50.0314468, 10.5093429 50.0312609, 10.5093418 50.0310483)",,,,,,
"[44846496, 44964561, 44964562]",2,Hauptstraße,residential,30,True,False,50.405,"LINESTRING (10.5093395 50.0315033, 10.5094528 50.0315056, 10.5095005 50.0315065, 10.5095258 50.0315086, 10.5095547 50.0315079, 10.509671 50.0315079, 10.5097316 50.0315135, 10.5100417 50.031539)",5.3,,yes,,,
24715065,,Bahnhofstraße,tertiary,50,False,False,39.168,"LINESTRING (10.5099368 50.0322314, 10.5099035 50.032583)",,,,,,
24715065,,Bahnhofstraße,tertiary,50,False,True,77.447,"LINESTRING (10.5099368 50.0322314, 10.5099674 50.0319232, 10.5100142 50.0316357, 10.5100247 50.0315778, 10.5100417 50.031539)",,,,,,
24956930,,Schlesingerstraße,residential,,False,False,57.285,"LINESTRING (10.5099368 50.0322314, 10.5096365 50.0322384, 10.5095397 50.0322449, 10.5095173 50.0322464, 10.5091444 50.0322986)",,,,,,
24956929,,Truchseßgasse,residential,,True,False,88.842,"LINESTRING (10.5091444 50.0322986, 10.5091287 50.0319648, 10.5091234 50.0318179, 10.50911 50.0317159, 10.5091009 50.0315416, 10.5090988 50.0315003)",,,,,,
24956930,,Schlesingerstraße,residential,,False,True,57.285,"LINESTRING (10.5091444 50.0322986, 10.5095173 50.0322464, 10.5095397 50.0322449, 10.5096365 50.0322384, 10.5099368 50.0322314)",,,,,,
44846496,,Hauptstraße,residential,30,True,False,17.198999999999998,"LINESTRING (10.5090988 50.0315003, 10.5092902 50.0315037, 10.5093395 50.0315033)",5.3,,,,,
"[926278553, 27601382]",,Ziegelei,residential,30,True,False,25.584,"LINESTRING (10.5066536 50.0348486, 10.5066138 50.0348404, 10.5065974 50.0347976, 10.5065899 50.0347567, 10.5065878 50.0347401, 10.5065817 50.0346818, 10.5065667 50.03464)",,,,,,
"[46771345, 364461925, 28522478]",,Ziegelei,residential,30,False,"[False, True]",75.274,"LINESTRING (10.5066536 50.0348486, 10.5066543 50.0348526, 10.5066835 50.0350656, 10.5067136 50.0351893, 10.5067918 50.0355194)",,,,,yes,
"[25682049, 1095277125, 24791053, 28728464, 680574705]",2,"['Schweinfurter Straße', 'Untere Vorstadt']",secondary,50,False,False,146.172,"LINESTRING (10.4999826 50.0319257, 10.500282 50.0318664, 10.5004442 50.031834, 10.5007204 50.0317788, 10.5011089 50.0317073, 10.5015043 50.0316522, 10.5016288 50.0316389, 10.5018899 50.0316092, 10.5019627 50.031601)",,St 2275,,,yes,
"[366526768, 366526769, 24791050]",1,Hauptstraße,secondary,30,True,False,27.237000000000002,"LINESTRING (10.5031196 50.0314937, 10.503079 50.0315229, 10.5030322 50.0315304, 10.5030138 50.0315331, 10.5029293 50.0315359, 10.502833 50.0315451, 10.502769 50.0315249)",,St 2275,building_passage,,,
680574704,,Hauptstraße,secondary,30,False,False,48.693,"LINESTRING (10.5031196 50.0314937, 10.5032241 50.0314868, 10.503797 50.0314446)",,St 2275,,,,
25432578,,Kaplaneigasse,residential,,False,False,61.642,"LINESTRING (10.5047926 50.0322957, 10.5039326 50.032342)",,,,,,
25432578,,Kaplaneigasse,residential,,False,True,103.043,"LINESTRING (10.5047926 50.0322957, 10.5056345 50.0322593, 10.5061808 50.0322108, 10.5062278 50.0322071)",,,,,,
25432590,,Fuchsgasse,residential,,False,True,138.819,"LINESTRING (10.5047926 50.0322957, 10.5048344 50.0326568, 10.5048847 50.0330297, 10.5051675 50.0330263, 10.5051828 50.0333565)",,,,,,
27642339,,Sellnersgasse,residential,,False,False,41.186,"LINESTRING (10.5047926 50.0322957, 10.5047721 50.0319659, 10.5047696 50.0319256)",,,,,,
25750417,,Im Wehrlein,residential,,False,False,301.8299999999999,"LINESTRING (10.5109783 50.0354194, 10.510704 50.0353515, 10.5103118 50.0353317, 10.509779 50.0353166, 10.5089006 50.0353532, 10.5078064 50.0354533, 10.5072579 50.035489, 10.5069656 50.0355081, 10.5067918 50.0355194)",,,,,,
25750367,,Am Vogelsgraben,residential,,False,False,50.561,"LINESTRING (10.5023201 50.0343758, 10.5020788 50.0342141, 10.5018939 50.0340163)",,,,,,
25750367,,Am Vogelsgraben,residential,,False,True,356.93999999999994,"LINESTRING (10.5023201 50.0343758, 10.5026855 50.0346635, 10.5034523 50.035005, 10.5042685 50.0352798, 10.50537 50.0354621, 10.5056551 50.0354948, 10.506034 50.0355129, 10.5065747 50.0355175, 10.5067039 50.0355186, 10.5067918 50.0355194)",,,,,,
25912814,,Wildbad,residential,,False,False,52.968,"LINESTRING (10.5023201 50.0343758, 10.5026024 50.0341992, 10.5026989 50.03412, 10.5027606 50.0340528, 10.5027606 50.0340304, 10.502782 50.0340129)",,,,,,
27600886,,Marktplatz,residential,20,False,True,50.513999999999996,"LINESTRING (10.5062077 50.0326581, 10.5062368 50.0325913, 10.5062503 50.0324754, 10.5062278 50.0322071)",,,,,,
27600986,,Pfarrgasse,residential,20,False,True,78.124,"LINESTRING (10.5062077 50.0326581, 10.5061804 50.0327566, 10.5061641 50.032819, 10.5061267 50.0330213, 10.506087 50.0331011, 10.5060491 50.0331232, 10.5059649 50.0331428, 10.5059597 50.0331894, 10.5059483 50.0333038)",4,,,,,
729842288,,Pfarrgasse,residential,20,False,False,48.918,"LINESTRING (10.5062077 50.0326581, 10.5064067 50.032661, 10.5067145 50.0326536, 10.5067923 50.0326201, 10.5068621 50.0325899)",3.8,,,,,
729842288,,Pfarrgasse,residential,20,False,False,28.118,"LINESTRING (10.5068621 50.0325899, 10.5072359 50.0325106)",3.8,,,,,
31964817,,Marktplatz,residential,,False,False,51.032,"LINESTRING (10.5068621 50.0325899, 10.5067786 50.0324711, 10.5067385 50.032389, 10.5067251 50.0322976, 10.5067034 50.0321475)",,,,,,
729842288,,Pfarrgasse,residential,20,False,True,48.918,"LINESTRING (10.5068621 50.0325899, 10.5067923 50.0326201, 10.5067145 50.0326536, 10.5064067 50.032661, 10.5062077 50.0326581)",3.8,,,,,
1217290865,1,,secondary,50,True,False,15.061,"LINESTRING (10.5065667 50.03464, 10.5065192 50.0346228, 10.5064634 50.0345876, 10.5064285 50.0345427)",,,,roundabout,,
27601380,1,,secondary,50,True,False,28.116,"LINESTRING (10.5060409 50.0344754, 10.506254 50.0344541, 10.506379 50.0344496, 10.5064317 50.0344477)",,St 2447,,,,
1217290865,1,,secondary,50,True,False,13.062999999999999,"LINESTRING (10.5064317 50.0344477, 10.5064593 50.0344128, 10.5064999 50.0343836, 10.5065508 50.034362)",,,,roundabout,,
24791504,,An der Mittelmühle,tertiary,50,True,False,20.212,"LINESTRING (10.506593 50.0341989, 10.5066586 50.0342466, 10.5066903 50.0342836, 10.5067061 50.0343126, 10.5067312 50.0343548)",,,,,,
"[27279227, 27279228, 260759198, 729842279]",2,An der Mittelmühle,tertiary,50,False,False,120.72200000000004,"LINESTRING (10.506593 50.0341989, 10.5065506 50.0341779, 10.5064891 50.034163, 10.5064309 50.0341621, 10.5063612 50.0341697, 10.5061592 50.0342061, 10.5059982 50.0342405, 10.5059124 50.0342509, 10.505832 50.0342491, 10.5057542 50.0342302, 10.5056871 50.0341975, 10.5056469 50.0341337, 10.5056438 50.0340807, 10.5056382 50.0339325, 10.505624 50.0337743, 10.5056205 50.0337357)",,,yes,,,
24791427,1,,secondary,50,True,False,72.027,"LINESTRING (10.5078666 50.034395, 10.507617 50.0344361, 10.5069363 50.034525, 10.5068832 50.0345367)",,St 2447,,,,
27278856,2,,secondary,50,False,False,415.4959999999999,"LINESTRING (10.5078666 50.034395, 10.5080177 50.0343648, 10.5082564 50.034323, 10.5085705 50.0342547, 10.5088856 50.034177, 10.5091629 50.0340971, 10.5094235 50.0340146, 10.5101313 50.0337716, 10.5107096 50.0335521, 10.5113221 50.0333215, 10.5121486 50.0330326, 10.5130788 50.0327594)",,St 2447,,,,
27640327,,Färbergasse,residential,,False,True,104.17999999999999,"LINESTRING (10.5040812 50.033267, 10.5041139 50.033147, 10.5041157 50.0330228, 10.5039326 50.032342)",,,,,,
"[31652506, 25432578]",,"['Kaplaneigasse', 'Hirtengasse']",residential,,False,True,155.70600000000002,"LINESTRING (10.5040812 50.033267, 10.5038048 50.0331413, 10.5036727 50.0330448, 10.5035561 50.03292, 10.503501 50.0328312, 10.5033443 50.032415, 10.5035345 50.0323893, 10.5039326 50.032342)",,,,,,
729842287,,Promenade,residential,,False,False,81.49300000000001,"LINESTRING (10.5040812 50.033267, 10.5044372 50.0333686, 10.5045497 50.0333842, 10.5046601 50.0333909, 10.5051828 50.0333565)",,,,,,
27640327,,Färbergasse,residential,,False,False,54.472,"LINESTRING (10.5038755 50.0318535, 10.5039326 50.032342)",,,,,,
27640327,,Färbergasse,residential,,False,True,45.61,"LINESTRING (10.5038755 50.0318535, 10.5038362 50.0314441)",,,,,,
626397006,,Schmiedgasse,residential,,False,False,38.593,"LINESTRING (10.5038755 50.0318535, 10.5041541 50.03185, 10.5044156 50.031856)",,,,,,
25432578,,Kaplaneigasse,residential,,False,True,61.642,"LINESTRING (10.5039326 50.032342, 10.5047926 50.0322957)",,,,,,
27640327,,Färbergasse,residential,,False,True,54.472,"LINESTRING (10.5039326 50.032342, 10.5038755 50.0318535)",,,,,,
"[25432578, 31652506]",,"['Kaplaneigasse', 'Hirtengasse']",residential,,False,False,155.70599999999996,"LINESTRING (10.5039326 50.032342, 10.5035345 50.0323893, 10.5033443 50.032415, 10.503501 50.0328312, 10.5035561 50.03292, 10.5036727 50.0330448, 10.5038048 50.0331413, 10.5040812 50.033267)",,,,,,
27640327,,Färbergasse,residential,,False,False,104.17999999999998,"LINESTRING (10.5039326 50.032342, 10.5041157 50.0330228, 10.5041139 50.033147, 10.5040812 50.033267)",,,,,,
25432590,,Fuchsgasse,residential,,False,False,138.819,"LINESTRING (10.5051828 50.0333565, 10.5051675 50.0330263, 10.5048847 50.0330297, 10.5048344 50.0326568, 10.5047926 50.0322957)",,,,,,
729842287,,Promenade,residential,,False,False,55.010000000000005,"LINESTRING (10.5051828 50.0333565, 10.5055896 50.0333353, 10.5059483 50.0333038)",,,,,,
729842287,,Promenade,residential,,False,True,81.49300000000001,"LINESTRING (10.5051828 50.0333565, 10.5046601 50.0333909, 10.5045497 50.0333842, 10.5044372 50.0333686, 10.5040812 50.033267)",,,,,,
39626280,1,,secondary,50,True,False,17.357,"LINESTRING (10.5133833 50.0326218, 10.5133835 50.0325828, 10.5134014 50.0325455, 10.5134355 50.0325132, 10.5134828 50.0324887)",,St 2447,,roundabout,,
27622486,,Centstraße,residential,,False,True,51.175,"LINESTRING (10.5115304 50.0326009, 10.5114489 50.0325612, 10.5113056 50.0325009, 10.5111677 50.0322739, 10.5111043 50.0322712)",,,,,,
29327469,,Badergasse,residential,,False,False,16.542,"LINESTRING (10.5037585 50.0308118, 10.5037694 50.0309604)",,,,,,
"[680270907, 23074123]",,Hauptstraße,residential,30,True,False,55.438,"LINESTRING (10.5083228 50.0314936, 10.5086079 50.0314994, 10.5090988 50.0315003)",4.2,,,,,
"[31652076, 1267908148]",,Spenglergasse,residential,30,False,False,99.349,"LINESTRING (10.5083228 50.0314936, 10.5083224 50.0315538, 10.5083223 50.0315634, 10.5083268 50.0316597, 10.5083547 50.0318594, 10.5083612 50.0318846, 10.5083702 50.03192, 10.5084103 50.0320971, 10.5084294 50.0322404, 10.5084501 50.0323824)",,,,,,
23074123,,Hauptstraße,residential,30,True,False,17.114,"LINESTRING (10.5078142 50.0314906, 10.5080538 50.0314914)",,,,,,
