osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,bridge,width
"[402433296, 28749452, 402433294]",Am Leinritt,living_street,False,False,100.98400000000001,,"LINESTRING (10.8821306 49.893886, 10.8820956 49.8939009, 10.8818829 49.8939912, 10.881254 49.8943023, 10.8810158 49.8944401)",,,,
34987886,Am Leinritt,residential,True,False,43.955,30,"LINESTRING (10.8821306 49.893886, 10.8820991 49.8938778, 10.8820654 49.8938596, 10.8819974 49.8938229, 10.8817207 49.8936594, 10.881668 49.8936283)",1,,,
127292907,Untere Sandstraße,unclassified,False,True,10.352,30,"LINESTRING (10.881668 49.8936283, 10.8816158 49.8936662, 10.8815895 49.8937051)",2,,,5 m
"[144695168, 224335453]",Untere Sandstraße,unclassified,True,False,99.93,30,"LINESTRING (10.881668 49.8936283, 10.8820169 49.8933587, 10.8823178 49.893132, 10.8823844 49.8930818, 10.8824721 49.8930063, 10.8825706 49.8929438)",1,,,5 m
"[68342945, 28237515, 67536461, 28201390, 134383602, 183962518, 68342941]","['Mühlwörth', 'Nonnenbrücke']","['residential', 'living_street']",False,False,217.96700000000004,50,"LINESTRING (10.8885074 49.8889387, 10.8884868 49.8889126, 10.8884848 49.8888883, 10.8884917 49.8888666, 10.8885074 49.8888298, 10.888653 49.8886408, 10.888791 49.8884801, 10.888834 49.8884318, 10.8888735 49.8883893, 10.8888971 49.8883658, 10.888989 49.8882792, 10.8890918 49.8881982, 10.8892947 49.8880545, 10.8894334 49.8879683, 10.889762 49.8877799, 10.8898108 49.8877653, 10.8898498 49.8877492, 10.890016 49.8876086, 10.8900434 49.887595, 10.8900725 49.8875895, 10.8900987 49.8875876, 10.8900605 49.8875189, 10.8899487 49.8875981, 10.8899236 49.8876197)",1,,,
"[26460615, 26460616, 33275888, 134383605, 134383606, 67654135]",Obere Mühlbrücke,living_street,False,True,153.00199999999998,,"LINESTRING (10.8885074 49.8889387, 10.8884903 49.8889655, 10.8883427 49.8891589, 10.8883238 49.8891751, 10.8883041 49.8891831, 10.8882775 49.8891864, 10.888233 49.8891919, 10.8882008 49.8891924, 10.8881359 49.8891884, 10.8880432 49.8891926, 10.8880192 49.8891946, 10.887847 49.8892089, 10.8878158 49.8892074, 10.8877882 49.8891953, 10.8876454 49.8891375, 10.8876198 49.889115, 10.8875904 49.8890878, 10.887433 49.8891554, 10.8872816 49.889248, 10.887084 49.8891449, 10.88689 49.8890327)",,,yes,3.7
"[67654137, 463800218, 122749094, 1184796270]",Nonnenbrücke,residential,False,True,59.95399999999999,50,"LINESTRING (10.8885074 49.8889387, 10.8887841 49.8890441, 10.8889217 49.8891005, 10.8890847 49.889182, 10.889133 49.8892144, 10.88917 49.8892574)",1,,,
73165761,Hauptwachstraße,living_street,False,False,27.024,,"LINESTRING (10.8907603 49.8952508, 10.890601 49.8950305)",,,,
"[139727699, 25643135]",Hauptwachstraße,living_street,False,True,66.735,,"LINESTRING (10.8907603 49.8952508, 10.8907869 49.8953032, 10.8908132 49.8953559, 10.8910459 49.8957809, 10.8910637 49.8958182)",,,,"['7', '9']"
"[73413061, 139727720, 502027344, 89667665, 354893205, 139727702, 144391160, 144391161, 139727711]","['Heinrichstraße', 'Promenadestraße']","['living_street', 'residential']",False,False,152.21300000000002,20,"LINESTRING (10.8907603 49.8952508, 10.890956 49.8951834, 10.8910855 49.8951151, 10.8913502 49.8949686, 10.891616 49.894804, 10.8917167 49.8948841, 10.8918318 49.8949738, 10.8919283 49.895049, 10.8920229 49.8951257, 10.8920871 49.8951761, 10.8921654 49.8952414, 10.8922537 49.8953151)",2,,,6.5
"[144733480, 135243587]",Vorderer Graben,living_street,False,True,16.113,,"LINESTRING (10.8877544 49.8958368, 10.8879003 49.8958299, 10.8879788 49.8958267)",,,,
38771216,,living_street,False,True,100.62599999999999,,"LINESTRING (10.8834882 49.8875638, 10.8828376 49.8877007, 10.8825658 49.8877404, 10.8824677 49.8877424, 10.8821323 49.8876952)",,,,
"[19100201, 127853588, 127853590]",Markusstraße,tertiary,False,True,108.81099999999999,30,"LINESTRING (10.8827054 49.8943637, 10.8826078 49.8943081, 10.8822487 49.8940828, 10.8819083 49.8938686, 10.8817085 49.8937507, 10.8816407 49.8937157, 10.8815895 49.8937051)",2,BAs 36,yes,
"[64455904, 144695146, 110204828]",Fischerei,living_street,False,True,56.275000000000006,,"LINESTRING (10.8827054 49.8943637, 10.8827831 49.8943196, 10.8829277 49.8942354, 10.8832984 49.8940318)","['2', '1']",,,
"[37864765, 454040294, 122504903]",Markusstraße,tertiary,False,False,187.985,30,"LINESTRING (10.8827054 49.8943637, 10.8831198 49.894588, 10.8835006 49.8947948, 10.8836958 49.8948996, 10.8837285 49.8949176, 10.8839271 49.8950269, 10.8840704 49.8951057, 10.8843921 49.8952828, 10.884474 49.8953308, 10.8845496 49.895375, 10.8846795 49.8954749)",2,BAs 36,,
"[127853594, 1130848802]",Schiffbauplatz,residential,False,False,61.922999999999995,30,"LINESTRING (10.8802537 49.8959932, 10.8806485 49.8955711, 10.8806966 49.895515)",2,,,
59094230,Vorderer Graben,living_street,True,False,13.193,,"LINESTRING (10.8875714 49.8958502, 10.8877544 49.8958368)",,,,
"[135158619, 144733483, 1191552158]",Vorderer Graben,living_street,False,True,151.124,,"LINESTRING (10.8875714 49.8958502, 10.8871249 49.8958743, 10.8870374 49.8958721, 10.8869518 49.8958565, 10.8868534 49.8958178, 10.8864318 49.8955742, 10.8860629 49.8953714, 10.8859696 49.8952972, 10.8859491 49.8952746, 10.8859255 49.8952447, 10.8859042 49.8951966)",,,,
27419372,Geyerswörthstraße,tertiary,False,True,21.082,30,"LINESTRING (10.8884032 49.8901508, 10.8882616 49.890317)",3,,,
"[192219544, 192978073, 73169165, 192978070]",Geyerswörthstraße,tertiary,False,False,113.87599999999999,30,"LINESTRING (10.8884032 49.8901508, 10.8885008 49.8900366, 10.8886758 49.8898173, 10.8890071 49.8894021, 10.8891022 49.8893004, 10.8891276 49.8892801, 10.88917 49.8892574)","['2', '3']",,,
"[131752235, 52562701]",Schranne,unclassified,False,False,31.804999999999996,30,"LINESTRING (10.8862087 49.8906795, 10.8859924 49.8905903, 10.8858882 49.8905423, 10.8858682 49.8905237, 10.8858605 49.8905091)",2,,,
"[358503872, 122749097, 131752234, 395800594, 395800596, 34987893]","['Geyerswörthplatz', 'Schranne']",unclassified,False,"[False, True]",76.881,30,"LINESTRING (10.8862087 49.8906795, 10.8864157 49.8907577, 10.8864581 49.8907798, 10.886467 49.8908021, 10.8864597 49.8908219, 10.8863867 49.8909205, 10.8863185 49.8910014, 10.8862093 49.8911308, 10.886128 49.8912272)",,,,
"[1008867880, 67845783]",Dominikanerstraße,living_street,False,False,10.811,,"LINESTRING (10.8846733 49.8916796, 10.8845935 49.8916918, 10.8845253 49.8916981)",,,,
"[402433296, 28749452, 402433294]",Am Leinritt,living_street,False,True,100.984,,"LINESTRING (10.8810158 49.8944401, 10.881254 49.8943023, 10.8818829 49.8939912, 10.8820956 49.8939009, 10.8821306 49.893886)",,,,
"[1184798081, 187204972, 358510476, 358510477, 187204973, 358510478, 24228442, 120430808, 1232379866, 117357371]","['Am Zwinger', 'Dr.-Haas-Straße']",residential,False,"[False, True]",306.312,30,"LINESTRING (10.8936934 49.8892921, 10.8935837 49.8892699, 10.8935441 49.8892618, 10.8932575 49.889203, 10.8930451 49.8891563, 10.8929907 49.8891368, 10.8929569 49.8891167, 10.892928 49.8890766, 10.892781 49.8888394, 10.8927426 49.8887887, 10.8926978 49.8887492, 10.8925766 49.8886677, 10.8922812 49.8885207, 10.8920018 49.8884189, 10.8920408 49.8883421, 10.8921167 49.8881926, 10.8922368 49.8879494, 10.892393 49.8876328, 10.8924414 49.8875346, 10.8925619 49.8872818, 10.8926018 49.887198)",2,,,
"[117357376, 1183733106, 656270067, 151857490, 1191553878, 1191553879, 1191553880, 1191553881, 1191553882, 1191553883]",Hainstraße,unclassified,False,True,120.763,30,"LINESTRING (10.8936934 49.8892921, 10.8936569 49.8893662, 10.8936153 49.8894505, 10.8935833 49.8895154, 10.8935278 49.8896279, 10.8935052 49.8896738, 10.8934746 49.8897357, 10.8934358 49.8898144, 10.8934027 49.8898819, 10.8933601 49.8899688, 10.89321 49.8902608, 10.8931942 49.8902778, 10.893176 49.8902945, 10.8931375 49.8903081)","['2', '3']",,,
121270451,Nonnenbrücke,tertiary,False,False,38.493,30,"LINESTRING (10.8911836 49.889795, 10.8910706 49.8897549, 10.8910323 49.8897409, 10.8908487 49.889674, 10.8907202 49.8896201)",2,,,
"[291349264, 121270452, 121270453]","['Richard-Wagner-Straße', 'Schillerplatz']",tertiary,False,True,151.682,30,"LINESTRING (10.8911836 49.889795, 10.8912881 49.8898264, 10.891334 49.8898388, 10.8914612 49.889873, 10.8917695 49.8899538, 10.8918298 49.8899698, 10.8921997 49.8900603, 10.8925826 49.8901562, 10.8930028 49.8902478, 10.8930969 49.8902798, 10.8931192 49.8902941, 10.8931375 49.8903081)",2,,,
"[38027971, 27419415, 151857494, 73169167]",Hainstraße,tertiary,False,True,182.564,50,"LINESTRING (10.8926153 49.891887, 10.8925717 49.891753, 10.8925667 49.8917037, 10.8925644 49.8916806, 10.8925737 49.8916144, 10.8926138 49.8915082, 10.8927155 49.8913164, 10.8928167 49.8911088, 10.8928427 49.8910553, 10.8929035 49.890928, 10.8929201 49.8908933, 10.8930266 49.8906638, 10.8931598 49.8903765, 10.8931624 49.8903561, 10.8931549 49.8903329, 10.8931375 49.8903081)","['4', '2', '3']",,,
122502092,Lange Straße,tertiary,True,False,23.261,50,"LINESTRING (10.8926153 49.891887, 10.8923537 49.8919016, 10.8922918 49.8919051)",1,,,
"[911741744, 759785025, 192963674, 48412248]",Willy-Lessing-Straße,tertiary,False,True,131.51,50,"LINESTRING (10.8926153 49.891887, 10.8926589 49.8920088, 10.8926734 49.8920492, 10.8927597 49.8922904, 10.8928366 49.8925048, 10.8928603 49.8925709, 10.8929241 49.8927492, 10.8929576 49.8928428, 10.8930061 49.8929781, 10.893009 49.892986, 10.8930281 49.8930394)",4,,,
"[968740424, 193072584, 1184824426, 1184824425, 77606349, 982196367, 139718672, 122502098, 61814835, 53723132]",Promenadestraße,residential,True,False,128.094,30,"LINESTRING (10.8922918 49.8919051, 10.8923033 49.8920325, 10.8923046 49.8920866, 10.892306 49.8921684, 10.8923042 49.8922033, 10.8922996 49.892246, 10.8922497 49.8924056, 10.8922133 49.892478, 10.8921557 49.8925927, 10.892025 49.8928002, 10.8919962 49.892846, 10.8919009 49.893013)",1,,,
"[805305536, 64455874, 308746884, 291353452, 64455885, 72254543, 964530576, 964530577, 1191553042, 964530575]",Lange Straße,tertiary,True,False,149.532,"['50', '20']","LINESTRING (10.8922918 49.8919051, 10.8921636 49.8919125, 10.8920594 49.8919185, 10.8918644 49.8919325, 10.8916656 49.8919606, 10.8915557 49.8919805, 10.8914701 49.8919987, 10.8913578 49.8920227, 10.8913038 49.8920344, 10.8911138 49.8920773, 10.8909957 49.8921039, 10.8907955 49.8921493, 10.8907248 49.8921647, 10.8904976 49.8922162, 10.8904447 49.8922272, 10.8903582 49.8922461, 10.8902882 49.8922609)",1,,,
122504897,Kleberstraße,residential,True,False,50.077,30,"LINESTRING (10.8846795 49.8954749, 10.8847772 49.8955169, 10.885261 49.8957249)",1,,,
"[37864765, 454040294, 122504903]",Markusstraße,tertiary,False,True,187.985,30,"LINESTRING (10.8846795 49.8954749, 10.8845496 49.895375, 10.884474 49.8953308, 10.8843921 49.8952828, 10.8840704 49.8951057, 10.8839271 49.8950269, 10.8837285 49.8949176, 10.8836958 49.8948996, 10.8835006 49.8947948, 10.8831198 49.894588, 10.8827054 49.8943637)",2,BAs 36,,
"[193160102, 937985005, 86377901, 82711695, 88700503]",Markusplatz,unclassified,False,True,98.031,30,"LINESTRING (10.8846795 49.8954749, 10.8845038 49.8955322, 10.8844767 49.8955444, 10.8844512 49.8955559, 10.8842583 49.8956426, 10.8841574 49.8956879, 10.8839934 49.8957614, 10.8839271 49.8957911, 10.8838462 49.8958274, 10.8835765 49.8959482, 10.8835423 49.8959635)",2,,,
"[193160102, 937985005, 86377901, 82711695, 88700503]",Markusplatz,unclassified,False,False,98.03099999999999,30,"LINESTRING (10.8835423 49.8959635, 10.8835765 49.8959482, 10.8838462 49.8958274, 10.8839271 49.8957911, 10.8839934 49.8957614, 10.8841574 49.8956879, 10.8842583 49.8956426, 10.8844512 49.8955559, 10.8844767 49.8955444, 10.8845038 49.8955322, 10.8846795 49.8954749)",2,,,
"[905879040, 118328928, 135171296, 1130848803, 1130848804, 1130848805, 1130848806, 1130848807, 1130848808, 1130848809, 1130848810, 198626988, 198626989, 884343699, 127853595]",Steinertstraße,residential,False,True,210.01100000000002,"['50', '30']","LINESTRING (10.8835423 49.8959635, 10.8834703 49.8959421, 10.8833809 49.8959262, 10.8833072 49.8959147, 10.8830466 49.8958778, 10.8825944 49.8958122, 10.8825652 49.895808, 10.8824358 49.8957893, 10.8823422 49.8957749, 10.8822953 49.8957677, 10.8819243 49.8957106, 10.881825 49.8956954, 10.8817363 49.8956818, 10.8816654 49.8956709, 10.8816208 49.8956641, 10.8813565 49.895625, 10.8812331 49.8956066, 10.8811971 49.8956012, 10.8809524 49.8955647, 10.8808318 49.8955437, 10.8806966 49.895515)",2,,,
"[948641191, 121270446, 291349263, 455241199, 121270450]",Nonnenbrücke,tertiary,False,"[False, True]",118.718,30,"LINESTRING (10.88917 49.8892574, 10.8892041 49.8892526, 10.8892498 49.8892569, 10.889311 49.889273, 10.8895812 49.8893482, 10.8896833 49.8893744, 10.8901653 49.8894888, 10.8902775 49.8895154, 10.8904698 49.8895559, 10.8905802 49.8895785, 10.8906318 49.8895915, 10.8907202 49.8896201)",2,,yes,
"[67654137, 1184796270, 122749094, 463800218]",Nonnenbrücke,residential,False,False,59.954,50,"LINESTRING (10.88917 49.8892574, 10.889133 49.8892144, 10.8890847 49.889182, 10.8889217 49.8891005, 10.8887841 49.8890441, 10.8885074 49.8889387)",1,,,
"[192219544, 192978073, 73169165, 192978070]",Geyerswörthstraße,tertiary,False,True,113.87599999999999,30,"LINESTRING (10.88917 49.8892574, 10.8891276 49.8892801, 10.8891022 49.8893004, 10.8890071 49.8894021, 10.8886758 49.8898173, 10.8885008 49.8900366, 10.8884032 49.8901508)","['2', '3']",,,
"[1149432374, 67643798, 76041262]",Judenstraße,residential,False,True,62.79299999999999,30,"LINESTRING (10.885519 49.8899952, 10.8855662 49.8899382, 10.8856301 49.8898773, 10.8856988 49.8898118, 10.8858991 49.8896209, 10.8860067 49.8895265)",,,,
122749089,Balthasargäßchen,tertiary,False,False,48.614,30,"LINESTRING (10.885519 49.8899952, 10.885551 49.8900082, 10.8858774 49.8901405, 10.8859991 49.8901896, 10.8860933 49.8902281)",2,,,
"[146203655, 77117499, 52379915, 108741965, 123062414, 67027831, 67027833, 67027827, 1149836374, 1149836375, 67027832, 67027830, 1149849528, 358505083, 358505084]",Unterer Kaulberg,tertiary,False,False,283.11199999999997,30,"LINESTRING (10.885519 49.8899952, 10.8854851 49.8899903, 10.8853164 49.8899957, 10.8852419 49.8899981, 10.8851711 49.8899919, 10.8851165 49.8899814, 10.8850728 49.8899652, 10.8850147 49.8899355, 10.8849726 49.889914, 10.8849021 49.8898772, 10.884768 49.8898065, 10.8847181 49.8897805, 10.8846513 49.8897482, 10.8845882 49.8897169, 10.8843966 49.8896219, 10.8842444 49.8895413, 10.8840544 49.8894452, 10.8839112 49.8893702, 10.8837563 49.8892891, 10.8837288 49.8892747, 10.8836929 49.8892559, 10.8836586 49.889238, 10.8835639 49.8891884, 10.8834007 49.8891086, 10.8833337 49.8890768, 10.8831238 49.8889802, 10.8830667 49.8889527, 10.8830356 49.8889378, 10.8830136 49.8889272, 10.882899 49.8888721, 10.8826518 49.8887501, 10.8825766 49.888713, 10.8824924 49.8886685, 10.8824386 49.8886382, 10.8824298 49.8886333, 10.8824212 49.8886278, 10.88241 49.8886207, 10.8823722 49.8885967, 10.8823362 49.8885677)",2,,,
"[122749090, 122749091, 96590372, 96590373, 122749095, 52876749, 109829808]","['Bischofsmühlbrücke', 'Schranne']",tertiary,False,"[False, True]",136.668,30,"LINESTRING (10.8860933 49.8902281, 10.8861886 49.890169, 10.8862377 49.8901441, 10.8862718 49.890127, 10.886321 49.8901086, 10.8863594 49.8900959, 10.8863933 49.8900864, 10.8864817 49.8900742, 10.886573 49.8900704, 10.886651 49.8900698, 10.8867417 49.8900776, 10.8868425 49.8900931, 10.8869407 49.8901081, 10.8870301 49.8901218, 10.8871124 49.8901344, 10.8877831 49.8902251, 10.8878942 49.8902443)",2,,yes,
122749089,Balthasargäßchen,tertiary,False,True,48.614,30,"LINESTRING (10.8860933 49.8902281, 10.8859991 49.8901896, 10.8858774 49.8901405, 10.885551 49.8900082, 10.885519 49.8899952)",2,,,
122749096,Schranne,unclassified,False,True,35.45399999999999,30,"LINESTRING (10.8860933 49.8902281, 10.8860217 49.8903224, 10.8859947 49.8903541, 10.885873 49.8904886, 10.8858605 49.8905091)",2,,,
"[122749090, 122749091, 96590372, 96590373, 122749095, 52876749, 109829808]","['Bischofsmühlbrücke', 'Schranne']",tertiary,False,"[False, True]",136.668,30,"LINESTRING (10.8878942 49.8902443, 10.8877831 49.8902251, 10.8871124 49.8901344, 10.8870301 49.8901218, 10.8869407 49.8901081, 10.8868425 49.8900931, 10.8867417 49.8900776, 10.886651 49.8900698, 10.886573 49.8900704, 10.8864817 49.8900742, 10.8863933 49.8900864, 10.8863594 49.8900959, 10.886321 49.8901086, 10.8862718 49.890127, 10.8862377 49.8901441, 10.8861886 49.890169, 10.8860933 49.8902281)",2,,yes,
144695143,Bischofsmühlbrücke,tertiary,False,False,27.609999999999996,30,"LINESTRING (10.8878942 49.8902443, 10.8881404 49.8902997, 10.8881925 49.8903104, 10.8882332 49.8903155, 10.8882616 49.890317)",2,,,
192219549,,tertiary_link,True,False,38.884,30,"LINESTRING (10.8878942 49.8902443, 10.8879977 49.8902425, 10.8880985 49.8902361, 10.8881894 49.8902218, 10.8882581 49.8902018, 10.8883269 49.8901647, 10.8884032 49.8901508)",1,,,
27419372,Geyerswörthstraße,tertiary,False,False,21.082,30,"LINESTRING (10.8882616 49.890317, 10.8884032 49.8901508)",3,,,
144695143,Bischofsmühlbrücke,tertiary,False,True,27.61,30,"LINESTRING (10.8882616 49.890317, 10.8882332 49.8903155, 10.8881925 49.8903104, 10.8881404 49.8902997, 10.8878942 49.8902443)",2,,,
"[192219545, 34987897, 192978069, 144695151]",Geyerswörthstraße,residential,False,True,95.981,50,"LINESTRING (10.8882616 49.890317, 10.8882285 49.8903564, 10.8881612 49.8904366, 10.8880628 49.8905539, 10.8880414 49.8905771, 10.888039 49.89058, 10.8879679 49.8906649, 10.8878828 49.8907598, 10.8877903 49.890863, 10.8877487 49.8909056, 10.8876542 49.8910025, 10.8875934 49.8910648)","['4', '2']",,,
"[123062403, 122749093]",Lugbank,residential,True,False,96.96,30,"LINESTRING (10.8858605 49.8905091, 10.8857815 49.8905146, 10.8855802 49.8904873, 10.8853517 49.8904296, 10.885313 49.890505, 10.8853036 49.8905347, 10.8853004 49.8905911, 10.8852963 49.8906525, 10.8852795 49.8907146, 10.8852485 49.8907798, 10.8851635 49.8909421)",,,,
122749096,Schranne,unclassified,False,False,35.454,30,"LINESTRING (10.8858605 49.8905091, 10.885873 49.8904886, 10.8859947 49.8903541, 10.8860217 49.8903224, 10.8860933 49.8902281)",2,,,
"[131752235, 52562701]",Schranne,unclassified,False,True,31.805,30,"LINESTRING (10.8858605 49.8905091, 10.8858682 49.8905237, 10.8858882 49.8905423, 10.8859924 49.8905903, 10.8862087 49.8906795)",2,,,
102134107,Karolinenstraße,unclassified,False,True,25.64,30,"LINESTRING (10.8858175 49.8911125, 10.886128 49.8912272)",,,,
122749092,Herrenstraße,residential,True,False,55.709,30,"LINESTRING (10.8858175 49.8911125, 10.8862087 49.8906795)",,,,
123062402,Karolinenstraße,unclassified,False,False,7.075,30,"LINESTRING (10.8858175 49.8911125, 10.885728 49.8910856)",,,,
"[48412248, 759785025, 911741744, 192963674]",Willy-Lessing-Straße,tertiary,False,False,131.51,50,"LINESTRING (10.8930281 49.8930394, 10.893009 49.892986, 10.8930061 49.8929781, 10.8929576 49.8928428, 10.8929241 49.8927492, 10.8928603 49.8925709, 10.8928366 49.8925048, 10.8927597 49.8922904, 10.8926734 49.8920492, 10.8926589 49.8920088, 10.8926153 49.891887)",4,,,
"[38033459, 192963675]",Willy-Lessing-Straße,tertiary,False,True,119.961,50,"LINESTRING (10.8930281 49.8930394, 10.8930438 49.8930849, 10.8930512 49.8931063, 10.8931136 49.8932872, 10.8932195 49.8935788, 10.8934053 49.8940905)",4,,,
"[192963675, 38033459]",Willy-Lessing-Straße,tertiary,False,False,119.96100000000001,50,"LINESTRING (10.8934053 49.8940905, 10.8932195 49.8935788, 10.8931136 49.8932872, 10.8930512 49.8931063, 10.8930438 49.8930849, 10.8930281 49.8930394)",4,,,
