osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,lanes
49190056,False,,Theodor-Heuss-Straße,residential,,False,127.06899999999999,"LINESTRING (13.3776149 48.7301441, 13.3776551 48.7299752, 13.3777394 48.7296204, 13.3778503 48.7293199, 13.377837 48.7291628, 13.3777761 48.7290224)",,,
365196772,False,St 2127,Dreiburgenstraße,secondary,,False,199.33100000000002,"LINESTRING (13.3776149 48.7301441, 13.377791 48.7301117, 13.3779781 48.7300612, 13.3790087 48.7296484, 13.3791989 48.7295392, 13.3794267 48.7294005, 13.3796375 48.7292721, 13.3798583 48.7291608)",,,
"[47927802, 369339501, 49190055]",False,PA 19,Marktplatz,tertiary,,True,64.641,"LINESTRING (13.3806654 48.7272931, 13.3806712 48.7274248, 13.3806541 48.7275486, 13.3806148 48.7276759, 13.3805715 48.7277815, 13.380555 48.7278129, 13.3805255 48.7278619)",,,
"[1163113283, 328317878]",False,PA 19,Passauer Straße,secondary,,False,353.373,"LINESTRING (13.3806654 48.7272931, 13.3806647 48.7272565, 13.3806616 48.727103, 13.3806841 48.7270215, 13.3807563 48.7269548, 13.3808381 48.7269188, 13.3809135 48.7268902, 13.3809985 48.7268712, 13.3810948 48.7268691, 13.3812039 48.7268892, 13.3813515 48.72694, 13.3815325 48.7270198, 13.3819084 48.7271855, 13.381966 48.7272109, 13.3820799 48.7272416, 13.3822372 48.7272607, 13.3824137 48.7272575, 13.3825757 48.7272416, 13.3827605 48.727184, 13.3828725 48.7271358, 13.3829748 48.7270501, 13.3830566 48.7269112, 13.3830767 48.7267484, 13.3830087 48.7265021, 13.3829152 48.7261799, 13.3828421 48.7259123)",,,
328317892,False,,Färbergasse,residential,,True,184.29500000000002,"LINESTRING (13.3806654 48.7272931, 13.3805019 48.7271865, 13.3803547 48.7271327, 13.3799479 48.7269083, 13.3796841 48.7267649, 13.3796197 48.7267363, 13.3794145 48.7266589, 13.3792565 48.7266245, 13.3790097 48.7266204, 13.3786856 48.7266161, 13.3784955 48.726627)",,,
453295838,False,,Kirchweg,residential,,False,69.458,"LINESTRING (13.3748434 48.729225, 13.3755608 48.7293742, 13.3756127 48.7293742, 13.3756607 48.7293742, 13.3757555 48.729372)",,,
369339717,False,,,residential,,True,8.548,"LINESTRING (13.378504 48.7260316, 13.3784325 48.7260923)",,,
452106739,False,,Insel,residential,,False,128.213,"LINESTRING (13.378504 48.7260316, 13.3787368 48.7259847, 13.3789684 48.7258982, 13.3790147 48.7258218, 13.3791382 48.7250917)",,,
71133376,False,,,residential,,False,29.893,"LINESTRING (13.3784955 48.726627, 13.378448 48.72636)",,,
49034899,False,,Färbergasse,residential,,True,195.911,"LINESTRING (13.3784955 48.726627, 13.3783466 48.7266683, 13.3780914 48.7267313, 13.3777517 48.7268152, 13.3770537 48.7269878, 13.3766843 48.7270782, 13.3763101 48.7271005, 13.3759512 48.7270944)",,,
328317892,False,,Färbergasse,residential,,False,184.295,"LINESTRING (13.3784955 48.726627, 13.3786856 48.7266161, 13.3790097 48.7266204, 13.3792565 48.7266245, 13.3794145 48.7266589, 13.3796197 48.7267363, 13.3796841 48.7267649, 13.3799479 48.7269083, 13.3803547 48.7271327, 13.3805019 48.7271865, 13.3806654 48.7272931)",,,
71133376,False,,,residential,,True,29.893,"LINESTRING (13.378448 48.72636, 13.3784955 48.726627)",,,
49034855,False,,Bahnhofstraße,residential,,False,327.87200000000007,"LINESTRING (13.378448 48.72636, 13.379388 48.7262893, 13.3796603 48.7262488, 13.3799961 48.726168, 13.3803206 48.7261081, 13.3807108 48.7260872, 13.3809735 48.7260705, 13.3812509 48.7260528, 13.3816104 48.7260679, 13.381636 48.726066, 13.3819377 48.7260435, 13.3823174 48.725978, 13.3826066 48.7259414, 13.382711 48.7259281, 13.3828421 48.7259123)",,,
"[71133376, 369339717]",False,,,residential,,False,29.829,"LINESTRING (13.378448 48.72636, 13.3784327 48.7262446, 13.3784281 48.7261627, 13.3784325 48.7260923)",,,
452106739,False,,Insel,residential,,True,128.213,"LINESTRING (13.3791382 48.7250917, 13.3790147 48.7258218, 13.3789684 48.7258982, 13.3787368 48.7259847, 13.378504 48.7260316)",,,
49190056,False,,Theodor-Heuss-Straße,residential,,False,55.626,"LINESTRING (13.3777761 48.7290224, 13.3774934 48.7285582)",,,
49190056,False,,Theodor-Heuss-Straße,residential,,True,127.06899999999999,"LINESTRING (13.3777761 48.7290224, 13.377837 48.7291628, 13.3778503 48.7293199, 13.3777394 48.7296204, 13.3776551 48.7299752, 13.3776149 48.7301441)",,,
453295141,False,,Kirchweg,residential,,False,187.475,"LINESTRING (13.3777761 48.7290224, 13.3778652 48.7289923, 13.3789606 48.728622, 13.3790426 48.7285971, 13.3794242 48.7284811, 13.3794475 48.7284755, 13.3796092 48.7284643, 13.3797532 48.7284653, 13.3801321 48.728503)",,,
453295950,False,,Kirchweg,residential,,True,99.92599999999999,"LINESTRING (13.3777761 48.7290224, 13.3775028 48.7290873, 13.3772454 48.7291298, 13.3771183 48.7291414, 13.3769429 48.7291478, 13.3768367 48.7291457, 13.376441 48.7291308)",,,
333038636,False,,Theodor-Heuss-Straße,residential,,True,91.87899999999999,"LINESTRING (13.3790689 48.7280971, 13.3792867 48.7281042, 13.3793645 48.7281067, 13.3796168 48.7281404, 13.3797502 48.7281583, 13.3798185 48.7281674, 13.3803039 48.728226)",,,
49034863,False,,Am Blümersberg,residential,,False,204.03600000000003,"LINESTRING (13.3791281 48.730918, 13.3794758 48.7309931, 13.3804546 48.7312045, 13.3811172 48.7313377, 13.3817999 48.7314179)",,destination,
128954615,False,,Herrenstraße,residential,,True,205.595,"LINESTRING (13.3791281 48.730918, 13.3797602 48.7297334, 13.379792 48.7296616, 13.3797987 48.7296464, 13.3799135 48.7293874, 13.3799119 48.7293169, 13.3799105 48.7292559, 13.3798583 48.7291608)",,,
49034861,False,,Posthalterstraße,residential,,True,92.87199999999999,"LINESTRING (13.3851426 48.7238253, 13.385112 48.7238686, 13.3847895 48.7242006, 13.3843837 48.7244885)",,,
49034855,False,,Bahnhofstraße,residential,,True,327.87200000000007,"LINESTRING (13.3828421 48.7259123, 13.382711 48.7259281, 13.3826066 48.7259414, 13.3823174 48.725978, 13.3819377 48.7260435, 13.381636 48.726066, 13.3816104 48.7260679, 13.3812509 48.7260528, 13.3809735 48.7260705, 13.3807108 48.7260872, 13.3803206 48.7261081, 13.3799961 48.726168, 13.3796603 48.7262488, 13.379388 48.7262893, 13.378448 48.72636)",,,
"[1163113282, 1163113283]",False,PA 19,Passauer Straße,secondary,,False,29.534,"LINESTRING (13.3828421 48.7259123, 13.3828276 48.7258657, 13.3828084 48.7257662, 13.382795 48.7256488)",,,
"[1163113283, 328317878]",False,PA 19,Passauer Straße,secondary,,True,353.37300000000005,"LINESTRING (13.3828421 48.7259123, 13.3829152 48.7261799, 13.3830087 48.7265021, 13.3830767 48.7267484, 13.3830566 48.7269112, 13.3829748 48.7270501, 13.3828725 48.7271358, 13.3827605 48.727184, 13.3825757 48.7272416, 13.3824137 48.7272575, 13.3822372 48.7272607, 13.3820799 48.7272416, 13.381966 48.7272109, 13.3819084 48.7271855, 13.3815325 48.7270198, 13.3813515 48.72694, 13.3812039 48.7268892, 13.3810948 48.7268691, 13.3809985 48.7268712, 13.3809135 48.7268902, 13.3808381 48.7269188, 13.3807563 48.7269548, 13.3806841 48.7270215, 13.3806616 48.727103, 13.3806647 48.7272565, 13.3806654 48.7272931)",,,
49034920,False,,Max-Peinkofer-Straße,residential,,True,440.05,"LINESTRING (13.3844782 48.7273066, 13.3847574 48.7273459, 13.3849108 48.7273393, 13.3856735 48.7273066, 13.3860123 48.7272593, 13.3862365 48.7271948, 13.3864952 48.72706, 13.3865204 48.7270469, 13.3865457 48.7270001, 13.3865692 48.7269566, 13.3865944 48.72691, 13.3866469 48.7267196, 13.3866206 48.7264662, 13.3865109 48.7261843, 13.3863759 48.7258759, 13.3862723 48.7257391, 13.3860737 48.7255518, 13.385887 48.7254497, 13.385484 48.7253303, 13.3853072 48.7252779, 13.3851917 48.7252017, 13.3849222 48.7250096)",,,
"[49034921, 1163113278]",False,,Carossastraße,residential,,False,96.791,"LINESTRING (13.3844782 48.7273066, 13.3843978 48.7276455, 13.3843811 48.7277107, 13.3843695 48.7278252, 13.3844079 48.7279945, 13.3844672 48.728115, 13.38449 48.7281613)",,,
49034921,False,,Carossastraße,residential,,True,95.877,"LINESTRING (13.3844782 48.7273066, 13.3844762 48.7271822, 13.3844816 48.7267759, 13.3844843 48.7265671, 13.3843605 48.7264755)",,,
49034863,False,,Am Blümersberg,residential,,True,204.036,"LINESTRING (13.3817999 48.7314179, 13.3811172 48.7313377, 13.3804546 48.7312045, 13.3794758 48.7309931, 13.3791281 48.730918)",,destination,
218129664,False,,,unclassified,,True,88.019,"LINESTRING (13.3817999 48.7314179, 13.3820031 48.7317224, 13.3821895 48.7321645)",,destination,
"[369339504, 218129657, 336673427, 328317887]",False,,Am Blümersberg,residential,,False,413.36800000000005,"LINESTRING (13.3817999 48.7314179, 13.3818082 48.7310252, 13.3818668 48.7308656, 13.3822356 48.7304454, 13.3822806 48.7303942, 13.3823337 48.7303506, 13.3823938 48.7303013, 13.3824458 48.7302586, 13.3826123 48.7301469, 13.3826509 48.730121, 13.3827312 48.7299895, 13.3828286 48.7298661, 13.383095 48.7295357, 13.3834026 48.7293323, 13.3837383 48.7290825, 13.3839421 48.7289308, 13.3842118 48.7286384, 13.3842707 48.7285217, 13.3844082 48.7282946, 13.3844011 48.7282346)",,destination,
"[49034912, 101625336]",False,,,"['unclassified', 'residential']",,False,291.456,"LINESTRING (13.3821895 48.7321645, 13.3827784 48.7320028, 13.3834109 48.7318489, 13.3837423 48.7317539, 13.3840241 48.7315401, 13.3842623 48.7314773, 13.3848746 48.7314217, 13.385371 48.7313488, 13.3858494 48.7312859)",,,
218129664,False,,,unclassified,,False,88.019,"LINESTRING (13.3821895 48.7321645, 13.3820031 48.7317224, 13.3817999 48.7314179)",,destination,
49034914,False,,,residential,,False,73.75999999999999,"LINESTRING (13.3858494 48.7312859, 13.3859568 48.7314448, 13.3862591 48.7318917)",,,
101625336,False,,,residential,,False,101.23500000000001,"LINESTRING (13.3858494 48.7312859, 13.3862856 48.7312223, 13.3864197 48.731194, 13.3866075 48.731125, 13.3866387 48.7311059, 13.3867845 48.7310167, 13.3869526 48.730914, 13.3870312 48.7308659)",,,
"[101625336, 49034912]",False,,,"['residential', 'unclassified']",,True,291.456,"LINESTRING (13.3858494 48.7312859, 13.385371 48.7313488, 13.3848746 48.7314217, 13.3842623 48.7314773, 13.3840241 48.7315401, 13.3837423 48.7317539, 13.3834109 48.7318489, 13.3827784 48.7320028, 13.3821895 48.7321645)",,,
49034914,False,,,residential,,True,73.75999999999999,"LINESTRING (13.3862591 48.7318917, 13.3859568 48.7314448, 13.3858494 48.7312859)",,,
101625336,False,,,residential,,False,33.321999999999996,"LINESTRING (13.3870312 48.7308659, 13.3869535 48.7308234, 13.3868837 48.7307809, 13.3868207 48.7307102, 13.3867952 48.7306659, 13.3868033 48.7306252)",,,
101625336,False,,,residential,,True,101.235,"LINESTRING (13.3870312 48.7308659, 13.3869526 48.730914, 13.3867845 48.7310167, 13.3866387 48.7311059, 13.3866075 48.731125, 13.3864197 48.731194, 13.3862856 48.7312223, 13.3858494 48.7312859)",,,
49190056,False,,Theodor-Heuss-Straße,residential,,True,55.626,"LINESTRING (13.3774934 48.7285582, 13.3777761 48.7290224)",,,
"[49190056, 101476640]",False,,Theodor-Heuss-Straße,residential,,False,143.19600000000003,"LINESTRING (13.3774934 48.7285582, 13.3774735 48.7284206, 13.3775205 48.7283045, 13.3776024 48.7282243, 13.3777204 48.7281699, 13.3778017 48.7281454, 13.3779137 48.7281492, 13.3780276 48.7281886, 13.3780721 48.7282463, 13.3780778 48.7283113, 13.3780717 48.7283781, 13.3779183 48.7284428, 13.3774934 48.7285582)",,,
"[101476640, 49190056]",False,,Theodor-Heuss-Straße,residential,,True,143.196,"LINESTRING (13.3774934 48.7285582, 13.3779183 48.7284428, 13.3780717 48.7283781, 13.3780778 48.7283113, 13.3780721 48.7282463, 13.3780276 48.7281886, 13.3779137 48.7281492, 13.3778017 48.7281454, 13.3777204 48.7281699, 13.3776024 48.7282243, 13.3775205 48.7283045, 13.3774735 48.7284206, 13.3774934 48.7285582)",,,
"[47927780, 101476638, 101476639]",False,PA 19,Kaltenecker Straße,secondary,,True,47.09100000000001,"LINESTRING (13.3849803 48.7246227, 13.3849019 48.7246256, 13.3848427 48.7246231, 13.3847759 48.7246132, 13.3847134 48.724593, 13.384497 48.7245193, 13.3843837 48.7244885)",yes,,
128954621,False,,Muggenthaler Straße,secondary,30,False,43.891,"LINESTRING (13.3849803 48.7246227, 13.3850092 48.7247156, 13.3849824 48.7248428, 13.3849222 48.7250096)",,,
49034899,False,,Färbergasse,residential,,False,195.911,"LINESTRING (13.3759512 48.7270944, 13.3763101 48.7271005, 13.3766843 48.7270782, 13.3770537 48.7269878, 13.3777517 48.7268152, 13.3780914 48.7267313, 13.3783466 48.7266683, 13.3784955 48.726627)",,,
"[113414665, 333038591]",False,,,residential,,False,46.728,"LINESTRING (13.376441 48.7291308, 13.3763516 48.7290008, 13.3762067 48.7287403)",,,
453295950,False,,Kirchweg,residential,,False,99.92599999999999,"LINESTRING (13.376441 48.7291308, 13.3768367 48.7291457, 13.3769429 48.7291478, 13.3771183 48.7291414, 13.3772454 48.7291298, 13.3775028 48.7290873, 13.3777761 48.7290224)",,,
"[453295838, 453295950]",False,,Kirchweg,residential,,True,57.189,"LINESTRING (13.376441 48.7291308, 13.3761921 48.729195, 13.3760546 48.7292505, 13.3757555 48.729372)",,,
101845859,False,,,residential,,False,326.80400000000003,"LINESTRING (13.382795 48.7256488, 13.3825778 48.7256697, 13.3814442 48.7257574, 13.3808561 48.7257833, 13.3800498 48.7258136, 13.3798927 48.7258231, 13.3796075 48.7258878, 13.3792929 48.7259635, 13.3791271 48.7260364, 13.378974 48.7260701, 13.3784325 48.7260923)",,,2
1163113282,False,PA 19,Passauer Straße,secondary,,False,70.712,"LINESTRING (13.382795 48.7256488, 13.3827483 48.725283, 13.382733 48.7251629, 13.3827144 48.7250151)",,,
"[1163113282, 1163113283]",False,PA 19,Passauer Straße,secondary,,True,29.534,"LINESTRING (13.382795 48.7256488, 13.3828084 48.7257662, 13.3828276 48.7258657, 13.3828421 48.7259123)",,,
369339717,False,,,residential,,False,8.548,"LINESTRING (13.3784325 48.7260923, 13.378504 48.7260316)",,,
101845859,False,,,residential,,True,326.804,"LINESTRING (13.3784325 48.7260923, 13.378974 48.7260701, 13.3791271 48.7260364, 13.3792929 48.7259635, 13.3796075 48.7258878, 13.3798927 48.7258231, 13.3800498 48.7258136, 13.3808561 48.7257833, 13.3814442 48.7257574, 13.3825778 48.7256697, 13.382795 48.7256488)",,,2
"[71133376, 369339717]",False,,,residential,,True,29.829,"LINESTRING (13.3784325 48.7260923, 13.3784281 48.7261627, 13.3784327 48.7262446, 13.378448 48.72636)",,,
49034921,False,,Carossastraße,residential,,False,95.87700000000001,"LINESTRING (13.3843605 48.7264755, 13.3844843 48.7265671, 13.3844816 48.7267759, 13.3844762 48.7271822, 13.3844782 48.7273066)",,,
1163113280,False,,Muggenthaler Straße,secondary,30,False,171.19,"LINESTRING (13.3843605 48.7264755, 13.384288 48.7265293, 13.3842473 48.7265595, 13.3842005 48.7265943, 13.383866 48.7268569, 13.3837584 48.7269313, 13.3835958 48.7270437, 13.383394 48.7271962, 13.3832442 48.7273465, 13.3830847 48.7275548, 13.3830392 48.7277158)",,,
"[1163113280, 128954621]",False,,Muggenthaler Straße,secondary,30,True,168.733,"LINESTRING (13.3843605 48.7264755, 13.3844489 48.7263111, 13.3845437 48.7261424, 13.3845685 48.7260841, 13.3846407 48.7258821, 13.3846616 48.7257974, 13.3847123 48.7255922, 13.3847597 48.7253933, 13.3848552 48.7251094, 13.3849222 48.7250096)",,,
1163113276,False,St 2127,Hafnergasse,secondary,,True,92.633,"LINESTRING (13.3830392 48.7277158, 13.3831013 48.7277891, 13.3832237 48.7278733, 13.3833798 48.727936, 13.3834164 48.7279506, 13.3835957 48.7280021, 13.384033 48.7280905, 13.3841107 48.7281039)",,,
1163113280,False,,Muggenthaler Straße,secondary,30,True,171.18999999999997,"LINESTRING (13.3830392 48.7277158, 13.3830847 48.7275548, 13.3832442 48.7273465, 13.383394 48.7271962, 13.3835958 48.7270437, 13.3837584 48.7269313, 13.383866 48.7268569, 13.3842005 48.7265943, 13.3842473 48.7265595, 13.384288 48.7265293, 13.3843605 48.7264755)",,,
1163113277,False,St 2127,Hafnergasse,secondary,,True,16.219,"LINESTRING (13.38449 48.7281613, 13.384711 48.7281565)",,,
1163113276,False,St 2127,Hafnergasse,secondary,,False,28.573999999999998,"LINESTRING (13.38449 48.7281613, 13.3843734 48.7281492, 13.3841107 48.7281039)",,,
"[49034921, 1163113278]",False,,Carossastraße,residential,,True,96.791,"LINESTRING (13.38449 48.7281613, 13.3844672 48.728115, 13.3844079 48.7279945, 13.3843695 48.7278252, 13.3843811 48.7277107, 13.3843978 48.7276455, 13.3844782 48.7273066)",,,
"[71133403, 453957455]",False,St 2127,Hafnergasse,secondary,,False,349.81500000000005,"LINESTRING (13.3868033 48.7306252, 13.3867282 48.7305925, 13.3866531 48.7305553, 13.3865874 48.730504, 13.3865431 48.7304448, 13.3865297 48.7303714, 13.3865324 48.7301077, 13.3865552 48.7298176, 13.3865525 48.7297389, 13.3865511 48.7296354, 13.3865203 48.729554, 13.3864801 48.7294806, 13.3864184 48.7294248, 13.3863299 48.7293576, 13.3858937 48.729099, 13.3854995 48.7288836, 13.3853825 48.7288197, 13.3852256 48.7286956, 13.3851351 48.7285329, 13.3851347 48.7283347, 13.3851346 48.7282809, 13.3851029 48.728211, 13.3850208 48.7281679, 13.3849501 48.7281512, 13.384711 48.7281565)",,,
101625336,False,,,residential,,True,33.321999999999996,"LINESTRING (13.3868033 48.7306252, 13.3867952 48.7306659, 13.3868207 48.7307102, 13.3868837 48.7307809, 13.3869535 48.7308234, 13.3870312 48.7308659)",,,
152058074,False,,,residential,,False,50.522000000000006,"LINESTRING (13.3757555 48.729372, 13.3757583 48.7295802, 13.3757626 48.7296924, 13.3757489 48.729826)",,,
"[453295950, 453295838]",False,,Kirchweg,residential,,False,57.18900000000001,"LINESTRING (13.3757555 48.729372, 13.3760546 48.7292505, 13.3761921 48.729195, 13.376441 48.7291308)",,,
453295838,False,,Kirchweg,residential,,True,69.458,"LINESTRING (13.3757555 48.729372, 13.3756607 48.7293742, 13.3756127 48.7293742, 13.3755608 48.7293742, 13.3748434 48.729225)",,,
152058074,False,,,residential,,True,50.522000000000006,"LINESTRING (13.3757489 48.729826, 13.3757626 48.7296924, 13.3757583 48.7295802, 13.3757555 48.729372)",,,
93743589,False,St 2127,Herrenstraße,secondary,50,True,41.147,"LINESTRING (13.3801321 48.728503, 13.3800748 48.7286365, 13.3800393 48.7287278, 13.3800003 48.7288624)",,,
335278242,False,St 2127,Marktplatz,secondary,,False,33.28,"LINESTRING (13.3801321 48.728503, 13.3802275 48.7283503, 13.3802627 48.728294, 13.3803039 48.728226)",,,2
453295141,False,,Kirchweg,residential,,True,187.47500000000002,"LINESTRING (13.3801321 48.728503, 13.3797532 48.7284653, 13.3796092 48.7284643, 13.3794475 48.7284755, 13.3794242 48.7284811, 13.3790426 48.7285971, 13.3789606 48.728622, 13.3778652 48.7289923, 13.3777761 48.7290224)",,,
128954616,False,St 2127,Lederergasse,unclassified,,True,11.499,"LINESTRING (13.3806593 48.7279158, 13.3805255 48.7278619)",,,
"[334324416, 334325539, 369339502]",False,,"['Berggasse', 'Marktplatz']",residential,,False,138.603,"LINESTRING (13.3806593 48.7279158, 13.3807153 48.7281783, 13.3808173 48.7285045, 13.3804944 48.7286272, 13.3803816 48.72867, 13.380236 48.7287421, 13.3801279 48.7287956, 13.3800003 48.7288624)",,,
369339506,False,St 2127,Lederergasse,unclassified,,False,54.681,"LINESTRING (13.3806593 48.7279158, 13.3808795 48.7279189, 13.3810378 48.7279115, 13.3814026 48.7278879)",,,
333038636,False,,Theodor-Heuss-Straße,residential,,False,91.87899999999999,"LINESTRING (13.3803039 48.728226, 13.3798185 48.7281674, 13.3797502 48.7281583, 13.3796168 48.7281404, 13.3793645 48.7281067, 13.3792867 48.7281042, 13.3790689 48.7280971)",,,
"[408898264, 335278242]",False,St 2127,Marktplatz,secondary,,False,43.63,"LINESTRING (13.3803039 48.728226, 13.3804946 48.727909, 13.3805255 48.7278619)",,,2
335278242,False,St 2127,Marktplatz,secondary,,True,33.28,"LINESTRING (13.3803039 48.728226, 13.3802627 48.728294, 13.3802275 48.7283503, 13.3801321 48.728503)",,,2
1163113275,False,,Am Blümersberg,residential,,True,26.208,"LINESTRING (13.3841107 48.7281039, 13.3841796 48.7281551, 13.3843148 48.7281939, 13.3844011 48.7282346)",,,
1163113276,False,St 2127,Hafnergasse,secondary,,False,92.633,"LINESTRING (13.3841107 48.7281039, 13.384033 48.7280905, 13.3835957 48.7280021, 13.3834164 48.7279506, 13.3833798 48.727936, 13.3832237 48.7278733, 13.3831013 48.7277891, 13.3830392 48.7277158)",,,
1163113276,False,St 2127,Hafnergasse,secondary,,True,28.573999999999998,"LINESTRING (13.3841107 48.7281039, 13.3843734 48.7281492, 13.38449 48.7281613)",,,
333038642,False,,Brunngasse,residential,,False,83.963,"LINESTRING (13.3824962 48.7281047, 13.3824033 48.7280793, 13.3823337 48.7280602, 13.382119 48.7280177, 13.3818306 48.7279691, 13.3815515 48.7279286, 13.3814026 48.7278879)",,,
1163113277,False,St 2127,Hafnergasse,secondary,,False,16.219,"LINESTRING (13.384711 48.7281565, 13.38449 48.7281613)",,,
335742722,False,,Am Blümersberg,residential,,True,25.046,"LINESTRING (13.384711 48.7281565, 13.3846349 48.7282017, 13.3844011 48.7282346)",,,
"[71133403, 453957455]",False,St 2127,Hafnergasse,secondary,,True,349.81499999999994,"LINESTRING (13.384711 48.7281565, 13.3849501 48.7281512, 13.3850208 48.7281679, 13.3851029 48.728211, 13.3851346 48.7282809, 13.3851347 48.7283347, 13.3851351 48.7285329, 13.3852256 48.7286956, 13.3853825 48.7288197, 13.3854995 48.7288836, 13.3858937 48.729099, 13.3863299 48.7293576, 13.3864184 48.7294248, 13.3864801 48.7294806, 13.3865203 48.729554, 13.3865511 48.7296354, 13.3865525 48.7297389, 13.3865552 48.7298176, 13.3865324 48.7301077, 13.3865297 48.7303714, 13.3865431 48.7304448, 13.3865874 48.730504, 13.3866531 48.7305553, 13.3867282 48.7305925, 13.3868033 48.7306252)",,,
"[369339504, 218129657, 336673427, 328317887]",False,,Am Blümersberg,residential,,True,413.36799999999994,"LINESTRING (13.3844011 48.7282346, 13.3844082 48.7282946, 13.3842707 48.7285217, 13.3842118 48.7286384, 13.3839421 48.7289308, 13.3837383 48.7290825, 13.3834026 48.7293323, 13.383095 48.7295357, 13.3828286 48.7298661, 13.3827312 48.7299895, 13.3826509 48.730121, 13.3826123 48.7301469, 13.3824458 48.7302586, 13.3823938 48.7303013, 13.3823337 48.7303506, 13.3822806 48.7303942, 13.3822356 48.7304454, 13.3818668 48.7308656, 13.3818082 48.7310252, 13.3817999 48.7314179)",,destination,
335742722,False,,Am Blümersberg,residential,,False,25.046,"LINESTRING (13.3844011 48.7282346, 13.3846349 48.7282017, 13.384711 48.7281565)",,,
1163113275,False,,Am Blümersberg,residential,,False,26.208,"LINESTRING (13.3844011 48.7282346, 13.3843148 48.7281939, 13.3841796 48.7281551, 13.3841107 48.7281039)",,,
"[113414665, 333038591]",False,,,residential,,True,46.728,"LINESTRING (13.3762067 48.7287403, 13.3763516 48.7290008, 13.376441 48.7291308)",,,
93743589,False,St 2127,Herrenstraße,secondary,50,False,41.147000000000006,"LINESTRING (13.3800003 48.7288624, 13.3800393 48.7287278, 13.3800748 48.7286365, 13.3801321 48.728503)",,,
93743589,False,St 2127,Herrenstraße,secondary,50,True,35.573,"LINESTRING (13.3800003 48.7288624, 13.37998 48.7289781, 13.379932 48.7290981, 13.3798583 48.7291608)",,,
"[334324416, 334325539, 369339502]",False,,"['Berggasse', 'Marktplatz']",residential,,True,138.603,"LINESTRING (13.3800003 48.7288624, 13.3801279 48.7287956, 13.380236 48.7287421, 13.3803816 48.72867, 13.3804944 48.7286272, 13.3808173 48.7285045, 13.3807153 48.7281783, 13.3806593 48.7279158)",,,
333038642,False,,Brunngasse,residential,,True,83.963,"LINESTRING (13.3814026 48.7278879, 13.3815515 48.7279286, 13.3818306 48.7279691, 13.382119 48.7280177, 13.3823337 48.7280602, 13.3824033 48.7280793, 13.3824962 48.7281047)",,,
335238248,True,St 2127,Lederergasse,unclassified,,False,122.875,"LINESTRING (13.3814026 48.7278879, 13.3815513 48.7278696, 13.3817101 48.727835, 13.3820002 48.7277985, 13.3823666 48.7277996, 13.3825511 48.7278011, 13.3826515 48.727787, 13.3827903 48.7277515, 13.3829564 48.727713, 13.3830392 48.7277158)",,,
369339506,False,St 2127,Lederergasse,unclassified,,True,54.681,"LINESTRING (13.3814026 48.7278879, 13.3810378 48.7279115, 13.3808795 48.7279189, 13.3806593 48.7279158)",,,
