osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,ref,lanes
145313718,Chemnitzer Straße,primary,50,,False,False,140.385,"LINESTRING (12.9698252 50.6480584, 12.9698874 50.6477262, 12.9700156 50.6473534, 12.9700359 50.6472942, 12.9700672 50.6471146, 12.9700781 50.64696, 12.9700497 50.6468107)",B 95,2
60500346,Wettinstraße,secondary,50,,False,False,77.627,"LINESTRING (12.9710606 50.6477748, 12.9708422 50.6474025, 12.9706767 50.6471205)",S 229,
60500346,Wettinstraße,secondary,50,,False,True,71.46600000000001,"LINESTRING (12.9710606 50.6477748, 12.9713273 50.6482262, 12.9714173 50.6483764)",S 229,
11290389,Greifensteinstraße,tertiary,50,,False,False,26.959,"LINESTRING (12.9640754 50.645826, 12.9636997 50.645871)",K 7170,
11290389,Greifensteinstraße,tertiary,50,,False,True,102.86999999999999,"LINESTRING (12.9640754 50.645826, 12.9645425 50.6457772, 12.9647993 50.6457452, 12.9650603 50.6457321, 12.9655223 50.6457293)",K 7170,
25823184,Steinbüschelstraße,residential,,8,True,False,221.044,"LINESTRING (12.9640754 50.645826, 12.9642335 50.6461063, 12.964464 50.6464451, 12.9646992 50.6467797, 12.9649469 50.647155, 12.9651344 50.6475654, 12.9652589 50.6476568)",,
60500366,Steinbüschelstraße,residential,,8,True,False,41.967999999999996,"LINESTRING (12.9664995 50.6476861, 12.9669274 50.6475982, 12.9670638 50.6475662)",,
513976502,,living_street,,,False,False,197.667,"LINESTRING (12.9664995 50.6476861, 12.9663885 50.6473967, 12.9657742 50.6465063, 12.9656106 50.6461508, 12.9655999 50.6461134, 12.9656187 50.6460777, 12.9656857 50.6460326)",,
25950751,Oswald-Barthel-Straße,residential,30,,False,True,96.73400000000001,"LINESTRING (12.9698515 50.6449263, 12.9698675 50.6450089, 12.9699471 50.6450739, 12.9700351 50.6451611, 12.9700512 50.6451896, 12.9700466 50.6452153, 12.9700254 50.645231, 12.9693454 50.6455289)",,
25950753,Untere Kirchstraße,residential,,,False,False,121.406,"LINESTRING (12.9698515 50.6449263, 12.9700352 50.6449734, 12.9702076 50.6450553, 12.9703306 50.6451173, 12.9704564 50.6451951, 12.9705982 50.6452428, 12.9706891 50.6452582, 12.9707973 50.6452736, 12.9708923 50.6453023, 12.97101 50.6454106, 12.9711617 50.6455727)",,
300794256,Obere Kirchstraße,residential,30,,False,True,70.287,"LINESTRING (12.9698515 50.6449263, 12.9697292 50.6448726, 12.9692759 50.6447391, 12.9691998 50.6447487, 12.9689747 50.644844)",,
28858588,Lange Gasse,residential,,,False,True,30.143,"LINESTRING (12.9711617 50.6455727, 12.9715315 50.6454367)",,
25950753,Untere Kirchstraße,residential,,,False,True,121.40599999999999,"LINESTRING (12.9711617 50.6455727, 12.97101 50.6454106, 12.9708923 50.6453023, 12.9707973 50.6452736, 12.9706891 50.6452582, 12.9705982 50.6452428, 12.9704564 50.6451951, 12.9703306 50.6451173, 12.9702076 50.6450553, 12.9700352 50.6449734, 12.9698515 50.6449263)",,
273772204,Untere Kirchstraße,residential,,,False,False,56.650999999999996,"LINESTRING (12.9711617 50.6455727, 12.9713671 50.6457637, 12.9716151 50.6459933)",,
273772204,Untere Kirchstraße,residential,,,False,False,45.149,"LINESTRING (12.9712574 50.6469494, 12.9706767 50.6471205)",,
510249638,Untere Kirchstraße,residential,,,False,False,108.08,"LINESTRING (12.9712574 50.6469494, 12.9717931 50.6478601)",,
273772204,Untere Kirchstraße,residential,,,False,True,113.76899999999999,"LINESTRING (12.9712574 50.6469494, 12.9715663 50.6464796, 12.9717052 50.6462941, 12.9716973 50.6461611, 12.9716151 50.6459933)",,
273772204,Untere Kirchstraße,residential,,,False,True,45.149,"LINESTRING (12.9706767 50.6471205, 12.9712574 50.6469494)",,
60500346,Wettinstraße,secondary,50,,False,False,52.498,"LINESTRING (12.9706767 50.6471205, 12.9705162 50.6469292, 12.9704292 50.6467827, 12.9703254 50.6467089)",S 229,
60500346,Wettinstraße,secondary,50,,False,True,77.627,"LINESTRING (12.9706767 50.6471205, 12.9708422 50.6474025, 12.9710606 50.6477748)",S 229,
25848293,Markt,residential,,,False,True,26.061,"LINESTRING (12.9693454 50.6455289, 12.9690363 50.6456574)",,
25950751,Oswald-Barthel-Straße,residential,30,,False,False,96.73400000000001,"LINESTRING (12.9693454 50.6455289, 12.9700254 50.645231, 12.9700466 50.6452153, 12.9700512 50.6451896, 12.9700351 50.6451611, 12.9699471 50.6450739, 12.9698675 50.6450089, 12.9698515 50.6449263)",,
25950754,Markt,living_street,,,True,False,119.934,"LINESTRING (12.9693454 50.6455289, 12.9698331 50.6460585, 12.9700708 50.6463163, 12.9701996 50.6464616)",,
28858589,Rathausstraße,residential,30,,False,True,100.79399999999998,"LINESTRING (12.9701996 50.6464616, 12.97046 50.6463731, 12.9712506 50.6461206, 12.9714686 50.6460445)",,
1185692063,Markt,residential,,,False,True,28.995,"LINESTRING (12.9701996 50.6464616, 12.9703128 50.6466554, 12.9703254 50.6467089)",,
28525620,Saubergstraße,residential,,,False,False,107.362,"LINESTRING (12.9703653 50.6405536, 12.9703593 50.6406987, 12.9703964 50.640915, 12.9703889 50.6409649, 12.9703642 50.6410072, 12.9703397 50.6410797, 12.9702953 50.6411542, 12.9703028 50.6412748, 12.9703237 50.6413412, 12.9704175 50.6414955)",,
145313744,Sauberg Auffahrt,unclassified,,,False,False,346.161,"LINESTRING (12.9703653 50.6405536, 12.9702826 50.6405195, 12.9702046 50.6404922, 12.970122 50.6404809, 12.969984 50.6404777, 12.9698012 50.6404869, 12.9691379 50.6407111, 12.9690527 50.6407251, 12.9690016 50.6407335, 12.9688589 50.6407456, 12.9687067 50.6407407, 12.9685678 50.6407277, 12.9682609 50.6406546, 12.9675001 50.6404196, 12.9670126 50.6402681, 12.9665574 50.6400751, 12.9661041 50.6398429, 12.9659776 50.6398068)",,
28525620,Saubergstraße,residential,,,False,True,20.987,"LINESTRING (12.9705008 50.6416767, 12.9704175 50.6414955)",,
28525620,Saubergstraße,residential,,,False,False,79.96600000000001,"LINESTRING (12.9705008 50.6416767, 12.9706068 50.6418721, 12.9706492 50.6419896, 12.970685 50.6421612, 12.9707002 50.6422416, 12.9706914 50.6423794)",,
300808169,Pochwerkstraße,residential,,6,False,True,19.802999999999997,"LINESTRING (12.9705008 50.6416767, 12.9703537 50.6416137, 12.9702592 50.6415872)",,
28525620,Saubergstraße,residential,,,False,False,30.531,"LINESTRING (12.9706613 50.6425626, 12.9703665 50.6427637)",,
28525620,Saubergstraße,residential,,,False,True,20.481,"LINESTRING (12.9706613 50.6425626, 12.9706914 50.6423794)",,
34921521,Lange Gasse,residential,,,False,False,25.53,"LINESTRING (12.9706613 50.6425626, 12.970704 50.6426927, 12.9707547 50.6427839)",,
28525652,Hüttenhof,unclassified,,10,False,False,191.66799999999998,"LINESTRING (12.9635942 50.6408457, 12.9637518 50.640941, 12.9641005 50.6412761, 12.9641932 50.6413994, 12.9645006 50.6419664, 12.9644993 50.6420631, 12.9644414 50.6421818, 12.9642213 50.6423608)",,
28525652,Hüttenhof,unclassified,,10,False,True,191.668,"LINESTRING (12.9642213 50.6423608, 12.9644414 50.6421818, 12.9644993 50.6420631, 12.9645006 50.6419664, 12.9641932 50.6413994, 12.9641005 50.6412761, 12.9637518 50.640941, 12.9635942 50.6408457)",,
143051363,Thomas-Mann-Straße,residential,50,,False,False,29.872,"LINESTRING (12.9642213 50.6423608, 12.9642162 50.6423585, 12.9638241 50.6422678)",,
143051363,Thomas-Mann-Straße,residential,50,,False,True,120.197,"LINESTRING (12.9642213 50.6423608, 12.965284 50.6428314, 12.9654487 50.6429074, 12.9655835 50.6430051)",,
143051363,Thomas-Mann-Straße,residential,50,,False,True,123.358,"LINESTRING (12.9621541 50.6419531, 12.9627236 50.6420114, 12.963489 50.6421936, 12.9638241 50.6422678)",,
143051364,Thomas-Mann-Straße,residential,50,,False,False,66.953,"LINESTRING (12.9621541 50.6419531, 12.9618958 50.6419424, 12.9616058 50.6419766, 12.9614452 50.6420092, 12.9612477 50.6420802)",,
161552545,Annaberger Straße,primary,50,,False,True,12.493,"LINESTRING (12.9663108 50.6413609, 12.9663628 50.6414683)",B 95,2
161552545,Annaberger Straße,primary,50,,False,False,81.68700000000001,"LINESTRING (12.9663108 50.6413609, 12.966148 50.6410044, 12.9659739 50.6406581)",B 95,2
300808169,Pochwerkstraße,residential,,6,False,False,184.637,"LINESTRING (12.9663108 50.6413609, 12.9663357 50.6413571, 12.9664178 50.6413444, 12.9665569 50.6413229, 12.9667671 50.6413071, 12.967635 50.6413753, 12.9678066 50.641379, 12.9683656 50.6413906, 12.9689076 50.6414412)",,
1052339397,Pochwerkstraße,residential,,6,False,False,15.119,"LINESTRING (12.9702592 50.6415872, 12.9704175 50.6414955)",,
300808169,Pochwerkstraße,residential,,6,False,False,19.802999999999997,"LINESTRING (12.9702592 50.6415872, 12.9703537 50.6416137, 12.9705008 50.6416767)",,
300808169,Pochwerkstraße,residential,,6,False,True,97.05199999999999,"LINESTRING (12.9702592 50.6415872, 12.9700076 50.6415783, 12.9696554 50.6415448, 12.9692738 50.641471, 12.9692092 50.6414654, 12.9689076 50.6414412)",,
28525620,Saubergstraße,residential,,,False,False,20.987,"LINESTRING (12.9704175 50.6414955, 12.9705008 50.6416767)",,
1052339397,Pochwerkstraße,residential,,6,False,True,15.119,"LINESTRING (12.9704175 50.6414955, 12.9702592 50.6415872)",,
28525620,Saubergstraße,residential,,,False,True,107.362,"LINESTRING (12.9704175 50.6414955, 12.9703237 50.6413412, 12.9703028 50.6412748, 12.9702953 50.6411542, 12.9703397 50.6410797, 12.9703642 50.6410072, 12.9703889 50.6409649, 12.9703964 50.640915, 12.9703593 50.6406987, 12.9703653 50.6405536)",,
11290389,Greifensteinstraße,tertiary,50,,False,False,118.77300000000002,"LINESTRING (12.9671611 50.6455281, 12.9668372 50.645604, 12.9666153 50.6456432, 12.966452 50.645672, 12.9661292 50.6457217, 12.9659607 50.6457273, 12.9657499 50.6457281, 12.9655223 50.6457293)",K 7170,
28579440,Schillerstraße,residential,50,8,False,True,88.298,"LINESTRING (12.9671611 50.6455281, 12.9675445 50.6458871, 12.9676536 50.6459893, 12.9678633 50.6461856)",,
782212054,Schillerstraße,residential,50,8,False,False,296.73800000000006,"LINESTRING (12.9671611 50.6455281, 12.9663984 50.6452588, 12.965765 50.6450113, 12.965299 50.6448204, 12.9651258 50.64472, 12.9649984 50.6446323, 12.9641806 50.6439227, 12.9640436 50.6438072)",,
782212057,Greifensteinstraße,tertiary,50,,False,True,105.04599999999999,"LINESTRING (12.9671611 50.6455281, 12.9672328 50.6454912, 12.9679846 50.6449422, 12.9681572 50.6448268)",K 7170,
143051364,Thomas-Mann-Straße,residential,50,,False,True,66.953,"LINESTRING (12.9612477 50.6420802, 12.9614452 50.6420092, 12.9616058 50.6419766, 12.9618958 50.6419424, 12.9621541 50.6419531)",,
782212055,Schillerstraße,residential,50,8,False,True,147.839,"LINESTRING (12.9612477 50.6420802, 12.9613917 50.6421993, 12.9628627 50.6428358, 12.9629268 50.6428652)",,
28579611,Thomas-Mann-Straße,residential,50,,False,False,11.896,"LINESTRING (12.9674924 50.644026, 12.967328 50.64405)",,
161552545,Annaberger Straße,primary,50,,False,False,85.05499999999999,"LINESTRING (12.9674924 50.644026, 12.9674264 50.6438176, 12.9671849 50.6432869)",B 95,2
"[638600832, 782212058]",Neumarkt,primary,50,,False,True,43.486999999999995,"LINESTRING (12.9674924 50.644026, 12.9675278 50.6441114, 12.9676833 50.644312, 12.9677325 50.6443692, 12.9677431 50.6443816)",B 95,2
28579611,Thomas-Mann-Straße,residential,50,,False,True,11.896,"LINESTRING (12.967328 50.64405, 12.9674924 50.644026)",,
28859493,Neumarkt,residential,50,,False,True,95.36,"LINESTRING (12.967328 50.64405, 12.9673501 50.6441128, 12.9674316 50.6442578, 12.9674351 50.6443678, 12.9675124 50.6444542, 12.9676459 50.6445981, 12.9678928 50.6448094)",,
782212056,Thomas-Mann-Straße,residential,50,,False,False,15.419,"LINESTRING (12.967328 50.64405, 12.9672405 50.6440303, 12.9671422 50.6439805)",,
28579906,Fuchshübelstraße,residential,50,,False,True,91.85,"LINESTRING (12.9638241 50.6422678, 12.9637317 50.6423468, 12.9629874 50.6428205, 12.9629268 50.6428652)",,
143051363,Thomas-Mann-Straße,residential,50,,False,False,123.358,"LINESTRING (12.9638241 50.6422678, 12.963489 50.6421936, 12.9627236 50.6420114, 12.9621541 50.6419531)",,
143051363,Thomas-Mann-Straße,residential,50,,False,True,29.872,"LINESTRING (12.9638241 50.6422678, 12.9642162 50.6423585, 12.9642213 50.6423608)",,
28579676,Hans-Sachs-Straße,living_street,,4,False,True,231.033,"LINESTRING (12.9671422 50.6439805, 12.9668578 50.6441158, 12.9662202 50.6443765, 12.9661437 50.6443993, 12.9660558 50.644401, 12.9651803 50.6437836, 12.9647512 50.6434487)",,
782212056,Thomas-Mann-Straße,residential,50,,False,False,154.966,"LINESTRING (12.9671422 50.6439805, 12.9667173 50.6437483, 12.9665403 50.6436516, 12.9661761 50.6434409, 12.9658931 50.6432666, 12.9657267 50.6431255, 12.9655835 50.6430051)",,
782212056,Thomas-Mann-Straße,residential,50,,False,True,15.419,"LINESTRING (12.9671422 50.6439805, 12.9672405 50.6440303, 12.967328 50.64405)",,
28579790,Goethestraße,residential,50,,False,False,76.665,"LINESTRING (12.9647512 50.6434487, 12.9655835 50.6430051)",,
28579676,Hans-Sachs-Straße,living_street,,4,False,False,231.033,"LINESTRING (12.9647512 50.6434487, 12.9651803 50.6437836, 12.9660558 50.644401, 12.9661437 50.6443993, 12.9662202 50.6443765, 12.9668578 50.6441158, 12.9671422 50.6439805)",,
28579790,Goethestraße,residential,50,,False,True,63.864999999999995,"LINESTRING (12.9647512 50.6434487, 12.964625 50.6435126, 12.9640436 50.6438072)",,
28579790,Goethestraße,residential,50,,False,True,76.665,"LINESTRING (12.9655835 50.6430051, 12.9647512 50.6434487)",,
28579439,Pochwerkstraße,residential,50,6,False,False,187.573,"LINESTRING (12.9655835 50.6430051, 12.9656087 50.6427471, 12.9657047 50.6425016, 12.9657591 50.6421686, 12.9657816 50.6419832, 12.9658358 50.6418297, 12.9659369 50.6417186, 12.966065 50.6416266, 12.9663628 50.6414683)",,
143051363,Thomas-Mann-Straße,residential,50,,False,False,120.197,"LINESTRING (12.9655835 50.6430051, 12.9654487 50.6429074, 12.965284 50.6428314, 12.9642213 50.6423608)",,
782212056,Thomas-Mann-Straße,residential,50,,False,True,154.966,"LINESTRING (12.9655835 50.6430051, 12.9657267 50.6431255, 12.9658931 50.6432666, 12.9661761 50.6434409, 12.9665403 50.6436516, 12.9667173 50.6437483, 12.9671422 50.6439805)",,
28579790,Goethestraße,residential,50,,False,False,63.864999999999995,"LINESTRING (12.9640436 50.6438072, 12.964625 50.6435126, 12.9647512 50.6434487)",,
782212054,Schillerstraße,residential,50,8,False,True,296.738,"LINESTRING (12.9640436 50.6438072, 12.9641806 50.6439227, 12.9649984 50.6446323, 12.9651258 50.64472, 12.965299 50.6448204, 12.965765 50.6450113, 12.9663984 50.6452588, 12.9671611 50.6455281)",,
782212055,Schillerstraße,residential,50,8,False,False,131.5,"LINESTRING (12.9640436 50.6438072, 12.9640123 50.6437768, 12.9631503 50.6430258, 12.9630498 50.6429255, 12.9629268 50.6428652)",,
28579906,Fuchshübelstraße,residential,50,,False,False,91.85000000000001,"LINESTRING (12.9629268 50.6428652, 12.9629874 50.6428205, 12.9637317 50.6423468, 12.9638241 50.6422678)",,
782212055,Schillerstraße,residential,50,8,False,False,147.83899999999997,"LINESTRING (12.9629268 50.6428652, 12.9628627 50.6428358, 12.9613917 50.6421993, 12.9612477 50.6420802)",,
782212055,Schillerstraße,residential,50,8,False,True,131.5,"LINESTRING (12.9629268 50.6428652, 12.9630498 50.6429255, 12.9631503 50.6430258, 12.9640123 50.6437768, 12.9640436 50.6438072)",,
28858573,Hospitalstraße,residential,30,,False,False,116.00899999999999,"LINESTRING (12.9671849 50.6432869, 12.967361 50.6432807, 12.9680875 50.6437393, 12.968427 50.6439205)",,
161552545,Annaberger Straße,primary,50,,False,False,210.36800000000002,"LINESTRING (12.9671849 50.6432869, 12.9670513 50.6429954, 12.9669458 50.6427652, 12.9664664 50.6416873, 12.9663628 50.6414683)",B 95,2
161552545,Annaberger Straße,primary,50,,False,True,85.05499999999999,"LINESTRING (12.9671849 50.6432869, 12.9674264 50.6438176, 12.9674924 50.644026)",B 95,2
28858573,Hospitalstraße,residential,30,,False,True,116.009,"LINESTRING (12.968427 50.6439205, 12.9680875 50.6437393, 12.967361 50.6432807, 12.9671849 50.6432869)",,
28858577,Saubergstraße,residential,30,,False,False,31.040999999999997,"LINESTRING (12.968427 50.6439205, 12.9683675 50.6439732, 12.9682897 50.6440577, 12.9682609 50.6441157, 12.9682864 50.644169)",,
300794254,Saubergstraße,residential,30,,False,True,187.875,"LINESTRING (12.968427 50.6439205, 12.9693388 50.6433428, 12.9699185 50.6429984, 12.9703665 50.6427637)",,
28525620,Saubergstraße,residential,,,False,True,30.531,"LINESTRING (12.9703665 50.6427637, 12.9706613 50.6425626)",,
28858576,Lange Gasse,residential,,,False,True,27.664,"LINESTRING (12.9703665 50.6427637, 12.9705841 50.6427602, 12.9707547 50.6427839)",,
300794254,Saubergstraße,residential,30,,False,False,187.875,"LINESTRING (12.9703665 50.6427637, 12.9699185 50.6429984, 12.9693388 50.6433428, 12.968427 50.6439205)",,
28858576,Lange Gasse,residential,,,False,False,27.664,"LINESTRING (12.9707547 50.6427839, 12.9705841 50.6427602, 12.9703665 50.6427637)",,
34921521,Lange Gasse,residential,,,False,False,302.048,"LINESTRING (12.9707547 50.6427839, 12.9707801 50.6428545, 12.9708173 50.6432405, 12.9708941 50.6440389, 12.9714476 50.6451324, 12.9715315 50.6454367)",,
34921521,Lange Gasse,residential,,,False,True,25.53,"LINESTRING (12.9707547 50.6427839, 12.970704 50.6426927, 12.9706613 50.6425626)",,
510249639,Hospitalstraße,residential,30,,False,False,89.381,"LINESTRING (12.9682864 50.644169, 12.9689747 50.644844)",,
28858577,Saubergstraße,residential,30,,False,True,31.041000000000004,"LINESTRING (12.9682864 50.644169, 12.9682609 50.6441157, 12.9682897 50.6440577, 12.9683675 50.6439732, 12.968427 50.6439205)",,
510249639,Hospitalstraße,residential,30,,False,True,89.381,"LINESTRING (12.9689747 50.644844, 12.9682864 50.644169)",,
28858579,Obere Kirchstraße,residential,30,,True,False,46.268,"LINESTRING (12.9689747 50.644844, 12.9684954 50.6450487, 12.9684304 50.6450764)",,
300794256,Obere Kirchstraße,residential,30,,False,False,70.287,"LINESTRING (12.9689747 50.644844, 12.9691998 50.6447487, 12.9692759 50.6447391, 12.9697292 50.6448726, 12.9698515 50.6449263)",,
121657433,Annaberger Straße,primary,50,,False,False,33.784,"LINESTRING (12.9684304 50.6450764, 12.9681572 50.6448268)",B 95,2
121657433,Annaberger Straße,primary,50,,False,True,77.453,"LINESTRING (12.9684304 50.6450764, 12.9688408 50.64547, 12.9690363 50.6456574)",B 95,2
28858581,Saubergstraße,residential,30,,True,False,45.016,"LINESTRING (12.9677431 50.6443816, 12.9682864 50.644169)",,
"[638600832, 782212058]",Neumarkt,primary,50,,False,False,43.487,"LINESTRING (12.9677431 50.6443816, 12.9677325 50.6443692, 12.9676833 50.644312, 12.9675278 50.6441114, 12.9674924 50.644026)",B 95,2
"[638600832, 161552547]",Neumarkt,primary,50,,False,True,57.736999999999995,"LINESTRING (12.9677431 50.6443816, 12.9678796 50.6445763, 12.9681572 50.6448268)",B 95,"['2', '3']"
28858588,Lange Gasse,residential,,,False,False,30.143,"LINESTRING (12.9715315 50.6454367, 12.9711617 50.6455727)",,
34921521,Lange Gasse,residential,,,False,False,58.873,"LINESTRING (12.9715315 50.6454367, 12.9717454 50.6457085, 12.9718206 50.645824, 12.9718482 50.6459232)",,
34921521,Lange Gasse,residential,,,False,True,302.048,"LINESTRING (12.9715315 50.6454367, 12.9714476 50.6451324, 12.9708941 50.6440389, 12.9708173 50.6432405, 12.9707801 50.6428545, 12.9707547 50.6427839)",,
510249636,Lange Gasse,residential,,,False,False,18.191,"LINESTRING (12.9718482 50.6459232, 12.9716151 50.6459933)",,
34921521,Lange Gasse,residential,,,False,True,58.873000000000005,"LINESTRING (12.9718482 50.6459232, 12.9718206 50.645824, 12.9717454 50.6457085, 12.9715315 50.6454367)",,
28858590,Sauberg Auffahrt,unclassified,50,,False,False,99.61099999999999,"LINESTRING (12.9659776 50.6398068, 12.9658711 50.6398714, 12.9658392 50.6399366, 12.9660128 50.6404974, 12.965998 50.6405584, 12.9659739 50.6406581)",,
145313744,Sauberg Auffahrt,unclassified,,,False,True,346.161,"LINESTRING (12.9659776 50.6398068, 12.9661041 50.6398429, 12.9665574 50.6400751, 12.9670126 50.6402681, 12.9675001 50.6404196, 12.9682609 50.6406546, 12.9685678 50.6407277, 12.9687067 50.6407407, 12.9688589 50.6407456, 12.9690016 50.6407335, 12.9690527 50.6407251, 12.9691379 50.6407111, 12.9698012 50.6404869, 12.969984 50.6404777, 12.970122 50.6404809, 12.9702046 50.6404922, 12.9702826 50.6405195, 12.9703653 50.6405536)",,
28858590,Sauberg Auffahrt,unclassified,50,,False,True,99.61099999999999,"LINESTRING (12.9659739 50.6406581, 12.965998 50.6405584, 12.9660128 50.6404974, 12.9658392 50.6399366, 12.9658711 50.6398714, 12.9659776 50.6398068)",,
161552545,Annaberger Straße,primary,50,,False,True,81.68700000000001,"LINESTRING (12.9659739 50.6406581, 12.966148 50.6410044, 12.9663108 50.6413609)",B 95,2
510249636,Lange Gasse,residential,,,False,True,18.191,"LINESTRING (12.9716151 50.6459933, 12.9718482 50.6459232)",,
273772204,Untere Kirchstraße,residential,,,False,False,113.769,"LINESTRING (12.9716151 50.6459933, 12.9716973 50.6461611, 12.9717052 50.6462941, 12.9715663 50.6464796, 12.9712574 50.6469494)",,
273772204,Untere Kirchstraße,residential,,,False,True,56.650999999999996,"LINESTRING (12.9716151 50.6459933, 12.9713671 50.6457637, 12.9711617 50.6455727)",,
25814310,Albertstraße,residential,,8,True,False,48.79,"LINESTRING (12.970407 50.6479189, 12.9710606 50.6477748)",,
28859493,Neumarkt,residential,50,,False,False,95.36,"LINESTRING (12.9678928 50.6448094, 12.9676459 50.6445981, 12.9675124 50.6444542, 12.9674351 50.6443678, 12.9674316 50.6442578, 12.9673501 50.6441128, 12.967328 50.64405)",,
60500366,Steinbüschelstraße,residential,,8,True,False,29.114,"LINESTRING (12.9652589 50.6476568, 12.9655033 50.647707, 12.965659 50.6477133)",,
"[513976473, 513976468]",Steinbüschelstraße,living_street,,,False,"[False, True]",82.464,"LINESTRING (12.9652589 50.6476568, 12.9651795 50.647721, 12.9653317 50.6481016, 12.9654041 50.6481594, 12.9657093 50.6481636)",,
187201570,Am Steinbüschel,residential,,,False,False,24.014,"LINESTRING (12.9621771 50.6469744, 12.9624914 50.6468912)",,
71176551,Am Steinbüschel,residential,,,False,True,227.04399999999998,"LINESTRING (12.9621771 50.6469744, 12.9617481 50.6464575, 12.9616932 50.6464333, 12.9616119 50.6464374, 12.9613796 50.6464984, 12.9611248 50.6466004, 12.9609356 50.6466951, 12.9607978 50.6467921, 12.9607878 50.6468299, 12.9608187 50.6468599, 12.9616476 50.6472517)",,
187201570,Am Steinbüschel,residential,,,False,True,48.425,"LINESTRING (12.9621771 50.6469744, 12.9618329 50.6471583, 12.9616476 50.6472517)",,
11290389,Greifensteinstraße,tertiary,50,,False,True,56.308,"LINESTRING (12.9624797 50.645984, 12.9632699 50.6459108)",K 7170,
28864682,Greifensteinstraße,residential,,,False,True,90.355,"LINESTRING (12.9624797 50.645984, 12.9622524 50.6451843)",,
"[187201570, 187428407]","['Greifensteinstraße', 'Am Steinbüschel']",residential,,,False,True,121.618,"LINESTRING (12.9624797 50.645984, 12.9625274 50.6462025, 12.9626046 50.6463359, 12.9627046 50.646461, 12.9628374 50.6466507, 12.9628575 50.6466974, 12.9628629 50.646734, 12.9628508 50.6467578, 12.9628312 50.6467814, 12.9627999 50.6468088, 12.9627529 50.6468258, 12.9624914 50.6468912)",,
187201570,Am Steinbüschel,residential,,,False,True,24.014,"LINESTRING (12.9624914 50.6468912, 12.9621771 50.6469744)",,
