osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,access
"[124673592, 360988443]",Friedrich-Engels-Straße,secondary,50,False,True,118.99999999999999,"LINESTRING (12.7028143 50.801446, 12.7031895 50.8015461, 12.7034518 50.8016161, 12.7039319 50.8017441, 12.7042244 50.8018129, 12.7043864 50.8018414)",S 245,2,,
23269939,Ebersbachweg,residential,30,False,False,114.80199999999999,"LINESTRING (12.7112198 50.804255, 12.7113229 50.8040844, 12.7114841 50.8039004, 12.7114968 50.8038858, 12.7123524 50.8035767)",,,,
23270046,Dresdner Straße,secondary,50,False,False,8.118,"LINESTRING (12.7131861 50.8033124, 12.7132938 50.8033388)",S 245,2,,
115129990,Ebersbachweg,unclassified,,False,True,65.889,"LINESTRING (12.7131861 50.8033124, 12.7130575 50.8033781, 12.7126026 50.8035132, 12.7123524 50.8035767)",,2,,
727170719,Dresdner Straße,secondary,50,True,False,177.973,"LINESTRING (12.7131861 50.8033124, 12.7118744 50.8029257, 12.7118166 50.8029087, 12.7111271 50.802499, 12.7110698 50.8024684)",S 245,1,,
32859719,Wettinstraße,residential,,False,True,83.981,"LINESTRING (12.7117247 50.8001952, 12.7119028 50.7997928, 12.7119623 50.7997621, 12.7120695 50.7994813)",,,,
238086456,,living_street,,False,True,13.832,"LINESTRING (12.7039973 50.8028743, 12.7041912 50.8028957)",,,,
238086456,,living_street,,False,False,13.832,"LINESTRING (12.7041912 50.8028957, 12.7039973 50.8028743)",,,,
238086461,,living_street,,False,False,14.478,"LINESTRING (12.7041912 50.8028957, 12.7043948 50.8029156)",,,,
238086461,,living_street,,False,True,18.622,"LINESTRING (12.7041912 50.8028957, 12.7041507 50.8030612)",,,,
238086461,,living_street,,False,True,14.478,"LINESTRING (12.7043948 50.8029156, 12.7041912 50.8028957)",,,,
237539867,,living_street,,False,False,29.916,"LINESTRING (12.7041507 50.8030612, 12.7037297 50.8030213)",,,,
238086461,,living_street,,False,False,18.622,"LINESTRING (12.7041507 50.8030612, 12.7041912 50.8028957)",,,,
237539867,,living_street,,False,True,75.969,"LINESTRING (12.7041507 50.8030612, 12.7049759 50.8031395, 12.7051145 50.8032684)",,,,
272288740,Karlstraße,unclassified,30,False,False,144.019,"LINESTRING (12.7103483 50.8033089, 12.7104892 50.8033297, 12.7108612 50.8033775, 12.7115272 50.8034834, 12.7119611 50.8035351, 12.7123524 50.8035767)",,,,yes
