osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,width,tunnel,junction,est_width
481203887,False,K 1691,Lange Straße,secondary,30,True,78.729,2,"LINESTRING (9.1879241 48.8652823, 9.1868481 48.8652989)",,,,
639200752,False,,Bachstraße,residential,30,True,99.953,,"LINESTRING (9.1879241 48.8652823, 9.1878947 48.8647005, 9.1878787 48.8643839)",,,,
22815845,False,K 1691,Pfarrer-Hahn-Straße,secondary,30,False,10.2,3,"LINESTRING (9.1904648 48.8654668, 9.1905323 48.8654892, 9.1905712 48.8655225)",,,,
120077355,False,,Lammstraße,residential,30,True,87.808,,"LINESTRING (9.1904648 48.8654668, 9.1904794 48.8654242, 9.190494 48.8653456, 9.1904649 48.8651413, 9.1904602 48.8651115, 9.1903993 48.8646817)",,,,
419047993,False,K 1691,Lange Straße,secondary,30,True,49.515,2,"LINESTRING (9.1904648 48.8654668, 9.1902891 48.8654485, 9.1901211 48.8654327, 9.1899972 48.8654239, 9.1897937 48.8654094)",,,,
22870431,False,,Jakobstraße,secondary,50,True,120.103,,"LINESTRING (9.1821765 48.8652217, 9.1823437 48.8651911, 9.1824807 48.8651697, 9.1826038 48.8651516, 9.1828208 48.865128, 9.1830755 48.8651117, 9.1833334 48.8651017, 9.1835907 48.8650997, 9.1838005 48.8650956)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,13.47,2,"LINESTRING (9.1940086 48.8608736, 9.1938246 48.8608781)",,,,
22869410,False,,Im Mohn,residential,30,True,124.503,,"LINESTRING (9.1940086 48.8608736, 9.1940115 48.8609501, 9.1940514 48.8614391, 9.1941042 48.8617636, 9.1941718 48.8619863)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,9.752,2,"LINESTRING (9.1931122 48.860899, 9.1929792 48.8609049)",,,,
22960680,False,,Kornblumenweg,residential,30,False,133.94099999999997,,"LINESTRING (9.1931122 48.860899, 9.1931169 48.860983, 9.1931583 48.8617213, 9.1931987 48.861893, 9.1932471 48.8620985)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,52.17,2,"LINESTRING (9.1931122 48.860899, 9.1934837 48.8608907, 9.1938246 48.8608781)",,,,
20598848,True,,Zeppelinstraße,tertiary,50,False,161.397,,"LINESTRING (9.190901 48.8609768, 9.1907508 48.8610306, 9.1906911 48.8610322, 9.1899372 48.8610781, 9.1890335 48.8611863, 9.1887391 48.8612237)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,37.128,2,"LINESTRING (9.190901 48.8609768, 9.1910546 48.8609731, 9.1911672 48.8609713, 9.1914078 48.8609602)",,,,
"[638862560, 703115667]",False,,Ludwig-Herr-Straße,residential,30,False,93.94,3,"LINESTRING (9.190901 48.8609768, 9.1908402 48.8611438, 9.1908262 48.8611821, 9.1908185 48.8612034, 9.1907528 48.8613613, 9.1906978 48.8615086, 9.1906053 48.8617987)",,,,
"[703115666, 48001602]",False,,Ludwig-Herr-Straße,residential,"['50', '40']",True,69.02499999999999,"['2', '3']","LINESTRING (9.190901 48.8609768, 9.1909325 48.860869, 9.1909446 48.860831, 9.1910185 48.8605715, 9.1910649 48.8603656)",,,,
20598848,True,,Zeppelinstraße,tertiary,50,False,145.808,,"LINESTRING (9.1887391 48.8612237, 9.1867793 48.8614627)",,,,
22996705,False,,Zeppelinstraße,residential,50,True,10.164,,"LINESTRING (9.1887391 48.8612237, 9.1887157 48.8611336)",,,,
175879736,False,,Schützenstraße,residential,30,True,74.29899999999999,,"LINESTRING (9.1887391 48.8612237, 9.1887538 48.8612753, 9.1888307 48.8618889)",,,,
22869399,False,,Friedrich-Siller-Straße,residential,30,True,111.51,,"LINESTRING (9.1904239 48.8624002, 9.1889057 48.8624903)",,,,
638975249,False,,Friedrich-Siller-Straße,residential,30,False,139.979,,"LINESTRING (9.1904239 48.8624002, 9.1923218 48.8622396)",,,,
22950530,False,,Lammstraße,residential,30,False,57.899,,"LINESTRING (9.1904239 48.8624002, 9.1903907 48.86248, 9.1902949 48.8629134)",,,,
703115667,False,,Ludwig-Herr-Straße,residential,30,True,68.207,,"LINESTRING (9.1904239 48.8624002, 9.1904457 48.8623, 9.1906053 48.8617987)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,8.436,2,"LINESTRING (9.1921792 48.8609373, 9.1920639 48.8609388)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,58.634,2,"LINESTRING (9.1921792 48.8609373, 9.1929792 48.8609049)",,,,
22877132,False,,Kochstraße,residential,30,True,145.609,,"LINESTRING (9.1921792 48.8609373, 9.1921849 48.8610174, 9.1922369 48.8617494, 9.1923393 48.8621633, 9.1923218 48.8622396)",,,,
48038141,False,,Stuttgarter Straße,secondary,40,False,252.13300000000004,2,"LINESTRING (9.1857394 48.8615185, 9.185724 48.8613621, 9.1856337 48.8605394, 9.1856196 48.8603931, 9.1856088 48.8602818, 9.1855897 48.8600835, 9.1855654 48.8598315, 9.1855587 48.8597624, 9.1855396 48.8596343, 9.1855024 48.8594017, 9.1854981 48.8593617, 9.1854849 48.8592574)",,,,
"[446528626, 22996661]",False,,Johannesstraße,residential,30,False,67.339,,"LINESTRING (9.1857394 48.8615185, 9.1856637 48.8615214, 9.1854796 48.8615254, 9.185345 48.8615317, 9.1849456 48.8615499, 9.1848207 48.8615556)",9,,,
"[638779738, 48038140, 446528631]",False,,Stuttgarter Straße,secondary,"['50', '40']",True,170.91100000000003,"['2', '3']","LINESTRING (9.1857394 48.8615185, 9.1857534 48.8616954, 9.1857988 48.8620821, 9.1858242 48.8622824, 9.1858309 48.8624377, 9.1858247 48.8625777, 9.1858028 48.8628038, 9.1857786 48.8629697, 9.1857648 48.8630516)",,,,
"[1017300242, 22996543]",True,,Zeppelinstraße,tertiary,50,False,71.437,,"LINESTRING (9.1857394 48.8615185, 9.1858485 48.8614873, 9.1859182 48.8614746, 9.1866924 48.8613882)",,,,
22877949,False,,Mörikestraße,residential,30,True,88.495,,"LINESTRING (9.1848207 48.8615556, 9.1847476 48.8607612)",,,,
22996661,False,,Johannesstraße,residential,30,False,62.557,,"LINESTRING (9.1848207 48.8615556, 9.1845591 48.8615676, 9.184133 48.8615871, 9.1839675 48.8615807)",9,,,
"[446528626, 22996661]",False,,Johannesstraße,residential,30,True,67.339,,"LINESTRING (9.1848207 48.8615556, 9.1849456 48.8615499, 9.185345 48.8615317, 9.1854796 48.8615254, 9.1856637 48.8615214, 9.1857394 48.8615185)",9,,,
22869298,True,,Johannesstraße,residential,30,False,48.386,,"LINESTRING (9.1839675 48.8615807, 9.1833068 48.8616013)",,,,
419047990,False,,Karl-Joos-Straße,residential,30,False,87.732,,"LINESTRING (9.1839675 48.8615807, 9.1838868 48.8607935)",7,,,
22949222,False,,Weimarstraße,residential,30,True,75.324,,"LINESTRING (9.1839675 48.8615807, 9.1840184 48.8620646, 9.1840424 48.8622563)",,,,
22996661,False,,Johannesstraße,residential,30,True,62.556999999999995,,"LINESTRING (9.1839675 48.8615807, 9.184133 48.8615871, 9.1845591 48.8615676, 9.1848207 48.8615556)",9,,,
419047990,False,,Karl-Joos-Straße,residential,30,True,27.507,,"LINESTRING (9.1838518 48.8605472, 9.1838868 48.8607935)",7,,,
727263416,False,,Karl-Joos-Straße,residential,30,False,63.188,,"LINESTRING (9.1838518 48.8605472, 9.1837748 48.8599812)",7,,,
"[22869280, 727263417]",False,,Adolfstraße,residential,,True,99.62,,"LINESTRING (9.1838518 48.8605472, 9.1835225 48.8605654, 9.1829233 48.8605985, 9.1824948 48.8606222)",,,,
22869221,False,,Silcherstraße,residential,30,False,99.036,,"LINESTRING (9.1837748 48.8599812, 9.182424 48.8600402)",5.5,,,
727263416,False,,Karl-Joos-Straße,residential,30,True,63.188,,"LINESTRING (9.1837748 48.8599812, 9.1838518 48.8605472)",7,,,
"[727263416, 727262717]",False,,Karl-Joos-Straße,residential,30,False,68.725,,"LINESTRING (9.1837748 48.8599812, 9.1837459 48.8596766, 9.1836783 48.8594128, 9.1836643 48.8593684)",7,,,
47669050,False,,Friedrichstraße,residential,30,False,111.691,,"LINESTRING (9.182625 48.861623, 9.1824948 48.8606222)",,,,
420081072,False,,Friedrichstraße,residential,30,True,77.192,,"LINESTRING (9.182625 48.861623, 9.182692 48.8623158)",,,,
47669051,True,,Johannesstraße,residential,30,False,80.702,,"LINESTRING (9.182625 48.861623, 9.1821975 48.8616411, 9.1821169 48.861659, 9.1815285 48.8616851)",,,,
638720667,False,,Stotzstraße,residential,30,True,113.552,,"LINESTRING (9.1815285 48.8616851, 9.1814474 48.8606653)",,,,
"[47669051, 47977756]",True,,Johannesstraße,residential,30,False,55.378,,"LINESTRING (9.1815285 48.8616851, 9.1811456 48.8616878, 9.1808709 48.8616572, 9.1807784 48.8616416)",,,,
"[858213768, 47669049, 47977755, 638724892]",False,,Eastleighstraße,residential,50,True,167.739,,"LINESTRING (9.1807784 48.8616416, 9.1807307 48.8617301, 9.1807015 48.8618092, 9.180676 48.8619202, 9.180671 48.8620275, 9.180674 48.8620863, 9.1806761 48.8621529, 9.1806805 48.8625829, 9.1807104 48.8631407)",,,,
22948478,False,,Jakob-Sigle-Platz,residential,30,False,66.10999999999999,,"LINESTRING (9.1836643 48.8593684, 9.183869 48.8593562, 9.1845478 48.8593161, 9.1845615 48.8593099)",,,,
637998442,False,,Karl-Joos-Straße,residential,30,False,67.575,,"LINESTRING (9.1836643 48.8593684, 9.1836369 48.8592782, 9.1835792 48.8590717, 9.1834428 48.8587794)",,,,
"[638709520, 22869115]",False,,Beethovenstraße,residential,30,False,91.648,,"LINESTRING (9.1836643 48.8593684, 9.1831689 48.8594096, 9.1824181 48.859451)",,,,
"[727263416, 727262717]",False,,Karl-Joos-Straße,residential,30,True,68.725,,"LINESTRING (9.1836643 48.8593684, 9.1836783 48.8594128, 9.1837459 48.8596766, 9.1837748 48.8599812)",7,,,
22869115,False,,Beethovenstraße,residential,30,True,3.145,,"LINESTRING (9.1823753 48.8594537, 9.1824181 48.859451)",,,,
47669050,False,,Friedrichstraße,residential,30,True,65.313,,"LINESTRING (9.1823753 48.8594537, 9.1823812 48.8595243, 9.182424 48.8600402)",,,,
638709519,False,,Beethovenstraße,residential,30,False,77.867,,"LINESTRING (9.1823753 48.8594537, 9.1820545 48.8594706, 9.1813151 48.8595156)",,,,
22869254,False,,Stotzstraße,residential,30,False,63.648,,"LINESTRING (9.1813151 48.8595156, 9.1813691 48.8600869)",,,,
"[481235133, 22948455]",False,,Joseph-Haydn-Straße,living_street,,False,114.287,,"LINESTRING (9.1813151 48.8595156, 9.1813087 48.8594679, 9.1812963 48.8593329, 9.1813191 48.859271, 9.1813716 48.8592112, 9.1814608 48.8591706, 9.1823132 48.8590038, 9.1823942 48.8589884)",,,,
638709519,False,,Beethovenstraße,residential,30,True,77.867,,"LINESTRING (9.1813151 48.8595156, 9.1820545 48.8594706, 9.1823753 48.8594537)",,,,
"[166989625, 166989627, 28371967]",False,,Eastleighstraße,residential,50,False,167.898,,"LINESTRING (9.1810375 48.8646206, 9.1810259 48.8645527, 9.1809704 48.8643895, 9.1808336 48.8640945, 9.1807323 48.8638275, 9.1806992 48.863603, 9.1806768 48.8634594, 9.1806703 48.8633052, 9.1807104 48.8631407)",,building_passage,,
"[858213768, 47669049, 47977755, 638724892]",False,,Eastleighstraße,residential,50,False,167.739,,"LINESTRING (9.1807104 48.8631407, 9.1806805 48.8625829, 9.1806761 48.8621529, 9.180674 48.8620863, 9.180671 48.8620275, 9.180676 48.8619202, 9.1807015 48.8618092, 9.1807307 48.8617301, 9.1807784 48.8616416)",,,,
47669052,False,,Karlstraße,residential,30,True,52.196,,"LINESTRING (9.1807104 48.8631407, 9.1810963 48.8631777, 9.181348 48.8632027, 9.1814168 48.8632062)",,,,
"[166989625, 166989627, 28371967]",False,,Eastleighstraße,residential,50,True,167.89800000000002,,"LINESTRING (9.1807104 48.8631407, 9.1806703 48.8633052, 9.1806768 48.8634594, 9.1806992 48.863603, 9.1807323 48.8638275, 9.1808336 48.8640945, 9.1809704 48.8643895, 9.1810259 48.8645527, 9.1810375 48.8646206)",,building_passage,,
22869399,False,,Friedrich-Siller-Straße,residential,30,False,90.376,,"LINESTRING (9.1857648 48.8630516, 9.1858941 48.8630567, 9.1859501 48.8630538, 9.1859919 48.8630517, 9.1861206 48.8630261, 9.186354 48.8629796, 9.1869493 48.8628449)",,,,
"[638779738, 48038140, 446528631]",False,,Stuttgarter Straße,secondary,"['50', '40']",False,170.911,"['2', '3']","LINESTRING (9.1857648 48.8630516, 9.1857786 48.8629697, 9.1858028 48.8628038, 9.1858247 48.8625777, 9.1858309 48.8624377, 9.1858242 48.8622824, 9.1857988 48.8620821, 9.1857534 48.8616954, 9.1857394 48.8615185)",,,,
148461815,False,,Karlstraße,residential,30,False,120.549,,"LINESTRING (9.1857648 48.8630516, 9.1856928 48.8630473, 9.1855235 48.8630431, 9.1841201 48.8631017)",,,,
"[638785585, 419048020, 20598846]",False,,Stuttgarter Straße,secondary,"['50', '40']",True,121.52,"['2', '3']","LINESTRING (9.1857648 48.8630516, 9.1857475 48.8631656, 9.1857159 48.863417, 9.1856593 48.8637761, 9.1856446 48.8638828, 9.1856258 48.8640196, 9.1856191 48.8640726, 9.1856108 48.8641397)",,,,
22949222,False,,Weimarstraße,residential,30,False,94.176,,"LINESTRING (9.1841201 48.8631017, 9.1840424 48.8622563)",,,,
47914952,False,,Karlstraße,residential,30,False,97.908,,"LINESTRING (9.1841201 48.8631017, 9.1837142 48.8631188, 9.1833022 48.8631368, 9.1832551 48.8631389, 9.1827845 48.8631589)",,,,
148461815,False,,Karlstraße,residential,30,True,120.549,,"LINESTRING (9.1841201 48.8631017, 9.1855235 48.8630431, 9.1856928 48.8630473, 9.1857648 48.8630516)",,,,
22949192,True,,Friedrichstraße,residential,30,False,145.72,,"LINESTRING (9.1827845 48.8631589, 9.1828969 48.8644673)",,,,
"[47914952, 47669052]",False,,Karlstraße,residential,30,False,100.19600000000001,,"LINESTRING (9.1827845 48.8631589, 9.1823688 48.863175, 9.1818203 48.8631957, 9.1815752 48.8632049, 9.1814893 48.8632056, 9.1814168 48.8632062)",,,,
47914952,False,,Karlstraße,residential,30,True,97.908,,"LINESTRING (9.1827845 48.8631589, 9.1832551 48.8631389, 9.1833022 48.8631368, 9.1837142 48.8631188, 9.1841201 48.8631017)",,,,
22869120,False,,Mörikestraße,residential,30,False,63.074,,"LINESTRING (9.1838868 48.8607935, 9.1847476 48.8607612)",,,,
419047990,False,,Karl-Joos-Straße,residential,30,False,27.507,,"LINESTRING (9.1838868 48.8607935, 9.1838518 48.8605472)",7,,,
419047990,False,,Karl-Joos-Straße,residential,30,True,87.732,,"LINESTRING (9.1838868 48.8607935, 9.1839675 48.8615807)",7,,,
22869120,False,,Mörikestraße,residential,30,True,63.074,,"LINESTRING (9.1847476 48.8607612, 9.1838868 48.8607935)",,,,
22877949,False,,Mörikestraße,residential,30,False,88.495,,"LINESTRING (9.1847476 48.8607612, 9.1848207 48.8615556)",,,,
22877949,False,,Mörikestraße,residential,30,True,73.489,,"LINESTRING (9.1847476 48.8607612, 9.1847227 48.8604148, 9.1846843 48.8601017)",,,,
22869280,False,,Adolfstraße,residential,,True,76.772,,"LINESTRING (9.1824948 48.8606222, 9.1814474 48.8606653)",,,,
47669050,False,,Friedrichstraße,residential,30,False,64.922,,"LINESTRING (9.1824948 48.8606222, 9.182424 48.8600402)",,,,
47669050,False,,Friedrichstraße,residential,30,True,111.691,,"LINESTRING (9.1824948 48.8606222, 9.182625 48.861623)",,,,
"[22869280, 727263417]",False,,Adolfstraße,residential,,False,99.61999999999999,,"LINESTRING (9.1824948 48.8606222, 9.1829233 48.8605985, 9.1835225 48.8605654, 9.1838518 48.8605472)",,,,
22869221,False,,Silcherstraße,residential,30,False,77.346,,"LINESTRING (9.182424 48.8600402, 9.1813691 48.8600869)",5.5,,,
22869221,False,,Silcherstraße,residential,30,True,99.036,,"LINESTRING (9.182424 48.8600402, 9.1837748 48.8599812)",5.5,,,
47669050,False,,Friedrichstraße,residential,30,True,64.922,,"LINESTRING (9.182424 48.8600402, 9.1824948 48.8606222)",,,,
47669050,False,,Friedrichstraße,residential,30,False,65.313,,"LINESTRING (9.182424 48.8600402, 9.1823812 48.8595243, 9.1823753 48.8594537)",,,,
22869221,False,,Silcherstraße,residential,30,True,77.346,,"LINESTRING (9.1813691 48.8600869, 9.182424 48.8600402)",5.5,,,
22869254,False,,Stotzstraße,residential,30,False,64.57,,"LINESTRING (9.1813691 48.8600869, 9.1814474 48.8606653)",,,,
22869254,False,,Stotzstraße,residential,30,True,63.648,,"LINESTRING (9.1813691 48.8600869, 9.1813151 48.8595156)",,,,
22869254,False,,Stotzstraße,residential,30,True,64.57,,"LINESTRING (9.1814474 48.8606653, 9.1813691 48.8600869)",,,,
22869280,False,,Adolfstraße,residential,,False,76.772,,"LINESTRING (9.1814474 48.8606653, 9.1824948 48.8606222)",,,,
638720667,False,,Stotzstraße,residential,30,False,113.552,,"LINESTRING (9.1814474 48.8606653, 9.1815285 48.8616851)",,,,
22869214,True,,Friedrichstraße,residential,30,False,93.992,,"LINESTRING (9.182692 48.8623158, 9.1827845 48.8631589)",6,,,
22869297,False,,Hermannstraße,residential,30,True,48.691,,"LINESTRING (9.182692 48.8623158, 9.1833558 48.8622835)",,,,
22996755,False,,Hermannstraße,living_street,,False,83.011,,"LINESTRING (9.182692 48.8623158, 9.181559 48.8623576)",,,,
420081072,False,,Friedrichstraße,residential,30,False,77.192,,"LINESTRING (9.182692 48.8623158, 9.182625 48.861623)",,,,
22869297,False,,Hermannstraße,residential,30,False,50.317,,"LINESTRING (9.1840424 48.8622563, 9.1833558 48.8622835)",,,,
22949222,False,,Weimarstraße,residential,30,True,94.176,,"LINESTRING (9.1840424 48.8622563, 9.1841201 48.8631017)",,,,
22949222,False,,Weimarstraße,residential,30,False,75.324,,"LINESTRING (9.1840424 48.8622563, 9.1840184 48.8620646, 9.1839675 48.8615807)",,,,
22996755,False,,Hermannstraße,living_street,,True,83.011,,"LINESTRING (9.181559 48.8623576, 9.182692 48.8623158)",,,,
22902319,False,,Alexanderstraße,residential,30,True,81.747,,"LINESTRING (9.1869493 48.8628449, 9.1868763 48.8621113)",,,,
22869399,False,,Friedrich-Siller-Straße,residential,30,False,148.452,,"LINESTRING (9.1869493 48.8628449, 9.1872545 48.8627892, 9.188837 48.8625004, 9.1889057 48.8624903)",,,,
22869399,False,,Friedrich-Siller-Straße,residential,30,True,90.37599999999999,,"LINESTRING (9.1869493 48.8628449, 9.186354 48.8629796, 9.1861206 48.8630261, 9.1859919 48.8630517, 9.1859501 48.8630538, 9.1858941 48.8630567, 9.1857648 48.8630516)",,,,
22869399,False,,Friedrich-Siller-Straße,residential,30,False,111.51,,"LINESTRING (9.1889057 48.8624903, 9.1904239 48.8624002)",,,,
175879736,False,,Schützenstraße,residential,30,False,67.097,,"LINESTRING (9.1889057 48.8624903, 9.1888307 48.8618889)",,,,
22869399,False,,Friedrich-Siller-Straße,residential,30,True,148.452,,"LINESTRING (9.1889057 48.8624903, 9.188837 48.8625004, 9.1872545 48.8627892, 9.1869493 48.8628449)",,,,
638975249,False,,Friedrich-Siller-Straße,residential,30,False,69.482,,"LINESTRING (9.1923218 48.8622396, 9.1932471 48.8620985)",,,,
638975249,False,,Friedrich-Siller-Straße,residential,30,True,139.979,,"LINESTRING (9.1923218 48.8622396, 9.1904239 48.8624002)",,,,
22877132,False,,Kochstraße,residential,30,False,145.60899999999998,,"LINESTRING (9.1923218 48.8622396, 9.1923393 48.8621633, 9.1922369 48.8617494, 9.1921849 48.8610174, 9.1921792 48.8609373)",,,,
22877132,False,,Kochstraße,residential,30,True,61.604,,"LINESTRING (9.1923218 48.8622396, 9.1923004 48.8623327, 9.1921579 48.8627829)",,,,
638975249,False,,Friedrich-Siller-Straße,residential,30,True,69.482,,"LINESTRING (9.1932471 48.8620985, 9.1923218 48.8622396)",,,,
22960680,False,,Kornblumenweg,residential,30,True,133.941,,"LINESTRING (9.1932471 48.8620985, 9.1931987 48.861893, 9.1931583 48.8617213, 9.1931169 48.860983, 9.1931122 48.860899)",,,,
"[638975249, 638862564]",False,,Friedrich-Siller-Straße,residential,30,False,68.78500000000001,,"LINESTRING (9.1932471 48.8620985, 9.1941267 48.8619918, 9.1941718 48.8619863)",,,,
22869410,False,,Im Mohn,residential,30,False,124.503,,"LINESTRING (9.1941718 48.8619863, 9.1941042 48.8617636, 9.1940514 48.8614391, 9.1940115 48.8609501, 9.1940086 48.8608736)",,,,
"[638975249, 638862564]",False,,Friedrich-Siller-Straße,residential,30,True,68.78500000000001,,"LINESTRING (9.1941718 48.8619863, 9.1941267 48.8619918, 9.1932471 48.8620985)",,,,
22877128,False,,Mühlhäuser Straße,residential,30,True,90.624,,"LINESTRING (9.1940388 48.8641083, 9.1940171 48.864129, 9.1939174 48.8642298, 9.1933844 48.8646382, 9.1932594 48.8647406)",,,,
22985743,True,,Mühlhäuser Straße,residential,30,False,10.19,,"LINESTRING (9.1940388 48.8641083, 9.1940137 48.8640924, 9.1939991 48.8640716, 9.1939973 48.8640488, 9.1940083 48.864027)",,,roundabout,
22948520,False,,Hohenstauffenallee,residential,30,False,92.62100000000001,,"LINESTRING (9.1916667 48.858418, 9.1915818 48.8584169, 9.1915247 48.8584161, 9.1911685 48.8584217, 9.1905764 48.8584437, 9.1904031 48.8584581)",,,,
"[419047994, 48001602]",False,,Ludwig-Herr-Straße,residential,40,False,93.035,2,"LINESTRING (9.1916667 48.858418, 9.1916446 48.858517, 9.191528 48.858979, 9.1914914 48.859092, 9.1914423 48.8592413)",,,,
419047995,False,,Ludwig-Herr-Straße,residential,40,True,70.603,2,"LINESTRING (9.1916667 48.858418, 9.1916867 48.858349, 9.1917291 48.8581616, 9.1918203 48.8577912)",,,,
"[446528632, 446528633, 446528635]",False,,Stuttgarter Straße,secondary,40,False,43.712,"['2', '3']","LINESTRING (9.1852885 48.857646, 9.1852709 48.8574942, 9.185244 48.8572867, 9.1852383 48.8572543)",,,,
"[446528640, 446528642, 446528637]",False,,Stuttgarter Straße,secondary,40,True,179.76,"['2', '3']","LINESTRING (9.1852885 48.857646, 9.1852956 48.8576997, 9.1853486 48.8581231, 9.18539 48.8584552, 9.1854127 48.8586921, 9.1854353 48.8588823, 9.1854635 48.8590893, 9.1854673 48.8591186, 9.1854849 48.8592574)",,,,
"[1017021859, 22870086]",False,,Rechbergstraße,residential,30,False,112.237,,"LINESTRING (9.1852885 48.857646, 9.185413 48.857639, 9.1854747 48.8576343, 9.1866434 48.8575908, 9.1868191 48.8575795)",,,,
22870086,False,,Rechbergstraße,residential,30,False,71.96,,"LINESTRING (9.1868191 48.8575795, 9.1878027 48.8575771)",,,,
"[1017021859, 22870086]",False,,Rechbergstraße,residential,30,True,112.237,,"LINESTRING (9.1868191 48.8575795, 9.1866434 48.8575908, 9.1854747 48.8576343, 9.185413 48.857639, 9.1852885 48.857646)",,,,
22870086,False,,Rechbergstraße,residential,30,False,66.012,,"LINESTRING (9.1900004 48.8576917, 9.1903545 48.8577199, 9.190899 48.8577429)",,,,
22870086,False,,Rechbergstraße,residential,30,True,73.143,,"LINESTRING (9.1900004 48.8576917, 9.1891901 48.8576451, 9.1890052 48.8576296)",,,,
22870086,False,,Rechbergstraße,residential,30,True,66.012,,"LINESTRING (9.190899 48.8577429, 9.1903545 48.8577199, 9.1900004 48.8576917)",,,,
48001605,False,,Rechbergstraße,residential,30,False,67.615,,"LINESTRING (9.190899 48.8577429, 9.1912864 48.8577632, 9.1916846 48.857785, 9.1918203 48.8577912)",,,,
48001604,False,,Rechbergstraße,residential,30,False,89.47,,"LINESTRING (9.1918203 48.8577912, 9.1919207 48.8577951, 9.1930422 48.8578244)",,,,
48001605,False,,Rechbergstraße,residential,30,True,67.615,,"LINESTRING (9.1918203 48.8577912, 9.1916846 48.857785, 9.1912864 48.8577632, 9.190899 48.8577429)",,,,
419047995,False,,Ludwig-Herr-Straße,residential,40,False,70.60300000000001,2,"LINESTRING (9.1918203 48.8577912, 9.1917291 48.8581616, 9.1916867 48.858349, 9.1916667 48.858418)",,,,
48001604,False,,Rechbergstraße,residential,30,True,89.47,,"LINESTRING (9.1930422 48.8578244, 9.1919207 48.8577951, 9.1918203 48.8577912)",,,,
22870101,False,,Richthofenallee,residential,30,False,62.077,,"LINESTRING (9.1914423 48.8592413, 9.192274 48.859352)",,,,
48001602,False,,Ludwig-Herr-Straße,residential,40,False,69.1,2,"LINESTRING (9.1914423 48.8592413, 9.19142 48.8593287, 9.1913489 48.8594927, 9.1912546 48.8597853, 9.1912347 48.8598471)",,,,
