osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,width,tunnel,junction,est_width
"[481224491, 481224487, 22870431]",False,,Jakobstraße,secondary,50,"[False, True]",142.351,3,"LINESTRING (9.1838005 48.8650956, 9.1840374 48.8650876, 9.1844527 48.8650815, 9.1845749 48.8650779, 9.1849259 48.8650709, 9.1853567 48.8650651, 9.1854766 48.8650696, 9.1856035 48.8650733, 9.1857414 48.8650954)",,,,
22976806,False,,Blücherstraße,residential,30,False,46.836,,"LINESTRING (9.1834428 48.8587794, 9.1840757 48.8587159)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,False,68.393,,"LINESTRING (9.1834428 48.8587794, 9.1834048 48.8586906, 9.1831897 48.8581873)",,,,
490520141,False,,Blücherstraße,living_street,,True,80.175,,"LINESTRING (9.1834428 48.8587794, 9.1834062 48.8587837, 9.1833214 48.8588009, 9.1823942 48.8589884)",,,,
637998442,False,,Karl-Joos-Straße,residential,30,True,67.575,,"LINESTRING (9.1834428 48.8587794, 9.1835792 48.8590717, 9.1836369 48.8592782, 9.1836643 48.8593684)",,,,
727263418,True,,Johannesstraße,residential,30,False,49.934,,"LINESTRING (9.1833068 48.8616013, 9.182625 48.861623)",,,,
52878396,False,,Marienstraße,residential,30,False,75.943,,"LINESTRING (9.1833068 48.8616013, 9.1833114 48.8616444, 9.1833558 48.8622835)",,,,
22869297,False,,Hermannstraße,residential,30,False,48.691,,"LINESTRING (9.1833558 48.8622835, 9.182692 48.8623158)",,,,
22869297,False,,Hermannstraße,residential,30,True,50.317,,"LINESTRING (9.1833558 48.8622835, 9.1840424 48.8622563)",,,,
52878396,False,,Marienstraße,residential,30,True,75.943,,"LINESTRING (9.1833558 48.8622835, 9.1833114 48.8616444, 9.1833068 48.8616013)",,,,
22976840,False,,Gerokstraße,residential,30,False,53.51,,"LINESTRING (9.1835468 48.8573953, 9.1828488 48.8575391)",,,,
22976840,False,,Gerokstraße,residential,30,True,9.75,,"LINESTRING (9.1835468 48.8573953, 9.183678 48.8573799)",,,,
22976840,False,,Gerokstraße,residential,30,False,9.75,,"LINESTRING (9.183678 48.8573799, 9.1835468 48.8573953)",,,,
22976840,False,,Gerokstraße,residential,30,True,45.745000000000005,,"LINESTRING (9.183678 48.8573799, 9.1838998 48.857354, 9.1842974 48.8573251)",,,,
53507710,False,,Mittelfeldstraße,residential,30,False,151.40300000000002,,"LINESTRING (9.183678 48.8573799, 9.1839047 48.8580782, 9.1840757 48.8587159)",,,,
22869115,False,,Beethovenstraße,residential,30,False,3.145,,"LINESTRING (9.1824181 48.859451, 9.1823753 48.8594537)",,,,
95398216,False,,Friedrichstraße,residential,30,False,51.469,,"LINESTRING (9.1824181 48.859451, 9.1823942 48.8589884)",5,,,
"[638709520, 22869115]",False,,Beethovenstraße,residential,30,True,91.648,,"LINESTRING (9.1824181 48.859451, 9.1831689 48.8594096, 9.1836643 48.8593684)",,,,
"[137468182, 1242489183]",False,,Anton-Bruckner-Weg,living_street,,True,25.018,,"LINESTRING (9.181924 48.8582053, 9.1820087 48.858401, 9.1820176 48.8584217)",5.8,,,
"[1242489182, 137468182]",False,,Anton-Bruckner-Weg,living_street,,False,28.337,,"LINESTRING (9.1821474 48.8586618, 9.1820326 48.8584494, 9.1820176 48.8584217)",5.8,,,
"[137468182, 1242489183]",False,,Anton-Bruckner-Weg,living_street,,False,25.018,,"LINESTRING (9.1820176 48.8584217, 9.1820087 48.858401, 9.181924 48.8582053)",5.8,,,
"[1242489182, 137468182]",False,,Anton-Bruckner-Weg,living_street,,True,28.337,,"LINESTRING (9.1820176 48.8584217, 9.1820326 48.8584494, 9.1821474 48.8586618)",5.8,,,
"[1242489188, 1242489189]",False,,Anton-Bruckner-Weg,living_street,,False,65.892,,"LINESTRING (9.1820176 48.8584217, 9.1819775 48.8584306, 9.181164 48.8586108)",5.8,,,
"[22902330, 1242489188]",False,,Anton-Bruckner-Weg,living_street,,True,89.622,,"LINESTRING (9.1820176 48.8584217, 9.1820557 48.8584141, 9.1830404 48.8582171, 9.1831897 48.8581873)",5.8,,,
419047992,False,K 1691,Lange Straße,secondary,30,True,11.065,2,"LINESTRING (9.1880751 48.8652883, 9.1879241 48.8652823)",,,,
419047993,False,K 1691,Lange Straße,secondary,30,False,126.44799999999998,2,"LINESTRING (9.1880751 48.8652883, 9.1881844 48.8652944, 9.1885867 48.8653158, 9.1885966 48.8653166, 9.1889622 48.8653457, 9.1897937 48.8654094)",,,,
306284663,False,,Bädergäßle,residential,,True,43.371,,"LINESTRING (9.1868394 48.8649089, 9.1868481 48.8652989)",,,,
306284663,False,,Bädergäßle,residential,,False,43.371,,"LINESTRING (9.1868481 48.8652989, 9.1868394 48.8649089)",,,,
481203887,False,K 1691,Lange Straße,secondary,30,False,78.729,2,"LINESTRING (9.1868481 48.8652989, 9.1879241 48.8652823)",,,,
"[11015577, 481203887]",False,K 1691,Lange Straße,secondary,"['50', '30']",True,86.496,"['2', '3']","LINESTRING (9.1868481 48.8652989, 9.1866271 48.8653054, 9.1864935 48.8653087, 9.1863577 48.8652978, 9.1862236 48.8652681, 9.1860585 48.8652113, 9.1859718 48.8651762, 9.1859147 48.8651549, 9.1858645 48.8651382, 9.1857414 48.8650954)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,True,48.055,2,"LINESTRING (9.1914078 48.8609602, 9.1920639 48.8609388)",,,,
120077354,False,,Zeppelinstraße,tertiary,50,False,37.128,2,"LINESTRING (9.1914078 48.8609602, 9.1911672 48.8609713, 9.1910546 48.8609731, 9.190901 48.8609768)",,,,
451236857,False,,Sichelweg,unclassified,30,False,78.389,,"LINESTRING (9.1914078 48.8609602, 9.1914021 48.8610462, 9.1913969 48.8611237, 9.1913641 48.8613128, 9.1913132 48.8614565, 9.1912804 48.8615833, 9.1912659 48.8616575)",,,,
451236857,False,,Sichelweg,unclassified,30,True,78.38900000000001,,"LINESTRING (9.1912659 48.8616575, 9.1912804 48.8615833, 9.1913132 48.8614565, 9.1913641 48.8613128, 9.1913969 48.8611237, 9.1914021 48.8610462, 9.1914078 48.8609602)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,False,6.368,,"LINESTRING (9.1828878 48.8575903, 9.1828488 48.8575391)",,,,
22868918,False,,Karl-Joos-Straße,residential,30,True,69.961,,"LINESTRING (9.1828878 48.8575903, 9.1829056 48.8576255, 9.1831897 48.8581873)",,,,
22985101,False,,Johannes-Brahms-Straße,living_street,,False,152.24099999999999,,"LINESTRING (9.1828878 48.8575903, 9.1827554 48.857617, 9.1818987 48.8578074, 9.1817312 48.8577641, 9.1816762 48.857776, 9.1813396 48.8578464, 9.1812582 48.8579308, 9.1809767 48.8579894)",,,,
