osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,width,access
"[454633473, 87983409, 485556352, 4451950]","['4', '2', '3']",Kurt-Schumacher-Platz,primary,50,True,False,149.629,B 226,"LINESTRING (7.2216344 51.4789308, 7.2218007 51.4790159, 7.2219015 51.4790752, 7.2219655 51.4791152, 7.2220256 51.4791491, 7.2222576 51.4792584, 7.2226138 51.4794261, 7.2227323 51.4794819, 7.2232753 51.4797435, 7.2233256 51.4797666)",,
25933161,2,Ostring,primary,50,False,False,9.421,,"LINESTRING (7.2246078 51.4812453, 7.22474 51.4812253)",,
"[221635320, 221635321, 221630510]","['4', '2', '3']",Ostring,primary,50,True,False,116.58699999999999,B 226,"LINESTRING (7.2246078 51.4812453, 7.2245577 51.4811304, 7.2244971 51.4809831, 7.2244312 51.4808321, 7.2243176 51.480635, 7.2242695 51.4805591, 7.2241934 51.4804455, 7.2241312 51.4803693, 7.2241023 51.4803337, 7.224067 51.4802972, 7.2240232 51.4802696)",,
"[577425513, 4517147, 695661411]",2,Hans-Böckler-Straße,"['unclassified', 'residential']",20,False,False,283.19199999999995,,"LINESTRING (7.2159874 51.4818807, 7.2160112 51.4819871, 7.2159936 51.4820884, 7.2159225 51.4825229, 7.2159142 51.482548, 7.2157013 51.4830378, 7.2156495 51.4831571, 7.2156027 51.4832763, 7.215576 51.4833919, 7.2155689 51.4834709, 7.2155698 51.4834807, 7.2155795 51.4835872, 7.2155802 51.4835909, 7.2155907 51.4836465, 7.2156023 51.4837081, 7.2156249 51.4837628, 7.2157285 51.4840238, 7.215764 51.4841146, 7.2157967 51.4842026, 7.2158389 51.4843235, 7.2158575 51.4843767)",7,
24769843,,Bongardstraße,residential,20,False,True,326.782,,"LINESTRING (7.2159874 51.4818807, 7.2161 51.4818902, 7.2161922 51.4818967, 7.216296 51.481904, 7.2163078 51.4819047, 7.2163687 51.4819084, 7.2167136 51.4819303, 7.2168931 51.4819436, 7.216989 51.4819493, 7.2172625 51.4819658, 7.2176985 51.4819962, 7.2178897 51.4820101, 7.2181923 51.4820266, 7.2186055 51.4820275, 7.2187132 51.4820177, 7.2188067 51.482008, 7.219024 51.4819895, 7.2193817 51.481896, 7.2195157 51.4818184, 7.2197051 51.4817086, 7.2197589 51.4816619, 7.2199105 51.4815003, 7.2199711 51.4814172, 7.2200627 51.4812417)",5,
"[97278592, 609720196, 80138622]",,"['Junggesellenstraße', 'Viktoriastraße']","['unclassified', 'residential']",20,False,False,308.308,,"LINESTRING (7.2159874 51.4818807, 7.2159628 51.4817714, 7.2159856 51.4816062, 7.216013 51.4814086, 7.2160456 51.4812543, 7.2160747 51.481124, 7.2160184 51.48073, 7.2159794 51.4806798, 7.2158707 51.4806262, 7.2158271 51.4806158, 7.2157415 51.4806046, 7.2156738 51.4806046, 7.2155488 51.4806101, 7.2154134 51.4806195, 7.2151006 51.4806412, 7.2149138 51.4806302, 7.2147676 51.4806226, 7.2146259 51.4806153, 7.2144791 51.4805652, 7.2142288 51.4805398, 7.2137207 51.4804883, 7.213666 51.4804821, 7.2135482 51.480469)",7,
"[916758240, 222337746, 1149747838]",,Willy-Brandt-Platz,unclassified,20,False,True,212.62399999999997,,"LINESTRING (7.2159874 51.4818807, 7.2159576 51.4818781, 7.215767 51.4818613, 7.2154305 51.4818331, 7.2151399 51.4818068, 7.2149681 51.4817852, 7.2147161 51.4817553, 7.2141723 51.481684, 7.2139581 51.4816582, 7.2137446 51.4816325, 7.2134226 51.4815663, 7.2132209 51.4815249, 7.2131635 51.4815131, 7.2129929 51.4814781)",6,
80874613,1,Hans-Böckler-Straße,residential,50,True,False,12.808,,"LINESTRING (7.2168636 51.4855381, 7.2169772 51.485629)",,
"[79574268, 222517949]","['2', '3']",Nordring,primary,50,True,False,123.50999999999999,B 226,"LINESTRING (7.2168636 51.4855381, 7.216999 51.485411, 7.2171708 51.4853201, 7.2174626 51.4851882, 7.2175256 51.4851598, 7.2175864 51.4851329, 7.2180589 51.4849234, 7.2182367 51.4848423)",,
80874612,1,Hans-Böckler-Straße,residential,50,True,False,12.121,,"LINESTRING (7.2169772 51.485629, 7.2168045 51.4856468)",,
93950876,2,Nordring,primary,50,True,False,39.801,B 226,"LINESTRING (7.2169772 51.485629, 7.2168979 51.4857502, 7.2167965 51.4859683)",,
221626036,2,Bergstraße,tertiary,,False,False,11.495,K 25,"LINESTRING (7.2208186 51.4840402, 7.2207461 51.4839472)",,
55413680,2,Bergstraße,tertiary,30,False,True,228.05399999999997,K 25,"LINESTRING (7.2208186 51.4840402, 7.2208952 51.4841095, 7.2209062 51.4841479, 7.221002 51.4844819, 7.2210899 51.4847977, 7.221107 51.4848581, 7.2211525 51.4850199, 7.2211736 51.4851138, 7.2211835 51.4851596, 7.221223 51.4853534, 7.221264 51.4855485, 7.2213721 51.4860533)",,
"[534268037, 80186462]",2,Nordring,primary,50,True,False,147.82999999999998,B 226,"LINESTRING (7.2208186 51.4840402, 7.2206536 51.4840967, 7.220083 51.4842847, 7.2196904 51.484414, 7.2195713 51.4844538, 7.2191575 51.4845918, 7.2191154 51.4846059, 7.2189408 51.4846723)",,
52275665,3,Viktoriastraße,primary,50,True,False,16.859,L 551,"LINESTRING (7.2155689 51.478826, 7.2155369 51.4786757)",,
"[221639344, 92736532]","['2', '3']",Südring,primary,50,True,False,68.79400000000001,B 226,"LINESTRING (7.2155689 51.478826, 7.2153438 51.478855, 7.2151758 51.4788808, 7.2151024 51.47889, 7.2146473 51.4789473, 7.214597 51.4789536)",,
79574269,4,Südring,primary,50,True,False,11.161,B 226,"LINESTRING (7.2157267 51.4788056, 7.2155689 51.478826)",,
"[575485017, 92731403]",,Viktoriastraße,residential,50,True,False,66.399,,"LINESTRING (7.2157267 51.4788056, 7.2157713 51.4789949, 7.2157969 51.4794004)",,
6274559,,Scharnhorststraße,residential,30,True,False,95.72900000000001,,"LINESTRING (7.2232705 51.4814634, 7.2237437 51.4813862, 7.2238482 51.4813692, 7.2239893 51.4813462, 7.224153 51.4813195, 7.2242677 51.4813008, 7.2244058 51.4812782, 7.2244579 51.4812697, 7.2245118 51.481261, 7.2246078 51.4812453)",,
80467331,2,Kurt-Schumacher-Platz,primary,50,True,False,8.452,B 226,"LINESTRING (7.2234115 51.4800084, 7.2233374 51.479948)",,
"[80467321, 221849826, 80201065]","['2', '1']",Massenbergstraße,residential,50,True,False,59.23,,"LINESTRING (7.2234115 51.4800084, 7.2232933 51.4800421, 7.2230483 51.4800965, 7.2229809 51.4801391, 7.2229064 51.4801726, 7.2227969 51.4802035, 7.2226503 51.4802386)",7.5,
88893312,2,Westring,primary,50,False,False,14.852,,"LINESTRING (7.2135482 51.480469, 7.2133383 51.4804416)",,
"[298323917, 221620046]","['2', '3']",Westring,primary,50,True,False,118.651,B 226,"LINESTRING (7.2135482 51.480469, 7.2134968 51.4805787, 7.2133925 51.4807898, 7.2130902 51.4813119, 7.2130711 51.4813449, 7.2129929 51.4814781)",,
"[97278592, 609720196, 80138622]",,"['Junggesellenstraße', 'Viktoriastraße']","['residential', 'unclassified']",20,False,True,308.308,,"LINESTRING (7.2135482 51.480469, 7.213666 51.4804821, 7.2137207 51.4804883, 7.2142288 51.4805398, 7.2144791 51.4805652, 7.2146259 51.4806153, 7.2147676 51.4806226, 7.2149138 51.4806302, 7.2151006 51.4806412, 7.2154134 51.4806195, 7.2155488 51.4806101, 7.2156738 51.4806046, 7.2157415 51.4806046, 7.2158271 51.4806158, 7.2158707 51.4806262, 7.2159794 51.4806798, 7.2160184 51.48073, 7.2160747 51.481124, 7.2160456 51.4812543, 7.216013 51.4814086, 7.2159856 51.4816062, 7.2159628 51.4817714, 7.2159874 51.4818807)",7,
6970816,,Arndtstraße,residential,20,True,False,142.80399999999997,,"LINESTRING (7.2226503 51.4802386, 7.2226771 51.4802916, 7.2227527 51.4804413, 7.2228736 51.4806805, 7.223008 51.4809496, 7.2230332 51.4809991, 7.2231942 51.4813153, 7.2232705 51.4814634)",,
"[350437712, 400490963]",1,Massenbergstraße,residential,20,True,False,57.983000000000004,,"LINESTRING (7.2226503 51.4802386, 7.2225647 51.4802577, 7.222172 51.4803522, 7.2221365 51.4803598, 7.2219844 51.4803547, 7.2218583 51.4803238)",,
7545123,,Arndtstraße,residential,30,True,False,84.28299999999999,,"LINESTRING (7.223676 51.4821746, 7.2235899 51.4820935, 7.2232705 51.4814634)",,
7545125,,Weilenbrink,residential,30,False,True,101.201,,"LINESTRING (7.223676 51.4821746, 7.2236556 51.4822197, 7.2236036 51.482254, 7.2235296 51.4822861, 7.2232052 51.4824269, 7.22317 51.4824422, 7.2230028 51.4825155, 7.2225307 51.4827226)",,
7545125,,Weilenbrink,residential,30,False,False,101.20100000000001,,"LINESTRING (7.2225307 51.4827226, 7.2230028 51.4825155, 7.22317 51.4824422, 7.2232052 51.4824269, 7.2235296 51.4822861, 7.2236036 51.482254, 7.2236556 51.4822197, 7.223676 51.4821746)",,
93941588,2,Bleichstraße,residential,30,True,False,34.282,,"LINESTRING (7.2225307 51.4827226, 7.2226219 51.4827484, 7.2227273 51.4828198, 7.2227585 51.482841, 7.2228823 51.4829332)",,
93941591,,Bleichstraße,residential,30,False,False,143.976,,"LINESTRING (7.2225307 51.4827226, 7.2224876 51.4826936, 7.2223477 51.4825996, 7.2220389 51.4823921, 7.2219789 51.4823532, 7.2218111 51.48224, 7.2215431 51.4820628, 7.2213022 51.4818971, 7.2212639 51.4818713, 7.221115 51.4817744)",,
"[691475891, 454553013, 24861143]",,Bleichstraße,residential,30,False,False,98.323,,"LINESTRING (7.221115 51.4817744, 7.2209514 51.4816259, 7.22088 51.481547, 7.220807 51.4814754, 7.2207406 51.4814249, 7.2205137 51.4813353, 7.2203071 51.481288, 7.2202956 51.4812857, 7.2201143 51.481251, 7.2200627 51.4812417)",,
93941591,,Bleichstraße,residential,30,False,True,143.976,,"LINESTRING (7.221115 51.4817744, 7.2212639 51.4818713, 7.2213022 51.4818971, 7.2215431 51.4820628, 7.2218111 51.48224, 7.2219789 51.4823532, 7.2220389 51.4823921, 7.2223477 51.4825996, 7.2224876 51.4826936, 7.2225307 51.4827226)",,
"[7545130, 691475892]",,Untere Marktstraße,residential,20,False,True,143.45299999999997,,"LINESTRING (7.221115 51.4817744, 7.2208619 51.4818469, 7.2208562 51.4818484, 7.22068 51.4819279, 7.2205685 51.4819759, 7.2205281 51.4819933, 7.2200273 51.4822088, 7.2199501 51.4822531, 7.2197082 51.4824155, 7.2195838 51.4825254, 7.2195391 51.4825806)",,
"[7545130, 691475892]",,Untere Marktstraße,residential,20,False,False,143.453,,"LINESTRING (7.2195391 51.4825806, 7.2195838 51.4825254, 7.2197082 51.4824155, 7.2199501 51.4822531, 7.2200273 51.4822088, 7.2205281 51.4819933, 7.2205685 51.4819759, 7.22068 51.4819279, 7.2208562 51.4818484, 7.2208619 51.4818469, 7.221115 51.4817744)",,
349902024,1,Große Beckstraße,residential,20,True,False,124.30199999999999,,"LINESTRING (7.2195391 51.4825806, 7.2197447 51.4826745, 7.2199247 51.4827568, 7.220061 51.4828171, 7.2204235 51.4829847, 7.2204564 51.4829997, 7.2207962 51.4831549, 7.2209882 51.4832403)",,
"[7971890, 921866619, 222517948]",2,Kortumstraße,residential,20,True,False,118.884,,"LINESTRING (7.21767 51.4838025, 7.2177923 51.4838814, 7.2183221 51.4842233, 7.2187234 51.4844842, 7.218762 51.484509, 7.2188006 51.4845363, 7.2188456 51.4845803)",,
"[1029039634, 189994314]",1,Brückstraße,residential,20,True,False,89.836,,"LINESTRING (7.21767 51.4838025, 7.2177798 51.4837324, 7.2181162 51.4835177, 7.2185723 51.483222)",,
4517148,1,Brückstraße,residential,50,True,False,58.736,,"LINESTRING (7.2142215 51.485623, 7.2143125 51.4855172, 7.2147063 51.4853125, 7.2147557 51.4852868, 7.2148149 51.485255)",,
8065665,,Wagenfeldstraße,residential,30,True,False,137.482,,"LINESTRING (7.2142215 51.485623, 7.2141396 51.4855254, 7.2140889 51.4854767, 7.2133972 51.4848131, 7.2132723 51.4846932, 7.2131412 51.4845867)",,
25942732,2,Dorstener Straße,residential,50,False,False,16.481,,"LINESTRING (7.2142215 51.485623, 7.2141056 51.4856833, 7.2140547 51.4857108, 7.2140399 51.4857188)",,
"[7971804, 730197599]",1,Bleichstraße,residential,30,True,False,47.938,,"LINESTRING (7.2222683 51.4831073, 7.2223625 51.4830397, 7.2224318 51.4829555, 7.2224548 51.4829009, 7.2224733 51.4828111, 7.2224712 51.4827766, 7.2225307 51.4827226)",,
530770261,2,Schwanenmarkt,primary,50,True,False,40.521,B 226,"LINESTRING (7.2222683 51.4831073, 7.2224164 51.4830516, 7.2225466 51.483012, 7.2225866 51.4829998, 7.2227944 51.4829499)",,
24379910,,Kortumstraße,unclassified,50,False,True,12.17,,"LINESTRING (7.2189408 51.4846723, 7.2188456 51.4845803)",,
"[79574272, 222517656]","['2', '3']",Nordring,primary,50,True,False,173.76100000000002,B 226,"LINESTRING (7.2189408 51.4846723, 7.2187214 51.4847558, 7.2183714 51.4849101, 7.2180297 51.4850677, 7.2178376 51.4851526, 7.2176251 51.4852459, 7.2174007 51.4853444, 7.2172064 51.4854423, 7.2171689 51.4854676, 7.2171293 51.4854943, 7.2170492 51.4855609, 7.2169772 51.485629)",,
"[168001016, 168001017, 80138621]",2,Kortumstraße,unclassified,30,False,False,175.517,,"LINESTRING (7.2189408 51.4846723, 7.2189916 51.4847235, 7.21903 51.4847617, 7.2192823 51.4850129, 7.2193707 51.4851018, 7.2194369 51.4851641, 7.2194669 51.4851923, 7.2195595 51.4852793, 7.2196135 51.4853385, 7.2197179 51.4854435, 7.2202946 51.4860066)",,
24379910,,Kortumstraße,unclassified,50,False,False,12.17,,"LINESTRING (7.2188456 51.4845803, 7.2189408 51.4846723)",,
"[80186463, 79574271]","['2', '3']",Nordring,primary,50,True,False,149.24800000000002,B 226,"LINESTRING (7.2188456 51.4845803, 7.2190354 51.484515, 7.2196693 51.4843052, 7.2201241 51.4841525, 7.2205115 51.4840234, 7.2205743 51.4840024, 7.2207461 51.4839472)",,
"[168001016, 168001017, 80138621]",2,Kortumstraße,unclassified,30,False,True,175.517,,"LINESTRING (7.2202946 51.4860066, 7.2197179 51.4854435, 7.2196135 51.4853385, 7.2195595 51.4852793, 7.2194669 51.4851923, 7.2194369 51.4851641, 7.2193707 51.4851018, 7.2192823 51.4850129, 7.21903 51.4847617, 7.2189916 51.4847235, 7.2189408 51.4846723)",,
4517148,1,Brückstraße,residential,50,True,False,87.57700000000001,,"LINESTRING (7.2148149 51.485255, 7.2155442 51.4848741, 7.2155874 51.4848528, 7.2156138 51.4848397, 7.2157895 51.4847531)",,
"[8065664, 93949291]",,"['Prümerstraße', 'Windmühlenstraße']",residential,30,False,False,60.795,,"LINESTRING (7.2131412 51.4845867, 7.213237 51.4845272, 7.2133667 51.4844466, 7.2136081 51.4843077, 7.2136811 51.4842802, 7.2137969 51.484335)",,
9708305,1,Brückstraße,residential,50,True,False,58.333999999999996,,"LINESTRING (7.2147205 51.485454, 7.214634 51.4855506, 7.2145653 51.4856539, 7.2145025 51.4858045, 7.2144239 51.4859427)",,
40952051,2,Brückstraße,residential,50,True,False,40.318,,"LINESTRING (7.2147205 51.485454, 7.214408 51.4856022, 7.2142215 51.485623)",,
"[9708306, 577425509]",2,Herner Straße,residential,50,True,False,39.541,,"LINESTRING (7.2144239 51.4859427, 7.2144067 51.4858269, 7.2143923 51.4857697, 7.2143426 51.4857335, 7.2142215 51.485623)",,
222517654,2,Nordring,primary,50,True,False,12.761,B 226,"LINESTRING (7.2168045 51.4856468, 7.2168636 51.4855381)",,
80138596,1,Hans-Böckler-Straße,residential,50,True,False,18.802999999999997,,"LINESTRING (7.2168045 51.4856468, 7.2166936 51.4855945, 7.2165955 51.4855391)",,
"[686671177, 298330137, 80138596]","['2', '1']",Hans-Böckler-Straße,residential,50,True,False,91.34199999999998,,"LINESTRING (7.2165955 51.4855391, 7.2164661 51.4854505, 7.216353 51.4853477, 7.2162454 51.4852279, 7.2161143 51.4850735, 7.2160483 51.485004, 7.2160242 51.4849757, 7.2159838 51.4849362, 7.215896 51.4848459)",,
"[25942731, 1031386918]",,Kanalstraße,residential,30,False,False,28.604,,"LINESTRING (7.2165955 51.4855391, 7.2164707 51.485591, 7.216417 51.4856133, 7.216256 51.4856856)",,
11409698,,Rheinische Straße,residential,30,False,False,103.152,,"LINESTRING (7.2263031 51.4835586, 7.2263234 51.4839041, 7.2263201 51.4839717, 7.2262902 51.4841624, 7.2262443 51.4843548, 7.2262092 51.4844811)",,
1144365652,,Blumenstraße,residential,30,False,False,199.674,,"LINESTRING (7.2263031 51.4835586, 7.2257203 51.4835905, 7.2249452 51.4836385, 7.2245613 51.4836407, 7.2239491 51.483604, 7.2236777 51.4835877, 7.2236159 51.4835971, 7.2235253 51.4836441, 7.2234762 51.483672)",,
11409698,,Rheinische Straße,residential,30,False,True,103.152,,"LINESTRING (7.2262092 51.4844811, 7.2262443 51.4843548, 7.2262902 51.4841624, 7.2263201 51.4839717, 7.2263234 51.4839041, 7.2263031 51.4835586)",,
"[222361842, 15270773, 222361839]","['2', '1']",Castroper Straße,secondary,50,True,False,208.388,L 654,"LINESTRING (7.2262092 51.4844811, 7.2260127 51.4845082, 7.2253281 51.4844079, 7.224966 51.4843593, 7.2246003 51.4843041, 7.2239858 51.4841959, 7.223859 51.4841771, 7.2236909 51.4841521, 7.2235178 51.484116, 7.2233019 51.48406)",,
221626036,2,Bergstraße,tertiary,,False,True,11.495,K 25,"LINESTRING (7.2207461 51.4839472, 7.2208186 51.4840402)",,
221626040,3,Nordring,primary,50,True,False,77.701,B 226,"LINESTRING (7.2207461 51.4839472, 7.2208786 51.4839031, 7.2210146 51.4838508, 7.2212215 51.4837485, 7.221437 51.4836089, 7.2214734 51.4835853, 7.2215931 51.483498)",,
16245738,,Zeppelinstraße,residential,30,False,False,95.884,,"LINESTRING (7.2213721 51.4860533, 7.2216377 51.4860622, 7.2217362 51.4860655, 7.2223191 51.486085, 7.2224457 51.4860892, 7.2227549 51.4860995)",,
55413680,2,Bergstraße,tertiary,30,False,False,228.05399999999997,K 25,"LINESTRING (7.2213721 51.4860533, 7.221264 51.4855485, 7.221223 51.4853534, 7.2211835 51.4851596, 7.2211736 51.4851138, 7.2211525 51.4850199, 7.221107 51.4848581, 7.2210899 51.4847977, 7.221002 51.4844819, 7.2209062 51.4841479, 7.2208952 51.4841095, 7.2208186 51.4840402)",,
55606717,,Zeppelinstraße,residential,30,False,True,165.012,,"LINESTRING (7.2265081 51.486225, 7.2259836 51.4862075, 7.224744 51.486166, 7.2241284 51.4861454)",,
351580933,,Lorenz-Rebbert-Allee,residential,30,False,False,44.756,,"LINESTRING (7.2265081 51.486225, 7.2264965 51.4860321, 7.2264953 51.4860119, 7.2264862 51.4858597, 7.2264963 51.4858233)",,
16245738,,Zeppelinstraße,residential,30,False,True,95.884,,"LINESTRING (7.2227549 51.4860995, 7.2224457 51.4860892, 7.2223191 51.486085, 7.2217362 51.4860655, 7.2216377 51.4860622, 7.2213721 51.4860533)",,
609722401,,Zeppelinstraße,residential,30,False,False,95.24,,"LINESTRING (7.2227549 51.4860995, 7.2229005 51.4861044, 7.2229462 51.4861059, 7.2230584 51.4861097, 7.2241284 51.4861454)",,
55606717,,Zeppelinstraße,residential,30,False,False,165.012,,"LINESTRING (7.2241284 51.4861454, 7.224744 51.486166, 7.2259836 51.4862075, 7.2265081 51.486225)",,
609722401,,Zeppelinstraße,residential,30,False,True,95.24,,"LINESTRING (7.2241284 51.4861454, 7.2230584 51.4861097, 7.2229462 51.4861059, 7.2229005 51.4861044, 7.2227549 51.4860995)",,
"[575485011, 24027890, 231912251, 92730677]",3,"['ABC-Straße', 'Viktoriastraße']",residential,50,True,False,225.059,,"LINESTRING (7.2140548 51.4795358, 7.2141723 51.4795598, 7.2153134 51.4797979, 7.2156965 51.4797803, 7.2156723 51.4796494, 7.2156713 51.4794822, 7.2156047 51.4790499, 7.2155977 51.4790045, 7.2155689 51.478826)",,yes
"[298323914, 349612314, 221640230]",2,Westring,primary,50,True,False,109.543,B 226,"LINESTRING (7.2140548 51.4795358, 7.2139114 51.4798027, 7.2137615 51.4800696, 7.2136344 51.4803007, 7.2136234 51.4803206, 7.2135482 51.480469)",,
"[25695048, 162356197, 162356198]",2,Maximilian-Kolbe-Straße,residential,30,False,False,115.548,,"LINESTRING (7.2125082 51.477648, 7.213026 51.4775724, 7.2131237 51.4775672, 7.2132259 51.4775611, 7.2133018 51.477557, 7.2140339 51.4775169, 7.2141582 51.4775101)",,
221639339,1,Südring,primary,50,False,False,10.879,,"LINESTRING (7.218859 51.4786305, 7.2188549 51.4785327)",,
"[485938541, 375608688, 485938545, 221639348, 92728285]","['4', '2', '3']",Südring,primary,50,True,False,218.33200000000005,B 226,"LINESTRING (7.218859 51.4786305, 7.2187159 51.4786424, 7.2184815 51.4786626, 7.2181699 51.4786824, 7.2178465 51.4786929, 7.2176723 51.4786864, 7.2175477 51.4786821, 7.217207 51.4786931, 7.2170357 51.4787001, 7.2168965 51.478707, 7.2167155 51.4787177, 7.2165955 51.4787333, 7.2164523 51.478752, 7.2163365 51.4787594, 7.2160374 51.4787714, 7.2159715 51.4787741, 7.2157267 51.4788056)",,
957935309,3,Luisenstraße,residential,,False,True,13.965,,"LINESTRING (7.218859 51.4786305, 7.2188675 51.478722, 7.2188702 51.4787559)",,
80727142,1,Kerkwege,residential,30,True,False,103.84299999999999,,"LINESTRING (7.2170044 51.4773821, 7.2169 51.4774126, 7.2168647 51.4774197, 7.2166703 51.4774294, 7.2162683 51.4774495, 7.2159981 51.477463, 7.2156573 51.4774801, 7.215522 51.4774869)",,
