osmid,name,highway,maxspeed,oneway,reversed,length,tunnel,bridge,geometry,lanes,ref
181655523,Gymnasiumstraße,residential,,False,False,21.334,,,"LINESTRING (10.1923946 50.2496919, 10.1926902 50.2497248)",,
181655523,Gymnasiumstraße,residential,,False,True,55.754,,,"LINESTRING (10.1923946 50.2496919, 10.1916192 50.2496173)",,
32859649,Bauerngasse,residential,,False,True,138.14499999999998,,,"LINESTRING (10.1923946 50.2496919, 10.1924073 50.249311, 10.1924539 50.2490536, 10.192492 50.2489408, 10.1926048 50.2487642, 10.1928126 50.2484996)",,
5096202,Schlossergasse,residential,,False,True,37.089,,,"LINESTRING (10.1934754 50.2485087, 10.1929892 50.2483879)",,
5096200,Hennebergstraße,residential,30,True,False,89.613,,,"LINESTRING (10.1934754 50.2485087, 10.1933964 50.2486576, 10.1933199 50.2489241, 10.1932612 50.2490115, 10.1932895 50.2492318, 10.1932962 50.2492932)",,
5096201,Hennebergstraße,residential,,True,False,48.228,,,"LINESTRING (10.1939542 50.2492121, 10.1937239 50.2492408, 10.1935027 50.2492403, 10.1932962 50.2492932)",,
26951388,Marktplatz,residential,30,False,True,46.727000000000004,,,"LINESTRING (10.1939542 50.2492121, 10.193974 50.2490925, 10.1939931 50.2490042, 10.1940848 50.2488017)",,
"[26951392, 38194226]",Marktplatz,residential,30,False,False,42.863,,,"LINESTRING (10.1939542 50.2492121, 10.1941504 50.2492116, 10.1944241 50.2492068, 10.1945491 50.2491781)",,
5096191,Anger,residential,30,False,False,38.3,,,"LINESTRING (10.1953846 50.2486999, 10.1952587 50.248365)",,
5096190,Salzgasse,residential,30,True,False,71.651,,,"LINESTRING (10.1953846 50.2486999, 10.1952119 50.248716, 10.1948399 50.2487465, 10.1945939 50.2487715, 10.1943866 50.2487887)",,
"[479078934, 874636471]",Hafenmarkt,residential,30,False,True,44.666,,,"LINESTRING (10.1953846 50.2486999, 10.1956052 50.2487255, 10.1958601 50.2488456, 10.1959013 50.2488653, 10.19593 50.2488791)",,
5096204,Kapellengasse,residential,30,False,False,60.415,,,"LINESTRING (10.1950213 50.2477642, 10.1941857 50.2478626)",,
5096191,Anger,residential,30,False,True,69.182,,,"LINESTRING (10.1950213 50.2477642, 10.1950724 50.247999, 10.1950908 50.248047, 10.1951879 50.248222, 10.1952587 50.248365)",,
32882327,Landgerichtsgasse,residential,,False,False,103.933,,,"LINESTRING (10.1950213 50.2477642, 10.1949418 50.2471678, 10.1949509 50.2471252, 10.1948561 50.2468384)",,
104480667,Hennebergstraße,residential,,True,False,56.554,,,"LINESTRING (10.1932962 50.2492932, 10.1930202 50.2497702)",,
5096194,Streitgasse,residential,,False,False,11.666,,,"LINESTRING (10.1948561 50.2468384, 10.1946922 50.2468338)",,
"[5096194, 5096206]","['Grube', 'Streitgasse']",residential,,False,True,68.366,,,"LINESTRING (10.1948561 50.2468384, 10.1953639 50.2468405, 10.1955533 50.2471041)",,
32882327,Landgerichtsgasse,residential,,False,True,103.93299999999999,,,"LINESTRING (10.1948561 50.2468384, 10.1949509 50.2471252, 10.1949418 50.2471678, 10.1950213 50.2477642)",,
5096194,Streitgasse,residential,,False,True,11.666,,,"LINESTRING (10.1946922 50.2468338, 10.1948561 50.2468384)",,
5096192,Obere Torgasse,residential,,False,False,92.81099999999999,,,"LINESTRING (10.1946922 50.2468338, 10.1945662 50.2466709, 10.1943907 50.2464508, 10.1942457 50.2464177, 10.1940394 50.2464684, 10.1939341 50.2465101, 10.193814 50.2465507)",,
5096194,Streitgasse,residential,,False,False,62.266999999999996,,,"LINESTRING (10.1946922 50.2468338, 10.1944669 50.2467505, 10.1943554 50.2467356, 10.193911 50.246774, 10.1938584 50.2467786)",,
5096197,Gymnasiumstraße,residential,30,False,False,48.272000000000006,,,"LINESTRING (10.1903387 50.2493973, 10.1904716 50.249455, 10.190931 50.2496084)",,
"[870769704, 1193565209, 29081226, 873094610]",,primary,60,False,False,174.331,,,"LINESTRING (10.1903387 50.2493973, 10.1895651 50.2500464, 10.1895149 50.2500879, 10.1894622 50.2501403, 10.1893896 50.2502252, 10.1893138 50.2503431, 10.1892487 50.2504826, 10.1892243 50.2505444, 10.1891897 50.2506615, 10.1891685 50.2507446)",3,B 287
"[875159392, 875159396, 875159397]",,primary,60,False,True,60.07000000000001,,,"LINESTRING (10.1903387 50.2493973, 10.1905018 50.249277, 10.1907899 50.2490419, 10.1908693 50.2489771)",2,B 287
5096192,Obere Torgasse,residential,,False,True,92.811,,,"LINESTRING (10.193814 50.2465507, 10.1939341 50.2465101, 10.1940394 50.2464684, 10.1942457 50.2464177, 10.1943907 50.2464508, 10.1945662 50.2466709, 10.1946922 50.2468338)",,
32859649,Bauerngasse,residential,,False,False,36.793,,,"LINESTRING (10.1935786 50.2465502, 10.1933732 50.2468539)",,
"[1077034172, 875232821, 875232822]",Veit-Stoß-Straße,tertiary,,False,False,28.679999999999996,,,"LINESTRING (10.1935786 50.2465502, 10.1934631 50.2464678, 10.1933746 50.2464139, 10.1932964 50.2463662)",,
"[5052225, 875232822]",Veit-Stoß-Straße,tertiary,,False,True,32.349,,,"LINESTRING (10.1935786 50.2465502, 10.1936623 50.2466034, 10.1938584 50.2467786)",,
5096203,Sudhausgasse,residential,,False,True,31.633,,,"LINESTRING (10.1937918 50.2480473, 10.1933673 50.2479622)",,
5096200,Hennebergstraße,residential,30,True,False,56.028,,,"LINESTRING (10.1937918 50.2480473, 10.1936976 50.2481937, 10.1934754 50.2485087)",,
5096204,Kapellengasse,residential,30,False,True,60.415,,,"LINESTRING (10.1941857 50.2478626, 10.1950213 50.2477642)",,
5052225,Veit-Stoß-Straße,tertiary,,False,False,122.761,,,"LINESTRING (10.1941857 50.2478626, 10.1940144 50.2472931, 10.1938584 50.2467786)",,
"[5052225, 982209019, 982209020]",Veit-Stoß-Straße,tertiary,,False,True,104.407,,,"LINESTRING (10.1941857 50.2478626, 10.194238 50.2479694, 10.1943073 50.2481417, 10.1943495 50.2484729, 10.1943675 50.2486869, 10.1943866 50.2487887)",,
5096200,Hennebergstraße,residential,30,True,False,38.768,,,"LINESTRING (10.1941857 50.2478626, 10.1939332 50.2478852, 10.1937918 50.2480473)",,
26951388,Marktplatz,residential,30,False,False,46.727,,,"LINESTRING (10.1940848 50.2488017, 10.1939931 50.2490042, 10.193974 50.2490925, 10.1939542 50.2492121)",,
32854254,Marktplatz,tertiary,30,False,True,45.083,,,"LINESTRING (10.1945491 50.2491781, 10.1944747 50.2490764, 10.1943866 50.2487887)",,
32854256,Riemenschneiderstraße,tertiary,30,False,False,26.785,,,"LINESTRING (10.1945491 50.2491781, 10.1946197 50.2492824, 10.1947068 50.2493968)",,
"[26951392, 38194226]",Marktplatz,residential,30,False,True,42.863,,,"LINESTRING (10.1945491 50.2491781, 10.1944241 50.2492068, 10.1941504 50.2492116, 10.1939542 50.2492121)",,
23651542,Reichenbacher Straße,tertiary,50,False,False,63.257000000000005,,,"LINESTRING (10.1887023 50.2508314, 10.1885883 50.2508745, 10.1884747 50.2509294, 10.1880665 50.2512234)",2,KG 1
873094608,,tertiary_link,50,True,False,36.291,,,"LINESTRING (10.1887023 50.2508314, 10.1888205 50.2507631, 10.1888747 50.2507516, 10.1891685 50.2507446)",,
23651542,Reichenbacher Straße,tertiary,50,False,True,63.257000000000005,,,"LINESTRING (10.1880665 50.2512234, 10.1884747 50.2509294, 10.1885883 50.2508745, 10.1887023 50.2508314)",2,KG 1
"[23651561, 924054404, 924054405, 1075708870]",Bahnhofstraße,unclassified,,False,False,348.821,,,"LINESTRING (10.1880665 50.2512234, 10.1879577 50.2510969, 10.1880196 50.2510228, 10.1881164 50.2509683, 10.1882611 50.250886, 10.1884951 50.2507387, 10.1885629 50.2506802, 10.1887441 50.2505203, 10.1887943 50.2504816, 10.1888684 50.2504232, 10.1889284 50.2503723, 10.1889614 50.2503443, 10.1891537 50.2501862, 10.1894199 50.2499316, 10.1898477 50.2495884, 10.190281 50.2491994, 10.1904071 50.2490769, 10.1904916 50.2489996, 10.1906 50.2489142, 10.1907283 50.2488862, 10.1908037 50.2489013, 10.1908693 50.2489771)",,
"[203907624, 870769705, 1193565210, 1193565211]",,primary,"['50', '60']",False,True,338.197,,,"LINESTRING (10.1908693 50.2489771, 10.1912528 50.2486492, 10.1915058 50.2484214, 10.1917349 50.2481852, 10.1920845 50.2477641, 10.1922427 50.2475505, 10.1923917 50.2473322, 10.1926164 50.2469568, 10.1928558 50.2465567, 10.1930235 50.246284)","['2', '3']",B 287
"[875159392, 875159396, 875159397]",,primary,60,False,False,60.07,,,"LINESTRING (10.1908693 50.2489771, 10.1907899 50.2490419, 10.1905018 50.249277, 10.1903387 50.2493973)",2,B 287
"[23651561, 924054404, 924054405, 1075708870]",Bahnhofstraße,unclassified,,False,True,348.821,,,"LINESTRING (10.1908693 50.2489771, 10.1908037 50.2489013, 10.1907283 50.2488862, 10.1906 50.2489142, 10.1904916 50.2489996, 10.1904071 50.2490769, 10.190281 50.2491994, 10.1898477 50.2495884, 10.1894199 50.2499316, 10.1891537 50.2501862, 10.1889614 50.2503443, 10.1889284 50.2503723, 10.1888684 50.2504232, 10.1887943 50.2504816, 10.1887441 50.2505203, 10.1885629 50.2506802, 10.1884951 50.2507387, 10.1882611 50.250886, 10.1881164 50.2509683, 10.1880196 50.2510228, 10.1879577 50.2510969, 10.1880665 50.2512234)",,
97437761,Karlsbergstraße,tertiary,50,False,False,21.164,,,"LINESTRING (10.2010559 50.2470125, 10.2011744 50.2468379)",,
97437761,Karlsbergstraße,tertiary,50,False,True,59.66,,,"LINESTRING (10.2010559 50.2470125, 10.2008791 50.2471989, 10.2005825 50.2474548)",,
97437761,Karlsbergstraße,tertiary,50,False,True,21.164,,,"LINESTRING (10.2011744 50.2468379, 10.2010559 50.2470125)",,
97437761,Karlsbergstraße,tertiary,50,False,False,59.66,,,"LINESTRING (10.2005825 50.2474548, 10.2008791 50.2471989, 10.2010559 50.2470125)",,
97437761,Karlsbergstraße,tertiary,50,False,True,39.885999999999996,,,"LINESTRING (10.2005825 50.2474548, 10.2004071 50.2475876, 10.2002808 50.2477539)",,
873094609,Reichenbacher Straße,tertiary,50,True,False,10.639,,,"LINESTRING (10.1888519 50.2508296, 10.1887023 50.2508314)",,KG 1
5096191,Anger,residential,30,False,True,38.3,,,"LINESTRING (10.1952587 50.248365, 10.1953846 50.2486999)",,
5096191,Anger,residential,30,False,False,69.18199999999999,,,"LINESTRING (10.1952587 50.248365, 10.1951879 50.248222, 10.1950908 50.248047, 10.1950724 50.247999, 10.1950213 50.2477642)",,
32859203,Grube,living_street,,False,True,62.266,,,"LINESTRING (10.1952587 50.248365, 10.1955765 50.2483075, 10.1961104 50.2482362)",,
32873200,Schwesterngasse,residential,,True,False,49.17700000000001,,,"LINESTRING (10.1948706 50.2498889, 10.1951871 50.2498433, 10.1955153 50.249738)",,
479078923,Riemenschneiderstraße,tertiary,30,False,False,120.322,,,"LINESTRING (10.1948706 50.2498889, 10.1952477 50.250417, 10.1955715 50.2508738)",,
982209014,Riemenschneiderstraße,tertiary,30,False,True,55.945,,,"LINESTRING (10.1948706 50.2498889, 10.1947701 50.2495862, 10.1947068 50.2493968)",,
32854992,Schwesterngasse,residential,,False,False,66.495,,,"LINESTRING (10.1955153 50.249738, 10.1956031 50.2497092, 10.1958715 50.2496403, 10.1959708 50.2496112, 10.1963585 50.2495675, 10.1964006 50.2495585)",,
"[479078929, 183228298, 102149844]","['Kirchgasse', 'Kirchplatz']",residential,30,False,"[False, True]",200.462,,,"LINESTRING (10.1956125 50.2495638, 10.1961007 50.2495417, 10.1962618 50.2494677, 10.196335 50.2493984, 10.1963129 50.249286, 10.1962467 50.2492353, 10.1961674 50.2491814, 10.195843 50.2491756, 10.1953433 50.2492307, 10.1952422 50.2493667, 10.1947068 50.2493968)",,
32859205,Grube,living_street,,False,False,19.835,,,"LINESTRING (10.1961104 50.2482362, 10.1960259 50.2484062)",,
"[32854332, 5096206]",Grube,"['living_street', 'residential']",,False,"[False, True]",146.876,,,"LINESTRING (10.1961104 50.2482362, 10.19613 50.2480464, 10.1962495 50.2479321, 10.1962413 50.2477792, 10.196067 50.2476207, 10.1958024 50.2475294, 10.1955533 50.2471041)",,
32859203,Grube,living_street,,False,False,62.266,,,"LINESTRING (10.1961104 50.2482362, 10.1955765 50.2483075, 10.1952587 50.248365)",,
107315622,Grube,living_street,,False,False,45.815,,,"LINESTRING (10.1961104 50.2482362, 10.1962895 50.2482036, 10.196703 50.2480775)",,
32859205,Grube,living_street,,False,True,19.835,,,"LINESTRING (10.1960259 50.2484062, 10.1961104 50.2482362)",,
32859946,Schäfergasse,residential,,False,True,47.537,,,"LINESTRING (10.1928398 50.2475889, 10.1934579 50.2477518)",,
32859652,Dr-Engelhardt-Weg,residential,,False,False,90.259,,,"LINESTRING (10.1928398 50.2475889, 10.193029 50.2473094, 10.1932177 50.2471007, 10.1933732 50.2468539)",,
"[32858872, 32859650, 32859652]","['Dr.-Engelhard-Weg', 'Stadtmauerweg', 'Dr-Engelhardt-Weg']",residential,,False,True,245.44299999999998,,,"LINESTRING (10.1928398 50.2475889, 10.1927582 50.2477068, 10.1924915 50.2480819, 10.1917943 50.2489914, 10.1916073 50.249238, 10.1916192 50.2496173)",,
