osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,junction,width,bridge
97867070,2,Brianconstraße,secondary,50,True,False,36.167,"LINESTRING (12.129043 47.8502837, 12.1286743 47.850225, 12.1285728 47.8502051)",St 2363,,,,
5942795,2,Ludwigsplatz,residential,20,False,False,50.569,"LINESTRING (12.1289128 47.8555763, 12.1288995 47.8556131, 12.1288839 47.8557175, 12.1288936 47.855791, 12.1289173 47.855868, 12.1289805 47.8559443, 12.1290471 47.8560011)",,,,,
"[118729776, 311798123]",,Königstraße,residential,"['20', '50']",False,True,114.19399999999999,"LINESTRING (12.1289128 47.8555763, 12.1290079 47.8553291, 12.1291402 47.8550086, 12.1291685 47.8549478, 12.1293286 47.8545881)",,,,,
138914912,,Am Pfarrhof,residential,20,False,False,88.298,"LINESTRING (12.1289128 47.8555763, 12.1286886 47.8554533, 12.1279632 47.8551029)",,,,,
5942795,2,Ludwigsplatz,residential,20,False,True,50.569,"LINESTRING (12.1290471 47.8560011, 12.1289805 47.8559443, 12.1289173 47.855868, 12.1288936 47.855791, 12.1288839 47.8557175, 12.1288995 47.8556131, 12.1289128 47.8555763)",,,,,
26640334,,Ludwigsplatz,residential,20,True,False,12.734,"LINESTRING (12.1290471 47.8560011, 12.1290665 47.8559913, 12.1290895 47.8559857, 12.1291138 47.855985, 12.1291374 47.8559891, 12.1291581 47.8559978, 12.129174 47.8560102, 12.1291838 47.8560252)",,,roundabout,,
26586671,,Ludwigsplatz,residential,20,False,True,31.54,"LINESTRING (12.1284184 47.8569019, 12.1286529 47.8566659)",,,,,
5942798,,Kaiserstraße,residential,50,False,False,92.016,"LINESTRING (12.1284184 47.8569019, 12.12841 47.8571004, 12.1283498 47.8574091, 12.1282948 47.8576333, 12.1282861 47.8577235)",,,,,
5942798,,Kaiserstraße,residential,50,False,False,35.661,"LINESTRING (12.1282861 47.8577235, 12.1282765 47.857918, 12.1282756 47.8579815, 12.1282748 47.8580441)",,,,,
5942798,,Kaiserstraße,residential,50,False,True,92.016,"LINESTRING (12.1282861 47.8577235, 12.1282948 47.8576333, 12.1283498 47.8574091, 12.12841 47.8571004, 12.1284184 47.8569019)",,,,,
"[6269244, 835078351]",1,"['Weinstraße', 'Adlzreiterstraße']",living_street,,False,True,84.548,"LINESTRING (12.1282861 47.8577235, 12.1287012 47.8577343, 12.1291745 47.8576278, 12.1292604 47.8576041, 12.1293071 47.8575939, 12.1293799 47.8575779)",,,,,
456828705,,Heilig-Geist-Straße,residential,30,True,False,13.0,"LINESTRING (12.121463 47.8582918, 12.1214907 47.8583144, 12.1215004 47.8583429, 12.1214902 47.8583713, 12.1214621 47.8583936)",,,roundabout,,
"[1263285940, 456828700]",,Heilig-Geist-Straße,residential,30,False,False,97.726,"LINESTRING (12.121463 47.8582918, 12.1215683 47.8582362, 12.1216914 47.8581736, 12.1224862 47.857842, 12.1225583 47.8578112)",,,,,
1263285942,,Heilig-Geist-Straße,residential,30,True,False,17.819000000000003,"LINESTRING (12.1213154 47.8583623, 12.1213112 47.8583358, 12.1213237 47.8583104, 12.1213505 47.8582907, 12.1213871 47.8582801, 12.1214269 47.8582805, 12.121463 47.8582918)",,,roundabout,,
6111361,,Heilig-Geist-Straße,residential,50,True,False,22.036,"LINESTRING (12.1247971 47.8568463, 12.1248743 47.8568123, 12.1250453 47.8567389)",,,,,
36742012,,Frühlingstraße,residential,50,False,False,32.301,"LINESTRING (12.1247971 47.8568463, 12.1248328 47.8568974, 12.1250072 47.8571001)",,,,,
354925086,,Heilig-Geist-Straße,residential,50,False,True,198.53599999999997,"LINESTRING (12.1247971 47.8568463, 12.1247304 47.8568728, 12.1226306 47.8577769, 12.1225583 47.8578112)",,,,,
"[771610816, 6111360, 447548775, 551712491, 783758162]","['4', '3']",Frühlingstraße,residential,50,False,True,103.107,"LINESTRING (12.1247971 47.8568463, 12.124715 47.8567418, 12.1246894 47.8567136, 12.1246053 47.8566256, 12.124522 47.8565377, 12.1244687 47.8564863, 12.1243394 47.8563619, 12.1240829 47.8561382, 12.1240246 47.8560791)",,,,,
6111960,,Stollstraße,residential,50,True,False,79.693,"LINESTRING (12.1257631 47.8564432, 12.1258127 47.8564854, 12.1259609 47.8566469, 12.1263396 47.8570462)",,,,,
"[1049301858, 8016456, 551712493, 774975471, 1226965968, 1226965967, 447781397]",,Stollstraße,residential,20,True,False,105.481,"LINESTRING (12.1257631 47.8564432, 12.1256307 47.8563486, 12.1254867 47.8562092, 12.1253802 47.8561061, 12.1253049 47.8560333, 12.125162 47.855895, 12.1251224 47.8558567, 12.1249732 47.8557293, 12.1249263 47.8556803)",,,,,
"[98332891, 36732671]",3,Prinzregentenstraße,secondary,50,False,False,80.597,"LINESTRING (12.1249263 47.8556803, 12.1248429 47.8557118, 12.124426 47.8558989, 12.1241224 47.8560352, 12.1240246 47.8560791)",B 15,,,,
"[311798132, 5141366]",2,Prinzregentenstraße,secondary,50,False,True,180.304,"LINESTRING (12.1249263 47.8556803, 12.1250116 47.8556382, 12.1252302 47.8555208, 12.1255719 47.8553121, 12.1260424 47.8550176, 12.1264174 47.8547677, 12.1266828 47.8545699)",B 15,,,,
"[6111969, 551712492]",,Gillitzerstraße,residential,50,True,False,83.946,"LINESTRING (12.1249263 47.8556803, 12.1248783 47.8556224, 12.1246949 47.8553948, 12.1244846 47.8551739, 12.1244458 47.8551089, 12.1244172 47.855013)",,,,,
141267531,,Klosterweg,residential,50,False,True,47.587,"LINESTRING (12.1251782 47.8577361, 12.124964 47.8581392)",,,,,
36742012,,Frühlingstraße,residential,50,False,False,95.142,"LINESTRING (12.1251782 47.8577361, 12.1261317 47.8582401, 12.1261799 47.8582656)",,,,,
36742012,,Frühlingstraße,residential,50,False,True,73.89,"LINESTRING (12.1251782 47.8577361, 12.1251879 47.8573785, 12.1251274 47.85723, 12.1250072 47.8571001)",,,,,
6111962,,Ruedorfferstraße,residential,20,False,False,46.744,"LINESTRING (12.1266554 47.8574539, 12.1272589 47.857341)",,,,,
80000534,,Am Salzstadel,residential,50,False,True,35.537,"LINESTRING (12.1266554 47.8574539, 12.1269245 47.8577176)",,,,,
80182409,,Stollstraße,residential,50,False,True,51.094,"LINESTRING (12.1266554 47.8574539, 12.1263752 47.8570889, 12.1263396 47.8570462)",,,,,
7994776,,Spitalstraße,residential,30,False,False,124.03,"LINESTRING (12.1297312 47.8555509, 12.1297833 47.8555728, 12.1304181 47.8558221, 12.1305492 47.856081, 12.1306722 47.856324, 12.1306868 47.8563736)",,,,4.9,
"[55974730, 479768822, 120394102]",2,Innstraße,residential,"['50', '20']",False,False,67.873,"LINESTRING (12.1297312 47.8555509, 12.129404 47.855908, 12.1293692 47.8559403, 12.1293275 47.8559672, 12.1292919 47.8559821, 12.1291838 47.8560252)",,,,,
120394102,,Innstraße,residential,50,False,True,105.788,"LINESTRING (12.1297312 47.8555509, 12.1298271 47.8554489, 12.129984 47.855282, 12.1303677 47.8550447, 12.1305334 47.8549543, 12.1307212 47.8548933)",,,,,
26586670,,Innstraße,residential,50,False,False,78.489,"LINESTRING (12.1329139 47.8547011, 12.1318673 47.8547722)",,,,,
26586670,,Innstraße,residential,50,False,True,16.895,"LINESTRING (12.1329139 47.8547011, 12.1331379 47.8546789)",,,,,
"[551712490, 447548779, 6111965]",3,Samerstraße,residential,50,False,True,129.846,"LINESTRING (12.1227324 47.8552971, 12.122786 47.8553303, 12.1233598 47.855683, 12.1237038 47.8558944, 12.1239491 47.8560351, 12.1240246 47.8560791)",,,,,
22779340,,Am Roßacker,residential,30,False,False,11.479,"LINESTRING (12.1227324 47.8552971, 12.122644 47.8553127, 12.1225817 47.8553099)",,,,,
"[7245722, 561062814]",,Am Esbaum,residential,20,False,False,57.455999999999996,"LINESTRING (12.1227324 47.8552971, 12.1228123 47.8552863, 12.1229591 47.8552689, 12.1230832 47.8551999, 12.1231015 47.8551898, 12.1231099 47.8551776, 12.1231825 47.8550726, 12.1232343 47.8550471, 12.1233273 47.8550267)",,,,,
675015090,,Samerstraße,residential,50,False,False,67.50999999999999,"LINESTRING (12.1227324 47.8552971, 12.1226076 47.8551813, 12.1222493 47.8548489, 12.1222108 47.8548015)",,,,,
6111964,,Samerstraße,residential,50,True,False,177.377,"LINESTRING (12.1222108 47.8548015, 12.1214753 47.8541445, 12.1213579 47.8540103, 12.1212707 47.8538967, 12.1210752 47.8536419, 12.1209165 47.8534685)",,,,,
675015090,,Samerstraße,residential,50,False,True,67.51,"LINESTRING (12.1222108 47.8548015, 12.1222493 47.8548489, 12.1226076 47.8551813, 12.1227324 47.8552971)",,,,,
6111968,,Riederstraße,residential,50,True,False,69.767,"LINESTRING (12.1222998 47.8541793, 12.1222937 47.8542218, 12.1222742 47.8543581, 12.1222697 47.8545247, 12.1222688 47.8545575, 12.1222638 47.8546447, 12.1222351 47.8547513, 12.1222108 47.8548015)",,,,,
6111970,,Gillitzerstraße,residential,50,True,False,67.736,"LINESTRING (12.1243746 47.8546252, 12.1243746 47.8545783, 12.1246013 47.8541142, 12.124639 47.8540448)",,,,,
6111971,,Herzog-Otto-Straße,residential,50,True,False,167.41699999999997,"LINESTRING (12.1243746 47.8546252, 12.1242988 47.8546279, 12.1241786 47.854635, 12.1239379 47.8546492, 12.1238277 47.8546557, 12.1237295 47.8546118, 12.1236217 47.8545637, 12.1235874 47.8545484, 12.1234585 47.8545025, 12.1231145 47.8543799, 12.1229359 47.8543139, 12.122819 47.8542892, 12.1223812 47.8541965, 12.1222998 47.8541793)",,,,,
6111969,,Gillitzerstraße,residential,50,True,False,43.245000000000005,"LINESTRING (12.1244172 47.855013, 12.1244166 47.8549846, 12.1243929 47.854791, 12.1243746 47.8546252)",,,,,
36732647,,Münchener Straße,residential,20,False,True,61.748,"LINESTRING (12.1208519 47.8533184, 12.120945 47.8533178, 12.121098 47.8533111, 12.1215473 47.8532914, 12.1216778 47.8532848)",,,,,
6111155,,Bahnhofstraße,residential,30,False,True,117.5,"LINESTRING (12.1216778 47.8532848, 12.1216145 47.8531963, 12.1213323 47.8528016, 12.121154 47.8525616, 12.1209865 47.8523354)",,,,,
36732647,,Münchener Straße,residential,20,False,False,61.748,"LINESTRING (12.1216778 47.8532848, 12.1215473 47.8532914, 12.121098 47.8533111, 12.120945 47.8533178, 12.1208519 47.8533184)",,,,,
175611326,,Münchener Straße,residential,20,False,True,58.072,"LINESTRING (12.1216778 47.8532848, 12.1219681 47.853364, 12.1221263 47.8534173, 12.1222373 47.8534531, 12.1223062 47.8534732, 12.1223955 47.8534782)",,,,,
6111968,,Riederstraße,residential,50,True,False,78.304,"LINESTRING (12.1223955 47.8534782, 12.1223754 47.8535688, 12.1223727 47.853591, 12.1223089 47.8541057, 12.1222998 47.8541793)",,,,,
175611326,,Münchener Straße,residential,20,False,False,58.072,"LINESTRING (12.1223955 47.8534782, 12.1223062 47.8534732, 12.1222373 47.8534531, 12.1221263 47.8534173, 12.1219681 47.853364, 12.1216778 47.8532848)",,,,,
"[1127576152, 1091052945]",,Münchener Straße,residential,20,False,True,36.831,"LINESTRING (12.1223955 47.8534782, 12.1226217 47.85353, 12.1228627 47.8535851)",,,,,
"[6111972, 332921991]",,Salinstraße,residential,"['20', '50']",False,False,282.969,"LINESTRING (12.1228627 47.8535851, 12.1228856 47.8535347, 12.1229572 47.8533651, 12.1231825 47.8528309, 12.1231923 47.8528118, 12.1232217 47.8527471, 12.1232438 47.8526986, 12.1233104 47.8525505, 12.1233373 47.852494, 12.1233759 47.852413, 12.1235594 47.8520279, 12.1236307 47.8518782, 12.1236871 47.8517598, 12.1237372 47.8516546, 12.1238198 47.8514812, 12.1239428 47.8512232, 12.1239764 47.8511528)",,,,,
40529339,,Münchener Straße,residential,20,False,True,142.094,"LINESTRING (12.1228627 47.8535851, 12.1231182 47.853644, 12.1234149 47.8537145, 12.1238689 47.8538393, 12.1243767 47.853979, 12.124478 47.8540044, 12.1245713 47.8540278, 12.124639 47.8540448)",,,,,
"[1127576152, 1091052945]",,Münchener Straße,residential,20,False,False,36.831,"LINESTRING (12.1228627 47.8535851, 12.1226217 47.85353, 12.1223955 47.8534782)",,,,,
332921991,,Salinstraße,residential,50,False,False,32.373999999999995,"LINESTRING (12.1239764 47.8511528, 12.1240046 47.851088, 12.1240979 47.8508733)",,,,,
"[6111972, 332921991]",,Salinstraße,residential,"['50', '20']",False,True,282.96899999999994,"LINESTRING (12.1239764 47.8511528, 12.1239428 47.8512232, 12.1238198 47.8514812, 12.1237372 47.8516546, 12.1236871 47.8517598, 12.1236307 47.8518782, 12.1235594 47.8520279, 12.1233759 47.852413, 12.1233373 47.852494, 12.1233104 47.8525505, 12.1232438 47.8526986, 12.1232217 47.8527471, 12.1231923 47.8528118, 12.1231825 47.8528309, 12.1229572 47.8533651, 12.1228856 47.8535347, 12.1228627 47.8535851)",,,,,
"[534284288, 6111977]",,Reifenstuelstraße,residential,50,False,True,193.53700000000003,"LINESTRING (12.1239764 47.8511528, 12.1241525 47.8512456, 12.1247685 47.8515705, 12.1248828 47.8516308, 12.1252305 47.8518141, 12.1256664 47.852044, 12.1256934 47.8520582, 12.1258921 47.852163, 12.1259509 47.852194, 12.1260158 47.8522282)",,,,,yes
"[576880621, 576880622]",2,Anton-Kathrein-Straße,residential,50,False,True,34.39,"LINESTRING (12.1239764 47.8511528, 12.1238989 47.8511141, 12.1237955 47.8510625, 12.1236054 47.8509693)",,,,,
6111976,,Reifenstuelstraße,residential,50,True,False,25.927,"LINESTRING (12.1262848 47.8523758, 12.1261322 47.8522919, 12.1260158 47.8522282)",,,,,
118615793,,Kufsteiner Straße,residential,50,True,False,21.25,"LINESTRING (12.1262848 47.8523758, 12.1262583 47.8522856, 12.1262522 47.8522021, 12.1262544 47.8521866)",,,,,
"[534284288, 6111977]",,Reifenstuelstraße,residential,50,False,False,193.537,"LINESTRING (12.1260158 47.8522282, 12.1259509 47.852194, 12.1258921 47.852163, 12.1256934 47.8520582, 12.1256664 47.852044, 12.1252305 47.8518141, 12.1248828 47.8516308, 12.1247685 47.8515705, 12.1241525 47.8512456, 12.1239764 47.8511528)",,,,,yes
118615790,,Reifenstuelstraße,residential,50,True,False,18.712,"LINESTRING (12.1260158 47.8522282, 12.1261352 47.8522233, 12.1262544 47.8521866)",,,,,
"[118615792, 534939790]",2,Kufsteiner Straße,residential,30,True,False,102.024,"LINESTRING (12.1262544 47.8521866, 12.126255 47.8521798, 12.1263088 47.8518281, 12.1263934 47.8515574, 12.1264327 47.8515213, 12.1266288 47.8513673, 12.1266647 47.8513443)",,,,,
6111975,,Kufsteiner Straße,residential,50,True,False,52.921,"LINESTRING (12.1268192 47.8526887, 12.1263208 47.8523969, 12.1262848 47.8523758)",,,,,
"[36732662, 118615791]",,Kufsteiner Straße,residential,20,False,True,85.769,"LINESTRING (12.1268192 47.8526887, 12.1267439 47.8527762, 12.126395 47.8530937, 12.1262081 47.8532539, 12.1261322 47.8533053)",,,,,
7235584,,Brixstraße,residential,20,False,False,34.955,"LINESTRING (12.1261322 47.8533053, 12.1262241 47.8533552, 12.1263346 47.8534203, 12.1265021 47.8534975)",,,,,
"[36732662, 118615791]",,Kufsteiner Straße,residential,20,False,False,85.769,"LINESTRING (12.1261322 47.8533053, 12.1262081 47.8532539, 12.126395 47.8530937, 12.1267439 47.8527762, 12.1268192 47.8526887)",,,,,
"[332921990, 22779339, 535301135, 311798776, 5141370]",3,"['Münchener Straße', 'Kufsteiner Straße']",residential,20,False,"[False, True]",153.11200000000002,"LINESTRING (12.1261322 47.8533053, 12.1260975 47.8533285, 12.126042 47.853367, 12.1259891 47.8534038, 12.1256772 47.8536334, 12.1255929 47.8536955, 12.1254562 47.8537961, 12.1253777 47.853854, 12.1252976 47.8539129, 12.1249968 47.8541239, 12.1249277 47.8541302, 12.1248567 47.8541116, 12.1246767 47.8540571, 12.124639 47.8540448)",,,,,
"[8016441, 534939786, 311798775]",2,Hammerweg,residential,30,True,False,121.956,"LINESTRING (12.1274109 47.8516695, 12.1274017 47.8517127, 12.1272357 47.8520532, 12.1270957 47.8522869, 12.1268574 47.8526477, 12.1268192 47.8526887)",,,,,
"[576880616, 60144253]",,Hammerweg,residential,30,False,False,26.953000000000003,"LINESTRING (12.1274109 47.8516695, 12.12745 47.8516209, 12.1275825 47.8514562)",,,,,
6111979,2,Reichenbachstraße,residential,30,True,False,68.42099999999999,"LINESTRING (12.1266647 47.8513443, 12.1267201 47.8514155, 12.1268915 47.8515102, 12.1272668 47.8516115, 12.1273553 47.8516354, 12.1274109 47.8516695)",,,,,
"[6111981, 534939787, 534939789]",3,Kufsteiner Straße,residential,30,False,False,87.483,"LINESTRING (12.1266647 47.8513443, 12.1266979 47.8513063, 12.1269329 47.8511119, 12.1271958 47.8509, 12.1274534 47.8507694)",,,,,
6111983,1,Brianconstraße,residential,50,True,False,46.086,"LINESTRING (12.1285728 47.8502051, 12.1282692 47.8502709, 12.1281465 47.850324, 12.1280183 47.8503795)",,,,,
317421960,2,Brianconstraße,secondary,50,True,False,37.397,"LINESTRING (12.1285728 47.8502051, 12.1282893 47.8501494, 12.1282431 47.8501403, 12.1280921 47.85011)",St 2363,,,,
6111155,,Bahnhofstraße,residential,30,False,False,117.5,"LINESTRING (12.1209865 47.8523354, 12.121154 47.8525616, 12.1213323 47.8528016, 12.1216145 47.8531963, 12.1216778 47.8532848)",,,,,
"[332921990, 22779339, 535301135, 311798776, 5141370]",3,"['Münchener Straße', 'Kufsteiner Straße']",residential,20,False,"[False, True]",153.112,"LINESTRING (12.124639 47.8540448, 12.1246767 47.8540571, 12.1248567 47.8541116, 12.1249277 47.8541302, 12.1249968 47.8541239, 12.1252976 47.8539129, 12.1253777 47.853854, 12.1254562 47.8537961, 12.1255929 47.8536955, 12.1256772 47.8536334, 12.1259891 47.8534038, 12.126042 47.853367, 12.1260975 47.8533285, 12.1261322 47.8533053)",,,,,
40529339,,Münchener Straße,residential,20,False,False,142.094,"LINESTRING (12.124639 47.8540448, 12.1245713 47.8540278, 12.124478 47.8540044, 12.1243767 47.853979, 12.1238689 47.8538393, 12.1234149 47.8537145, 12.1231182 47.853644, 12.1228627 47.8535851)",,,,,
80182409,,Stollstraße,residential,50,False,False,51.094,"LINESTRING (12.1263396 47.8570462, 12.1263752 47.8570889, 12.1266554 47.8574539)",,,,,
"[7235579, 566395807]",,Nikolaistraße,residential,50,False,False,121.387,"LINESTRING (12.1263396 47.8570462, 12.1263966 47.8570336, 12.1268351 47.856935, 12.1269779 47.8569029, 12.1270439 47.8568879, 12.1274975 47.8567863, 12.1278734 47.8566834)",,,,,
"[566395806, 576025678, 576802751]",,Am Stadtbach,residential,50,True,False,127.731,"LINESTRING (12.1250453 47.8567389, 12.1250739 47.8567714, 12.1253253 47.8570165, 12.1255761 47.8572276, 12.1262818 47.8570597, 12.1263396 47.8570462)",,,,,
"[118187433, 1249124175, 1054246581, 1054505879, 1054505880, 447669244]",,Heilig-Geist-Straße,residential,20,True,False,62.86500000000001,"LINESTRING (12.1250453 47.8567389, 12.1251063 47.8567104, 12.1251787 47.8566819, 12.125351 47.8566083, 12.1254922 47.8565545, 12.1255935 47.8565117, 12.1257631 47.8564432)",,,,,
26586671,,Ludwigsplatz,residential,20,False,False,31.54,"LINESTRING (12.1286529 47.8566659, 12.1284184 47.8569019)",,,,,
26586671,,Ludwigsplatz,residential,20,False,True,71.403,"LINESTRING (12.1286529 47.8566659, 12.1289426 47.8562778, 12.1290777 47.8560905)",,,,,
5141371,,Rathausstraße,secondary,50,False,True,118.715,"LINESTRING (12.1277966 47.8538075, 12.1266828 47.8545699)",B 15,,,,
97072091,,Rathausstraße,secondary,50,False,False,35.274,"LINESTRING (12.1277966 47.8538075, 12.1278988 47.8537278, 12.1281209 47.8535769)",B 15,,,,
"[676112129, 6268882, 574978110, 438008127]",,Bismarckstraße,residential,50,False,False,145.744,"LINESTRING (12.1277966 47.8538075, 12.1278489 47.8538391, 12.1279369 47.8538923, 12.1281625 47.8540275, 12.1289334 47.8544945, 12.128984 47.854518, 12.129028 47.8545341, 12.129116 47.854556, 12.1292188 47.8545715, 12.1293286 47.8545881)",,,,"['8', '8.1']",
311798123,,Königstraße,residential,50,False,True,20.009,"LINESTRING (12.1293286 47.8545881, 12.1294098 47.8544166)",,,,,
"[118729776, 311798123]",,Königstraße,residential,"['50', '20']",False,False,114.194,"LINESTRING (12.1293286 47.8545881, 12.1291685 47.8549478, 12.1291402 47.8550086, 12.1290079 47.8553291, 12.1289128 47.8555763)",,,,,
"[676112129, 6268882, 574978110, 438008127]",,Bismarckstraße,residential,50,False,True,145.744,"LINESTRING (12.1293286 47.8545881, 12.1292188 47.8545715, 12.129116 47.854556, 12.129028 47.8545341, 12.128984 47.854518, 12.1289334 47.8544945, 12.1281625 47.8540275, 12.1279369 47.8538923, 12.1278489 47.8538391, 12.1277966 47.8538075)",,,,"['8.1', '8']",
6111962,,Ruedorfferstraße,residential,20,False,True,46.744,"LINESTRING (12.1272589 47.857341, 12.1266554 47.8574539)",,,,,
"[118187432, 80182406]",,Ruedorfferstraße,residential,20,True,False,101.078,"LINESTRING (12.1272589 47.857341, 12.1273347 47.8573216, 12.1277333 47.8572196, 12.1278202 47.8571875, 12.1281284 47.8569826, 12.1284184 47.8569019)",,,,,
84335100,1,Weinstraße,living_street,,False,False,32.689,"LINESTRING (12.12902 47.8569727, 12.1294581 47.8569694)",,,,,
"[107896392, 1161522377]",,Weinstraße,"['living_street', 'residential']",20,True,False,43.753,"LINESTRING (12.12902 47.8569727, 12.128911 47.8568782, 12.1287763 47.8567693, 12.1287241 47.8567256, 12.1286827 47.8566909, 12.1286743 47.8566838, 12.1286529 47.8566659)",,,,,
7235584,,Brixstraße,residential,20,False,True,34.955,"LINESTRING (12.1265021 47.8534975, 12.1263346 47.8534203, 12.1262241 47.8533552, 12.1261322 47.8533053)",,,,,
