osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry,junction
44025804,,,Albert-Schweitzer-Straße,residential,False,False,84.83600000000001,,30,"LINESTRING (14.2565669 51.433067, 14.2562615 51.4333706, 14.2559944 51.4336273, 14.2559095 51.4337105)",
198651734,,,Albert-Schweitzer-Straße,residential,False,True,73.384,,30,"LINESTRING (14.2565669 51.433067, 14.2567182 51.4329211, 14.256871 51.432724, 14.256845 51.4326223, 14.2568279 51.4325731, 14.2567892 51.4324617)",
37565795,1,,Straße des Friedens,residential,False,False,71.155,,30,"LINESTRING (14.2544867 51.4339844, 14.2545397 51.4339336, 14.2550462 51.4334479)",
37565795,1,,Straße des Friedens,residential,False,True,112.30799999999999,,30,"LINESTRING (14.2544867 51.4339844, 14.2551098 51.4342472, 14.2554295 51.4343817, 14.2558327 51.4345465)",
47623969,,,Straße des Friedens,residential,False,True,294.586,,30,"LINESTRING (14.2544867 51.4339844, 14.2543617 51.4340988, 14.2540388 51.4344036, 14.2539841 51.4344608, 14.2539263 51.4345194, 14.2532953 51.4351324, 14.2532552 51.4351716, 14.2532285 51.4351977, 14.2531525 51.4352482, 14.2525062 51.4356089, 14.2523657 51.4357099, 14.2522251 51.4358353, 14.251953 51.436092)",
37565795,1,,Straße des Friedens,residential,False,True,71.155,,30,"LINESTRING (14.2550462 51.4334479, 14.2545397 51.4339336, 14.2544867 51.4339844)",
158044387,,,Dr.-Wilhelm-Külz-Straße,tertiary,True,False,128.20000000000002,,50,"LINESTRING (14.2550462 51.4334479, 14.2538067 51.4329755, 14.2537175 51.4329415, 14.2534706 51.4328443)",
44025804,,,Albert-Schweitzer-Straße,residential,False,True,84.836,,30,"LINESTRING (14.2559095 51.4337105, 14.2559944 51.4336273, 14.2562615 51.4333706, 14.2565669 51.433067)",
47623969,,,Straße des Friedens,residential,False,False,294.58599999999996,,30,"LINESTRING (14.251953 51.436092, 14.2522251 51.4358353, 14.2523657 51.4357099, 14.2525062 51.4356089, 14.2531525 51.4352482, 14.2532285 51.4351977, 14.2532552 51.4351716, 14.2532953 51.4351324, 14.2539263 51.4345194, 14.2539841 51.4344608, 14.2540388 51.4344036, 14.2543617 51.4340988, 14.2544867 51.4339844)",
37565795,1,,Straße des Friedens,residential,False,False,112.30799999999999,,30,"LINESTRING (14.2558327 51.4345465, 14.2554295 51.4343817, 14.2551098 51.4342472, 14.2544867 51.4339844)",
47623971,,,Straße des Friedens,residential,False,False,85.45400000000001,,30,"LINESTRING (14.2558327 51.4345465, 14.2558017 51.4345761, 14.2552082 51.4351422, 14.2551583 51.4351898)",
47623971,,,Straße des Friedens,residential,False,False,14.618,,30,"LINESTRING (14.2551583 51.4351898, 14.2550404 51.4352988)",
47623972,,,Straße des Friedens,residential,False,False,37.944,,30,"LINESTRING (14.2551583 51.4351898, 14.25562 51.4353731)",
47623971,,,Straße des Friedens,residential,False,True,85.454,,30,"LINESTRING (14.2551583 51.4351898, 14.2552082 51.4351422, 14.2558017 51.4345761, 14.2558327 51.4345465)",
47623971,,,Straße des Friedens,residential,False,True,14.618,,30,"LINESTRING (14.2550404 51.4352988, 14.2551583 51.4351898)",
47623972,,,Straße des Friedens,residential,False,True,37.944,,30,"LINESTRING (14.25562 51.4353731, 14.2551583 51.4351898)",
198651728,,,Albert-Schweitzer-Straße,residential,False,True,41.227000000000004,,30,"LINESTRING (14.2567892 51.4324617, 14.2567006 51.4324732, 14.2562083 51.4325411)",
198651734,,,Albert-Schweitzer-Straße,residential,False,False,73.384,,30,"LINESTRING (14.2567892 51.4324617, 14.2568279 51.4325731, 14.256845 51.4326223, 14.256871 51.432724, 14.2567182 51.4329211, 14.2565669 51.433067)",
52018597,,,Albert-Schweitzer-Straße,residential,False,True,26.552,,30,"LINESTRING (14.2562083 51.4325411, 14.2559795 51.4327326)",
198651728,,,Albert-Schweitzer-Straße,residential,False,False,41.227000000000004,,30,"LINESTRING (14.2562083 51.4325411, 14.2567006 51.4324732, 14.2567892 51.4324617)",
52018597,,,Albert-Schweitzer-Straße,residential,False,False,26.552,,30,"LINESTRING (14.2559795 51.4327326, 14.2562083 51.4325411)",
54975040,,,Albert-Schweitzer-Straße,residential,True,False,163.802,,30,"LINESTRING (14.2559795 51.4327326, 14.2556534 51.4330403, 14.2555497 51.4330535, 14.2552224 51.4329242, 14.2552237 51.432883, 14.2554514 51.4326525, 14.2562083 51.4325411)",
52018597,,,Albert-Schweitzer-Straße,residential,False,True,55.143,,30,"LINESTRING (14.2559795 51.4327326, 14.2565669 51.433067)",
158044386,,,Dr.-Wilhelm-Külz-Straße,residential,True,False,41.95,,,"LINESTRING (14.2531522 51.4325199, 14.2532419 51.4325962, 14.253398 51.4326978, 14.2535544 51.432801)",
879269066,,,Am Gondelteich,residential,True,False,7.348,,,"LINESTRING (14.2531522 51.4325199, 14.2531218 51.4325462, 14.2530791 51.4325668)",roundabout
322726935,,,Albert-Schweitzer-Straße,residential,True,False,7.88,,,"LINESTRING (14.2558522 51.4337717, 14.2559095 51.4337105)",
158044387,,,Dr.-Wilhelm-Külz-Straße,tertiary,True,False,66.469,,50,"LINESTRING (14.2558522 51.4337717, 14.255722 51.4337194, 14.2550462 51.4334479)",
