osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,access,bridge
"[38232922, 279154524, 38233127]",Schloßwall,primary,False,True,213.903,"LINESTRING (8.0443831 52.2686367, 8.0442862 52.2686869, 8.0441433 52.2687616, 8.0433504 52.2691762, 8.0421646 52.2698055, 8.0420716 52.2698692, 8.0420206 52.2699041)",50,4,B 68,,
"[37336616, 30552006]",Wittekindstraße,tertiary,False,"[False, True]",30.060000000000002,"LINESTRING (8.0498245 52.2733396, 8.0497495 52.2732635, 8.0496185 52.2731007)",50,"['4', '3']",,,
"[35899834, 781285665, 781285666]",Wittekindstraße,tertiary,False,True,15.016,"LINESTRING (8.0498245 52.2733396, 8.0498384 52.2733529, 8.0499403 52.2734378, 8.0499536 52.2734491)",50,3,,,
38232603,Rehmstraße,residential,False,False,65.82000000000001,"LINESTRING (8.0412862 52.2695237, 8.0418429 52.2698368, 8.0419067 52.2698717, 8.0420206 52.2699041)",30,,,,
171895303,Heinrichstraße,residential,False,False,222.117,"LINESTRING (8.0412862 52.2695237, 8.0413268 52.2694953, 8.043425 52.2680147)",30,,,,
279154524,Schloßwall,primary,False,True,4.52,"LINESTRING (8.0420206 52.2699041, 8.0419825 52.2699374)",50,4,B 68,,
38232603,Rehmstraße,residential,False,True,65.82000000000001,"LINESTRING (8.0420206 52.2699041, 8.0419067 52.2698717, 8.0418429 52.2698368, 8.0412862 52.2695237)",30,,,,
182697466,Hans-Böckler-Straße,residential,False,True,80.86100000000002,"LINESTRING (8.0420206 52.2699041, 8.042147 52.2699385, 8.0422547 52.2699711, 8.0422941 52.2699902, 8.0423385 52.2700347, 8.042367 52.2701139, 8.0424024 52.2704403, 8.0424723 52.2705054)",,,,,
"[38232922, 279154524, 38233127]",Schloßwall,primary,False,False,213.90300000000002,"LINESTRING (8.0420206 52.2699041, 8.0420716 52.2698692, 8.0421646 52.2698055, 8.0433504 52.2691762, 8.0441433 52.2687616, 8.0442862 52.2686869, 8.0443831 52.2686367)",50,4,B 68,,
217468778,Erich-Maria-Remarque-Ring,primary,True,False,26.482,"LINESTRING (8.0503574 52.2763833, 8.0506249 52.2762103)",50,2,K 6,,
7765159,Hakenstraße,residential,False,False,66.349,"LINESTRING (8.0426048 52.2748997, 8.0425937 52.2748726, 8.0423678 52.2743209)",,,,,
172772058,Kamp,residential,True,False,92.82800000000002,"LINESTRING (8.0426048 52.2748997, 8.043692 52.2748249, 8.0438369 52.274823, 8.0439595 52.2748391)",30,2,,,
7765159,Hakenstraße,residential,False,True,66.349,"LINESTRING (8.0423678 52.2743209, 8.0425937 52.2748726, 8.0426048 52.2748997)",,,,,
"[38188264, 37336844]",Katharinenstraße,residential,True,False,46.134,"LINESTRING (8.0433308 52.2724908, 8.0432487 52.2725278, 8.0430479 52.2726184, 8.0427531 52.2727044)",30,,,,
108926717,Kommenderiestraße,residential,False,False,61.959,"LINESTRING (8.0496334 52.2678276, 8.0493626 52.2683596)",30,,,,
"[172772061, 37336614, 7765127]",Öwer de Hase,residential,True,False,252.63400000000004,"LINESTRING (8.0499536 52.2734491, 8.0497995 52.2735158, 8.0493874 52.2737045, 8.049154 52.2738459, 8.0487723 52.2741419, 8.0487298 52.2741618, 8.0486772 52.2741634, 8.0486284 52.2741527, 8.0485941 52.2741321, 8.0485779 52.2740965, 8.0485985 52.2740552, 8.0486957 52.2739578, 8.0487871 52.2738663, 8.0490922 52.2736333, 8.0491362 52.2736137, 8.0492179 52.2735774, 8.0494357 52.273512, 8.0496732 52.2734042, 8.0498245 52.2733396)",50,1,,,
"[781285665, 35899834, 781285666]",Wittekindstraße,tertiary,False,False,15.015999999999998,"LINESTRING (8.0499536 52.2734491, 8.0499403 52.2734378, 8.0498384 52.2733529, 8.0498245 52.2733396)",50,3,,,
"[1239635651, 1239635652, 1239635653, 30552007]",Wittekindstraße,tertiary,False,True,80.64500000000001,"LINESTRING (8.0499536 52.2734491, 8.0500292 52.2735303, 8.0501206 52.2736259, 8.0502569 52.2737471, 8.050354 52.2738579, 8.0504616 52.2739797, 8.0505458 52.2740766)",50,"['6', '7', '4', '5']",,,
7763884,Möserstraße,residential,False,False,159.56699999999998,"LINESTRING (8.0505458 52.2740766, 8.0503266 52.2741748, 8.0502594 52.2742025, 8.0499776 52.2743381, 8.0496974 52.2744921, 8.0496058 52.2745484, 8.0495583 52.2745791, 8.049367 52.2746994, 8.0491442 52.2748439, 8.0489565 52.2749891, 8.0488707 52.2750695)",50,,,,
"[451602386, 7763924]",Möserstraße,residential,False,False,257.851,"LINESTRING (8.0505458 52.2740766, 8.0508011 52.2740136, 8.0515295 52.2738714, 8.0525084 52.2737279, 8.0538056 52.2735379, 8.0540201 52.2735065, 8.0542038 52.2734796)",50,"['2', '3']",,,
292097692,Wittekindstraße,tertiary,True,False,116.033,"LINESTRING (8.0505458 52.2740766, 8.0507432 52.2742034, 8.0510204 52.274552, 8.0510557 52.2745984, 8.051352 52.2749878)",50,2,,,
"[1239635651, 1239635652, 1239635653, 30552007]",Wittekindstraße,tertiary,False,False,80.64500000000001,"LINESTRING (8.0505458 52.2740766, 8.0504616 52.2739797, 8.050354 52.2738579, 8.0502569 52.2737471, 8.0501206 52.2736259, 8.0500292 52.2735303, 8.0499536 52.2734491)",50,"['4', '7', '6', '5']",,,
108926717,Kommenderiestraße,residential,False,True,7.593,"LINESTRING (8.0493274 52.2684244, 8.0493626 52.2683596)",30,,,,
7764655,Wiesenstraße,residential,False,False,135.072,"LINESTRING (8.0493274 52.2684244, 8.0483953 52.2682348, 8.0474451 52.2680388)",30,,,,
108926717,Kommenderiestraße,residential,False,False,44.208,"LINESTRING (8.0493274 52.2684244, 8.0492164 52.2686107, 8.049091 52.2687946)",30,,,,
"[37335638, 7763870]",Schillerstraße,residential,False,False,90.732,"LINESTRING (8.0501113 52.2756066, 8.0501985 52.2756454, 8.0503262 52.2756577, 8.0504486 52.27566, 8.0508863 52.2756682, 8.0510267 52.2757162, 8.0512021 52.2758476, 8.0512642 52.275894)",30,,,,
7763870,Schillerstraße,residential,False,True,130.14999999999998,"LINESTRING (8.0501113 52.2756066, 8.0500298 52.2756548, 8.0499114 52.2756806, 8.0494275 52.2757074, 8.0492173 52.2757189, 8.0490017 52.2757314, 8.0486517 52.2757515, 8.0485333 52.2757505, 8.0484194 52.2757345, 8.0483422 52.2757109, 8.0482726 52.2756786)",30,,,,
183810623,Georgstraße,residential,False,True,104.29499999999999,"LINESTRING (8.0501113 52.2756066, 8.0500734 52.2755598, 8.050007 52.2755178, 8.0490232 52.2751286, 8.0488707 52.2750695)",30,,,,
182697466,Hans-Böckler-Straße,residential,False,False,80.861,"LINESTRING (8.0424723 52.2705054, 8.0424024 52.2704403, 8.042367 52.2701139, 8.0423385 52.2700347, 8.0422941 52.2699902, 8.0422547 52.2699711, 8.042147 52.2699385, 8.0420206 52.2699041)",,,,,
126710033,Johannisfreiheit,residential,False,False,46.522,"LINESTRING (8.0542791 52.2715008, 8.053611 52.2714119)",30,,,,
7764715,Bischofsstraße,residential,False,True,130.025,"LINESTRING (8.0542791 52.2715008, 8.0542952 52.2714555, 8.0544678 52.2709699, 8.0546519 52.2705331, 8.0546763 52.2704572, 8.0547075 52.2703615)",30,,,,
7765095,Am Landgericht,residential,False,False,270.46299999999997,"LINESTRING (8.0522192 52.2724907, 8.0521798 52.272414, 8.0521163 52.2722341, 8.0521064 52.2719969, 8.0520852 52.2716665, 8.0519872 52.2716267, 8.0514858 52.2717175, 8.0513951 52.2717344, 8.0511849 52.2717763, 8.0510367 52.2718041, 8.0507825 52.2718516, 8.0501383 52.2720005, 8.0500375 52.2722364, 8.0499395 52.2723062)",,,,,
7765107,Kollegienwall,residential,False,False,93.18599999999999,"LINESTRING (8.0522192 52.2724907, 8.0525954 52.2724167, 8.0533562 52.2722662, 8.0535225 52.2722332)",50,2,,,
"[7765107, 37417022, 856072999]",Kollegienwall,residential,False,True,190.869,"LINESTRING (8.0522192 52.2724907, 8.0514769 52.2726404, 8.0510891 52.2727162, 8.0507187 52.2727892, 8.0502841 52.272882, 8.0501072 52.2729205, 8.050073 52.2729271, 8.0500093 52.2729427, 8.0499231 52.2729625, 8.0497929 52.2730037, 8.0497239 52.2730357, 8.0496185 52.2731007)",50,2,,,
7763906,Klusstraße,residential,True,False,148.371,"LINESTRING (8.051352 52.2749878, 8.0514535 52.2749769, 8.0521836 52.2748988, 8.0527626 52.2748369, 8.0530655 52.2748045, 8.0532185 52.274785, 8.0534975 52.2747495)",30,,,,
292097697,Wittekindstraße,tertiary,True,False,75.89999999999999,"LINESTRING (8.051352 52.2749878, 8.0517824 52.2754786, 8.0519053 52.2755792)",50,3,,,
7764876,Ritterstraße,residential,False,True,93.47,"LINESTRING (8.0457926 52.2692993, 8.0457402 52.2693429, 8.045532 52.269516, 8.045144 52.2699195, 8.0450096 52.2699821)",30,,,,
"[1007085285, 38233126]",Schloßstraße,residential,False,False,115.48199999999999,"LINESTRING (8.0457926 52.2692993, 8.0451729 52.268962, 8.04468 52.2686957, 8.0446293 52.2686682, 8.0445972 52.2686506, 8.0445698 52.2686356, 8.0445232 52.26861)",30,,,,
38233126,Schloßstraße,residential,False,True,176.23899999999998,"LINESTRING (8.0457926 52.2692993, 8.0470685 52.2699735, 8.047687 52.2702019, 8.0477437 52.2702229, 8.0478438 52.2702583)",30,,,,
38088674,Süsterstraße,residential,False,False,206.231,"LINESTRING (8.0486374 52.2693666, 8.0487082 52.2693889, 8.0498095 52.269702, 8.0503116 52.2698391, 8.0506782 52.2699448, 8.050936 52.2700081, 8.051272 52.2700691, 8.0514226 52.2700873)",30,,,,
277923571,Kommenderiestraße,residential,False,True,70.697,"LINESTRING (8.0486374 52.2693666, 8.0487078 52.2692783, 8.0488647 52.2690803, 8.0490067 52.2689011, 8.049091 52.2687946)",30,,,,
326513462,Kommenderiestraße,residential,False,False,113.45,"LINESTRING (8.0486374 52.2693666, 8.0486068 52.2694073, 8.0484245 52.2696457, 8.0480047 52.2701466, 8.04795 52.2701928, 8.0478438 52.2702583)",30,,,,
"[1150201769, 1150201821]",Süsterstraße,residential,False,True,156.454,"LINESTRING (8.0486374 52.2693666, 8.0484913 52.2693169, 8.0479891 52.2691547, 8.0474377 52.2689519, 8.0473877 52.2689336, 8.0466422 52.268668)",30,,,,
126710033,Johannisfreiheit,residential,False,True,46.522,"LINESTRING (8.053611 52.2714119, 8.0542791 52.2715008)",30,,,,
7764754,Detmarstraße,residential,False,True,94.683,"LINESTRING (8.053611 52.2714119, 8.053585 52.2714734, 8.0533878 52.2719396, 8.0533949 52.2719984, 8.0534914 52.2721752, 8.0535225 52.2722332)",30,,,,
"[7764747, 7764745, 39468907, 1217026780]",Johannisfreiheit,living_street,False,False,188.203,"LINESTRING (8.053611 52.2714119, 8.0533296 52.2712685, 8.0532817 52.271244, 8.0532475 52.2712228, 8.0531212 52.2711369, 8.0529809 52.2710366, 8.0527149 52.2708509, 8.0526121 52.2707791, 8.052452 52.2704666, 8.0524091 52.2703844, 8.0523939 52.2703569, 8.0523714 52.270328, 8.0523347 52.2702995, 8.0522879 52.270273, 8.0522587 52.27026, 8.0521577 52.2702304, 8.0520621 52.2702075, 8.0518992 52.2701689)",,,,no,
"[35921136, 35921137, 7763930]",Schlagvorder Straße,residential,False,False,146.14900000000003,"LINESTRING (8.0535225 52.2722332, 8.0535564 52.2722928, 8.0537435 52.2726217, 8.0538274 52.2727743, 8.0538867 52.2728821, 8.0539163 52.2729347, 8.0540114 52.2731105, 8.0540225 52.2731318, 8.0541693 52.2734135, 8.0542038 52.2734796)",50,3,,,yes
7764754,Detmarstraße,residential,False,False,94.68299999999999,"LINESTRING (8.0535225 52.2722332, 8.0534914 52.2721752, 8.0533949 52.2719984, 8.0533878 52.2719396, 8.053585 52.2714734, 8.053611 52.2714119)",30,,,,
7765107,Kollegienwall,residential,False,True,93.186,"LINESTRING (8.0535225 52.2722332, 8.0533562 52.2722662, 8.0525954 52.2724167, 8.0522192 52.2724907)",50,2,,,
7764126,Johannistorwall,primary,False,False,108.552,"LINESTRING (8.0458202 52.2680669, 8.0459719 52.2680096, 8.0460362 52.2679853, 8.0471961 52.267573)",50,4,B 68,,
7764935,Süsterstraße,residential,False,False,87.823,"LINESTRING (8.0458202 52.2680669, 8.0459046 52.268146, 8.0459399 52.2681781, 8.0461177 52.2683462, 8.0462861 52.2684739, 8.0465176 52.2686106, 8.0466422 52.268668)",30,,,,
38233129,Schloßwall,primary,False,True,91.997,"LINESTRING (8.0458202 52.2680669, 8.0456172 52.2681435, 8.0446694 52.2685011)",50,4,B 68,,
"[38232929, 38233132]",Schloßstraße,residential,False,False,92.67399999999999,"LINESTRING (8.0444457 52.2685664, 8.0443646 52.2685211, 8.0439491 52.2683015, 8.0438192 52.2682304, 8.0434961 52.2680536, 8.043425 52.2680147)",30,,,,
1268247955,Schloßwall,primary,True,False,17.057000000000002,"LINESTRING (8.0444457 52.2685664, 8.0445034 52.268538, 8.0446694 52.2685011)",50,2,B 68,,
40149625,Neuer Graben,tertiary,False,False,113.664,"LINESTRING (8.042601 52.2720763, 8.0420729 52.272127, 8.0418283 52.2721541, 8.0414319 52.2721962, 8.0411554 52.272205, 8.0409483 52.2721921)",50,4,,,
503983514,Am Struckmannshof,residential,False,True,22.195,"LINESTRING (8.042601 52.2720763, 8.0426139 52.2721484, 8.0426432 52.2722742)",30,,,,
"[922431985, 289026882]",Neuer Graben,tertiary,False,True,50.248,"LINESTRING (8.042601 52.2720763, 8.043231 52.2720195, 8.0433316 52.2720104)",50,4,,,
40874284,Kamp,residential,True,False,24.721000000000004,"LINESTRING (8.0442607 52.2748291, 8.0441524 52.2749979, 8.0441226 52.2750346)",30,1,,destination,
"[217423978, 217423989, 929814262, 217423991]",Kamp,residential,True,False,345.62100000000004,"LINESTRING (8.0442607 52.2748291, 8.0443336 52.2747385, 8.044948 52.2741498, 8.0449774 52.2741218, 8.0450528 52.2740268, 8.0450977 52.273935, 8.045125 52.2737986, 8.0451116 52.2736837, 8.045091 52.2736252, 8.0449402 52.2732374, 8.0449238 52.2731519, 8.0449227 52.2730792, 8.0449557 52.2729893, 8.0450338 52.2729008, 8.0451773 52.272783, 8.045261 52.2727181, 8.0454849 52.2725256, 8.045633 52.2723622, 8.0457446 52.2722072, 8.0459765 52.2720818)","['50', '10']",1,,destination,
108926717,Kommenderiestraße,residential,False,True,44.208,"LINESTRING (8.049091 52.2687946, 8.0492164 52.2686107, 8.0493274 52.2684244)",30,,,,
277923571,Kommenderiestraße,residential,False,False,70.697,"LINESTRING (8.049091 52.2687946, 8.0490067 52.2689011, 8.0488647 52.2690803, 8.0487078 52.2692783, 8.0486374 52.2693666)",30,,,,
258020796,Kolpingstraße,residential,False,True,88.696,"LINESTRING (8.0465785 52.2714529, 8.0467107 52.2713598, 8.0469058 52.2712195, 8.0470316 52.271085, 8.047198 52.2707657)",30,,,,
847645327,Lyrastraße,residential,False,True,81.60300000000001,"LINESTRING (8.0465785 52.2714529, 8.0464903 52.2715156, 8.046419 52.2715781, 8.0462535 52.2717738, 8.0461128 52.2719693, 8.0460732 52.2720149, 8.0459765 52.2720818)",30,2,,,
37335636,Breiter Gang,residential,False,False,62.199,"LINESTRING (8.0513904 52.2764523, 8.0515491 52.2760846, 8.0515485 52.2760162, 8.0515274 52.2759781, 8.0514904 52.2759114)",30,,,,
"[35922200, 50083905, 35922201, 156843041]",Herrenteichsstraße,residential,False,False,105.121,"LINESTRING (8.0468243 52.2759989, 8.0469844 52.2759562, 8.0470091 52.2759496, 8.0471369 52.2759224, 8.0476103 52.2758258, 8.0479944 52.2757621, 8.0481359 52.2757293, 8.0482726 52.2756786)",30,,,,yes
7764745,Johannisfreiheit,living_street,False,True,33.772,"LINESTRING (8.0514226 52.2700873, 8.0514931 52.2700943, 8.0515825 52.2701054, 8.0516504 52.2701147, 8.0518992 52.2701689)",,,,,
38088674,Süsterstraße,residential,False,True,206.23100000000002,"LINESTRING (8.0514226 52.2700873, 8.051272 52.2700691, 8.050936 52.2700081, 8.0506782 52.2699448, 8.0503116 52.2698391, 8.0498095 52.269702, 8.0487082 52.2693889, 8.0486374 52.2693666)",30,,,,
171895304,Johannisstraße,residential,False,True,85.101,"LINESTRING (8.0514226 52.2700873, 8.0517174 52.2696452, 8.0518967 52.2693791)",30,,,,
37336876,Schloßwall,primary,True,False,76.86699999999999,"LINESTRING (8.0405361 52.2721441, 8.0405807 52.2720054, 8.0406938 52.2716568, 8.0407723 52.2714683)",50,2,B 68,,
104708393,Neuer Graben,secondary,False,True,28.552,"LINESTRING (8.0405361 52.2721441, 8.0406002 52.2721508, 8.0408085 52.2721755, 8.0409483 52.2721921)",50,3,K 51,,
"[37336616, 30552006]",Wittekindstraße,tertiary,False,"[False, True]",30.060000000000002,"LINESTRING (8.0496185 52.2731007, 8.0497495 52.2732635, 8.0498245 52.2733396)",50,"['4', '3']",,,
"[312253820, 854819861, 847236214]",Neumarkt,tertiary,False,True,72.08200000000001,"LINESTRING (8.0496185 52.2731007, 8.0495674 52.2730367, 8.049477 52.2729504, 8.0494047 52.2729109, 8.0491902 52.2728445, 8.0488868 52.27276, 8.0487896 52.272736)",30,"['4', '5']",,,
"[7765107, 37417022, 856072999]",Kollegienwall,residential,False,False,190.869,"LINESTRING (8.0496185 52.2731007, 8.0497239 52.2730357, 8.0497929 52.2730037, 8.0499231 52.2729625, 8.0500093 52.2729427, 8.050073 52.2729271, 8.0501072 52.2729205, 8.0502841 52.272882, 8.0507187 52.2727892, 8.0510891 52.2727162, 8.0514769 52.2726404, 8.0522192 52.2724907)",50,2,,,
7764675,Goldstraße,residential,True,False,201.685,"LINESTRING (8.0518967 52.2693791, 8.0518135 52.2693612, 8.0505296 52.2690858, 8.049091 52.2687946)",,,,,
171895304,Johannisstraße,residential,False,False,85.101,"LINESTRING (8.0518967 52.2693791, 8.0517174 52.2696452, 8.0514226 52.2700873)",30,,,,
7764715,Bischofsstraße,residential,False,False,130.025,"LINESTRING (8.0547075 52.2703615, 8.0546763 52.2704572, 8.0546519 52.2705331, 8.0544678 52.2709699, 8.0542952 52.2714555, 8.0542791 52.2715008)",30,,,,
7763884,Möserstraße,residential,False,False,79.05799999999999,"LINESTRING (8.0488707 52.2750695, 8.0487893 52.2751538, 8.0484115 52.2755516, 8.0483496 52.2756144, 8.0482726 52.2756786)",50,,,,
7763884,Möserstraße,residential,False,True,159.567,"LINESTRING (8.0488707 52.2750695, 8.0489565 52.2749891, 8.0491442 52.2748439, 8.049367 52.2746994, 8.0495583 52.2745791, 8.0496058 52.2745484, 8.0496974 52.2744921, 8.0499776 52.2743381, 8.0502594 52.2742025, 8.0503266 52.2741748, 8.0505458 52.2740766)",50,,,,
183810623,Georgstraße,residential,False,False,104.29499999999999,"LINESTRING (8.0488707 52.2750695, 8.0490232 52.2751286, 8.050007 52.2755178, 8.0500734 52.2755598, 8.0501113 52.2756066)",30,,,,
38087648,Goethering,primary,True,False,14.287,"LINESTRING (8.0525326 52.2752927, 8.0524534 52.2754117)",50,3,,,
137480694,Goethering,primary,False,True,89.242,"LINESTRING (8.0525326 52.2752927, 8.0525708 52.2752691, 8.0529814 52.2750289, 8.0533906 52.2748018, 8.0534975 52.2747495)",50,4,,,
182583072,Berliner Platz,residential,False,False,46.050000000000004,"LINESTRING (8.0531335 52.2757402, 8.0531158 52.2757968, 8.0530799 52.275846, 8.053017 52.2759059, 8.0528859 52.2760066, 8.0527813 52.2760869)",30,,,,
38087688,Goethering,primary,False,True,96.74300000000001,"LINESTRING (8.0534975 52.2747495, 8.053719 52.2746364, 8.0539449 52.2745145, 8.0543522 52.2742889, 8.0545498 52.2741651)",50,4,,,
137480694,Goethering,primary,False,False,89.242,"LINESTRING (8.0534975 52.2747495, 8.0533906 52.2748018, 8.0529814 52.2750289, 8.0525708 52.2752691, 8.0525326 52.2752927)",50,4,,,
38087688,Goethering,primary,False,False,96.743,"LINESTRING (8.0545498 52.2741651, 8.0543522 52.2742889, 8.0539449 52.2745145, 8.053719 52.2746364, 8.0534975 52.2747495)",50,4,,,
43661351,Schlagvorder Straße,residential,False,True,79.969,"LINESTRING (8.0545498 52.2741651, 8.0544978 52.2739898, 8.0544293 52.2738647, 8.0543406 52.2737103, 8.0542635 52.2735802, 8.0542038 52.2734796)",50,4,,,
7764970,Große Rosenstraße,residential,False,False,140.694,"LINESTRING (8.0491713 52.2711434, 8.0490068 52.2711087, 8.0485979 52.2710273, 8.0472761 52.2707807, 8.047198 52.2707657)",,2,,,
"[24604549, 24604550]",Seminarstraße,residential,True,False,237.526,"LINESTRING (8.0491713 52.2711434, 8.048714 52.2718515, 8.0486598 52.2718622, 8.0478674 52.2716694, 8.047409 52.2715835, 8.0469279 52.2715072, 8.0466909 52.2714696, 8.0465785 52.2714529)",,,,,
7763870,Schillerstraße,residential,False,False,130.15,"LINESTRING (8.0482726 52.2756786, 8.0483422 52.2757109, 8.0484194 52.2757345, 8.0485333 52.2757505, 8.0486517 52.2757515, 8.0490017 52.2757314, 8.0492173 52.2757189, 8.0494275 52.2757074, 8.0499114 52.2756806, 8.0500298 52.2756548, 8.0501113 52.2756066)",30,,,,
7763884,Möserstraße,residential,False,True,79.05799999999999,"LINESTRING (8.0482726 52.2756786, 8.0483496 52.2756144, 8.0484115 52.2755516, 8.0487893 52.2751538, 8.0488707 52.2750695)",50,,,,
"[35922200, 156843041, 35922201, 50083905]",Herrenteichsstraße,residential,False,True,105.12100000000001,"LINESTRING (8.0482726 52.2756786, 8.0481359 52.2757293, 8.0479944 52.2757621, 8.0476103 52.2758258, 8.0471369 52.2759224, 8.0470091 52.2759496, 8.0469844 52.2759562, 8.0468243 52.2759989)",30,,,,yes
"[503968146, 37336756, 7765206]",Am Struckmannshof,residential,True,False,48.422,"LINESTRING (8.0427531 52.2727044, 8.0427089 52.2725479, 8.0426907 52.2724783, 8.0426432 52.2722742)",30,,,,
37248169,Heger-Tor-Wall,primary,True,False,96.078,"LINESTRING (8.0409483 52.2721921, 8.0409086 52.2723398, 8.0408279 52.2726012, 8.0406767 52.2730399)",50,2,B 68,,
40149625,Neuer Graben,tertiary,False,True,113.664,"LINESTRING (8.0409483 52.2721921, 8.0411554 52.272205, 8.0414319 52.2721962, 8.0418283 52.2721541, 8.0420729 52.272127, 8.042601 52.2720763)",50,4,,,
104708393,Neuer Graben,secondary,False,False,28.552,"LINESTRING (8.0409483 52.2721921, 8.0408085 52.2721755, 8.0406002 52.2721508, 8.0405361 52.2721441)",50,3,K 51,,
"[40874898, 51997212, 50220421]",Katharinenstraße,residential,True,False,159.952,"LINESTRING (8.0406767 52.2730399, 8.0407549 52.2730444, 8.0419721 52.2731144, 8.0424845 52.2729111, 8.0427509 52.2727275, 8.0427531 52.2727044)",30,,,,
7765354,Dielingerstraße,residential,True,False,9.115,"LINESTRING (8.0413327 52.2758129, 8.0414139 52.2757477)",30,,,,
49884719,Dielingerstraße,residential,True,False,11.27,"LINESTRING (8.0414139 52.2757477, 8.0415031 52.2757912, 8.0415434 52.2758109)",30,,,,
73920344,Dielingerstraße,residential,True,False,125.714,"LINESTRING (8.0414139 52.2757477, 8.0414725 52.2756961, 8.0419352 52.2752535, 8.0420923 52.2751549, 8.0422477 52.2750701, 8.0424696 52.2749589, 8.0426048 52.2748997)",30,2,,,
51885112,Dielingerstraße,residential,True,False,11.463,"LINESTRING (8.0415434 52.2758109, 8.0416096 52.2759057)",30,,,,
51885113,Dielingerstraße,residential,True,False,7.82,"LINESTRING (8.0415434 52.2758109, 8.0414754 52.2758676)",30,,,,
40874077,Dielingerstraße,residential,True,False,11.456999999999999,"LINESTRING (8.0414754 52.2758676, 8.0414498 52.2758578, 8.0413327 52.2758129)",30,,,,
"[922431985, 289026882]",Neuer Graben,tertiary,False,False,50.248,"LINESTRING (8.0433316 52.2720104, 8.043231 52.2720195, 8.042601 52.2720763)",50,4,,,
289026883,Neuer Graben,tertiary,True,False,185.36599999999999,"LINESTRING (8.0433316 52.2720104, 8.0436738 52.2719538, 8.0438518 52.2719396, 8.0439474 52.2719319, 8.0442926 52.2719161, 8.0447192 52.2719079, 8.0451439 52.2719035, 8.0453797 52.2719259, 8.0457007 52.2719745, 8.0459765 52.2720818)",50,2,,,
108926717,Kommenderiestraße,residential,False,False,7.593,"LINESTRING (8.0493626 52.2683596, 8.0493274 52.2684244)",30,,,,
108926717,Kommenderiestraße,residential,False,True,61.959,"LINESTRING (8.0493626 52.2683596, 8.0496334 52.2678276)",30,,,,
