osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel,access
82532036,,,Am Festungsgraben,residential,30,False,True,225.45,"LINESTRING (8.2214393 53.137944, 8.2210485 53.137638, 8.2205591 53.1371877, 8.2202255 53.1368383, 8.2197517 53.1362671, 8.2197357 53.1362484, 8.2197032 53.1362103)",,,,
8899992,,,Am Festungsgraben,residential,30,False,False,139.517,"LINESTRING (8.2197032 53.1362103, 8.2196159 53.1361198, 8.2194951 53.136043, 8.2193492 53.1359763, 8.2192085 53.1359277, 8.2189766 53.1358561, 8.2188772 53.1358275, 8.2182341 53.1356423, 8.2180593 53.1355884, 8.2179557 53.1355593)",,,,
82532036,,,Am Festungsgraben,residential,30,False,False,225.45000000000002,"LINESTRING (8.2197032 53.1362103, 8.2197357 53.1362484, 8.2197517 53.1362671, 8.2202255 53.1368383, 8.2205591 53.1371877, 8.2210485 53.137638, 8.2214393 53.137944)",,,,
172306176,,,Weidamm,residential,30,False,True,87.958,"LINESTRING (8.2197032 53.1362103, 8.220253 53.1360305, 8.2208761 53.1358494)",,,,
"[1150642476, 384747509, 22936351]",3,,Stau,tertiary,50,True,False,59.803,"LINESTRING (8.2194007 53.1405628, 8.2188993 53.1405256, 8.2188413 53.1405208, 8.2187854 53.1405173, 8.2185102 53.1405006)",,,,
"[35675803, 539161916]",2,,Stau,tertiary,50,False,True,57.409,"LINESTRING (8.2194007 53.1405628, 8.2200492 53.140635, 8.2202427 53.1406679)",,,,
8895563,,,Roonstraße,residential,50,False,True,67.343,"LINESTRING (8.2090612 53.1379649, 8.2083895 53.1376238, 8.2082878 53.1375757)",,4,,
"[638614281, 991666122, 1057663243, 638614283, 1057663241, 102442520, 102442521]","['2', '3']",,Roonstraße,residential,50,False,False,172.26899999999998,"LINESTRING (8.2090612 53.1379649, 8.209635 53.1382595, 8.2098648 53.1383775, 8.2099935 53.1384436, 8.2100197 53.1384571, 8.2100433 53.1384692, 8.2100695 53.1384826, 8.2100897 53.138492, 8.2102207 53.1385557, 8.2102411 53.1385647, 8.2103295 53.1386098, 8.2104103 53.1386511, 8.2104746 53.138684, 8.2105323 53.1387149, 8.2108443 53.1388728, 8.2109412 53.1389223, 8.2110287 53.1389683)",yes,5,,
44141419,3,,Friedensplatz,tertiary,,False,False,34.896,"LINESTRING (8.2073819 53.1416236, 8.2071989 53.1413296)",,,,
10438698,2,,Peterstraße,tertiary,50,False,True,209.93800000000002,"LINESTRING (8.2073819 53.1416236, 8.207505 53.1417827, 8.2077721 53.1420759, 8.2078934 53.1422061, 8.2080723 53.1424027, 8.2084742 53.1428719, 8.2088458 53.1432946)",,,,
10438698,2,,Peterstraße,tertiary,50,False,False,209.93800000000002,"LINESTRING (8.2088458 53.1432946, 8.2084742 53.1428719, 8.2080723 53.1424027, 8.2078934 53.1422061, 8.2077721 53.1420759, 8.207505 53.1417827, 8.2073819 53.1416236)",,,,
"[631918658, 9606893]",,,Elisabethstraße,residential,30,False,True,308.247,"LINESTRING (8.2139846 53.1345552, 8.2140473 53.1347844, 8.2141013 53.1348655, 8.2141484 53.1349449, 8.2144177 53.1352505, 8.2145344 53.1353612, 8.2146192 53.1354324, 8.2146714 53.1354632, 8.2147873 53.1355179, 8.2149655 53.1356154, 8.215509 53.1358961, 8.2162342 53.136178, 8.2169508 53.1363883, 8.2170957 53.1364373)",,4,,
4857557,2,,Damm,tertiary_link,50,False,False,19.943,"LINESTRING (8.2169621 53.136626, 8.2170769 53.1364604)",,,,
23953588,2,,Damm,tertiary_link,50,False,True,10.569,"LINESTRING (8.2169621 53.136626, 8.2169186 53.1367174)",,,,
193019632,2,,Huntestraße,tertiary,50,True,False,69.874,"LINESTRING (8.2169621 53.136626, 8.2171463 53.1365985, 8.217338 53.1366034, 8.2174969 53.1366236, 8.2177278 53.1366818, 8.2179486 53.1367558)",,,,
9607014,1,,Schloßwall,tertiary_link,50,True,False,65.618,"LINESTRING (8.2162958 53.1368166, 8.216759 53.1366254, 8.2168386 53.1365926, 8.2169188 53.1365525, 8.2169792 53.1365197, 8.2170769 53.1364604)",,,,
28420472,2,,Schloßwall,tertiary,50,True,False,49.263,"LINESTRING (8.2162958 53.1368166, 8.2167797 53.136673, 8.2168294 53.1366582, 8.2169621 53.136626)",,,,
28420473,2,,Damm,tertiary,50,False,True,2.858,"LINESTRING (8.2170957 53.1364373, 8.2170769 53.1364604)",,,,
9605957,2,,Huntestraße,tertiary_link,50,True,False,68.37100000000001,"LINESTRING (8.2170957 53.1364373, 8.2171492 53.1364807, 8.2172025 53.1365154, 8.2172739 53.1365422, 8.2173691 53.1365631, 8.2175153 53.1365945, 8.21776 53.1366601, 8.2178579 53.1367043, 8.2179486 53.1367558)",,,,
"[31464610, 335351443]",3,,Damm,tertiary,50,False,False,113.241,"LINESTRING (8.2170957 53.1364373, 8.2171567 53.1363748, 8.2176026 53.1359267, 8.2176761 53.135849, 8.2177518 53.1357706, 8.2179297 53.1355862, 8.2179557 53.1355593)",,,,
"[631918658, 9606893]",,,Elisabethstraße,residential,30,False,False,308.24699999999996,"LINESTRING (8.2170957 53.1364373, 8.2169508 53.1363883, 8.2162342 53.136178, 8.215509 53.1358961, 8.2149655 53.1356154, 8.2147873 53.1355179, 8.2146714 53.1354632, 8.2146192 53.1354324, 8.2145344 53.1353612, 8.2144177 53.1352505, 8.2141484 53.1349449, 8.2141013 53.1348655, 8.2140473 53.1347844, 8.2139846 53.1345552)",,4,,
23953588,2,,Damm,tertiary_link,50,False,False,10.569,"LINESTRING (8.2169186 53.1367174, 8.2169621 53.136626)",,,,
23953587,1,,Paradewall,tertiary_link,50,True,False,26.548,"LINESTRING (8.2169186 53.1367174, 8.2168763 53.1367539, 8.2167903 53.1367945, 8.2166014 53.1368554)",,,,
9386490,1,,Friedensplatz,residential,,True,False,60.91,"LINESTRING (8.2080892 53.1412776, 8.2074568 53.141594, 8.2073819 53.1416236)",,,,
"[270888632, 316692422]",3,L 865,Ofener Straße,secondary,50,False,True,59.691,"LINESTRING (8.2080892 53.1412776, 8.2077654 53.1412886, 8.2071989 53.1413296)",,,,
"[223347426, 223347427, 767784652]",3,L 865,Ofener Straße,secondary,50,False,False,43.677,"LINESTRING (8.2080892 53.1412776, 8.20816 53.1412734, 8.2083359 53.1412626, 8.2085687 53.141243, 8.2087333 53.1412135)",yes,,,
"[32062080, 172306175]",,,"['Mühlgraben', 'Dammbleiche']",residential,30,False,False,291.246,"LINESTRING (8.2208761 53.1358494, 8.2218408 53.1370523, 8.2223281 53.13766, 8.2222761 53.1377031, 8.2214393 53.137944)",,,,
172306176,,,Weidamm,residential,30,False,False,87.958,"LINESTRING (8.2208761 53.1358494, 8.220253 53.1360305, 8.2197032 53.1362103)",,,,
172306176,,,Weidamm,residential,30,False,True,79.13499999999999,"LINESTRING (8.2208761 53.1358494, 8.221547 53.135657, 8.2219419 53.135537)",,,,
172306176,,,Weidamm,residential,30,False,False,79.13499999999999,"LINESTRING (8.2219419 53.135537, 8.221547 53.135657, 8.2208761 53.1358494)",,,,
31281866,2,,Staulinie,secondary,50,False,True,19.408,"LINESTRING (8.2146206 53.1434231, 8.2143364 53.1433856)",,,,
4396687,2,,Staugraben,tertiary,50,True,False,101.03299999999999,"LINESTRING (8.2152071 53.1425869, 8.2151084 53.1427027, 8.2150024 53.142867, 8.2148991 53.142992, 8.2148523 53.1430516, 8.2147965 53.1431278, 8.2147516 53.1431958, 8.2147123 53.1432602, 8.2146957 53.143293, 8.214685 53.1433168, 8.2146206 53.1434231)",,,,
19845374,,,Osterstraße,residential,30,False,False,146.559,"LINESTRING (8.2152071 53.1425869, 8.2152939 53.142626, 8.2153473 53.1426416, 8.2160149 53.1428429, 8.2170517 53.1432954)",,,,
16197154,2,,Raiffeisenstraße,residential,30,False,False,7.875,"LINESTRING (8.2171343 53.1432448, 8.2170517 53.1432954)",,,,
16197160,1,,Rosenstraße,residential,30,True,False,147.874,"LINESTRING (8.2171343 53.1432448, 8.2172557 53.1431953, 8.2179027 53.1429609, 8.2184787 53.1427415, 8.2185925 53.1427019, 8.2190226 53.1425483)",,,,
309085263,,,Rosenstraße,residential,30,False,False,101.934,"LINESTRING (8.2190226 53.1425483, 8.2192712 53.1422194, 8.2196537 53.1417134)",,,,
16197159,,,Kaiserstraße,residential,50,False,True,11.509,"LINESTRING (8.2212674 53.1408869, 8.2212724 53.1409527, 8.2212753 53.1409903)",,,,
270888654,2,,Stau,tertiary,50,False,False,72.586,"LINESTRING (8.2212674 53.1408869, 8.2204641 53.1407072, 8.2202427 53.1406679)",,,,
"[16197153, 16197158]",,,"['Ludwigstraße', 'Bleicherstraße']",residential,30,False,False,168.937,"LINESTRING (8.2212753 53.1409903, 8.2208595 53.1414383, 8.2205203 53.1417901, 8.2204802 53.1418318, 8.2204343 53.1418794, 8.2201938 53.1418353, 8.2196537 53.1417134)",,,,
16197159,,,Kaiserstraße,residential,50,False,False,11.509,"LINESTRING (8.2212753 53.1409903, 8.2212724 53.1409527, 8.2212674 53.1408869)",,,,
"[16197153, 16197158]",,,"['Ludwigstraße', 'Bleicherstraße']",residential,30,False,True,168.937,"LINESTRING (8.2196537 53.1417134, 8.2201938 53.1418353, 8.2204343 53.1418794, 8.2204802 53.1418318, 8.2205203 53.1417901, 8.2208595 53.1414383, 8.2212753 53.1409903)",,,,
"[16297730, 285718451, 285718452]",,,Schifferstraße,residential,30,True,False,159.678,"LINESTRING (8.2196537 53.1417134, 8.2190907 53.1416251, 8.2190634 53.1415975, 8.2190879 53.1415255, 8.2192525 53.1410785, 8.2193332 53.140828, 8.2193672 53.140726, 8.2193854 53.1406472, 8.2194007 53.1405628)",,,building_passage,
309085263,,,Rosenstraße,residential,30,False,False,122.957,"LINESTRING (8.2196537 53.1417134, 8.2197473 53.1415595, 8.2199234 53.1412698, 8.2200199 53.1411222, 8.2200905 53.1410142, 8.220151 53.1409217, 8.2202104 53.1407574, 8.2202427 53.1406679)",,,,
309085263,,,Rosenstraße,residential,30,False,True,101.934,"LINESTRING (8.2196537 53.1417134, 8.2192712 53.1422194, 8.2190226 53.1425483)",,,,
56299138,,,Neue Straße,residential,,False,True,30.081,"LINESTRING (8.2098134 53.1418365, 8.2100014 53.1415906)",,,,
"[221597944, 16267921]",2,,"['Waffenplatz', 'Wallstraße']",residential,50,False,False,117.16499999999999,"LINESTRING (8.2098134 53.1418365, 8.2107602 53.1421207, 8.2110291 53.1417344)",,,,
16267921,2,,Wallstraße,residential,50,False,True,52.232,"LINESTRING (8.2098134 53.1418365, 8.2092833 53.1416905, 8.2091906 53.1416963, 8.2091044 53.1417339)",,,,
"[221597944, 16267921]",2,,"['Waffenplatz', 'Wallstraße']",residential,50,False,True,117.16499999999999,"LINESTRING (8.2110291 53.1417344, 8.2107602 53.1421207, 8.2098134 53.1418365)",,,,
56299138,,,Neue Straße,residential,,False,False,30.081,"LINESTRING (8.2100014 53.1415906, 8.2098134 53.1418365)",,,,
16197155,,,Bahnhofstraße,residential,30,True,False,120.114,"LINESTRING (8.2175732 53.1419072, 8.2190226 53.1425483)",,,,
16297732,1,,Gottorpstraße,residential,30,True,False,151.588,"LINESTRING (8.2175732 53.1419072, 8.2171796 53.1431067, 8.2171343 53.1432448)",,,,
16297732,1,,Gottorpstraße,residential,30,True,False,173.167,"LINESTRING (8.2183003 53.1404902, 8.2181041 53.140522, 8.2180195 53.1405643, 8.2178319 53.14111, 8.2176396 53.1417074, 8.2175732 53.1419072)",,,,
"[316086549, 4396687]",2,,"['Stau', 'Staugraben']",tertiary,50,True,False,342.413,"LINESTRING (8.2183003 53.1404902, 8.2179275 53.1404688, 8.2178884 53.1404668, 8.2178406 53.1404639, 8.2176968 53.140455, 8.2175473 53.1404496, 8.2174778 53.1404512, 8.2174073 53.1404584, 8.2173345 53.1404704, 8.2172628 53.1404874, 8.2171858 53.1405106, 8.2171504 53.1405268, 8.2170887 53.1405597, 8.217049 53.1405847, 8.2170161 53.1406126, 8.2169557 53.140673, 8.2169072 53.1407257, 8.2166555 53.1409961, 8.216545 53.141114, 8.2165055 53.1411574, 8.2164724 53.1411933, 8.2163534 53.1413204, 8.2159329 53.1417747, 8.2157974 53.1419198, 8.2156137 53.1421196, 8.2154582 53.1422953, 8.2152071 53.1425869)",,,,
16905084,,,Hindenburgstraße,residential,50,False,False,63.732,"LINESTRING (8.2082324 53.1375658, 8.2072802 53.1376128)",,,,
16905084,,,Hindenburgstraße,residential,50,False,True,3.856,"LINESTRING (8.2082324 53.1375658, 8.2082878 53.1375757)",,,,
16297733,,,Bismarckstraße,residential,30,False,True,88.21300000000001,"LINESTRING (8.2082324 53.1375658, 8.208179 53.137609, 8.208099 53.1376662, 8.2076904 53.1379548, 8.2073816 53.138173)",,,,
16297733,,,Bismarckstraße,residential,30,False,False,88.21300000000001,"LINESTRING (8.2073816 53.138173, 8.2076904 53.1379548, 8.208099 53.1376662, 8.208179 53.137609, 8.2082324 53.1375658)",,,,
17071921,,,Bergstraße,living_street,,False,False,82.68799999999999,"LINESTRING (8.2118363 53.1384373, 8.2119474 53.1385352, 8.2123015 53.1388725, 8.2124723 53.1390746)",,,,
316086551,2,,Theaterwall,tertiary,50,False,True,42.29,"LINESTRING (8.2118363 53.1384373, 8.2121755 53.1382417, 8.2122933 53.1381737)",,,,
316086555,3,,Theaterwall,tertiary,50,False,False,79.932,"LINESTRING (8.2118363 53.1384373, 8.2116418 53.1385705, 8.2110287 53.1389683)",,,,
"[30686377, 1082573938, 1082573939, 1082573940, 1082573941, 17071929]",,,"['Schloßplatz', 'Kasinoplatz']",residential,20,False,False,220.32499999999996,"LINESTRING (8.2163916 53.1371352, 8.2163556 53.1371924, 8.2162741 53.1372723, 8.2162031 53.1373191, 8.216127 53.1373557, 8.2161058 53.1373642, 8.2159288 53.1374359, 8.2148581 53.1378424, 8.2148271 53.1378551, 8.2145308 53.1379678, 8.2144878 53.1379841, 8.2144017 53.1380066, 8.2141923 53.1380613, 8.2140388 53.1380767, 8.2138995 53.1380404, 8.2137788 53.1380004, 8.2136722 53.1379571)",,,,
16197154,2,,Raiffeisenstraße,residential,30,False,True,7.875,"LINESTRING (8.2170517 53.1432954, 8.2171343 53.1432448)",,,,
19845374,,,Osterstraße,residential,30,False,True,146.559,"LINESTRING (8.2170517 53.1432954, 8.2160149 53.1428429, 8.2153473 53.1426416, 8.2152939 53.142626, 8.2152071 53.1425869)",,,,
16905084,,,Hindenburgstraße,residential,50,False,True,63.732,"LINESTRING (8.2072802 53.1376128, 8.2082324 53.1375658)",,,,
638614280,2,,Gartenstraße,tertiary,50,False,True,7.609,"LINESTRING (8.2078567 53.1347651, 8.2079676 53.1347811)",,,,
21852524,,,Nikolausstraße,residential,30,False,True,92.11999999999999,"LINESTRING (8.2220552 53.140163, 8.2220585 53.139998, 8.2220633 53.1396394, 8.2220631 53.1395935, 8.2220576 53.1393346)",,,,
"[384747497, 21852522]",,,Huntestraße,residential,"['50', '30']",True,False,102.345,"LINESTRING (8.21885 53.1398819, 8.218986 53.1399365, 8.2190632 53.1399638, 8.2192408 53.1400281, 8.2194738 53.1401084, 8.2195756 53.1401411, 8.2196469 53.1401584, 8.2197208 53.1401657, 8.2197991 53.1401663, 8.2200017 53.1401663, 8.2202584 53.1401634)",,,,
"[384747498, 384747499]",3,,Huntestraße,tertiary,50,True,False,29.366,"LINESTRING (8.21885 53.1398819, 8.2188564 53.1399203, 8.2188629 53.1399601, 8.2188678 53.1399946, 8.218898 53.1401444)",,,,
21852526,,,Elimarstraße,residential,30,False,False,119.436,"LINESTRING (8.2202671 53.139344, 8.2220576 53.1393346)",,,,
24862674,,,Friederikenstraße,residential,30,True,False,91.115,"LINESTRING (8.2202671 53.139344, 8.2202584 53.1401634)",,,,
24862673,,,Friederikenstraße,residential,30,False,True,30.622,"LINESTRING (8.2202671 53.139344, 8.2202599 53.1391759, 8.2202553 53.1390687)",,,,
21852526,,,Elimarstraße,residential,30,False,True,119.436,"LINESTRING (8.2220576 53.1393346, 8.2202671 53.139344)",,,,
21852524,,,Nikolausstraße,residential,30,False,False,92.12,"LINESTRING (8.2220576 53.1393346, 8.2220631 53.1395935, 8.2220633 53.1396394, 8.2220585 53.139998, 8.2220552 53.140163)",,,,
21852524,,,Nikolausstraße,residential,30,False,True,49.185,"LINESTRING (8.2220576 53.1393346, 8.2220653 53.1389723, 8.2220722 53.1388924)",,,,
34010026,,,Huntestraße,residential,30,True,False,119.852,"LINESTRING (8.2202584 53.1401634, 8.2206201 53.1401634, 8.2208761 53.1401634, 8.2209018 53.1401634, 8.2209076 53.1401638, 8.2209675 53.1401634, 8.2210741 53.1401634, 8.2220552 53.140163)",,,,
21853750,,,Koppelstraße,residential,30,True,False,114.369,"LINESTRING (8.2182152 53.1352661, 8.2181495 53.1352497, 8.2172934 53.135049, 8.2166847 53.1349072, 8.2166184 53.1348917)",,,,
