osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge,junction
"[610022168, 577786227, 610022165, 610022167]",2,B 241,Bahnhofstraße,primary,50,yes,False,True,312.44700000000006,"LINESTRING (9.6419169 51.6567445, 9.6417969 51.6568573, 9.6416971 51.6569605, 9.6415739 51.6570879, 9.6412409 51.6574444, 9.6409914 51.6577226, 9.6408355 51.6578971, 9.640706 51.6580621, 9.6406142 51.658202, 9.6405525 51.6583143, 9.6404657 51.6584889, 9.6404386 51.6585422, 9.6403683 51.6586772, 9.6402535 51.6588152, 9.6400995 51.6589442, 9.6399775 51.659032, 9.6397444 51.659185)",,
22755596,2,,Bella Clava,secondary,50,,False,False,56.025000000000006,"LINESTRING (9.6414177 51.6566855, 9.6413822 51.6566961, 9.6406764 51.6568913)",,
741328013,1,,Bella Clava,secondary,50,,True,False,43.599,"LINESTRING (9.6414177 51.6566855, 9.641601 51.6566333, 9.6417514 51.6566121, 9.6418442 51.6566187, 9.6419352 51.6566429, 9.642009 51.6566674)",,
"[610566882, 610566883, 22755596, 610566884]",2,,Bella Clava,secondary,50,,False,False,434.7669999999999,"LINESTRING (9.6406764 51.6568913, 9.6405325 51.6569297, 9.6399897 51.6570748, 9.6395897 51.6571529, 9.6394117 51.6571877, 9.6392553 51.6572148, 9.63914 51.6572362, 9.6391083 51.6572421, 9.6390506 51.6572516, 9.6383586 51.6573649, 9.6375993 51.6574814, 9.6370271 51.6575411, 9.6365189 51.6575678, 9.636099 51.6575808, 9.6359682 51.6575848, 9.6353645 51.6575737, 9.6350421 51.6575475, 9.6347945 51.6574932, 9.6347591 51.6574854, 9.6345784 51.6574258)",,
22755596,2,,Bella Clava,secondary,50,,False,True,56.025000000000006,"LINESTRING (9.6406764 51.6568913, 9.6413822 51.6566961, 9.6414177 51.6566855)",,
56458204,2,,Gerhart-Hauptmann-Straße,residential,30,,False,False,59.370000000000005,"LINESTRING (9.6406764 51.6568913, 9.6405922 51.656817, 9.6405144 51.6567482, 9.6401283 51.6564807)",,
22755597,2,,Eichhagen,residential,50,,False,False,132.772,"LINESTRING (9.6350725 51.6570588, 9.6355689 51.6567891, 9.6361577 51.6564441, 9.6364743 51.6562414)",,
22755597,2,,Eichhagen,residential,50,,False,True,53.197,"LINESTRING (9.6350725 51.6570588, 9.6347268 51.6573045, 9.6345784 51.6574258)",,
110243379,1,,Amselweg,residential,50,yes,False,True,319.388,"LINESTRING (9.6350725 51.6570588, 9.6344002 51.6565444, 9.6343156 51.6564797, 9.6337271 51.6559158, 9.6334937 51.6557767, 9.6331844 51.6556241, 9.6329074 51.6553841, 9.6327275 51.6552198, 9.6326198 51.6550833, 9.632586 51.6549545, 9.6326099 51.6547222)",,
1255285760,2,,Eichhagen,residential,50,,False,False,86.784,"LINESTRING (9.6375476 51.6553433, 9.6381963 51.6546746)",,
628567352,1,,Danziger Straße,residential,30,yes,False,True,82.905,"LINESTRING (9.6375476 51.6553433, 9.6375108 51.6552958, 9.6370634 51.6550904, 9.6365518 51.6549487)",,
1255285760,2,,Eichhagen,residential,50,,False,True,124.53099999999999,"LINESTRING (9.6375476 51.6553433, 9.6374455 51.6554413, 9.6371141 51.6557606, 9.6366781 51.656091, 9.6364743 51.6562414)",,
22755598,,,Breslauer Straße,residential,30,,False,False,56.269,"LINESTRING (9.6364743 51.6562414, 9.6358381 51.6559247)",,
22755597,2,,Eichhagen,residential,50,,False,True,132.772,"LINESTRING (9.6364743 51.6562414, 9.6361577 51.6564441, 9.6355689 51.6567891, 9.6350725 51.6570588)",,
56466409,1,,Kantstraße,residential,30,,True,False,231.105,"LINESTRING (9.6364743 51.6562414, 9.6366164 51.6562956, 9.6370865 51.6565214, 9.6375924 51.6567667, 9.6385451 51.6557937, 9.6386031 51.6557345)",,
1255285760,2,,Eichhagen,residential,50,,False,False,124.531,"LINESTRING (9.6364743 51.6562414, 9.6366781 51.656091, 9.6371141 51.6557606, 9.6374455 51.6554413, 9.6375476 51.6553433)",,
22755598,,,Breslauer Straße,residential,30,,False,True,56.269,"LINESTRING (9.6358381 51.6559247, 9.6364743 51.6562414)",,
22755598,,,Breslauer Straße,residential,30,,False,False,260.71099999999996,"LINESTRING (9.6358381 51.6559247, 9.6354337 51.6557468, 9.6348902 51.6554683, 9.6341805 51.6552374, 9.6336929 51.6550729, 9.6330055 51.6548381, 9.6326099 51.6547222)",,
22755599,,,Stettiner Straße,residential,30,,False,False,119.24600000000001,"LINESTRING (9.6358381 51.6559247, 9.6364175 51.6551703, 9.6365518 51.6549487)",,
22755599,,,Stettiner Straße,residential,30,,False,False,44.038,"LINESTRING (9.6365518 51.6549487, 9.6367861 51.6545803)",,
22755599,,,Stettiner Straße,residential,30,,False,True,119.24600000000001,"LINESTRING (9.6365518 51.6549487, 9.6364175 51.6551703, 9.6358381 51.6559247)",,
628567352,1,,Danziger Straße,residential,30,yes,False,False,82.905,"LINESTRING (9.6365518 51.6549487, 9.6370634 51.6550904, 9.6375108 51.6552958, 9.6375476 51.6553433)",,
628567352,1,,Danziger Straße,residential,30,yes,False,True,32.565,"LINESTRING (9.6365518 51.6549487, 9.6363077 51.6549529, 9.636085 51.654923)",,
56460705,2,,Braustraße,residential,30,,False,False,30.969,"LINESTRING (9.6349037 51.659923, 9.6353428 51.6599811)",,
237949041,2,,Kurze Straße,residential,30,,False,True,46.805,"LINESTRING (9.6349037 51.659923, 9.6349486 51.660343)",,
54178062,,,Mühlenstraße,residential,30,,False,False,138.31400000000002,"LINESTRING (9.6349037 51.659923, 9.6343801 51.6599449, 9.6343316 51.6599463, 9.633693 51.6599649, 9.6329011 51.6599851)",,
"[237925397, 513978367]",1,,Kurze Straße,residential,10,,True,False,114.143,"LINESTRING (9.6349037 51.659923, 9.634806 51.6590109, 9.6347786 51.6588998)",,
"[57996352, 610299647]",2,,Mühlentor,residential,30,,False,False,57.772,"LINESTRING (9.6340394 51.6584248, 9.6339011 51.6584486, 9.6337739 51.6584488, 9.6333569 51.6584496, 9.6332071 51.6584499)",,
"[57996346, 388919693]",2,,Mühlentor,residential,"['50', '30']",,False,False,48.221000000000004,"LINESTRING (9.6340394 51.6584248, 9.6340587 51.6582491, 9.6340959 51.6581789, 9.6341526 51.6581079, 9.6342272 51.6580143)",,
54178099,2,,Ahornweg,residential,,,False,False,215.17400000000004,"LINESTRING (9.6412616 51.6601708, 9.6417031 51.6612981, 9.6417207 51.6614008, 9.6417046 51.6615264, 9.6416482 51.6616354, 9.6415561 51.6617511, 9.6414377 51.6618583, 9.6412373 51.6619776)",,
54178099,2,,Ahornweg,residential,,,False,True,69.29,"LINESTRING (9.6412616 51.6601708, 9.6411371 51.6598915, 9.6410344 51.6596732, 9.6409876 51.6595713)",,
54178099,2,,Ahornweg,residential,,,False,False,69.28999999999999,"LINESTRING (9.6409876 51.6595713, 9.6410344 51.6596732, 9.6411371 51.6598915, 9.6412616 51.6601708)",,
54178124,1,,Lange Straße,residential,10,,True,False,231.573,"LINESTRING (9.6379834 51.6594308, 9.6372703 51.6593941, 9.6366092 51.6593399, 9.636234 51.6593053, 9.6351111 51.6589939, 9.6347786 51.6588998)",,
56460708,1,,Forstgasse,residential,30,,True,False,91.165,"LINESTRING (9.6379834 51.6594308, 9.6379636 51.6595657, 9.6379273 51.6598128, 9.6378782 51.6600808, 9.6378479 51.6602463)",,
237918664,2,,Ernst-Müller-Platz,unclassified,30,,False,False,32.868,"LINESTRING (9.6412373 51.6619776, 9.6413113 51.6622696)",,
54178099,2,,Ahornweg,residential,,,False,True,215.174,"LINESTRING (9.6412373 51.6619776, 9.6414377 51.6618583, 9.6415561 51.6617511, 9.6416482 51.6616354, 9.6417046 51.6615264, 9.6417207 51.6614008, 9.6417031 51.6612981, 9.6412616 51.6601708)",,
513978378,2,,Martinstraße,unclassified,30,,False,True,19.926,"LINESTRING (9.6412373 51.6619776, 9.6411695 51.6619407, 9.6411183 51.6618855, 9.6411062 51.6618264)",,
54178117,2,,Neustädter Platz,unclassified,50,,False,False,53.935,"LINESTRING (9.6392257 51.6603452, 9.6392828 51.66036, 9.6394197 51.660361, 9.6397461 51.660234, 9.6397643 51.6602269, 9.6399137 51.6601688)",,
237943336,2,B 241,Neustädter Platz,primary,50,yes,False,True,83.581,"LINESTRING (9.6392257 51.6603452, 9.6391619 51.6604174, 9.6390882 51.6604705, 9.6390036 51.660519, 9.6389063 51.6605723, 9.6387991 51.6606188, 9.6386797 51.6606579, 9.6385506 51.660684, 9.6384194 51.6606997, 9.6382349 51.6607133)",,
732782204,2,B 241,Neustädter Platz,primary,50,yes,False,False,97.64900000000002,"LINESTRING (9.6392257 51.6603452, 9.6392765 51.6602636, 9.6393219 51.6601626, 9.6393386 51.660068, 9.6393429 51.6598617, 9.6393471 51.6597549, 9.6393489 51.6596542, 9.6393711 51.6595698, 9.6394148 51.6594826)",,
54178117,2,,Neustädter Platz,unclassified,50,,False,True,8.576,"LINESTRING (9.640019 51.6601278, 9.6399137 51.6601688)",,
56473066,2,,Neustädter Platz,residential,50,,False,False,84.20899999999999,"LINESTRING (9.640019 51.6601278, 9.6399131 51.6599971, 9.6398505 51.6599198, 9.6397481 51.6597784, 9.6396781 51.6596801, 9.6395941 51.6595745, 9.6395375 51.6595455, 9.6394148 51.6594826)",,
237946972,2,,Martinstraße,unclassified,50,,False,False,206.76,"LINESTRING (9.640019 51.6601278, 9.6404973 51.6606167, 9.6407186 51.6608264, 9.6408114 51.6609416, 9.6408865 51.6610522, 9.6409549 51.6611861, 9.6410038 51.6613206, 9.6411062 51.6618264)",,
54178120,2,,Stiftstraße,residential,,,False,False,138.606,"LINESTRING (9.639455 51.6618715, 9.639524 51.6619019, 9.6399133 51.6620731, 9.6400714 51.6621289, 9.6406851 51.6621674, 9.6407463 51.6621745, 9.6408201 51.6621787, 9.6413113 51.6622696)",,
54178120,2,,Stiftstraße,residential,,,False,True,154.21300000000002,"LINESTRING (9.639455 51.6618715, 9.6393096 51.6617796, 9.6389903 51.661476, 9.6388927 51.6613832, 9.6385243 51.6610109, 9.638291 51.6607589, 9.6382349 51.6607133)",,
60697287,2,,Jahnstraße,residential,,,False,True,89.41199999999999,"LINESTRING (9.639455 51.6618715, 9.6396636 51.6621513, 9.6396888 51.6621851, 9.6397159 51.6625914, 9.6397194 51.6626433)",,
42812162,2,,Alleestraße,secondary,50,,False,False,49.35,"LINESTRING (9.6328077 51.6565814, 9.6322382 51.6563128)",,
42812162,2,,Alleestraße,secondary,50,,False,True,154.09099999999998,"LINESTRING (9.6328077 51.6565814, 9.6336257 51.6569737, 9.6339614 51.6571374, 9.6340033 51.6571578, 9.6342525 51.6572793, 9.6343641 51.6573337, 9.6344112 51.6573539, 9.6345784 51.6574258)",,
54178121,,,Amtsweg,residential,10,,False,False,90.21799999999999,"LINESTRING (9.6328077 51.6565814, 9.6327755 51.656608, 9.6326116 51.6567434, 9.6324002 51.6569709, 9.6323865 51.6569856, 9.6322675 51.6571197, 9.6322508 51.6571385, 9.6321081 51.6572653)",,
56473066,2,,Neustädter Platz,residential,50,,False,True,84.209,"LINESTRING (9.6394148 51.6594826, 9.6395375 51.6595455, 9.6395941 51.6595745, 9.6396781 51.6596801, 9.6397481 51.6597784, 9.6398505 51.6599198, 9.6399131 51.6599971, 9.640019 51.6601278)",,
"[513978368, 513978369, 237925396, 513978372]",1,,Lange Straße,residential,30,,True,False,99.613,"LINESTRING (9.6394148 51.6594826, 9.6392897 51.6594484, 9.6391574 51.6594383, 9.638713 51.6594387, 9.6384436 51.6594358, 9.6382957 51.6594342, 9.6382184 51.6594333, 9.63807 51.6594317, 9.6379834 51.6594308)",,
"[610022164, 237943341]",2,B 241,Bahnhofstraße,primary,50,yes,False,False,40.421,"LINESTRING (9.6394148 51.6594826, 9.639498 51.6593724, 9.6397444 51.659185)",,
732782204,2,B 241,Neustädter Platz,primary,50,yes,False,True,97.64900000000002,"LINESTRING (9.6394148 51.6594826, 9.6393711 51.6595698, 9.6393489 51.6596542, 9.6393471 51.6597549, 9.6393429 51.6598617, 9.6393386 51.660068, 9.6393219 51.6601626, 9.6392765 51.6602636, 9.6392257 51.6603452)",,
54178121,,,Amtsweg,residential,10,,False,True,90.218,"LINESTRING (9.6321081 51.6572653, 9.6322508 51.6571385, 9.6322675 51.6571197, 9.6323865 51.6569856, 9.6324002 51.6569709, 9.6326116 51.6567434, 9.6327755 51.656608, 9.6328077 51.6565814)",,
54232767,2,,Albert-Schweitzer-Straße,residential,30,,False,False,62.638,"LINESTRING (9.6381963 51.6546746, 9.6389966 51.6549407)",,
1255285760,2,,Eichhagen,residential,50,,False,False,28.144,"LINESTRING (9.6381963 51.6546746, 9.6383721 51.6544462)",,
1255285760,2,,Eichhagen,residential,50,,False,True,86.784,"LINESTRING (9.6381963 51.6546746, 9.6375476 51.6553433)",,
610296370,2,,Albert-Schweitzer-Straße,residential,30,,False,True,27.454,"LINESTRING (9.6414194 51.6557327, 9.6410586 51.6556285)",,
54264866,2,,Heinrich-Wiebe-Straße,residential,30,,False,True,93.561,"LINESTRING (9.6414194 51.6557327, 9.6416092 51.6554444, 9.6416361 51.6554035, 9.6417214 51.6552741, 9.6419396 51.6550204, 9.6419839 51.6549688)",,
610296370,2,,Albert-Schweitzer-Straße,residential,30,,False,False,27.454,"LINESTRING (9.6410586 51.6556285, 9.6414194 51.6557327)",,
54232767,2,,Albert-Schweitzer-Straße,residential,30,,False,True,161.505,"LINESTRING (9.6410586 51.6556285, 9.6409971 51.6556082, 9.6399315 51.6552564, 9.6389966 51.6549407)",,
56458207,2,,Pestalozzistraße,residential,30,,False,False,41.939,"LINESTRING (9.6410586 51.6556285, 9.640937 51.6557549, 9.6407529 51.6559545)",,
54264866,2,,Heinrich-Wiebe-Straße,residential,30,,False,False,93.561,"LINESTRING (9.6419839 51.6549688, 9.6419396 51.6550204, 9.6417214 51.6552741, 9.6416361 51.6554035, 9.6416092 51.6554444, 9.6414194 51.6557327)",,
22755598,,,Breslauer Straße,residential,30,,False,True,260.711,"LINESTRING (9.6326099 51.6547222, 9.6330055 51.6548381, 9.6336929 51.6550729, 9.6341805 51.6552374, 9.6348902 51.6554683, 9.6354337 51.6557468, 9.6358381 51.6559247)",,
110243379,1,,Amselweg,residential,50,yes,False,False,319.38800000000003,"LINESTRING (9.6326099 51.6547222, 9.632586 51.6549545, 9.6326198 51.6550833, 9.6327275 51.6552198, 9.6329074 51.6553841, 9.6331844 51.6556241, 9.6334937 51.6557767, 9.6337271 51.6559158, 9.6343156 51.6564797, 9.6344002 51.6565444, 9.6350725 51.6570588)",,
1255285760,2,,Eichhagen,residential,50,,False,True,28.144,"LINESTRING (9.6383721 51.6544462, 9.6381963 51.6546746)",,
56458204,2,,Gerhart-Hauptmann-Straße,residential,30,,False,False,134.321,"LINESTRING (9.6401283 51.6564807, 9.6398876 51.6563443, 9.6394367 51.6560888, 9.6392294 51.6560007, 9.6386031 51.6557345)",,
56458204,2,,Gerhart-Hauptmann-Straße,residential,30,,False,True,59.370000000000005,"LINESTRING (9.6401283 51.6564807, 9.6405144 51.6567482, 9.6405922 51.656817, 9.6406764 51.6568913)",,
56458207,2,,Pestalozzistraße,residential,30,,False,True,73.32,"LINESTRING (9.6401283 51.6564807, 9.6405245 51.6562209, 9.6407529 51.6559545)",,
610022159,2,B 241,Auschnippe,primary,50,yes,False,False,68.119,"LINESTRING (9.6318413 51.6624652, 9.6326078 51.6620789)",,
237918664,2,,Ernst-Müller-Platz,unclassified,30,,False,True,32.868,"LINESTRING (9.6413113 51.6622696, 9.6412373 51.6619776)",,
54178120,2,,Stiftstraße,residential,,,False,True,138.606,"LINESTRING (9.6413113 51.6622696, 9.6408201 51.6621787, 9.6407463 51.6621745, 9.6406851 51.6621674, 9.6400714 51.6621289, 9.6399133 51.6620731, 9.639524 51.6619019, 9.639455 51.6618715)",,
488683367,,,Mühlenstraße,residential,50,,False,False,142.36499999999998,"LINESTRING (9.6320291 51.6599731, 9.6319513 51.6599735, 9.6313206 51.6599838, 9.6310376 51.6599742, 9.6307732 51.6599499, 9.6305087 51.6599122, 9.6300002 51.6598129)",,
513978366,,,Mühlenstraße,residential,30,,False,True,44.626999999999995,"LINESTRING (9.6320291 51.6599731, 9.6323732 51.6599882, 9.6326752 51.6599908)",,
610299645,2,,Graftplatz,residential,30,,False,True,7.941,"LINESTRING (9.6330415 51.6588426, 9.6330746 51.6587742)",,
610299644,1,,Kreuzstraße,residential,30,,True,False,11.556000000000001,"LINESTRING (9.6330415 51.6588426, 9.6329994 51.6589033, 9.6329614 51.6589329)",,
56460705,2,,Braustraße,residential,30,,False,True,30.969,"LINESTRING (9.6353428 51.6599811, 9.6349037 51.659923)",,
56460705,2,,Braustraße,residential,30,,False,False,109.776,"LINESTRING (9.6353428 51.6599811, 9.6355315 51.6600094, 9.6360619 51.6600962, 9.6361291 51.6601061, 9.6364002 51.6601553, 9.6367925 51.6602053, 9.6368888 51.6602112)",,
56463886,1,,Zigarrenmacherstraße,living_street,30,,True,False,179.038,"LINESTRING (9.6353428 51.6599811, 9.6354274 51.659698, 9.6361875 51.6597655, 9.6364312 51.6598048, 9.636884 51.6598163, 9.6369472 51.6598761, 9.6368888 51.6602112)",,
56460705,2,,Braustraße,residential,30,,False,True,66.30199999999999,"LINESTRING (9.6378479 51.6602463, 9.6373628 51.6602376, 9.6368888 51.6602112)",,
610300831,2,,Braustraße,residential,30,,False,False,58.48500000000001,"LINESTRING (9.6378479 51.6602463, 9.6379626 51.6603939, 9.6381151 51.6605929, 9.6381403 51.6606257, 9.6381894 51.6606712, 9.6382349 51.6607133)",,
128192969,1,,Unterhütte,residential,,,False,True,67.078,"LINESTRING (9.6289692 51.6546726, 9.628835 51.6547277, 9.6287803 51.6547501, 9.6287206 51.6548007, 9.6285866 51.655192)",,
"[110243242, 610025899, 110243243]",,K 449,Wienser Straße,tertiary,50,,False,False,103.39500000000001,"LINESTRING (9.6289692 51.6546726, 9.6291348 51.6547928, 9.6293074 51.6549032, 9.6294971 51.6550049, 9.6300808 51.6552924)",yes,
56460705,2,,Braustraße,residential,30,,False,False,66.30199999999999,"LINESTRING (9.6368888 51.6602112, 9.6373628 51.6602376, 9.6378479 51.6602463)",,
56460705,2,,Braustraße,residential,30,,False,True,109.77600000000001,"LINESTRING (9.6368888 51.6602112, 9.6367925 51.6602053, 9.6364002 51.6601553, 9.6361291 51.6601061, 9.6360619 51.6600962, 9.6355315 51.6600094, 9.6353428 51.6599811)",,
54232767,2,,Albert-Schweitzer-Straße,residential,30,,False,True,62.638,"LINESTRING (9.6389966 51.6549407, 9.6381963 51.6546746)",,
56466410,2,,Fontanestraße,residential,30,,False,True,32.839,"LINESTRING (9.6389966 51.6549407, 9.638781 51.655204)",,
54232767,2,,Albert-Schweitzer-Straße,residential,30,,False,False,161.50500000000002,"LINESTRING (9.6389966 51.6549407, 9.6399315 51.6552564, 9.6409971 51.6556082, 9.6410586 51.6556285)",,
56458204,2,,Gerhart-Hauptmann-Straße,residential,30,,False,False,16.906,"LINESTRING (9.6386031 51.6557345, 9.6383947 51.6556545)",,
56458204,2,,Gerhart-Hauptmann-Straße,residential,30,,False,True,134.321,"LINESTRING (9.6386031 51.6557345, 9.6392294 51.6560007, 9.6394367 51.6560888, 9.6398876 51.6563443, 9.6401283 51.6564807)",,
56458204,2,,Gerhart-Hauptmann-Straße,residential,30,,False,True,16.906,"LINESTRING (9.6383947 51.6556545, 9.6386031 51.6557345)",,
56466410,2,,Fontanestraße,residential,30,,False,False,56.741,"LINESTRING (9.6383947 51.6556545, 9.638781 51.655204)",,
546213801,1,,Gerhart-Hauptmann-Straße,residential,30,,True,False,67.913,"LINESTRING (9.6383947 51.6556545, 9.6381307 51.6555576, 9.6375476 51.6553433)",,
56466410,2,,Fontanestraße,residential,30,,False,False,32.839,"LINESTRING (9.638781 51.655204, 9.6389966 51.6549407)",,
56466410,2,,Fontanestraße,residential,30,,False,True,56.741,"LINESTRING (9.638781 51.655204, 9.6383947 51.6556545)",,
56466411,,,Tecklenburgstraße,living_street,,,False,True,160.265,"LINESTRING (9.638781 51.655204, 9.639523 51.6554299, 9.6401724 51.6556651, 9.6407529 51.6559545)",,
56458207,2,,Pestalozzistraße,residential,30,,False,False,73.32,"LINESTRING (9.6407529 51.6559545, 9.6405245 51.6562209, 9.6401283 51.6564807)",,
56458207,2,,Pestalozzistraße,residential,30,,False,True,41.939,"LINESTRING (9.6407529 51.6559545, 9.640937 51.6557549, 9.6410586 51.6556285)",,
56466411,,,Tecklenburgstraße,living_street,,,False,False,160.265,"LINESTRING (9.6407529 51.6559545, 9.6401724 51.6556651, 9.639523 51.6554299, 9.638781 51.655204)",,
22755597,2,,Eichhagen,residential,50,,False,False,53.197,"LINESTRING (9.6345784 51.6574258, 9.6347268 51.6573045, 9.6350725 51.6570588)",,
42812162,2,,Alleestraße,secondary,50,,False,False,154.091,"LINESTRING (9.6345784 51.6574258, 9.6344112 51.6573539, 9.6343641 51.6573337, 9.6342525 51.6572793, 9.6340033 51.6571578, 9.6339614 51.6571374, 9.6336257 51.6569737, 9.6328077 51.6565814)",,
57996346,2,,Mühlentor,residential,50,,False,True,69.983,"LINESTRING (9.6345784 51.6574258, 9.6345059 51.6575054, 9.6344921 51.6575206, 9.6344104 51.657678, 9.6342846 51.6579238, 9.6342272 51.6580143)",,
"[610566882, 610566883, 610566884, 22755596]",2,,Bella Clava,secondary,50,,False,True,434.76700000000005,"LINESTRING (9.6345784 51.6574258, 9.6347591 51.6574854, 9.6347945 51.6574932, 9.6350421 51.6575475, 9.6353645 51.6575737, 9.6359682 51.6575848, 9.636099 51.6575808, 9.6365189 51.6575678, 9.6370271 51.6575411, 9.6375993 51.6574814, 9.6383586 51.6573649, 9.6390506 51.6572516, 9.6391083 51.6572421, 9.63914 51.6572362, 9.6392553 51.6572148, 9.6394117 51.6571877, 9.6395897 51.6571529, 9.6399897 51.6570748, 9.6405325 51.6569297, 9.6406764 51.6568913)",,
237921001,2,,Graftplatz,residential,30,,False,True,19.661,"LINESTRING (9.6332071 51.6584499, 9.6329338 51.6583997)",,
237921002,2,,Graftplatz,residential,30,,False,False,26.522,"LINESTRING (9.6332071 51.6584499, 9.6331192 51.6586821)",,
"[57996352, 610299647]",2,,Mühlentor,residential,30,,False,True,57.772,"LINESTRING (9.6332071 51.6584499, 9.6333569 51.6584496, 9.6337739 51.6584488, 9.6339011 51.6584486, 9.6340394 51.6584248)",,
237921002,2,,Graftplatz,residential,30,,False,True,10.693,"LINESTRING (9.6330746 51.6587742, 9.6331192 51.6586821)",,
610299645,2,,Graftplatz,residential,30,,False,False,7.941,"LINESTRING (9.6330746 51.6587742, 9.6330415 51.6588426)",,
"[546213802, 610299646]",2,,Graftplatz,residential,30,,False,False,58.114000000000004,"LINESTRING (9.6330746 51.6587742, 9.6327733 51.6587086, 9.6329338 51.6583997)",,
237921002,2,,Graftplatz,residential,30,,False,False,10.693,"LINESTRING (9.6331192 51.6586821, 9.6330746 51.6587742)",,
237921002,2,,Graftplatz,residential,30,,False,True,26.522,"LINESTRING (9.6331192 51.6586821, 9.6332071 51.6584499)",,
57996351,1,,Graftstraße,residential,30,,True,False,139.009,"LINESTRING (9.6331192 51.6586821, 9.6332761 51.658715, 9.6334909 51.6587672, 9.6336468 51.6588094, 9.6340019 51.6589037, 9.6340241 51.6589333, 9.6339758 51.6589532, 9.6338434 51.6589453, 9.6334893 51.6589041, 9.6331332 51.6588568, 9.6330415 51.6588426)",,
57996346,2,,Mühlentor,residential,50,,False,False,69.98299999999999,"LINESTRING (9.6342272 51.6580143, 9.6342846 51.6579238, 9.6344104 51.657678, 9.6344921 51.6575206, 9.6345059 51.6575054, 9.6345784 51.6574258)",,
"[57996346, 388919693]",2,,Mühlentor,residential,"['50', '30']",,False,True,48.221000000000004,"LINESTRING (9.6342272 51.6580143, 9.6341526 51.6581079, 9.6340959 51.6581789, 9.6340587 51.6582491, 9.6340394 51.6584248)",,
238198476,,,Mauerstraße,living_street,,,False,True,257.767,"LINESTRING (9.6342272 51.6580143, 9.6345245 51.6581261, 9.6345403 51.6581321, 9.634744 51.6582104, 9.6348524 51.6582495, 9.6349425 51.6582764, 9.6349887 51.6582901, 9.6351357 51.6583339, 9.6352364 51.6583649, 9.6353356 51.6583934, 9.6358724 51.6585163, 9.6365269 51.6587046, 9.6367325 51.6587637, 9.636963 51.6588085, 9.6373686 51.6588874, 9.6376341 51.6589477)",,
