osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,bridge,width,access
"[477907657, 9668348]",2,,Fingscheid,tertiary,,True,False,70.035,"LINESTRING (7.1814426 51.2618466, 7.1817038 51.2614885, 7.1818124 51.2613618, 7.1819054 51.26129)",,,,
32636737,2,,Fingscheid,residential,50,False,False,71.82499999999999,"LINESTRING (7.1814426 51.2618466, 7.1814275 51.2618666, 7.1813119 51.2620062, 7.1810322 51.2623442, 7.1809718 51.2624214)",,,,
"[181124168, 55307558, 55307463]",,,Meckelstraße,residential,,True,False,177.85000000000002,"LINESTRING (7.1814426 51.2618466, 7.1813088 51.2618004, 7.1810335 51.2616936, 7.1808617 51.2616144, 7.1806998 51.2615354, 7.1805026 51.2614515, 7.1803159 51.2614283, 7.1801321 51.2614206, 7.1800179 51.261432, 7.1799367 51.2614449, 7.1793405 51.261587, 7.1792304 51.2616786, 7.1792142 51.2616921)",,,,
23404911,,,Winterstraße,residential,30,False,True,101.229,"LINESTRING (7.1839404 51.2624261, 7.1832499 51.2632274)",,,,
9827903,2,,Meckelstraße,tertiary,50,False,False,60.35,"LINESTRING (7.1839404 51.2624261, 7.1832348 51.262397, 7.1830763 51.2623824)",,,,
9827903,2,,Meckelstraße,tertiary,50,False,True,65.72,"LINESTRING (7.1839404 51.2624261, 7.1841654 51.2624263, 7.1845524 51.2624273, 7.1848849 51.2624289)",,,,
24407767,,,Kothener Schulstraße,residential,,False,False,132.134,"LINESTRING (7.1839404 51.2624261, 7.1839669 51.2623984, 7.1839869 51.2623774, 7.1835782 51.2612751)",,,,
9827903,2,,Meckelstraße,tertiary,50,False,False,65.72,"LINESTRING (7.1848849 51.2624289, 7.1845524 51.2624273, 7.1841654 51.2624263, 7.1839404 51.2624261)",,,,
24407789,,,Brunhildenstraße,residential,30,False,False,107.962,"LINESTRING (7.1835782 51.2612751, 7.1850951 51.2614792)",,,,yes
24407767,,,Kothener Schulstraße,residential,,False,True,132.134,"LINESTRING (7.1835782 51.2612751, 7.1839869 51.2623774, 7.1839669 51.2623984, 7.1839404 51.2624261)",,,,
24407803,,,Kothener Schulstraße,residential,,False,False,133.459,"LINESTRING (7.1835782 51.2612751, 7.1834248 51.2612318, 7.1833557 51.2611933, 7.1831789 51.2610443, 7.1830828 51.260947, 7.1830618 51.2608593, 7.1830931 51.2607954, 7.1831639 51.2606781, 7.1832851 51.2604444, 7.1834231 51.2602525)",,,,
23404735,,,Emilienstraße,residential,30,False,True,77.311,"LINESTRING (7.1850951 51.2614792, 7.1846054 51.2608551)",,,,
24407789,,,Brunhildenstraße,residential,30,False,True,107.962,"LINESTRING (7.1850951 51.2614792, 7.1835782 51.2612751)",,,,yes
24407803,,,Kothener Schulstraße,residential,,False,True,133.459,"LINESTRING (7.1834231 51.2602525, 7.1832851 51.2604444, 7.1831639 51.2606781, 7.1830931 51.2607954, 7.1830618 51.2608593, 7.1830828 51.260947, 7.1831789 51.2610443, 7.1833557 51.2611933, 7.1834248 51.2612318, 7.1835782 51.2612751)",,,,
10087629,,,Schloßstraße,tertiary,,True,False,34.352,"LINESTRING (7.1827501 51.2621652, 7.1829151 51.262332, 7.1830763 51.2623824)",,,6,
24875764,,,Schloßstraße,tertiary_link,,True,False,20.268,"LINESTRING (7.1827501 51.2621652, 7.1827264 51.2621841, 7.1827027 51.2622009, 7.1826489 51.2622258, 7.1825929 51.2622348, 7.182501 51.2622405)",,,,
67375783,3,B 7,Friedrich-Engels-Allee,primary,50,True,False,8.989,"LINESTRING (7.1814764 51.2643198, 7.1816032 51.2643353)",,,,
"[35903025, 477903029]",4,B 7,Friedrich-Engels-Allee,primary,50,False,True,131.261,"LINESTRING (7.1814764 51.2643198, 7.1811716 51.2642234, 7.1798805 51.2638149, 7.1797928 51.2637872)",,,,
5980585,,,Gronaustraße,residential,30,False,True,82.015,"LINESTRING (7.1757092 51.265668, 7.1765854 51.2661614)",,,,
5980585,,,Gronaustraße,residential,30,False,False,143.959,"LINESTRING (7.1757092 51.265668, 7.175018 51.2652552, 7.1742151 51.2647724)",,,,
9827903,2,,Meckelstraße,tertiary,50,False,True,60.35,"LINESTRING (7.1830763 51.2623824, 7.1832348 51.262397, 7.1839404 51.2624261)",,,,
32636743,,,Meckelstraße,tertiary,30,True,False,43.83,"LINESTRING (7.1830763 51.2623824, 7.1829704 51.2623812, 7.1828277 51.2623573, 7.182501 51.2622405)",,,,
32636743,,,Meckelstraße,tertiary,30,True,False,85.699,"LINESTRING (7.182501 51.2622405, 7.1818774 51.2620024, 7.1815294 51.261875, 7.1814426 51.2618466)",,,,
863557157,4,B 7,Friedrich-Engels-Allee,primary,50,False,True,19.637,"LINESTRING (7.1797928 51.2637872, 7.1795431 51.2637049)",,,,
25092128,,,Farbmühle,residential,50,True,False,110.131,"LINESTRING (7.1797928 51.2637872, 7.1797331 51.2638618, 7.1790828 51.2646724)",,,,
"[35903025, 477903029]",4,B 7,Friedrich-Engels-Allee,primary,50,False,False,131.261,"LINESTRING (7.1797928 51.2637872, 7.1798805 51.2638149, 7.1811716 51.2642234, 7.1814764 51.2643198)",,,,
25171068,,,Eichenstraße,residential,30,False,True,30.601,"LINESTRING (7.1804383 51.2684646, 7.1801204 51.2682744)",,,,
136181126,,,Adolfstraße,residential,,True,False,101.622,"LINESTRING (7.180205 51.2628903, 7.1801409 51.2629684, 7.179615 51.2636092, 7.1795431 51.2637049)",,,,
892921898,2,,Wittensteinstraße,tertiary,50,True,False,24.33,"LINESTRING (7.180205 51.2628903, 7.1803449 51.2629327, 7.1805206 51.2629845)",,,,
25590190,2,,Wasserstraße,tertiary,50,False,True,32.386,"LINESTRING (7.1847585 51.2664762, 7.1849441 51.2667433)",,yes,,
"[241177891, 24556782]","['3', '1']",,Wartburgstraße,tertiary,50,True,False,206.26,"LINESTRING (7.1847585 51.2664762, 7.1847107 51.2664484, 7.1846548 51.266428, 7.1834656 51.2660593, 7.1830101 51.2659168, 7.1823105 51.2656997, 7.1822699 51.2656871, 7.1821131 51.265643)",,,,
25442659,,,Am Brögel,residential,,False,False,93.459,"LINESTRING (7.182723 51.2668062, 7.1821541 51.2666302, 7.1815851 51.2664564, 7.1815179 51.2664349)",,,,
38482967,2,L 433,Loher Straße,secondary,30,False,False,38.437,"LINESTRING (7.1815179 51.2664349, 7.181752 51.2661218)",,,,
"[24986016, 24986017, 24986007]",2,L 433,Loher Straße,secondary,30,False,True,163.211,"LINESTRING (7.1815179 51.2664349, 7.18122 51.2668032, 7.1811455 51.2669003, 7.1811209 51.2669265, 7.1809406 51.2671563, 7.1808551 51.2672708, 7.1808281 51.2673031, 7.1807998 51.267337, 7.1805418 51.2676457, 7.1804578 51.267744)",,yes,,
25442659,,,Am Brögel,residential,,False,True,93.459,"LINESTRING (7.1815179 51.2664349, 7.1815851 51.2664564, 7.1821541 51.2666302, 7.182723 51.2668062)",,,,
38482954,,,Am Brögel,residential,30,False,False,75.01100000000001,"LINESTRING (7.1815179 51.2664349, 7.1814604 51.266417, 7.1805532 51.2661337)",,,,
25590190,2,,Wasserstraße,tertiary,50,False,False,32.386,"LINESTRING (7.1849441 51.2667433, 7.1847585 51.2664762)",,yes,,
27246847,,,Völklinger Straße,residential,30,False,False,49.258,"LINESTRING (7.172878 51.2634922, 7.1725607 51.2638882)",,,,
27246847,,,Völklinger Straße,residential,30,False,True,42.949999999999996,"LINESTRING (7.172878 51.2634922, 7.1731371 51.2631865, 7.1731661 51.2631506)",,,,
27246850,,,Völklinger Platz,residential,30,False,True,95.889,"LINESTRING (7.172878 51.2634922, 7.1722044 51.2632868, 7.1721642 51.263259, 7.1721632 51.2632258, 7.1723629 51.2629282)",,,,
27246850,,,Völklinger Platz,residential,30,False,False,95.889,"LINESTRING (7.1723629 51.2629282, 7.1721632 51.2632258, 7.1721642 51.263259, 7.1722044 51.2632868, 7.172878 51.2634922)",,,,
27246847,,,Völklinger Straße,residential,30,False,True,49.258,"LINESTRING (7.1725607 51.2638882, 7.172878 51.2634922)",,,,
32265935,,,Gronaustraße,residential,30,True,False,137.608,"LINESTRING (7.1725607 51.2638882, 7.1731137 51.2641725, 7.1739625 51.2646096, 7.1740703 51.2646859)",,,,
30442282,,,Heinz-Kluncker-Straße,residential,,False,True,101.605,"LINESTRING (7.1718697 51.2612658, 7.1719134 51.2612078, 7.1722773 51.2607365, 7.1724737 51.260468, 7.1724983 51.2604412)",,,,
35903027,4,B 7,Friedrich-Engels-Allee,primary,50,False,False,77.07,"LINESTRING (7.1718697 51.2612658, 7.1720462 51.2613228, 7.1724597 51.2614547, 7.1728559 51.2615813)",,,,
"[477905025, 35903026]",4,B 7,Friedrich-Engels-Allee,primary,50,False,False,96.064,"LINESTRING (7.1728559 51.2615813, 7.1739682 51.2619331, 7.1740356 51.2619556, 7.1740874 51.2619718)",,,,
35903027,4,B 7,Friedrich-Engels-Allee,primary,50,False,True,77.07,"LINESTRING (7.1728559 51.2615813, 7.1724597 51.2614547, 7.1720462 51.2613228, 7.1718697 51.2612658)",,,,
154701364,,,Haderslebener Straße,residential,,True,False,90.285,"LINESTRING (7.1728559 51.2615813, 7.1732041 51.2612061, 7.1736993 51.2609895)",,,,
32266331,,,Parsevalstraße,residential,,False,False,62.536,"LINESTRING (7.1770192 51.2670531, 7.1771749 51.2664992)",,,,
24693333,,,Kronenstraße,residential,,True,False,105.84700000000001,"LINESTRING (7.1770192 51.2670531, 7.1761661 51.2670347, 7.1760999 51.2670173, 7.1757352 51.2667224)",,,,
32266331,,,Parsevalstraße,residential,,False,True,96.76,"LINESTRING (7.1770192 51.2670531, 7.1768261 51.2678153, 7.1767598 51.2679046)",,,,
5980585,,,Gronaustraße,residential,30,False,False,55.615,"LINESTRING (7.1771749 51.2664992, 7.1765854 51.2661614)",,,,
5980585,,,Gronaustraße,residential,30,False,True,83.169,"LINESTRING (7.1771749 51.2664992, 7.1780508 51.2670082)",,,,
32266331,,,Parsevalstraße,residential,,False,True,62.536,"LINESTRING (7.1771749 51.2664992, 7.1770192 51.2670531)",,,,
35903022,4,B 7,Friedrich-Engels-Allee,primary,50,False,False,62.045,"LINESTRING (7.1750004 51.2622671, 7.1757983 51.2625162)",,,,
32472416,,K 21,Unionstraße,tertiary,,True,False,102.664,"LINESTRING (7.1750004 51.2622671, 7.1755803 51.2615544, 7.1756642 51.2614426)",,,,
35903023,4,B 7,Friedrich-Engels-Allee,primary,50,False,True,71.512,"LINESTRING (7.1750004 51.2622671, 7.1742243 51.262017, 7.1740874 51.2619718)",,,,
13518779,,,Schluchtstraße,residential,,True,False,97.187,"LINESTRING (7.1806782 51.2598579, 7.1805411 51.2607277)",,,,
32672102,,,Marie-Curie-Straße,living_street,,False,True,36.729,"LINESTRING (7.1806782 51.2598579, 7.180153 51.259825)",,,,
13518779,,,Schluchtstraße,residential,,True,False,36.686,"LINESTRING (7.1805411 51.2607277, 7.1805052 51.2609498, 7.1805161 51.2609902, 7.1805282 51.2610062, 7.1805381 51.2610156, 7.1805492 51.2610517)",,,,
32697979,,,Marie-Curie-Straße,living_street,,False,False,130.368,"LINESTRING (7.1805411 51.2607277, 7.1799328 51.260532, 7.1799882 51.260222, 7.1800846 51.2601832, 7.180153 51.259825)",,,,
32672102,,,Marie-Curie-Straße,living_street,,False,False,36.729,"LINESTRING (7.180153 51.259825, 7.1806782 51.2598579)",,,,
32697979,,,Marie-Curie-Straße,living_street,,False,True,130.368,"LINESTRING (7.180153 51.259825, 7.1800846 51.2601832, 7.1799882 51.260222, 7.1799328 51.260532, 7.1805411 51.2607277)",,,,
32814405,,,Hünefeldstraße,residential,,False,False,110.964,"LINESTRING (7.1775196 51.2653882, 7.177485 51.2654335, 7.1775 51.2654873, 7.1780705 51.2658956, 7.1783085 51.2660736, 7.1784287 51.2661654)",,,,
"[1206335778, 1206335779]",,,Hünefeldstraße,tertiary,,True,False,86.076,"LINESTRING (7.1775196 51.2653882, 7.177453 51.2653539, 7.1773414 51.2652968, 7.1768061 51.265023, 7.176562 51.2648981)",,,,
32814348,,,Hünefeldstraße,residential,,False,True,46.793,"LINESTRING (7.1763534 51.2647903, 7.1764115 51.2647463, 7.1767727 51.2644613)",,,,
1206335778,,,Hünefeldstraße,tertiary,,True,False,287.098,"LINESTRING (7.1763534 51.2647903, 7.1752591 51.2642273, 7.1744756 51.2638196, 7.1744364 51.2637994, 7.1738336 51.2634941, 7.1732181 51.2631774, 7.1731661 51.2631506)",,,,
38482775,,,Martin-Luther-Straße,residential,30,True,False,98.191,"LINESTRING (7.1805799 51.2651559, 7.1803022 51.2655078, 7.1799268 51.2659385)",,,,
139633733,1,,Wartburgstraße,tertiary,50,True,False,117.22,"LINESTRING (7.1805799 51.2651559, 7.1801072 51.2650032, 7.1790828 51.2646724)",,,,
"[38482954, 1192950407]",,,Am Brögel,residential,30,False,False,120.336,"LINESTRING (7.1799268 51.2659385, 7.1786848 51.2655409, 7.1785126 51.2653615)",,,,
38482954,,,Am Brögel,residential,30,False,True,48.688,"LINESTRING (7.1799268 51.2659385, 7.1802595 51.2660413, 7.1805532 51.2661337)",,,,
38482954,,,Am Brögel,residential,30,False,False,48.688,"LINESTRING (7.1805532 51.2661337, 7.1802595 51.2660413, 7.1799268 51.2659385)",,,,
38482954,,,Am Brögel,residential,30,False,True,75.01100000000001,"LINESTRING (7.1805532 51.2661337, 7.1814604 51.266417, 7.1815179 51.2664349)",,,,
38609692,,,Martin-Luther-Straße,living_street,,False,False,97.713,"LINESTRING (7.1805532 51.2661337, 7.1809121 51.265692, 7.181185 51.2653489)",,,,
139633733,1,,Wartburgstraße,tertiary,50,True,False,24.986,"LINESTRING (7.181185 51.2653489, 7.1808638 51.2652484)",,,,
38609692,,,Martin-Luther-Straße,living_street,,False,True,97.713,"LINESTRING (7.181185 51.2653489, 7.1809121 51.265692, 7.1805532 51.2661337)",,,,
5980370,2,,Wittensteinstraße,tertiary,50,True,False,121.75,"LINESTRING (7.1835207 51.2639462, 7.1850762 51.2644477)",,,,
39210743,,,Hergesellstraße,residential,,True,False,85.967,"LINESTRING (7.1757352 51.2667224, 7.1765854 51.2661614)",,,,
24693333,,,Kronenstraße,residential,,True,False,151.598,"LINESTRING (7.1757352 51.2667224, 7.1750413 51.2661562, 7.175045 51.2661217, 7.1757092 51.265668)",,,,
5980585,,,Gronaustraße,residential,30,False,False,82.015,"LINESTRING (7.1765854 51.2661614, 7.1757092 51.265668)",,,,
5980585,,,Gronaustraße,residential,30,False,True,55.615,"LINESTRING (7.1765854 51.2661614, 7.1771749 51.2664992)",,,,
32266331,,,Parsevalstraße,residential,,False,False,31.833,"LINESTRING (7.1765363 51.2681544, 7.1767598 51.2679046)",,,,
39210746,,,Parsevalstraße,living_street,,False,False,116.584,"LINESTRING (7.1765363 51.2681544, 7.176956 51.2683044, 7.1771758 51.268311, 7.1771863 51.26798, 7.1767598 51.2679046)",,,,
32266331,,,Parsevalstraße,residential,,False,True,31.833,"LINESTRING (7.1767598 51.2679046, 7.1765363 51.2681544)",,,,
39210746,,,Parsevalstraße,living_street,,False,True,116.584,"LINESTRING (7.1767598 51.2679046, 7.1771863 51.26798, 7.1771758 51.268311, 7.176956 51.2683044, 7.1765363 51.2681544)",,,,
32266331,,,Parsevalstraße,residential,,False,False,96.76,"LINESTRING (7.1767598 51.2679046, 7.1768261 51.2678153, 7.1770192 51.2670531)",,,,
5980585,,,Gronaustraße,residential,30,False,False,83.169,"LINESTRING (7.1780508 51.2670082, 7.1771749 51.2664992)",,,,
5980585,,,Gronaustraße,residential,30,False,True,179.45000000000002,"LINESTRING (7.1780508 51.2670082, 7.1796849 51.2679721, 7.1798953 51.2680927, 7.17993 51.2681136)",,,,
335023616,,,Bennigsenstraße,residential,,False,True,161.49599999999998,"LINESTRING (7.1780508 51.2670082, 7.1780157 51.26708, 7.1781722 51.2684538)",,,,
335023616,,,Bennigsenstraße,residential,,False,False,161.49599999999998,"LINESTRING (7.1781722 51.2684538, 7.1780157 51.26708, 7.1780508 51.2670082)",,,,
48798058,,,Erichstraße,residential,50,False,False,18.298,"LINESTRING (7.1850762 51.2644477, 7.1851966 51.2643014)",,,,
48798053,,,Erichstraße,residential,,True,False,97.984,"LINESTRING (7.1850762 51.2644477, 7.1844895 51.2652013, 7.1844595 51.2652399)",,,,
