osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,est_width,bridge
61163506,Kahlberg,residential,False,False,39.113,"LINESTRING (8.1832239 50.6320924, 8.1829535 50.6323995)",,,,,
"[1039908077, 61163516, 61163517, 61007911]",Weilburger Straße,secondary,False,False,129.665,"LINESTRING (8.1874401 50.6324108, 8.1871709 50.6327064, 8.187044 50.6328431, 8.1869732 50.6329151, 8.1864651 50.6333988)",,L 3044,50,,yes
61007911,Weilburger Straße,secondary,False,True,142.432,"LINESTRING (8.1874401 50.6324108, 8.1880755 50.6318007, 8.188387 50.6315016, 8.1884318 50.6314585, 8.1885327 50.6313344)",,L 3044,50,,
111681144,Auf der Liebfrauenkirch,residential,False,False,197.80100000000002,"LINESTRING (8.1874401 50.6324108, 8.1874839 50.6324306, 8.1882374 50.6327519, 8.1885899 50.6329095, 8.1892666 50.6331925, 8.189315 50.6332145, 8.1897549 50.6334147)",,,,,
111681143,Marktstraße,residential,False,True,60.474,"LINESTRING (8.1870976 50.6351737, 8.1863736 50.6348823)",,,50,,
"[865651486, 577860519]",Herborner Straße,secondary,False,True,255.915,"LINESTRING (8.1900587 50.6364227, 8.1888211 50.6361589, 8.1879512 50.6359877, 8.1868316 50.6357918, 8.1867461 50.6357794, 8.1866986 50.6357743, 8.1866331 50.6357751, 8.1865848 50.6357819)",2,L 3461,50,,
122926947,Im Dorfe,residential,False,False,80.367,"LINESTRING (8.1835094 50.6338607, 8.1834636 50.6339884, 8.1834101 50.6340676, 8.1834347 50.6341199, 8.1835215 50.6342027, 8.1836038 50.6342826, 8.1835877 50.6343475, 8.1834014 50.6344969)",,,,,
449382914,Höllkopfstraße,residential,False,False,22.702,"LINESTRING (8.1835094 50.6338607, 8.183593 50.6338503, 8.1836948 50.6338452, 8.1837844 50.6338492, 8.1838289 50.6338461)",,,50,,
449382914,Höllkopfstraße,residential,False,True,38.964,"LINESTRING (8.1835094 50.6338607, 8.1834019 50.6338592, 8.1833169 50.6338481, 8.1832241 50.6338193, 8.1830121 50.6337296)",,,50,,
"[449382913, 51798207]",Höllkopfstraße,residential,False,False,95.026,"LINESTRING (8.1802394 50.6322698, 8.1802206 50.6322917, 8.180221 50.6323073, 8.1802573 50.6323392, 8.1803009 50.6323694, 8.1803636 50.6324127, 8.1811319 50.6328797)",,,50,,
131301763,Schloßstraße,tertiary,False,False,169.712,"LINESTRING (8.1802394 50.6322698, 8.1814772 50.6326642, 8.1823266 50.6330236)",,K 77,50,,
810673805,Schloßstraße,tertiary,False,True,88.111,"LINESTRING (8.1802394 50.6322698, 8.1798131 50.632086, 8.1792617 50.6317789)",,K 77,50,,
635360232,Stadionstraße,residential,False,False,67.477,"LINESTRING (8.1844894 50.6353988, 8.1840725 50.635945)",,,,,
635360232,Stadionstraße,residential,False,True,24.135,"LINESTRING (8.1844894 50.6353988, 8.1846534 50.6352083)",,,,,
51798198,Am Wallgraben,residential,False,False,43.134,"LINESTRING (8.1844894 50.6353988, 8.184642 50.6353982, 8.1850924 50.6354543)",,,,,
635360230,Weilburger Straße,secondary,False,False,41.204,"LINESTRING (8.1888334 50.6310167, 8.1885327 50.6313344)",,L 3044,50,,
635360230,Weilburger Straße,secondary,False,True,87.003,"LINESTRING (8.1888334 50.6310167, 8.1895006 50.6303586)",,L 3044,50,,
183173913,Heunwiese,residential,False,True,34.326,"LINESTRING (8.1888334 50.6310167, 8.1887868 50.6310017, 8.1884183 50.6309308, 8.1883712 50.6309401)",,,,,
34321858,Stadionstraße,residential,False,True,146.137,"LINESTRING (8.1832979 50.6373303, 8.1835746 50.6368014, 8.1839877 50.6360912)",,,,,
"[299366788, 51975532, 51798197]","['Stadionstraße', 'Zur Hassel']",residential,False,"[False, True]",574.029,"LINESTRING (8.1832979 50.6373303, 8.1831296 50.6372902, 8.1822502 50.637081, 8.1808701 50.6366373, 8.1807837 50.6366244, 8.1800163 50.6369926, 8.179256 50.6365518, 8.1801546 50.6358848, 8.180657 50.6355201, 8.1807224 50.6354725, 8.1814881 50.634932)",,,30,,
204054026,Wilhelmstraße,residential,False,True,121.007,"LINESTRING (8.1883456 50.6349273, 8.1880517 50.6348746, 8.1877987 50.6348199, 8.1868484 50.634417)",,,50,,
