osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,access,est_width
522931963,3,St 2225,Altstadtring,secondary,50,False,True,22.519,"LINESTRING (11.1904531 49.1856148, 11.1902201 49.1857483)",,,,
480073504,3,St 2225,Heidecker Straße,secondary,50,False,False,78.376,"LINESTRING (11.1904531 49.1856148, 11.1902081 49.1854917, 11.1899444 49.1853559, 11.1897029 49.1852352, 11.189598 49.1851854)",,,,
23313938,,,Nibelungenstraße,residential,30,False,False,60.277,"LINESTRING (11.1890289 49.1930824, 11.1889213 49.1931024, 11.1882068 49.1930587)",,,,
77895684,,St 2225,Allersberger Straße,secondary,50,False,False,172.844,"LINESTRING (11.1890289 49.1930824, 11.189104 49.192899, 11.1891497 49.1927896, 11.1892564 49.1925186, 11.189353 49.192273, 11.1895309 49.1918208, 11.1896325 49.1915789)",,,,
197931749,2,,Sankt-Jakob-Straße,residential,30,False,True,64.39099999999999,"LINESTRING (11.1890289 49.1930824, 11.1891122 49.1930719, 11.1891686 49.1930835, 11.1892708 49.1931045, 11.1895407 49.1931599, 11.1898766 49.1932289)",,,,
13859008,2,,Rosenstraße,residential,30,False,False,147.228,"LINESTRING (11.1904449 49.191958, 11.1898766 49.1932289)",,,,
235514479,3,St 2220,Altstadtring,secondary,50,False,True,27.868,"LINESTRING (11.1904449 49.191958, 11.1901258 49.191819)",,,,
237134508,2,St 2220,Altstadtring,secondary,50,False,False,99.761,"LINESTRING (11.1904449 49.191958, 11.1909003 49.1921401, 11.1913778 49.192346, 11.191606 49.1924364)",,,,
13859008,2,,Rosenstraße,residential,30,False,True,147.228,"LINESTRING (11.1898766 49.1932289, 11.1904449 49.191958)",,,,
197931748,1,,Sankt-Jakob-Straße,residential,30,True,False,55.697,"LINESTRING (11.1898766 49.1932289, 11.1906026 49.1933895)",,,,
197931749,2,,Sankt-Jakob-Straße,residential,30,False,False,64.391,"LINESTRING (11.1898766 49.1932289, 11.1895407 49.1931599, 11.1892708 49.1931045, 11.1891686 49.1930835, 11.1891122 49.1930719, 11.1890289 49.1930824)",,,,
"[40501504, 237134513]",3,,Johann-Friedrich-Straße,residential,50,False,True,62.31999999999999,"LINESTRING (11.1928545 49.1929601, 11.1929108 49.1928947, 11.1929582 49.1928449, 11.1931091 49.192617, 11.193199 49.1924485)",,,,
"[237134508, 235514477]","['2', '3']",St 2220,Altstadtring,secondary,50,False,True,108.195,"LINESTRING (11.1928545 49.1929601, 11.1927239 49.1928823, 11.1922896 49.1926802, 11.1920124 49.1925741, 11.191606 49.1924364)",,,,
"[73305363, 22566421]",2,,"['Christoph-Sturm-Straße', 'Heidecker Straße']",tertiary,20,False,False,114.617,"LINESTRING (11.1928207 49.1868292, 11.1927138 49.1869619, 11.1926276 49.1871941, 11.1925918 49.1873807, 11.1925776 49.1875063, 11.1925396 49.1876764, 11.1925228 49.1877336, 11.1924649 49.1878237)",,,,
24751962,2,,Jahnstraße,tertiary,30,False,True,84.929,"LINESTRING (11.1928207 49.1868292, 11.1929174 49.1867519, 11.1931342 49.1863611, 11.193232 49.1861883, 11.1932397 49.1861245)",,,,
"[481013528, 19084757]",2,St 2238,Heidecker Straße,secondary,50,False,False,124.55099999999999,"LINESTRING (11.1928207 49.1868292, 11.1926273 49.1867774, 11.1923906 49.1866502, 11.1920746 49.186463, 11.1916075 49.1861868, 11.1914977 49.186128)",,,,
522932868,2,St 2238,Gredinger Straße,secondary,50,False,True,40.888,"LINESTRING (11.1928207 49.1868292, 11.1930633 49.18686, 11.1931829 49.1868562, 11.1933784 49.18685)",,,,
"[19084779, 59309886]",,,Kolpingstraße,residential,20,True,False,97.493,"LINESTRING (11.1924649 49.1878237, 11.192657 49.1879046, 11.1927764 49.1880447, 11.192838 49.1881168, 11.1928784 49.1881592, 11.1929283 49.1882443, 11.1929913 49.188352, 11.1930288 49.1884273, 11.1930593 49.1885012, 11.1930879 49.1885711)",,,,
67341710,2,,Christoph-Sturm-Straße,tertiary,20,False,False,50.504,"LINESTRING (11.1924649 49.1878237, 11.1921907 49.1879088, 11.1918222 49.187995)",,,,
"[73305363, 22566421]",2,,"['Christoph-Sturm-Straße', 'Heidecker Straße']",tertiary,20,False,True,114.61699999999999,"LINESTRING (11.1924649 49.1878237, 11.1925228 49.1877336, 11.1925396 49.1876764, 11.1925776 49.1875063, 11.1925918 49.1873807, 11.1926276 49.1871941, 11.1927138 49.1869619, 11.1928207 49.1868292)",,,,
19084770,2,,Christoph-Sturm-Straße,tertiary,20,False,False,146.023,"LINESTRING (11.1918222 49.187995, 11.1918747 49.1882111, 11.1918845 49.1882512, 11.191926 49.1886367, 11.1919341 49.1887122, 11.1919783 49.189049, 11.1919898 49.1891118, 11.1920452 49.1892987)",,,,
67341710,2,,Christoph-Sturm-Straße,tertiary,20,False,True,50.504,"LINESTRING (11.1918222 49.187995, 11.1921907 49.1879088, 11.1924649 49.1878237)",,,,
19084770,2,,Christoph-Sturm-Straße,tertiary,20,False,True,146.023,"LINESTRING (11.1920452 49.1892987, 11.1919898 49.1891118, 11.1919783 49.189049, 11.1919341 49.1887122, 11.191926 49.1886367, 11.1918845 49.1882512, 11.1918747 49.1882111, 11.1918222 49.187995)",,,,
67341702,2,,Christoph-Sturm-Straße,tertiary,20,False,False,24.929000000000002,"LINESTRING (11.1920452 49.1892987, 11.1920349 49.1893587, 11.191874 49.1894843)",,,,
"[19084772, 205244357]",,,Marktstraße,residential,20,True,False,168.068,"LINESTRING (11.191874 49.1894843, 11.1916739 49.1893537, 11.1915879 49.1893065, 11.1915679 49.1892908, 11.1913729 49.1891799, 11.1910316 49.1889735, 11.191008 49.1889584, 11.1907466 49.1887957, 11.1904843 49.1886105, 11.1902541 49.1884107)",,,,
19084781,2,,Johann-Friedrich-Straße,residential,20,False,False,118.556,"LINESTRING (11.191874 49.1894843, 11.1919722 49.1895505, 11.192166 49.1896811, 11.1922623 49.1897461, 11.192288 49.1897637, 11.1926823 49.1900339, 11.1929173 49.1902075, 11.1929602 49.1902739)",,,,
67341702,2,,Christoph-Sturm-Straße,tertiary,20,False,True,24.929000000000002,"LINESTRING (11.191874 49.1894843, 11.1920349 49.1893587, 11.1920452 49.1892987)",,,,
"[40501505, 205244364, 236134197, 366301351]","['2', '1']",,Zwingerstraße,tertiary,20,False,True,115.57600000000001,"LINESTRING (11.191874 49.1894843, 11.1914439 49.1897747, 11.191293 49.1898733, 11.1911154 49.1899917, 11.1907188 49.1901959)",,,,
19084774,,,Siegertstraße,residential,20,True,False,124.18599999999999,"LINESTRING (11.1902541 49.1884107, 11.1905351 49.1882894, 11.1907018 49.1882308, 11.1908609 49.1881748, 11.1909655 49.1881436, 11.1909993 49.1881386, 11.191127 49.1881199, 11.1913491 49.1880873, 11.1917002 49.1880227, 11.1918222 49.187995)",,,,
23398867,,,Döderleinsweg,residential,,False,False,44.753,"LINESTRING (11.1902541 49.1884107, 11.1901671 49.1884001, 11.189749 49.1881901)",,,,
366301327,,,Kirchenstraße,residential,,False,True,24.853,"LINESTRING (11.1932453 49.1890369, 11.19354 49.1889235)",,,,
67341703,,,Kirchenstraße,residential,20,True,False,19.089,"LINESTRING (11.1932453 49.1890369, 11.1931681 49.1890766, 11.1930178 49.1891202)",,,,
"[25168230, 25168229, 40388422]",2,,Johann-Friedrich-Straße,residential,30,False,"[False, True]",95.833,"LINESTRING (11.1936198 49.1914123, 11.1935122 49.1916694, 11.1935002 49.1916979, 11.1934305 49.1918539, 11.1933638 49.19201, 11.1933471 49.1920482, 11.1932717 49.1922435)",yes,,,
"[19084781, 1251838851, 366301324, 366301325]",2,,Johann-Friedrich-Straße,residential,20,False,True,148.71800000000002,"LINESTRING (11.1936198 49.1914123, 11.1936685 49.1913148, 11.1936924 49.1912297, 11.1936969 49.1911498, 11.1936577 49.1910561, 11.19357 49.1909511, 11.1933809 49.1908455, 11.1930771 49.1906786, 11.1929772 49.1906019, 11.1929579 49.1905109, 11.1929648 49.1903581, 11.1929602 49.1902739)",,,,
"[1251838851, 366301324, 19084781, 366301325]",2,,Johann-Friedrich-Straße,residential,20,False,False,148.71800000000002,"LINESTRING (11.1929602 49.1902739, 11.1929648 49.1903581, 11.1929579 49.1905109, 11.1929772 49.1906019, 11.1930771 49.1906786, 11.1933809 49.1908455, 11.19357 49.1909511, 11.1936577 49.1910561, 11.1936969 49.1911498, 11.1936924 49.1912297, 11.1936685 49.1913148, 11.1936198 49.1914123)",,,,
19084781,2,,Johann-Friedrich-Straße,residential,20,False,True,118.55600000000001,"LINESTRING (11.1929602 49.1902739, 11.1929173 49.1902075, 11.1926823 49.1900339, 11.192288 49.1897637, 11.1922623 49.1897461, 11.192166 49.1896811, 11.1919722 49.1895505, 11.191874 49.1894843)",,,,
"[182813920, 450424434]",,,Spitalwinkel,residential,20,False,"[False, True]",38.511,"LINESTRING (11.1929602 49.1902739, 11.1931773 49.1901197, 11.1931687 49.1900866, 11.1930635 49.1900096)",,,,
450424431,,,Spitalwinkel,residential,20,False,True,20.256,"LINESTRING (11.1930418 49.1894947, 11.1930617 49.1893928, 11.1931628 49.1893487)",,,,
22566417,,,Maria-Dorothea-Straße,residential,20,False,True,27.63,"LINESTRING (11.1930178 49.1891202, 11.1930498 49.1891805, 11.1930829 49.1892428, 11.1931272 49.1893147, 11.1931628 49.1893487)",,,,
1251838841,,,Kirchenstraße,residential,20,True,False,73.425,"LINESTRING (11.1930178 49.1891202, 11.1929431 49.1891368, 11.1920452 49.1892987)",,,,
24751962,2,,Jahnstraße,tertiary,30,False,False,84.92899999999999,"LINESTRING (11.1932397 49.1861245, 11.193232 49.1861883, 11.1931342 49.1863611, 11.1929174 49.1867519, 11.1928207 49.1868292)",,,,
24751962,2,,Jahnstraße,tertiary,30,False,True,46.163,"LINESTRING (11.1932397 49.1861245, 11.1932667 49.1859638, 11.1933176 49.1857125)",,,,
25514679,,,,residential,30,False,True,117.243,"LINESTRING (11.1932397 49.1861245, 11.1930116 49.1861152, 11.1925803 49.1860966, 11.19213 49.1860532, 11.1916366 49.1860129)",,,,
24751962,2,,Jahnstraße,tertiary,30,False,False,14.145,"LINESTRING (11.193245 49.1848148, 11.1932706 49.1849409)",,,,
23313720,,,Pestalozziweg,residential,,False,False,127.162,"LINESTRING (11.193245 49.1848148, 11.1940338 49.1847939, 11.1944388 49.1847832, 11.1949932 49.1847686)",,,,
22566423,,,Schlesierstraße,residential,30,False,False,79.754,"LINESTRING (11.1924367 49.1844711, 11.1922846 49.1846018, 11.1921764 49.1846947, 11.1919215 49.1849473, 11.1918578 49.1850153, 11.1918147 49.1850613)",,,,
24899138,,,Sudetenstraße,residential,30,False,False,32.466,"LINESTRING (11.1916459 49.1854177, 11.1916651 49.1857094)",,,,
22566423,,,Schlesierstraße,residential,30,False,True,41.506,"LINESTRING (11.1916459 49.1854177, 11.1917651 49.1851486, 11.1918147 49.1850613)",,,,
24899138,,,Sudetenstraße,residential,30,False,False,33.811,"LINESTRING (11.1916651 49.1857094, 11.1916366 49.1860129)",,,,
24899138,,,Sudetenstraße,residential,30,False,True,32.466,"LINESTRING (11.1916651 49.1857094, 11.1916459 49.1854177)",,,,
22566420,,,Holzgartenstraße,residential,30,False,False,120.115,"LINESTRING (11.1916651 49.1857094, 11.1922533 49.1857125, 11.1927889 49.1857187, 11.1933176 49.1857125)",,,,
24899138,,,Sudetenstraße,residential,30,False,False,16.301,"LINESTRING (11.1916366 49.1860129, 11.1914977 49.186128)",,,,
24899138,,,Sudetenstraße,residential,30,False,True,33.811,"LINESTRING (11.1916366 49.1860129, 11.1916651 49.1857094)",,,,
25514679,,,,residential,30,False,False,117.243,"LINESTRING (11.1916366 49.1860129, 11.19213 49.1860532, 11.1925803 49.1860966, 11.1930116 49.1861152, 11.1932397 49.1861245)",,,,
24899138,,,Sudetenstraße,residential,30,False,True,16.301,"LINESTRING (11.1914977 49.186128, 11.1916366 49.1860129)",,,,
"[481013528, 19084757]",2,St 2238,Heidecker Straße,secondary,50,False,True,124.551,"LINESTRING (11.1914977 49.186128, 11.1916075 49.1861868, 11.1920746 49.186463, 11.1923906 49.1866502, 11.1926273 49.1867774, 11.1928207 49.1868292)",,,,
"[480073496, 232711018]","['2', '3']",St 2238,Heidecker Straße,secondary,50,False,False,77.09100000000001,"LINESTRING (11.1914977 49.186128, 11.1913314 49.1860463, 11.1910447 49.1859027, 11.1907164 49.1857429, 11.1906501 49.1857112)",,,,
22566420,,,Holzgartenstraße,residential,30,False,True,120.11500000000001,"LINESTRING (11.1933176 49.1857125, 11.1927889 49.1857187, 11.1922533 49.1857125, 11.1916651 49.1857094)",,,,
24751962,2,,Jahnstraße,tertiary,30,False,False,46.163,"LINESTRING (11.1933176 49.1857125, 11.1932667 49.1859638, 11.1932397 49.1861245)",,,,
24751962,2,,Jahnstraße,tertiary,30,False,True,85.936,"LINESTRING (11.1933176 49.1857125, 11.1933153 49.185285, 11.1932706 49.1849409)",,,,
227373141,2,St 2238,Gredinger Straße,secondary,50,False,False,51.336000000000006,"LINESTRING (11.194083 49.1868176, 11.1939569 49.1868243, 11.1935601 49.186843, 11.1933784 49.18685)",,,,
522930504,2,St 2238,Gredinger Straße,secondary,50,False,True,58.387,"LINESTRING (11.194083 49.1868176, 11.194467 49.1867871, 11.1945218 49.1867812, 11.1948817 49.1867626)",,,,
23141473,2,,Sandsteig,residential,30,False,False,128.697,"LINESTRING (11.1906026 49.1933895, 11.190788 49.1932233, 11.1911958 49.1928461, 11.1914233 49.1926288, 11.1914984 49.1925571, 11.191606 49.1924364)",,,,
23141473,2,,Sandsteig,residential,30,False,True,128.697,"LINESTRING (11.191606 49.1924364, 11.1914984 49.1925571, 11.1914233 49.1926288, 11.1911958 49.1928461, 11.190788 49.1932233, 11.1906026 49.1933895)",,,,
"[237134508, 235514477]","['2', '3']",St 2220,Altstadtring,secondary,50,False,False,108.19500000000001,"LINESTRING (11.191606 49.1924364, 11.1920124 49.1925741, 11.1922896 49.1926802, 11.1927239 49.1928823, 11.1928545 49.1929601)",,,,
237134508,2,St 2220,Altstadtring,secondary,50,False,True,99.761,"LINESTRING (11.191606 49.1924364, 11.1913778 49.192346, 11.1909003 49.1921401, 11.1904449 49.191958)",,,,
235514471,2,,Albrecht-Dürer-Straße,residential,30,False,False,156.462,"LINESTRING (11.1839774 49.1893593, 11.1837347 49.1896766, 11.1833415 49.1899838, 11.183302 49.1900147, 11.183001 49.1902483, 11.1827095 49.190488)",,,,
"[23141774, 235514471]",2,,Albrecht-Dürer-Straße,residential,30,False,True,227.662,"LINESTRING (11.1839774 49.1893593, 11.1841674 49.1890372, 11.1843649 49.1889204, 11.1849063 49.1888791, 11.1852091 49.1888774, 11.1856064 49.1888813, 11.1857352 49.1889084, 11.1857876 49.1889194, 11.1858511 49.1889327, 11.1861946 49.1890893, 11.1862732 49.1891155, 11.1863828 49.1891287, 11.1864854 49.1891081, 11.1865794 49.1890707)",,,,
44014571,,,Martin-Behaim-Straße,residential,30,False,False,100.44800000000001,"LINESTRING (11.1827095 49.190488, 11.1829143 49.1905878, 11.1831057 49.1906475, 11.1832926 49.1906847, 11.1834791 49.1907178, 11.1836905 49.1907316, 11.1838852 49.1907339, 11.1840023 49.1907205)",,,,
235514471,2,,Albrecht-Dürer-Straße,residential,30,False,True,156.462,"LINESTRING (11.1827095 49.190488, 11.183001 49.1902483, 11.183302 49.1900147, 11.1833415 49.1899838, 11.1837347 49.1896766, 11.1839774 49.1893593)",,,,
"[235514474, 235514471]",2,,Albrecht-Dürer-Straße,residential,30,False,False,60.615,"LINESTRING (11.1825695 49.1920588, 11.1826246 49.192141, 11.1828604 49.1924077, 11.1829154 49.1924616, 11.1829855 49.1925303)",,,,
23141565,,St 2220,Rother Straße,secondary,50,False,True,188.086,"LINESTRING (11.1829855 49.1925303, 11.1832701 49.1924525, 11.1835131 49.1923851, 11.1837149 49.1923291, 11.1837717 49.1923107, 11.1842039 49.1921707, 11.1853407 49.1918298)",,,,
23141784,2,,Sperberstraße,residential,30,False,False,48.664,"LINESTRING (11.1829855 49.1925303, 11.1831201 49.1926078, 11.1832249 49.1926539, 11.1835654 49.1927379)",,,,
"[235514474, 235514471]",2,,Albrecht-Dürer-Straße,residential,30,False,True,60.614999999999995,"LINESTRING (11.1829855 49.1925303, 11.1829154 49.1924616, 11.1828604 49.1924077, 11.1826246 49.192141, 11.1825695 49.1920588)",,,,
23313942,,,Julie-Braun-Weg,residential,30,False,True,97.988,"LINESTRING (11.1846465 49.1905189, 11.184624 49.1904568, 11.1846417 49.1902494, 11.1846772 49.1901247, 11.1847439 49.1899963, 11.1848676 49.1898531, 11.185043 49.1897107)",,,,
44014571,,,Martin-Behaim-Straße,residential,30,False,True,53.085,"LINESTRING (11.1846465 49.1905189, 11.1845666 49.1905822, 11.1843582 49.1906508, 11.1840895 49.1907051, 11.1840023 49.1907205)",,,,
263674735,,,Julie-Braun-Weg,residential,30,False,False,49.635999999999996,"LINESTRING (11.1846465 49.1905189, 11.1847474 49.1905393, 11.1852538 49.1907206)",,,,
23335824,,,Hochfeldstraße,residential,30,False,False,118.27799999999999,"LINESTRING (11.1852538 49.1907206, 11.185362 49.1911827, 11.185395 49.1913143, 11.1854447 49.1915124, 11.1854971 49.1916671, 11.1855559 49.1917634)",,,,
23335824,,,Hochfeldstraße,residential,30,False,True,91.438,"LINESTRING (11.1852538 49.1907206, 11.1852684 49.1905601, 11.1853696 49.190322, 11.1856702 49.1899571)",,,,
263674735,,,Julie-Braun-Weg,residential,30,False,True,49.635999999999996,"LINESTRING (11.1852538 49.1907206, 11.1847474 49.1905393, 11.1846465 49.1905189)",,,,
23141784,2,,Sperberstraße,residential,30,False,True,48.664,"LINESTRING (11.1835654 49.1927379, 11.1832249 49.1926539, 11.1831201 49.1926078, 11.1829855 49.1925303)",,,,
26350304,2,,Lindenallee,residential,30,False,True,58.341,"LINESTRING (11.1835654 49.1927379, 11.1834866 49.1928753, 11.183377 49.1930633, 11.1832792 49.1932281)",,,,
23141785,2,,Burgweg,residential,30,True,False,158.54500000000002,"LINESTRING (11.1947514 49.1881728, 11.1945829 49.1879085, 11.1945139 49.1878003, 11.1943041 49.187314, 11.194083 49.1868176)",,,,
"[366301320, 522930505, 1251838842, 23416931]",2,,Burgweg,residential,30,False,False,150.69,"LINESTRING (11.1947514 49.1881728, 11.1949515 49.1885668, 11.1949816 49.1886273, 11.1949998 49.1886714, 11.1950303 49.1887457, 11.1950231 49.1888798, 11.1949116 49.1890339, 11.1948191 49.1891562, 11.1946158 49.1893523, 11.1945652 49.1894206)",,3,,
522930507,2,St 2238,Gredinger Straße,secondary,50,False,False,63.483000000000004,"LINESTRING (11.1957504 49.186704, 11.1952544 49.1867315, 11.1948817 49.1867626)",,,,
23313720,,,Pestalozziweg,residential,,False,True,127.162,"LINESTRING (11.1949932 49.1847686, 11.1944388 49.1847832, 11.1940338 49.1847939, 11.193245 49.1848148)",,,,
23313726,,,Dreifaltigkeitsweg,residential,,False,False,79.121,"LINESTRING (11.1933784 49.18685, 11.1933812 49.1867814, 11.1933983 49.1867463, 11.193459 49.1867087, 11.1937118 49.186603, 11.1938377 49.1865597, 11.1938874 49.1865442, 11.1940098 49.1865036, 11.1941932 49.1864381)",,,,
227373141,2,St 2238,Gredinger Straße,secondary,50,False,True,51.336,"LINESTRING (11.1933784 49.18685, 11.1935601 49.186843, 11.1939569 49.1868243, 11.194083 49.1868176)",,,,
522932868,2,St 2238,Gredinger Straße,secondary,50,False,False,40.888,"LINESTRING (11.1933784 49.18685, 11.1931829 49.1868562, 11.1930633 49.18686, 11.1928207 49.1868292)",,,,
23313938,,,Nibelungenstraße,residential,30,False,False,107.62200000000001,"LINESTRING (11.1859561 49.1930217, 11.1859424 49.1929631, 11.1859309 49.1928984, 11.1859009 49.1927522, 11.1855129 49.1921041)",,,,
23313938,,,Nibelungenstraße,residential,30,False,True,50.963,"LINESTRING (11.1859561 49.1930217, 11.1863779 49.1930095, 11.1866551 49.1929882)",,,,
23534857,,,Brunhildstraße,residential,30,False,False,47.126999999999995,"LINESTRING (11.1859561 49.1930217, 11.1859931 49.1932487, 11.1860048 49.1933147, 11.1860048 49.1934438)",,,,
23141565,,St 2220,Rother Straße,secondary,50,False,True,17.294,"LINESTRING (11.1853407 49.1918298, 11.1855559 49.1917634)",,,,
23141565,,St 2220,Rother Straße,secondary,50,False,False,188.08599999999998,"LINESTRING (11.1853407 49.1918298, 11.1842039 49.1921707, 11.1837717 49.1923107, 11.1837149 49.1923291, 11.1835131 49.1923851, 11.1832701 49.1924525, 11.1829855 49.1925303)",,,,
23313938,,,Nibelungenstraße,residential,30,False,True,32.967999999999996,"LINESTRING (11.1853407 49.1918298, 11.1853779 49.1918891, 11.1855129 49.1921041)",,,,
23141565,,St 2220,Rother Straße,secondary,50,False,False,47.809,"LINESTRING (11.1880052 49.1910239, 11.1876491 49.1911214, 11.1874009 49.1911938)",,,,
23141565,,St 2220,Rother Straße,secondary,50,False,True,66.15,"LINESTRING (11.1880052 49.1910239, 11.1886572 49.1908313, 11.1888388 49.1907853)",,,,
23313939,,,Pfalzgrafenstraße,residential,30,False,False,40.455,"LINESTRING (11.1880052 49.1910239, 11.1876948 49.1908026, 11.1876116 49.1907696)",,,,
23313939,,,Pfalzgrafenstraße,residential,30,False,False,53.181,"LINESTRING (11.1856702 49.1899571, 11.185043 49.1897107)",,,,
23313939,,,Pfalzgrafenstraße,residential,30,False,True,86.024,"LINESTRING (11.1856702 49.1899571, 11.1861898 49.1901387, 11.1863843 49.1902221, 11.1866868 49.1903519)",,,,
23335824,,,Hochfeldstraße,residential,30,False,False,91.438,"LINESTRING (11.1856702 49.1899571, 11.1853696 49.190322, 11.1852684 49.1905601, 11.1852538 49.1907206)",,,,
23313939,,,Pfalzgrafenstraße,residential,30,False,True,53.181,"LINESTRING (11.185043 49.1897107, 11.1856702 49.1899571)",,,,
23313942,,,Julie-Braun-Weg,residential,30,False,False,97.988,"LINESTRING (11.185043 49.1897107, 11.1848676 49.1898531, 11.1847439 49.1899963, 11.1846772 49.1901247, 11.1846417 49.1902494, 11.184624 49.1904568, 11.1846465 49.1905189)",,,,
23313942,,,Julie-Braun-Weg,residential,30,False,True,40.635999999999996,"LINESTRING (11.185043 49.1897107, 11.1851927 49.1896162, 11.1854257 49.1894446)",,,,
23313942,,,Julie-Braun-Weg,residential,30,False,False,40.635999999999996,"LINESTRING (11.1854257 49.1894446, 11.1851927 49.1896162, 11.185043 49.1897107)",,,,
23320440,,,St.-Georgen-Weg,residential,,False,False,54.78,"LINESTRING (11.1884132 49.189153, 11.1885702 49.189183, 11.1886323 49.1892338, 11.1886433 49.1892784, 11.1888196 49.1893164, 11.1889207 49.1893441, 11.1890197 49.1893954)",,,,
"[473603929, 722422916, 23416550, 23416551]",2,,"['Parkweg', 'Talstraße']",residential,,False,False,92.748,"LINESTRING (11.1884132 49.189153, 11.1883764 49.1889636, 11.1883341 49.1888253, 11.188295 49.188729, 11.1882836 49.1885371, 11.1882936 49.1885139, 11.1883381 49.1884569, 11.1884578 49.1883628)",yes,,,
23416550,2,,Talstraße,residential,,False,True,34.358999999999995,"LINESTRING (11.1884132 49.189153, 11.1884188 49.1892252, 11.1884293 49.1892948, 11.1884537 49.1894608)",,,,
23320440,,,St.-Georgen-Weg,residential,,False,True,54.78,"LINESTRING (11.1890197 49.1893954, 11.1889207 49.1893441, 11.1888196 49.1893164, 11.1886433 49.1892784, 11.1886323 49.1892338, 11.1885702 49.189183, 11.1884132 49.189153)",,,,
23650135,,,Zwingerstraße,residential,20,False,False,62.497,"LINESTRING (11.1900352 49.190531, 11.1897588 49.1905285, 11.1895509 49.1905828, 11.1892221 49.1906781)",,,,
60167424,,,Zwingerstraße,tertiary,20,False,False,63.006,"LINESTRING (11.1900352 49.190531, 11.1901324 49.1904374, 11.1902358 49.19039, 11.1904112 49.1903097, 11.1907188 49.1901959)",,,,
"[60167424, 23326169]",,,Zwingerstraße,tertiary,"['20', '50']",False,True,96.52499999999999,"LINESTRING (11.1900352 49.190531, 11.1897964 49.1910947, 11.1897104 49.1912712, 11.1896649 49.1913645)",,,,
