osmid,bridge,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref,junction,width
23857792,,False,,residential,30,False,164.866,"LINESTRING (9.2122662 49.2334802, 9.2145351 49.2334223)",Damaschkestraße,,,
23857792,,False,,residential,30,True,60.991,"LINESTRING (9.2122662 49.2334802, 9.2114272 49.2335071)",Damaschkestraße,,,
37522206,,False,,residential,30,True,70.487,"LINESTRING (9.2122662 49.2334802, 9.2122994 49.2340207, 9.2123051 49.2341136)",Karl-Benz-Straße,,,
23857796,,False,,residential,30,True,94.493,"LINESTRING (9.2108281 49.2331396, 9.2108566 49.2326787, 9.210948 49.2322948)",Bunsenstraße,,,
28455739,,False,,residential,,False,125.53,"LINESTRING (9.2144244 49.231398, 9.2142978 49.2313486, 9.214102 49.2312917, 9.2127718 49.231086)",Ludwig-Bachert-Straße,,,
"[36544859, 69933431]",,False,,secondary,30,True,89.529,"LINESTRING (9.2144244 49.231398, 9.2144134 49.2314241, 9.2144049 49.2314945, 9.2144078 49.2315811, 9.2144648 49.2321451, 9.2144704 49.2322006)",Kocherwaldstraße,L 1096,,
36544864,,False,2,secondary,30,False,53.757999999999996,"LINESTRING (9.2144244 49.231398, 9.2144557 49.2313594, 9.214661 49.231101, 9.2147193 49.231037, 9.2147727 49.2309715)",Kocherwaldstraße,L 1096,,
28455739,,False,,residential,,True,125.53,"LINESTRING (9.2127718 49.231086, 9.214102 49.2312917, 9.2142978 49.2313486, 9.2144244 49.231398)",Ludwig-Bachert-Straße,,,
31183526,,False,2,secondary,30,True,75.936,"LINESTRING (9.215391 49.2302215, 9.214878 49.2308166)",Kocherwaldstraße,L 1096,,
28494480,,False,,residential,30,False,82.994,"LINESTRING (9.215391 49.2302215, 9.2154884 49.2302986, 9.2163933 49.2305607)",Rosenweg,,,
29389680,,False,,residential,30,False,105.619,"LINESTRING (9.215391 49.2302215, 9.2153268 49.2301509, 9.214994 49.2300312, 9.2140638 49.2299089)",Nelkenweg,,,
31183526,,False,2,secondary,30,False,122.252,"LINESTRING (9.215391 49.2302215, 9.2155094 49.230067, 9.215676 49.2298713, 9.2157302 49.2298077, 9.2159675 49.2295297, 9.2160445 49.2294395, 9.2162096 49.2292611)",Kocherwaldstraße,L 1096,,
28494480,,False,,residential,30,False,89.025,"LINESTRING (9.2163933 49.2305607, 9.2166238 49.23063, 9.2163601 49.2311124, 9.2162922 49.2312268)",Rosenweg,,,
28494480,,False,,residential,30,True,82.994,"LINESTRING (9.2163933 49.2305607, 9.2154884 49.2302986, 9.215391 49.2302215)",Rosenweg,,,
37373844,,False,,residential,30,True,108.297,"LINESTRING (9.2163933 49.2305607, 9.216454 49.2304839, 9.2166455 49.2302176, 9.2166934 49.2301588, 9.2170779 49.2296958)",Lilienweg,,,
23857734,,False,,residential,30,False,96.163,"LINESTRING (9.2162922 49.2312268, 9.2167942 49.2313437, 9.2168588 49.2312333, 9.2168877 49.2311861, 9.2170756 49.2308607)",Tulpenweg,,,6
23857734,,False,,residential,30,True,103.832,"LINESTRING (9.2162922 49.2312268, 9.2150175 49.2309202, 9.2149484 49.2309081)",Tulpenweg,,,6
28494480,,False,,residential,30,True,89.025,"LINESTRING (9.2162922 49.2312268, 9.2163601 49.2311124, 9.2166238 49.23063, 9.2163933 49.2305607)",Rosenweg,,,
23857734,,False,,residential,30,False,91.607,"LINESTRING (9.2170756 49.2308607, 9.2172026 49.230685, 9.2172387 49.2306376, 9.2173645 49.2305064, 9.2173854 49.2304845, 9.2175757 49.2302488, 9.2177044 49.2301502)",Tulpenweg,,,6
23857734,,False,,residential,30,True,96.163,"LINESTRING (9.2170756 49.2308607, 9.2168877 49.2311861, 9.2168588 49.2312333, 9.2167942 49.2313437, 9.2162922 49.2312268)",Tulpenweg,,,6
28494486,,False,,residential,30,False,156.129,"LINESTRING (9.2170756 49.2308607, 9.2173219 49.2309167, 9.2181959 49.2311051, 9.2183632 49.2311598, 9.2185341 49.2312445, 9.2187029 49.231307, 9.2190578 49.2313826)",Narzissenweg,,,
28494487,,False,,residential,30,False,57.093,"LINESTRING (9.2190578 49.2313826, 9.2188445 49.2318768)",Resedenweg,,,
28494486,,False,,residential,30,True,156.12900000000002,"LINESTRING (9.2190578 49.2313826, 9.2187029 49.231307, 9.2185341 49.2312445, 9.2183632 49.2311598, 9.2181959 49.2311051, 9.2173219 49.2309167, 9.2170756 49.2308607)",Narzissenweg,,,
28494487,,False,,residential,30,True,19.560000000000002,"LINESTRING (9.2190578 49.2313826, 9.2191067 49.2312891, 9.2191818 49.2312296)",Resedenweg,,,
28494487,,False,,residential,30,False,19.560000000000002,"LINESTRING (9.2191818 49.2312296, 9.2191067 49.2312891, 9.2190578 49.2313826)",Resedenweg,,,
"[36544867, 953807007]",,False,,tertiary,"['50', '30']",False,160.98299999999998,"LINESTRING (9.2191818 49.2312296, 9.2180753 49.2304192, 9.2179877 49.2303566, 9.2177709 49.2302016, 9.2177044 49.2301502)",Hagenbacher Straße,K 2028,,
28495276,,False,,living_street,,True,27.809,"LINESTRING (9.2179881 49.2299822, 9.2177044 49.2301502)",Hohenmölsener Straße,,,
28495276,,False,,living_street,,False,99.47,"LINESTRING (9.2179881 49.2299822, 9.2182433 49.2298612, 9.2183839 49.2298916, 9.2185328 49.2299554, 9.218727 49.2300803, 9.2190591 49.2302841)",Hohenmölsener Straße,,,
28495277,,False,,living_street,,False,129.079,"LINESTRING (9.2179881 49.2299822, 9.2189951 49.2307242, 9.2192198 49.2308088)",Isenbütteler Straße,,,
28495276,,False,,living_street,,True,99.47,"LINESTRING (9.2190591 49.2302841, 9.218727 49.2300803, 9.2185328 49.2299554, 9.2183839 49.2298916, 9.2182433 49.2298612, 9.2179881 49.2299822)",Hohenmölsener Straße,,,
28495277,,False,,living_street,,True,129.079,"LINESTRING (9.2192198 49.2308088, 9.2189951 49.2307242, 9.2179881 49.2299822)",Isenbütteler Straße,,,
28804300,,False,,residential,50,False,111.029,"LINESTRING (9.2145958 49.234429, 9.216124 49.2343932)",Max-Eyth-Straße,,,
356067407,,False,,secondary,50,False,112.03,"LINESTRING (9.2145958 49.234429, 9.2145703 49.2340602, 9.2145632 49.2339692, 9.2145436 49.2335985, 9.2145351 49.2334223)",Kocherwaldstraße,L 1096,,
28804300,,False,,residential,50,True,197.583,"LINESTRING (9.2188431 49.2343245, 9.2178673 49.2343403, 9.216124 49.2343932)",Max-Eyth-Straße,,,
23857726,,False,,residential,30,False,57.73,"LINESTRING (9.2137844 49.2306511, 9.2130537 49.2304465)",Industriestraße,,,
29389680,,False,,residential,30,True,84.986,"LINESTRING (9.2137844 49.2306511, 9.2140638 49.2299089)",Nelkenweg,,,
23857726,,False,,residential,30,True,70.484,"LINESTRING (9.2137844 49.2306511, 9.2139552 49.2306934, 9.2143482 49.2307957, 9.2144711 49.2308262, 9.2146946 49.2308703)",Industriestraße,,,
29389680,,False,,residential,30,False,84.986,"LINESTRING (9.2140638 49.2299089, 9.2137844 49.2306511)",Nelkenweg,,,
29389680,,False,,residential,30,True,105.619,"LINESTRING (9.2140638 49.2299089, 9.214994 49.2300312, 9.2153268 49.2301509, 9.215391 49.2302215)",Nelkenweg,,,
47765308,,False,,residential,30,False,84.25299999999999,"LINESTRING (9.2140638 49.2299089, 9.2142819 49.2292903, 9.2144655 49.2293174)",Waldauweg,,,
28494487,,False,,residential,30,True,29.054,"LINESTRING (9.2187494 49.2321306, 9.2188445 49.2318768)",Resedenweg,,,
28494487,,False,,residential,30,False,29.054,"LINESTRING (9.2188445 49.2318768, 9.2187494 49.2321306)",Resedenweg,,,
28494487,,False,,residential,30,True,57.093,"LINESTRING (9.2188445 49.2318768, 9.2190578 49.2313826)",Resedenweg,,,
30313899,,False,,residential,,False,96.102,"LINESTRING (9.2188445 49.2318768, 9.218263 49.2317349, 9.2180127 49.2316853, 9.2175934 49.2315957)",Krokusweg,,,
30313899,,False,,residential,,True,96.102,"LINESTRING (9.2175934 49.2315957, 9.2180127 49.2316853, 9.218263 49.2317349, 9.2188445 49.2318768)",Krokusweg,,,
30925365,,False,,residential,30,False,118.11,"LINESTRING (9.212669 49.229171, 9.2120433 49.2290794, 9.2119196 49.2291095, 9.2111011 49.228952)",Friedlandstraße,,,
23857769,,False,,residential,30,False,77.43400000000001,"LINESTRING (9.2111011 49.228952, 9.2109563 49.2293013, 9.2109182 49.2293592, 9.2108609 49.22945, 9.2108372 49.2295214, 9.2108358 49.2295718, 9.2108519 49.2296205)",Lerchenstraße,,,
23857769,,False,,residential,30,True,67.29299999999999,"LINESTRING (9.2111011 49.228952, 9.2111806 49.228749, 9.2112985 49.2284477, 9.2113034 49.2283631)",Lerchenstraße,,,
30925365,,False,,residential,30,True,118.11,"LINESTRING (9.2111011 49.228952, 9.2119196 49.2291095, 9.2120433 49.2290794, 9.212669 49.229171)",Friedlandstraße,,,
30925397,,False,,living_street,,True,214.76100000000002,"LINESTRING (9.2137443 49.2285685, 9.2137414 49.2285761, 9.2133564 49.2296234, 9.2130662 49.2304126, 9.2130537 49.2304465)",Nordstraße,,,
33083169,,False,,residential,30,False,172.41500000000002,"LINESTRING (9.2137443 49.2285685, 9.2137713 49.2284666, 9.2140586 49.227951, 9.2140697 49.2279311, 9.214109 49.2278563, 9.214077 49.2278208, 9.2139339 49.2277795, 9.2134654 49.2277086, 9.2131835 49.2277018, 9.2129438 49.2277047)",Kanalstraße,,,
54188423,,False,,residential,20,False,68.43,"LINESTRING (9.2137443 49.2285685, 9.2135178 49.2285173, 9.2130744 49.228417, 9.2129722 49.228382, 9.2128782 49.2283354)",Friedrichshaller Straße,,,
"[47704278, 54188423]",,False,,residential,20,True,195.82500000000002,"LINESTRING (9.2137443 49.2285685, 9.2141184 49.2286602, 9.2143087 49.2287068, 9.2145256 49.2287613, 9.2147305 49.2288128, 9.2157013 49.2290425, 9.2157232 49.2290503, 9.2158429 49.2290926, 9.2160111 49.2291699, 9.2162096 49.2292611)",Friedrichshaller Straße,,,
822166079,,False,,residential,30,True,50.837,"LINESTRING (9.208706 49.2295157, 9.2094044 49.2295476)",Industriestraße,,,
30925444,,False,,residential,,False,63.944,"LINESTRING (9.2096043 49.2290491, 9.2095037 49.2290427, 9.2094044 49.2295476)",Kurze Straße,,,
822166079,,False,,residential,30,False,50.837,"LINESTRING (9.2094044 49.2295476, 9.208706 49.2295157)",Industriestraße,,,
30925444,,False,,residential,,True,63.944,"LINESTRING (9.2094044 49.2295476, 9.2095037 49.2290427, 9.2096043 49.2290491)",Kurze Straße,,,
262459075,,False,,residential,30,True,95.22800000000001,"LINESTRING (9.2094044 49.2295476, 9.2100003 49.2295716, 9.210585 49.229634, 9.2107044 49.2296502)",Industriestraße,,,
"[714369249, 822166078]",,False,1,residential,30,"[False, True]",226.99200000000002,"LINESTRING (9.2094044 49.2295476, 9.2090836 49.2308962, 9.2101176 49.2309397)",Kurze Straße,,,
"[37528216, 672457182, 37528214, 37528215]",yes,False,,residential,30,False,148.468,"LINESTRING (9.2097112 49.228369, 9.2097105 49.2283177, 9.2097106 49.2280339, 9.2096829 49.2274747, 9.2096936 49.2274525, 9.2096922 49.2272278, 9.209688 49.2271761, 9.2096657 49.227036)","['Rathausplatz', 'Fahräcker']",,,
"[672457185, 36544869, 672457187, 822166077]",,False,,tertiary,30,True,74.713,"LINESTRING (9.2097112 49.228369, 9.2096652 49.2283693, 9.2095835 49.2283698, 9.2092346 49.2283759, 9.2086825 49.2283807)","['Rathausplatz', 'Jagstfelder Straße']",,,
"[1190710472, 28028553]",,False,,tertiary,30,False,115.619,"LINESTRING (9.2097112 49.228369, 9.2098761 49.2283686, 9.2101303 49.2283676, 9.2102497 49.2283674, 9.2104922 49.228367, 9.210635 49.2283657, 9.2113034 49.2283631)",Rathausplatz,,,
23857792,,False,,residential,30,False,9.12,"LINESTRING (9.2113017 49.2335104, 9.2114272 49.2335071)",Damaschkestraße,,,
23857792,,False,,residential,30,True,69.576,"LINESTRING (9.2113017 49.2335104, 9.2103468 49.2335626)",Damaschkestraße,,,
30925962,,False,,residential,30,False,69.489,"LINESTRING (9.2113017 49.2335104, 9.2111148 49.2341233)",Birkenweg,,,
12835009,,False,,tertiary,,False,42.08,"LINESTRING (9.2129438 49.2277047, 9.2129361 49.2273263)",Sprengelbachstraße,,,
12835009,,False,,tertiary,,True,60.051,"LINESTRING (9.2129438 49.2277047, 9.2129403 49.2278364, 9.2129532 49.2281669, 9.2129505 49.2282446)",Sprengelbachstraße,,,
33083169,,False,,residential,30,True,172.41500000000002,"LINESTRING (9.2129438 49.2277047, 9.2131835 49.2277018, 9.2134654 49.2277086, 9.2139339 49.2277795, 9.214077 49.2278208, 9.214109 49.2278563, 9.2140697 49.2279311, 9.2140586 49.227951, 9.2137713 49.2284666, 9.2137443 49.2285685)",Kanalstraße,,,
12835009,,False,,tertiary,,False,60.050999999999995,"LINESTRING (9.2129505 49.2282446, 9.2129532 49.2281669, 9.2129403 49.2278364, 9.2129438 49.2277047)",Sprengelbachstraße,,,
12835009,,False,,tertiary,,True,11.504999999999999,"LINESTRING (9.2129505 49.2282446, 9.2129201 49.2282991, 9.2128782 49.2283354)",Sprengelbachstraße,,,
262459075,,False,,residential,30,False,11.208,"LINESTRING (9.2108519 49.2296205, 9.2107044 49.2296502)",Industriestraße,,,
23857726,,False,,residential,30,True,186.18599999999998,"LINESTRING (9.2108519 49.2296205, 9.2108808 49.2296559, 9.2109492 49.2296975, 9.2112282 49.2297751, 9.2119783 49.229979, 9.2122687 49.2300884, 9.2124216 49.2301561, 9.212581 49.2302271, 9.212825 49.2303506, 9.2130537 49.2304465)",Industriestraße,,,
23857769,,False,,residential,30,True,77.434,"LINESTRING (9.2108519 49.2296205, 9.2108358 49.2295718, 9.2108372 49.2295214, 9.2108609 49.22945, 9.2109182 49.2293592, 9.2109563 49.2293013, 9.2111011 49.228952)",Lerchenstraße,,,
23857775,,False,,residential,30,False,24.556,"LINESTRING (9.2106099 49.2323001, 9.210948 49.2322948)",Friedrich-Ebert-Straße,,,
23857775,,False,,residential,30,True,35.314,"LINESTRING (9.2106099 49.2323001, 9.2101798 49.2323104, 9.2101239 49.2323123)",Friedrich-Ebert-Straße,,,
34954679,,False,,residential,30,True,115.827,"LINESTRING (9.2106099 49.2323001, 9.2108132 49.2315958, 9.2108888 49.2315743, 9.2109728 49.2313088)",Am Königsweg,,,
127945871,,False,2,tertiary,50,False,52.638,"LINESTRING (9.2187243 49.2262685, 9.2193942 49.2264493)",Oedheimer Straße,K 2139,,
959732024,,False,2,tertiary,50,True,76.251,"LINESTRING (9.2187243 49.2262685, 9.2181937 49.226128, 9.2181141 49.2261069, 9.2177513 49.2260107)",Oedheimer Straße,K 2139,,
817643971,,True,1,trunk_link,100,False,47.818,"LINESTRING (9.2076895 49.2257187, 9.2077795 49.22572, 9.2081141 49.2257804, 9.2083155 49.2258403)",,L 1096,,
"[36950722, 36951380]",yes,True,1,trunk_link,100,False,226.424,"LINESTRING (9.2083155 49.2258403, 9.2081908 49.2258869, 9.2081206 49.2259342, 9.2080347 49.2260249, 9.2079033 49.2263035, 9.2076903 49.2267078, 9.20748 49.2270211, 9.2073134 49.227242, 9.2071515 49.2274423, 9.2069415 49.2276344)",,,,
82450264,,True,1,trunk_link,100,False,48.271,"LINESTRING (9.2083155 49.2258403, 9.2080839 49.2258198, 9.2077761 49.2257651, 9.2076895 49.2257187)",,L 1096,,
"[817642985, 336117887]",,False,2,secondary,100,True,145.074,"LINESTRING (9.2083155 49.2258403, 9.2084848 49.2258693, 9.209219 49.2259927, 9.2102576 49.2261454)",,L 1096,,
37382532,,False,,residential,30,True,63.598,"LINESTRING (9.2178154 49.2294869, 9.2177238 49.2294722, 9.2176306 49.2294554, 9.2175628 49.229449, 9.217501 49.2294729, 9.2174078 49.2295115, 9.2171138 49.2296758, 9.2170779 49.2296958)",Saint-Jean-Le-Blanc-Straße,,,
28804300,,False,,residential,50,True,111.029,"LINESTRING (9.216124 49.2343932, 9.2145958 49.234429)",Max-Eyth-Straße,,,
28804300,,False,,residential,50,False,197.583,"LINESTRING (9.216124 49.2343932, 9.2178673 49.2343403, 9.2188431 49.2343245)",Max-Eyth-Straße,,,
