osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,access,ref
360248203,True,,residential,30,False,97.75399999999999,"LINESTRING (8.4650931 49.4890322, 8.4651477 49.4890915, 8.465617 49.4896075, 8.4657881 49.4897865)",,,
360248182,True,,residential,50,False,122.376,"LINESTRING (8.4646438 49.4873383, 8.4642611 49.4869202, 8.4642472 49.4869051, 8.4637791 49.4863919)",Marktstraße,,
"[1062460664, 1055826508, 387015278, 251098655]",True,"['2', '1']",tertiary,"['50', '30']",False,72.89,"LINESTRING (8.4646438 49.4873383, 8.464851 49.4872607, 8.4651934 49.487132, 8.465251 49.4871101, 8.4655007 49.4870149, 8.4655163 49.487009)",,,
165849631,True,1,tertiary,30,False,70.138,"LINESTRING (8.4638066 49.4876578, 8.4646438 49.4873383)",,,
165828294,True,,residential,50,False,99.092,"LINESTRING (8.4638066 49.4876578, 8.464509 49.4884093, 8.4645196 49.4884191)",,,
"[268931670, 268931671]",True,"['4', '3']",primary,50,False,51.693,"LINESTRING (8.469323 49.4935917, 8.4695827 49.4935496, 8.4697383 49.4935245, 8.4698873 49.493493, 8.4700064 49.4934575)",Luisenring,,
"[165825876, 150556223]",True,,residential,30,False,99.91999999999999,"LINESTRING (8.4614554 49.485104, 8.4615149 49.4851607, 8.4616016 49.485255, 8.4621699 49.4858733)",,,
255393423,True,,residential,30,False,71.482,"LINESTRING (8.4663739 49.4866727, 8.4664524 49.4866315, 8.4672134 49.4863334)",Kunststraße,,
150556228,False,,residential,50,False,27.764,"LINESTRING (8.4672134 49.4863334, 8.4674054 49.4865497)",,,
28143928,True,,residential,30,False,121.621,"LINESTRING (8.4672134 49.4863334, 8.4671479 49.4862599, 8.4669862 49.4860786, 8.4668795 49.4859569, 8.4667857 49.4858549, 8.4666604 49.4857185, 8.4663592 49.4853909)",,,
165849627,True,,residential,30,False,68.773,"LINESTRING (8.4672134 49.4863334, 8.4672943 49.4863013, 8.4680318 49.4860174)",Kunststraße,,
165849627,True,,residential,30,False,67.94999999999999,"LINESTRING (8.4680318 49.4860174, 8.4681191 49.4859855, 8.4685485 49.4858217, 8.4688374 49.4857126, 8.4688446 49.4857098)",Kunststraße,,
165849627,True,,residential,30,False,85.16900000000001,"LINESTRING (8.4696682 49.4853947, 8.4697615 49.4853596, 8.4698357 49.4853295, 8.4702618 49.485155, 8.4704499 49.4850748, 8.4706417 49.4849656)",Kunststraße,,
150554190,True,,residential,30,False,104.295,"LINESTRING (8.4613135 49.488623, 8.4611789 49.4884808, 8.460914 49.488193, 8.4606096 49.4878563, 8.4605749 49.4878171)",,,
508099915,True,,tertiary,30,False,71.38,"LINESTRING (8.4613135 49.488623, 8.4617062 49.4884675, 8.4621574 49.488289)",,,
4404113,True,1,residential,30,False,97.91199999999999,"LINESTRING (8.4683402 49.4887943, 8.4685104 49.4889786, 8.4686919 49.4891743, 8.468974 49.4894824, 8.4690362 49.4895499)",,,
1055823708,True,,residential,30,False,69.256,"LINESTRING (8.4683402 49.4887943, 8.4685858 49.4886977, 8.4687432 49.4886364, 8.4691612 49.4884726)",,,
1055823708,True,,residential,30,False,68.552,"LINESTRING (8.4691612 49.4884726, 8.4699706 49.4881507)",,,
231285503,True,,residential,30,False,95.602,"LINESTRING (8.4691612 49.4884726, 8.4686201 49.4878787, 8.4684871 49.4877327)",,,
4432605,True,,residential,30,False,98.351,"LINESTRING (8.4699706 49.4881507, 8.470671 49.4889092)",,,
1055823708,True,,residential,30,False,69.646,"LINESTRING (8.4699706 49.4881507, 8.4707999 49.4878312)",,,
4403852,True,,residential,30,False,69.543,"LINESTRING (8.4707999 49.4878312, 8.4716216 49.4875053)",,,
1055823709,True,,residential,30,False,95.137,"LINESTRING (8.4707999 49.4878312, 8.470214 49.4872061, 8.470115 49.4871004)",,,
4403852,True,,residential,30,False,79.222,"LINESTRING (8.4716216 49.4875053, 8.4725596 49.4871361)",,,
23263249,True,,residential,30,False,99.11699999999999,"LINESTRING (8.4716216 49.4875053, 8.4716779 49.487567, 8.4718457 49.4877521, 8.4719873 49.4879089, 8.4723192 49.4882729)",,,
255389621,True,,residential,30,False,68.33,"LINESTRING (8.470115 49.4871004, 8.4693027 49.4874153)",Fressgasse,,
255389621,True,,residential,30,False,68.676,"LINESTRING (8.4693027 49.4874153, 8.4684871 49.4877327)",Fressgasse,,
4404115,True,,residential,30,False,94.949,"LINESTRING (8.4693027 49.4874153, 8.4694201 49.4875387, 8.4697268 49.4878823, 8.4699706 49.4881507)",,,
165849626,True,,residential,30,False,69.773,"LINESTRING (8.4684871 49.4877327, 8.4677442 49.4880192, 8.4676549 49.4880512)",Fressgasse,,
4404113,True,1,residential,30,False,96.322,"LINESTRING (8.4676549 49.4880512, 8.4678327 49.488244, 8.4683402 49.4887943)",,,
"[363826076, 150551277, 165849630]",True,1,residential,30,False,146.044,"LINESTRING (8.4676549 49.4880512, 8.467501 49.4880911, 8.467472 49.4881023, 8.4673858 49.4881356, 8.4669727 49.4882954, 8.4668724 49.4883353, 8.4667923 49.4883674, 8.4667744 49.4883742, 8.4667539 49.4883822, 8.4667046 49.4884014, 8.4661694 49.4886099, 8.4659092 49.4887113)",Fressgasse,,
"[358953091, 358953086]",True,2,residential,30,False,98.23199999999999,"LINESTRING (8.4666161 49.489466, 8.4663684 49.4892021, 8.4661405 49.4889586, 8.4659745 49.4887817, 8.4659092 49.4887113)",,,
151820116,True,,living_street,,False,68.863,"LINESTRING (8.4673095 49.4902328, 8.4664952 49.4905549)",,,
"[358953097, 468844962, 468844961, 1223400077]",True,1,residential,30,False,98.88600000000001,"LINESTRING (8.4673095 49.4902328, 8.46725 49.4901667, 8.4668432 49.4897147, 8.4666987 49.4895565, 8.4666161 49.489466)",,,
4404113,True,1,residential,30,False,98.008,"LINESTRING (8.4690362 49.4895499, 8.4697338 49.4903059)",,,
"[358953088, 358953097]",True,,residential,30,False,98.694,"LINESTRING (8.4680204 49.4909908, 8.4676689 49.4906162, 8.4673595 49.4902867, 8.4673095 49.4902328)",,,
630452847,True,,residential,30,False,70.681,"LINESTRING (8.4687308 49.4917315, 8.4678946 49.4920617)",,,
358953079,True,,residential,30,False,97.039,"LINESTRING (8.4687308 49.4917315, 8.4687067 49.4917053, 8.4680204 49.4909908)",,,
4432606,True,,residential,30,False,68.782,"LINESTRING (8.4698516 49.4892304, 8.4692601 49.4894622, 8.4691026 49.4895239, 8.4690362 49.4895499)",,,
231285503,True,,residential,30,False,97.914,"LINESTRING (8.4698516 49.4892304, 8.4693338 49.4886621, 8.4691612 49.4884726)",,,
7980399,True,,residential,30,False,69.826,"LINESTRING (8.4705446 49.4899911, 8.47137 49.4896642)",,,
231285503,True,,residential,30,False,98.287,"LINESTRING (8.4705446 49.4899911, 8.4698516 49.4892304)",,,
150549933,True,2,primary,50,False,37.817,"LINESTRING (8.4715704 49.4932317, 8.4715575 49.4932407, 8.4714733 49.4932931, 8.4713818 49.4933402, 8.4713651 49.4933478, 8.4713462 49.4933562, 8.4713223 49.4933663, 8.4712887 49.4933796, 8.4712536 49.493391, 8.4711977 49.493406, 8.47114 49.4934177)",Kurpfalzkreisel,,
150661833,True,1,residential,30,False,70.562,"LINESTRING (8.4720646 49.4904136, 8.4712313 49.4907448)",,yes,
"[268931686, 231285502]",True,1,residential,30,False,206.36899999999997,"LINESTRING (8.4720646 49.4904136, 8.473359 49.4918396, 8.4734398 49.4919159, 8.4735002 49.4919431, 8.4735849 49.4919674)",,yes,
195168321,True,,residential,30,False,67.302,"LINESTRING (8.4736838 49.4897802, 8.4728849 49.4900917)",,,
150661833,True,1,residential,30,False,69.223,"LINESTRING (8.4728849 49.4900917, 8.4726051 49.4902015, 8.4720646 49.4904136)",,yes,
4432606,True,,residential,30,False,68.193,"LINESTRING (8.4723192 49.4882729, 8.4720474 49.4883795, 8.4716186 49.4885478, 8.4715115 49.4885904)",,,
626581541,True,,residential,30,False,97.91,"LINESTRING (8.4723192 49.4882729, 8.4723995 49.4883617, 8.4730058 49.4890321)",,,
4432606,True,,residential,30,False,24.501,"LINESTRING (8.4726072 49.4881565, 8.4723192 49.4882729)",,,
150556231,False,,residential,30,False,114.22800000000001,"LINESTRING (8.4726072 49.4881565, 8.4726422 49.4879586, 8.4726526 49.4878631, 8.4726567 49.4878249, 8.4726653 49.4877462, 8.4726439 49.4874945, 8.4726246 49.4873905, 8.4726115 49.4873201, 8.472611 49.4873173, 8.4726028 49.4872726, 8.4725946 49.487235, 8.4725848 49.4871988, 8.4725744 49.4871687, 8.4725596 49.4871361)",,,
150556231,False,,residential,30,True,114.22799999999998,"LINESTRING (8.4725596 49.4871361, 8.4725744 49.4871687, 8.4725848 49.4871988, 8.4725946 49.487235, 8.4726028 49.4872726, 8.472611 49.4873173, 8.4726115 49.4873201, 8.4726246 49.4873905, 8.4726439 49.4874945, 8.4726653 49.4877462, 8.4726567 49.4878249, 8.4726526 49.4878631, 8.4726422 49.4879586, 8.4726072 49.4881565)",,,
4432606,True,,residential,30,False,69.128,"LINESTRING (8.470671 49.4889092, 8.4698516 49.4892304)",,,
320630988,True,,residential,30,False,97.96600000000001,"LINESTRING (8.470671 49.4889092, 8.4710237 49.4892896, 8.4711131 49.4893863, 8.47137 49.4896642)",,,
4404116,True,,residential,30,False,98.838,"LINESTRING (8.4715115 49.4885904, 8.4713072 49.4883698, 8.4708527 49.4878898, 8.4707999 49.4878312)",,,
4432606,True,,residential,30,False,70.303,"LINESTRING (8.4715115 49.4885904, 8.4712154 49.4887029, 8.470921 49.4888145, 8.470671 49.4889092)",,,
7980450,False,,residential,30,False,59.181000000000004,"LINESTRING (8.4715115 49.4885904, 8.4715556 49.4886385, 8.4719312 49.4890475)",,,
190022224,True,4,primary,50,False,19.891,"LINESTRING (8.4615949 49.493677, 8.461336 49.493616)",Luisenring,,
56185650,True,,residential,30,False,18.193,"LINESTRING (8.4605749 49.4878171, 8.4604498 49.4876751)",,,
179527904,True,,tertiary,50,False,66.347,"LINESTRING (8.4605291 49.4889334, 8.4611763 49.488675, 8.4613135 49.488623)",,,
107085658,True,,residential,30,False,54.734,"LINESTRING (8.4663592 49.4853909, 8.4659707 49.4849683)",,,
"[409702804, 409702805]",True,2,residential,30,False,72.338,"LINESTRING (8.4663592 49.4853909, 8.4658258 49.4855979, 8.4654995 49.4857245)",,,
191003929,True,,residential,30,False,70.233,"LINESTRING (8.4621699 49.4858733, 8.462771 49.4856401, 8.4628295 49.4856174, 8.4630046 49.4855494)",,,
191003931,True,,residential,30,False,109.172,"LINESTRING (8.4621699 49.4858733, 8.4627993 49.4865633, 8.4629448 49.4867162)",,,
227062822,True,,residential,30,False,68.895,"LINESTRING (8.462123 49.4870328, 8.4613037 49.48735)",,,
359726683,True,,residential,30,False,107.706,"LINESTRING (8.462123 49.4870328, 8.4615997 49.4864632, 8.4613608 49.4862003)",,,
227062816,True,,residential,30,False,121.81,"LINESTRING (8.4629448 49.4867162, 8.4636799 49.4875175, 8.4638066 49.4876578)",,,
227062822,True,,residential,30,False,69.017,"LINESTRING (8.4629448 49.4867162, 8.4626324 49.4868356, 8.462123 49.4870328)",,,
23137781,True,,residential,30,False,106.903,"LINESTRING (8.4605354 49.4865283, 8.4613037 49.48735)",,,
8601803,True,,residential,30,False,69.973,"LINESTRING (8.4605354 49.4865283, 8.4612961 49.4862359, 8.4613608 49.4862003)",,,
150556230,True,,residential,30,False,5.1,"LINESTRING (8.4613608 49.4862003, 8.4614146 49.4861706)",,,
150549253,True,,residential,30,False,85.594,"LINESTRING (8.4646524 49.4933408, 8.4636393 49.4937402)",,,
150547351,True,,residential,30,False,98.19800000000001,"LINESTRING (8.4639484 49.4925853, 8.4643012 49.4929639, 8.4646524 49.4933408)",,,
105611252,True,,residential,30,False,69.538,"LINESTRING (8.4672008 49.4913189, 8.4680204 49.4909908)",,,
"[360248209, 360248197]",True,,residential,30,False,96.609,"LINESTRING (8.4672008 49.4913189, 8.4677365 49.4918924, 8.4678755 49.4920413, 8.4678946 49.4920617)",,,
239844702,True,,residential,30,False,68.9,"LINESTRING (8.4664952 49.4905549, 8.4656804 49.4908771)",,,
360248194,True,,residential,30,False,99.068,"LINESTRING (8.4664952 49.4905549, 8.4672008 49.4913189)",,,
150554193,True,,residential,30,False,69.62,"LINESTRING (8.4657881 49.4897865, 8.4666161 49.489466)",,,
360248191,True,,residential,30,False,99.544,"LINESTRING (8.4657881 49.4897865, 8.4664952 49.4905549)",,,
28874733,True,,residential,30,False,97.94,"LINESTRING (8.4649627 49.4901096, 8.4647929 49.4899272, 8.464315 49.4894155, 8.4642598 49.4893564)",,,
150554193,True,,residential,30,False,69.607,"LINESTRING (8.4649627 49.4901096, 8.4652079 49.4900136, 8.4655406 49.489883, 8.4657881 49.4897865)",,,
150554193,True,,residential,30,False,69.74,"LINESTRING (8.4641357 49.4904333, 8.4649627 49.4901096)",,,
227062820,True,,residential,30,False,99.43,"LINESTRING (8.4641357 49.4904333, 8.4648449 49.4911997)",,,
227062818,True,1,residential,30,False,70.093,"LINESTRING (8.4634416 49.4896794, 8.4633201 49.4897284, 8.4626804 49.4899781, 8.4626105 49.4900048)",,,
"[227062820, 867830622]",True,,residential,30,False,97.679,"LINESTRING (8.4634416 49.4896794, 8.4635031 49.4897476, 8.4641357 49.4904333)",,,
190431168,True,1,residential,30,False,69.157,"LINESTRING (8.4642598 49.4893564, 8.4634416 49.4896794)",,,
29065540,True,,residential,30,False,79.943,"LINESTRING (8.4642598 49.4893564, 8.4636979 49.4887518, 8.4636876 49.488741)",,,
150554195,False,2,residential,50,True,69.031,"LINESTRING (8.4628444 49.4890328, 8.4630796 49.488951, 8.463486 49.4888176, 8.4636876 49.488741)",Planken,,
"[402016804, 258979269]",True,,residential,30,False,83.846,"LINESTRING (8.4628444 49.4890328, 8.4628542 49.4890435, 8.4629603 49.4891586, 8.4634416 49.4896794)",,,
150554195,False,2,residential,50,True,69.949,"LINESTRING (8.4636876 49.488741, 8.4645196 49.4884191)",Planken,,
31045126,True,,residential,30,False,99.16799999999999,"LINESTRING (8.4636876 49.488741, 8.4636781 49.4887308, 8.4629796 49.4879769)",,,
150554195,False,2,residential,50,False,69.031,"LINESTRING (8.4636876 49.488741, 8.463486 49.4888176, 8.4630796 49.488951, 8.4628444 49.4890328)",Planken,,
239844702,True,,residential,30,False,70.204,"LINESTRING (8.4656804 49.4908771, 8.4648449 49.4911997)",,,
360248211,True,,residential,30,False,99.853,"LINESTRING (8.4656804 49.4908771, 8.4649627 49.4901096)",,,
150546880,True,,residential,30,False,68.672,"LINESTRING (8.4648449 49.4911997, 8.4640272 49.4915148)",,,
150549253,True,,residential,30,False,67.895,"LINESTRING (8.4662422 49.4927147, 8.465513 49.493002, 8.4654385 49.4930314)",,,
630452844,True,,living_street,,False,68.808,"LINESTRING (8.4678946 49.4920617, 8.4670808 49.4923834)",,,
360248209,True,,residential,30,False,199.227,"LINESTRING (8.4678946 49.4920617, 8.4691984 49.4935002, 8.4692481 49.4935426, 8.469323 49.4935917)",,,
150549253,True,,residential,30,False,70.893,"LINESTRING (8.4670808 49.4923834, 8.4662632 49.4927058, 8.4662422 49.4927147)",,,
"[711528929, 360248211]",True,,residential,30,False,96.55799999999999,"LINESTRING (8.4670808 49.4923834, 8.4670585 49.4923603, 8.4669117 49.4922118, 8.4663769 49.4916452)",,,
47214333,True,,residential,30,False,127.89099999999999,"LINESTRING (8.4654385 49.4930314, 8.4653753 49.4929628, 8.4651852 49.4927627, 8.4645139 49.4920505)",,,
150549253,True,,residential,30,False,66.387,"LINESTRING (8.4654385 49.4930314, 8.4647194 49.4933144, 8.4646524 49.4933408)",,,
387015293,True,,residential,30,False,68.998,"LINESTRING (8.4671793 49.4850728, 8.4663592 49.4853909)",,,
107085661,True,,residential,30,False,121.757,"LINESTRING (8.4671793 49.4850728, 8.4679764 49.485956, 8.4680318 49.4860174)",,,
227062821,True,,residential,30,False,24.422,"LINESTRING (8.4608789 49.4896765, 8.4611785 49.4895747)",,,
227062821,True,,residential,30,False,63.634,"LINESTRING (8.4611785 49.4895747, 8.4619457 49.4892934)",,,
19354457,True,1,residential,30,False,12.73,"LINESTRING (8.4611785 49.4895747, 8.4612352 49.4896039, 8.4612543 49.4896264, 8.4612689 49.4896671)",,,
28143931,True,1,residential,50,False,24.614,"LINESTRING (8.4612689 49.4896671, 8.4609717 49.4897754)",,,
227062818,True,1,residential,30,False,88.148,"LINESTRING (8.4626105 49.4900048, 8.4617601 49.4903373, 8.461565 49.4904137)",,,
360248187,True,,residential,30,False,79.647,"LINESTRING (8.4626105 49.4900048, 8.4625496 49.4899424, 8.4624558 49.489843, 8.4623074 49.4896838, 8.4621995 49.4895681, 8.4621181 49.4894802, 8.4620371 49.489393)",,,
28143931,True,1,residential,50,False,63.307,"LINESTRING (8.4620371 49.489393, 8.4613463 49.4896394, 8.4612689 49.4896671)",,,
"[948039146, 948039147]",True,,residential,30,False,12.892999999999999,"LINESTRING (8.4620371 49.489393, 8.4620134 49.4893668, 8.462002 49.4893545, 8.4619934 49.4893447, 8.4619834 49.4893343, 8.4619457 49.4892934)",,,
"[89478024, 89478026]",True,2,residential,30,False,87.421,"LINESTRING (8.4619457 49.4892934, 8.4618561 49.4891964, 8.4614542 49.4887704, 8.4613724 49.4886848, 8.4613442 49.4886553, 8.4613135 49.488623)",,,
19354464,True,1,residential,30,False,82.909,"LINESTRING (8.4609717 49.4897754, 8.4611419 49.4899575, 8.4612972 49.4901249, 8.4615 49.4903436, 8.461565 49.4904137)",,,
"[993855360, 227062819]",False,2,residential,30,True,97.903,"LINESTRING (8.461565 49.4904137, 8.4616039 49.4904356, 8.4616689 49.4905073, 8.4619097 49.4907729, 8.461927 49.4907921, 8.4622629 49.4911665)",,,
97301277,True,,residential,50,False,63.050000000000004,"LINESTRING (8.4630046 49.4855494, 8.4636549 49.4852971, 8.463754 49.4852587)",,,
"[107085649, 97301277]",True,,residential,"['50', '30']",False,14.355,"LINESTRING (8.463754 49.4852587, 8.4638238 49.4852317, 8.4638572 49.4852183, 8.4639246 49.4851925)",,,
107085649,True,,residential,30,False,67.343,"LINESTRING (8.4639246 49.4851925, 8.4640518 49.4851432, 8.464725 49.484882)",,,
404477283,True,1,tertiary,50,False,18.897,"LINESTRING (8.4639246 49.4851925, 8.4639717 49.4853379, 8.4639785 49.4853588)",Kurpfalzstraße,,
107085644,True,,residential,30,False,109.117,"LINESTRING (8.464725 49.484882, 8.4654995 49.4857245)",,,
150554198,True,1,residential,30,False,69.49100000000001,"LINESTRING (8.4633117 49.4907559, 8.4635533 49.4906619, 8.4638264 49.4905544, 8.4641357 49.4904333)",,,
360248187,True,,residential,30,False,97.676,"LINESTRING (8.4633117 49.4907559, 8.4626793 49.490079, 8.4626105 49.4900048)",,,
150554198,True,1,residential,30,False,88.448,"LINESTRING (8.4622629 49.4911665, 8.4624992 49.491074, 8.4625763 49.4910438, 8.462763 49.4909707, 8.4630684 49.4908515, 8.4633117 49.4907559)",,,
"[993855360, 227062819]",False,2,residential,30,False,97.903,"LINESTRING (8.4622629 49.4911665, 8.461927 49.4907921, 8.4619097 49.4907729, 8.4616689 49.4905073, 8.4616039 49.4904356, 8.461565 49.4904137)",,,
23055032,True,,residential,30,False,98.953,"LINESTRING (8.4640272 49.4915148, 8.4633117 49.4907559)",,,
187628738,True,,residential,30,False,49.931,"LINESTRING (8.4640272 49.4915148, 8.4634355 49.491747)",,,
29050106,True,1,residential,50,False,21.838,"LINESTRING (8.4615788 49.4935079, 8.4616624 49.493478, 8.4617084 49.4934615, 8.4618436 49.4934131)",,,
320192714,True,2,primary,50,False,20.127,"LINESTRING (8.4615788 49.4935079, 8.4617535 49.4935526, 8.4618392 49.4935723)",Luisenring,,
189899516,True,,residential,30,False,16.46,"LINESTRING (8.4683423 49.4937433, 8.4682598 49.4936823, 8.4682076 49.4936247)",,,
"[268931672, 268931669]",True,"['2', '3']",primary,50,False,72.824,"LINESTRING (8.4683423 49.4937433, 8.468524 49.4937186, 8.4689877 49.4936494, 8.4691597 49.4936196, 8.469323 49.4935917)",Luisenring,,
105605386,True,,residential,30,False,69.697,"LINESTRING (8.4663769 49.4916452, 8.4672008 49.4913189)",,,
360248211,True,,residential,30,False,99.124,"LINESTRING (8.4663769 49.4916452, 8.466219 49.4914695, 8.4656804 49.4908771)",,,
187628738,True,,residential,30,False,13.982,"LINESTRING (8.4634355 49.491747, 8.4632713 49.4918136)",,,
"[360248206, 165343935]",False,2,living_street,,True,91.176,"LINESTRING (8.4634355 49.491747, 8.4633898 49.4917274, 8.4629696 49.4915472, 8.4626668 49.4914174, 8.4626188 49.4913968, 8.4623836 49.4912937)",,,
150547351,True,,residential,30,False,98.8,"LINESTRING (8.4632713 49.4918136, 8.4636987 49.4922818, 8.4637655 49.4923702, 8.4639484 49.4925853)",,,
270905178,True,,residential,30,False,242.078,"LINESTRING (8.4632713 49.4918136, 8.4604955 49.4929143, 8.4604279 49.4929617)",,,
320630989,True,,residential,30,False,97.268,"LINESTRING (8.47137 49.4896642, 8.4717214 49.4900433, 8.4717316 49.4900543, 8.4720646 49.4904136)",,yes,
626581542,True,,residential,30,False,96.53,"LINESTRING (8.4730058 49.4890321, 8.4736838 49.4897802)",,,
107085662,True,,residential,30,False,122.90799999999999,"LINESTRING (8.4654995 49.4857245, 8.4656409 49.4858784, 8.4658009 49.4860525, 8.4659022 49.4861626, 8.4659651 49.486231, 8.4660202 49.4862909, 8.4661811 49.4864659, 8.4663739 49.4866727)",,,
191003930,True,,residential,30,False,72.579,"LINESTRING (8.4654995 49.4857245, 8.4647048 49.4860328, 8.4646556 49.4860519, 8.4646368 49.4860591)",,,
258979265,True,1,tertiary,30,False,68.786,"LINESTRING (8.4621574 49.488289, 8.4629796 49.4879769)",,,
"[402016816, 258979254]",True,,residential,30,False,96.453,"LINESTRING (8.4621574 49.488289, 8.4622963 49.4884395, 8.4626978 49.4888747, 8.4627623 49.4889452, 8.4628347 49.489023, 8.4628444 49.4890328)",,,
359726683,True,,residential,30,False,121.857,"LINESTRING (8.4629796 49.4879769, 8.462123 49.4870328)",,,
"[258979265, 628505597]",True,"['2', '1']",tertiary,30,False,69.47999999999999,"LINESTRING (8.4629796 49.4879769, 8.4634766 49.4877851, 8.4638066 49.4876578)",,,
150556228,False,,residential,50,True,27.764,"LINESTRING (8.4674054 49.4865497, 8.4672134 49.4863334)",,,
59836517,True,1,tertiary,50,False,19.67,"LINESTRING (8.4639785 49.4853588, 8.463754 49.4852587)",Kurpfalzstraße,,
43578399,False,3,tertiary,50,False,91.243,"LINESTRING (8.4639785 49.4853588, 8.4642888 49.4856845, 8.4646368 49.4860591)",Kurpfalzstraße,,
227062817,True,,residential,30,False,71.493,"LINESTRING (8.4613037 49.48735, 8.4604498 49.4876751)",,,
97301282,True,,residential,30,False,121.26599999999999,"LINESTRING (8.4613037 49.48735, 8.4614673 49.4875337, 8.4617701 49.4878593, 8.4621574 49.488289)",,,
42760132,True,5,primary,50,False,36.311,"LINESTRING (8.4609262 49.4932967, 8.4613697 49.4934505)",Luisenring,,B 44
164086593,True,3,primary,50,False,15.208,"LINESTRING (8.4710145 49.4934385, 8.4708079 49.4934649)",Luisenring,,
164085721,True,1,primary,50,False,57.855,"LINESTRING (8.4710145 49.4934385, 8.4709424 49.4934393, 8.4708709 49.4934325, 8.4708021 49.4934184, 8.4707377 49.4933973, 8.4706794 49.4933696, 8.4706287 49.4933363, 8.4706192 49.4933287, 8.4706026 49.493314, 8.4705972 49.4933087, 8.47056 49.4932636, 8.4705357 49.4932149, 8.4705249 49.4931642, 8.470528 49.4931131)",Kurpfalzkreisel,,
85292497,True,2,primary_link,50,False,19.0,"LINESTRING (8.460724 49.493406, 8.4609262 49.4932967)",,,
69730662,True,1,primary_link,50,False,20.511,"LINESTRING (8.4611785 49.4850878, 8.4612476 49.4850865, 8.4613855 49.4850833, 8.4614554 49.485104)",,,
85270624,True,1,primary_link,50,False,23.692,"LINESTRING (8.4619812 49.4937616, 8.4618761 49.4936557, 8.461851 49.493612, 8.4618392 49.4935723)",,,
320185061,True,3,primary,50,False,29.449,"LINESTRING (8.4619812 49.4937616, 8.4617445 49.4937125, 8.4615949 49.493677)",Luisenring,,
85270639,True,1,residential,50,False,17.755,"LINESTRING (8.4618392 49.4935723, 8.4618321 49.493499, 8.4618436 49.4934131)",,,
475657675,True,,residential,30,False,177.716,"LINESTRING (8.4618436 49.4934131, 8.4639484 49.4925853)",,,
