osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,bridge,ref,access,junction
128315783,Breuningsweiler Straße,tertiary,30,True,False,29.698999999999998,"LINESTRING (9.4004738 48.871229, 9.4006949 48.8712099, 9.4008772 48.8711989)",5,,,,,
4470621,Ringstraße,tertiary,30,True,False,27.779,"LINESTRING (9.3966794 48.8756413, 9.3965254 48.8756996, 9.3963697 48.8757844)",,,,,,
4463243,Badstraße,residential,30,False,True,39.934,"LINESTRING (9.3953613 48.8751162, 9.3949262 48.8748992)",5,,,,,
4463244,Bachstraße,tertiary,30,True,False,83.81,"LINESTRING (9.3953613 48.8751162, 9.3956196 48.8748438, 9.3957577 48.8747088, 9.3958939 48.8745761, 9.3960084 48.8744961)",,,,,,
122886624,Badstraße,residential,30,False,False,104.696,"LINESTRING (9.3953613 48.8751162, 9.3962885 48.8757354, 9.3963697 48.8757844)",,,,,,
4463242,Kantstraße,residential,30,False,False,90.506,"LINESTRING (9.402331 48.8731642, 9.4025025 48.8734304, 9.4027023 48.8736376, 9.4029598 48.8738599)",,,,,,
55069725,Ringstraße,tertiary,30,True,False,136.76600000000002,"LINESTRING (9.402331 48.8731642, 9.4023818 48.8731491, 9.4025812 48.8730982, 9.4029059 48.8730212, 9.4041017 48.8727702)",,,,,,
105314459,Schloßstraße,residential,30,False,True,62.965,"LINESTRING (9.3986328 48.8751694, 9.3983313 48.874639)",,,,,,
"[28629433, 4663922]","['Schloßstraße', 'Kirchstraße']",living_street,,False,False,73.84299999999999,"LINESTRING (9.3986328 48.8751694, 9.3987555 48.8753914, 9.3988024 48.8754799, 9.3992771 48.8753608)",,,,,,
58723563,Wallstraße,tertiary,30,True,False,72.523,"LINESTRING (9.3986328 48.8751694, 9.3985406 48.8751901, 9.3982651 48.8752546, 9.3981371 48.8752846, 9.3976982 48.8753874)",,,,,,
105314459,Schloßstraße,residential,30,False,False,62.965,"LINESTRING (9.3983313 48.874639, 9.3986328 48.8751694)",,,,,,
401165904,Schloßstraße,residential,30,False,True,17.514,"LINESTRING (9.3983313 48.874639, 9.3982502 48.8744908)",,,,,,
620354463,Robert-Boehringer-Straße,residential,30,False,True,30.999,"LINESTRING (9.3983313 48.874639, 9.3979157 48.8746938)",,,,,,
4463247,Seehalde,residential,30,False,False,78.178,"LINESTRING (9.4015471 48.8784505, 9.4017075 48.8784565, 9.4019855 48.8784487, 9.4022313 48.8784141, 9.4024757 48.8783736, 9.40259 48.8783376)",,,,,,
"[893743005, 4470630]",Backnanger Straße,tertiary,50,False,False,96.304,"LINESTRING (9.4015471 48.8784505, 9.4015527 48.8785055, 9.4015224 48.8785705, 9.4012148 48.8790355, 9.4012055 48.8790497, 9.4011469 48.8791348, 9.401104 48.8791878, 9.4010526 48.8792456)",,3,,,,
"[4470609, 4470658, 4470618, 1126190503]",Mühltorstraße,tertiary,50,False,True,105.699,"LINESTRING (9.4015471 48.8784505, 9.4015345 48.8783894, 9.4014569 48.8782754, 9.4013566 48.8781714, 9.4012651 48.878075, 9.4011929 48.8779934, 9.4010432 48.877825, 9.4010315 48.8778109, 9.4009562 48.877731, 9.4009098 48.8776564, 9.4009007 48.8776097)",,2,yes,,,
"[4470609, 4470618, 4470658, 1126190503]",Mühltorstraße,tertiary,50,False,False,105.699,"LINESTRING (9.4009007 48.8776097, 9.4009098 48.8776564, 9.4009562 48.877731, 9.4010315 48.8778109, 9.4010432 48.877825, 9.4011929 48.8779934, 9.4012651 48.878075, 9.4013566 48.8781714, 9.4014569 48.8782754, 9.4015345 48.8783894, 9.4015471 48.8784505)",,2,yes,,,
77226710,Mühltorstraße,residential,30,False,True,50.745999999999995,"LINESTRING (9.4009007 48.8776097, 9.400707 48.8775686, 9.4006607 48.8775509, 9.4006243 48.877537, 9.400536 48.877483, 9.4005018 48.8774673, 9.4003281 48.8773657)",,,,,,
625229435,Wiesenstraße,tertiary,50,False,True,107.07,"LINESTRING (9.4009007 48.8776097, 9.4009258 48.8775641, 9.4014806 48.877333, 9.4018024 48.8771897, 9.4020879 48.8770623)",,,,,,
4463238,Ringstraße,residential,30,True,False,91.391,"LINESTRING (9.3967495 48.8748207, 9.3966794 48.8756413)",,,,,,
"[4463237, 620354463]",Robert-Boehringer-Straße,residential,30,False,False,86.449,"LINESTRING (9.3967495 48.8748207, 9.3974715 48.8747439, 9.3979157 48.8746938)",,,,,,
926255723,Albertviller Straße,tertiary,30,False,True,24.963,"LINESTRING (9.4005157 48.8714518, 9.4004738 48.871229)",,3,,,,
128315787,Paulinenstraße,tertiary,30,False,False,244.702,"LINESTRING (9.4005157 48.8714518, 9.4005282 48.8716632, 9.4005041 48.8720415, 9.4004992 48.8720916, 9.400471 48.8723875, 9.4004656 48.8724581, 9.4004394 48.8727239, 9.4004247 48.8728692, 9.4004114 48.8730875, 9.4004126 48.8735877, 9.4004165 48.8736501)",,2,,,,
4463234,Wallstraße,tertiary,30,True,False,96.317,"LINESTRING (9.4009937 48.8747443, 9.400777 48.874775, 9.4003461 48.8748312, 9.3999381 48.8748744, 9.3998856 48.8748829, 9.3997058 48.8749206)",,,,,,
55069727,Paulinenstraße,tertiary,30,False,True,100.44800000000001,"LINESTRING (9.4009937 48.8747443, 9.4009015 48.8746298, 9.4008856 48.8746078, 9.4007151 48.8743615, 9.4007122 48.8743559, 9.4005897 48.8741516, 9.4005108 48.8739834, 9.4004798 48.8739089)",,,,,,
8053029,Stöckachstraße,residential,30,False,False,43.455,"LINESTRING (9.404068 48.8719224, 9.4040815 48.8723131)",,,,,,
8053029,Stöckachstraße,residential,30,False,True,65.681,"LINESTRING (9.404068 48.8719224, 9.4040403 48.871332)",,,,,,
"[13261824, 13261820]","['Kelterstraße', 'Marie-Huzel-Straße']",residential,30,False,True,140.521,"LINESTRING (9.404068 48.8719224, 9.4028043 48.8719762, 9.4026797 48.8719955, 9.4026978 48.8723419)",,,,,,
4663919,Marktstraße,residential,30,True,False,25.119,"LINESTRING (9.401145 48.8749471, 9.4009937 48.8747443)",,,,,,
29246042,Sackstraße,residential,30,False,False,19.662,"LINESTRING (9.3998981 48.8768726, 9.3996699 48.8769661)",,,,,,
77226710,Mühltorstraße,residential,30,False,False,14.78,"LINESTRING (9.3998981 48.8768726, 9.400005 48.8769854)",,,,,,
77226710,Mühltorstraße,residential,30,False,True,24.194,"LINESTRING (9.3998981 48.8768726, 9.3997225 48.8766882)",,,,,,
11420035,Gerberstraße,residential,30,True,False,183.19400000000002,"LINESTRING (9.4003281 48.8773657, 9.4002583 48.8774051, 9.4001773 48.8774475, 9.40013 48.8775178, 9.4001317 48.8775631, 9.4001425 48.8776041, 9.4002045 48.8777031, 9.4002028 48.8777707, 9.4001632 48.8778158, 9.4000959 48.8778607, 9.3999806 48.8778982, 9.3997984 48.8779179, 9.3995708 48.8779395, 9.3990753 48.8779628, 9.3984957 48.8779735)",,,,,,
77226710,Mühltorstraße,residential,30,False,False,50.746,"LINESTRING (9.4003281 48.8773657, 9.4005018 48.8774673, 9.400536 48.877483, 9.4006243 48.877537, 9.4006607 48.8775509, 9.400707 48.8775686, 9.4009007 48.8776097)",,,,,,
77226710,Mühltorstraße,residential,30,False,True,48.554,"LINESTRING (9.4003281 48.8773657, 9.4002473 48.8772924, 9.4001127 48.8771356, 9.400005 48.8769854)",,,,,,
893743014,Seestraße,residential,30,False,False,86.815,"LINESTRING (9.4006156 48.8792697, 9.4003856 48.8793473, 9.3999379 48.8794868, 9.39974 48.879532, 9.3995202 48.8795596)",,,,,,
11020195,Seestraße,residential,30,False,False,33.253,"LINESTRING (9.3995202 48.8795596, 9.3990691 48.8795973)",,,,,,
893743014,Seestraße,residential,30,False,True,86.815,"LINESTRING (9.3995202 48.8795596, 9.39974 48.879532, 9.3999379 48.8794868, 9.4003856 48.8793473, 9.4006156 48.8792697)",,,,,,
11020195,Seestraße,residential,30,False,True,39.86,"LINESTRING (9.3985645 48.8797168, 9.3986462 48.879673, 9.3987851 48.8796369, 9.3990691 48.8795973)",,,,,,
23177730,Seestraße,residential,30,False,True,28.521,"LINESTRING (9.3985645 48.8797168, 9.3984641 48.8796845, 9.3982023 48.8796225)",,,,,,
4463247,Seehalde,residential,30,False,True,78.178,"LINESTRING (9.40259 48.8783376, 9.4024757 48.8783736, 9.4022313 48.8784141, 9.4019855 48.8784487, 9.4017075 48.8784565, 9.4015471 48.8784505)",,,,,,
11418530,Burgweg,residential,30,False,False,22.557000000000002,"LINESTRING (9.40259 48.8783376, 9.4027032 48.8784088, 9.4028292 48.8784645)",,,,,,
11418547,Hertmannsweiler Weg,residential,30,False,False,11.222,"LINESTRING (9.4028292 48.8784645, 9.4028326 48.8785654)",,,,,,
11418530,Burgweg,residential,30,False,True,22.557000000000002,"LINESTRING (9.4028292 48.8784645, 9.4027032 48.8784088, 9.40259 48.8783376)",,,,,,
11418558,Ob dem Stäffele,residential,30,False,True,35.872,"LINESTRING (9.4045134 48.8798024, 9.4044317 48.8794843)",,,,,,
11418544,Fliederweg,residential,30,False,True,25.777,"LINESTRING (9.4041805 48.8786973, 9.4038406 48.8787587)",,,,,,
11418558,Ob dem Stäffele,residential,30,False,False,89.433,"LINESTRING (9.4041805 48.8786973, 9.4042274 48.8788718, 9.4042966 48.8790692, 9.4044317 48.8794843)",,,,,,
11418558,Ob dem Stäffele,residential,30,False,False,35.872,"LINESTRING (9.4044317 48.8794843, 9.4045134 48.8798024)",,,,,,
11418559,Backnanger Straße,residential,30,False,True,52.973,"LINESTRING (9.4044317 48.8794843, 9.4037114 48.8794337)",,,,,,
11418558,Ob dem Stäffele,residential,30,False,True,89.43299999999999,"LINESTRING (9.4044317 48.8794843, 9.4042966 48.8790692, 9.4042274 48.8788718, 9.4041805 48.8786973)",,,,,,
11418546,Backnanger Straße,residential,30,False,False,107.755,"LINESTRING (9.402239 48.8793958, 9.4037114 48.8794337)",,,,,,
11418546,Backnanger Straße,residential,30,False,True,107.755,"LINESTRING (9.4037114 48.8794337, 9.402239 48.8793958)",,,,,,
11418559,Backnanger Straße,residential,30,False,False,52.973,"LINESTRING (9.4037114 48.8794337, 9.4044317 48.8794843)",,,,,,
11418547,Hertmannsweiler Weg,residential,30,False,True,11.222,"LINESTRING (9.4028326 48.8785654, 9.4028292 48.8784645)",,,,,,
11418555,Dahlienweg,residential,30,False,False,63.501999999999995,"LINESTRING (9.4028326 48.8785654, 9.4025805 48.8787113, 9.4021431 48.8789111)",,,,,,
625216423,Hertmannsweiler Weg,residential,30,True,False,120.18200000000002,"LINESTRING (9.4028326 48.8785654, 9.402926 48.8786417, 9.4030041 48.878773, 9.403076 48.8790047, 9.4031512 48.8790781, 9.4032838 48.8792073, 9.4037114 48.8794337)",,,,,,
11418544,Fliederweg,residential,30,False,False,25.777,"LINESTRING (9.4038406 48.8787587, 9.4041805 48.8786973)",,,,,,
11418555,Dahlienweg,residential,30,False,True,63.501999999999995,"LINESTRING (9.4021431 48.8789111, 9.4025805 48.8787113, 9.4028326 48.8785654)",,,,,,
23177731,Wilhelmstraße,residential,30,False,False,103.55,"LINESTRING (9.3970841 48.8780019, 9.3970267 48.8780391, 9.3969527 48.8780936, 9.3967395 48.8784112, 9.3964721 48.8788341)",,,,,,
390065306,Gerberstraße,residential,30,False,True,107.635,"LINESTRING (9.3970841 48.8780019, 9.3971477 48.8779582, 9.3972947 48.8778984, 9.3973291 48.8778994, 9.3974263 48.877909, 9.397822 48.8779392, 9.3981317 48.877961, 9.3984957 48.8779735)",,,,,,
589192256,Ringstraße,tertiary,50,False,False,18.535,"LINESTRING (9.3970841 48.8780019, 9.3969438 48.8779108, 9.396902 48.877886)",,3,,,,
589192256,Ringstraße,tertiary,50,False,True,148.62,"LINESTRING (9.3970841 48.8780019, 9.3976141 48.8782931, 9.3978864 48.8784413, 9.3984993 48.8786926, 9.3985591 48.87873, 9.3986 48.878758, 9.3986856 48.8788174)",,3,,,,
8053029,Stöckachstraße,residential,30,False,False,50.849,"LINESTRING (9.4040815 48.8723131, 9.4041017 48.8727702)",,,,,,
8053029,Stöckachstraße,residential,30,False,True,43.455,"LINESTRING (9.4040815 48.8723131, 9.404068 48.8719224)",,,,,,
13261822,Marie-Huzel-Straße,residential,30,False,False,101.251,"LINESTRING (9.4040815 48.8723131, 9.4026978 48.8723419)",,,,,,
8053029,Stöckachstraße,residential,30,False,True,50.849,"LINESTRING (9.4041017 48.8727702, 9.4040815 48.8723131)",,,,,,
8053029,Stöckachstraße,residential,30,False,False,64.83800000000001,"LINESTRING (9.4041017 48.8727702, 9.4041398 48.873312, 9.4041522 48.8733519)",,,,,,
13261822,Marie-Huzel-Straße,residential,30,False,True,101.251,"LINESTRING (9.4026978 48.8723419, 9.4040815 48.8723131)",,,,,,
"[13261824, 13261820]","['Kelterstraße', 'Marie-Huzel-Straße']",residential,30,False,False,140.521,"LINESTRING (9.4026978 48.8723419, 9.4026797 48.8719955, 9.4028043 48.8719762, 9.404068 48.8719224)",,,,,,
13261820,Marie-Huzel-Straße,residential,30,False,True,57.56,"LINESTRING (9.4026978 48.8723419, 9.4027096 48.8724183, 9.402731 48.8725665, 9.4027515 48.872645, 9.4027528 48.8726524, 9.4028395 48.8728492)",,,,,,
8053029,Stöckachstraße,residential,30,False,False,65.681,"LINESTRING (9.4040403 48.871332, 9.404068 48.8719224)",,,,,,
8053032,Steinweg,residential,30,False,True,125.451,"LINESTRING (9.4040403 48.871332, 9.4037585 48.8713343, 9.4026863 48.8713467, 9.4023255 48.8713379)",7,,,,,
8053029,Stöckachstraße,residential,30,False,True,64.83800000000001,"LINESTRING (9.4041522 48.8733519, 9.4041398 48.873312, 9.4041017 48.8727702)",,,,,,
625232001,Schorndorfer Straße,tertiary,30,True,False,103.939,"LINESTRING (9.4041522 48.8733519, 9.4040553 48.8733941, 9.403411 48.8736558, 9.4033192 48.8736941, 9.4029598 48.8738599)",,,,,,
4428868,Schmidgallstraße,residential,30,False,True,95.066,"LINESTRING (9.3941145 48.8787193, 9.3940677 48.8786748, 9.3934413 48.878032, 9.3934105 48.8780006)",,,,,,
23177727,Kornbeckstraße,residential,30,False,True,109.728,"LINESTRING (9.3941145 48.8787193, 9.3929341 48.8792053, 9.3928419 48.8792421)",,,,,,
620354461,Schmidgallstraße,residential,30,False,False,95.29400000000001,"LINESTRING (9.3941145 48.8787193, 9.3947087 48.8793428, 9.3947601 48.8794003, 9.3948109 48.8794433)",,,,,,
620354462,Kornbeckstraße,living_street,30,False,False,112.952,"LINESTRING (9.3941145 48.8787193, 9.3944017 48.8785957, 9.3945465 48.8785204, 9.3946527 48.8784475, 9.3951748 48.8779954)",,,,,,
895941793,Ringstraße,tertiary,50,False,True,2.093,"LINESTRING (9.3961019 48.8771762, 9.3961092 48.8771944)",,2,,,,
4428870,Bahnhofstraße,residential,30,False,False,24.020000000000003,"LINESTRING (9.3961019 48.8771762, 9.3960067 48.8771997, 9.395916 48.8772198, 9.3958514 48.8772335, 9.395791 48.8772457)",,,,,,
71445398,Ringstraße,tertiary,50,True,False,29.93,"LINESTRING (9.3962226 48.8774519, 9.3961582 48.8773484, 9.3961092 48.8771944)",,1,,,,
567574420,Ringstraße,residential,30,True,False,17.174,"LINESTRING (9.3962226 48.8774519, 9.3961297 48.8773825, 9.396059 48.8773415)",,,,,,
23177729,Alfred-Kärcher-Straße,residential,30,False,True,29.659,"LINESTRING (9.3955909 48.878178, 9.3955733 48.8782048, 9.3954356 48.8784244)",,,,,,
170398699,Kornbeckstraße,residential,30,False,True,31.125,"LINESTRING (9.3955909 48.878178, 9.395552 48.8781609, 9.3952366 48.8780229)",,,,,,
620354460,Alfred-Kärcher-Straße,residential,30,True,False,85.87500000000001,"LINESTRING (9.3955909 48.878178, 9.3956148 48.8781407, 9.395678 48.8780421, 9.395721 48.8779737, 9.3957667 48.8779037, 9.3958954 48.8777684, 9.3960319 48.8776164, 9.3961481 48.8775009)",,,,,,
24384816,Friedrichstraße,residential,30,False,True,48.105999999999995,"LINESTRING (9.3976503 48.8793577, 9.397899 48.879445, 9.3982286 48.8795639)",,,,,,
48124335,Friedrichstraße,residential,30,False,False,70.886,"LINESTRING (9.3972821 48.8791841, 9.3966812 48.8789185, 9.3964721 48.8788341)",,,,,,
23177731,Wilhelmstraße,residential,30,False,True,103.55,"LINESTRING (9.3964721 48.8788341, 9.3967395 48.8784112, 9.3969527 48.8780936, 9.3970267 48.8780391, 9.3970841 48.8780019)",,,,,,
48124335,Friedrichstraße,residential,30,False,False,88.464,"LINESTRING (9.3964721 48.8788341, 9.3960194 48.8786453, 9.3957403 48.8785347, 9.3954356 48.8784244)",,,,,,
48124335,Friedrichstraße,residential,30,False,True,70.886,"LINESTRING (9.3964721 48.8788341, 9.3966812 48.8789185, 9.3972821 48.8791841)",,,,,,
23177737,Friedrichstraße,residential,30,False,False,43.65,"LINESTRING (9.3938483 48.8764872, 9.3941582 48.8768227)",,,,,,
454028467,Bachstraße,tertiary,30,True,False,90.661,"LINESTRING (9.3938483 48.8764872, 9.3944057 48.8760298, 9.3944882 48.8759624, 9.3945154 48.8759402, 9.3945645 48.8758984, 9.394618 48.8758482)",6,,,,,
23177737,Friedrichstraße,residential,30,False,True,43.65,"LINESTRING (9.3941582 48.8768227, 9.3938483 48.8764872)",,,,,,
4463245,Palmerstraße,tertiary,30,True,False,117.989,"LINESTRING (9.3941582 48.8768227, 9.3927753 48.8772733, 9.3927115 48.8772924)",,,,,,
23177737,Friedrichstraße,residential,30,False,False,83.5,"LINESTRING (9.3941582 48.8768227, 9.3941903 48.8768607, 9.3945585 48.8772879, 9.3947204 48.8774763)",,,,,,
32024233,Holunderweg,residential,30,False,True,61.942,"LINESTRING (9.3923101 48.871712, 9.3931569 48.8717029)",,,,,,
58724756,Lindenstraße,residential,30,False,True,37.305,"LINESTRING (9.3923101 48.871712, 9.3923221 48.8720474)",,,,,,
1155812201,Holunderweg,residential,30,False,False,102.44399999999999,"LINESTRING (9.3923101 48.871712, 9.3921818 48.871668, 9.3917729 48.8714494, 9.3916113 48.8714465, 9.3910441 48.8714368)",,,,,,
32024233,Holunderweg,residential,30,False,False,15.733,"LINESTRING (9.393372 48.8717016, 9.3931569 48.8717029)",,,,,,
"[32024233, 1155812202]",Holunderweg,residential,30,False,True,91.786,"LINESTRING (9.393372 48.8717016, 9.3935595 48.8717972, 9.3938546 48.8717882, 9.3938971 48.8717682, 9.3939043 48.8717186, 9.3938624 48.871668, 9.3935151 48.8716693, 9.3934275 48.8716717, 9.393372 48.8717016)",,,,,,
"[32024233, 1155812202]",Holunderweg,residential,30,False,False,91.786,"LINESTRING (9.393372 48.8717016, 9.3934275 48.8716717, 9.3935151 48.8716693, 9.3938624 48.871668, 9.3939043 48.8717186, 9.3938971 48.8717682, 9.3938546 48.8717882, 9.3935595 48.8717972, 9.393372 48.8717016)",,,,,,
668149103,Schloßstraße,residential,,False,True,23.111,"LINESTRING (9.3970667 48.8731723, 9.3971525 48.8731579, 9.3972258 48.873156, 9.3972624 48.8731589, 9.3973133 48.8731629, 9.3973729 48.8731815)",,,,,,
23608391,Weidenstraße,residential,30,False,True,19.437,"LINESTRING (9.3911518 48.8720451, 9.3911507 48.8722199)",,,,,,
23608392,Ulmenweg,residential,30,False,True,85.594,"LINESTRING (9.3911518 48.8720451, 9.3923221 48.8720474)",,,,,,
"[1155812207, 23608391]",Weidenstraße,residential,30,False,False,68.097,"LINESTRING (9.3911518 48.8720451, 9.3910769 48.8716278, 9.3910441 48.8714368)",,,,,,
23608392,Ulmenweg,residential,30,False,False,85.594,"LINESTRING (9.3923221 48.8720474, 9.3911518 48.8720451)",,,,,,
58724756,Lindenstraße,residential,30,False,False,37.305,"LINESTRING (9.3923221 48.8720474, 9.3923101 48.871712)",,,,,,
58724756,Lindenstraße,residential,30,False,True,51.676,"LINESTRING (9.3923221 48.8720474, 9.3923379 48.8722434, 9.3923461 48.8725118)",,,,,,
23608394,Erlenweg,residential,30,False,False,83.932,"LINESTRING (9.3923461 48.8725118, 9.3911985 48.8725113)",,,,,,
58724756,Lindenstraße,residential,30,False,False,51.676,"LINESTRING (9.3923461 48.8725118, 9.3923379 48.8722434, 9.3923221 48.8720474)",,,,,,
58724756,Lindenstraße,residential,30,False,True,51.59,"LINESTRING (9.3923461 48.8725118, 9.3923737 48.8728183, 9.3923693 48.8729752)",,,,,,
23608391,Weidenstraße,residential,30,False,False,32.59,"LINESTRING (9.3911985 48.8725113, 9.3911507 48.8722199)",,,,,,
23608394,Erlenweg,residential,30,False,True,83.932,"LINESTRING (9.3911985 48.8725113, 9.3923461 48.8725118)",,,,,,
"[1155812206, 23608391]",Weidenstraße,residential,30,False,True,48.548,"LINESTRING (9.3911985 48.8725113, 9.3912173 48.8725971, 9.3912462 48.8727121, 9.3912639 48.8727697, 9.3913231 48.8729399)",,,,,,
23608396,Ahornweg,residential,30,False,True,76.616,"LINESTRING (9.3913231 48.8729399, 9.3923693 48.8729752)",,,,,,
"[1155812206, 23608391]",Weidenstraße,residential,30,False,False,48.548,"LINESTRING (9.3913231 48.8729399, 9.3912639 48.8727697, 9.3912462 48.8727121, 9.3912173 48.8725971, 9.3911985 48.8725113)",,,,,,
1155812206,Weidenstraße,residential,30,False,True,55.554,"LINESTRING (9.3913231 48.8729399, 9.3914573 48.8731633, 9.3915961 48.8734061)",,,,,,
1155812203,Weidenstraße,residential,30,False,True,53.835,"LINESTRING (9.3915961 48.8734061, 9.3916071 48.8734262, 9.3916499 48.8735048, 9.3918489 48.8738608)",,,,,,
1155812206,Weidenstraße,residential,30,False,False,55.554,"LINESTRING (9.3915961 48.8734061, 9.3914573 48.8731633, 9.3913231 48.8729399)",,,,,,
23608391,Weidenstraße,residential,30,False,False,19.437,"LINESTRING (9.3911507 48.8722199, 9.3911518 48.8720451)",,,,,,
23608391,Weidenstraße,residential,30,False,True,32.59,"LINESTRING (9.3911507 48.8722199, 9.3911985 48.8725113)",,,,,,
"[45063222, 820460140, 893743006]",Backnanger Straße,tertiary,50,False,True,46.448,"LINESTRING (9.4015113 48.8795323, 9.4014218 48.8794673, 9.4013438 48.8794106, 9.4013147 48.8793888, 9.4011211 48.8792751, 9.4010526 48.8792456)",,3,,K 1847,,
11020195,Seestraße,residential,30,False,True,33.253,"LINESTRING (9.3990691 48.8795973, 9.3995202 48.8795596)",,,,,,
11020195,Seestraße,residential,30,False,False,39.86,"LINESTRING (9.3990691 48.8795973, 9.3987851 48.8796369, 9.3986462 48.879673, 9.3985645 48.8797168)",,,,,,
80141581,Oleanderweg,residential,30,False,False,165.735,"LINESTRING (9.3936212 48.873449, 9.3932813 48.8734116, 9.3929833 48.8733785, 9.3926418 48.8733422, 9.3927054 48.8730867, 9.3935733 48.8731812)",,,,,,
133855566,Silberpappelstraße,residential,30,False,False,35.315,"LINESTRING (9.3936212 48.873449, 9.3936781 48.8732084, 9.3935733 48.8731812)",,,,,,
133855566,Silberpappelstraße,residential,30,False,True,69.38900000000001,"LINESTRING (9.3936212 48.873449, 9.3935592 48.8737144, 9.3935402 48.8737978, 9.3934823 48.8740663)",,,,,,
26243783,Lavendelweg,residential,30,False,False,170.608,"LINESTRING (9.3934851 48.8743855, 9.392717 48.8742171, 9.392548 48.874178, 9.3925229 48.8741572, 9.3925321 48.8741289, 9.392644 48.8738903, 9.3934823 48.8740663)",,,,,,
133855566,Silberpappelstraße,residential,30,False,False,42.569,"LINESTRING (9.3934851 48.8743855, 9.3936202 48.8741261, 9.3934823 48.8740663)",,,,,,
133855566,Silberpappelstraße,residential,30,False,True,89.935,"LINESTRING (9.3934851 48.8743855, 9.3933898 48.8745861, 9.3933729 48.8746185, 9.3933 48.8747609, 9.3931569 48.8750602, 9.3931128 48.8751563)",,,,,,
133855566,Silberpappelstraße,residential,30,False,False,89.935,"LINESTRING (9.3931128 48.8751563, 9.3931569 48.8750602, 9.3933 48.8747609, 9.3933729 48.8746185, 9.3933898 48.8745861, 9.3934851 48.8743855)",,,,,,
