osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel,bridge,width
"[145349298, 57395573]",False,,Joh.-Dan.-Schöpflin-Weg,residential,,True,112.464,"LINESTRING (7.7071472 47.8424119, 7.7070706 47.84231, 7.7069046 47.8421458, 7.7067917 47.842022, 7.7067094 47.8419537, 7.7065453 47.8417578, 7.7063494 47.8415557)",,,,,
"[414665493, 414665492, 145348845]",False,,Kirchbachweg,residential,,False,285.203,"LINESTRING (7.7071472 47.8424119, 7.7074928 47.8423149, 7.708106 47.8420989, 7.7085985 47.8418437, 7.7086761 47.8418035, 7.7089284 47.841661, 7.7093666 47.8414136, 7.7094138 47.8413866, 7.7095786 47.8412477, 7.7096514 47.8411796, 7.70978 47.8410167, 7.7099123 47.8409008, 7.7100019 47.8407898)",,,,,
"[267718588, 145348847]",False,,"['Bad-Krozinger-Straße', 'Kirchbachweg']",residential,,True,198.866,"LINESTRING (7.7071472 47.8424119, 7.7067279 47.8425644, 7.7064405 47.8426449, 7.706162 47.8427231, 7.7061055 47.842739, 7.7057945 47.8428916, 7.70553 47.8431009, 7.7052954 47.8433715, 7.7051653 47.8435168)",,,,,
145349869,False,,Bahnhofplatz,residential,,True,36.117,"LINESTRING (7.7048079 47.8432978, 7.7051653 47.8435168)",,,,,
114884123,False,,Bahnhofplatz,residential,,False,108.182,"LINESTRING (7.7048079 47.8432978, 7.7047313 47.8433261, 7.7046833 47.843365, 7.7042604 47.84393, 7.7042392 47.8439662, 7.7041161 47.8441401)",,,,,
"[44829417, 44829418, 145349869]",False,,Bahnhofplatz,residential,,False,63.497,"LINESTRING (7.7048079 47.8432978, 7.7048083 47.843144, 7.7047838 47.8430829, 7.7047344 47.8430237, 7.7047251 47.8430126, 7.7046202 47.8429556, 7.704487 47.8428933, 7.7044005 47.8428477)",,,,yes,
339260065,False,,Badstraße,residential,30,False,189.113,"LINESTRING (7.7137268 47.8389736, 7.7133652 47.8391431, 7.713062 47.8392816, 7.7130064 47.8392981, 7.7127762 47.8393921, 7.7126129 47.839505, 7.7124301 47.8396219, 7.7122484 47.8397289, 7.7119657 47.8398092, 7.7117775 47.8398409, 7.7116124 47.8398533)",,,,,6
145349874,False,2,Hauptstraße,tertiary,30,True,44.992,"LINESTRING (7.7107757 47.8397129, 7.7108835 47.8396953, 7.7110183 47.8396855, 7.7112453 47.8396894, 7.7113117 47.8396963, 7.7113679 47.8397139)",,,,,
145350696,False,,Obertalstraße,residential,,False,93.212,"LINESTRING (7.7107757 47.8397129, 7.7107742 47.8396795, 7.7108097 47.8396475, 7.7109664 47.8395985, 7.7112909 47.8394971, 7.7115559 47.8393931, 7.7118142 47.8392882)",,,,,
338712315,False,2,Hauptstraße,tertiary,30,False,30.466,"LINESTRING (7.7107757 47.8397129, 7.710592 47.8397638, 7.7105054 47.8398004, 7.7104237 47.8398469)",,,,,
283208531,False,2,Hauptstraße,tertiary,30,False,70.44,"LINESTRING (7.7092697 47.8402659, 7.7084858 47.8406187)",,,,,
338712315,False,2,Hauptstraße,tertiary,30,True,98.683,"LINESTRING (7.7092697 47.8402659, 7.709614 47.8401613, 7.7099141 47.8400814, 7.7100516 47.8400371, 7.7101836 47.839983, 7.7104237 47.8398469)",,,,,
1154074461,False,,Klostergasse,residential,,False,61.154999999999994,"LINESTRING (7.7092697 47.8402659, 7.7094549 47.8404745, 7.7095692 47.8405373, 7.7096975 47.8406076, 7.7097989 47.8406765)",,,,,
145350696,False,,Obertalstraße,residential,,True,13.626,"LINESTRING (7.7119762 47.8392317, 7.7118142 47.8392882)",,,,,
145350681,False,2,Bannholzweg,unclassified,,False,116.202,"LINESTRING (7.7119762 47.8392317, 7.7118907 47.8391106, 7.7118137 47.8390397, 7.7117452 47.8389874, 7.7116652 47.8389425, 7.7115934 47.8388952, 7.7114295 47.8387603, 7.7110861 47.8383831)",,,,,
145350696,False,,Obertalstraße,residential,,False,136.289,"LINESTRING (7.7119762 47.8392317, 7.712137 47.8391802, 7.7123505 47.8391158, 7.7126136 47.8390129, 7.7127736 47.8389324, 7.713162 47.8387642, 7.7132589 47.8387148, 7.7134642 47.8385453)",,,,,
145350699,True,,Obertalstraße,residential,,False,14.406,"LINESTRING (7.7140007 47.8382943, 7.7141505 47.8382126)",,,,,
145350696,False,,Obertalstraße,residential,,True,48.827999999999996,"LINESTRING (7.7140007 47.8382943, 7.7135704 47.8384896, 7.7134642 47.8385453)",,,,,
27181419,False,,Am Schlittenbuck,residential,,False,343.789,"LINESTRING (7.7141505 47.8382126, 7.7139535 47.8378792, 7.7139134 47.837788, 7.7139367 47.8377195, 7.7140543 47.8376575, 7.7152005 47.8373657, 7.7156072 47.8372459, 7.7156057 47.8371766, 7.7154912 47.8370209, 7.7153724 47.8369915, 7.7152646 47.8369975, 7.7139487 47.8373358)",,,,,
145349872,False,,Ernst-Leitz-Weg,residential,,True,10.227,"LINESTRING (7.7128186 47.8405895, 7.7127601 47.8405719, 7.7126976 47.8405467)",,,,,
"[50412498, 926338162, 926338127]",False,2,Ernst-Leitz-Weg,residential,,True,61.163000000000004,"LINESTRING (7.7128186 47.8405895, 7.7129217 47.8406146, 7.7130051 47.8406323, 7.7130288 47.8406356, 7.713053 47.8406351, 7.713082 47.8406292, 7.7131072 47.840618, 7.7131266 47.8406024, 7.7131385 47.8405837, 7.7131419 47.8405635, 7.7131364 47.8405435, 7.7131208 47.8405237, 7.7130966 47.8405082, 7.7130664 47.8404987, 7.7130332 47.840496, 7.7130004 47.8405006, 7.7129716 47.8405119, 7.7128186 47.8405895)",,,,,
"[50412498, 926338162, 926338127]",False,2,Ernst-Leitz-Weg,residential,,False,61.163000000000004,"LINESTRING (7.7128186 47.8405895, 7.7129716 47.8405119, 7.7130004 47.8405006, 7.7130332 47.840496, 7.7130664 47.8404987, 7.7130966 47.8405082, 7.7131208 47.8405237, 7.7131364 47.8405435, 7.7131419 47.8405635, 7.7131385 47.8405837, 7.7131266 47.8406024, 7.7131072 47.840618, 7.713082 47.8406292, 7.713053 47.8406351, 7.7130288 47.8406356, 7.7130051 47.8406323, 7.7129217 47.8406146, 7.7128186 47.8405895)",,,,,
145349869,False,,Bahnhofplatz,residential,,False,36.117,"LINESTRING (7.7051653 47.8435168, 7.7048079 47.8432978)",,,,,
"[267718588, 145348847]",False,,"['Bad-Krozinger-Straße', 'Kirchbachweg']",residential,,False,198.86599999999999,"LINESTRING (7.7051653 47.8435168, 7.7052954 47.8433715, 7.70553 47.8431009, 7.7057945 47.8428916, 7.7061055 47.842739, 7.706162 47.8427231, 7.7064405 47.8426449, 7.7067279 47.8425644, 7.7071472 47.8424119)",,,,,
283208532,False,,Klostergasse,residential,,False,64.157,"LINESTRING (7.7102956 47.8408459, 7.7103176 47.8408385, 7.7104564 47.8407534, 7.7106569 47.8406166, 7.7109044 47.8404401)",,,,,
"[283208532, 145349878]",False,,Klostergasse,residential,,True,14.523,"LINESTRING (7.7102956 47.8408459, 7.7103035 47.8408673, 7.7102955 47.8408844, 7.710276 47.8408938, 7.710256 47.8408977, 7.7102251 47.8408916, 7.7102029 47.8408772, 7.7102023 47.840859)",,,,,
1077438284,False,,Klostergasse,residential,,False,8.563,"LINESTRING (7.7102956 47.8408459, 7.710264 47.8408326, 7.7102257 47.8408389, 7.7102023 47.840859)",,,,,
283208532,False,,Klostergasse,residential,,False,98.412,"LINESTRING (7.7109044 47.8404401, 7.7108813 47.8403087, 7.7107965 47.8402036, 7.7109732 47.8400934, 7.7110457 47.8400282, 7.7111419 47.8399762, 7.7113739 47.8399006, 7.7115511 47.839839)",,,,,
283208532,False,,Klostergasse,residential,,True,64.15700000000001,"LINESTRING (7.7109044 47.8404401, 7.7106569 47.8406166, 7.7104564 47.8407534, 7.7103176 47.8408385, 7.7102956 47.8408459)",,,,,
"[338902960, 145348844, 283210756]",False,,"['Johannes-Fecht-Straße', 'Schlossbergstraße']",residential,,"[False, True]",244.70800000000003,"LINESTRING (7.7109044 47.8404401, 7.7110328 47.8405951, 7.7112006 47.840862, 7.7113195 47.8411887, 7.7114451 47.8413749, 7.7116017 47.8413406, 7.7123397 47.8407946, 7.7126976 47.8405467)",,,,,
145349878,False,,Klostergasse,residential,,False,17.021,"LINESTRING (7.7100019 47.8407898, 7.7101334 47.8408474, 7.7102023 47.840859)",,,,,
"[1154074462, 1154074461, 145349878]",False,,Klostergasse,residential,,True,19.718,"LINESTRING (7.7100019 47.8407898, 7.7099677 47.8407714, 7.709835 47.8407001, 7.7097989 47.8406765)",,,,yes,
"[145348845, 414665492, 414665493]",False,,Kirchbachweg,residential,,True,285.203,"LINESTRING (7.7100019 47.8407898, 7.7099123 47.8409008, 7.70978 47.8410167, 7.7096514 47.8411796, 7.7095786 47.8412477, 7.7094138 47.8413866, 7.7093666 47.8414136, 7.7089284 47.841661, 7.7086761 47.8418035, 7.7085985 47.8418437, 7.708106 47.8420989, 7.7074928 47.8423149, 7.7071472 47.8424119)",,,,,
57395574,False,,Gustav-Weil-Straße,residential,,False,101.504,"LINESTRING (7.7086789 47.8411774, 7.7091295 47.8409759, 7.7092843 47.8409193, 7.70948 47.8408405, 7.7096083 47.8408138, 7.7097142 47.8407325, 7.7097989 47.8406765)",,,,,
145349294,False,,Alte Postgasse,residential,,True,58.703,"LINESTRING (7.7086789 47.8411774, 7.7084179 47.8409324, 7.70829 47.8407947, 7.7082416 47.840739)",,,,,
145349296,False,,Gustav-Weil-Straße,residential,,True,45.009,"LINESTRING (7.7086789 47.8411774, 7.7085015 47.8412662, 7.7081936 47.8414177)",,,,,
145349296,False,,Gustav-Weil-Straße,residential,,True,90.084,"LINESTRING (7.7081936 47.8414177, 7.7071242 47.8417934)",,,,,
145349300,False,,Ernst-Bark-Gasse,residential,,False,58.136,"LINESTRING (7.7081936 47.8414177, 7.7077259 47.8409996)",,,,,
145349296,False,,Gustav-Weil-Straße,residential,,False,45.009,"LINESTRING (7.7081936 47.8414177, 7.7085015 47.8412662, 7.7086789 47.8411774)",,,,,
"[338902960, 145348844, 283210756]",False,,"['Johannes-Fecht-Straße', 'Schlossbergstraße']",residential,,"[False, True]",244.708,"LINESTRING (7.7126976 47.8405467, 7.7123397 47.8407946, 7.7116017 47.8413406, 7.7114451 47.8413749, 7.7113195 47.8411887, 7.7112006 47.840862, 7.7110328 47.8405951, 7.7109044 47.8404401)",,,,,
145349872,False,,Ernst-Leitz-Weg,residential,,False,10.227,"LINESTRING (7.7126976 47.8405467, 7.7127601 47.8405719, 7.7128186 47.8405895)",,,,,
145349872,False,,Ernst-Leitz-Weg,residential,,True,111.82900000000001,"LINESTRING (7.7126976 47.8405467, 7.7125106 47.8404309, 7.712126 47.8401871, 7.7116124 47.8398533)",,,,,
145349296,False,,Gustav-Weil-Straße,residential,,False,90.084,"LINESTRING (7.7071242 47.8417934, 7.7081936 47.8414177)",,,,,
"[145348843, 338721076]",False,,"['Bugginger Straße', 'Bugginger Gasse']",residential,30,False,156.27599999999998,"LINESTRING (7.7104237 47.8398469, 7.7102522 47.8397483, 7.7100802 47.8396978, 7.7098266 47.8396499, 7.7091336 47.8396694, 7.7089711 47.8394968, 7.7089126 47.8394104, 7.7088008 47.8392398)",,,,,
338712315,False,2,Hauptstraße,tertiary,30,False,98.683,"LINESTRING (7.7104237 47.8398469, 7.7101836 47.839983, 7.7100516 47.8400371, 7.7099141 47.8400814, 7.709614 47.8401613, 7.7092697 47.8402659)",,,,,
338712315,False,2,Hauptstraße,tertiary,30,True,30.466,"LINESTRING (7.7104237 47.8398469, 7.7105054 47.8398004, 7.710592 47.8397638, 7.7107757 47.8397129)",,,,,
338721076,False,,Bugginger Straße,residential,30,True,41.901,"LINESTRING (7.7084711 47.8389348, 7.7088008 47.8392398)",,,,,
145349295,False,,Bugginger Gasse,residential,,True,106.615,"LINESTRING (7.7084711 47.8389348, 7.7084575 47.8384019, 7.7084559 47.8383746, 7.7083796 47.8379794)",,,,,
289480810,False,,Im Brühl,residential,30,False,126.887,"LINESTRING (7.7084711 47.8389348, 7.7082986 47.8390637, 7.7081302 47.8391891, 7.7078466 47.8394034, 7.7073398 47.8397866)",,,,,
164809838,False,,Im Brühl,residential,,False,31.913999999999998,"LINESTRING (7.7057232 47.840854, 7.7056647 47.8408934, 7.7054212 47.8410572)",,,,,
289480809,False,,Im Brühl,residential,30,False,88.59100000000001,"LINESTRING (7.7057232 47.840854, 7.7056928 47.8409654, 7.7061401 47.8415794)",,,,,
289480809,False,,Im Brühl,residential,30,True,170.76299999999998,"LINESTRING (7.7057232 47.840854, 7.705908 47.8406566, 7.7061519 47.8404755, 7.7064481 47.8403411, 7.706698 47.8402117, 7.7069356 47.8400776, 7.7070326 47.8400189, 7.7073398 47.8397866)",,,,,
289480809,False,,Im Brühl,residential,30,True,88.59100000000001,"LINESTRING (7.7061401 47.8415794, 7.7056928 47.8409654, 7.7057232 47.840854)",,,,,
"[1154074464, 825515901, 50412447, 1154074463]",False,2,Hauptstraße,tertiary,30,False,203.149,"LINESTRING (7.7061401 47.8415794, 7.7059677 47.8415815, 7.7057991 47.8415926, 7.7056668 47.8416251, 7.7055477 47.8416739, 7.7053859 47.8417775, 7.7053038 47.8418581, 7.7052252 47.8419452, 7.7050174 47.8421882, 7.7049404 47.8422861, 7.7049271 47.8423035, 7.704825 47.8424232, 7.7045724 47.8426858, 7.7044005 47.8428477)",,,,yes,
825515901,False,2,Hauptstraße,tertiary,30,True,15.879999999999999,"LINESTRING (7.7061401 47.8415794, 7.7062264 47.8415746, 7.7063494 47.8415557)",,,,,
338721076,False,,Bugginger Straße,residential,30,False,41.901,"LINESTRING (7.7088008 47.8392398, 7.7084711 47.8389348)",,,,,
216499901,False,,Weihermattstraße,residential,30,True,195.695,"LINESTRING (7.7088008 47.8392398, 7.7093731 47.8390643, 7.7103521 47.8387, 7.7108402 47.8384764, 7.7110861 47.8383831)",,,,,
"[145348843, 338721076]",False,,"['Bugginger Gasse', 'Bugginger Straße']",residential,30,True,156.276,"LINESTRING (7.7088008 47.8392398, 7.7089126 47.8394104, 7.7089711 47.8394968, 7.7091336 47.8396694, 7.7098266 47.8396499, 7.7100802 47.8396978, 7.7102522 47.8397483, 7.7104237 47.8398469)",,,,,
145350681,False,2,Bannholzweg,unclassified,,False,42.775999999999996,"LINESTRING (7.7110861 47.8383831, 7.7108969 47.8381892, 7.7108722 47.8380372)",,,,,
145350681,False,2,Bannholzweg,unclassified,,True,116.202,"LINESTRING (7.7110861 47.8383831, 7.7114295 47.8387603, 7.7115934 47.8388952, 7.7116652 47.8389425, 7.7117452 47.8389874, 7.7118137 47.8390397, 7.7118907 47.8391106, 7.7119762 47.8392317)",,,,,
145350705,False,2,Langmattstraße,residential,30,True,160.82,"LINESTRING (7.7110861 47.8383831, 7.7115121 47.8382195, 7.7118471 47.8381103, 7.7122676 47.8379948, 7.7127319 47.8378922, 7.7130619 47.8378174)",,,,,
216499901,False,,Weihermattstraße,residential,30,False,195.695,"LINESTRING (7.7110861 47.8383831, 7.7108402 47.8384764, 7.7103521 47.8387, 7.7093731 47.8390643, 7.7088008 47.8392398)",,,,,
145350688,False,2,Klosterwaldstraße,residential,,False,86.38900000000001,"LINESTRING (7.7130619 47.8378174, 7.7133419 47.8382913, 7.7133768 47.8383504, 7.7134642 47.8385453)",,,,,
"[145350688, 145350691]",False,2,Klosterwaldstraße,residential,30,True,230.59599999999998,"LINESTRING (7.7130619 47.8378174, 7.7128836 47.8374246, 7.71281 47.8373323, 7.7126306 47.8373141, 7.712262 47.8373564, 7.7119611 47.8374398, 7.711475 47.8375819, 7.7111155 47.8378166, 7.7109438 47.8379797, 7.7108722 47.8380372)",,,,,
145350705,False,2,Langmattstraße,residential,30,False,160.82,"LINESTRING (7.7130619 47.8378174, 7.7127319 47.8378922, 7.7122676 47.8379948, 7.7118471 47.8381103, 7.7115121 47.8382195, 7.7110861 47.8383831)",,,,,
926338164,False,2,Hauptstraße,tertiary,30,False,4.844,"LINESTRING (7.7116124 47.8398533, 7.7115511 47.839839)",,,,,
145349872,False,,Ernst-Leitz-Weg,residential,,False,111.82900000000001,"LINESTRING (7.7116124 47.8398533, 7.712126 47.8401871, 7.7125106 47.8404309, 7.7126976 47.8405467)",,,,,
339260065,False,,Badstraße,residential,30,True,189.113,"LINESTRING (7.7116124 47.8398533, 7.7117775 47.8398409, 7.7119657 47.8398092, 7.7122484 47.8397289, 7.7124301 47.8396219, 7.7126129 47.839505, 7.7127762 47.8393921, 7.7130064 47.8392981, 7.713062 47.8392816, 7.7133652 47.8391431, 7.7137268 47.8389736)",,,,,6
57395574,False,,Gustav-Weil-Straße,residential,,True,101.50399999999999,"LINESTRING (7.7097989 47.8406765, 7.7097142 47.8407325, 7.7096083 47.8408138, 7.70948 47.8408405, 7.7092843 47.8409193, 7.7091295 47.8409759, 7.7086789 47.8411774)",,,,,
"[145349878, 1154074461, 1154074462]",False,,Klostergasse,residential,,False,19.718,"LINESTRING (7.7097989 47.8406765, 7.709835 47.8407001, 7.7099677 47.8407714, 7.7100019 47.8407898)",,,,yes,
1154074461,False,,Klostergasse,residential,,True,61.155,"LINESTRING (7.7097989 47.8406765, 7.7096975 47.8406076, 7.7095692 47.8405373, 7.7094549 47.8404745, 7.7092697 47.8402659)",,,,,
145350696,False,,Obertalstraße,residential,,False,13.626,"LINESTRING (7.7118142 47.8392882, 7.7119762 47.8392317)",,,,,
145350685,False,,Im Winkel,residential,,False,75.76400000000001,"LINESTRING (7.7118142 47.8392882, 7.7118851 47.8393723, 7.7119025 47.8395663, 7.7117634 47.8395866, 7.7116333 47.8396209, 7.7114864 47.8396695, 7.7113679 47.8397139)",,,,,
145350696,False,,Obertalstraße,residential,,True,93.212,"LINESTRING (7.7118142 47.8392882, 7.7115559 47.8393931, 7.7112909 47.8394971, 7.7109664 47.8395985, 7.7108097 47.8396475, 7.7107742 47.8396795, 7.7107757 47.8397129)",,,,,
110468352,False,,Bugginger Gasse,residential,,False,260.761,"LINESTRING (7.70951 47.8360641, 7.7098402 47.8360561, 7.7101734 47.8361069, 7.7103183 47.8361972, 7.7104631 47.8362422, 7.7105734 47.8362387, 7.7103719 47.8366626, 7.7102311 47.8368606, 7.7101748 47.8370506, 7.7101525 47.837209, 7.7101101 47.8374048, 7.7100305 47.837565, 7.7099404 47.8377109, 7.7099256 47.8377477)",,,,,
"[145349881, 57395573]",False,,"['Neubergweg', 'Joh.-Dan.-Schöpflin-Weg']",residential,,True,208.93099999999995,"LINESTRING (7.7059839 47.8440821, 7.7061684 47.8438635, 7.7066249 47.8432677, 7.7066436 47.8432053, 7.7066373 47.843007, 7.7067709 47.8428913, 7.7069255 47.8427576, 7.7069895 47.8427022, 7.7070755 47.8425807, 7.7071472 47.8424119)",,,,,
110468352,False,,Bugginger Gasse,residential,,False,40.778,"LINESTRING (7.7099256 47.8377477, 7.7098449 47.8378864, 7.7098223 47.8379419, 7.7097566 47.838096)",,,,,
110468352,False,,Bugginger Gasse,residential,,True,260.76099999999997,"LINESTRING (7.7099256 47.8377477, 7.7099404 47.8377109, 7.7100305 47.837565, 7.7101101 47.8374048, 7.7101525 47.837209, 7.7101748 47.8370506, 7.7102311 47.8368606, 7.7103719 47.8366626, 7.7105734 47.8362387, 7.7104631 47.8362422, 7.7103183 47.8361972, 7.7101734 47.8361069, 7.7098402 47.8360561, 7.70951 47.8360641)",,,,,
110468359,False,,Bugginger Gasse,residential,,True,118.543,"LINESTRING (7.7099256 47.8377477, 7.7097322 47.8377681, 7.709516 47.8377834, 7.7092704 47.8378095, 7.7088626 47.8378782, 7.7083796 47.8379794)",,,,,
110468359,False,,Bugginger Gasse,residential,,False,118.54299999999999,"LINESTRING (7.7083796 47.8379794, 7.7088626 47.8378782, 7.7092704 47.8378095, 7.709516 47.8377834, 7.7097322 47.8377681, 7.7099256 47.8377477)",,,,,
145349295,False,,Bugginger Gasse,residential,,False,106.615,"LINESTRING (7.7083796 47.8379794, 7.7084559 47.8383746, 7.7084575 47.8384019, 7.7084711 47.8389348)",,,,,
"[289480808, 145349295]",False,,"['Markgrafenstraße', 'Bugginger Gasse']",residential,30,True,271.39,"LINESTRING (7.7083796 47.8379794, 7.7083706 47.8379554, 7.7082827 47.8379396, 7.7082122 47.8379479, 7.7081509 47.8379794, 7.7080386 47.8380679, 7.7078816 47.8382115, 7.7076265 47.8384452, 7.7073893 47.8386826, 7.7070633 47.839061, 7.7068518 47.8393152, 7.7067792 47.8394421, 7.7068358 47.8395315, 7.7073398 47.8397866)",,,,,
110468352,False,,Bugginger Gasse,residential,,True,40.778,"LINESTRING (7.7097566 47.838096, 7.7098223 47.8379419, 7.7098449 47.8378864, 7.7099256 47.8377477)",,,,,
114884123,False,,Bahnhofplatz,residential,,True,108.182,"LINESTRING (7.7041161 47.8441401, 7.7042392 47.8439662, 7.7042604 47.84393, 7.7046833 47.843365, 7.7047313 47.8433261, 7.7048079 47.8432978)",,,,,
1214463950,False,,,residential,,False,45.896,"LINESTRING (7.7026467 47.8429251, 7.7031349 47.8426741)",,,,,
50412447,False,2,Hauptstraße,tertiary,30,False,65.81,"LINESTRING (7.7030671 47.8439838, 7.7027403 47.8442849, 7.7026645 47.8443306, 7.7025844 47.8443701, 7.7024859 47.8444223)",,,,,
50412447,False,2,Hauptstraße,tertiary,30,True,118.26,"LINESTRING (7.7030671 47.8439838, 7.703325 47.8437803, 7.7039729 47.8432295, 7.7040573 47.8431537)",,,,,
"[289480808, 145349295]",False,,"['Markgrafenstraße', 'Bugginger Gasse']",residential,30,False,271.38999999999993,"LINESTRING (7.7073398 47.8397866, 7.7068358 47.8395315, 7.7067792 47.8394421, 7.7068518 47.8393152, 7.7070633 47.839061, 7.7073893 47.8386826, 7.7076265 47.8384452, 7.7078816 47.8382115, 7.7080386 47.8380679, 7.7081509 47.8379794, 7.7082122 47.8379479, 7.7082827 47.8379396, 7.7083706 47.8379554, 7.7083796 47.8379794)",,,,,
289480809,False,,Im Brühl,residential,30,False,170.763,"LINESTRING (7.7073398 47.8397866, 7.7070326 47.8400189, 7.7069356 47.8400776, 7.706698 47.8402117, 7.7064481 47.8403411, 7.7061519 47.8404755, 7.705908 47.8406566, 7.7057232 47.840854)",,,,,
289480810,False,,Im Brühl,residential,30,True,126.88699999999997,"LINESTRING (7.7073398 47.8397866, 7.7078466 47.8394034, 7.7081302 47.8391891, 7.7082986 47.8390637, 7.7084711 47.8389348)",,,,,
"[145349299, 338721077]",False,,Markgrafenstraße,residential,30,True,100.085,"LINESTRING (7.7073398 47.8397866, 7.7075347 47.8398852, 7.7075827 47.8399358, 7.7079738 47.8403157, 7.7080354 47.840385, 7.7081376 47.8404999)",,,,,
"[44829417, 44829418, 145349869]",False,,Bahnhofplatz,residential,,True,63.497,"LINESTRING (7.7044005 47.8428477, 7.704487 47.8428933, 7.7046202 47.8429556, 7.7047251 47.8430126, 7.7047344 47.8430237, 7.7047838 47.8430829, 7.7048083 47.843144, 7.7048079 47.8432978)",,,,yes,
50412447,False,2,Hauptstraße,tertiary,30,False,42.589,"LINESTRING (7.7044005 47.8428477, 7.7042616 47.8429717, 7.7042383 47.8429926, 7.7040573 47.8431537)",,,,,
