osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,tunnel
29259454,,primary,True,False,20.477,"LINESTRING (8.2855769 51.15425, 8.2856353 51.1542221, 8.2857041 51.1542061, 8.2857774 51.1542032, 8.2858488 51.1542138)",1,,50,roundabout,
35014941,Bahnhofstraße,secondary,False,True,189.68800000000002,"LINESTRING (8.2855769 51.15425, 8.2854849 51.1541962, 8.2854518 51.1541632, 8.2854276 51.1541239, 8.2853408 51.1540205, 8.2852859 51.1539376, 8.2852184 51.1538591, 8.2851113 51.1537556, 8.2848336 51.1535255, 8.284488 51.1532767, 8.2842362 51.1531301, 8.2840258 51.1529887, 8.2839277 51.1529109)",2,L 737,50,,
"[27201016, 27201018, 27201020, 342135439]",Tunnel Schmallenberg,primary,False,False,573.905,"LINESTRING (8.2858488 51.1542138, 8.2858608 51.1541656, 8.2858554 51.1541281, 8.2858389 51.1540652, 8.2857964 51.1539876, 8.2857067 51.1538767, 8.2854979 51.1536565, 8.2853257 51.1535045, 8.2851112 51.153348, 8.2848698 51.1531915, 8.2847115 51.1531007, 8.2845828 51.15303, 8.2844594 51.1529728, 8.2842555 51.152882, 8.2836349 51.1526401, 8.2834296 51.1525792, 8.2832257 51.1525383, 8.2827517 51.1524589, 8.280994 51.1522511, 8.2808093 51.1522228, 8.2806292 51.1521871, 8.2802805 51.1521013, 8.2800069 51.1520105, 8.2796743 51.1518708, 8.2794115 51.1517329, 8.2792394 51.1516356)",2,B 236,"['50', '70']",,yes
29259454,,primary,True,False,31.369999999999997,"LINESTRING (8.2858488 51.1542138, 8.2859135 51.1542376, 8.285964 51.1542723, 8.285996 51.1543148, 8.2860064 51.1543614, 8.2859943 51.1544078, 8.2859609 51.1544499)",1,,50,roundabout,
29290095,Wimereuxstraße,residential,False,True,89.457,"LINESTRING (8.2852019 51.1490329, 8.2839425 51.1488809)",,,,,
364424200,Oststraße,residential,False,False,145.7,"LINESTRING (8.2852019 51.1490329, 8.2850845 51.1494266, 8.2848105 51.15032)",2,,,,
29176139,Paul-Falke-Platz,residential,False,False,107.644,"LINESTRING (8.2831948 51.1513959, 8.2816809 51.1512078)",,,,,
29176138,Weststraße,residential,False,True,96.224,"LINESTRING (8.2831948 51.1513959, 8.2831808 51.1515145, 8.2832054 51.1516002, 8.283283 51.1517245, 8.2833541 51.1518081, 8.2834169 51.15188, 8.2836279 51.1521158, 8.2837379 51.1521537)",,,30,,
29289725,Weststraße,residential,False,False,139.832,"LINESTRING (8.2831948 51.1513959, 8.2832239 51.1512985, 8.2835634 51.1501598)",,,30,,
29176139,Paul-Falke-Platz,residential,False,True,107.644,"LINESTRING (8.2816809 51.1512078, 8.2831948 51.1513959)",,,,,
47504924,Poststraße,residential,False,True,15.064,"LINESTRING (8.2816809 51.1512078, 8.2817539 51.1510803)",,,,,
"[47504924, 29176140]",Poststraße,residential,False,False,155.124,"LINESTRING (8.2816809 51.1512078, 8.2816157 51.1514947, 8.2815904 51.1516061, 8.2815709 51.1517123, 8.281411 51.1519156, 8.2813308 51.152051, 8.2812739 51.1521902, 8.2811679 51.1524611, 8.281134 51.1525084, 8.2810965 51.152541)",,,,,
"[29176140, 47504924]",Poststraße,residential,False,True,155.124,"LINESTRING (8.2810965 51.152541, 8.281134 51.1525084, 8.2811679 51.1524611, 8.2812739 51.1521902, 8.2813308 51.152051, 8.281411 51.1519156, 8.2815709 51.1517123, 8.2815904 51.1516061, 8.2816157 51.1514947, 8.2816809 51.1512078)",,,,,
"[1140291866, 29259149, 282277999]",Poststraße,residential,False,False,77.905,"LINESTRING (8.2810965 51.152541, 8.2811968 51.1525773, 8.2812328 51.1525879, 8.281271 51.1525961, 8.2813182 51.1525995, 8.2815842 51.1525766, 8.2818395 51.1525538, 8.2819542 51.1525447, 8.2820457 51.1525382, 8.2821403 51.1525315, 8.2821845 51.1525308)",,2862,30,,
"[46481316, 1215522984, 282277997, 1216607663, 29259455]",Poststraße,"['residential', 'tertiary']",False,False,265.69599999999997,"LINESTRING (8.2810965 51.152541, 8.2810439 51.1525681, 8.2809639 51.1525917, 8.2808574 51.1526043, 8.2806838 51.1526255, 8.2804449 51.1526454, 8.2802078 51.1526586, 8.2800675 51.1526636, 8.2799337 51.1526623, 8.2797987 51.1526605, 8.2796663 51.1526554, 8.2795407 51.1526486, 8.2794401 51.1526415, 8.2793473 51.1526279, 8.2792552 51.1526094, 8.279174 51.1525894, 8.2791012 51.1525644, 8.2790105 51.1525237, 8.2789588 51.1524948, 8.2789044 51.1524582, 8.2788533 51.1524143, 8.2788143 51.1523639, 8.2787865 51.1523142, 8.2787604 51.1522501, 8.2787496 51.1521826, 8.278751 51.1521447, 8.2787577 51.1521067, 8.2787869 51.1520419, 8.2788266 51.1519812, 8.2788854 51.1519179, 8.2789469 51.1518635, 8.279058 51.1517718, 8.2791385 51.1517124, 8.2792394 51.1516356)",2,,,,
"[27201016, 27201018, 27201020, 342135439]",Tunnel Schmallenberg,primary,False,True,573.9049999999999,"LINESTRING (8.2792394 51.1516356, 8.2794115 51.1517329, 8.2796743 51.1518708, 8.2800069 51.1520105, 8.2802805 51.1521013, 8.2806292 51.1521871, 8.2808093 51.1522228, 8.280994 51.1522511, 8.2827517 51.1524589, 8.2832257 51.1525383, 8.2834296 51.1525792, 8.2836349 51.1526401, 8.2842555 51.152882, 8.2844594 51.1529728, 8.2845828 51.15303, 8.2847115 51.1531007, 8.2848698 51.1531915, 8.2851112 51.153348, 8.2853257 51.1535045, 8.2854979 51.1536565, 8.2857067 51.1538767, 8.2857964 51.1539876, 8.2858389 51.1540652, 8.2858554 51.1541281, 8.2858608 51.1541656, 8.2858488 51.1542138)",2,B 236,"['50', '70']",,yes
"[46481316, 1215522984, 282277997, 1216607663, 29259455]",Poststraße,"['residential', 'tertiary']",False,True,265.696,"LINESTRING (8.2792394 51.1516356, 8.2791385 51.1517124, 8.279058 51.1517718, 8.2789469 51.1518635, 8.2788854 51.1519179, 8.2788266 51.1519812, 8.2787869 51.1520419, 8.2787577 51.1521067, 8.278751 51.1521447, 8.2787496 51.1521826, 8.2787604 51.1522501, 8.2787865 51.1523142, 8.2788143 51.1523639, 8.2788533 51.1524143, 8.2789044 51.1524582, 8.2789588 51.1524948, 8.2790105 51.1525237, 8.2791012 51.1525644, 8.279174 51.1525894, 8.2792552 51.1526094, 8.2793473 51.1526279, 8.2794401 51.1526415, 8.2795407 51.1526486, 8.2796663 51.1526554, 8.2797987 51.1526605, 8.2799337 51.1526623, 8.2800675 51.1526636, 8.2802078 51.1526586, 8.2804449 51.1526454, 8.2806838 51.1526255, 8.2808574 51.1526043, 8.2809639 51.1525917, 8.2810439 51.1525681, 8.2810965 51.152541)",2,,,,
"[736292626, 736292627, 255564516]",Sunthelle,primary,False,False,311.68,"LINESTRING (8.2792394 51.1516356, 8.2790056 51.1514673, 8.2788561 51.151346, 8.2786716 51.1511636, 8.2784781 51.1509253, 8.2783191 51.1506102, 8.2782559 51.1504293, 8.2782162 51.1502418, 8.2781857 51.1500252, 8.2781508 51.1496803, 8.2781206 51.149135, 8.278113 51.1490056)","['2', '3']",B 236,70,,
29289725,Weststraße,residential,False,False,142.489,"LINESTRING (8.2835634 51.1501598, 8.2839363 51.1488999)",,,30,,
29291517,Synagogenstraße,residential,False,False,88.791,"LINESTRING (8.2835634 51.1501598, 8.2848105 51.15032)",,,,,
29289725,Weststraße,residential,False,True,139.832,"LINESTRING (8.2835634 51.1501598, 8.2832239 51.1512985, 8.2831948 51.1513959)",,,30,,
29291518,Oberer Hagen,residential,False,True,92.90400000000001,"LINESTRING (8.2835634 51.1501598, 8.2828532 51.1500707, 8.282353 51.1500079, 8.2823099 51.1500017, 8.2822587 51.1499923)",,,,,
29289725,Weststraße,residential,False,False,2.157,"LINESTRING (8.2839363 51.1488999, 8.2839425 51.1488809)",,,30,,
29289725,Weststraße,residential,False,True,142.489,"LINESTRING (8.2839363 51.1488999, 8.2835634 51.1501598)",,,30,,
29291675,Elisabethstraße,residential,False,False,100.892,"LINESTRING (8.2839363 51.1488999, 8.2830994 51.1487968, 8.282517 51.148725)",,,,,
29291517,Synagogenstraße,residential,False,True,88.791,"LINESTRING (8.2848105 51.15032, 8.2835634 51.1501598)",,,,,
364424200,Oststraße,residential,False,False,4.192,"LINESTRING (8.2848105 51.15032, 8.284799 51.150357)",2,,,,
364424200,Oststraße,residential,False,True,145.7,"LINESTRING (8.2848105 51.15032, 8.2850845 51.1494266, 8.2852019 51.1490329)",2,,,,
406810042,Gartenstraße,residential,False,True,49.236,"LINESTRING (8.2822587 51.1499923, 8.2820858 51.1504216)",,,,,
29291518,Oberer Hagen,residential,False,False,92.904,"LINESTRING (8.2822587 51.1499923, 8.2823099 51.1500017, 8.282353 51.1500079, 8.2828532 51.1500707, 8.2835634 51.1501598)",,,,,
29291518,Oberer Hagen,residential,False,True,187.50299999999996,"LINESTRING (8.2822587 51.1499923, 8.2822347 51.1499602, 8.282212 51.1499378, 8.2820964 51.1498469, 8.2819943 51.1497645, 8.28187 51.1496337, 8.2817892 51.1494928, 8.2817662 51.1494226, 8.2817586 51.1493408, 8.2817696 51.1492512, 8.2818435 51.1490929, 8.2821541 51.1486866, 8.2821998 51.1486695, 8.2822419 51.1486656, 8.282517 51.148725)",,,,,
406810042,Gartenstraße,residential,False,False,49.236,"LINESTRING (8.2820858 51.1504216, 8.2822587 51.1499923)",,,,,
29324643,Gartenstraße,residential,False,False,259.071,"LINESTRING (8.2820858 51.1504216, 8.2815077 51.1503633, 8.2814614 51.1503381, 8.2813473 51.1502179, 8.2811333 51.1500008, 8.281024 51.1499136, 8.2809639 51.1498539, 8.2809313 51.1497895, 8.2809244 51.1497265, 8.2809422 51.1496039, 8.2810804 51.1492041, 8.2814537 51.1486813, 8.2815203 51.1485777)",,,,,
406810042,Gartenstraße,residential,False,True,77.084,"LINESTRING (8.2820858 51.1504216, 8.2820512 51.1505686, 8.2819012 51.15082, 8.2817539 51.1510803)",,,,,
29291518,Oberer Hagen,residential,False,False,187.50299999999996,"LINESTRING (8.282517 51.148725, 8.2822419 51.1486656, 8.2821998 51.1486695, 8.2821541 51.1486866, 8.2818435 51.1490929, 8.2817696 51.1492512, 8.2817586 51.1493408, 8.2817662 51.1494226, 8.2817892 51.1494928, 8.28187 51.1496337, 8.2819943 51.1497645, 8.2820964 51.1498469, 8.282212 51.1499378, 8.2822347 51.1499602, 8.2822587 51.1499923)",,,,,
29291675,Elisabethstraße,residential,False,True,100.892,"LINESTRING (8.282517 51.148725, 8.2830994 51.1487968, 8.2839363 51.1488999)",,,,,
29324643,Gartenstraße,residential,False,True,259.071,"LINESTRING (8.2815203 51.1485777, 8.2814537 51.1486813, 8.2810804 51.1492041, 8.2809422 51.1496039, 8.2809244 51.1497265, 8.2809313 51.1497895, 8.2809639 51.1498539, 8.281024 51.1499136, 8.2811333 51.1500008, 8.2813473 51.1502179, 8.2814614 51.1503381, 8.2815077 51.1503633, 8.2820858 51.1504216)",,,,,
29325044,Selbend,residential,False,False,23.216,"LINESTRING (8.2855362 51.1502326, 8.2854604 51.1504359)",,,,,
29325045,Selbend,residential,False,False,79.541,"LINESTRING (8.2854952 51.1517141, 8.2843557 51.1516856)",,,,,
335582804,Selbend,residential,False,False,242.32199999999997,"LINESTRING (8.2854952 51.1517141, 8.285556 51.1520884, 8.2856154 51.1523667, 8.2857923 51.1526968, 8.2862044 51.1531737, 8.286351 51.1533425, 8.2864709 51.1535453, 8.2866188 51.1537481)",,,,,
"[29325044, 335582804]",Selbend,residential,False,True,143.091,"LINESTRING (8.2854952 51.1517141, 8.2853817 51.1511356, 8.2853662 51.1508588, 8.2854604 51.1504359)",,,,,
335582804,Selbend,residential,False,True,242.322,"LINESTRING (8.2866188 51.1537481, 8.2864709 51.1535453, 8.286351 51.1533425, 8.2862044 51.1531737, 8.2857923 51.1526968, 8.2856154 51.1523667, 8.285556 51.1520884, 8.2854952 51.1517141)",,,,,
29325044,Selbend,residential,False,True,23.216,"LINESTRING (8.2854604 51.1504359, 8.2855362 51.1502326)",,,,,
"[29325044, 335582804]",Selbend,residential,False,False,143.091,"LINESTRING (8.2854604 51.1504359, 8.2853662 51.1508588, 8.2853817 51.1511356, 8.2854952 51.1517141)",,,,,
35014941,Bahnhofstraße,secondary,False,False,189.68800000000002,"LINESTRING (8.2839277 51.1529109, 8.2840258 51.1529887, 8.2842362 51.1531301, 8.284488 51.1532767, 8.2848336 51.1535255, 8.2851113 51.1537556, 8.2852184 51.1538591, 8.2852859 51.1539376, 8.2853408 51.1540205, 8.2854276 51.1541239, 8.2854518 51.1541632, 8.2854849 51.1541962, 8.2855769 51.15425)",2,L 737,50,,
826142349,,secondary,True,False,19.519000000000002,"LINESTRING (8.2839277 51.1529109, 8.2838913 51.1529292, 8.2838479 51.15294, 8.2838015 51.1529425, 8.2837559 51.1529364, 8.2837151 51.1529222, 8.2836826 51.1529012)",,,50,roundabout,
"[771934836, 34324989]",Oststraße,residential,False,True,68.68,"LINESTRING (8.2837401 51.1527544, 8.2836966 51.1526632, 8.2836622 51.1525407, 8.2836369 51.1524337, 8.2836409 51.1523509, 8.2836549 51.1522973, 8.2837379 51.1521537)",2,,,,
826142349,,secondary,True,False,13.988,"LINESTRING (8.2837401 51.1527544, 8.2837879 51.1527449, 8.2838381 51.1527452, 8.2838855 51.1527553, 8.2839256 51.1527742)",,,50,roundabout,
826142349,,secondary,True,False,16.695999999999998,"LINESTRING (8.2839256 51.1527742, 8.2839533 51.1527987, 8.283968 51.1528273, 8.2839684 51.1528573, 8.2839546 51.1528861, 8.2839277 51.1529109)",,,50,roundabout,
1211055649,,residential,False,False,20.695,"LINESTRING (8.2839256 51.1527742, 8.2839878 51.1527619, 8.2840322 51.1527542, 8.2840801 51.1527477, 8.2842165 51.1527493)",,,,,
37117819,Wormbacher Straße,residential,False,True,58.216,"LINESTRING (8.2830595 51.1560345, 8.2831295 51.1555128)",,,,,
646759402,Wormbacher Straße,residential,False,False,19.928,"LINESTRING (8.2830595 51.1560345, 8.28302 51.156212)",,,,,
37143198,Leostraße,residential,False,True,156.471,"LINESTRING (8.2830595 51.1560345, 8.2838759 51.1562953, 8.2840972 51.1563789, 8.2842468 51.1564631, 8.2843432 51.1565286, 8.2844246 51.1566137, 8.2845368 51.1567791, 8.2846053 51.1569501)",,,,,
37143198,Leostraße,residential,False,False,156.47099999999998,"LINESTRING (8.2846053 51.1569501, 8.2845368 51.1567791, 8.2844246 51.1566137, 8.2843432 51.1565286, 8.2842468 51.1564631, 8.2840972 51.1563789, 8.2838759 51.1562953, 8.2830595 51.1560345)",,,,,
"[27201019, 343075918, 343075903]",Obringhauser Straße,tertiary,False,True,290.06200000000007,"LINESTRING (8.2856085 51.1565115, 8.2855847 51.1563629, 8.2855711 51.1562206, 8.2855513 51.1561418, 8.2855168 51.156048, 8.2854391 51.1558812, 8.2854221 51.15584, 8.2852821 51.1555494, 8.2852004 51.1553506, 8.2851047 51.1550128, 8.2850046 51.154735, 8.2849553 51.1546258, 8.2848265 51.1544126, 8.2846588 51.154206, 8.2845086 51.1540136)",,K 31,"['50', '30']",,
47504877,Vor der Lake,residential,False,False,88.973,"LINESTRING (8.2894586 51.1554867, 8.2896497 51.1553741, 8.2897135 51.1553365, 8.2900593 51.155126, 8.2903516 51.1549163)",,,,,
47504892,Auf der Lake,residential,False,True,179.15000000000003,"LINESTRING (8.2894586 51.1554867, 8.2892954 51.155417, 8.289105 51.1553478, 8.288768 51.1552468, 8.288485 51.1551675, 8.2882451 51.1551138, 8.288234 51.1551113, 8.2881846 51.1551002, 8.2878775 51.1550449, 8.2876803 51.1550228, 8.2875837 51.1550211, 8.287502 51.1550314, 8.2873799 51.1550632, 8.2872892 51.1550924, 8.2871201 51.1551755)",,,,,
47504877,Vor der Lake,residential,False,True,88.97299999999998,"LINESTRING (8.2903516 51.1549163, 8.2900593 51.155126, 8.2897135 51.1553365, 8.2896497 51.1553741, 8.2894586 51.1554867)",,,,,
47599995,Alter Sportplatz Lake,residential,False,False,143.68800000000002,"LINESTRING (8.2903516 51.1549163, 8.2902593 51.154843, 8.2897513 51.154543, 8.2895652 51.1544263, 8.2894208 51.1543431, 8.2892817 51.1542387, 8.2892166 51.1541849, 8.2891663 51.1541138, 8.2891213 51.153991, 8.2890987 51.1539268)",,,,,
47599995,Alter Sportplatz Lake,residential,False,True,143.688,"LINESTRING (8.2890987 51.1539268, 8.2891213 51.153991, 8.2891663 51.1541138, 8.2892166 51.1541849, 8.2892817 51.1542387, 8.2894208 51.1543431, 8.2895652 51.1544263, 8.2897513 51.154543, 8.2902593 51.154843, 8.2903516 51.1549163)",,,,,
47504932,Kampstraße,residential,False,False,43.817,"LINESTRING (8.2809237 51.1536679, 8.2802974 51.1536989)",,,,,
47504912,Ringstraße,residential,False,True,307.986,"LINESTRING (8.2809237 51.1536679, 8.2808262 51.1542949, 8.2807755 51.1547026, 8.2807815 51.1547228, 8.2807977 51.1547392, 8.2810432 51.1548901, 8.2811893 51.1549751, 8.2815039 51.15481, 8.2816427 51.1547694, 8.2817281 51.1547512, 8.2820372 51.1547269, 8.2832215 51.1547857)",,,,,
47504932,Kampstraße,residential,False,True,172.724,"LINESTRING (8.2809237 51.1536679, 8.282439 51.153599, 8.2833056 51.1535494, 8.2833926 51.1535485)",,,,,
47504912,Ringstraße,residential,False,False,307.986,"LINESTRING (8.2832215 51.1547857, 8.2820372 51.1547269, 8.2817281 51.1547512, 8.2816427 51.1547694, 8.2815039 51.15481, 8.2811893 51.1549751, 8.2810432 51.1548901, 8.2807977 51.1547392, 8.2807815 51.1547228, 8.2807755 51.1547026, 8.2808262 51.1542949, 8.2809237 51.1536679)",,,,,
445918630,Wormbacher Straße,secondary,False,False,29.012,"LINESTRING (8.2832215 51.1547857, 8.2832068 51.1548511, 8.2831875 51.1549126, 8.283159 51.1549508, 8.2831352 51.1549755, 8.2830748 51.1550235)",2,L 737,50,,
"[343075814, 445918630, 1140292279]",Wormbacher Straße,secondary,False,True,138.096,"LINESTRING (8.2832215 51.1547857, 8.2832717 51.1544137, 8.283292 51.154236, 8.2833624 51.1537158, 8.2833926 51.1535485)",2,L 737,50,,
29259453,,secondary,False,True,42.653999999999996,"LINESTRING (8.2833926 51.1535485, 8.2834489 51.1532013, 8.2834562 51.153167)",2,L 737,50,,
47504932,Kampstraße,residential,False,False,172.724,"LINESTRING (8.2833926 51.1535485, 8.2833056 51.1535494, 8.282439 51.153599, 8.2809237 51.1536679)",,,,,
"[445918630, 343075814, 1140292279]",Wormbacher Straße,secondary,False,False,138.096,"LINESTRING (8.2833926 51.1535485, 8.2833624 51.1537158, 8.283292 51.154236, 8.2832717 51.1544137, 8.2832215 51.1547857)",2,L 737,50,,
47504932,Kampstraße,residential,False,True,43.817,"LINESTRING (8.2802974 51.1536989, 8.2809237 51.1536679)",,,,,
47586216,Bergstraße,residential,False,False,106.667,"LINESTRING (8.28302 51.156212, 8.2816561 51.1557779)",,,,,
646759402,Wormbacher Straße,residential,False,True,19.928,"LINESTRING (8.28302 51.156212, 8.2830595 51.1560345)",,,,,
646759402,Wormbacher Straße,residential,False,False,67.792,"LINESTRING (8.28302 51.156212, 8.2829753 51.1565357, 8.2829295 51.156819)",,,,,
343075823,Werper Straße,secondary,False,False,6.427,"LINESTRING (8.2811623 51.1556106, 8.2810861 51.1556431)",2,L 737,50,,
47586216,Bergstraße,residential,False,True,39.193,"LINESTRING (8.2811623 51.1556106, 8.2812725 51.1556566, 8.2816561 51.1557779)",,,,,
343075823,Werper Straße,secondary,False,True,155.34600000000003,"LINESTRING (8.2811623 51.1556106, 8.2816762 51.1553272, 8.2817957 51.1552618, 8.2819075 51.1552079, 8.2819842 51.1551842, 8.2820564 51.1551706, 8.2821664 51.1551599, 8.2822711 51.1551573, 8.2825377 51.1551672, 8.2826583 51.1551623, 8.2827773 51.1551415, 8.282875 51.1551165, 8.2829666 51.1550808, 8.283023 51.1550531, 8.2830748 51.1550235)",2,L 737,50,,
47586884,Werper Straße,residential,False,True,69.614,"LINESTRING (8.2800898 51.1556048, 8.2809397 51.1556375, 8.2810861 51.1556431)",,,,,
47586226,Marienstraße,residential,False,False,175.044,"LINESTRING (8.2829295 51.156819, 8.2827019 51.156768, 8.2822513 51.1566334, 8.2818543 51.1564854, 8.2806829 51.1561214)",,,,,
646759402,Wormbacher Straße,residential,False,True,67.792,"LINESTRING (8.2829295 51.156819, 8.2829753 51.1565357, 8.28302 51.156212)",,,,,
47586227,Dhamstraße,residential,False,False,74.336,"LINESTRING (8.2806829 51.1561214, 8.280093 51.1566782)",,,,,
47586226,Marienstraße,residential,False,True,175.04399999999998,"LINESTRING (8.2806829 51.1561214, 8.2818543 51.1564854, 8.2822513 51.1566334, 8.2827019 51.156768, 8.2829295 51.156819)",,,,,
47586227,Dhamstraße,residential,False,True,46.006,"LINESTRING (8.2806829 51.1561214, 8.2807921 51.156016, 8.2808753 51.1559352, 8.2808961 51.155894, 8.2808968 51.1558528, 8.280855 51.1557486)",,,,,
364424198,Werper Straße,secondary,False,True,19.935,"LINESTRING (8.280855 51.1557486, 8.2810861 51.1556431)",2,L 737,50,,
47586227,Dhamstraße,residential,False,False,46.006,"LINESTRING (8.280855 51.1557486, 8.2808968 51.1558528, 8.2808961 51.155894, 8.2808753 51.1559352, 8.2807921 51.156016, 8.2806829 51.1561214)",,,,,
47586227,Dhamstraße,residential,False,True,74.336,"LINESTRING (8.280093 51.1566782, 8.2806829 51.1561214)",,,,,
343075823,Werper Straße,secondary,False,True,6.427,"LINESTRING (8.2810861 51.1556431, 8.2811623 51.1556106)",2,L 737,50,,
364424198,Werper Straße,secondary,False,False,19.935,"LINESTRING (8.2810861 51.1556431, 8.280855 51.1557486)",2,L 737,50,,
47586884,Werper Straße,residential,False,False,69.614,"LINESTRING (8.2810861 51.1556431, 8.2809397 51.1556375, 8.2800898 51.1556048)",,,,,
29259454,,primary,True,False,21.72,"LINESTRING (8.2859609 51.1544499, 8.2859068 51.154485, 8.2858381 51.154508, 8.2857615 51.1545166, 8.2856843 51.1545101)",1,,50,roundabout,
"[736292628, 736292630]",Bahnhofstraße,primary,False,True,114.953,"LINESTRING (8.2859609 51.1544499, 8.2860558 51.1544868, 8.2861711 51.1545717, 8.2863253 51.1547046, 8.2865161 51.1548507, 8.2866163 51.1549039, 8.2871201 51.1551755)","['2', '3']",B 236,50,,
"[27201019, 343075918, 343075903]",Obringhauser Straße,tertiary,False,False,290.062,"LINESTRING (8.2845086 51.1540136, 8.2846588 51.154206, 8.2848265 51.1544126, 8.2849553 51.1546258, 8.2850046 51.154735, 8.2851047 51.1550128, 8.2852004 51.1553506, 8.2852821 51.1555494, 8.2854221 51.15584, 8.2854391 51.1558812, 8.2855168 51.156048, 8.2855513 51.1561418, 8.2855711 51.1562206, 8.2855847 51.1563629, 8.2856085 51.1565115)",,K 31,"['50', '30']",,
27201019,Obringhauser Straße,tertiary,False,True,121.805,"LINESTRING (8.2845086 51.1540136, 8.2842892 51.1537581, 8.2839631 51.1534111, 8.2838686 51.1533472, 8.2837211 51.1532833, 8.2834562 51.153167)",,K 31,50,,
48963038,Valentinstraße,residential,False,False,184.191,"LINESTRING (8.2845086 51.1540136, 8.2844653 51.1540458, 8.2844227 51.1540854, 8.2843802 51.1541538, 8.2843315 51.1543854, 8.2842998 51.1546729, 8.2842234 51.1554217, 8.2841967 51.1556421)",,,,,
48963040,An der Winnscheidt,residential,False,False,84.296,"LINESTRING (8.2841967 51.1556421, 8.2831675 51.1552446)",,,,,
48963038,Valentinstraße,residential,False,True,184.19100000000003,"LINESTRING (8.2841967 51.1556421, 8.2842234 51.1554217, 8.2842998 51.1546729, 8.2843315 51.1543854, 8.2843802 51.1541538, 8.2844227 51.1540854, 8.2844653 51.1540458, 8.2845086 51.1540136)",,,,,
48963040,An der Winnscheidt,residential,False,True,106.803,"LINESTRING (8.2841967 51.1556421, 8.2848998 51.1559762, 8.285388 51.1562447)",,,,,
48963040,An der Winnscheidt,residential,False,False,106.803,"LINESTRING (8.285388 51.1562447, 8.2848998 51.1559762, 8.2841967 51.1556421)",,,,,
