osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,width,junction,bridge,tunnel,access
"[301550475, 818014023]",,K 1050,Weilerbergstraße,tertiary,False,False,156.69299999999996,30,"LINESTRING (9.1259485 48.6359271, 9.1260238 48.6359298, 9.1265706 48.6359377, 9.1271837 48.6359573, 9.1274649 48.6359524, 9.1275821 48.6359527, 9.1277331 48.6359659, 9.1279237 48.6359983, 9.1280706 48.6360132)",5,,,,
"[805562947, 818014023]",,K 1050,Weilerbergstraße,tertiary,False,True,25.932000000000002,30,"LINESTRING (9.1259485 48.6359271, 9.1256402 48.6359162, 9.1255961 48.6359146)",5,,,,
238258374,1,L 1208,Tübinger Straße,secondary,True,False,36.839999999999996,50,"LINESTRING (9.1285174 48.6359034, 9.1285597 48.6358652, 9.1286211 48.6357837, 9.1286855 48.6357281, 9.1288324 48.6356527)",,,,,
1026112652,1,L 1208,,secondary,True,False,11.654,50,"LINESTRING (9.1285174 48.6359034, 9.1285569 48.6359009, 9.1285962 48.6359039, 9.1286337 48.6359125, 9.1286676 48.6359261)",5.5,roundabout,,,
818008463,1,L 1208,,secondary,True,False,27.495,50,"LINESTRING (9.1286676 48.6359261, 9.1287075 48.6359538, 9.1287326 48.6359884, 9.1287402 48.6360263, 9.1287321 48.636059, 9.1287112 48.636089, 9.1286787 48.6361143, 9.1286373 48.6361329)",5.5,roundabout,,,
237695845,2,L 1208,,secondary,False,False,71.63,50,"LINESTRING (9.1287122 48.6373487, 9.1286377 48.6371489, 9.1286129 48.6369548, 9.1286091 48.6367112)",,,,,
"[557953126, 440072463]",1,L 1208,,secondary,True,False,19.346,50,"LINESTRING (9.1287122 48.6373487, 9.1287468 48.6374299, 9.1287576 48.6374764, 9.1287635 48.6375188)",,,,,
475579016,,,Im Rohr,residential,False,True,69.738,,"LINESTRING (9.125751 48.6371197, 9.1258374 48.6371081, 9.1259235 48.637197, 9.1260465 48.637321, 9.1261693 48.6374447, 9.126308 48.6375845)",,,,,
162110191,2,L 1185,Alfred-Ritter-Straße,secondary,False,False,37.929,50,"LINESTRING (9.126308 48.6375845, 9.1263411 48.6375724, 9.1265447 48.6375074, 9.1266775 48.6374729, 9.1267819 48.637451)",6.5,,,,
475579016,,,Im Rohr,residential,False,False,69.738,,"LINESTRING (9.126308 48.6375845, 9.1261693 48.6374447, 9.1260465 48.637321, 9.1259235 48.637197, 9.1258374 48.6371081, 9.125751 48.6371197)",,,,,
440072466,1,L 1208,,secondary,True,False,23.036,50,"LINESTRING (9.1286487 48.6365059, 9.1286342 48.6366177, 9.1286091 48.6367112)",,,,,
"[39394312, 512073361, 816889045]",,,Auf dem Graben,residential,False,True,65.447,20,"LINESTRING (9.1286487 48.6365059, 9.1287093 48.6365051, 9.1287589 48.6365069, 9.1289335 48.6365176, 9.1292815 48.63665, 9.1293664 48.6366824, 9.1294187 48.6366832, 9.1294655 48.6366666)",,,,,
816878055,,,Alfred-Ritter-Straße,living_street,False,True,22.97,30,"LINESTRING (9.1285621 48.6365889, 9.1285242 48.636599, 9.1282834 48.6366822)",,,,,
"[818008464, 440072465]",1,L 1208,,secondary,True,False,50.573,50,"LINESTRING (9.1285621 48.6365889, 9.128553 48.6364592, 9.1285509 48.6364094, 9.1285357 48.63628, 9.1285314 48.6362484, 9.1285076 48.6361681, 9.1284916 48.6361381)",,,,,
22929486,,,Ramsbergstraße,residential,False,False,193.159,30,"LINESTRING (9.1338125 48.6329888, 9.134072 48.6332346, 9.1343246 48.6334739, 9.1347288 48.6338449, 9.1349736 48.6340768, 9.13505 48.6341891, 9.1350639 48.6343036, 9.1350605 48.6344713)",,,,,
11405652,,,Marktstraße,living_street,True,False,44.754,,"LINESTRING (9.1318302 48.6368335, 9.1320047 48.6368221, 9.1321951 48.6368381, 9.132431 48.6368731)",,,,,
238259892,,,Danneckerstraße,living_street,True,False,28.317,,"LINESTRING (9.1318302 48.6368335, 9.1319226 48.6370591, 9.1319315 48.6370792)",,,,,
