osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,width,junction,bridge,tunnel,access
11168435,,,Hintere Seestraße,residential,False,False,186.321,30,"LINESTRING (9.13351 48.6364148, 9.1336203 48.6366796, 9.1336368 48.6367191, 9.1336909 48.6369028, 9.1337021 48.6370051, 9.1337019 48.6371422, 9.1336892 48.6373721, 9.1336501 48.6374563, 9.1335928 48.6375103, 9.1334868 48.6375665, 9.1331864 48.6376799, 9.1330119 48.6377337, 9.1329341 48.6377424, 9.1328568 48.6377379)",,,,,
961970288,2,,Bahnhofstraße,residential,False,False,50.627,50,"LINESTRING (9.13351 48.6364148, 9.1340078 48.6363674, 9.1341913 48.6363472)",,,,,
961970288,2,,Bahnhofstraße,residential,False,True,37.316,50,"LINESTRING (9.13351 48.6364148, 9.1330837 48.6364514, 9.1330059 48.6364482)",,,,,
"[11301960, 818304924, 818304925]",1,,Unter der Mauer,residential,False,False,185.08599999999998,30,"LINESTRING (9.1303873 48.6366605, 9.1306307 48.6366377, 9.1308172 48.6366204, 9.1310036 48.6365978, 9.1311874 48.6365819, 9.1313208 48.6365705, 9.1314981 48.6365571, 9.1315332 48.6365547, 9.1316192 48.6365565, 9.131717 48.6365673, 9.1317309 48.6365684, 9.1318649 48.636579, 9.1318861 48.6365807, 9.1319977 48.6365928, 9.1320409 48.6366096, 9.1321829 48.6366649, 9.1322238 48.6366876, 9.132381 48.6367456, 9.1325891 48.6367764, 9.1327225 48.6367894, 9.1328177 48.6367995)",,,,building_passage,
11301958,,,Unter der Mauer,residential,False,False,38.263,,"LINESTRING (9.1328177 48.6367995, 9.132838 48.6368423, 9.1328835 48.6370276, 9.1328955 48.6370896, 9.132901 48.6371385)",,,,,
11301960,1,,Unter der Mauer,residential,False,False,19.369999999999997,,"LINESTRING (9.1328177 48.6367995, 9.1328766 48.6367454, 9.1329467 48.6367131, 9.1330168 48.6366916)",,,,,
"[11301960, 818304924, 818304925]",1,,Unter der Mauer,residential,False,True,185.08599999999998,30,"LINESTRING (9.1328177 48.6367995, 9.1327225 48.6367894, 9.1325891 48.6367764, 9.132381 48.6367456, 9.1322238 48.6366876, 9.1321829 48.6366649, 9.1320409 48.6366096, 9.1319977 48.6365928, 9.1318861 48.6365807, 9.1318649 48.636579, 9.1317309 48.6365684, 9.131717 48.6365673, 9.1316192 48.6365565, 9.1315332 48.6365547, 9.1314981 48.6365571, 9.1313208 48.6365705, 9.1311874 48.6365819, 9.1310036 48.6365978, 9.1308172 48.6366204, 9.1306307 48.6366377, 9.1303873 48.6366605)",,,,building_passage,
11168263,,,Vordere Seestraße,residential,False,False,103.547,30,"LINESTRING (9.1330168 48.6366916, 9.1331268 48.6369365, 9.1331566 48.6369941, 9.1332263 48.6371291, 9.1332678 48.6372385, 9.1332712 48.6372946, 9.1332539 48.6373415, 9.1331965 48.6373867, 9.1330572 48.637472, 9.132975 48.637517)",,,,,
11168263,,,Vordere Seestraße,residential,False,True,27.659000000000002,30,"LINESTRING (9.1330168 48.6366916, 9.1329807 48.6366075, 9.1329807 48.6365155, 9.1330059 48.6364482)",,,,,
11301960,1,,Unter der Mauer,residential,False,True,19.369999999999997,,"LINESTRING (9.1330168 48.6366916, 9.1329467 48.6367131, 9.1328766 48.6367454, 9.1328177 48.6367995)",,,,,
22912392,,,Walddorfer Straße,residential,False,True,4.565,30,"LINESTRING (9.1326049 48.6357727, 9.1326151 48.6358132)",4.1,,,,
22912392,,,Walddorfer Straße,residential,False,False,88.837,30,"LINESTRING (9.1326049 48.6357727, 9.1325865 48.6356644, 9.1326035 48.6355903, 9.1326457 48.6355124, 9.1331487 48.6350967)",4.1,,,,
56322504,,,Blatterweg,residential,False,True,88.06900000000002,30,"LINESTRING (9.1326049 48.6357727, 9.1324353 48.6357026, 9.1315927 48.6354713, 9.1315179 48.6354432)",,,,,
56322955,,,Immenbachweg,residential,False,False,173.354,30,"LINESTRING (9.1326049 48.6357727, 9.132714 48.635706, 9.1327988 48.6356477, 9.1330314 48.6355598, 9.1333341 48.635478, 9.133538 48.6354096, 9.1337193 48.6353215, 9.1340841 48.6351443, 9.1343755 48.6349986, 9.1344456 48.6349786, 9.1345902 48.6349721)",,,,,
196701415,1,,Unter der Mauer,living_street,True,False,30.171000000000003,30,"LINESTRING (9.1300399 48.6368031, 9.1301097 48.6367724, 9.130211 48.636722, 9.1303075 48.6366826, 9.1303873 48.6366605)",,,,,
416738710,,,Marktstraße,living_street,True,False,123.99399999999999,,"LINESTRING (9.1300399 48.6368031, 9.1301751 48.6368268, 9.1303614 48.63684, 9.1304608 48.6368471, 9.1305479 48.6368497, 9.1306934 48.6368539, 9.1308629 48.6368589, 9.1311754 48.6368521, 9.1313297 48.6368372, 9.1315464 48.6368241, 9.1317177 48.6368294)",,,,,
416738719,,,Marktplatz,living_street,False,False,31.206,,"LINESTRING (9.1317177 48.6368294, 9.131693 48.6370909, 9.1316912 48.6371095)",,,,,
806841735,,,Marktstraße,living_street,True,False,8.358,,"LINESTRING (9.1317177 48.6368294, 9.1318071 48.6368368, 9.1318302 48.6368335)",,,,,
11405652,,,Marktstraße,living_street,True,False,47.31400000000001,,"LINESTRING (9.132431 48.6368731, 9.1325599 48.6369046, 9.1326704 48.6369427, 9.1327547 48.6369822, 9.1328792 48.6371083, 9.132901 48.6371385)",,,,,
34850492,,,Schönblick,residential,False,True,124.11699999999999,30,"LINESTRING (9.1289375 48.6396317, 9.1287224 48.6395205, 9.1283106 48.6393356, 9.1282213 48.6393126, 9.1281323 48.6393105, 9.1280132 48.639315, 9.1278813 48.6393288, 9.1275321 48.6393922, 9.1274208 48.6394188)",,,,,
818008464,1,L 1208,,secondary,True,False,14.031,50,"LINESTRING (9.1286091 48.6367112, 9.1285621 48.6365889)",,,,,
237695845,2,L 1208,,secondary,False,True,71.63,50,"LINESTRING (9.1286091 48.6367112, 9.1286129 48.6369548, 9.1286377 48.6371489, 9.1287122 48.6373487)",,,,,
27586597,,,Panoramaweg,residential,False,False,252.172,,"LINESTRING (9.1337384 48.6417056, 9.1338271 48.6417035, 9.1342233 48.6414513, 9.134367 48.641351, 9.1343569 48.641255, 9.134334 48.6412195, 9.1342136 48.6410331, 9.133976 48.6406259, 9.133672 48.64024, 9.1335296 48.6400549, 9.1333823 48.6399146, 9.1332927 48.63981)",,,,,
30170459,,K 1053,Echterdinger Straße,tertiary,False,False,316.946,50,"LINESTRING (9.1337384 48.6417056, 9.1338022 48.6415763, 9.1338435 48.6414791, 9.1338536 48.6414024, 9.1338563 48.6413338, 9.1338446 48.6412616, 9.1338176 48.641186, 9.1337852 48.6411354, 9.1337373 48.6410729, 9.1335484 48.640904, 9.1329975 48.6404846, 9.1325472 48.6401512, 9.1322104 48.6399175, 9.1321237 48.6398564, 9.1320193 48.6397493, 9.1319721 48.6396717, 9.1319329 48.6395813, 9.1319256 48.6395009, 9.1319083 48.6394115, 9.1318761 48.6393663, 9.1318223 48.6393339)",,,,,
30170525,2,L 1208,Stuttgarter Straße,secondary,False,False,24.935,50,"LINESTRING (9.1313767 48.6391963, 9.1315363 48.6393942)",,,,,
30170525,2,L 1208,Stuttgarter Straße,secondary,False,True,89.20100000000001,50,"LINESTRING (9.1313767 48.6391963, 9.131149 48.6389128, 9.1310656 48.6388122, 9.1309512 48.638702, 9.1308955 48.6386483, 9.1307355 48.638518)",,,,,
818461853,,,Alter Weg,residential,False,False,48.804,30,"LINESTRING (9.1313767 48.6391963, 9.1312659 48.6392134, 9.1311647 48.6391967, 9.1308955 48.639142, 9.1307445 48.6390989)",,,,,
13711100,2,,Echterdinger Straße,tertiary,False,False,22.437000000000005,50,"LINESTRING (9.1318223 48.6393339, 9.1317313 48.639337, 9.1316033 48.6393677, 9.1315363 48.6393942)",,,,,
30170459,,K 1053,Echterdinger Straße,tertiary,False,True,316.946,50,"LINESTRING (9.1318223 48.6393339, 9.1318761 48.6393663, 9.1319083 48.6394115, 9.1319256 48.6395009, 9.1319329 48.6395813, 9.1319721 48.6396717, 9.1320193 48.6397493, 9.1321237 48.6398564, 9.1322104 48.6399175, 9.1325472 48.6401512, 9.1329975 48.6404846, 9.1335484 48.640904, 9.1337373 48.6410729, 9.1337852 48.6411354, 9.1338176 48.641186, 9.1338446 48.6412616, 9.1338563 48.6413338, 9.1338536 48.6414024, 9.1338435 48.6414791, 9.1338022 48.6415763, 9.1337384 48.6417056)",,,,,
562149316,2,K 1053,Echterdinger Straße,tertiary,False,False,100.252,50,"LINESTRING (9.1318223 48.6393339, 9.1318448 48.6392843, 9.1318631 48.6392374, 9.1318931 48.6391889, 9.1319423 48.6391397, 9.1320094 48.6390842, 9.1323271 48.6388529, 9.1324642 48.6387451, 9.1325219 48.6386859, 9.1325709 48.6385962)",,,,,
406984218,,K 1053,Echterdinger Straße,tertiary,False,False,38.592,50,"LINESTRING (9.1325709 48.6385962, 9.1325748 48.6385728, 9.1325761 48.6385042, 9.1325594 48.6384435, 9.1325194 48.6383672, 9.1324818 48.6383174, 9.1324427 48.6382668)",,,,,
"[574833952, 406984243]",,,Lange Steige,residential,False,True,199.115,30,"LINESTRING (9.1325709 48.6385962, 9.1327217 48.6386117, 9.1329517 48.6386313, 9.1334743 48.6385823, 9.133522 48.6385714, 9.1336453 48.6385522, 9.1339444 48.6384951, 9.1342508 48.6384242, 9.1343994 48.6383559, 9.1346124 48.6382305, 9.1347644 48.6381364, 9.1349831 48.6379914)",,,,,destination
562149316,2,K 1053,Echterdinger Straße,tertiary,False,True,100.25199999999998,50,"LINESTRING (9.1325709 48.6385962, 9.1325219 48.6386859, 9.1324642 48.6387451, 9.1323271 48.6388529, 9.1320094 48.6390842, 9.1319423 48.6391397, 9.1318931 48.6391889, 9.1318631 48.6392374, 9.1318448 48.6392843, 9.1318223 48.6393339)",,,,,
"[805562947, 818014023]",,K 1050,Weilerbergstraße,tertiary,False,False,25.932000000000002,30,"LINESTRING (9.1255961 48.6359146, 9.1256402 48.6359162, 9.1259485 48.6359271)",5,,,,
805562947,,K 1050,Weilerbergstraße,tertiary,False,True,28.05,30,"LINESTRING (9.1255961 48.6359146, 9.1254211 48.6359083, 9.1253426 48.6358948, 9.1252361 48.6358511)",,,,,
22912392,,,Walddorfer Straße,residential,False,False,11.578,30,"LINESTRING (9.1337129 48.6341833, 9.1336717 48.6340828)",4.1,,,,
22912392,,,Walddorfer Straße,residential,False,True,113.334,30,"LINESTRING (9.1337129 48.6341833, 9.1337129 48.6342977, 9.1337062 48.6344013, 9.1336858 48.6345024, 9.1336343 48.6346189, 9.1335498 48.634737, 9.1334204 48.6348667, 9.1331487 48.6350967)",4.1,,,,
27198586,,,Im Holderbusch,living_street,False,True,116.72200000000001,,"LINESTRING (9.1337129 48.6341833, 9.1341747 48.6341374, 9.1342399 48.6341415, 9.1342866 48.6341691, 9.1343216 48.6342217, 9.1346364 48.6347398, 9.1346793 48.6347689)",5,,,,
22929466,,,Schlossgartenstraße,residential,False,True,43.959,30,"LINESTRING (9.1350605 48.6344713, 9.1350194 48.6345091, 9.1347999 48.6346315, 9.134734 48.6347, 9.1346793 48.6347689)",6,,,,
22929486,,,Ramsbergstraße,residential,False,True,193.159,30,"LINESTRING (9.1350605 48.6344713, 9.1350639 48.6343036, 9.13505 48.6341891, 9.1349736 48.6340768, 9.1347288 48.6338449, 9.1343246 48.6334739, 9.134072 48.6332346, 9.1338125 48.6329888)",,,,,
56322506,,,Brühlweg,residential,False,False,130.846,30,"LINESTRING (9.1350605 48.6344713, 9.1354144 48.6345841, 9.1357041 48.6346692, 9.1361511 48.6346762, 9.1365517 48.6346961, 9.1366073 48.6347062, 9.1367668 48.6347318)",,,,,
23364158,,,Steinenbergweg,residential,False,True,265.193,30,"LINESTRING (9.1299189 48.6393182, 9.130038 48.6393454, 9.1302238 48.6393724, 9.130337 48.6394167, 9.1304 48.6394746, 9.1304552 48.6395433, 9.1304787 48.6396232, 9.1305056 48.6397316, 9.1305614 48.6398388, 9.130645 48.639953, 9.1307462 48.6400391, 9.1309551 48.6401672, 9.131219 48.6402961, 9.1313062 48.6403387, 9.1319869 48.6406713, 9.1321104 48.6406922, 9.1322142 48.6406868, 9.1323506 48.6406353, 9.1324897 48.6405818)",,,,,
"[34850398, 323660511]",,,"['Am Sonnenhang', 'Steinenbergweg']",residential,False,"[False, True]",460.84400000000005,30,"LINESTRING (9.1299189 48.6393182, 9.1298621 48.6393875, 9.1298303 48.639428, 9.1297551 48.6397253, 9.1296694 48.6400661, 9.1296188 48.6401757, 9.1294983 48.6402682, 9.128619 48.6408105, 9.1284203 48.6409547, 9.1283476 48.6410253, 9.1283267 48.6410456, 9.1282983 48.6410731, 9.1282479 48.6411219, 9.1280748 48.6410285, 9.1279676 48.6409708, 9.1279352 48.6409533, 9.1279053 48.6409372, 9.1278284 48.6408634, 9.127793 48.6408195, 9.1275936 48.6405204, 9.127549 48.6404512, 9.1275276 48.6403994, 9.1275321 48.6403281, 9.1277417 48.6399693, 9.1277546 48.6399018, 9.1277121 48.6397933, 9.1274208 48.6394188)",,,,,
"[931701469, 34850398]",,,Am Sonnenhang,residential,False,False,302.424,30,"LINESTRING (9.1299189 48.6393182, 9.1297788 48.639282, 9.1296932 48.6392386, 9.1295053 48.6391433, 9.1292058 48.6390056, 9.1291646 48.6389875, 9.1289394 48.638907, 9.1287423 48.6388544, 9.1285023 48.6388082, 9.1282824 48.6387794, 9.1281128 48.638762, 9.1278839 48.6387536, 9.1276737 48.6387535, 9.1274632 48.638761, 9.1271724 48.638798, 9.127034 48.6388312, 9.1270068 48.6388851, 9.1270291 48.6389576, 9.12731 48.6392917, 9.1274208 48.6394188)",,,,,
329122059,2,L 1185,Gartenstraße,secondary,False,True,112.1,50,"LINESTRING (9.1282534 48.6376042, 9.1280148 48.6375265, 9.1277663 48.6374674, 9.1275272 48.6374333, 9.1273192 48.6374155, 9.1271175 48.6374175, 9.1267819 48.637451)",,,,,
440072462,1,L 1185,Gartenstraße,secondary,True,False,19.929000000000002,50,"LINESTRING (9.1282534 48.6376042, 9.1283951 48.6376014, 9.1284652 48.6375978, 9.1285229 48.6375892)",,,,,
27586597,,,Panoramaweg,residential,False,True,252.17199999999997,,"LINESTRING (9.1332927 48.63981, 9.1333823 48.6399146, 9.1335296 48.6400549, 9.133672 48.64024, 9.133976 48.6406259, 9.1342136 48.6410331, 9.134334 48.6412195, 9.1343569 48.641255, 9.134367 48.641351, 9.1342233 48.6414513, 9.1338271 48.6417035, 9.1337384 48.6417056)",,,,,
23364158,,,Steinenbergweg,residential,False,False,265.19300000000004,30,"LINESTRING (9.1324897 48.6405818, 9.1323506 48.6406353, 9.1322142 48.6406868, 9.1321104 48.6406922, 9.1319869 48.6406713, 9.1313062 48.6403387, 9.131219 48.6402961, 9.1309551 48.6401672, 9.1307462 48.6400391, 9.130645 48.639953, 9.1305614 48.6398388, 9.1305056 48.6397316, 9.1304787 48.6396232, 9.1304552 48.6395433, 9.1304 48.6394746, 9.130337 48.6394167, 9.1302238 48.6393724, 9.130038 48.6393454, 9.1299189 48.6393182)",,,,,
"[557952890, 557952891]","['2', '3']",L 1208,Stuttgarter Straße,secondary,False,True,149.49,50,"LINESTRING (9.1324897 48.6405818, 9.1320441 48.6400374, 9.1320206 48.6400074, 9.1319777 48.6399525, 9.1318408 48.6397815, 9.1315363 48.6393942)",,,,,
321951905,,K 1050,Weilerbergstraße,tertiary,False,True,34.111,50,"LINESTRING (9.1252361 48.6358511, 9.1248913 48.6356457)",,,,,
"[406984200, 219029549]",,,Altenhaustraße,residential,False,True,224.34199999999996,,"LINESTRING (9.1252361 48.6358511, 9.1251795 48.6358856, 9.1251178 48.6359104, 9.1243965 48.6360782, 9.1242444 48.6360864, 9.1241416 48.6361025, 9.1240092 48.6361336, 9.1239116 48.6361532, 9.1238489 48.6361543, 9.1238203 48.6361369, 9.123771 48.6360245, 9.1237636 48.6359903, 9.1237661 48.6359561, 9.1237833 48.6359236, 9.1238227 48.6358991, 9.123877 48.6358796, 9.1241382 48.6358258, 9.1243279 48.6357835, 9.1244733 48.6357607, 9.1245916 48.6357379, 9.1246976 48.6357249, 9.1247814 48.6357086, 9.1248306 48.6356858, 9.1248913 48.6356457)",,,,,
805562947,,K 1050,Weilerbergstraße,tertiary,False,False,28.05,30,"LINESTRING (9.1252361 48.6358511, 9.1253426 48.6358948, 9.1254211 48.6359083, 9.1255961 48.6359146)",,,,,
"[574833952, 406984243]",,,Lange Steige,residential,False,False,199.11499999999998,30,"LINESTRING (9.1349831 48.6379914, 9.1347644 48.6381364, 9.1346124 48.6382305, 9.1343994 48.6383559, 9.1342508 48.6384242, 9.1339444 48.6384951, 9.1336453 48.6385522, 9.133522 48.6385714, 9.1334743 48.6385823, 9.1329517 48.6386313, 9.1327217 48.6386117, 9.1325709 48.6385962)",,,,,destination
