osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,access,width,bridge
"[136665315, 1208811575]",False,,,residential,30,True,87.89,Bahnhofstraße,"LINESTRING (9.652906 51.4157931, 9.6531542 51.415761, 9.6534702 51.4157027, 9.653607 51.4156773, 9.6537107 51.4156554, 9.6538356 51.415624, 9.6539391 51.4155934, 9.6540401 51.4155594, 9.654099 51.415538)",,,
26540215,True,,,residential,30,False,149.289,Hinter der Stadtmauer,"LINESTRING (9.6494603 51.4166777, 9.6495265 51.4167742, 9.6499068 51.4175793, 9.6499633 51.4176878, 9.6501028 51.4179584)",,,
26959522,True,,,residential,30,False,50.522,Tanzwerderstraße,"LINESTRING (9.6494603 51.4166777, 9.6491604 51.4167357, 9.6489074 51.4167901, 9.6487716 51.4168251)",,,
26540215,True,,,residential,30,False,57.635000000000005,Hinter der Stadtmauer,"LINESTRING (9.6489427 51.4156882, 9.6489839 51.4157778, 9.6490864 51.415972, 9.649138 51.4161903)",,,
26959600,False,,,residential,30,False,36.027,Siebenturmstraße,"LINESTRING (9.6489427 51.4156882, 9.6488209 51.4157111, 9.6487952 51.4157128, 9.6487394 51.4157166, 9.6486731 51.4157106, 9.6484437 51.41566)",,,
26959600,False,,,residential,30,True,36.027,Siebenturmstraße,"LINESTRING (9.6484437 51.41566, 9.6486731 51.4157106, 9.6487394 51.4157166, 9.6487952 51.4157128, 9.6488209 51.4157111, 9.6489427 51.4156882)",,,
"[1192613072, 22945018, 573879013]",False,,,residential,"['50', '30']",False,60.047,"['Kasseler Schlagd', 'August-Natermann-Platz']","LINESTRING (9.6484437 51.41566, 9.6484691 51.4155526, 9.6485794 51.4153036, 9.6486102 51.4152341, 9.6486337 51.4151842, 9.6486388 51.4151353)",,,
"[573879013, 897201838, 897201839]",False,,,residential,30,True,134.805,Kasseler Schlagd,"LINESTRING (9.6484437 51.41566, 9.6484086 51.4157707, 9.6483969 51.4158711, 9.6483872 51.4159854, 9.6484007 51.4161063, 9.6484246 51.41623, 9.6484303 51.416254, 9.6484461 51.416321, 9.6484686 51.4163766, 9.648537 51.4165202, 9.6486036 51.4166335, 9.6486724 51.416726, 9.6487716 51.4168251)",,,
26945118,False,,,residential,30,True,32.582,Stumpfeturmstraße,"LINESTRING (9.648682 51.4162609, 9.649138 51.4161903)",,,
26540235,True,,,residential,30,False,88.52199999999999,Schmiedestraße,"LINESTRING (9.6514165 51.4158552, 9.6507456 51.4159378, 9.6501615 51.4160003)",,,
26945118,False,,,residential,30,False,32.582,Stumpfeturmstraße,"LINESTRING (9.649138 51.4161903, 9.648682 51.4162609)",,,
26540215,True,,,residential,30,False,58.734,Hinter der Stadtmauer,"LINESTRING (9.649138 51.4161903, 9.6491696 51.4162684, 9.6494603 51.4166777)",,,
26959677,True,,,residential,30,False,74.112,Petersilienstraße,"LINESTRING (9.649138 51.4161903, 9.6496612 51.4160796, 9.6501615 51.4160003)",,,
"[267098494, 267104439]",True,,,residential,30,False,62.794,Ziegelstraße,"LINESTRING (9.6501615 51.4160003, 9.6503132 51.4162616, 9.6504762 51.4165298)",,,
"[267098496, 267098495]",True,,,residential,30,False,60.870000000000005,Ziegelstraße,"LINESTRING (9.6501615 51.4160003, 9.6501124 51.4158869, 9.6500832 51.4158183, 9.6500372 51.4156535, 9.6500137 51.4155779, 9.6499921 51.415464)",,,
142533257,False,,,residential,30,True,9.565,Questenbergweg,"LINESTRING (9.6532037 51.419658, 9.6532832 51.4197283)",,,
"[1192744144, 286377128, 142287935]",False,"['2', '3']",B 80,primary,50,True,168.701,Blume,"LINESTRING (9.6532037 51.419658, 9.6531174 51.4196822, 9.6530216 51.4197132, 9.6529793 51.4197269, 9.6528507 51.4197751, 9.6526623 51.4198566, 9.6523707 51.4199894, 9.6519637 51.4201771, 9.6518233 51.4202419, 9.6512111 51.4205242)",,,
"[28218186, 79236343, 396582991]",False,2,B 80,primary,50,False,389.251,"['Steinweg', 'Blume']","LINESTRING (9.6532037 51.419658, 9.6535075 51.4195941, 9.65357 51.4195806, 9.6539121 51.4195049, 9.6540344 51.4194764, 9.6541752 51.4194395, 9.6545508 51.4193419, 9.6546924 51.4193041, 9.6548445 51.4192679, 9.655 51.4192378, 9.6551793 51.4192079, 9.6554731 51.4191661, 9.6563342 51.4190052, 9.6567421 51.418929, 9.6568133 51.4189157, 9.6580554 51.4186991, 9.6585543 51.4186121)",,,
26959582,True,,,residential,30,False,89.967,Marktstraße,"LINESTRING (9.6531958 51.4176328, 9.6529571 51.4176375, 9.6527335 51.4176534, 9.6525516 51.4176726, 9.651915 51.4177514)",,,
28709539,False,,,residential,30,True,94.97099999999999,Vor der Burg,"LINESTRING (9.6531958 51.4176328, 9.6531773 51.417693, 9.653196 51.41788, 9.6532281 51.41804, 9.6532488 51.4181317, 9.6533257 51.4183617, 9.6533242 51.4183901, 9.6533128 51.418419, 9.6532895 51.418441, 9.653255 51.4184648)",,,
102822763,True,,,residential,30,False,97.621,Burgstraße,"LINESTRING (9.6531958 51.4176328, 9.6531846 51.4174783, 9.6531579 51.417312, 9.6531209 51.4171716, 9.653078 51.4170469, 9.6530073 51.416764)",,,
266303541,False,,,residential,30,True,64.155,Friedrich-Ludwig-Jahn-Straße,"LINESTRING (9.6531958 51.4176328, 9.6532806 51.4176283, 9.6533929 51.4176117, 9.6536569 51.417565, 9.6539208 51.4175183, 9.6539915 51.4175058, 9.6540899 51.4174881)",,,
28204004,False,,,residential,30,False,68.314,Fritz-Michalski-Straße,"LINESTRING (9.6536189 51.4204788, 9.654604 51.4204872)",,,
28203635,False,,,residential,30,False,18.554,Questenbergweg,"LINESTRING (9.6536189 51.4204788, 9.6536223 51.4203659, 9.6536256 51.420312)",,,
28203635,False,,,residential,30,True,18.554,Questenbergweg,"LINESTRING (9.6536256 51.420312, 9.6536223 51.4203659, 9.6536189 51.4204788)",,,
28204005,False,,,residential,30,False,58.151,Hinter der Blume,"LINESTRING (9.6536256 51.420312, 9.6536976 51.4203349, 9.65377 51.4203467, 9.65382 51.4203481, 9.6538505 51.420349, 9.6539175 51.420346, 9.6544327 51.4202556)",,,
142533257,False,,,residential,30,False,69.539,Questenbergweg,"LINESTRING (9.6536256 51.420312, 9.6535861 51.4202818, 9.6535434 51.4202255, 9.6534847 51.4200954, 9.6533871 51.419888, 9.6533701 51.419855, 9.6533395 51.4198045, 9.6533118 51.4197588, 9.6532832 51.4197283)",,,
28204004,False,,,residential,30,True,68.314,Fritz-Michalski-Straße,"LINESTRING (9.654604 51.4204872, 9.6536189 51.4204788)",,,
28204006,False,,,residential,30,False,28.366,Hinter der Blume,"LINESTRING (9.654604 51.4204872, 9.6544905 51.420328, 9.6544327 51.4202556)",,,
28204005,False,,,residential,30,False,86.155,Hinter der Blume,"LINESTRING (9.6571733 51.4198678, 9.6583979 51.4197369)",,,
28204005,False,,,residential,30,True,194.998,Hinter der Blume,"LINESTRING (9.6571733 51.4198678, 9.6564261 51.4199567, 9.6556999 51.4200473, 9.655354 51.4200953, 9.6552323 51.4201165, 9.6544327 51.4202556)",,,
28204005,False,,,residential,30,True,86.155,Hinter der Blume,"LINESTRING (9.6583979 51.4197369, 9.6571733 51.4198678)",,,
28204005,False,,,residential,30,False,28.198,Hinter der Blume,"LINESTRING (9.6583979 51.4197369, 9.6585982 51.4197162, 9.6586923 51.4197101, 9.6588013 51.419709)",,,
28204005,False,,,residential,30,False,75.779,Hinter der Blume,"LINESTRING (9.6594228 51.4197373, 9.6595581 51.4197344, 9.6597038 51.4197255, 9.6599259 51.4197045, 9.6605016 51.419635)",,,
28204005,False,,,residential,30,True,43.21,Hinter der Blume,"LINESTRING (9.6594228 51.4197373, 9.6592944 51.4197317, 9.6589695 51.4197169, 9.6588013 51.419709)",,,
28204005,False,,,residential,30,False,79.459,Hinter der Blume,"LINESTRING (9.6605016 51.419635, 9.6610415 51.419569, 9.661622 51.4194856)",,,
28204005,False,,,residential,30,True,75.779,Hinter der Blume,"LINESTRING (9.6605016 51.419635, 9.6599259 51.4197045, 9.6597038 51.4197255, 9.6595581 51.4197344, 9.6594228 51.4197373)",,,
28204005,False,,,residential,30,True,79.459,Hinter der Blume,"LINESTRING (9.661622 51.4194856, 9.6610415 51.419569, 9.6605016 51.419635)",,,
28204005,False,,,residential,30,False,194.998,Hinter der Blume,"LINESTRING (9.6544327 51.4202556, 9.6552323 51.4201165, 9.655354 51.4200953, 9.6556999 51.4200473, 9.6564261 51.4199567, 9.6571733 51.4198678)",,,
28204005,False,,,residential,30,True,58.151,Hinter der Blume,"LINESTRING (9.6544327 51.4202556, 9.6539175 51.420346, 9.6538505 51.420349, 9.65382 51.4203481, 9.65377 51.4203467, 9.6536976 51.4203349, 9.6536256 51.420312)",,,
28204006,False,,,residential,30,True,28.366,Hinter der Blume,"LINESTRING (9.6544327 51.4202556, 9.6544905 51.420328, 9.654604 51.4204872)",,,
28204005,False,,,residential,30,False,43.209999999999994,Hinter der Blume,"LINESTRING (9.6588013 51.419709, 9.6589695 51.4197169, 9.6592944 51.4197317, 9.6594228 51.4197373)",,,
28204005,False,,,residential,30,True,28.198,Hinter der Blume,"LINESTRING (9.6588013 51.419709, 9.6586923 51.4197101, 9.6585982 51.4197162, 9.6583979 51.4197369)",,,
27190671,False,,,residential,30,True,139.99800000000002,Bahnhofstraße,"LINESTRING (9.6551919 51.4150938, 9.6552549 51.4150641, 9.6553769 51.4150067, 9.655402 51.4149945, 9.6557051 51.4148471, 9.6559274 51.414739, 9.6559605 51.4147229, 9.6560433 51.4146826, 9.6561313 51.4146398, 9.656186 51.4146132, 9.6563228 51.4145467, 9.6565506 51.4144359, 9.6567858 51.4143212)",,,
136665315,False,,,residential,30,False,90.47999999999999,Bahnhofstraße,"LINESTRING (9.6551919 51.4150938, 9.6551185 51.415124, 9.6548729 51.4152248, 9.6542323 51.4154878, 9.6541719 51.4155126, 9.654099 51.415538)",,,
136665317,False,,,residential,30,False,112.573,Wilhelmstraße,"LINESTRING (9.6551919 51.4150938, 9.6553213 51.415205, 9.6555402 51.4154354, 9.6556023 51.415508, 9.6556908 51.4156115, 9.6558355 51.4157892, 9.6559029 51.4158641, 9.6559867 51.4159748)",,,
1208811574,False,,,residential,30,True,122.72099999999999,Wilhelmstraße,"LINESTRING (9.6551919 51.4150938, 9.6547219 51.4147633, 9.6540985 51.4143213, 9.654025 51.4142642)",,,
26540180,False,,,residential,30,False,86.42500000000001,Wallstraße,"LINESTRING (9.6521846 51.4148097, 9.6520966 51.4147774, 9.6519935 51.4147456, 9.6517606 51.4146913, 9.6515859 51.4146597, 9.6513927 51.4146289, 9.6513048 51.4146168, 9.651147 51.4145952, 9.6510003 51.4145853)",,,
26540180,False,,,residential,30,True,26.893,Wallstraße,"LINESTRING (9.6521846 51.4148097, 9.6522645 51.4148452, 9.6523734 51.4149027, 9.6524814 51.4149649)",,,
28709488,False,,,residential,30,False,64.684,Ägidiiplatz,"LINESTRING (9.6521846 51.4148097, 9.6521208 51.4148904, 9.6520702 51.4149544, 9.6520383 51.4150148, 9.6520206 51.415052, 9.6520119 51.4150704, 9.6519987 51.415112, 9.6519909 51.4151641, 9.6519843 51.415228, 9.6519788 51.415368)",,,
575340019,True,,,residential,30,False,55.457,Ägidiistraße,"LINESTRING (9.6519788 51.415368, 9.6527555 51.4152493)",,,
28709488,False,,,residential,30,True,64.684,Ägidiiplatz,"LINESTRING (9.6519788 51.415368, 9.6519843 51.415228, 9.6519909 51.4151641, 9.6519987 51.415112, 9.6520119 51.4150704, 9.6520206 51.415052, 9.6520383 51.4150148, 9.6520702 51.4149544, 9.6521208 51.4148904, 9.6521846 51.4148097)",,,
26959569,True,,,residential,30,False,37.205999999999996,Burgstraße,"LINESTRING (9.6527555 51.4152493, 9.6527268 51.4151969, 9.6526715 51.4151312, 9.6526392 51.4150929, 9.6525652 51.4150249, 9.6524814 51.4149649)",,,
28709499,True,,,residential,30,False,50.54,Ägidiistraße,"LINESTRING (9.6512757 51.4154876, 9.6519788 51.415368)",,,
1192622550,False,2,,tertiary,50,True,25.266,Am Feuerteich,"LINESTRING (9.6527756 51.4132021, 9.6531005 51.4130993)",,,
28709377,False,,,residential,30,False,146.52,Wilhelmstraße,"LINESTRING (9.6527756 51.4132021, 9.6528496 51.413278, 9.6529155 51.4133361, 9.654025 51.4142642)",,,
68347819,False,2,,tertiary,50,False,78.441,Am Feuerteich,"LINESTRING (9.6527756 51.4132021, 9.6521539 51.4133887, 9.651752 51.4135021)",,,
26540187,False,,,residential,30,False,109.96400000000001,Beethovenstraße,"LINESTRING (9.654025 51.4142642, 9.6541203 51.4142229, 9.6546777 51.4139606, 9.6552212 51.4136989, 9.6552882 51.4136666)",,,
26540187,False,,,residential,30,True,83.299,Beethovenstraße,"LINESTRING (9.654025 51.4142642, 9.653949 51.4142975, 9.6530411 51.4146939)",,,
28709377,False,,,residential,30,True,146.51999999999998,Wilhelmstraße,"LINESTRING (9.654025 51.4142642, 9.6529155 51.4133361, 9.6528496 51.413278, 9.6527756 51.4132021)",,,
1208811574,False,,,residential,30,False,122.72099999999999,Wilhelmstraße,"LINESTRING (9.654025 51.4142642, 9.6540985 51.4143213, 9.6547219 51.4147633, 9.6551919 51.4150938)",,,
26437291,False,,,residential,30,True,6.355,Mühlenstraße,"LINESTRING (9.6496594 51.418036, 9.6497477 51.4180207)",,,
266147537,True,,,residential,30,False,3.478,Lange Straße,"LINESTRING (9.6523265 51.4186093, 9.6523475 51.4186377)",,,
35020749,False,1,,residential,30,False,75.621,Speckstraße,"LINESTRING (9.6523265 51.4186093, 9.6522028 51.4186297, 9.651906 51.4186757, 9.6518631 51.4186802, 9.6517463 51.4186926, 9.6516765 51.4187, 9.6512548 51.4187272)",no,,
23546778,False,,,residential,30,True,11.804,Lohstraße,"LINESTRING (9.6512548 51.4187272, 9.6512809 51.4188321)",,,
35020749,False,1,,residential,30,True,75.62100000000001,Speckstraße,"LINESTRING (9.6512548 51.4187272, 9.6516765 51.4187, 9.6517463 51.4186926, 9.6518631 51.4186802, 9.651906 51.4186757, 9.6522028 51.4186297, 9.6523265 51.4186093)",no,,
175540691,True,,,residential,30,False,100.482,Lohstraße,"LINESTRING (9.6512548 51.4187272, 9.6511189 51.418192, 9.6510497 51.4178328)",,,
266147537,True,,,residential,30,False,11.815,Lange Straße,"LINESTRING (9.6523475 51.4186377, 9.6524254 51.4187322)",,,
35020750,True,1,,residential,30,False,65.859,Sydekumstraße,"LINESTRING (9.6523475 51.4186377, 9.6526094 51.418588, 9.6529931 51.4185244, 9.6530903 51.4185054, 9.653255 51.4184648)",,,
28709539,False,,,residential,30,False,94.971,Vor der Burg,"LINESTRING (9.653255 51.4184648, 9.6532895 51.418441, 9.6533128 51.418419, 9.6533242 51.4183901, 9.6533257 51.4183617, 9.6532488 51.4181317, 9.6532281 51.41804, 9.653196 51.41788, 9.6531773 51.417693, 9.6531958 51.4176328)",,,
28709451,False,,,residential,30,True,61.285,Jüdenstraße,"LINESTRING (9.6538571 51.4166127, 9.6534406 51.4166869, 9.6530073 51.416764)",,,
"[412130289, 411514214]",False,,,residential,30,False,98.677,Am Plan,"LINESTRING (9.6538571 51.4166127, 9.6539839 51.4170802, 9.6540534 51.417368, 9.6540899 51.4174881)",,,
411514214,False,,,residential,30,True,58.773,Am Plan,"LINESTRING (9.6538571 51.4166127, 9.6537557 51.4164167, 9.6535891 51.4162283, 9.6535277 51.4161279)",,,
