osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,est_width,access
"[5096105, 254467732, 232433679]",False,,,Tiefer Weg,residential,30,False,111.479,"LINESTRING (7.3980913 51.38692, 7.3981247 51.3868998, 7.3981315 51.3868931, 7.398398 51.3867443, 7.3984181 51.3867215, 7.3984314 51.386694, 7.398402 51.3866491, 7.3983761 51.3866226, 7.3981661 51.3864447, 7.3978296 51.3862195, 7.3977509 51.3861573)",,
"[464124110, 230444336, 464071729, 464071730, 240429523, 464071731, 240429520, 464071732]",False,2,L 675,Kaiserstraße,secondary,50,False,168.82299999999998,"LINESTRING (7.3980913 51.38692, 7.3980407 51.386891, 7.3979835 51.3868576, 7.3979007 51.3868093, 7.3978868 51.3868012, 7.3977972 51.3867455, 7.3976264 51.3866377, 7.3975656 51.3865996, 7.3974975 51.386558, 7.3973653 51.3864773, 7.3973002 51.3864375, 7.3972889 51.3864306, 7.397254 51.3864096, 7.3971892 51.3863706, 7.3971452 51.3863441, 7.3971113 51.3863232, 7.3969635 51.3862319, 7.3968462 51.3861615, 7.3967177 51.3860843, 7.3966894 51.3860673, 7.3966248 51.3860286, 7.3964636 51.3859318, 7.3963523 51.3858585)",,
"[363010627, 274223527]",False,"['2', '3']",L 675,Kaiserstraße,secondary,50,True,77.98599999999999,"LINESTRING (7.3980913 51.38692, 7.3981774 51.386973, 7.3981938 51.386983, 7.398233 51.3870068, 7.3983644 51.3870903, 7.3984078 51.3871147, 7.3984417 51.3871359, 7.3984633 51.387151, 7.3985247 51.3871891, 7.3985672 51.3872165, 7.3986189 51.3872498, 7.398724 51.3873402, 7.3988099 51.3874515)",,
"[5098232, 249390950]",False,,,Harkortstraße,residential,30,False,67.879,"LINESTRING (7.3972473 51.3881674, 7.3972392 51.388177, 7.3970398 51.388415, 7.3969653 51.3884957, 7.3968322 51.3886397, 7.3968044 51.3886695, 7.3967735 51.3887013)",,yes
"[249390949, 263374862, 99848464, 241785586, 463893074]",False,,,Königstraße,residential,30,False,150.437,"LINESTRING (7.3972473 51.3881674, 7.3970888 51.3881572, 7.3970736 51.3881554, 7.3970341 51.3881534, 7.3969479 51.3881484, 7.3968198 51.3881353, 7.3967471 51.3881255, 7.3965645 51.3881063, 7.3962229 51.3880687, 7.396184 51.3880644, 7.3961082 51.3880562, 7.3959745 51.3880459, 7.3958883 51.3880385, 7.3957743 51.3880317, 7.3956737 51.3880253, 7.3956574 51.3880246, 7.3956405 51.3880233, 7.3955315 51.3880167, 7.395389 51.3880068, 7.395206 51.3879989, 7.3951497 51.3879992, 7.3950988 51.3879998)",,yes
241785164,False,,,Königstraße,residential,30,True,17.307,"LINESTRING (7.3972473 51.3881674, 7.3972734 51.3881661, 7.3974958 51.3881541)",,yes
5096109,False,,,Spinnstraße,residential,30,False,74.63400000000001,"LINESTRING (7.3967735 51.3887013, 7.3971741 51.3888164, 7.3973413 51.3888644, 7.397495 51.3889086, 7.397665 51.3889577, 7.397702 51.388968, 7.3977508 51.3889816)",,
249390950,False,,,Harkortstraße,residential,30,False,23.558999999999997,"LINESTRING (7.3967735 51.3887013, 7.3966812 51.3888124, 7.3966242 51.3888915)",,yes
"[5098232, 249390950]",False,,,Harkortstraße,residential,30,True,67.879,"LINESTRING (7.3967735 51.3887013, 7.3968044 51.3886695, 7.3968322 51.3886397, 7.3969653 51.3884957, 7.3970398 51.388415, 7.3972392 51.388177, 7.3972473 51.3881674)",,yes
5096109,False,,,Spinnstraße,residential,30,True,74.634,"LINESTRING (7.3977508 51.3889816, 7.397702 51.388968, 7.397665 51.3889577, 7.397495 51.3889086, 7.3973413 51.3888644, 7.3971741 51.3888164, 7.3967735 51.3887013)",,
5096110,True,1,,Jahnstraße,residential,30,False,131.27800000000002,"LINESTRING (7.3966242 51.3888915, 7.3962715 51.3888118, 7.396179 51.3887919, 7.3961619 51.3887881, 7.3961024 51.3887748, 7.3960054 51.3887531, 7.3958515 51.3887186, 7.395765 51.3886993, 7.3957326 51.388692, 7.3956621 51.3886771, 7.3956169 51.3886709, 7.3954913 51.3886539, 7.395308 51.3886289, 7.3951088 51.3886018, 7.3948118 51.3885614)",,
233609334,False,,,Harkortstraße,residential,30,False,49.843999999999994,"LINESTRING (7.3966242 51.3888915, 7.3965751 51.3889635, 7.3965424 51.38901, 7.3965139 51.3890534, 7.3964395 51.3891599, 7.396406 51.3892112, 7.3963451 51.3893045)",,yes
249390950,False,,,Harkortstraße,residential,30,True,23.558999999999997,"LINESTRING (7.3966242 51.3888915, 7.3966812 51.3888124, 7.3967735 51.3887013)",,yes
"[240432009, 249391184, 463547281, 249696562, 233599127]",False,,,Wilhelmstraße,residential,30,False,128.438,"LINESTRING (7.3948118 51.3885614, 7.3947436 51.3886695, 7.3947123 51.3887193, 7.3946831 51.3887656, 7.3946283 51.3888499, 7.394589 51.3889105, 7.3945514 51.3889696, 7.394508 51.3890363, 7.3944642 51.3891145, 7.3944494 51.3891413, 7.3944141 51.3892052, 7.3943705 51.3892842, 7.3943264 51.3893601, 7.3943124 51.3893993, 7.3943016 51.3894293, 7.3942949 51.3894963, 7.3943009 51.3895545, 7.3943153 51.3896584)",,
"[463547281, 651186586, 230444343]",False,,,Wilhelmstraße,residential,30,True,66.03,"LINESTRING (7.3948118 51.3885614, 7.3948287 51.3885285, 7.3948924 51.3884141, 7.3949234 51.3883597, 7.3949581 51.3883046, 7.3949922 51.3882543, 7.395044 51.3881857, 7.395084 51.3881135, 7.3950977 51.38806, 7.3950988 51.3879998)",,
"[249390949, 263374862, 99848464, 241785586, 463893074]",False,,,Königstraße,residential,30,True,150.437,"LINESTRING (7.3950988 51.3879998, 7.3951497 51.3879992, 7.395206 51.3879989, 7.395389 51.3880068, 7.3955315 51.3880167, 7.3956405 51.3880233, 7.3956574 51.3880246, 7.3956737 51.3880253, 7.3957743 51.3880317, 7.3958883 51.3880385, 7.3959745 51.3880459, 7.3961082 51.3880562, 7.396184 51.3880644, 7.3962229 51.3880687, 7.3965645 51.3881063, 7.3967471 51.3881255, 7.3968198 51.3881353, 7.3969479 51.3881484, 7.3970341 51.3881534, 7.3970736 51.3881554, 7.3970888 51.3881572, 7.3972473 51.3881674)",,yes
"[463612554, 263374865, 230444338, 248421747, 363708917]",False,,,Wilhelmstraße,residential,30,True,42.92,"LINESTRING (7.3950988 51.3879998, 7.3950844 51.3879123, 7.3950788 51.387876, 7.3950763 51.3878425, 7.3950836 51.3877968, 7.3951449 51.3876539, 7.3951591 51.3876209)",,
"[230444330, 248887404, 248887405, 464071728, 463730836, 230444340, 233279804]",False,,,Königstraße,residential,30,False,175.792,"LINESTRING (7.3950988 51.3879998, 7.3950627 51.3880024, 7.3949858 51.3880079, 7.3948716 51.3880181, 7.3947015 51.388033, 7.3945229 51.3880504, 7.3944761 51.388053, 7.3943828 51.3880555, 7.3943244 51.3880519, 7.3942311 51.3880411, 7.3941347 51.3880247, 7.3940496 51.3880062, 7.393937 51.387987, 7.393823 51.3879653, 7.3937078 51.3879434, 7.3936156 51.3879259, 7.3935104 51.3879059, 7.3934417 51.3878928, 7.393355 51.3878763, 7.3932891 51.3878636, 7.393242 51.3878548, 7.3931791 51.3878456, 7.3930183 51.3878194, 7.3929081 51.3878055, 7.3928749 51.3878026, 7.3928199 51.3877997, 7.3926285 51.3877868)",,yes
"[463547281, 651186586, 230444343]",False,,,Wilhelmstraße,residential,30,False,66.03,"LINESTRING (7.3950988 51.3879998, 7.3950977 51.38806, 7.395084 51.3881135, 7.395044 51.3881857, 7.3949922 51.3882543, 7.3949581 51.3883046, 7.3949234 51.3883597, 7.3948924 51.3884141, 7.3948287 51.3885285, 7.3948118 51.3885614)",,
99986746,False,,,Gartenstraße,residential,30,False,151.346,"LINESTRING (7.3943153 51.3896584, 7.3942938 51.3896607, 7.394277 51.3896625, 7.3938736 51.389706, 7.393434 51.3896874, 7.3933798 51.3896851, 7.3931651 51.389676, 7.3931017 51.3896734, 7.392643 51.3896525, 7.3922107 51.389639, 7.3921443 51.3896372)",,
"[240432009, 249391184, 463547281, 249696562, 233599127]",False,,,Wilhelmstraße,residential,30,True,128.43800000000002,"LINESTRING (7.3943153 51.3896584, 7.3943009 51.3895545, 7.3942949 51.3894963, 7.3943016 51.3894293, 7.3943124 51.3893993, 7.3943264 51.3893601, 7.3943705 51.3892842, 7.3944141 51.3892052, 7.3944494 51.3891413, 7.3944642 51.3891145, 7.394508 51.3890363, 7.3945514 51.3889696, 7.394589 51.3889105, 7.3946283 51.3888499, 7.3946831 51.3887656, 7.3947123 51.3887193, 7.3947436 51.3886695, 7.3948118 51.3885614)",,
"[254053761, 5098233, 237655777]",False,,,Gartenstraße,residential,30,True,146.834,"LINESTRING (7.3943153 51.3896584, 7.394331 51.3896543, 7.3945093 51.389608, 7.3945808 51.3895895, 7.3949493 51.3894938, 7.3949812 51.3894886, 7.3953015 51.3894363, 7.3953722 51.3894248, 7.3955434 51.3893988, 7.3955756 51.389395, 7.3959621 51.3893426, 7.3963451 51.3893045)",,yes
"[233599128, 307737531, 26331132]",True,,,Wilhelm-Großjohann-Straße,residential,30,False,170.62199999999999,"LINESTRING (7.3943153 51.3896584, 7.394346 51.3898404, 7.3943177 51.3898941, 7.3942522 51.3899466, 7.3941347 51.3899856, 7.3940202 51.3900017, 7.3936195 51.3900277, 7.3933343 51.3900526, 7.3931553 51.3900683, 7.3929199 51.3900889, 7.3926406 51.3901103, 7.3923137 51.3900996)",,
"[131278338, 230444325, 232689928, 429838058, 129229550, 244015152, 582043287, 145413786]",False,,,Kaiserstraße,"['unclassified', 'residential']",20,True,265.111,"LINESTRING (7.3883868 51.3859971, 7.388444 51.3859438, 7.3885091 51.3858734, 7.3885365 51.3858186, 7.3885875 51.385724, 7.3885907 51.3857177, 7.3886441 51.385588, 7.3886513 51.3855694, 7.3887076 51.3854393, 7.3887826 51.3852784, 7.3888289 51.3851727, 7.3888725 51.3850949, 7.3889221 51.3850132, 7.3890054 51.3848996, 7.3890548 51.3848474, 7.3891195 51.3847839, 7.3891609 51.3847461, 7.3893007 51.3846414, 7.3893115 51.3846341, 7.3893384 51.384616, 7.3893649 51.3846009, 7.3895159 51.3845096, 7.3896492 51.3844487, 7.3896727 51.3844407, 7.3899113 51.3843473, 7.3899874 51.3843226, 7.3900183 51.3843117, 7.3901101 51.3842821, 7.3901851 51.3842573, 7.3902528 51.384236, 7.3902863 51.3842223, 7.3904835 51.38414)",,
145407080,False,,,Im Baumhof,residential,30,False,187.788,"LINESTRING (7.3975196 51.3855049, 7.3975486 51.3855151, 7.3976028 51.3855342, 7.3983793 51.3858075, 7.3988406 51.3859659, 7.3990653 51.3860473, 7.3992801 51.3861376, 7.3995361 51.3862874, 7.3997559 51.386435)",,
240431385,False,,,Tiefer Weg,residential,30,False,37.607,"LINESTRING (7.3975196 51.3855049, 7.3975834 51.38542, 7.3976103 51.3853845, 7.3978204 51.3852267)",,
"[240431385, 464139541]",False,,,Tiefer Weg,residential,30,True,77.736,"LINESTRING (7.3975196 51.3855049, 7.3974611 51.3856527, 7.3974627 51.385673, 7.3974836 51.3858013, 7.3975494 51.3859451, 7.3976396 51.3860654, 7.3977509 51.3861573)",,
145407110,False,,,Unterm Rathaus,residential,30,False,150.45,"LINESTRING (7.3977509 51.3861573, 7.3978547 51.3861691, 7.3980455 51.3861908, 7.3981738 51.3862242, 7.3985279 51.3863387, 7.3988856 51.3864726, 7.3991772 51.3865869, 7.3996216 51.386809)",,
"[5096105, 254467732, 232433679]",False,,,Tiefer Weg,residential,30,True,111.479,"LINESTRING (7.3977509 51.3861573, 7.3978296 51.3862195, 7.3981661 51.3864447, 7.3983761 51.3866226, 7.398402 51.3866491, 7.3984314 51.386694, 7.3984181 51.3867215, 7.398398 51.3867443, 7.3981315 51.3868931, 7.3981247 51.3868998, 7.3980913 51.38692)",,
"[240431385, 464139541]",False,,,Tiefer Weg,residential,30,False,77.73599999999999,"LINESTRING (7.3977509 51.3861573, 7.3976396 51.3860654, 7.3975494 51.3859451, 7.3974836 51.3858013, 7.3974627 51.385673, 7.3974611 51.3856527, 7.3975196 51.3855049)",,
26688060,False,,,Wilhelmstraße,residential,30,False,95.898,"LINESTRING (7.3974727 51.3842538, 7.3975016 51.3841991, 7.3975467 51.3841184, 7.3976072 51.3840228, 7.3976456 51.3839814, 7.3976814 51.3839335, 7.3976966 51.3839131, 7.3977457 51.383847, 7.397761 51.383827, 7.39787 51.3836653, 7.3979053 51.3836104, 7.3979853 51.3834544)",,
"[431550696, 431550697, 30004508, 254467733]",False,,,"['Tiefer Weg', 'Gustav-Vorsteher-Straße']",residential,"['30', '10']","[False, True]",176.848,"LINESTRING (7.3974727 51.3842538, 7.3975947 51.3842815, 7.3976656 51.3842989, 7.3978325 51.3843629, 7.39813 51.3845004, 7.3986402 51.3847537, 7.3985748 51.3848221, 7.3983422 51.3849288, 7.3982591 51.3849687, 7.3982049 51.3849947, 7.3979594 51.3851403, 7.3978287 51.3852216, 7.3978204 51.3852267)","['13.5 m', '13.5']",
"[230444322, 232431139, 464131486, 5096102, 249696444, 464131482, 464131484, 249696509, 464131485]",False,,,Gustav-Vorsteher-Straße,"['residential', 'living_street']","['7', '30']",True,359.307,"LINESTRING (7.3974727 51.3842538, 7.3972553 51.3842107, 7.3963528 51.3840263, 7.3962781 51.384011, 7.3962324 51.3840017, 7.3961275 51.3839803, 7.395532 51.3838592, 7.3951451 51.3837804, 7.3949317 51.383737, 7.3948388 51.383718, 7.3945018 51.3836491, 7.3942835 51.3836047, 7.3940094 51.3835484, 7.3938691 51.3835238, 7.3938008 51.3835119, 7.3937792 51.3835092, 7.3936712 51.3835099, 7.3935847 51.3835192, 7.3935337 51.3835427, 7.3935102 51.3835785, 7.3934868 51.3836585, 7.3934403 51.3838508, 7.3933577 51.3841409, 7.3933495 51.3841784)",,
8779554,True,1,,Am Gymnasium,unclassified,30,False,64.584,"LINESTRING (7.3969634 51.3850003, 7.3970281 51.3850176, 7.3970701 51.3850288, 7.3972033 51.385063, 7.3973556 51.3851052, 7.3975397 51.3851533, 7.3978204 51.3852267)",11 m,
"[238705184, 463490473, 463490474, 463490475, 463490477, 463490479, 53049685]",True,1,,Wilhelmstraße,residential,30,False,90.233,"LINESTRING (7.3969634 51.3850003, 7.396997 51.3849517, 7.3971069 51.3847818, 7.3971472 51.384722, 7.3972105 51.3846317, 7.3973301 51.3844517, 7.3973933 51.3843604, 7.3974125 51.3843361, 7.3974727 51.3842538)",,
240431385,False,,,Tiefer Weg,residential,30,True,37.607,"LINESTRING (7.3978204 51.3852267, 7.3976103 51.3853845, 7.3975834 51.38542, 7.3975196 51.3855049)",,
"[431550696, 431550697, 30004508, 254467733]",False,,,"['Tiefer Weg', 'Gustav-Vorsteher-Straße']",residential,"['30', '10']","[False, True]",176.848,"LINESTRING (7.3978204 51.3852267, 7.3978287 51.3852216, 7.3979594 51.3851403, 7.3982049 51.3849947, 7.3982591 51.3849687, 7.3983422 51.3849288, 7.3985748 51.3848221, 7.3986402 51.3847537, 7.39813 51.3845004, 7.3978325 51.3843629, 7.3976656 51.3842989, 7.3975947 51.3842815, 7.3974727 51.3842538)","['13.5 m', '13.5']",
"[233613881, 9068906, 231086356]",False,1,,Märkische Straße,"['residential', 'living_street']","['7', '30']",False,201.93100000000004,"LINESTRING (7.3931222 51.3855161, 7.3928032 51.3854986, 7.392562 51.3854854, 7.3924246 51.3854779, 7.3920979 51.3854601, 7.3920414 51.385457, 7.3918144 51.3854445, 7.3915769 51.3854316, 7.3914641 51.3854254, 7.3912816 51.3854154, 7.391203 51.3854123, 7.3910744 51.3854071, 7.3910554 51.3854067, 7.3909544 51.3854023, 7.3908508 51.3854129, 7.3907744 51.3854207, 7.3906923 51.3854336, 7.3905838 51.3854485, 7.3903229 51.3854915, 7.3902391 51.3855046)",,
"[464362643, 464362644, 145407109]",True,1,,Theodor-Heuss-Straße,residential,30,False,141.73799999999997,"LINESTRING (7.3931222 51.3855161, 7.3931158 51.3854583, 7.3931408 51.385401, 7.3931599 51.3853571, 7.3932255 51.3852068, 7.3932694 51.3851052, 7.3933468 51.3849523, 7.3933874 51.3848739, 7.3935529 51.3846602, 7.393572 51.3846376, 7.3936641 51.3845264, 7.3937883 51.3843716, 7.3938237 51.3843302)",,
"[463625826, 131278356, 464362645, 464362646]",False,,,Theodor-Heuss-Straße,residential,30,False,111.81299999999997,"LINESTRING (7.3931222 51.3855161, 7.3931359 51.3855844, 7.3931282 51.3856153, 7.3930648 51.3857361, 7.3930371 51.3857953, 7.3930112 51.3858501, 7.3929465 51.3859888, 7.3928763 51.3861384, 7.3928323 51.3862322, 7.3927424 51.3864237, 7.3927145 51.3864831)",,
"[231086357, 9068911]",False,1,,Hochstraße,"['residential', 'living_street']","['7', '30']",False,166.71,"LINESTRING (7.3927145 51.3864831, 7.3926502 51.3864701, 7.3925837 51.3864564, 7.3924774 51.3864344, 7.3921507 51.3863672, 7.3921064 51.3863581, 7.3919795 51.386332, 7.3918475 51.3863049, 7.391673 51.386269, 7.3915538 51.3862445, 7.3912694 51.3861861, 7.3911898 51.3861697, 7.3911173 51.3861548, 7.3910778 51.386148, 7.3910407 51.3861487, 7.3909427 51.386157, 7.3907983 51.386172, 7.3907301 51.3861791, 7.3906854 51.3861848, 7.3905166 51.3862026, 7.3904065 51.3862134)",,
