osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width,lanes,junction,bridge
"[1097502562, 132691949]",Tütinger Straße,secondary,False,False,182.20600000000002,"LINESTRING (7.8718152 52.5395172, 7.8717691 52.5397219, 7.8717306 52.5399832, 7.8717275 52.5401698, 7.8717473 52.5405315, 7.8717247 52.5406388, 7.8717162 52.5407916, 7.8716542 52.5409165, 7.8715401 52.5410343, 7.8715197 52.5410581, 7.8714551 52.5411112)",L 70,50,,2,,
132691949,Tütinger Straße,secondary,False,True,134.972,"LINESTRING (7.8718152 52.5395172, 7.8720088 52.5389591, 7.8722026 52.5384393, 7.8722382 52.538331)",L 70,50,,,,
10574979,,primary,True,False,16.514,"LINESTRING (7.8714551 52.5411112, 7.8714845 52.5411283, 7.8715071 52.5411489, 7.8715219 52.541172, 7.8715281 52.5411965, 7.8715255 52.5412212, 7.8715142 52.5412449)",,50,,,roundabout,
"[1097502562, 132691949]",Tütinger Straße,secondary,False,True,182.206,"LINESTRING (7.8714551 52.5411112, 7.8715197 52.5410581, 7.8715401 52.5410343, 7.8716542 52.5409165, 7.8717162 52.5407916, 7.8717247 52.5406388, 7.8717473 52.5405315, 7.8717275 52.5401698, 7.8717306 52.5399832, 7.8717691 52.5397219, 7.8718152 52.5395172)",L 70,50,,2,,
10574979,,primary,True,False,25.660999999999998,"LINESTRING (7.8715142 52.5412449, 7.8714866 52.5412733, 7.8714468 52.5412957, 7.8713981 52.5413102, 7.8713446 52.5413156, 7.8712908 52.5413114, 7.8712412 52.5412981, 7.8712 52.5412768)",,50,,,roundabout,
199006600,Lingener Straße,primary,False,True,217.02400000000003,"LINESTRING (7.8715142 52.5412449, 7.8716331 52.5412688, 7.8718734 52.5413207, 7.8721313 52.5413598, 7.8724839 52.5413912, 7.87281 52.5414064, 7.8731877 52.5414133, 7.8736094 52.5414172, 7.8738621 52.5414195, 7.873957 52.5414206, 7.8746894 52.5414228)",B 214,50,,2,,
10574979,,primary,True,False,10.146,"LINESTRING (7.8712 52.5412768, 7.8711723 52.5412514, 7.8711566 52.5412225, 7.8711541 52.5411922)",,50,,,roundabout,
"[10574982, 1097502559]",Alfred-Eymann-Straße,residential,False,False,14.216000000000001,"LINESTRING (7.8712 52.5412768, 7.8711015 52.5413188, 7.8710167 52.541337)",,,,,,
10574979,,primary,True,False,19.076,"LINESTRING (7.8711994 52.5411268, 7.8712424 52.5411046, 7.8712943 52.5410912, 7.8713504 52.5410877, 7.8714057 52.5410946, 7.8714551 52.5411112)",,50,,,roundabout,
30622395,Beckers Stiege,residential,False,False,4.757,"LINESTRING (7.870182 52.5408551, 7.8701562 52.5408949)",,,,,,
10574981,Am Schusterboll,residential,False,False,169.98299999999998,"LINESTRING (7.870182 52.5408551, 7.8702073 52.5408154, 7.8701853 52.5407756, 7.8701504 52.5407348, 7.8699629 52.5406602, 7.8696789 52.5405666, 7.8691518 52.5403964, 7.8687347 52.5402762, 7.8685913 52.5402156, 7.868486 52.5401721, 7.8683203 52.5401233, 7.8682353 52.5401176, 7.8681137 52.5401225)",,,,,,
421279174,Lingener Straße,primary,True,False,75.179,"LINESTRING (7.870182 52.5408551, 7.8706584 52.5409713, 7.8710733 52.5410906, 7.8711994 52.5411268)",B 214,50,,,,
10574982,Alfred-Eymann-Straße,residential,False,False,96.24,"LINESTRING (7.8710167 52.541337, 7.870885 52.541367, 7.8707082 52.5414892, 7.8705243 52.5416162, 7.8701932 52.5419404, 7.8702103 52.5420059)",,,,,,
"[10574982, 1097502559]",Alfred-Eymann-Straße,residential,False,True,14.216000000000001,"LINESTRING (7.8710167 52.541337, 7.8711015 52.5413188, 7.8712 52.5412768)",,,,,,
84005529,Quittstraße,residential,False,True,107.28,"LINESTRING (7.8710167 52.541337, 7.8711218 52.5413668, 7.8713238 52.5413973, 7.8714192 52.5414305, 7.8714326 52.541473, 7.8713923 52.5416273, 7.8712498 52.5420485, 7.8712111 52.5421158)",,,,,,
10574982,Alfred-Eymann-Straße,residential,False,True,96.23999999999998,"LINESTRING (7.8702103 52.5420059, 7.8701932 52.5419404, 7.8705243 52.5416162, 7.8707082 52.5414892, 7.870885 52.541367, 7.8710167 52.541337)",,,,,,
84005512,Hauptstraße,residential,False,True,69.862,"LINESTRING (7.8702103 52.5420059, 7.8703714 52.5419835, 7.8704629 52.5419929, 7.8712111 52.5421158)",,,,,,
1097502561,Hauptstraße,residential,False,False,114.607,"LINESTRING (7.8702103 52.5420059, 7.8700766 52.5420476, 7.8699016 52.5421226, 7.8697491 52.5422027, 7.8696398 52.5422617, 7.8694704 52.5423661, 7.8691283 52.5426195, 7.8689493 52.542677)",,,,,,
8319064,Veilchenstraße,residential,False,False,94.869,"LINESTRING (7.8663265 52.5444303, 7.8663073 52.5443686, 7.8663081 52.5442685, 7.8665356 52.5438647, 7.8666618 52.5436127)",,30,,,,
"[826194785, 30622396]",Hauptstraße,tertiary,False,False,41.391,"LINESTRING (7.8663265 52.5444303, 7.8661917 52.5444823, 7.866083 52.5445331, 7.8659401 52.5446126, 7.8658479 52.5446609)",K 143,,,,,
30622396,Hauptstraße,tertiary,False,True,145.08800000000002,"LINESTRING (7.8663265 52.5444303, 7.8664183 52.5444146, 7.8666816 52.5443897, 7.8672222 52.5443782, 7.8672486 52.5443776, 7.8674385 52.5443593, 7.8675476 52.5443303, 7.8676335 52.544296, 7.8676664 52.5442829, 7.8679094 52.5441326, 7.8680599 52.5440395, 7.8681819 52.5440068, 7.86825 52.5440033)",K 143,,,,,
10574984,Lingener Straße,primary,True,False,32.090999999999994,"LINESTRING (7.8645224 52.5409699, 7.8644126 52.5409678, 7.8642723 52.5409522, 7.864204 52.5409379, 7.8641563 52.5409167, 7.864122 52.5408656)",B 214,50,,,roundabout,
860546863,Loxtener Straße,secondary,False,False,25.642000000000003,"LINESTRING (7.8645224 52.5409699, 7.8645343 52.5410489, 7.8645595 52.5411994)",L 74,50,,2,,
10574984,Lingener Straße,primary,True,False,35.007000000000005,"LINESTRING (7.864122 52.5408656, 7.8641261 52.5408148, 7.8641766 52.5407777, 7.86425 52.5407518, 7.8643698 52.5407336, 7.8645159 52.5407274)",B 214,50,,,roundabout,
10574984,Lingener Straße,primary,True,False,21.455,"LINESTRING (7.864702 52.5408392, 7.8646983 52.5408938, 7.8646682 52.5409305, 7.8646092 52.5409503, 7.8645224 52.5409699)",B 214,50,,,roundabout,
"[421277809, 421277810]",Lingener Straße,primary,False,True,230.20700000000002,"LINESTRING (7.864702 52.5408392, 7.8648258 52.5408133, 7.8656335 52.5407327, 7.8664324 52.5406668, 7.8669697 52.5406438, 7.8675147 52.5406219, 7.8677991 52.5406175, 7.868078 52.5406228)",B 214,50,,2,,
10574985,Loxtener Straße,secondary,False,False,8.577,"LINESTRING (7.8646669 52.5419008, 7.8646767 52.5419777)",L 74,50,,2,,
10574985,Loxtener Straße,secondary,False,True,78.33,"LINESTRING (7.8646669 52.5419008, 7.8645595 52.5411994)",L 74,50,,2,,
"[421277809, 421277810]",Lingener Straße,primary,False,False,230.207,"LINESTRING (7.868078 52.5406228, 7.8677991 52.5406175, 7.8675147 52.5406219, 7.8669697 52.5406438, 7.8664324 52.5406668, 7.8656335 52.5407327, 7.8648258 52.5408133, 7.864702 52.5408392)",B 214,50,,2,,
"[222064705, 421277811, 860546862]",Lingener Straße,primary,False,True,94.089,"LINESTRING (7.868078 52.5406228, 7.8682872 52.5406322, 7.8685675 52.5406424, 7.8688119 52.540658, 7.8691543 52.5406889, 7.8694563 52.5407281)",B 214,50,,"['2', '3']",,
708315182,Voltlager Damm,tertiary,False,False,56.115,"LINESTRING (7.868078 52.5406228, 7.8681217 52.5405167, 7.868135 52.5404304, 7.8681391 52.5402988, 7.868118 52.5401527, 7.8681137 52.5401225)",K 111,50,5.5,,,
"[860546858, 197364773, 860546861]",Lindenstraße,residential,False,True,167.70399999999998,"LINESTRING (7.868078 52.5406228, 7.8680303 52.5407264, 7.8679659 52.5408497, 7.8679079 52.5409609, 7.8678531 52.5411519, 7.8678207 52.5412478, 7.867795 52.5413047, 7.8677102 52.5415544, 7.8676306 52.5417781, 7.8675471 52.5420322, 7.8675191 52.5420906)",,,,,,
132692009,Bippener Straße,secondary,False,True,34.927,"LINESTRING (7.8652302 52.5449937, 7.8653445 52.5449395, 7.8655247 52.544851, 7.8656254 52.5447919)",L 73,50,,2,,
27501143,Tiefer Weg,residential,False,False,39.006,"LINESTRING (7.8708154 52.5447733, 7.8713919 52.5447849)",,50,,,,
27501143,Tiefer Weg,residential,False,True,115.51200000000001,"LINESTRING (7.8708154 52.5447733, 7.8705245 52.5447722, 7.8703834 52.5447611, 7.870135 52.5447296, 7.8697384 52.5446439, 7.8694018 52.544562, 7.8692704 52.5445419, 7.8691704 52.5445551)",,50,,,,
84000050,Sankt-Georg-Straße,residential,False,False,85.471,"LINESTRING (7.8708154 52.5447733, 7.8708108 52.5448137, 7.8707429 52.5455141, 7.8707403 52.5455406)",,,,,,
708315182,Voltlager Damm,tertiary,False,True,184.23100000000002,"LINESTRING (7.8668781 52.5386689, 7.8671005 52.538822, 7.867209 52.538904, 7.867436 52.5391011, 7.8676843 52.5393968, 7.8678812 52.5396513, 7.8680156 52.5398603, 7.8681137 52.5401225)",K 111,50,5.5,,,
"[30622390, 708315183]",An der Insel,residential,False,False,126.406,"LINESTRING (7.8668781 52.5386689, 7.8668458 52.5387047, 7.8665958 52.5388972, 7.8664378 52.5390188, 7.865831 52.5394963, 7.8657669 52.5395798)",,30,,,,
30622390,An der Insel,residential,False,False,69.301,"LINESTRING (7.8657669 52.5395798, 7.8653965 52.5401609)",,30,,,,
"[30622390, 708315183]",An der Insel,residential,False,True,126.40599999999999,"LINESTRING (7.8657669 52.5395798, 7.865831 52.5394963, 7.8664378 52.5390188, 7.8665958 52.5388972, 7.8668458 52.5387047, 7.8668781 52.5386689)",,30,,,,
30622393,Röthebachstraße,residential,False,False,178.70499999999998,"LINESTRING (7.8657669 52.5395798, 7.864996 52.5393003, 7.8645068 52.5391289, 7.8643515 52.5391038, 7.8642375 52.5391578, 7.8641687 52.5392398, 7.8638093 52.5396219)",,,,,,
30622391,Auf der Lage,residential,False,False,122.99799999999999,"LINESTRING (7.8638093 52.5396219, 7.8643312 52.5398173, 7.8653965 52.5401609)",,,,,,
30622391,Auf der Lage,residential,False,True,67.28399999999999,"LINESTRING (7.8638093 52.5396219, 7.8630253 52.5393615, 7.862931 52.5393385)",,,,,,
30622393,Röthebachstraße,residential,False,True,178.70499999999998,"LINESTRING (7.8638093 52.5396219, 7.8641687 52.5392398, 7.8642375 52.5391578, 7.8643515 52.5391038, 7.8645068 52.5391289, 7.864996 52.5393003, 7.8657669 52.5395798)",,,,,,
30622391,Auf der Lage,residential,False,False,67.28399999999999,"LINESTRING (7.862931 52.5393385, 7.8630253 52.5393615, 7.8638093 52.5396219)",,,,,,
30622392,Am Holzbach,residential,False,False,174.769,"LINESTRING (7.862931 52.5393385, 7.8630708 52.5391477, 7.8631799 52.539035, 7.8632685 52.5389948, 7.8635957 52.5386648, 7.8636202 52.5385922, 7.8635796 52.5385187, 7.8634556 52.5384206, 7.8631081 52.5381547, 7.8629534 52.5380199)",,30,,,,
30622392,Am Holzbach,residential,False,True,80.839,"LINESTRING (7.862931 52.5393385, 7.8627016 52.5395968, 7.8624194 52.5399234, 7.8623641 52.5399784)",,30,,,,
30622389,Eichenallee,living_street,False,False,37.825,"LINESTRING (7.8623641 52.5399784, 7.8621624 52.539875, 7.8619221 52.5397704)",,,,,,
30622392,Am Holzbach,residential,False,False,80.839,"LINESTRING (7.8623641 52.5399784, 7.8624194 52.5399234, 7.8627016 52.5395968, 7.862931 52.5393385)",,30,,,,
30622392,Am Holzbach,residential,False,True,68.648,"LINESTRING (7.8623641 52.5399784, 7.8628198 52.5402125, 7.8631476 52.5403708)",,30,,,,
30622390,An der Insel,residential,False,True,69.301,"LINESTRING (7.8653965 52.5401609, 7.8657669 52.5395798)",,30,,,,
30622390,An der Insel,residential,False,False,80.766,"LINESTRING (7.8653965 52.5401609, 7.8653709 52.5402042, 7.86536 52.5402227, 7.8652711 52.5402781, 7.8651717 52.5403247, 7.8643995 52.5405155)",,30,,,,
30622391,Auf der Lage,residential,False,True,122.99799999999999,"LINESTRING (7.8653965 52.5401609, 7.8643312 52.5398173, 7.8638093 52.5396219)",,,,,,
30622390,An der Insel,residential,False,True,80.766,"LINESTRING (7.8643995 52.5405155, 7.8651717 52.5403247, 7.8652711 52.5402781, 7.86536 52.5402227, 7.8653709 52.5402042, 7.8653965 52.5401609)",,30,,,,
30622392,Am Holzbach,residential,False,False,91.255,"LINESTRING (7.8643995 52.5405155, 7.8642036 52.5405498, 7.8638733 52.5405603, 7.8636138 52.5405527, 7.863425 52.540491, 7.8631476 52.5403708)",,30,,,,
221424530,,unclassified,False,False,25.072000000000003,"LINESTRING (7.8643995 52.5405155, 7.8644558 52.5405747, 7.8644948 52.5406637, 7.8645159 52.5407274)",,30,,,,
30622380,Platanenweg,living_street,False,False,79.09,"LINESTRING (7.8619221 52.5397704, 7.8618161 52.5398325, 7.8617203 52.5399327, 7.861695 52.5402503, 7.8617396 52.5404362)",,,,,,
30622389,Eichenallee,living_street,False,False,74.738,"LINESTRING (7.8619221 52.5397704, 7.8618689 52.5397421, 7.8616233 52.53965, 7.8613613 52.5395864, 7.8609161 52.5395073)",,,,,,
30622389,Eichenallee,living_street,False,True,37.825,"LINESTRING (7.8619221 52.5397704, 7.8621624 52.539875, 7.8623641 52.5399784)",,,,,,
"[30622379, 314078975]","['Wacholderplatz', 'Ulmenweg']",living_street,False,False,142.06799999999998,"LINESTRING (7.8609161 52.5395073, 7.8608587 52.5396053, 7.8606801 52.5397894, 7.8605948 52.5400022, 7.8605823 52.5402217, 7.8606492 52.5403876, 7.8608017 52.5404492, 7.8611947 52.5404509)",,,,,,
30622389,Eichenallee,living_street,False,True,74.738,"LINESTRING (7.8609161 52.5395073, 7.8613613 52.5395864, 7.8616233 52.53965, 7.8618689 52.5397421, 7.8619221 52.5397704)",,,,,,
30622380,Platanenweg,living_street,False,True,79.09,"LINESTRING (7.8617396 52.5404362, 7.861695 52.5402503, 7.8617203 52.5399327, 7.8618161 52.5398325, 7.8619221 52.5397704)",,,,,,
333231769,Wacholderplatz,living_street,False,False,39.595,"LINESTRING (7.8617396 52.5404362, 7.8619326 52.5404781, 7.8623131 52.5404745)",,,,,,
333231769,Wacholderplatz,living_street,False,True,15.373000000000001,"LINESTRING (7.8617396 52.5404362, 7.8615754 52.5404671, 7.8615201 52.5404647)",,,,,,
30622392,Am Holzbach,residential,False,True,174.769,"LINESTRING (7.8629534 52.5380199, 7.8631081 52.5381547, 7.8634556 52.5384206, 7.8635796 52.5385187, 7.8636202 52.5385922, 7.8635957 52.5386648, 7.8632685 52.5389948, 7.8631799 52.539035, 7.8630708 52.5391477, 7.862931 52.5393385)",,30,,,,
10574984,Lingener Straße,primary,True,False,19.625,"LINESTRING (7.8645159 52.5407274, 7.8645629 52.5407322, 7.8645994 52.5407431, 7.8646585 52.5407653, 7.8646952 52.540801, 7.864702 52.5408392)",B 214,50,,,roundabout,
221424530,,unclassified,False,True,25.072,"LINESTRING (7.8645159 52.5407274, 7.8644948 52.5406637, 7.8644558 52.5405747, 7.8643995 52.5405155)",,30,,,,
10574985,Loxtener Straße,secondary,False,False,78.33,"LINESTRING (7.8645595 52.5411994, 7.8646669 52.5419008)",L 74,50,,2,,
"[30622386, 791511260]",Aslager Straße,residential,False,False,230.00600000000003,"LINESTRING (7.8645595 52.5411994, 7.8648503 52.541179, 7.8649644 52.5411901, 7.8653086 52.5412638, 7.8654915 52.541302, 7.8656089 52.5413265, 7.8657877 52.5413899, 7.8658698 52.5414234, 7.8659433 52.5414534, 7.8665805 52.5417936, 7.8667659 52.5418852, 7.866986 52.5419677, 7.8672583 52.5420392, 7.8675191 52.5420906)",,30,,,,
860546863,Loxtener Straße,secondary,False,True,25.642000000000003,"LINESTRING (7.8645595 52.5411994, 7.8645343 52.5410489, 7.8645224 52.5409699)",L 74,50,,2,,
30622395,Beckers Stiege,residential,False,True,182.70100000000002,"LINESTRING (7.8686961 52.54221, 7.8687334 52.542173, 7.86879 52.5420525, 7.868828 52.541882, 7.8688576 52.5417915, 7.8689206 52.5416978, 7.8689697 52.541644, 7.8690258 52.541606, 7.8691348 52.5415606, 7.8694004 52.5414274, 7.8696834 52.541254, 7.8697636 52.541206, 7.8699765 52.5410506, 7.8700701 52.5409881, 7.8701342 52.540919, 7.8701562 52.5408949)",,,,,,
197364771,Aslager Straße,residential,False,True,81.2,"LINESTRING (7.8686961 52.54221, 7.8686668 52.5421999, 7.8686078 52.542182, 7.8685102 52.5421698, 7.8677589 52.5421258, 7.8675191 52.5420906)",,,,,,
197364776,Beckers Stiege,residential,False,False,55.87400000000001,"LINESTRING (7.8686961 52.54221, 7.8687346 52.5422416, 7.8687434 52.5422649, 7.8687699 52.5424407, 7.8687999 52.5425194, 7.8688894 52.5426113, 7.8689493 52.542677)",,,,,,
161799214,Hauptstraße,residential,False,False,51.165000000000006,"LINESTRING (7.8689493 52.542677, 7.868902 52.5427495, 7.8687802 52.542927, 7.8686646 52.5431033)",,,,,,
197364776,Beckers Stiege,residential,False,True,55.874,"LINESTRING (7.8689493 52.542677, 7.8688894 52.5426113, 7.8687999 52.5425194, 7.8687699 52.5424407, 7.8687434 52.5422649, 7.8687346 52.5422416, 7.8686961 52.54221)",,,,,,
1097502561,Hauptstraße,residential,False,True,114.60699999999999,"LINESTRING (7.8689493 52.542677, 7.8691283 52.5426195, 7.8694704 52.5423661, 7.8696398 52.5422617, 7.8697491 52.5422027, 7.8699016 52.5421226, 7.8700766 52.5420476, 7.8702103 52.5420059)",,,,,,
594331609,Loxtener Straße,secondary,False,True,110.742,"LINESTRING (7.8663002 52.5457403, 7.8662195 52.5455293, 7.8660811 52.545274, 7.865913 52.5450089, 7.8658484 52.5448865, 7.8657832 52.5447971)",L 74,50,,2,,
"[721313147, 721313148, 30622397]",Michels Stiege,residential,False,True,309.848,"LINESTRING (7.8663002 52.5457403, 7.8664258 52.5457279, 7.8670877 52.5457522, 7.8672025 52.5457543, 7.8676344 52.5457622, 7.8678402 52.5457503, 7.8679703 52.5456909, 7.8681829 52.5454423, 7.868221 52.5453769, 7.8682359 52.5453305, 7.8682381 52.5452738, 7.8682492 52.5451857, 7.8682525 52.5450507, 7.868224 52.5449998, 7.8681084 52.5449164, 7.868084 52.5448082, 7.8680906 52.5447691, 7.8680965 52.5447337, 7.8681213 52.5446011, 7.868213 52.5443271, 7.8683371 52.5440792, 7.868369 52.5440304)",,,,,,yes
27501143,Tiefer Weg,residential,False,True,39.006,"LINESTRING (7.8713919 52.5447849, 7.8708154 52.5447733)",,50,,,,
27501143,Tiefer Weg,residential,False,False,113.048,"LINESTRING (7.8713919 52.5447849, 7.8727161 52.5448152, 7.8729438 52.5448218, 7.8730623 52.5448181)",,50,,,,
39361698,Kolpingstraße,residential,False,False,208.344,"LINESTRING (7.8713919 52.5447849, 7.8713892 52.5447175, 7.8711871 52.5438643, 7.8711769 52.5438226, 7.8710422 52.543271, 7.870959 52.5429303)",,,,,,
27501143,Tiefer Weg,residential,False,False,141.689,"LINESTRING (7.8730623 52.5448181, 7.8732053 52.5448148, 7.873561 52.5448262, 7.8751563 52.5448549)",,50,,,,
27501143,Tiefer Weg,residential,False,True,113.048,"LINESTRING (7.8730623 52.5448181, 7.8729438 52.5448218, 7.8727161 52.5448152, 7.8713919 52.5447849)",,50,,,,
39361699,Nonnenbergweg,residential,False,False,78.89,"LINESTRING (7.8730623 52.5448181, 7.8730734 52.5449261, 7.8731808 52.5455238)",,,,,,
84005509,Schulstraße,residential,False,True,110.05499999999999,"LINESTRING (7.8730623 52.5448181, 7.8730522 52.5447216, 7.8729124 52.5438326)",,,,,,
39361699,Nonnenbergweg,residential,False,False,69.239,"LINESTRING (7.8732447 52.5457817, 7.8733481 52.5464012)",,,,,,
39361699,Nonnenbergweg,residential,False,True,29.001,"LINESTRING (7.8732447 52.5457817, 7.8731808 52.5455238)",,,,,,
39361706,Nordstraße,residential,False,False,141.43,"LINESTRING (7.8732447 52.5457817, 7.8734652 52.5458068, 7.8741705 52.5458592, 7.8750743 52.5458786, 7.8753261 52.5458881)",,,,,,
84013862,Am Mühlenkamp,residential,False,True,78.851,"LINESTRING (7.8722382 52.538331, 7.8720933 52.5383178, 7.8720146 52.5383154, 7.8715044 52.5382996, 7.8710768 52.5382738)",,,,,,
84013869,Im Grunde,residential,False,False,70.961,"LINESTRING (7.8722382 52.538331, 7.8724262 52.5383275, 7.8732838 52.5383749)",,,,,,
132691949,Tütinger Straße,secondary,False,False,134.972,"LINESTRING (7.8722382 52.538331, 7.8722026 52.5384393, 7.8720088 52.5389591, 7.8718152 52.5395172)",L 70,50,,,,
8319064,Veilchenstraße,residential,False,True,92.56300000000002,"LINESTRING (7.8675191 52.5420906, 7.8674549 52.5421815, 7.8668924 52.5427184, 7.8667835 52.5427891)",,30,,,,
"[30622386, 791511260]",Aslager Straße,residential,False,True,230.006,"LINESTRING (7.8675191 52.5420906, 7.8672583 52.5420392, 7.866986 52.5419677, 7.8667659 52.5418852, 7.8665805 52.5417936, 7.8659433 52.5414534, 7.8658698 52.5414234, 7.8657877 52.5413899, 7.8656089 52.5413265, 7.8654915 52.541302, 7.8653086 52.5412638, 7.8649644 52.5411901, 7.8648503 52.541179, 7.8645595 52.5411994)",,30,,,,
197364771,Aslager Straße,residential,False,False,81.2,"LINESTRING (7.8675191 52.5420906, 7.8677589 52.5421258, 7.8685102 52.5421698, 7.8686078 52.542182, 7.8686668 52.5421999, 7.8686961 52.54221)",,,,,,
"[860546858, 860546861, 197364773]",Lindenstraße,residential,False,False,167.70399999999998,"LINESTRING (7.8675191 52.5420906, 7.8675471 52.5420322, 7.8676306 52.5417781, 7.8677102 52.5415544, 7.867795 52.5413047, 7.8678207 52.5412478, 7.8678531 52.5411519, 7.8679079 52.5409609, 7.8679659 52.5408497, 7.8680303 52.5407264, 7.868078 52.5406228)",,,,,,
"[84000019, 84000012]","['Pater-Benninghaus-Straße', 'Hermann-Böckmann-Straße']",living_street,False,False,195.631,"LINESTRING (7.8703545 52.5461461, 7.8703624 52.5462371, 7.8703695 52.5465132, 7.8704085 52.5465809, 7.8704813 52.5466194, 7.8706069 52.5466412, 7.8721061 52.5466306, 7.8721979 52.5465769, 7.8722293 52.5463848)",,,,,,
84000018,Pater-Benninghaus-Straße,living_street,False,False,150.768,"LINESTRING (7.8703545 52.5461461, 7.8707555 52.5461352, 7.8721252 52.546129, 7.8722011 52.5461655, 7.8722293 52.5463848)",,,,,,
"[84000018, 1214216292]",Pater-Benninghaus-Straße,living_street,False,True,72.39999999999999,"LINESTRING (7.8703545 52.5461461, 7.8694437 52.5461696, 7.8693437 52.5461738, 7.869285 52.5461762)",,,,,,
84000018,Pater-Benninghaus-Straße,living_street,False,True,150.768,"LINESTRING (7.8722293 52.5463848, 7.8722011 52.5461655, 7.8721252 52.546129, 7.8707555 52.5461352, 7.8703545 52.5461461)",,,,,,
"[84000019, 84000012]","['Pater-Benninghaus-Straße', 'Hermann-Böckmann-Straße']",living_street,False,True,195.631,"LINESTRING (7.8722293 52.5463848, 7.8721979 52.5465769, 7.8721061 52.5466306, 7.8706069 52.5466412, 7.8704813 52.5466194, 7.8704085 52.5465809, 7.8703695 52.5465132, 7.8703624 52.5462371, 7.8703545 52.5461461)",,,,,,
84000019,Hermann-Böckmann-Straße,living_street,False,False,75.946,"LINESTRING (7.8722293 52.5463848, 7.8732367 52.5464169, 7.8733481 52.5464012)",,,,,,
84000050,Sankt-Georg-Straße,residential,False,True,15.29,"LINESTRING (7.8707476 52.5458779, 7.8707451 52.5457404)",,,,,,
84000030,Sankt-Georg-Straße,residential,False,True,165.04,"LINESTRING (7.8707403 52.5455406, 7.8731808 52.5455238)",,,,,,
84000050,Sankt-Georg-Straße,residential,False,False,22.219,"LINESTRING (7.8707403 52.5455406, 7.8707451 52.5457404)",,,,,,
289709997,Sankt-Georg-Straße,residential,False,True,34.583,"LINESTRING (7.8707403 52.5455406, 7.870671 52.5455565, 7.870616 52.5455823, 7.8706136 52.5457194, 7.8706814 52.5457435, 7.8707451 52.5457404)",,,,,,
84000050,Sankt-Georg-Straße,residential,False,True,85.471,"LINESTRING (7.8707403 52.5455406, 7.8707429 52.5455141, 7.8708108 52.5448137, 7.8708154 52.5447733)",,,,,,
"[84000018, 1214216292]",Pater-Benninghaus-Straße,living_street,False,False,72.4,"LINESTRING (7.869285 52.5461762, 7.8693437 52.5461738, 7.8694437 52.5461696, 7.8703545 52.5461461)",,,,,,
