osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,access,width,junction
220058277,Wassergasse,residential,False,True,313.53999999999996,,,"LINESTRING (12.383538 49.3493493, 12.3835889 49.3494255, 12.3836452 49.3494492, 12.3838058 49.349439, 12.3841954 49.3493765, 12.3844839 49.3493147, 12.3847534 49.3492462, 12.3852587 49.3491177, 12.3856631 49.349027, 12.3857711 49.3490028, 12.3858019 49.3489962, 12.3859576 49.3489795, 12.3861623 49.3489769, 12.3871759 49.3489986, 12.3876466 49.3490741)",,,,,
25652977,Ledererstraße,residential,False,True,149.651,,,"LINESTRING (12.3814183 49.3484885, 12.3819628 49.3481585, 12.3821557 49.348044, 12.382559 49.3477564, 12.3828476 49.3475203)",,,,,
25709195,Vorstadt,secondary,False,False,43.356,St 2398,50,"LINESTRING (12.3814183 49.3484885, 12.3813593 49.3484507, 12.3809692 49.3482309)",,2,,,
25709195,Vorstadt,secondary,False,True,40.941,St 2398,50,"LINESTRING (12.3814183 49.3484885, 12.3817396 49.3486541, 12.3818676 49.3487116)",,2,,,
11276114,Kolpingstraße,residential,False,False,225.024,,,"LINESTRING (12.3828476 49.3475203, 12.3826182 49.3473802, 12.3822353 49.3472003, 12.3820261 49.347102, 12.3818894 49.3470391, 12.3816961 49.3469501, 12.3813539 49.346791, 12.3811721 49.3467065, 12.3804287 49.3462572)",,,,,
25652977,Ledererstraße,residential,False,False,149.651,,,"LINESTRING (12.3828476 49.3475203, 12.382559 49.3477564, 12.3821557 49.348044, 12.3819628 49.3481585, 12.3814183 49.3484885)",,,,,
"[25652977, 25652978, 364648133]",Ledererstraße,residential,False,True,426.121,,30,"LINESTRING (12.3828476 49.3475203, 12.3832257 49.347298, 12.383895 49.346881, 12.3842447 49.3466556, 12.3842754 49.3465983, 12.3842841 49.3465303, 12.3842424 49.3464129, 12.3840485 49.3461208, 12.3839863 49.3459306, 12.3839599 49.3458357, 12.3836183 49.3455755, 12.3833766 49.3454159, 12.3826104 49.3448891, 12.3824225 49.3447545, 12.3823114 49.3446515, 12.3822401 49.3445432)",,,,,
838489973,Katzdorfer Straße,tertiary,False,True,23.968,SAD 37,50,"LINESTRING (12.3765626 49.3481804, 12.3762359 49.3481463)",,,,,
25337192,Austraße,tertiary,False,False,251.989,SAD 37,50,"LINESTRING (12.3765626 49.3481804, 12.3766184 49.348179, 12.3768863 49.3481725, 12.3776528 49.3481326, 12.3777834 49.3481239, 12.3782355 49.3480937, 12.3796267 49.3478708, 12.3797235 49.3478487, 12.3798135 49.3478168, 12.3799055 49.3477297)",,,,,
13769587,Rahm,residential,False,True,28.79,,20,"LINESTRING (12.3842764 49.3479987, 12.3846428 49.3478984)",,,,,
13769587,Rahm,residential,False,False,166.231,,20,"LINESTRING (12.3842764 49.3479987, 12.3842079 49.3480178, 12.3834813 49.3484955, 12.3831904 49.3487754, 12.3829274 49.3491762)",,,,,
27522652,Im Berg,residential,False,False,45.231,,20,"LINESTRING (12.3842764 49.3479987, 12.3843873 49.3480269, 12.3845913 49.3483281)",,,,,
27522583,Im Berg,residential,False,False,118.082,,20,"LINESTRING (12.3845913 49.3483281, 12.3841897 49.3484051, 12.3839697 49.3484957, 12.3837296 49.3486572, 12.3836397 49.348771, 12.3835603 49.3488716, 12.383471 49.3490139)",,,,,
27522652,Im Berg,residential,False,False,112.449,,20,"LINESTRING (12.3845913 49.3483281, 12.3847725 49.3483801, 12.3848563 49.3484051, 12.3849102 49.3485033, 12.3849111 49.3485909, 12.3849118 49.348665, 12.3848976 49.3487071, 12.3848921 49.3487235, 12.3848282 49.3487619, 12.3847727 49.3487952, 12.384754 49.3488065, 12.3847039 49.3488195, 12.3842211 49.3489455)",,,,,
27522652,Im Berg,residential,False,True,45.231,,20,"LINESTRING (12.3845913 49.3483281, 12.3843873 49.3480269, 12.3842764 49.3479987)",,,,,
25633577,Ringseisstraße,residential,False,True,55.965,,,"LINESTRING (12.3809716 49.3449707, 12.3805886 49.3445336)",,,,,
"[11276112, 25633577]","['Ringseisstraße', 'Krankenhausstraße']",residential,False,False,214.748,,,"LINESTRING (12.3809716 49.3449707, 12.3811284 49.3451103, 12.3814473 49.3453515, 12.3817262 49.3456071, 12.3817547 49.3456769, 12.3816806 49.3457679, 12.3804287 49.3462572)",,,,,
25633578,Ringseisstraße,residential,False,False,103.811,,,"LINESTRING (12.3809716 49.3449707, 12.3812113 49.344855, 12.3822401 49.3445432)",,,,,
25633578,Ringseisstraße,residential,False,True,103.811,,,"LINESTRING (12.3822401 49.3445432, 12.3812113 49.344855, 12.3809716 49.3449707)",,,,,
"[25652977, 25652978, 364648133]",Ledererstraße,residential,False,False,426.121,,30,"LINESTRING (12.3822401 49.3445432, 12.3823114 49.3446515, 12.3824225 49.3447545, 12.3826104 49.3448891, 12.3833766 49.3454159, 12.3836183 49.3455755, 12.3839599 49.3458357, 12.3839863 49.3459306, 12.3840485 49.3461208, 12.3842424 49.3464129, 12.3842841 49.3465303, 12.3842754 49.3465983, 12.3842447 49.3466556, 12.383895 49.346881, 12.3832257 49.347298, 12.3828476 49.3475203)",,,,,
28108059,Schrannenplatz,residential,False,False,39.364,,20,"LINESTRING (12.3857856 49.3484142, 12.3856211 49.3480768)",,,,,
78204665,Bahnhofstraße,residential,False,False,52.385,,,"LINESTRING (12.376122 49.3453324, 12.3759055 49.3448829)",,,,,
25304950,Bahnhofstraße,residential,False,True,28.942,,,"LINESTRING (12.376122 49.3453324, 12.3763594 49.3454239, 12.3764639 49.345467)",,,,,
"[28050497, 78204668]",Bahnhofstraße,residential,False,True,48.317,,,"LINESTRING (12.376122 49.3453324, 12.3759214 49.3452969, 12.3754762 49.3452239)",,,,,
78204665,Bahnhofstraße,residential,False,True,52.385,,,"LINESTRING (12.3759055 49.3448829, 12.376122 49.3453324)",,,,,
28029257,Pentinger Steig,residential,False,False,98.802,,,"LINESTRING (12.3759055 49.3448829, 12.3761926 49.3447741, 12.3762997 49.3447336, 12.3770133 49.3445547, 12.3771456 49.3445189)",,,,,
"[232811723, 28029255]","['Pentinger Steig', 'Schrenckstraße']",residential,False,False,170.711,,,"LINESTRING (12.3794361 49.3444808, 12.3784604 49.3445216, 12.3777474 49.3445502, 12.3771727 49.3445738, 12.3771456 49.3445189)",,,,,
28050499,Schrenckstraße,residential,False,True,96.176,,,"LINESTRING (12.3794361 49.3444808, 12.379558 49.3446552, 12.3797052 49.3448436, 12.3799889 49.3452669)",,,,,
"[28050497, 78204668]",Bahnhofstraße,residential,False,False,48.317,,,"LINESTRING (12.3754762 49.3452239, 12.3759214 49.3452969, 12.376122 49.3453324)",,,,,
8003440,Jakobstraße,residential,False,True,24.783,,,"LINESTRING (12.3805874 49.3493435, 12.3808678 49.3492158)",,,,,
28050481,Am Bügerl,residential,False,False,67.702,,20,"LINESTRING (12.3865864 49.3478406, 12.3863691 49.3476314, 12.3861847 49.347296)",,,yes,,
28050483,Bachgasse,residential,False,False,55.233,,20,"LINESTRING (12.3865864 49.3478406, 12.3868588 49.3477177, 12.3869397 49.347704, 12.3870378 49.3478189, 12.3871472 49.3478816)",,,,,
28050483,Bachgasse,residential,False,True,33.221000000000004,,20,"LINESTRING (12.3865864 49.3478406, 12.3866969 49.3479701, 12.3867599 49.348115)",,,,,
28050489,Am Bügerl,residential,False,False,41.316,,20,"LINESTRING (12.3861847 49.347296, 12.3867374 49.3472043)",,,yes,,
28050481,Am Bügerl,residential,False,True,67.702,,20,"LINESTRING (12.3861847 49.347296, 12.3863691 49.3476314, 12.3865864 49.3478406)",,,yes,,
"[28050489, 28050490, 28050491]","['Am Bügerl', 'Am Bürgerl']",residential,False,True,127.25200000000001,,20,"LINESTRING (12.3861847 49.347296, 12.38598 49.3473326, 12.3854695 49.3474769, 12.3853983 49.3474983, 12.3853032 49.3475206, 12.3851937 49.3476928, 12.3851441 49.3478305, 12.3851948 49.347842, 12.3851465 49.3480028)",,,yes,2.5,
13769592,Söltlstraße,residential,False,False,31.362,,,"LINESTRING (12.387439 49.3446816, 12.3876502 49.3444354)",,,,,
13769592,Söltlstraße,residential,False,True,50.533,,,"LINESTRING (12.387439 49.3446816, 12.3871603 49.3450982)",,,,,
13769592,Söltlstraße,residential,False,False,50.533,,,"LINESTRING (12.3871603 49.3450982, 12.387439 49.3446816)",,,,,
13769592,Söltlstraße,residential,False,True,14.793,,,"LINESTRING (12.3871603 49.3450982, 12.3870684 49.345217)",,,,,
13769592,Söltlstraße,residential,False,True,36.703,,,"LINESTRING (12.3867227 49.3459994, 12.3863752 49.3462396)",,,,,
13769592,Söltlstraße,residential,False,False,91.072,,,"LINESTRING (12.3867227 49.3459994, 12.386795 49.345919, 12.3868789 49.3456133, 12.3869722 49.3454072, 12.3870274 49.3452852, 12.3870684 49.345217)",,,,,
364648289,Dorrerstraße,residential,False,False,36.13,,30,"LINESTRING (12.3867227 49.3459994, 12.3868444 49.3461615, 12.3869418 49.3462913)",,,,,
6280709,Konrad-Adenauer-Straße,secondary,False,False,118.923,St 2040,50,"LINESTRING (12.3869418 49.3462913, 12.3871568 49.3463796, 12.3881944 49.3469797)",,,,,
6280709,Konrad-Adenauer-Straße,secondary,False,True,41.782,St 2040,50,"LINESTRING (12.3869418 49.3462913, 12.3866465 49.3462404, 12.3863752 49.3462396)",,,,,
364648289,Dorrerstraße,residential,False,True,36.13,,30,"LINESTRING (12.3869418 49.3462913, 12.3868444 49.3461615, 12.3867227 49.3459994)",,,,,
15221372,Scherrstraße,residential,False,False,14.539,,30,"LINESTRING (12.3840343 49.3529173, 12.3840788 49.3530448)",,,,,
15221372,Scherrstraße,residential,False,True,199.62,,30,"LINESTRING (12.3840343 49.3529173, 12.383694 49.3520493, 12.383556 49.3518005, 12.3834777 49.3517231, 12.3834514 49.3516972, 12.3834314 49.3516774, 12.3827572 49.3514661)",,,,,
13769587,Rahm,residential,False,True,166.231,,20,"LINESTRING (12.3829274 49.3491762, 12.3831904 49.3487754, 12.3834813 49.3484955, 12.3842079 49.3480178, 12.3842764 49.3479987)",,,,,
27369620,Hauptstraße,residential,False,False,52.462,,20,"LINESTRING (12.3829274 49.3491762, 12.3830277 49.349257, 12.3831216 49.3493135, 12.3833336 49.3493712, 12.383538 49.3493493)",,,,,
"[29344296, 27369620, 29344311]",Hauptstraße,"['residential', 'unclassified']",False,True,70.719,,20,"LINESTRING (12.3829274 49.3491762, 12.3825743 49.3490474, 12.3823295 49.3489609, 12.3820803 49.3488604)",yes,,,,
25369974,Im Bleihof,residential,False,True,23.275,,,"LINESTRING (12.3876466 49.3490741, 12.3876732 49.3489831, 12.3876986 49.3488676)",,,yes,,
220058277,Wassergasse,residential,False,False,313.54,,,"LINESTRING (12.3876466 49.3490741, 12.3871759 49.3489986, 12.3861623 49.3489769, 12.3859576 49.3489795, 12.3858019 49.3489962, 12.3857711 49.3490028, 12.3856631 49.349027, 12.3852587 49.3491177, 12.3847534 49.3492462, 12.3844839 49.3493147, 12.3841954 49.3493765, 12.3838058 49.349439, 12.3836452 49.3494492, 12.3835889 49.3494255, 12.383538 49.3493493)",,,,,
25336953,Im Bleihof,residential,False,False,153.077,,20,"LINESTRING (12.3876986 49.3488676, 12.3878102 49.3488953, 12.387939 49.3489907, 12.3880614 49.3490021, 12.3882623 49.3489696, 12.3885697 49.3488542, 12.3887035 49.3487426, 12.3888726 49.3485392, 12.3888985 49.3484659, 12.388776 49.3482005)",,,,,
25336953,Im Bleihof,residential,False,True,50.559,,20,"LINESTRING (12.3876986 49.3488676, 12.3875202 49.3487698, 12.3873444 49.3484895)",,,,,
25369974,Im Bleihof,residential,False,False,23.275,,,"LINESTRING (12.3876986 49.3488676, 12.3876732 49.3489831, 12.3876466 49.3490741)",,,yes,,
25709195,Vorstadt,secondary,False,True,17.515,St 2398,50,"LINESTRING (12.3807781 49.3481344, 12.3809692 49.3482309)",,2,,,
25336915,Am Aign,unclassified,False,True,139.806,,,"LINESTRING (12.3807781 49.3481344, 12.3803531 49.3484807, 12.3803475 49.3485169, 12.3803626 49.3485546, 12.3804981 49.3487329, 12.3808678 49.3492158)",,,,,
25709195,Vorstadt,secondary,False,False,77.605,St 2398,50,"LINESTRING (12.3807781 49.3481344, 12.3800884 49.3478085, 12.3799055 49.3477297)",,2,,,
28108065,Hauptstraße,residential,True,False,7.024,,20,"LINESTRING (12.3873444 49.3484895, 12.3872508 49.348506)",,,,,
25336953,Im Bleihof,residential,False,False,50.559,,20,"LINESTRING (12.3873444 49.3484895, 12.3875202 49.3487698, 12.3876986 49.3488676)",,,,,
25299716,Bahnhofstraße,residential,False,True,84.384,,,"LINESTRING (12.377901 49.3460105, 12.3777255 49.3461372, 12.3774526 49.3463857, 12.3772507 49.3466359)",,,,,
40088795,Bahnhofstraße,residential,False,False,121.881,,,"LINESTRING (12.377901 49.3460105, 12.3776243 49.3458782, 12.377256 49.3456928, 12.3770156 49.3456645, 12.3767728 49.3455786, 12.3764639 49.345467)",,,,,
40088795,Bahnhofstraße,residential,False,True,125.137,,,"LINESTRING (12.377901 49.3460105, 12.3783715 49.3462738, 12.3791784 49.3467677)",,,,,
8003440,Jakobstraße,residential,False,False,24.783,,,"LINESTRING (12.3808678 49.3492158, 12.3805874 49.3493435)",,,,,
8003440,Jakobstraße,residential,False,True,82.431,,,"LINESTRING (12.3808678 49.3492158, 12.3812108 49.3490955, 12.3816365 49.3489462, 12.381851 49.3488449)",,,,,
25336915,Am Aign,unclassified,False,False,139.80599999999998,,,"LINESTRING (12.3808678 49.3492158, 12.3804981 49.3487329, 12.3803626 49.3485546, 12.3803475 49.3485169, 12.3803531 49.3484807, 12.3807781 49.3481344)",,,,,
25361802,Am Kalvarienberg,residential,False,False,34.229,,,"LINESTRING (12.3822937 49.3518811, 12.3824266 49.3521765)",,2,,5 m,
228497777,,secondary,False,False,57.287,St 2040,50,"LINESTRING (12.3822937 49.3518811, 12.3825182 49.351718, 12.3827572 49.3514661)",,,,,
"[6280709, 27369621, 27369622]",Konrad-Adenauer-Straße,secondary,False,False,203.79099999999997,St 2040,50,"LINESTRING (12.3821059 49.3487281, 12.3821431 49.3487147, 12.3823569 49.3486126, 12.3825382 49.3485053, 12.3827003 49.348395, 12.3829334 49.3482717, 12.383222 49.348119, 12.3832999 49.3480921, 12.383377 49.3480642, 12.3835791 49.3479969, 12.3839685 49.3478454, 12.384163 49.3477171, 12.3843243 49.3476191)",yes,,,,
1232154303,,secondary,True,False,16.135,,,"LINESTRING (12.3821059 49.3487281, 12.3821195 49.3487488, 12.382126 49.348756, 12.3821324 49.3487846, 12.3821261 49.3488134, 12.3821077 49.3488397, 12.3820803 49.3488604)",,,,,roundabout
838489973,Katzdorfer Straße,tertiary,False,False,23.968,SAD 37,50,"LINESTRING (12.3762359 49.3481463, 12.3765626 49.3481804)",,,,,
25608159,Frühlingstraße,residential,False,True,92.234,,,"LINESTRING (12.3762359 49.3481463, 12.3762208 49.3478676, 12.3762269 49.3476366, 12.3763173 49.3473225)",,,,,
25633577,Ringseisstraße,residential,False,False,55.965,,,"LINESTRING (12.3805886 49.3445336, 12.3809716 49.3449707)",,,,,
25651172,Frühlingstraße,residential,False,True,105.35199999999999,,,"LINESTRING (12.3776277 49.3477188, 12.3772404 49.347571, 12.3767178 49.3473902, 12.3763173 49.3473225)",,,,,
13769592,Söltlstraße,residential,False,False,14.793,,,"LINESTRING (12.3870684 49.345217, 12.3871603 49.3450982)",,,,,
13769592,Söltlstraße,residential,False,True,91.072,,,"LINESTRING (12.3870684 49.345217, 12.3870274 49.3452852, 12.3869722 49.3454072, 12.3868789 49.3456133, 12.386795 49.345919, 12.3867227 49.3459994)",,,,,
25608159,Frühlingstraße,residential,False,False,92.234,,,"LINESTRING (12.3763173 49.3473225, 12.3762269 49.3476366, 12.3762208 49.3478676, 12.3762359 49.3481463)",,,,,
25651172,Frühlingstraße,residential,False,False,105.35199999999999,,,"LINESTRING (12.3763173 49.3473225, 12.3767178 49.3473902, 12.3772404 49.347571, 12.3776277 49.3477188)",,,,,
13769592,Söltlstraße,residential,False,True,31.362,,,"LINESTRING (12.3876502 49.3444354, 12.387439 49.3446816)",,,,,
25299716,Bahnhofstraße,residential,False,False,84.384,,,"LINESTRING (12.3772507 49.3466359, 12.3774526 49.3463857, 12.3777255 49.3461372, 12.377901 49.3460105)",,,,,
25304947,Amberger Straße,unclassified,False,False,98.85,St 2398,50,"LINESTRING (12.3772507 49.3466359, 12.3764023 49.3463705, 12.3760064 49.3462727)",,,,,
25304947,Amberger Straße,unclassified,False,True,227.66199999999998,St 2398,50,"LINESTRING (12.3772507 49.3466359, 12.3776768 49.346787, 12.3780678 49.346953, 12.3781411 49.3469853, 12.3786462 49.3472011, 12.3787537 49.347247, 12.378795 49.3472652, 12.3795609 49.3475773, 12.3796599 49.3476241, 12.3799055 49.3477297)",,,,,
28050493,Webergasse,residential,False,False,12.041,,20,"LINESTRING (12.3875382 49.3480692, 12.3876854 49.3480189)",,,,,
28050493,Webergasse,residential,False,False,21.574,,20,"LINESTRING (12.3883862 49.3477806, 12.3885977 49.3479172)",,,,,
28050493,Webergasse,residential,False,True,57.29900000000001,,20,"LINESTRING (12.3883862 49.3477806, 12.3883376 49.3477975, 12.3880895 49.3478731, 12.3878462 49.3479638, 12.3877449 49.3479986, 12.3876854 49.3480189)",,,,,
28108054,Bachgasse,residential,False,True,75.705,,20,"LINESTRING (12.3883862 49.3477806, 12.3882494 49.3476727, 12.3882055 49.347676, 12.3878823 49.3477904, 12.3877081 49.3479191, 12.3876854 49.3480189)",,,,,
27518803,Am Stadtgraben,residential,False,True,33.789,,20,"LINESTRING (12.3885977 49.3479172, 12.3887156 49.3482112)",,,yes,,
28050493,Webergasse,residential,False,True,21.574,,20,"LINESTRING (12.3885977 49.3479172, 12.3883862 49.3477806)",,,,,
27518803,Am Stadtgraben,residential,False,False,127.88699999999999,,20,"LINESTRING (12.3885977 49.3479172, 12.3886163 49.3478586, 12.3885969 49.3477525, 12.3884894 49.3476512, 12.388459 49.3476325, 12.3883375 49.3475579, 12.3880146 49.3473878, 12.3878767 49.347312, 12.3874903 49.3472087, 12.3874361 49.3471552)",,,yes,,
28050489,Am Bügerl,residential,False,True,10.579,,20,"LINESTRING (12.3874361 49.3471552, 12.3872911 49.3471665)",,,yes,,
27518803,Am Stadtgraben,residential,False,True,127.88699999999999,,20,"LINESTRING (12.3874361 49.3471552, 12.3874903 49.3472087, 12.3878767 49.347312, 12.3880146 49.3473878, 12.3883375 49.3475579, 12.388459 49.3476325, 12.3884894 49.3476512, 12.3885969 49.3477525, 12.3886163 49.3478586, 12.3885977 49.3479172)",,,yes,,
28050489,Am Bügerl,residential,False,False,58.428,,20,"LINESTRING (12.3874361 49.3471552, 12.3877013 49.347111, 12.3878993 49.3470553, 12.3880078 49.3470285, 12.3881096 49.3470033, 12.3881944 49.3469797)",,,yes,,
28050489,Am Bügerl,residential,False,False,10.579,,20,"LINESTRING (12.3872911 49.3471665, 12.3874361 49.3471552)",,,yes,,
27518802,Am Bügerl,residential,False,False,67.053,,20,"LINESTRING (12.3872911 49.3471665, 12.3871812 49.347086, 12.3870344 49.3470155, 12.3869285 49.3469908, 12.3867465 49.3470339, 12.3867068 49.3471026, 12.3867374 49.3472043)",,,yes,,
28050489,Am Bügerl,residential,False,True,40.367000000000004,,20,"LINESTRING (12.3872911 49.3471665, 12.3870506 49.3471751, 12.3868031 49.3471982, 12.3867374 49.3472043)",,,yes,,
28050489,Am Bügerl,residential,False,True,41.316,,20,"LINESTRING (12.3867374 49.3472043, 12.3861847 49.347296)",,,yes,,
