osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,tunnel,width
"[23120264, 23120261]",,,"['Herrenstraße', 'Löhrgasse']",residential,10,False,"[False, True]",193.348,"LINESTRING (7.1979124 51.6122057, 7.1979716 51.6123168, 7.1981224 51.6124297, 7.1985183 51.6129585, 7.1985562 51.6130469, 7.1985284 51.6131236, 7.1987244 51.6134764, 7.1987404 51.6135052, 7.1988502 51.613816)",,,,
66129292,2,L 524,Herner Straße,secondary,50,True,False,53.093,"LINESTRING (7.1974218 51.6113214, 7.1973876 51.6115041, 7.1973793 51.6115989, 7.1973734 51.6116299, 7.1973632 51.6117351, 7.1973631 51.6117971)",,,,
66129315,2,,Auf dem Graben,residential,,False,False,98.791,"LINESTRING (7.1974218 51.6113214, 7.1975152 51.6113165, 7.1979515 51.6113558, 7.1983537 51.6113821, 7.1985871 51.6113974, 7.1987338 51.6114093, 7.1988418 51.6114186)",,,,
513378075,3,L 524,Herner Straße,secondary,50,False,False,71.053,"LINESTRING (7.1975499 51.6105264, 7.1973907 51.6111577)",,,,
"[528941705, 171035862]",2,,Paulusanger,residential,10,False,True,93.818,"LINESTRING (7.1975499 51.6105264, 7.1973727 51.6105147, 7.1973156 51.6105109, 7.1967155 51.610544, 7.1961992 51.6105853)",,,,
"[513378075, 857636685]","['2', '3']",L 524,Herner Straße,secondary,50,False,True,71.053,"LINESTRING (7.1975499 51.6105264, 7.1975799 51.6103927, 7.1976956 51.6100041, 7.1977275 51.6098971)",,,,
30781046,,,Paulusstraße,residential,30,True,False,160.45,"LINESTRING (7.1977275 51.6098971, 7.197584 51.6098988, 7.1962875 51.6099143, 7.1954042 51.6099145)",,,,
"[513378075, 857636685]","['2', '3']",L 524,Herner Straße,secondary,50,False,False,71.053,"LINESTRING (7.1977275 51.6098971, 7.1976956 51.6100041, 7.1975799 51.6103927, 7.1975499 51.6105264)",,,,
8025257,3,L 524,Herzogswall,secondary,50,False,False,18.887999999999998,"LINESTRING (7.1955982 51.6168805, 7.195451 51.6168566, 7.1953335 51.6168376)",,,,
"[520614577, 529069291, 529069292, 857636686]","['4', '3']",L 524,Herzogswall,secondary,50,False,True,116.101,"LINESTRING (7.1955982 51.6168805, 7.1958959 51.6168957, 7.1961916 51.6168957, 7.1963028 51.6168899, 7.1965673 51.6168787, 7.196732 51.6168681, 7.1969281 51.6168487, 7.1972709 51.6168181)",,,,
"[595931922, 243892060]",3,,Dorstener Straße,secondary,50,False,True,52.321,"LINESTRING (7.1955982 51.6168805, 7.1955931 51.6169806, 7.1955807 51.6172248, 7.1955543 51.6173498)",,,,
30759707,2,,Dorstener Straße,residential,,False,True,118.816,"LINESTRING (7.1955543 51.6173498, 7.1962614 51.6173156, 7.1965482 51.6172948, 7.1968703 51.61726, 7.1969121 51.6172554, 7.1972033 51.6172221, 7.1972598 51.6172157)",,,,
"[595931922, 243892060]",3,,Dorstener Straße,secondary,50,False,False,52.321,"LINESTRING (7.1955543 51.6173498, 7.1955807 51.6172248, 7.1955931 51.6169806, 7.1955982 51.6168805)",,,,
529069293,3,,Dorstener Straße,secondary,50,False,True,45.675,"LINESTRING (7.1955543 51.6173498, 7.1952492 51.6174261, 7.1951495 51.617451, 7.1949472 51.6175124)",,,,
529069293,3,,Dorstener Straße,secondary,50,False,False,45.675,"LINESTRING (7.1949472 51.6175124, 7.1951495 51.617451, 7.1952492 51.6174261, 7.1955543 51.6173498)",,,,
"[627854699, 529069293]","['2', '3']",,Dorstener Straße,secondary,50,False,True,162.02,"LINESTRING (7.1949472 51.6175124, 7.1945625 51.6176636, 7.1944526 51.6177075, 7.1941578 51.6178243, 7.1937285 51.6179912, 7.1933535 51.6181354, 7.1933031 51.6181542, 7.1930383 51.6182401, 7.1929401 51.6182647)",,,,
"[23120288, 8022295]",2,,"['Im Rom', 'Augustinessenstraße']",residential,10,False,False,117.163,"LINESTRING (7.1951089 51.615777, 7.1951315 51.6157338, 7.1950956 51.615675, 7.1948909 51.6153786, 7.1944913 51.6154792, 7.194127 51.6155666, 7.1941135 51.6155694, 7.193957 51.6156058)",,,,
46041737,,,An der Engelsburg,residential,,False,False,124.357,"LINESTRING (7.1951089 51.615777, 7.1950814 51.6158379, 7.1952408 51.6160449, 7.1954298 51.6162917, 7.1954442 51.6163104, 7.1954039 51.6165085, 7.1953591 51.6167151, 7.19535 51.6167584, 7.1953335 51.6168376)",,,,
596000920,4,L 524,Kurfürstenwall,secondary,50,False,True,86.383,"LINESTRING (7.1995005 51.6162369, 7.2002004 51.616049, 7.2006039 51.6159424, 7.20065 51.6159302)",,,,
"[603575814, 513234783]",3,L 524,Kurfürstenwall,secondary,50,False,False,124.831,"LINESTRING (7.1995005 51.6162369, 7.1988844 51.6164257, 7.19815 51.6166859, 7.1980874 51.6167081, 7.1979906 51.6167275, 7.1978939 51.6167469)",,,,
"[8022297, 775669939]",2,,Bei Sankt Peter,residential,,False,True,105.28699999999999,"LINESTRING (7.1995005 51.6162369, 7.1994594 51.616154, 7.1993756 51.6159847, 7.1993249 51.6158684, 7.1993158 51.6158503, 7.1991429 51.6155173, 7.1990628 51.6153301)",,,,
8022300,,,Friedhofstraße,residential,,False,True,90.34,"LINESTRING (7.200349 51.6151831, 7.1999819 51.6152137, 7.1990628 51.6153301)",,,,
23120282,,,Paulsörter,residential,10,False,False,128.306,"LINESTRING (7.1951294 51.6140772, 7.1952124 51.6139897, 7.1952572 51.6137886, 7.1953467 51.6136579, 7.1954928 51.6134671, 7.1956581 51.6132512, 7.195798 51.6130915, 7.1958782 51.6130352)",,,,
23029344,2,,Große-Perdekamp-Straße,unclassified,,False,False,118.074,"LINESTRING (7.2027738 51.6164688, 7.2028343 51.6165818, 7.2028954 51.616696, 7.2029837 51.6168783, 7.2030541 51.6170184, 7.2031194 51.6171541, 7.2032041 51.6173235, 7.2032135 51.617399, 7.203183 51.6174876)",,,,
"[8025257, 595931916, 595931921]",3,L 524,Herzogswall,secondary,50,False,False,161.897,"LINESTRING (7.1953335 51.6168376, 7.1951484 51.6167868, 7.1948349 51.6166635, 7.1946503 51.6165595, 7.1944803 51.6164241, 7.1943208 51.6162559, 7.1942107 51.6160849, 7.1940026 51.6157126)",,,,
8025257,3,L 524,Herzogswall,secondary,50,False,True,18.887999999999998,"LINESTRING (7.1953335 51.6168376, 7.195451 51.6168566, 7.1955982 51.6168805)",,,,
46041737,,,An der Engelsburg,residential,,False,True,124.35700000000001,"LINESTRING (7.1953335 51.6168376, 7.19535 51.6167584, 7.1953591 51.6167151, 7.1954039 51.6165085, 7.1954442 51.6163104, 7.1954298 51.6162917, 7.1952408 51.6160449, 7.1950814 51.6158379, 7.1951089 51.615777)",,,,
86256656,4,L 524,Herzogswall,secondary,50,False,False,12.286,"LINESTRING (7.1940026 51.6157126, 7.193957 51.6156058)",,,,
86256579,2,,Reitzensteinstraße,residential,,False,True,125.57000000000001,"LINESTRING (7.1940026 51.6157126, 7.1938605 51.6157405, 7.1936108 51.6157889, 7.1930584 51.6158981, 7.1922672 51.6160504)",,,,
"[595931921, 8025257, 595931916]",3,L 524,Herzogswall,secondary,50,False,True,161.89700000000005,"LINESTRING (7.1940026 51.6157126, 7.1942107 51.6160849, 7.1943208 51.6162559, 7.1944803 51.6164241, 7.1946503 51.6165595, 7.1948349 51.6166635, 7.1951484 51.6167868, 7.1953335 51.6168376)",,,,
23310418,,,Am Sandershof,unclassified,,False,False,380.0520000000001,"LINESTRING (7.2046436 51.6112128, 7.2045305 51.6112944, 7.2042828 51.6115568, 7.2042647 51.6115759, 7.2042142 51.6116293, 7.203936 51.6119241, 7.2038709 51.6120283, 7.2036008 51.6125619, 7.2033087 51.613129, 7.2031952 51.6133738, 7.2031351 51.6135199, 7.2030974 51.6136743, 7.2030726 51.6138315, 7.203047 51.614089, 7.2030509 51.6142281, 7.2030938 51.6144233)",,,,
66317906,2,,Paulusstraße,residential,30,False,True,74.86,"LINESTRING (7.1924586 51.6101795, 7.1925213 51.6101716, 7.1925537 51.6101684, 7.1925735 51.6101664, 7.1935407 51.6101597)",,,,
689211335,2,,Kemnastraße,secondary,50,False,False,117.08699999999999,"LINESTRING (7.1924586 51.6101795, 7.1925084 51.6102756, 7.1927593 51.6107142, 7.1930147 51.6111742)",,,,
524165759,4,L 524,Herzogswall,secondary,50,False,True,14.317,"LINESTRING (7.1940061 51.6130352, 7.1938465 51.6131174)",,,,
"[39345065, 529069284]",4,L 524,Königswall,secondary,50,False,False,148.554,"LINESTRING (7.1940061 51.6130352, 7.1940333 51.6130239, 7.1941522 51.6129746, 7.1947687 51.6127187, 7.1950094 51.6126243, 7.1953812 51.6124703, 7.1958035 51.6123011)",,,,
363012690,2,L 622,Hertener Straße,secondary,50,False,True,95.136,"LINESTRING (7.1921656 51.6119206, 7.1922655 51.6119585, 7.1923165 51.6119777, 7.1927433 51.612146, 7.1929146 51.6122203, 7.1931146 51.6123106, 7.1932274 51.6123803, 7.1932709 51.6124221)",,,,
524165757,1,L 622,Hertener Straße,secondary,50,True,False,13.264000000000001,"LINESTRING (7.1921656 51.6119206, 7.1921451 51.6119319, 7.1921215 51.6119406, 7.1920955 51.6119461, 7.1920683 51.6119484, 7.192041 51.6119473, 7.1920145 51.6119428, 7.1919899 51.6119352)",roundabout,,,
538290441,1,L 622,Hertener Straße,secondary,50,True,False,12.904,"LINESTRING (7.1919417 51.6118218, 7.1919505 51.6118133, 7.1919641 51.6118031, 7.19198 51.6117943, 7.1919979 51.6117871, 7.1920174 51.6117817, 7.192038 51.6117783, 7.1920592 51.6117768, 7.1920805 51.6117774, 7.1921014 51.61178)",roundabout,,,
22834996,2,,Kemnastraße,residential,50,False,False,131.369,"LINESTRING (7.1930147 51.6111742, 7.1932001 51.6115071, 7.1932756 51.6116427, 7.1934125 51.611888, 7.1936076 51.6122965)",,,,
"[22834993, 528941702, 528941703]","['2', '3']",,,secondary,50,False,True,99.634,"LINESTRING (7.1930147 51.6111742, 7.192693 51.6112427, 7.192586 51.611268, 7.1924807 51.6113061, 7.1923795 51.6113697, 7.1923197 51.6114298, 7.1921954 51.6116047, 7.1921443 51.6116698, 7.192116 51.6117107, 7.1921014 51.61178)",,,,
689211335,2,,Kemnastraße,secondary,50,False,True,117.08699999999999,"LINESTRING (7.1930147 51.6111742, 7.1927593 51.6107142, 7.1925084 51.6102756, 7.1924586 51.6101795)",,,,
1018260190,,,Paulusanger,residential,10,False,False,65.495,"LINESTRING (7.1930147 51.6111742, 7.1931057 51.6111527, 7.1931856 51.6111374, 7.1938257 51.6109993, 7.1939106 51.610981)",,,,
22834996,2,,Kemnastraße,residential,50,False,True,131.369,"LINESTRING (7.1936076 51.6122965, 7.1934125 51.611888, 7.1932756 51.6116427, 7.1932001 51.6115071, 7.1930147 51.6111742)",,,,
166016934,2,L 610,Dortmunder Straße,secondary,50,True,False,12.953,"LINESTRING (7.2018757 51.6147299, 7.2017415 51.6146485)",,,,
22869755,2,L 524,Grafenwall,secondary,50,True,False,32.547,"LINESTRING (7.2018757 51.6147299, 7.201873 51.6147813, 7.2018702 51.6148126, 7.2018513 51.6150222)",,,,
"[45573397, 991728374]",1,L 610,Dortmunder Straße,secondary,50,True,False,32.235,"LINESTRING (7.2018757 51.6147299, 7.2019487 51.6147035, 7.2020176 51.6146786, 7.2020559 51.6146762, 7.2023187 51.6146595)",,,,
23120296,2,L 524,Dortmunder Straße,secondary,50,True,False,76.429,"LINESTRING (7.2027434 51.6146393, 7.2026861 51.6146514, 7.2023264 51.6147726, 7.2021597 51.6148318, 7.2020599 51.6148687, 7.2019427 51.6149262, 7.2018513 51.6150222)",,,,
"[109736114, 166016933]",2,L 610,Dortmunder Straße,secondary,,False,False,33.993,"LINESTRING (7.2027434 51.6146393, 7.2029065 51.6146297, 7.2031222 51.6146108, 7.2032267 51.6145882)",,,,
166016934,2,L 610,Dortmunder Straße,secondary,50,True,False,61.69299999999999,"LINESTRING (7.2027434 51.6146393, 7.2021329 51.6147418, 7.2020542 51.6147451, 7.2019978 51.6147478, 7.2019638 51.6147447, 7.2018757 51.6147299)",,,,
25521358,2,,Limperstraße,residential,30,False,False,133.708,"LINESTRING (7.1929401 51.6182647, 7.1927234 51.6175379, 7.1926185 51.617173, 7.192569 51.6170856)",,,,
"[627854699, 529069293]","['2', '3']",,Dorstener Straße,secondary,50,False,False,162.01999999999998,"LINESTRING (7.1929401 51.6182647, 7.1930383 51.6182401, 7.1933031 51.6181542, 7.1933535 51.6181354, 7.1937285 51.6179912, 7.1941578 51.6178243, 7.1944526 51.6177075, 7.1945625 51.6176636, 7.1949472 51.6175124)",,,,
23029344,2,,Große-Perdekamp-Straße,unclassified,,False,True,118.074,"LINESTRING (7.203183 51.6174876, 7.2032135 51.617399, 7.2032041 51.6173235, 7.2031194 51.6171541, 7.2030541 51.6170184, 7.2029837 51.6168783, 7.2028954 51.616696, 7.2028343 51.6165818, 7.2027738 51.6164688)",,,,
53637111,2,,Große-Perdekamp-Straße,residential,30,False,False,89.511,"LINESTRING (7.203183 51.6174876, 7.2032949 51.6175581, 7.2033501 51.6176092, 7.2036473 51.6182267)",,,,
"[529069288, 23029345]","['2', '3']",,Wickingstraße,residential,,False,False,60.16,"LINESTRING (7.203183 51.6174876, 7.2029678 51.61755, 7.2027696 51.6175921, 7.2023704 51.6176815)",,,,
"[23220719, 513234789, 857571311]","['4', '2']",,Löhrhofstraße,residential,10,False,True,76.438,"LINESTRING (7.1994432 51.6124293, 7.1998374 51.6125998, 7.1999207 51.6125433, 7.2000989 51.6124185, 7.2001363 51.612391, 7.2002599 51.6123126)",,,,
512331925,4,L 524,Königswall,secondary,50,False,False,10.846,"LINESTRING (7.1972068 51.6118068, 7.1973631 51.6117971)",,,,
"[727224857, 39345067, 529069285]",4,L 524,Königswall,secondary,50,False,True,111.951,"LINESTRING (7.1972068 51.6118068, 7.1970943 51.6118226, 7.1969926 51.6118477, 7.1969542 51.6118588, 7.1968226 51.6118999, 7.1966432 51.611965, 7.1961805 51.6121535, 7.1958035 51.6123011)",,,,
507084409,1,,Herner Straße,secondary,50,True,False,54.373,"LINESTRING (7.1972068 51.6118068, 7.1972142 51.6117457, 7.1972211 51.6117093, 7.1972534 51.6116215, 7.197296 51.6114973, 7.1973354 51.611325)",,,,
"[23120264, 23120261]",,,"['Herrenstraße', 'Löhrgasse']",residential,10,False,"[False, True]",193.34799999999998,"LINESTRING (7.1988502 51.613816, 7.1987404 51.6135052, 7.1987244 51.6134764, 7.1985284 51.6131236, 7.1985562 51.6130469, 7.1985183 51.6129585, 7.1981224 51.6124297, 7.1979716 51.6123168, 7.1979124 51.6122057)",,,,
39345063,2,,Paulsörter,residential,10,False,True,26.369999999999997,"LINESTRING (7.1958035 51.6123011, 7.1958863 51.6123838, 7.1960087 51.6125011)",,,,
66097518,2,,Auf dem Graben,residential,30,False,True,47.183,"LINESTRING (7.1958035 51.6123011, 7.1957278 51.6122265, 7.1954216 51.6119493)",,,,
"[39345065, 529069284]",4,L 524,Königswall,secondary,50,False,True,148.55399999999997,"LINESTRING (7.1958035 51.6123011, 7.1953812 51.6124703, 7.1950094 51.6126243, 7.1947687 51.6127187, 7.1941522 51.6129746, 7.1940333 51.6130239, 7.1940061 51.6130352)",,,,
"[727224857, 39345067, 529069285]",4,L 524,Königswall,secondary,50,False,False,111.951,"LINESTRING (7.1958035 51.6123011, 7.1961805 51.6121535, 7.1966432 51.611965, 7.1968226 51.6118999, 7.1969542 51.6118588, 7.1969926 51.6118477, 7.1970943 51.6118226, 7.1972068 51.6118068)",,,,
39345063,2,,Paulsörter,residential,10,False,True,31.462,"LINESTRING (7.1960087 51.6125011, 7.1962469 51.6127423)",,,,
"[1024057830, 23120279]",,,"['Brandstraße', 'Steinstraße']",residential,,True,False,175.48500000000004,"LINESTRING (7.1960087 51.6125011, 7.1954095 51.6127606, 7.1949994 51.6129382, 7.194642 51.613086, 7.1942688 51.6132454, 7.1941546 51.6131517, 7.1941018 51.6131074, 7.1940061 51.6130352)",,,,
39345063,2,,Paulsörter,residential,10,False,False,26.369999999999997,"LINESTRING (7.1960087 51.6125011, 7.1958863 51.6123838, 7.1958035 51.6123011)",,,,
39345063,2,,Paulsörter,residential,10,False,False,31.462,"LINESTRING (7.1962469 51.6127423, 7.1960087 51.6125011)",,,,
23120278,1,,Kellerstraße,residential,10,True,False,77.41799999999999,"LINESTRING (7.1962469 51.6127423, 7.1964525 51.6127225, 7.1966424 51.6127042, 7.196766 51.613088, 7.1967992 51.6131404)",,,,
23120282,,,Paulsörter,residential,10,False,True,128.30599999999998,"LINESTRING (7.1958782 51.6130352, 7.195798 51.6130915, 7.1956581 51.6132512, 7.1954928 51.6134671, 7.1953467 51.6136579, 7.1952572 51.6137886, 7.1952124 51.6139897, 7.1951294 51.6140772)",,,,
377279891,1,,Paulsörter,residential,10,True,False,41.77,"LINESTRING (7.1958782 51.6130352, 7.1958857 51.6130241, 7.196194 51.6127597, 7.1962469 51.6127423)",,,,
377279891,1,,Paulsörter,residential,10,True,False,23.525,"LINESTRING (7.1959387 51.6132434, 7.1958782 51.6130352)",,,,
377280200,,,Paulsörter,residential,10,False,True,55.842,"LINESTRING (7.1959387 51.6132434, 7.1958914 51.6134187, 7.1958152 51.613548, 7.1957998 51.6135678, 7.1956841 51.6137161)",,,,
377280200,,,Paulsörter,residential,10,False,False,55.842,"LINESTRING (7.1956841 51.6137161, 7.1957998 51.6135678, 7.1958152 51.613548, 7.1958914 51.6134187, 7.1959387 51.6132434)",,,,
23120269,,,Paulsörter,residential,10,True,False,39.039,"LINESTRING (7.1956057 51.6140585, 7.195611 51.6138308, 7.1956841 51.6137161)",,,,
"[45965738, 23120287]",2,,"['Kleine Geldstraße', 'Kellerstraße']",residential,10,False,False,202.675,"LINESTRING (7.197176 51.6149387, 7.1971984 51.6146024, 7.1971755 51.6143886, 7.1971534 51.6142891, 7.1970764 51.6139521, 7.1969585 51.61361, 7.1969115 51.6134567, 7.1968687 51.6133165, 7.1968533 51.613266, 7.1968292 51.6131804, 7.1967992 51.6131404)",,,,
23120284,,,Klosterstraße,residential,,False,False,113.522,"LINESTRING (7.1933884 51.6142911, 7.1935227 51.6142396, 7.1937854 51.6141389, 7.1942898 51.613942, 7.1947369 51.6137674, 7.1947837 51.6137512)",,,,
516996149,3,L 524,Herzogswall,secondary,50,False,False,60.291999999999994,"LINESTRING (7.1933884 51.6142911, 7.193325 51.6140389, 7.1932969 51.6138668, 7.1932784 51.6137534)",,,,
"[86256414, 595931923, 529069294, 857636687]","['4', '3']",L 524,Herzogswall,secondary,50,False,True,151.474,"LINESTRING (7.1933884 51.6142911, 7.1934671 51.6145316, 7.1935687 51.6147996, 7.1936069 51.6148801, 7.1937754 51.6152347, 7.1939077 51.615501, 7.193957 51.6156058)",,,,
23120284,,,Klosterstraße,residential,,False,True,113.522,"LINESTRING (7.1947837 51.6137512, 7.1947369 51.6137674, 7.1942898 51.613942, 7.1937854 51.6141389, 7.1935227 51.6142396, 7.1933884 51.6142911)",,,,
23120270,1,,Schwertfegergasse,residential,10,True,False,60.514,"LINESTRING (7.1967992 51.6131404, 7.1966792 51.6131569, 7.1959387 51.6132434)",,,,
"[45965738, 23120287]",2,,"['Kleine Geldstraße', 'Kellerstraße']",residential,10,False,True,202.67499999999998,"LINESTRING (7.1967992 51.6131404, 7.1968292 51.6131804, 7.1968533 51.613266, 7.1968687 51.6133165, 7.1969115 51.6134567, 7.1969585 51.61361, 7.1970764 51.6139521, 7.1971534 51.6142891, 7.1971755 51.6143886, 7.1971984 51.6146024, 7.197176 51.6149387)",,,,
39345062,,,August-Strunk-Weg,residential,,False,True,31.076,"LINESTRING (7.1967992 51.6131404, 7.1968712 51.6131344, 7.19724 51.6130846)",,,,
"[46427578, 596000925, 529069287]","['2', '3']",L 524,"['Kurfürstenwall', 'Grafenwall']",secondary,50,True,False,117.45100000000001,"LINESTRING (7.2018513 51.6150222, 7.2018038 51.6151613, 7.2016982 51.6153495, 7.2015661 51.6155107, 7.2014426 51.6156109, 7.2013191 51.6157111, 7.2012337 51.6157593, 7.201118 51.6158249, 7.2009893 51.6158582, 7.2009506 51.6158682)",,,,
"[515947873, 509660738]",3,,Wickingstraße,secondary,50,False,"[False, True]",36.507999999999996,"LINESTRING (7.1994293 51.618433, 7.1996373 51.6183956, 7.1997631 51.6183689, 7.1999326 51.6183326)",,,,
529069289,3,L 524,Halterner Straße,secondary,50,False,True,42.284000000000006,"LINESTRING (7.1994293 51.618433, 7.1992396 51.6184802, 7.199167 51.6185109, 7.1989736 51.6186694)",,,,
"[39346208, 991728373]","['2', '3']",L 524,Am Lohtor,secondary,50,False,False,41.340999999999994,"LINESTRING (7.1994293 51.618433, 7.1992832 51.6183641, 7.1992546 51.6183487, 7.1991634 51.6182825, 7.1990151 51.6181676)",,,,
39346208,2,L 524,Am Lohtor,secondary,50,False,True,29.206,"LINESTRING (7.1988186 51.617935, 7.1990151 51.6181676)",,,,
"[39346208, 596000908]",2,L 524,Am Lohtor,secondary,50,False,False,95.069,"LINESTRING (7.1988186 51.617935, 7.1986047 51.6176709, 7.1983938 51.6174095, 7.1982139 51.617167)",,,,
47087891,,,Lindenhof,residential,30,False,False,87.488,"LINESTRING (7.1988186 51.617935, 7.1989506 51.6178931, 7.1999393 51.6175678)",,destination,,
39346208,2,L 524,Am Lohtor,secondary,50,False,False,29.206,"LINESTRING (7.1990151 51.6181676, 7.1988186 51.617935)",,,,
"[39346208, 991728373]","['2', '3']",L 524,Am Lohtor,secondary,50,False,True,41.341,"LINESTRING (7.1990151 51.6181676, 7.1991634 51.6182825, 7.1992546 51.6183487, 7.1992832 51.6183641, 7.1994293 51.618433)",,,,
44443354,2,,Beisinger Weg,residential,30,False,True,44.436,"LINESTRING (7.1972709 51.6168181, 7.1972957 51.6169175, 7.1972598 51.6172157)",,,,
"[520614577, 529069291, 529069292, 857636686]","['4', '3']",L 524,Herzogswall,secondary,50,False,False,116.101,"LINESTRING (7.1972709 51.6168181, 7.1969281 51.6168487, 7.196732 51.6168681, 7.1965673 51.6168787, 7.1963028 51.6168899, 7.1961916 51.6168957, 7.1958959 51.6168957, 7.1955982 51.6168805)",,,,
775669938,4,L 524,Herzogswall,secondary,50,False,True,43.739,"LINESTRING (7.1972709 51.6168181, 7.1976424 51.6167774, 7.1976904 51.6167722, 7.1978008 51.6167585, 7.1978939 51.6167469)",,,,
110557066,,,Cäcilienhöhe,residential,30,False,True,73.758,"LINESTRING (7.1968934 51.6180125, 7.196758 51.6179823, 7.1967251 51.6179825, 7.1966008 51.6179832, 7.1960144 51.6182904)",,,,
110557078,,,Beisinger Weg,residential,30,False,False,92.226,"LINESTRING (7.1968934 51.6180125, 7.1971117 51.6175988, 7.1972383 51.6172846, 7.1972598 51.6172157)",,,,
509662178,1,,Halterner Straße,secondary,50,True,False,57.043,"LINESTRING (7.1989736 51.6186694, 7.1990569 51.6184379, 7.1990697 51.6184023, 7.1990735 51.6183086, 7.1990151 51.6181676)",,,,
529069289,3,L 524,Halterner Straße,secondary,50,False,False,42.284,"LINESTRING (7.1989736 51.6186694, 7.199167 51.6185109, 7.1992396 51.6184802, 7.1994293 51.618433)",,,,
53637111,2,,Große-Perdekamp-Straße,residential,30,False,False,16.799,"LINESTRING (7.2036473 51.6182267, 7.2036695 51.6182629, 7.2037243 51.6183049, 7.2038076 51.6183318)",,,,
53637111,2,,Große-Perdekamp-Straße,residential,30,False,True,89.511,"LINESTRING (7.2036473 51.6182267, 7.2033501 51.6176092, 7.2032949 51.6175581, 7.203183 51.6174876)",,,,
53637567,,,Görresstraße,residential,30,False,True,55.249,"LINESTRING (7.2036473 51.6182267, 7.2035622 51.6182512, 7.2032035 51.6183653, 7.2031076 51.6183969, 7.202934 51.6184518)",,,,
23310421,,,Görresstraße,residential,30,False,False,76.966,"LINESTRING (7.2019582 51.6187864, 7.2020199 51.6187674, 7.202934 51.6184518)",,,,
"[516996162, 32531044, 516996159]","['2', '3']",K 19,Oerweg,secondary,50,False,True,101.34800000000001,"LINESTRING (7.2019582 51.6187864, 7.2018827 51.6186943, 7.2016441 51.618389, 7.2013875 51.6180761, 7.2013031 51.6179708)",,,,
86256579,2,,Reitzensteinstraße,residential,,False,False,125.57,"LINESTRING (7.1922672 51.6160504, 7.1930584 51.6158981, 7.1936108 51.6157889, 7.1938605 51.6157405, 7.1940026 51.6157126)",,,,
377280772,2,,Limperstraße,residential,,False,False,64.188,"LINESTRING (7.1922672 51.6160504, 7.1922494 51.6160143, 7.1919947 51.6154985)",,,,
377280772,2,,Limperstraße,residential,,False,True,107.22399999999999,"LINESTRING (7.1922672 51.6160504, 7.1922933 51.6160867, 7.1926342 51.6165616, 7.192555 51.6169632)",,,,
377280772,2,,Limperstraße,residential,,False,True,152.765,"LINESTRING (7.1913291 51.6141883, 7.1916701 51.6148677, 7.1919947 51.6154985)",,,,
587526050,2,K 46,Westerholter Weg,tertiary,50,False,False,36.905,"LINESTRING (7.1913291 51.6141883, 7.1917149 51.6140754, 7.191811 51.6140448)",,,,
