osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,ref,access
68706847,2,Gnarrenburger Straße,tertiary,50,False,False,109.31,"LINESTRING (9.1416281 53.4812311, 9.1421759 53.4817478, 9.1425096 53.4820625)",,,,
26194122,,Ludwig-Thoma-Straße,residential,30,False,False,56.482,"LINESTRING (9.1293228 53.4833737, 9.128743 53.4837465)",,,,
26194148,,Mackensenring,residential,30,False,False,173.799,"LINESTRING (9.1293228 53.4833737, 9.1296165 53.4831841, 9.1304797 53.4825777, 9.1309058 53.4823148, 9.1311294 53.4822567)",,,,
28447224,,Dürerstraße,residential,30,False,False,85.55199999999999,"LINESTRING (9.1293228 53.4833737, 9.1297396 53.483687, 9.1302632 53.4838862)",5,,,
28447224,,Dürerstraße,residential,30,False,True,76.566,"LINESTRING (9.1293228 53.4833737, 9.1292515 53.4832554, 9.1291067 53.482997, 9.1289513 53.4827216)",5,,,
26194148,,Mackensenring,residential,30,False,True,227.757,"LINESTRING (9.1302632 53.4838862, 9.1303824 53.4837271, 9.1311552 53.4830872, 9.1315929 53.4827348, 9.1316838 53.4826031, 9.1316273 53.4824845, 9.1315386 53.4824239, 9.1313388 53.4823048, 9.1311294 53.4822567)",,,,
"[28447224, 34685769, 34685768, 26193039]",,"['Dürerstraße', 'Friedrich-Dedecke-Straße']",residential,30,False,False,114.72,"LINESTRING (9.1302632 53.4838862, 9.1305915 53.4839352, 9.1312325 53.4839318, 9.1312753 53.4839305, 9.1315292 53.4839291, 9.1319867 53.483925)","['4', '5']",yes,,
28447224,,Dürerstraße,residential,30,False,True,85.55199999999999,"LINESTRING (9.1302632 53.4838862, 9.1297396 53.483687, 9.1293228 53.4833737)",5,,,
6375521,,Bahnhofstraße,residential,50,False,False,195.997,"LINESTRING (9.1432852 53.4845723, 9.1425853 53.484129, 9.142413 53.484023, 9.1418051 53.4836461, 9.1412394 53.4832976)",,,,
8028561,,Hagenahstraße,residential,50,False,True,150.123,"LINESTRING (9.1432852 53.4845723, 9.1421844 53.4849299, 9.1415763 53.4851253, 9.1412916 53.4852169)",,,,
28448778,,Am Bahnhof-Süd,residential,30,False,False,39.411,"LINESTRING (9.1396127 53.4816682, 9.1398355 53.4818767, 9.1400085 53.4819071)",,,,
28477043,,Am Bahnhof-Süd,residential,50,False,False,108.424,"LINESTRING (9.1396127 53.4816682, 9.1392939 53.4813499, 9.1388013 53.4808212)",,,,
34685769,,Friedrich-Dedecke-Straße,residential,30,False,True,420.10499999999996,"LINESTRING (9.1396127 53.4816682, 9.135547 53.4829803, 9.1345615 53.4833204, 9.1341731 53.4834544, 9.1340557 53.4834949)",4,,,
29326066,,Ludwigstraße,residential,30,False,False,124.016,"LINESTRING (9.1385976 53.4848033, 9.1391627 53.4854211, 9.1394912 53.4857837)",,,,
29399466,,Albertstraße,residential,,False,True,68.239,"LINESTRING (9.1334502 53.4883525, 9.1332649 53.4877488)",,,,
29255389,,Bergstraße,residential,30,False,False,261.08299999999997,"LINESTRING (9.1334502 53.4883525, 9.1344368 53.4884338, 9.13539 53.4882975, 9.1373054 53.4880237)",,,,
26194041,,Käthe-Kollwitz-Straße,residential,,False,False,62.176,"LINESTRING (9.1294027 53.4841444, 9.1291901 53.4840057, 9.128743 53.4837465)",,,,
26194122,,Ludwig-Thoma-Straße,residential,30,False,True,56.482,"LINESTRING (9.128743 53.4837465, 9.1293228 53.4833737)",,,,
26194041,,Käthe-Kollwitz-Straße,residential,,False,True,62.176,"LINESTRING (9.128743 53.4837465, 9.1291901 53.4840057, 9.1294027 53.4841444)",,,,
26194148,,Mackensenring,residential,30,False,False,227.757,"LINESTRING (9.1311294 53.4822567, 9.1313388 53.4823048, 9.1315386 53.4824239, 9.1316273 53.4824845, 9.1316838 53.4826031, 9.1315929 53.4827348, 9.1311552 53.4830872, 9.1303824 53.4837271, 9.1302632 53.4838862)",,,,
26194148,,Mackensenring,residential,30,False,True,173.79899999999998,"LINESTRING (9.1311294 53.4822567, 9.1309058 53.4823148, 9.1304797 53.4825777, 9.1296165 53.4831841, 9.1293228 53.4833737)",,,,
29224405,,Picassoweg,living_street,,False,True,57.538,"LINESTRING (9.1311294 53.4822567, 9.1312906 53.4821446, 9.1317279 53.4818817)",,,,
28477043,,Am Bahnhof-Süd,residential,50,False,True,108.424,"LINESTRING (9.1388013 53.4808212, 9.1392939 53.4813499, 9.1396127 53.4816682)",,,,
29281553,,Am Kanal,residential,,False,False,428.693,"LINESTRING (9.1388013 53.4808212, 9.1383069 53.4809871, 9.1376131 53.4812068, 9.1369112 53.4814291, 9.1362975 53.4816235, 9.1355323 53.4818658, 9.1349773 53.4820416, 9.1347114 53.4821258, 9.1346213 53.4821513, 9.1344314 53.4822295, 9.1336096 53.4828804, 9.133566 53.4829591)",,,,
260449930,,Am Kanal,residential,,False,False,44.039,"LINESTRING (9.133566 53.4829591, 9.1329625 53.4831261)",,,,
29281553,,Am Kanal,residential,,False,False,67.91199999999999,"LINESTRING (9.133566 53.4829591, 9.1336608 53.4830912, 9.1340557 53.4834949)",,,,
29281553,,Am Kanal,residential,,False,True,428.693,"LINESTRING (9.133566 53.4829591, 9.1336096 53.4828804, 9.1344314 53.4822295, 9.1346213 53.4821513, 9.1347114 53.4821258, 9.1349773 53.4820416, 9.1355323 53.4818658, 9.1362975 53.4816235, 9.1369112 53.4814291, 9.1376131 53.4812068, 9.1383069 53.4809871, 9.1388013 53.4808212)",,,,
29281553,,Am Kanal,residential,,False,True,67.91199999999999,"LINESTRING (9.1340557 53.4834949, 9.1336608 53.4830912, 9.133566 53.4829591)",,,,
34685769,,Friedrich-Dedecke-Straße,residential,30,False,False,420.105,"LINESTRING (9.1340557 53.4834949, 9.1341731 53.4834544, 9.1345615 53.4833204, 9.135547 53.4829803, 9.1396127 53.4816682)",4,,,
34685769,,Friedrich-Dedecke-Straße,residential,30,False,True,147.215,"LINESTRING (9.1340557 53.4834949, 9.1331403 53.4837909, 9.1326288 53.4838841, 9.1323002 53.4839216, 9.1319867 53.483925)",4,,,
26194244,,Am Fischerklink,residential,,False,False,71.929,"LINESTRING (9.1319867 53.483925, 9.1318303 53.4841252, 9.1314305 53.4844787)",,,,
34685769,,Friedrich-Dedecke-Straße,residential,30,False,False,147.215,"LINESTRING (9.1319867 53.483925, 9.1323002 53.4839216, 9.1326288 53.4838841, 9.1331403 53.4837909, 9.1340557 53.4834949)",4,,,
"[34685768, 34685769, 28447224, 26193039]",,"['Dürerstraße', 'Friedrich-Dedecke-Straße']",residential,30,False,True,114.72,"LINESTRING (9.1319867 53.483925, 9.1315292 53.4839291, 9.1312753 53.4839305, 9.1312325 53.4839318, 9.1305915 53.4839352, 9.1302632 53.4838862)","['4', '5']",yes,,
26194244,,Am Fischerklink,residential,,False,True,139.508,"LINESTRING (9.1296195 53.4850711, 9.1297826 53.4849741, 9.130392 53.4848311, 9.1310958 53.4846779, 9.1314305 53.4844787)",,,,
26194252,,Am Fischerklink,residential,,False,False,22.349,"LINESTRING (9.1314305 53.4844787, 9.1317309 53.4845706)",,,,
26194244,,Am Fischerklink,residential,,False,False,139.508,"LINESTRING (9.1314305 53.4844787, 9.1310958 53.4846779, 9.130392 53.4848311, 9.1297826 53.4849741, 9.1296195 53.4850711)",,,,
26194244,,Am Fischerklink,residential,,False,True,71.929,"LINESTRING (9.1314305 53.4844787, 9.1318303 53.4841252, 9.1319867 53.483925)",,,,
26194252,,Am Fischerklink,residential,,False,True,22.349,"LINESTRING (9.1317309 53.4845706, 9.1314305 53.4844787)",,,,
"[26194313, 26194314]",,Am Bahnhof-Süd,residential,,False,False,159.78300000000002,"LINESTRING (9.1400085 53.4819071, 9.1400515 53.4821811, 9.1400238 53.4821902, 9.139181 53.4824664, 9.1383295 53.4827283)",,,,
28448778,,Am Bahnhof-Süd,residential,30,False,True,39.411,"LINESTRING (9.1400085 53.4819071, 9.1398355 53.4818767, 9.1396127 53.4816682)",,,,
28448779,,Am Bahnhof-Süd,residential,30,False,False,132.315,"LINESTRING (9.1400085 53.4819071, 9.1401552 53.4818853, 9.1403708 53.4818168, 9.1404601 53.481786, 9.141023 53.4815703, 9.1416281 53.4812311)",,,,
27127331,,Holbeinstraße,residential,30,False,False,147.63600000000002,"LINESTRING (9.1289513 53.4827216, 9.1302407 53.4818249, 9.1304449 53.4817412)",,,,
28447224,,Dürerstraße,residential,30,False,False,76.56599999999999,"LINESTRING (9.1289513 53.4827216, 9.1291067 53.482997, 9.1292515 53.4832554, 9.1293228 53.4833737)",5,,,
27127331,,Holbeinstraße,residential,30,False,True,147.63600000000002,"LINESTRING (9.1304449 53.4817412, 9.1302407 53.4818249, 9.1289513 53.4827216)",,,,
29224405,,Picassoweg,living_street,,False,False,57.538,"LINESTRING (9.1317279 53.4818817, 9.1312906 53.4821446, 9.1311294 53.4822567)",,,,
29255389,,Bergstraße,residential,30,False,False,130.894,"LINESTRING (9.1373054 53.4880237, 9.1383658 53.4878524, 9.1392145 53.4877148)",,,,
29255389,,Bergstraße,residential,30,False,True,261.083,"LINESTRING (9.1373054 53.4880237, 9.13539 53.4882975, 9.1344368 53.4884338, 9.1334502 53.4883525)",,,,
29326065,,Grüner Weg,residential,,False,False,157.201,"LINESTRING (9.1373054 53.4880237, 9.1367609 53.4870992, 9.1364425 53.4867086)",,,,
29326062,,Diedrichstraße,residential,,False,False,78.824,"LINESTRING (9.1331367 53.4867234, 9.1319602 53.4866117)",,,,
29399466,,Albertstraße,residential,,False,False,53.399,"LINESTRING (9.1331367 53.4867234, 9.1331081 53.4868807, 9.1331037 53.4872027)",,,,
29399466,,Albertstraße,residential,,False,True,83.80999999999999,"LINESTRING (9.1331367 53.4867234, 9.1332257 53.4864864, 9.1333574 53.4863962, 9.1338332 53.4862933, 9.1339679 53.486252)",,,,
29326062,,Diedrichstraße,residential,,False,True,78.824,"LINESTRING (9.1319602 53.4866117, 9.1331367 53.4867234)",,,,
29326063,,Christianstraße,residential,,False,False,75.798,"LINESTRING (9.1331037 53.4872027, 9.1328976 53.4872231, 9.1326733 53.4872226, 9.1322425 53.4872625, 9.1319908 53.4873305)",,,,
29399466,,Albertstraße,residential,,False,False,61.809,"LINESTRING (9.1331037 53.4872027, 9.1331399 53.4874057, 9.1331509 53.4874767, 9.1332649 53.4877488)",,,,
29399466,,Albertstraße,residential,,False,True,53.399,"LINESTRING (9.1331037 53.4872027, 9.1331081 53.4868807, 9.1331367 53.4867234)",,,,
29326063,,Christianstraße,residential,,False,True,75.798,"LINESTRING (9.1319908 53.4873305, 9.1322425 53.4872625, 9.1326733 53.4872226, 9.1328976 53.4872231, 9.1331037 53.4872027)",,,,
29326064,,Bernhardstraße,residential,,False,False,56.184,"LINESTRING (9.1332649 53.4877488, 9.1324546 53.4879)",,,,
29399466,,Albertstraße,residential,,False,False,68.239,"LINESTRING (9.1332649 53.4877488, 9.1334502 53.4883525)",,,,
29399466,,Albertstraße,residential,,False,True,61.809,"LINESTRING (9.1332649 53.4877488, 9.1331509 53.4874767, 9.1331399 53.4874057, 9.1331037 53.4872027)",,,,
29326064,,Bernhardstraße,residential,,False,True,56.184,"LINESTRING (9.1324546 53.4879, 9.1332649 53.4877488)",,,,
"[24366953, 29326060]",,"['Eduardstraße', 'Stephansplatz']",residential,,False,True,278.48699999999997,"LINESTRING (9.1364425 53.4867086, 9.135126 53.4871477, 9.1350336 53.4871754, 9.1344874 53.4873393, 9.1343989 53.4872136, 9.134361 53.4871358, 9.1342765 53.4869381, 9.1342229 53.4867643, 9.1342033 53.4863687, 9.1341379 53.4863095, 9.1339679 53.486252)",,,,
"[29326065, 29399466]",,"['Grüner Weg', 'Albertstraße']",residential,,False,False,241.45300000000003,"LINESTRING (9.1364425 53.4867086, 9.1360384 53.486235, 9.1355952 53.4857743, 9.1354865 53.4857439, 9.1342245 53.486143, 9.1339679 53.486252)",,,,
29326065,,Grüner Weg,residential,,False,True,157.201,"LINESTRING (9.1364425 53.4867086, 9.1367609 53.4870992, 9.1373054 53.4880237)",,,,
29326066,,Ludwigstraße,residential,30,False,True,144.725,"LINESTRING (9.1405089 53.4869358, 9.1394912 53.4857837)",,,,
80573729,,Ludwigstraße,residential,,False,False,188.962,"LINESTRING (9.1405089 53.4869358, 9.1410882 53.4874058, 9.1411035 53.4874181, 9.1414098 53.4876649, 9.1420966 53.4882528, 9.1421555 53.488323)",,,,
517350616,,Alte Straße,tertiary,,False,False,97.174,"LINESTRING (9.1405089 53.4869358, 9.1399745 53.4872456, 9.139457 53.4875457)",,,,
517350616,,Alte Straße,tertiary,,False,True,166.162,"LINESTRING (9.1405089 53.4869358, 9.1413216 53.4866648, 9.1414541 53.4866173, 9.1417429 53.4865235, 9.1424945 53.4862613, 9.1426886 53.4861938)",,,,
80573729,,Ludwigstraße,residential,,False,True,188.962,"LINESTRING (9.1421555 53.488323, 9.1420966 53.4882528, 9.1414098 53.4876649, 9.1411035 53.4874181, 9.1410882 53.4874058, 9.1405089 53.4869358)",,,,
258989222,2,Neue Straße,primary,50,False,True,85.938,"LINESTRING (9.1421555 53.488323, 9.1412609 53.4885865, 9.1409914 53.4886659)",,,B 71;B 74,
258989223,3,Dammstraße,tertiary,,False,False,11.57,"LINESTRING (9.1383658 53.4890587, 9.1382908 53.4891527)",,,,
"[931929212, 258989223]","['2', '3']",Dammstraße,tertiary,,False,"[False, True]",159.731,"LINESTRING (9.1383658 53.4890587, 9.1384713 53.4889246, 9.1390087 53.48809, 9.1392145 53.4877148)",,,,
931929213,,Grüner Weg,residential,30,False,False,15.739,"LINESTRING (9.1383658 53.4890587, 9.1382731 53.4890233, 9.1381746 53.4889749)",,,,
29399465,,Grüner Weg,residential,,True,False,120.819,"LINESTRING (9.1381746 53.4889749, 9.1377168 53.4885079, 9.1374363 53.4882442, 9.1373054 53.4880237)",,,,
931929213,,Grüner Weg,residential,30,False,True,15.739,"LINESTRING (9.1381746 53.4889749, 9.1382731 53.4890233, 9.1383658 53.4890587)",,,,
29326066,,Ludwigstraße,residential,30,False,False,144.725,"LINESTRING (9.1394912 53.4857837, 9.1405089 53.4869358)",,,,
8028561,,Hagenahstraße,residential,50,False,False,134.77,"LINESTRING (9.1394912 53.4857837, 9.1405827 53.485444, 9.1412916 53.4852169)",,,,
29326066,,Ludwigstraße,residential,30,False,True,124.016,"LINESTRING (9.1394912 53.4857837, 9.1391627 53.4854211, 9.1385976 53.4848033)",,,,
30047080,,Jungfernstieg,residential,,False,False,159.183,"LINESTRING (9.139457 53.4875457, 9.1406774 53.4885039, 9.1407537 53.4885758, 9.1408215 53.488652, 9.1408632 53.4887045)",,,,destination
517350616,,Alte Straße,tertiary,,False,False,24.726,"LINESTRING (9.139457 53.4875457, 9.1394368 53.4875574, 9.1392145 53.4877148)",,,,
517350616,,Alte Straße,tertiary,,False,True,97.174,"LINESTRING (9.139457 53.4875457, 9.1399745 53.4872456, 9.1405089 53.4869358)",,,,
"[24366953, 29326060]",,"['Eduardstraße', 'Stephansplatz']",residential,,False,False,278.48699999999997,"LINESTRING (9.1339679 53.486252, 9.1341379 53.4863095, 9.1342033 53.4863687, 9.1342229 53.4867643, 9.1342765 53.4869381, 9.134361 53.4871358, 9.1343989 53.4872136, 9.1344874 53.4873393, 9.1350336 53.4871754, 9.135126 53.4871477, 9.1364425 53.4867086)",,,,
"[29326065, 29399466]",,"['Grüner Weg', 'Albertstraße']",residential,,False,True,241.453,"LINESTRING (9.1339679 53.486252, 9.1342245 53.486143, 9.1354865 53.4857439, 9.1355952 53.4857743, 9.1360384 53.486235, 9.1364425 53.4867086)",,,,
29399466,,Albertstraße,residential,,False,False,83.81,"LINESTRING (9.1339679 53.486252, 9.1338332 53.4862933, 9.1333574 53.4863962, 9.1332257 53.4864864, 9.1331367 53.4867234)",,,,
"[26194313, 26194314]",,Am Bahnhof-Süd,residential,,False,True,159.783,"LINESTRING (9.1383295 53.4827283, 9.139181 53.4824664, 9.1400238 53.4821902, 9.1400515 53.4821811, 9.1400085 53.4819071)",,,,
26194359,,Findorffstraße,residential,30,False,True,101.34800000000001,"LINESTRING (9.1425956 53.4805602, 9.1425241 53.4807151, 9.1423632 53.4808588, 9.142125 53.4810209, 9.1416281 53.4812311)",5.6,,,
"[28448741, 4888381, 68706847]",2,"['Bremer Straße', 'Gnarrenburger Straße']",tertiary,50,False,False,63.051,"LINESTRING (9.1425096 53.4820625, 9.1426709 53.4822076, 9.1427142 53.4822387, 9.1428275 53.4823388, 9.1429942 53.4824814, 9.1430566 53.4825263)",,,,
68706847,2,Gnarrenburger Straße,tertiary,50,False,True,109.31,"LINESTRING (9.1425096 53.4820625, 9.1421759 53.4817478, 9.1416281 53.4812311)",,,,
260449930,,Am Kanal,residential,,False,True,44.039,"LINESTRING (9.1329625 53.4831261, 9.133566 53.4829591)",,,,
29255389,,Bergstraße,residential,30,False,True,130.894,"LINESTRING (9.1392145 53.4877148, 9.1383658 53.4878524, 9.1373054 53.4880237)",,,,
29326059,,Johann-Kleen-Straße,residential,,False,False,306.085,"LINESTRING (9.1392145 53.4877148, 9.1389554 53.4875626, 9.1381292 53.486546, 9.1376448 53.4859858, 9.1370549 53.4852928)",,,,
517350616,,Alte Straße,tertiary,,False,True,24.726,"LINESTRING (9.1392145 53.4877148, 9.1394368 53.4875574, 9.139457 53.4875457)",,,,
"[931929212, 258989223]","['2', '3']",Dammstraße,tertiary,,False,"[False, True]",159.731,"LINESTRING (9.1392145 53.4877148, 9.1390087 53.48809, 9.1384713 53.4889246, 9.1383658 53.4890587)",,,,
517350616,,Alte Straße,tertiary,,False,False,166.162,"LINESTRING (9.1426886 53.4861938, 9.1424945 53.4862613, 9.1417429 53.4865235, 9.1414541 53.4866173, 9.1413216 53.4866648, 9.1405089 53.4869358)",,,,
1243406242,,Ernst-Bode-Straße,residential,50,False,True,143.518,"LINESTRING (9.1426886 53.4861938, 9.1425583 53.4860616, 9.1424346 53.4859363, 9.1423283 53.4858394, 9.1420912 53.485693, 9.1412916 53.4852169)",,,,
258989222,2,Neue Straße,primary,50,False,True,9.506,"LINESTRING (9.1409914 53.4886659, 9.1408632 53.4887045)",,,B 71;B 74,
258989222,2,Neue Straße,primary,50,False,False,85.938,"LINESTRING (9.1409914 53.4886659, 9.1412609 53.4885865, 9.1421555 53.488323)",,,B 71;B 74,
258989222,2,Neue Straße,primary,50,False,False,9.506,"LINESTRING (9.1408632 53.4887045, 9.1409914 53.4886659)",,,B 71;B 74,
30047080,,Jungfernstieg,residential,,False,True,159.183,"LINESTRING (9.1408632 53.4887045, 9.1408215 53.488652, 9.1407537 53.4885758, 9.1406774 53.4885039, 9.139457 53.4875457)",,,,destination
"[152741724, 258989222]","['2', '3']",Neue Straße,primary,50,False,True,175.1,"LINESTRING (9.1408632 53.4887045, 9.1407602 53.4887347, 9.1392751 53.4891787, 9.139115 53.4892255, 9.138735 53.4893385, 9.1384966 53.4894095)",,,B 71;B 74,
931929208,1,Dammstraße,tertiary,,True,False,10.232,"LINESTRING (9.1382124 53.4892293, 9.1382325 53.4891938, 9.1382593 53.4891678, 9.1382908 53.4891527)",,,,
"[152741724, 258989222]","['2', '3']",Neue Straße,primary,50,False,False,175.10000000000002,"LINESTRING (9.1384966 53.4894095, 9.138735 53.4893385, 9.139115 53.4892255, 9.1392751 53.4891787, 9.1407602 53.4887347, 9.1408632 53.4887045)",,,B 71;B 74,
931929211,1,Dammstraße,tertiary,,True,False,32.182,"LINESTRING (9.1384966 53.4894095, 9.1384497 53.4894088, 9.1384055 53.4894052, 9.1383672 53.4893996, 9.1383371 53.4893924, 9.1383136 53.4893821, 9.1382734 53.4893613, 9.1382486 53.4893478, 9.1382305 53.4893302, 9.1382184 53.4893095, 9.138211 53.4892819, 9.1382103 53.4892564, 9.1382124 53.4892293)",,,,
258989223,3,Dammstraße,tertiary,,False,True,11.57,"LINESTRING (9.1382908 53.4891527, 9.1383658 53.4890587)",,,,
931929210,2,Dammstraße,tertiary,,True,False,31.934,"LINESTRING (9.1382908 53.4891527, 9.1383029 53.4891886, 9.1383176 53.4892193, 9.1383357 53.4892484, 9.1383599 53.4892795, 9.1383932 53.4893123, 9.1384966 53.4894095)",,,,
29326059,,Johann-Kleen-Straße,residential,,False,True,306.085,"LINESTRING (9.1370549 53.4852928, 9.1376448 53.4859858, 9.1381292 53.486546, 9.1389554 53.4875626, 9.1392145 53.4877148)",,,,
1220467343,,,living_street,5,True,False,115.916,"LINESTRING (9.1370549 53.4852928, 9.138494 53.4848182, 9.1385976 53.4848033)",,,,
"[1220473100, 1243406246]",,Friedrich-Wilhelm-Raiffeisen-Straße,residential,30,False,False,305.0619999999999,"LINESTRING (9.1369256 53.4852443, 9.1374432 53.4850942, 9.1385235 53.4847399, 9.1386898 53.4847192, 9.1388802 53.4846657, 9.1389426 53.4846438, 9.1389781 53.484623, 9.1389915 53.4846043, 9.1389982 53.4845843, 9.1389942 53.4845616, 9.1389835 53.484538, 9.1387086 53.4842316, 9.1386951 53.4842057, 9.1386898 53.4841885, 9.1386992 53.4841677, 9.1387139 53.484151, 9.1387421 53.4841342, 9.1387863 53.4841143, 9.1388529 53.4840928, 9.1394381 53.483904, 9.1395454 53.4838721, 9.1396688 53.4838422, 9.1398049 53.483811, 9.1399864 53.483781)",,,,
