osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,tunnel,lanes,junction
30341447,An der Haag,residential,30,,False,True,65.393,"LINESTRING (6.1545681 51.1007498, 6.1544406 51.100698, 6.1543044 51.1006318, 6.1541617 51.1005484, 6.1540849 51.1004833, 6.1539708 51.1003895, 6.1539165 51.1003364)",,,
9485084,An der Haag,residential,30,,False,False,7.529,"LINESTRING (6.1538643 51.0996941, 6.1538092 51.0997523)",,,
9485083,Patersgraben,residential,30,,False,True,171.38600000000002,"LINESTRING (6.1538643 51.0996941, 6.1539465 51.0994086, 6.1539591 51.0993736, 6.1540327 51.0991968, 6.1541221 51.0990081, 6.1541878 51.0988949, 6.1542194 51.0988452, 6.1543246 51.098713, 6.1545674 51.0984081, 6.154603 51.098377, 6.1547252 51.0982663)",,,
"[24386126, 135833681, 208471092, 208471093, 31128373]","['Am Roßtor', 'Roßtorplatz']","['living_street', 'residential']",,,False,False,84.274,"LINESTRING (6.1538643 51.0996941, 6.1540484 51.0997146, 6.1541472 51.0997254, 6.1542193 51.0997302, 6.1543207 51.0997376, 6.1543262 51.0997381, 6.1543824 51.0997437, 6.1550478 51.0998393)",building_passage,,
24481212,Parkstraße,residential,,,False,True,127.526,"LINESTRING (6.1591388 51.0982489, 6.1590849 51.0982503, 6.1586871 51.0982421, 6.1585255 51.0982391, 6.1584093 51.098238, 6.1576922 51.0982218, 6.1573136 51.098213)",,,
"[32134168, 24338926]",Am Wehrturm,residential,30,,False,True,233.637,"LINESTRING (6.1591388 51.0982489, 6.1593051 51.0986326, 6.1594389 51.0989576, 6.1594033 51.0990779, 6.1593782 51.0991878, 6.1593358 51.0993142, 6.1592032 51.099611, 6.1591349 51.099768, 6.15902 51.1000037, 6.1589873 51.1000692, 6.1589501 51.100093, 6.1588725 51.1001075, 6.1587955 51.1001162, 6.1587429 51.1001305, 6.1586759 51.1001571)",,,
32134208,Parkstraße,residential,,,False,False,32.543,"LINESTRING (6.1591388 51.0982489, 6.1594724 51.0982, 6.1595354 51.0981911, 6.1595943 51.0981914)",,,
24283533,Am Kulenberg,residential,30,,False,False,106.625,"LINESTRING (6.1539031 51.1021241, 6.1538987 51.1022683, 6.1538836 51.1023438, 6.1538344 51.1025402, 6.1537988 51.1026926, 6.1537157 51.1030748)",,,
24283533,Am Kulenberg,residential,30,,False,True,162.601,"LINESTRING (6.1539031 51.1021241, 6.1539162 51.1017326, 6.1539222 51.1016625, 6.1539477 51.1015884, 6.1539947 51.1015199, 6.154351 51.1010397, 6.1545681 51.1007498)",,,
"[24447853, 24447854]","['Palantstraße', 'Oberer Kulenberg']","['unclassified', 'residential']",30,,False,False,401.91700000000003,"LINESTRING (6.1539031 51.1021241, 6.1517008 51.1019517, 6.1518425 51.1007249, 6.1519551 51.0998562, 6.1519774 51.0997377)",,,
24283536,Forster Weg,residential,30,,False,False,20.94,"LINESTRING (6.1519774 51.0997377, 6.1516776 51.0997331)",,,
24283536,Forster Weg,residential,30,,False,True,66.708,"LINESTRING (6.1519774 51.0997377, 6.1525984 51.0997422, 6.1529327 51.0997422)",,,
"[24447853, 24447854]","['Palantstraße', 'Oberer Kulenberg']","['residential', 'unclassified']",30,,False,True,401.917,"LINESTRING (6.1519774 51.0997377, 6.1519551 51.0998562, 6.1518425 51.1007249, 6.1517008 51.1019517, 6.1539031 51.1021241)",,,
9485084,An der Haag,residential,30,,False,True,7.529,"LINESTRING (6.1538092 51.0997523, 6.1538643 51.0996941)",,,
30341447,An der Haag,residential,30,,False,False,66.56700000000001,"LINESTRING (6.1538092 51.0997523, 6.1537993 51.0998747, 6.1538016 51.1001017, 6.1538123 51.1001787, 6.1538321 51.1002288, 6.1538754 51.1002922, 6.1539165 51.1003364)",,,
24283536,Forster Weg,residential,30,,False,True,20.94,"LINESTRING (6.1516776 51.0997331, 6.1519774 51.0997377)",,,
24283537,Breiter Weg,residential,30,,False,False,188.732,"LINESTRING (6.1516776 51.0997331, 6.1516471 51.0980359)",,,
24386857,Forster Weg,residential,30,,False,False,80.938,"LINESTRING (6.1516776 51.0997331, 6.1509691 51.0997307, 6.1505188 51.0997201)",,,
24283538,Kastanienstraße,residential,30,,False,False,141.549,"LINESTRING (6.1505188 51.0997201, 6.1507867 51.0989432, 6.1508054 51.0988273, 6.1508318 51.0984661)",,,
24386857,Forster Weg,residential,30,,False,True,80.938,"LINESTRING (6.1505188 51.0997201, 6.1509691 51.0997307, 6.1516776 51.0997331)",,,
24283537,Breiter Weg,residential,30,,False,True,188.732,"LINESTRING (6.1516471 51.0980359, 6.1516776 51.0997331)",,,
165930712,Am Gasthausbach,residential,30,,False,True,57.937,"LINESTRING (6.1516471 51.0980359, 6.1508396 51.0979162)",,,
165930712,Am Gasthausbach,residential,30,,False,False,98.758,"LINESTRING (6.1516471 51.0980359, 6.1517289 51.098049, 6.1530335 51.098211)",,,
165930712,Am Gasthausbach,residential,30,,False,False,57.937,"LINESTRING (6.1508396 51.0979162, 6.1516471 51.0980359)",,,
165930712,Am Gasthausbach,residential,30,,False,True,66.21,"LINESTRING (6.1508396 51.0979162, 6.1499141 51.0977868)",,,
24283538,Kastanienstraße,residential,30,,False,True,61.244,"LINESTRING (6.1508396 51.0979162, 6.1508229 51.0979802, 6.1508318 51.0984661)",,,
24283539,Am Gasthausbach,residential,30,,False,False,79.869,"LINESTRING (6.1508318 51.0984661, 6.1496926 51.0984019)",,,
24283538,Kastanienstraße,residential,30,,False,False,61.244,"LINESTRING (6.1508318 51.0984661, 6.1508229 51.0979802, 6.1508396 51.0979162)",,,
24283538,Kastanienstraße,residential,30,,False,True,141.549,"LINESTRING (6.1508318 51.0984661, 6.1508054 51.0988273, 6.1507867 51.0989432, 6.1505188 51.0997201)",,,
24283539,Am Gasthausbach,residential,30,,False,True,79.869,"LINESTRING (6.1496926 51.0984019, 6.1508318 51.0984661)",,,
24283540,Am Gasthausbach,residential,30,,False,False,100.956,"LINESTRING (6.1496926 51.0984019, 6.1494871 51.0993006)",,,
24283540,Am Gasthausbach,residential,30,,False,True,70.123,"LINESTRING (6.1496926 51.0984019, 6.1499141 51.0977868)",,,
24283540,Am Gasthausbach,residential,30,,False,False,70.123,"LINESTRING (6.1499141 51.0977868, 6.1496926 51.0984019)",,,
165930712,Am Gasthausbach,residential,30,,False,False,66.21,"LINESTRING (6.1499141 51.0977868, 6.1508396 51.0979162)",,,
24283540,Am Gasthausbach,residential,30,,False,True,100.956,"LINESTRING (6.1494871 51.0993006, 6.1496926 51.0984019)",,,
165930712,Am Gasthausbach,residential,30,,False,False,121.15,"LINESTRING (6.1530335 51.098211, 6.1540671 51.0982023, 6.1545466 51.098205, 6.154647 51.0982113, 6.1546893 51.0982278, 6.1547252 51.0982663)",,,
165930712,Am Gasthausbach,residential,30,,False,True,98.758,"LINESTRING (6.1530335 51.098211, 6.1517289 51.098049, 6.1516471 51.0980359)",,,
1038693986,Johanniterweg,residential,30,,False,False,62.086,"LINESTRING (6.1530335 51.098211, 6.1529378 51.098605, 6.1529895 51.0986849, 6.1530437 51.0987501)",,,
"[48271445, 24477719]","['In der Els', 'Lerchenweg']",residential,,,False,False,273.731,"LINESTRING (6.1630795 51.1048393, 6.161747 51.1047396, 6.160744 51.1046646, 6.1609787 51.1036908)",,,
24477718,Loher Weg,residential,,,False,True,111.887,"LINESTRING (6.1609787 51.1036908, 6.1612511 51.1037245, 6.16169 51.1037641, 6.1618735 51.1037697, 6.1623228 51.1037566, 6.1624525 51.1037449, 6.1625691 51.1037395)",,,
"[48271445, 24477719]","['In der Els', 'Lerchenweg']",residential,,,False,True,273.731,"LINESTRING (6.1609787 51.1036908, 6.160744 51.1046646, 6.161747 51.1047396, 6.1630795 51.1048393)",,,
280454077,Loher Weg,residential,,,False,False,220.92000000000002,"LINESTRING (6.1609787 51.1036908, 6.1608373 51.103659, 6.1605314 51.1035348, 6.1602996 51.103403, 6.1599827 51.1030406, 6.159945 51.1029534, 6.1599413 51.1028512, 6.1600663 51.102036, 6.1600728 51.1019938)",,,
280454078,Lerchenweg,residential,,,False,False,118.429,"LINESTRING (6.1609787 51.1036908, 6.1610255 51.1036291, 6.1610935 51.1031623, 6.1609716 51.1029131, 6.1613667 51.1028137)",,,
30483185,Burgstraße,tertiary,50,,True,False,52.865,"LINESTRING (6.1600728 51.1019938, 6.1598818 51.1020068, 6.159724 51.1020123, 6.159535 51.1020119, 6.1593176 51.1020021)",,1,
280454077,Loher Weg,residential,,,False,True,220.92,"LINESTRING (6.1600728 51.1019938, 6.1600663 51.102036, 6.1599413 51.1028512, 6.159945 51.1029534, 6.1599827 51.1030406, 6.1602996 51.103403, 6.1605314 51.1035348, 6.1608373 51.103659, 6.1609787 51.1036908)",,,
505375058,,tertiary,50,,True,False,16.354,"LINESTRING (6.158306 51.1019019, 6.1582715 51.101932, 6.1582227 51.1019524, 6.1581658 51.1019608, 6.1581082 51.1019561)",,1,roundabout
24492666,Turmstraße,residential,30,,False,True,201.413,"LINESTRING (6.1581082 51.1019561, 6.1581006 51.1020388, 6.1580984 51.102063, 6.1582305 51.1025104, 6.1582728 51.1026338, 6.1584328 51.1031214, 6.1586376 51.1037332)",,,
505375058,,tertiary,50,,True,False,14.157999999999998,"LINESTRING (6.1581082 51.1019561, 6.1580628 51.1019421, 6.1580265 51.10192, 6.1580025 51.1018919, 6.1579933 51.1018605)",,1,roundabout
24338923,,tertiary,50,,True,False,24.589,"LINESTRING (6.1579933 51.1018605, 6.1580059 51.1018181, 6.1580454 51.1017824, 6.158095 51.1017624, 6.1581531 51.1017546, 6.1582455 51.1017707)",,1,roundabout
"[349861885, 1171007925]",Burgstraße,tertiary,50,,True,False,196.01999999999998,"LINESTRING (6.1579933 51.1018605, 6.1578873 51.101851, 6.1573449 51.1017615, 6.1569383 51.1016411, 6.1568001 51.1015851, 6.15669 51.101502, 6.1565746 51.1013872, 6.1565207 51.1013437, 6.1564319 51.1013026, 6.1563547 51.1012764, 6.1562561 51.1012501, 6.1560941 51.1012224, 6.1559985 51.1012253, 6.1558951 51.1012402, 6.1555395 51.1013138)",,"['2', '1']",
24338925,Küstersgäßchen,residential,,,False,False,188.508,"LINESTRING (6.1582455 51.1017707, 6.1583027 51.1017265, 6.1583182 51.1017134, 6.1583814 51.1016565, 6.1585065 51.1015827, 6.1586952 51.1014975, 6.1587881 51.1014297, 6.1588798 51.1013259, 6.1589329 51.1012189, 6.1589353 51.1010705, 6.1589127 51.1009463, 6.1588708 51.1007641, 6.1588507 51.1006314, 6.1588586 51.1005037, 6.1588702 51.1004094, 6.1589095 51.1002796, 6.1589195 51.1002468)",,,
613879996,,tertiary,50,,True,False,16.508000000000003,"LINESTRING (6.1582455 51.1017707, 6.1582941 51.1018005, 6.1583177 51.1018349, 6.1583208 51.1018691, 6.158306 51.1019019)",,1,roundabout
24338925,Küstersgäßchen,residential,,,False,True,188.508,"LINESTRING (6.1589195 51.1002468, 6.1589095 51.1002796, 6.1588702 51.1004094, 6.1588586 51.1005037, 6.1588507 51.1006314, 6.1588708 51.1007641, 6.1589127 51.1009463, 6.1589353 51.1010705, 6.1589329 51.1012189, 6.1588798 51.1013259, 6.1587881 51.1014297, 6.1586952 51.1014975, 6.1585065 51.1015827, 6.1583814 51.1016565, 6.1583182 51.1017134, 6.1583027 51.1017265, 6.1582455 51.1017707)",,,
29545008,Kirchstraße,tertiary,50,,True,False,106.011,"LINESTRING (6.1589195 51.1002468, 6.1593872 51.1004055, 6.15973 51.1005171, 6.1600987 51.1006371, 6.1602642 51.1006893)",,,
"[32134168, 24338926]",Am Wehrturm,residential,30,,False,False,233.637,"LINESTRING (6.1586759 51.1001571, 6.1587429 51.1001305, 6.1587955 51.1001162, 6.1588725 51.1001075, 6.1589501 51.100093, 6.1589873 51.1000692, 6.15902 51.1000037, 6.1591349 51.099768, 6.1592032 51.099611, 6.1593358 51.0993142, 6.1593782 51.0991878, 6.1594033 51.0990779, 6.1594389 51.0989576, 6.1593051 51.0986326, 6.1591388 51.0982489)",,,
613879995,Kirchstraße,tertiary,50,,True,False,19.718,"LINESTRING (6.1586759 51.1001571, 6.1588366 51.1002163, 6.1589195 51.1002468)",,,
9485083,Patersgraben,residential,30,,False,False,171.386,"LINESTRING (6.1547252 51.0982663, 6.154603 51.098377, 6.1545674 51.0984081, 6.1543246 51.098713, 6.1542194 51.0988452, 6.1541878 51.0988949, 6.1541221 51.0990081, 6.1540327 51.0991968, 6.1539591 51.0993736, 6.1539465 51.0994086, 6.1538643 51.0996941)",,,
165930712,Am Gasthausbach,residential,30,,False,True,121.15,"LINESTRING (6.1547252 51.0982663, 6.1546893 51.0982278, 6.154647 51.0982113, 6.1545466 51.098205, 6.1540671 51.0982023, 6.1530335 51.098211)",,,
1023364481,Patersgraben,residential,,,False,True,31.644,"LINESTRING (6.1547252 51.0982663, 6.1549884 51.0981785, 6.1551366 51.0981497)",,,
"[10588337, 280457127, 1022051967]",Pontorsonallee,residential,,,False,False,284.81699999999995,"LINESTRING (6.1602642 51.1006893, 6.1602764 51.1006225, 6.1603487 51.1002383, 6.1603478 51.1001549, 6.1602715 51.0998971, 6.1602203 51.0997519, 6.1602095 51.0997054, 6.1601417 51.0994813, 6.1600394 51.099181, 6.1599538 51.098981, 6.1599182 51.0988906, 6.1596534 51.0982657, 6.1596266 51.0982189, 6.1595943 51.0981914)",,,
24386157,Poststraße,residential,,,True,False,145.66800000000003,"LINESTRING (6.1602642 51.1006893, 6.1602594 51.100722, 6.160076 51.1019716, 6.1600728 51.1019938)",,,
24283533,Am Kulenberg,residential,30,,False,True,106.625,"LINESTRING (6.1537157 51.1030748, 6.1537988 51.1026926, 6.1538344 51.1025402, 6.1538836 51.1023438, 6.1538987 51.1022683, 6.1539031 51.1021241)",,,
32134208,Parkstraße,residential,,,False,True,32.543,"LINESTRING (6.1595943 51.0981914, 6.1595354 51.0981911, 6.1594724 51.0982, 6.1591388 51.0982489)",,,
32134209,Am Wingertsberg,residential,,,False,True,62.77499999999999,"LINESTRING (6.1595943 51.0981914, 6.1594477 51.0979581, 6.1594167 51.0978947, 6.1593424 51.0976642, 6.1593395 51.0976521)",,,
32387688,Am Marienbruch,residential,30,,False,True,175.94,"LINESTRING (6.1595943 51.0981914, 6.1597473 51.0981663, 6.1598801 51.0981625, 6.1600383 51.0981781, 6.160181 51.098205, 6.1619059 51.0987337)",,,
"[10588337, 1022051967, 280457127]",Pontorsonallee,residential,,,False,True,284.817,"LINESTRING (6.1595943 51.0981914, 6.1596266 51.0982189, 6.1596534 51.0982657, 6.1599182 51.0988906, 6.1599538 51.098981, 6.1600394 51.099181, 6.1601417 51.0994813, 6.1602095 51.0997054, 6.1602203 51.0997519, 6.1602715 51.0998971, 6.1603478 51.1001549, 6.1603487 51.1002383, 6.1602764 51.1006225, 6.1602642 51.1006893)",,,
24481212,Parkstraße,residential,,,False,False,14.802,"LINESTRING (6.1571018 51.0982075, 6.1573136 51.098213)",,,
10588338,Parkstraße,residential,,,False,True,137.386,"LINESTRING (6.1571018 51.0982075, 6.1565863 51.0981981, 6.1551366 51.0981497)",,,
"[1023955385, 24481213]",Am Buir,residential,30,,False,False,30.815999999999995,"LINESTRING (6.1571018 51.0982075, 6.1570932 51.0982842, 6.1570765 51.0983715, 6.1570422 51.0984179, 6.1570203 51.0984775)",,,
24481213,Am Buir,residential,30,,False,True,47.038,"LINESTRING (6.1569373 51.0988973, 6.1570203 51.0984775)",,,
24481213,Am Buir,residential,30,,False,False,42.043,"LINESTRING (6.1569373 51.0988973, 6.1568177 51.0989552, 6.1566472 51.0990369, 6.156475 51.0991388)",,,
24492882,Propsteigasse,residential,30,,False,False,118.24699999999999,"LINESTRING (6.1569373 51.0988973, 6.1568732 51.0993937, 6.1568896 51.0994489, 6.1571578 51.0994741, 6.1570409 51.099805)",,,
24481213,Am Buir,residential,30,,False,True,78.583,"LINESTRING (6.1559573 51.099724, 6.1560181 51.0996137, 6.1560637 51.0995267, 6.1561679 51.0994196, 6.1562552 51.0993661, 6.1563599 51.0993517, 6.1564052 51.0993198, 6.156475 51.0991388)",,,
24481222,Kirchstraße,tertiary,50,,True,False,76.397,"LINESTRING (6.1559573 51.099724, 6.1564622 51.0997519, 6.1565881 51.0997497, 6.1570409 51.099805)",,,
24481223,Roermonder Straße,tertiary,20,,True,False,18.392,"LINESTRING (6.1556653 51.099836, 6.1556719 51.0998216, 6.1557882 51.0996901)",,,
135833681,Roßtorplatz,living_street,,,False,True,43.521,"LINESTRING (6.1556653 51.099836, 6.1555866 51.0998365, 6.1551184 51.099822, 6.1550478 51.0998393)",,,
24502954,Bahnhofstraße,residential,30,,False,True,94.313,"LINESTRING (6.1586376 51.1037332, 6.157444 51.1041303)",,,
24492664,Am Bahnhof,residential,30,,False,True,114.182,"LINESTRING (6.1586376 51.1037332, 6.1587838 51.1037346, 6.158916 51.1037669, 6.1590353 51.1038272, 6.1590796 51.1039078, 6.1590572 51.104039, 6.1589795 51.1045038, 6.1589755 51.1045379, 6.1589928 51.104567)",,,
24492666,Turmstraße,residential,30,,False,False,201.413,"LINESTRING (6.1586376 51.1037332, 6.1584328 51.1031214, 6.1582728 51.1026338, 6.1582305 51.1025104, 6.1580984 51.102063, 6.1581006 51.1020388, 6.1581082 51.1019561)",,,
24492664,Am Bahnhof,residential,30,,False,False,114.18199999999999,"LINESTRING (6.1589928 51.104567, 6.1589755 51.1045379, 6.1589795 51.1045038, 6.1590572 51.104039, 6.1590796 51.1039078, 6.1590353 51.1038272, 6.158916 51.1037669, 6.1587838 51.1037346, 6.1586376 51.1037332)",,,
24492880,Nikolausstraße,residential,30,,True,False,122.075,"LINESTRING (6.1552773 51.0985156, 6.1568191 51.0984577, 6.1570203 51.0984775)",,,
551663640,Graf-Gerhard-Straße,tertiary,20,,True,False,79.648,"LINESTRING (6.1552773 51.0985156, 6.1554016 51.098758, 6.1554891 51.0989302, 6.1555166 51.0990168, 6.1555656 51.0992069)",,,
24492881,Am Buir,living_street,,,False,False,65.18299999999999,"LINESTRING (6.1555656 51.0992069, 6.156147 51.0991088, 6.156475 51.0991388)",,,
551663640,Graf-Gerhard-Straße,tertiary,20,,True,False,57.667,"LINESTRING (6.1555656 51.0992069, 6.1555788 51.0992572, 6.1556 51.0993445, 6.1556331 51.099465, 6.1556647 51.0995856, 6.1557073 51.0996508, 6.1557539 51.0996758, 6.1557882 51.0996901)",,,
24481213,Am Buir,residential,30,,False,False,78.583,"LINESTRING (6.156475 51.0991388, 6.1564052 51.0993198, 6.1563599 51.0993517, 6.1562552 51.0993661, 6.1561679 51.0994196, 6.1560637 51.0995267, 6.1560181 51.0996137, 6.1559573 51.099724)",,,
24481213,Am Buir,residential,30,,False,True,42.043,"LINESTRING (6.156475 51.0991388, 6.1566472 51.0990369, 6.1568177 51.0989552, 6.1569373 51.0988973)",,,
24492881,Am Buir,living_street,,,False,True,65.18299999999999,"LINESTRING (6.156475 51.0991388, 6.156147 51.0991088, 6.1555656 51.0992069)",,,
"[704246928, 24481222]",Kirchstraße,tertiary,50,,True,False,121.14000000000001,"LINESTRING (6.1570409 51.099805, 6.1570801 51.0998102, 6.1573818 51.0998596, 6.1574509 51.0998709, 6.1576264 51.0998978, 6.1578302 51.0999369, 6.1578915 51.0999487, 6.1580262 51.0999722, 6.1582167 51.100017, 6.1584203 51.1000783, 6.1585866 51.1001299, 6.1586759 51.1001571)",,,
24492882,Propsteigasse,residential,30,,False,True,118.247,"LINESTRING (6.1570409 51.099805, 6.1571578 51.0994741, 6.1568896 51.0994489, 6.1568732 51.0993937, 6.1569373 51.0988973)",,,
24502954,Bahnhofstraße,residential,30,,False,False,94.313,"LINESTRING (6.157444 51.1041303, 6.1586376 51.1037332)",,,
24502954,Bahnhofstraße,residential,30,,False,True,148.111,"LINESTRING (6.157444 51.1041303, 6.1573334 51.1041353, 6.1562163 51.1039844, 6.1555479 51.1038968, 6.1553656 51.1038772)",,,
"[24502955, 956027548]","['Hangstraße', 'Sibyllengäßchen']",residential,30,,False,True,250.264,"LINESTRING (6.157444 51.1041303, 6.1574055 51.1040855, 6.1570856 51.1036844, 6.1567846 51.1034166, 6.1566406 51.103223, 6.1565341 51.1030209, 6.1564749 51.1028978, 6.1564454 51.1026295, 6.1564276 51.1024928, 6.1562658 51.1024796, 6.1556932 51.1024693)",,,
8084738,Roermonder Straße,tertiary,50,destination,False,False,158.29399999999998,"LINESTRING (6.1556932 51.1024693, 6.1555662 51.1031382, 6.1555084 51.1033738, 6.155415 51.1036607, 6.1553656 51.1038772)",,,
8084738,Roermonder Straße,tertiary,50,destination,False,True,129.06400000000002,"LINESTRING (6.1556932 51.1024693, 6.1556884 51.1022234, 6.1556436 51.1019684, 6.1556388 51.1019463, 6.1556236 51.1018723, 6.155579 51.1016629, 6.1555705 51.1016194, 6.1555395 51.1013138)",,,
"[24502955, 956027548]","['Hangstraße', 'Sibyllengäßchen']",residential,30,,False,False,250.26399999999998,"LINESTRING (6.1556932 51.1024693, 6.1562658 51.1024796, 6.1564276 51.1024928, 6.1564454 51.1026295, 6.1564749 51.1028978, 6.1565341 51.1030209, 6.1566406 51.103223, 6.1567846 51.1034166, 6.1570856 51.1036844, 6.1574055 51.1040855, 6.157444 51.1041303)",,,
32387688,Am Marienbruch,residential,30,,False,False,175.93999999999997,"LINESTRING (6.1619059 51.0987337, 6.160181 51.098205, 6.1600383 51.0981781, 6.1598801 51.0981625, 6.1597473 51.0981663, 6.1595943 51.0981914)",,,
48271439,Amselweg,residential,,,False,True,91.61000000000001,"LINESTRING (6.1622173 51.1029491, 6.1625359 51.1035521, 6.1625691 51.1037395)",,,
24477718,Loher Weg,residential,,,False,False,111.887,"LINESTRING (6.1625691 51.1037395, 6.1624525 51.1037449, 6.1623228 51.1037566, 6.1618735 51.1037697, 6.16169 51.1037641, 6.1612511 51.1037245, 6.1609787 51.1036908)",,,
48271439,Amselweg,residential,,,False,False,91.61000000000001,"LINESTRING (6.1625691 51.1037395, 6.1625359 51.1035521, 6.1622173 51.1029491)",,,
24519856,Staufenstraße,living_street,,,False,True,64.18799999999999,"LINESTRING (6.1576756 51.0976825, 6.1575889 51.0978214, 6.1573136 51.098213)",,,
98449447,Am Bleichdamm,residential,,,False,True,45.507000000000005,"LINESTRING (6.1576756 51.0976825, 6.1572527 51.0976038, 6.1570438 51.097587)",,,
24283536,Forster Weg,residential,30,,False,False,66.708,"LINESTRING (6.1529327 51.0997422, 6.1525984 51.0997422, 6.1519774 51.0997377)",,,
1103796693,Forster Weg,residential,30,,True,False,61.214,"LINESTRING (6.1529327 51.0997422, 6.1534501 51.0997482, 6.1538092 51.0997523)",,,
98449447,Am Bleichdamm,residential,,,False,False,61.137,"LINESTRING (6.1551167 51.0977392, 6.1559918 51.0977562)",,,
8084734,Graf-Gerhard-Straße,tertiary,30,yes,False,False,46.058,"LINESTRING (6.1551167 51.0977392, 6.1550838 51.0978885, 6.1550957 51.0979743, 6.1551142 51.0980354, 6.1551366 51.0981497)",,,
8084734,Graf-Gerhard-Straße,tertiary,30,yes,False,True,156.32999999999998,"LINESTRING (6.1551167 51.0977392, 6.1551717 51.0975694, 6.1552063 51.0974101, 6.1552844 51.0969887, 6.1553367 51.0967808, 6.1554456 51.0964938, 6.1554573 51.0963519)",,,
1038693986,Johanniterweg,residential,30,,False,True,62.086,"LINESTRING (6.1530437 51.0987501, 6.1529895 51.0986849, 6.1529378 51.098605, 6.1530335 51.098211)",,,
98449447,Am Bleichdamm,residential,,,False,True,61.137,"LINESTRING (6.1559918 51.0977562, 6.1551167 51.0977392)",,,
98449447,Am Bleichdamm,residential,,,False,False,76.196,"LINESTRING (6.1559918 51.0977562, 6.1564397 51.0977018, 6.1567703 51.0976263, 6.1569327 51.0976152, 6.1570438 51.097587)",,,
757507280,Rurtalstraße,tertiary,50,,False,False,6.971,"LINESTRING (6.1552909 51.1039174, 6.155335 51.1039007, 6.1553656 51.1038772)",,,
135833681,Roßtorplatz,living_street,,,False,False,43.521,"LINESTRING (6.1550478 51.0998393, 6.1551184 51.099822, 6.1555866 51.0998365, 6.1556653 51.099836)",,,
"[24386126, 135833681, 208471092, 31128373, 208471093]","['Am Roßtor', 'Roßtorplatz']","['living_street', 'residential']",,,False,True,84.27399999999999,"LINESTRING (6.1550478 51.0998393, 6.1543824 51.0997437, 6.1543262 51.0997381, 6.1543207 51.0997376, 6.1542193 51.0997302, 6.1541472 51.0997254, 6.1540484 51.0997146, 6.1538643 51.0996941)",building_passage,,
