osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,access,bridge,width
"[26514483, 1186587387]",3,,Obertorstraße,residential,30,False,False,56.316,"LINESTRING (10.9768082 49.0303639, 10.9766435 49.0303918, 10.9760604 49.0304908)",,,,
30988875,,,Nördliche Ringstraße,tertiary,,True,False,29.416,"LINESTRING (10.9722318 49.0329049, 10.9721636 49.0329164, 10.9719194 49.0330649)",,,,
31260870,,,Nördliche Ringstraße,tertiary,,True,False,40.811,"LINESTRING (10.9722318 49.0329049, 10.9721619 49.0329862, 10.9721036 49.0330629, 10.9719851 49.0332341)",,,,
"[34311137, 545708723]",,,Paradeisgasse,residential,,False,False,89.57600000000001,"LINESTRING (10.9724468 49.0312641, 10.9724715 49.0313295, 10.9724852 49.0315305, 10.9724198 49.0316793, 10.9723466 49.0317266, 10.9721868 49.031749, 10.9722237 49.0319552)",,,,
282981602,,,Jahnstraße,residential,,False,True,239.067,"LINESTRING (10.9737479 49.0347157, 10.9747827 49.0345177, 10.9748978 49.0343094, 10.975391 49.0342317, 10.976713 49.0340332)",,,,
16778185,2,,,tertiary_link,50,False,False,29.962,"LINESTRING (10.9694039 49.0267285, 10.9697948 49.0268116)",,,,
997789326,2,,Augsburger Straße,tertiary,50,False,True,90.95200000000001,"LINESTRING (10.9694039 49.0267285, 10.9695023 49.0268945, 10.9696392 49.0271603, 10.9696562 49.0273622, 10.9695674 49.0275081)",,,,
16778185,2,,,tertiary_link,50,False,True,29.962,"LINESTRING (10.9697948 49.0268116, 10.9694039 49.0267285)",,,,
"[972757769, 997789327]",3,,Holzgasse,tertiary,50,False,"[False, True]",75.349,"LINESTRING (10.9697948 49.0268116, 10.9697906 49.027167, 10.969894 49.027482)",,,,
28234859,,,Westliche Ringstraße,residential,,True,False,158.351,"LINESTRING (10.9678438 49.0288973, 10.9679108 49.0292309, 10.9679413 49.0293794, 10.9679993 49.0296625, 10.9680936 49.0299984, 10.9681962 49.0303016)",,,,
545708719,4,,Bahnhofstraße,residential,30,False,False,16.869999999999997,"LINESTRING (10.9678438 49.0288973, 10.9678127 49.0289013, 10.9676142 49.0289156)",,,,
"[27116484, 545708719]","['4', '2']",,Bahnhofstraße,residential,30,False,True,39.903000000000006,"LINESTRING (10.9678438 49.0288973, 10.9678771 49.028893, 10.9681427 49.0288591, 10.9683719 49.0288066)",,,,
23492261,,WUG 37,Jahnstraße,tertiary,,False,False,99.94,"LINESTRING (10.9757932 49.0318243, 10.9758436 49.031969, 10.9759602 49.0323036, 10.9760701 49.0327043)",,,,
23492261,,WUG 37,Jahnstraße,tertiary,,False,True,26.862000000000002,"LINESTRING (10.9757932 49.0318243, 10.9757329 49.0316728, 10.9756702 49.0315984)",,,,
