osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,access,bridge,width
997789326,2,,Augsburger Straße,tertiary,50,False,False,90.952,"LINESTRING (10.9695674 49.0275081, 10.9696562 49.0273622, 10.9696392 49.0271603, 10.9695023 49.0268945, 10.9694039 49.0267285)",,,,
"[27115000, 997789329, 545708716, 34391023]","['2', '3']",,"['Am Kirchhof', 'Südliche Ringstraße']",tertiary,50,False,True,234.55100000000002,"LINESTRING (10.9695674 49.0275081, 10.9694095 49.027569, 10.9687425 49.0277741, 10.9682614 49.0279207, 10.9680218 49.0280125, 10.9678501 49.0281194, 10.9677385 49.0282714, 10.967729 49.0283992, 10.967675 49.0287666, 10.967668 49.0288137, 10.9676479 49.0288626, 10.9676142 49.0289156)",,,,
190018129,,,Kohlstraße,residential,,False,False,174.64000000000001,"LINESTRING (10.9658144 49.031103, 10.9664122 49.03184, 10.9667522 49.0322807, 10.9669312 49.0324923)",,,,
190018129,,,Kohlstraße,residential,,False,True,36.376,"LINESTRING (10.9658144 49.031103, 10.9657004 49.0309679, 10.9655932 49.0308101)",,,,
26159361,,,Schwärzgasse,residential,,False,False,78.357,"LINESTRING (10.9718438 49.0345062, 10.9712693 49.0344893, 10.9711768 49.0344866, 10.971082 49.0344842, 10.9707698 49.0344785)",,,,
517696107,,,Nürnberger Straße,tertiary,,False,False,129.583,"LINESTRING (10.9718438 49.0345062, 10.9718746 49.0342981, 10.9718907 49.0341924, 10.971901 49.0341198, 10.9719189 49.0339795, 10.9719483 49.0337496, 10.9719533 49.0337098, 10.971971 49.0335509, 10.9719789 49.0334857, 10.9719967 49.0333452)",,,,
190018129,,,Kohlstraße,residential,,False,True,174.64,"LINESTRING (10.9669312 49.0324923, 10.9667522 49.0322807, 10.9664122 49.03184, 10.9658144 49.031103)",,,,
1192631749,,,Lehenwiesenweg,residential,,False,False,206.574,"LINESTRING (10.9669312 49.0324923, 10.9666205 49.0326207, 10.9663463 49.0327808, 10.9661619 49.0329342, 10.9659433 49.0331405, 10.9654884 49.0335763, 10.9652815 49.0337611, 10.9651306 49.0339023)",,,,
"[1192631749, 26159478, 26159525]",2,,Lehenwiesenweg,residential,,False,True,83.17099999999999,"LINESTRING (10.9669312 49.0324923, 10.9670406 49.0324595, 10.9673823 49.0323743, 10.9675773 49.0323301, 10.9679717 49.0321899)",yes,,,
"[1192631749, 26159525, 26159478]",2,,Lehenwiesenweg,residential,,False,False,83.171,"LINESTRING (10.9679717 49.0321899, 10.9675773 49.0323301, 10.9673823 49.0323743, 10.9670406 49.0324595, 10.9669312 49.0324923)",yes,,,
"[143748070, 1186581912, 1186581913, 1186581914, 1186581915, 1186581916]","['2', '3']",WUG 1,Bismarckanlage,tertiary,50,False,True,191.164,"LINESTRING (10.9679717 49.0321899, 10.9678693 49.0320829, 10.9676967 49.0318525, 10.9675472 49.0316171, 10.9674846 49.0315234, 10.9673812 49.0313687, 10.9671817 49.0310654, 10.9671376 49.0310003, 10.9669754 49.0307586, 10.9668845 49.0306271)",,,,
"[1186581920, 1186581917, 1186581918, 1186581919]","['2', '3']",WUG 1,Schulhausstraße,tertiary,50,False,True,143.803,"LINESTRING (10.9679717 49.0321899, 10.9681985 49.0322918, 10.9683939 49.0323314, 10.9686108 49.0323508, 10.9690638 49.0323672, 10.9693799 49.0323771, 10.9696266 49.032388, 10.9698763 49.0324272)",,,,
"[140494248, 26514472, 28273781, 1044495446, 1044495448, 1044495449]",,,An der Hagenau,residential,50,False,True,275.355,"LINESTRING (10.9768801 49.0269371, 10.9765258 49.0269382, 10.9763791 49.0269405, 10.9762481 49.0269367, 10.9761401 49.0269273, 10.9760571 49.0269155, 10.9759819 49.0268961, 10.9758354 49.0268442, 10.9757148 49.0267768, 10.9755935 49.0266907, 10.9755112 49.0266322, 10.9754385 49.026586, 10.9753554 49.0265438, 10.9752534 49.0265105, 10.9751389 49.0264811, 10.9750281 49.0264602, 10.9748784 49.0264428, 10.9748331 49.0264398, 10.974442 49.0264164, 10.9741712 49.0264159, 10.9740255 49.0264365, 10.9737731 49.0265013, 10.9735013 49.0265886, 10.9734279 49.0266352)",,,,
27597590,,,Obere Stadtmühlgasse,residential,30,False,False,31.651000000000003,"LINESTRING (10.9735808 49.0277496, 10.9737134 49.0279296, 10.9737569 49.0280094)",,,,
"[1187607066, 1187607062]",,,Obere Stadtmühlgasse,residential,30,False,True,36.111,"LINESTRING (10.9735808 49.0277496, 10.9735571 49.0276703, 10.9735572 49.0275539, 10.9735208 49.0274286)",,,,
27572958,,,Judengasse,residential,30,False,False,29.429,"LINESTRING (10.9750871 49.0296895, 10.9746982 49.0297604)",,,,
1186810428,,,Bachgasse,residential,30,False,True,19.757,"LINESTRING (10.9750871 49.0296895, 10.9753561 49.029668)",,,,
26514474,,,Äußere Türkengasse,residential,30,True,False,100.554,"LINESTRING (10.9714949 49.0283082, 10.9721074 49.028112, 10.9726472 49.0279384, 10.9727336 49.0279106)",,,,
27572959,,,,residential,30,False,True,65.129,"LINESTRING (10.9714949 49.0283082, 10.9714047 49.0280444, 10.9713651 49.0279108, 10.9713262 49.027877, 10.9712823 49.0278617, 10.9711918 49.0278584, 10.9711555 49.0278522, 10.9711421 49.0278339)",,destination,,
26514477,,,Friedrich-Ebert-Straße,residential,30,True,False,54.816,"LINESTRING (10.9701675 49.0286707, 10.9701285 49.0288035, 10.9701371 49.0288427, 10.9702626 49.02915)",,,,
27116484,2,,Bahnhofstraße,residential,30,False,False,132.822,"LINESTRING (10.9701675 49.0286707, 10.9700938 49.0286573, 10.9700053 49.0286448, 10.9695286 49.0286638, 10.9694765 49.0286701, 10.9690658 49.0287194, 10.9684764 49.0287901, 10.9683719 49.0288066)",,,,
218905706,,,Saumarkt,residential,30,False,True,68.621,"LINESTRING (10.9701675 49.0286707, 10.9702458 49.0286819, 10.9703289 49.0286821, 10.9707142 49.0286298, 10.9710829 49.0285583)",,,,
997789331,,,Frauentorstraße,residential,30,False,True,79.878,"LINESTRING (10.9701675 49.0286707, 10.9701724 49.0285702, 10.9701405 49.0282085, 10.970085 49.0279556)",,,,
26514474,,,Äußere Türkengasse,residential,30,True,False,41.394,"LINESTRING (10.9710829 49.0285583, 10.9711914 49.028457, 10.9714949 49.0283082)",,,,
218905706,,,Saumarkt,residential,30,False,False,68.621,"LINESTRING (10.9710829 49.0285583, 10.9707142 49.0286298, 10.9703289 49.0286821, 10.9702458 49.0286819, 10.9701675 49.0286707)",,,,
"[282936906, 282936907, 26514477]",,,Friedrich-Ebert-Straße,residential,"['20', '30']",True,False,38.953,"LINESTRING (10.9705669 49.0296384, 10.9706686 49.0297316, 10.9707685 49.0298133, 10.9708808 49.0298952, 10.9709021 49.0299107)",building_passage,,,
27163880,,,Untere Stadtmühlgasse,residential,30,True,False,141.04599999999996,"LINESTRING (10.9705669 49.0296384, 10.9701877 49.0298879, 10.9698262 49.030203, 10.9696088 49.0306217, 10.9695697 49.0306971)",,,,
26514480,,,Auf der Wied,residential,30,True,False,32.306,"LINESTRING (10.9722071 49.030131, 10.9721716 49.0298414)",,,,
26514481,,,Rosenbühl,residential,30,True,False,52.195,"LINESTRING (10.9732309 49.0299644, 10.9728784 49.0297468, 10.9726489 49.0297256)",,,,
27085120,,,Judengasse,residential,30,True,False,77.58500000000001,"LINESTRING (10.9732309 49.0299644, 10.9730931 49.0300156, 10.972566 49.0301061, 10.9722071 49.030131)",,,,
1103152961,,,Rosenbühl,residential,30,False,True,37.104,"LINESTRING (10.9721716 49.0298414, 10.9726489 49.0297256)",,,,
26514480,,,Auf der Wied,residential,30,True,False,36.412,"LINESTRING (10.9721716 49.0298414, 10.9721098 49.0296862, 10.9720391 49.0295257)",,,,
706777983,,,Obertorstraße,residential,20,False,True,82.503,"LINESTRING (10.9747811 49.0307696, 10.9758559 49.0305374)",,,,
27717072,,,Luitpoldstraße,residential,20,False,False,29.188000000000002,"LINESTRING (10.9747811 49.0307696, 10.974636 49.0307949, 10.9745343 49.0307946, 10.9743896 49.0307727)",,,,
27058313,,,Luitpoldstraße,residential,20,False,True,137.263,"LINESTRING (10.9725335 49.0309513, 10.9728917 49.0309291, 10.973094 49.0309083, 10.9734052 49.0308667, 10.9738939 49.0307886, 10.9739671 49.0307779, 10.9743896 49.0307727)",,,,
27058307,,,An der Schranne,residential,,True,False,60.517,"LINESTRING (10.9743455 49.0297816, 10.9745042 49.0303158)",,,,
27572958,,,Judengasse,residential,30,False,False,4.667,"LINESTRING (10.9743455 49.0297816, 10.9742819 49.0297864)",,,,
27572958,,,Judengasse,residential,30,False,True,25.822,"LINESTRING (10.9743455 49.0297816, 10.9746982 49.0297604)",,,,
9547402,,,Südliche Ringstraße,residential,50,False,False,80.63900000000001,"LINESTRING (10.9723589 49.0271972, 10.9731604 49.0271289, 10.9734574 49.0271149)",,,,
"[997789328, 9547402]",3,,Südliche Ringstraße,residential,50,False,"[False, True]",183.3,"LINESTRING (10.9723589 49.0271972, 10.9713315 49.0273604, 10.97103 49.0274148, 10.9707785 49.0274433, 10.9703928 49.0274819, 10.9700363 49.0274808, 10.969894 49.027482)",,,,
26805934,,,An der Hagenau,residential,50,False,True,87.881,"LINESTRING (10.9730036 49.0260812, 10.9733278 49.0260805, 10.9733341 49.0265217, 10.9733549 49.0265934, 10.9734279 49.0266352)",,,,
1186989177,,,Obertorstraße,residential,30,False,False,9.356,"LINESTRING (10.9760604 49.0304908, 10.9759387 49.0305175)",,,,
26805939,,,Seeweihermauer,residential,30,False,False,98.795,"LINESTRING (10.9760604 49.0304908, 10.9759854 49.0302608, 10.9760211 49.0302183, 10.9759277 49.0299264, 10.9758435 49.0296249)",,,,
"[26514483, 1186587387]",3,,Obertorstraße,residential,30,False,True,56.316,"LINESTRING (10.9760604 49.0304908, 10.9766435 49.0303918, 10.9768082 49.0303639)",,,,
27176803,,,Schießgrabenmauer,residential,30,False,True,179.95,"LINESTRING (10.9735208 49.0274286, 10.9726976 49.0275005, 10.9724466 49.027547, 10.9722658 49.0275805, 10.9715917 49.0277457, 10.9711421 49.0278339)",,,,
"[140494389, 140494390]",,,Obere Stadtmühlgasse,residential,,False,True,35.188,"LINESTRING (10.9735208 49.0274286, 10.97348 49.027235, 10.9734574 49.0271149)",,,,
240274170,,,Seeweihermauer,residential,30,False,True,247.07199999999997,"LINESTRING (10.9735208 49.0274286, 10.9739004 49.0274763, 10.9741985 49.0275183, 10.9743358 49.0275376, 10.9746298 49.027585, 10.9748988 49.0276543, 10.9750834 49.0277437, 10.9752563 49.0278325, 10.975387 49.0279195, 10.9754682 49.0280235, 10.9754911 49.0281406, 10.9755792 49.0284227, 10.9755783 49.0285841, 10.9756041 49.028771)",,,,
"[1187607066, 1187607062]",,,Obere Stadtmühlgasse,residential,30,False,False,36.111,"LINESTRING (10.9735208 49.0274286, 10.9735572 49.0275539, 10.9735571 49.0276703, 10.9735808 49.0277496)",,,,
706777983,,,Obertorstraße,residential,20,False,False,82.503,"LINESTRING (10.9758559 49.0305374, 10.9747811 49.0307696)",,,,
1186989177,,,Obertorstraße,residential,30,False,True,6.429,"LINESTRING (10.9758559 49.0305374, 10.9759387 49.0305175)",,,,
26805942,,,Bachgasse,residential,30,True,False,95.05199999999999,"LINESTRING (10.9758559 49.0305374, 10.9757301 49.0302545, 10.9755823 49.0299543, 10.9754727 49.0297204)",,,,
26805942,,,Bachgasse,residential,30,True,False,10.306,"LINESTRING (10.9754727 49.0297204, 10.9753561 49.029668)",,,,
27010806,,,Seeweihermauer,residential,,False,False,29.045,"LINESTRING (10.9754727 49.0297204, 10.9758435 49.0296249)",,destination,,
27010774,,,Huttergasse,residential,30,False,True,44.352,"LINESTRING (10.9741191 49.0293361, 10.9747094 49.0292397)",,,,
27941898,,,Huttergasse,residential,30,False,True,51.459,"LINESTRING (10.9741191 49.0293361, 10.9742819 49.0297864)",,,,
27010774,,,Huttergasse,residential,30,False,False,133.424,"LINESTRING (10.9741191 49.0293361, 10.9734361 49.0293474, 10.973244 49.0293614, 10.9727188 49.0294962, 10.9726084 49.029597, 10.9726489 49.0297256)",,,,
27597590,,,Obere Stadtmühlgasse,residential,30,False,False,11.003,"LINESTRING (10.9744151 49.0287051, 10.9744568 49.0288002)",,,,
27597590,,,Obere Stadtmühlgasse,residential,30,False,True,93.78399999999999,"LINESTRING (10.9744151 49.0287051, 10.9743143 49.0284683, 10.9741322 49.0282401, 10.9739731 49.0281271, 10.9738412 49.0280728, 10.9737569 49.0280094)",,,,
1186810428,,,Bachgasse,residential,30,False,False,19.757,"LINESTRING (10.9753561 49.029668, 10.9750871 49.0296895)",,,,
27058313,,,Luitpoldstraße,residential,20,False,False,137.263,"LINESTRING (10.9743896 49.0307727, 10.9739671 49.0307779, 10.9738939 49.0307886, 10.9734052 49.0308667, 10.973094 49.0309083, 10.9728917 49.0309291, 10.9725335 49.0309513)",,,,
27717072,,,Luitpoldstraße,residential,20,False,True,29.188000000000002,"LINESTRING (10.9743896 49.0307727, 10.9745343 49.0307946, 10.974636 49.0307949, 10.9747811 49.0307696)",,,,
27010774,,,Huttergasse,residential,30,False,False,44.352,"LINESTRING (10.9747094 49.0292397, 10.9741191 49.0293361)",,,,
26514484,,,Bachgasse,residential,30,True,False,58.42000000000001,"LINESTRING (10.9747094 49.0292397, 10.9748087 49.029301, 10.9749472 49.0294135, 10.9749843 49.0294648, 10.9750329 49.0295662, 10.9750871 49.0296895)",,,,
27010841,,,An der Schranne,residential,,False,False,28.359,"LINESTRING (10.9745042 49.0303158, 10.9748635 49.0302181)",,,,
26514485,,,Luitpoldstraße,residential,,True,False,51.84,"LINESTRING (10.9745042 49.0303158, 10.9744011 49.0305603, 10.9743896 49.0307727)",,,,
240274170,,,Seeweihermauer,residential,30,False,False,247.07200000000003,"LINESTRING (10.9756041 49.028771, 10.9755783 49.0285841, 10.9755792 49.0284227, 10.9754911 49.0281406, 10.9754682 49.0280235, 10.975387 49.0279195, 10.9752563 49.0278325, 10.9750834 49.0277437, 10.9748988 49.0276543, 10.9746298 49.027585, 10.9743358 49.0275376, 10.9741985 49.0275183, 10.9739004 49.0274763, 10.9735208 49.0274286)",,,,
"[240274170, 26805939]",,,Seeweihermauer,residential,30,False,True,97.508,"LINESTRING (10.9756041 49.028771, 10.9756343 49.0289224, 10.9756608 49.0290569, 10.9756558 49.0292355, 10.9757261 49.0293526, 10.975815 49.0295127, 10.9758435 49.0296249)",,,,
240510001,,,Bortenmachergasse,residential,30,False,True,83.798,"LINESTRING (10.9756041 49.028771, 10.9752367 49.0287644, 10.9751416 49.0287688, 10.9744568 49.0288002)",,,,
"[27163865, 26514476]",,,"['Auf der Wied', 'Saumarkt']",residential,30,True,False,63.592999999999996,"LINESTRING (10.9719508 49.0292439, 10.9718007 49.0288438, 10.9717246 49.0286919)",,,,
27163866,,,Wildbadstraße,residential,30,True,False,189.399,"LINESTRING (10.9719508 49.0292439, 10.9726097 49.0291026, 10.9733357 49.0289482, 10.9734316 49.0289266, 10.9744151 49.0287051)",,,,
1103152961,,,Rosenbühl,residential,30,False,False,37.104,"LINESTRING (10.9726489 49.0297256, 10.9721716 49.0298414)",,,,
27010774,,,Huttergasse,residential,30,False,True,133.42399999999998,"LINESTRING (10.9726489 49.0297256, 10.9726084 49.029597, 10.9727188 49.0294962, 10.973244 49.0293614, 10.9734361 49.0293474, 10.9741191 49.0293361)",,,,
27597590,,,Obere Stadtmühlgasse,residential,30,False,True,11.003,"LINESTRING (10.9744568 49.0288002, 10.9744151 49.0287051)",,,,
26514484,,,Bachgasse,residential,30,True,False,52.284,"LINESTRING (10.9744568 49.0288002, 10.9745868 49.0290576, 10.9747094 49.0292397)",,,,
240510001,,,Bortenmachergasse,residential,30,False,False,83.798,"LINESTRING (10.9744568 49.0288002, 10.9751416 49.0287688, 10.9752367 49.0287644, 10.9756041 49.028771)",,,,
27010806,,,Seeweihermauer,residential,,False,True,29.045,"LINESTRING (10.9758435 49.0296249, 10.9754727 49.0297204)",,destination,,
"[240274170, 26805939]",,,Seeweihermauer,residential,30,False,False,97.50800000000001,"LINESTRING (10.9758435 49.0296249, 10.975815 49.0295127, 10.9757261 49.0293526, 10.9756558 49.0292355, 10.9756608 49.0290569, 10.9756343 49.0289224, 10.9756041 49.028771)",,,,
26805939,,,Seeweihermauer,residential,30,False,True,98.79499999999999,"LINESTRING (10.9758435 49.0296249, 10.9759277 49.0299264, 10.9760211 49.0302183, 10.9759854 49.0302608, 10.9760604 49.0304908)",,,,
1186989177,,,Obertorstraße,residential,30,False,False,6.429,"LINESTRING (10.9759387 49.0305175, 10.9758559 49.0305374)",,,,
1186989177,,,Obertorstraße,residential,30,False,True,9.356,"LINESTRING (10.9759387 49.0305175, 10.9760604 49.0304908)",,,,
27010859,,,Mohrenzwinger,residential,30,False,False,158.66899999999998,"LINESTRING (10.9759387 49.0305175, 10.9760525 49.0308352, 10.9760585 49.0308935, 10.9760234 49.030948, 10.9759437 49.0310091, 10.9748206 49.0315311)",,,,
27157624,,,Auf dem Schrecker,residential,30,False,False,50.588,"LINESTRING (10.9748206 49.0315311, 10.9742296 49.0317695)",,,,
27010859,,,Mohrenzwinger,residential,30,False,True,158.66899999999998,"LINESTRING (10.9748206 49.0315311, 10.9759437 49.0310091, 10.9760234 49.030948, 10.9760585 49.0308935, 10.9760525 49.0308352, 10.9759387 49.0305175)",,,,
27058314,,,Roßmühle,residential,30,True,False,91.80699999999999,"LINESTRING (10.9748206 49.0315311, 10.9747313 49.031329, 10.9748984 49.0312201, 10.9749077 49.031106, 10.9747811 49.0307696)",,,,
28049786,,,,residential,,False,True,26.519000000000002,"LINESTRING (10.9748206 49.0315311, 10.9750329 49.0316248, 10.9750969 49.0316817)",,,,
27010841,,,An der Schranne,residential,,False,True,25.364,"LINESTRING (10.9751913 49.0301417, 10.9748635 49.0302181)",,,,
27010841,,,An der Schranne,residential,,False,False,25.364,"LINESTRING (10.9748635 49.0302181, 10.9751913 49.0301417)",,,,
27010841,,,An der Schranne,residential,,False,True,28.359,"LINESTRING (10.9748635 49.0302181, 10.9745042 49.0303158)",,,,
27010842,,,An der Schranne,residential,,False,False,52.301,"LINESTRING (10.9748635 49.0302181, 10.9746982 49.0297604)",,destination,,
27010842,,,An der Schranne,residential,,False,True,52.301,"LINESTRING (10.9746982 49.0297604, 10.9748635 49.0302181)",,destination,,
27572958,,,Judengasse,residential,30,False,False,25.822,"LINESTRING (10.9746982 49.0297604, 10.9743455 49.0297816)",,,,
27572958,,,Judengasse,residential,30,False,True,29.429,"LINESTRING (10.9746982 49.0297604, 10.9750871 49.0296895)",,,,
27085121,,,Judengasse,residential,30,True,False,4.554,"LINESTRING (10.973293 49.02996, 10.9732309 49.0299644)",,,,
27010847,,,Bräugasse,residential,30,False,True,69.62,"LINESTRING (10.973293 49.02996, 10.9734553 49.0301701, 10.9736004 49.030328, 10.9737455 49.030511)",,,,
27572955,,,Pflastergasse,residential,30,False,False,21.613,"LINESTRING (10.9732858 49.0320751, 10.9731838 49.0318926)",,,,
27157624,,,Auf dem Schrecker,residential,30,False,False,49.643,"LINESTRING (10.9732858 49.0320751, 10.9729979 49.0321439, 10.9727441 49.032183, 10.9726916 49.0321706, 10.9726338 49.0321737)",,,,
27157624,,,Auf dem Schrecker,residential,30,False,True,76.789,"LINESTRING (10.9732858 49.0320751, 10.9739219 49.0318821, 10.9742296 49.0317695)",,,,
"[172434308, 27941900, 27941901, 27941902, 618082426, 618082427]",,,Ellinger Straße,residential,,True,False,55.257,"LINESTRING (10.9714659 49.0323846, 10.9714761 49.0324167, 10.9715024 49.0324907, 10.9715112 49.0325633, 10.9715153 49.0325966, 10.971542 49.0327768, 10.9715584 49.0328771)",building_passage,,yes,
618082425,,,Auf der Kapelle,residential,30,False,True,42.268,"LINESTRING (10.9714659 49.0323846, 10.9715869 49.0323633, 10.9717082 49.0323481, 10.9720327 49.0323053)",,,,
9547413,2,WUG 1,Nördliche Ringstraße,tertiary,50,False,False,60.071,"LINESTRING (10.9756702 49.0315984, 10.9759929 49.0314566, 10.9760641 49.0314203, 10.9762039 49.031349, 10.9763301 49.0312761)",,,,
23492261,,WUG 37,Jahnstraße,tertiary,,False,False,26.862000000000002,"LINESTRING (10.9756702 49.0315984, 10.9757329 49.0316728, 10.9757932 49.0318243)",,,,
531039529,,WUG 1,Nördliche Ringstraße,tertiary,50,False,True,38.942,"LINESTRING (10.9756702 49.0315984, 10.9753624 49.0317497, 10.9753224 49.0317688, 10.9752416 49.0318074)",,,,
23492261,,WUG 37,Jahnstraße,tertiary,,False,False,155.102,"LINESTRING (10.9760701 49.0327043, 10.9761019 49.0328058, 10.9762984 49.033221, 10.9763744 49.0333608, 10.976713 49.0340332)",,,,
23492261,,WUG 37,Jahnstraße,tertiary,,False,True,99.94000000000001,"LINESTRING (10.9760701 49.0327043, 10.9759602 49.0323036, 10.9758436 49.031969, 10.9757932 49.0318243)",,,,
26514476,,,Saumarkt,residential,30,True,False,30.973,"LINESTRING (10.9717246 49.0286919, 10.9713175 49.0286123)",,,,
140494388,,WUG 1,Gunzenhausener Straße,tertiary,50,False,True,28.981,"LINESTRING (10.9653915 49.0288347, 10.965782 49.0288834)",,,,
"[140494388, 27114998]",2,WUG 1,Gunzenhausener Straße,tertiary,50,False,False,137.442,"LINESTRING (10.9676142 49.0289156, 10.9672872 49.0289382, 10.9672207 49.0289439, 10.9664597 49.0290095, 10.9662661 49.0290143, 10.9661525 49.0289989, 10.966026 49.0289722, 10.965782 49.0288834)",,,,
"[545708710, 545708714, 140494385, 1178179708, 531072094, 531072095]","['2', '3']",WUG 1,"['Bahnhofstraße', 'Bismarckanlage']",tertiary,50,False,False,249.984,"LINESTRING (10.9676142 49.0289156, 10.9675011 49.0289962, 10.9673758 49.029062, 10.9673103 49.02909, 10.9670437 49.0291894, 10.9668507 49.0292534, 10.9666514 49.0293152, 10.9664474 49.0294024, 10.9663926 49.0294467, 10.9663347 49.0295083, 10.9663001 49.0295672, 10.966288 49.0297289, 10.9663732 49.0298966, 10.9664836 49.0300634, 10.9665653 49.0301787, 10.9668845 49.0306271)",,,,
"[27115000, 997789329, 545708716, 34391023]","['2', '3']",,"['Am Kirchhof', 'Südliche Ringstraße']",tertiary,50,False,False,234.551,"LINESTRING (10.9676142 49.0289156, 10.9676479 49.0288626, 10.967668 49.0288137, 10.967675 49.0287666, 10.967729 49.0283992, 10.9677385 49.0282714, 10.9678501 49.0281194, 10.9680218 49.0280125, 10.9682614 49.0279207, 10.9687425 49.0277741, 10.9694095 49.027569, 10.9695674 49.0275081)",,,,
545708719,4,,Bahnhofstraße,residential,30,False,True,16.869999999999997,"LINESTRING (10.9676142 49.0289156, 10.9678127 49.0289013, 10.9678438 49.0288973)",,,,
16778178,,WUG 1,Nördliche Ringstraße,tertiary,50,True,False,38.744,"LINESTRING (10.9715584 49.0328771, 10.9716669 49.0328764, 10.972089 49.0328588)",,,,
"[1186581921, 48161770]",3,WUG 1,Schulhausstraße,tertiary,50,False,False,139.907,"LINESTRING (10.9715584 49.0328771, 10.9714498 49.0328682, 10.9711777 49.032874, 10.970857 49.0328675, 10.9706946 49.0328449, 10.9704931 49.0327943, 10.9703463 49.0326996, 10.9701749 49.0325817, 10.9698763 49.0324272)",,,,
227619084,,,Schulhausstraße,tertiary,,False,True,25.901,"LINESTRING (10.9715584 49.0328771, 10.9716876 49.032912, 10.97177 49.0329448, 10.971854 49.0330002)",,,,
27716973,,,Schulhausstraße,tertiary,,False,False,12.383,"LINESTRING (10.9719967 49.0333452, 10.9719851 49.0332341)",,,,
27572938,,,Am Wäschgraben,residential,,False,True,183.774,"LINESTRING (10.9719967 49.0333452, 10.9729255 49.0334056, 10.9730149 49.0334094, 10.9730384 49.0334095, 10.9735099 49.0334201, 10.9744517 49.0331946)",,,,
517696107,,,Nürnberger Straße,tertiary,,False,True,129.583,"LINESTRING (10.9719967 49.0333452, 10.9719789 49.0334857, 10.971971 49.0335509, 10.9719533 49.0337098, 10.9719483 49.0337496, 10.9719189 49.0339795, 10.971901 49.0341198, 10.9718907 49.0341924, 10.9718746 49.0342981, 10.9718438 49.0345062)",,,,
227619083,,,Schulhausstraße,tertiary,,False,False,8.631,"LINESTRING (10.9719194 49.0330649, 10.971854 49.0330002)",,,,
227619082,,,Schulhausstraße,tertiary,,False,True,19.415,"LINESTRING (10.9719194 49.0330649, 10.9719332 49.0331004, 10.9719851 49.0332341)",,,,
140494388,,WUG 1,Gunzenhausener Straße,tertiary,50,False,False,28.981,"LINESTRING (10.965782 49.0288834, 10.9653915 49.0288347)",,,,
