osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,access,width,tunnel,junction,bridge
65422269,False,L 680;L 743,Theodor-Heuss-Ring,secondary,50,True,11.833,5,"LINESTRING (7.6962293 51.3765531, 7.6960646 51.3765256)",,,,,
1183333301,True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,12.363,2,"LINESTRING (7.6962293 51.3765531, 7.6964024 51.3765269)",,,,,
"[1172209732, 31451469]",True,L 680,Baarstraße,secondary,50,False,32.114,2,"LINESTRING (7.6962293 51.3765531, 7.6962373 51.3766847, 7.6961916 51.3768392)",,,,,
335229185,True,L 680,Konrad-Adenauer-Ring,secondary,50,False,47.223,2,"LINESTRING (7.7043521 51.3746879, 7.7044573 51.3745234, 7.7045113 51.3744066, 7.7045361 51.3743588, 7.704552 51.3742837)",,,,,
335229186,False,,Mendener Straße,residential,20,False,112.22,,"LINESTRING (7.7043521 51.3746879, 7.7042402 51.3746822, 7.7041841 51.3746502, 7.7038585 51.3744918, 7.7029869 51.3741663)",,3,,,
146610954,True,L 680,Friedrichstraße,secondary,50,False,9.578,1,"LINESTRING (7.7042675 51.3732473, 7.704394 51.3732129)",,,,,
31416041,True,,Konrad-Adenauer-Ring,tertiary,50,False,55.049,1,"LINESTRING (7.7042675 51.3732473, 7.7042527 51.3731821, 7.704235 51.3731049, 7.704224 51.3730594, 7.7042007 51.3729926, 7.7041348 51.3728675, 7.704105 51.372764)",,,,,
25029192,False,,Karnacksweg,residential,30,False,16.262,,"LINESTRING (7.704552 51.3742837, 7.7047768 51.3743249)",,,,,
"[766435344, 197951881]",True,L 680,Konrad-Adenauer-Ring,secondary,50,False,117.712,2,"LINESTRING (7.704552 51.3742837, 7.704559 51.3742391, 7.7045652 51.3741958, 7.7045644 51.3740877, 7.7045374 51.3739402, 7.704498 51.3738332, 7.7044482 51.3736995, 7.7043473 51.3734963, 7.7042998 51.3733365, 7.7042675 51.3732473)",,,,,
31451548,True,,Oststraße,residential,,False,90.3,,"LINESTRING (7.7059938 51.3728301, 7.706044 51.3728932, 7.7061406 51.3730453, 7.706482 51.3735826)",,,,,
146610711,False,K 18,An der Langen Hecke,tertiary,,False,34.29,2,"LINESTRING (7.7059938 51.3728301, 7.7059463 51.3727542, 7.7058414 51.3725854, 7.7058086 51.3725444)",,,,,
197951883,False,L 680,Friedrichstraße,secondary,50,False,118.92699999999999,2,"LINESTRING (7.7059938 51.3728301, 7.7058741 51.3728589, 7.7056145 51.3729221, 7.7054801 51.3729548, 7.704492 51.3731896, 7.704394 51.3732129)",,,,,
146610735,False,K 18,Hohler Weg,tertiary,30,True,45.682,2,"LINESTRING (7.704105 51.372764, 7.7034813 51.3728951)",,,,,
"[1211524161, 32039754]",False,K 18,Hohler Weg,tertiary,"['50', '30']",True,122.173,2,"LINESTRING (7.704105 51.372764, 7.7043198 51.3727257, 7.7045821 51.3726796, 7.7047428 51.3726513, 7.7050202 51.3726079, 7.7052202 51.3725825, 7.7056356 51.3725251, 7.7057384 51.3725221, 7.7058086 51.3725444)",,,,,
"[766194985, 31451341]",True,,Konrad-Adenauer-Ring,tertiary,50,False,55.13400000000001,2,"LINESTRING (7.704105 51.372764, 7.7042365 51.3728468, 7.7043705 51.3731413, 7.704394 51.3732129)",,,,,
767908107,True,,Peterstraße,residential,30,False,9.818,,"LINESTRING (7.7006899 51.3730593, 7.7007757 51.3729891)",,,,,
1075784346,False,K 18,Hohler Weg,tertiary,30,False,13.211,2,"LINESTRING (7.7006899 51.3730593, 7.7008769 51.3730814)",,,,,
1081240791,True,K 18,Hohler Weg,tertiary,30,False,27.636000000000003,,"LINESTRING (7.7006899 51.3730593, 7.700561 51.3730768, 7.7004436 51.3730683, 7.7003707 51.3730555, 7.7003084 51.3730326)",,,,,
46975036,False,L 648,Obere Mühle,secondary,30,True,67.602,2,"LINESTRING (7.6981541 51.3716529, 7.6985981 51.3711118)",,,,,
"[999717446, 999717447]",True,L 648,Obere Mühle,secondary,30,False,38.533,1,"LINESTRING (7.6981541 51.3716529, 7.6980914 51.3717578, 7.6980199 51.3718548, 7.6979742 51.3719308, 7.6979643 51.371977)",,,,,
1033651487,False,,Lünkerhohl,residential,30,True,9.308,,"LINESTRING (7.6994271 51.3703935, 7.6993241 51.3703399)",,,,,
835007094,True,L 648,Obere Mühle,secondary,30,False,99.51499999999999,1,"LINESTRING (7.6994271 51.3703935, 7.6993466 51.3704531, 7.6992182 51.3705607, 7.6992021 51.3705734, 7.6991859 51.3705862, 7.6990459 51.3707103, 7.6988815 51.3708655, 7.6987319 51.371034, 7.6986748 51.3710918, 7.6985981 51.3711118)",,,,,
31722851,False,,Brüderstraße,residential,30,False,103.296,,"LINESTRING (7.7005376 51.3723089, 7.7014806 51.3721459, 7.7019733 51.3720646)",,,,,
1081240788,False,,Peterstraße,residential,30,False,102.82400000000001,,"LINESTRING (7.7005376 51.3723089, 7.7004419 51.3721153, 7.7003035 51.3718403, 7.7000748 51.3714306)",,,,,
"[1081240788, 31722837]",False,,Peterstraße,residential,30,True,78.661,,"LINESTRING (7.7005376 51.3723089, 7.7005966 51.3724223, 7.7007884 51.3727909, 7.7008051 51.3729031, 7.7007757 51.3729891)",,,,,
31722851,False,,Brüderstraße,residential,30,False,78.542,,"LINESTRING (7.7019733 51.3720646, 7.7030716 51.3718948)",,,,,
24864751,False,,Karlstraße,residential,30,False,113.083,,"LINESTRING (7.7019733 51.3720646, 7.7015679 51.3717248, 7.7011391 51.3713315, 7.7010758 51.3712208)",,,,,
24864751,False,,Karlstraße,residential,30,True,116.117,,"LINESTRING (7.7019733 51.3720646, 7.7023019 51.3726602, 7.7023432 51.3727593, 7.7024872 51.373058)",,,,,
31722851,False,,Brüderstraße,residential,30,True,103.296,,"LINESTRING (7.7019733 51.3720646, 7.7014806 51.3721459, 7.7005376 51.3723089)",,,,,
31722851,False,,Brüderstraße,residential,30,True,78.542,,"LINESTRING (7.7030716 51.3718948, 7.7019733 51.3720646)",,,,,
31722859,True,,Aloysiusstraße,residential,30,False,115.106,,"LINESTRING (7.7030716 51.3718948, 7.7031153 51.3719376, 7.7031378 51.3720055, 7.7032796 51.3723692, 7.7034813 51.3728951)",,,,,
1081240782,False,K 18,Hohler Weg,tertiary,30,True,9.034,2,"LINESTRING (7.7024872 51.373058, 7.7023575 51.3730647)",,,,,
24864751,False,,Karlstraße,residential,30,False,116.117,,"LINESTRING (7.7024872 51.373058, 7.7023432 51.3727593, 7.7023019 51.3726602, 7.7019733 51.3720646)",,,,,
146610735,False,K 18,Hohler Weg,tertiary,30,False,71.405,2,"LINESTRING (7.7024872 51.373058, 7.7028135 51.3730168, 7.7031182 51.3729652, 7.7034813 51.3728951)",,,,,
31723044,False,,Wiemer,residential,,False,6.736,,"LINESTRING (7.6967114 51.3724224, 7.6966665 51.3723687)",,,,,
186841897,True,L 648,Altstadt,secondary,50,False,44.605999999999995,1,"LINESTRING (7.6967114 51.3724224, 7.696348 51.3725252, 7.6961216 51.3725814)",,,,,
"[270891720, 299507596]",False,L 648,Altstadt,secondary,30,False,117.868,2,"LINESTRING (7.695521 51.3727751, 7.6953581 51.3727759, 7.6951083 51.372778, 7.6949691 51.372781, 7.6947474 51.372789, 7.6942111 51.3728028, 7.6941607 51.3728042, 7.6940892 51.3728048, 7.6940435 51.3728052, 7.6940108 51.3728015, 7.6939827 51.3727952, 7.6939531 51.3727852, 7.6939243 51.3727721, 7.6939052 51.3727606, 7.6938648 51.3727324)",,,,,
"[1178210050, 1178209991, 301276757, 301276758, 28133022]",False,,Inselstraße,residential,,True,187.977,,"LINESTRING (7.695521 51.3727751, 7.6955236 51.3728313, 7.6955253 51.3728671, 7.6955376 51.3729435, 7.6955487 51.3730127, 7.6955029 51.3730903, 7.6953157 51.3732066, 7.6951836 51.3732692, 7.6948942 51.3734075, 7.6947362 51.3735751, 7.6946703 51.3736775, 7.6945242 51.3738056, 7.6943585 51.3739776, 7.6941424 51.3741395)",,,yes,,
739017530,False,L 648,Altstadt,secondary,30,False,47.292,2,"LINESTRING (7.695521 51.3727751, 7.6955849 51.3727695, 7.6956379 51.372757, 7.6957215 51.3727308, 7.6959401 51.3726558, 7.6961216 51.3725814)",,,,,
31474873,False,,Piepenstockstraße,residential,,True,78.631,,"LINESTRING (7.7046489 51.3785123, 7.7052072 51.3783918, 7.7057211 51.3782839)",,,,,
31476793,False,,Hindenburgstraße,residential,,True,148.50799999999998,,"LINESTRING (7.7046489 51.3785123, 7.7045421 51.378393, 7.7037891 51.3775565, 7.7036073 51.3773457)",,,,,
197951882,False,,Piepenstockstraße,residential,30,False,140.002,,"LINESTRING (7.7046489 51.3785123, 7.7042956 51.3785896, 7.7041427 51.3786085, 7.7041096 51.3786091, 7.7026577 51.3785625)",,,,,
31474828,True,,Viktoriastraße,residential,30,False,61.163,,"LINESTRING (7.7036073 51.3773457, 7.702727 51.3773709)",,,,,
26052547,False,,Elisabethstraße,residential,30,True,129.413,,"LINESTRING (7.7036073 51.3773457, 7.7050689 51.3773008, 7.7054693 51.3772852)",,,,,
31476793,False,,Hindenburgstraße,residential,,False,148.50799999999998,,"LINESTRING (7.7036073 51.3773457, 7.7037891 51.3775565, 7.7045421 51.378393, 7.7046489 51.3785123)",,,,,
31474873,False,,Piepenstockstraße,residential,,False,71.403,,"LINESTRING (7.7067442 51.3782165, 7.7057211 51.3782839)",,,,,
31474956,False,,Hövelstraße,residential,,False,106.807,,"LINESTRING (7.7067442 51.3782165, 7.7064974 51.3772684)",,,,,
26052547,False,,Elisabethstraße,residential,30,False,71.382,,"LINESTRING (7.7064974 51.3772684, 7.7054693 51.3772852)",,,,,
31474956,False,,Hövelstraße,residential,,True,106.807,,"LINESTRING (7.7064974 51.3772684, 7.7067442 51.3782165)",,,,,
31474956,False,,Hövelstraße,residential,,False,114.28099999999999,,"LINESTRING (7.7064974 51.3772684, 7.7062661 51.376417, 7.7063501 51.3762614)",,,,,
31452228,False,,Bergwerkstraße,residential,,True,76.604,,"LINESTRING (7.7063501 51.3762614, 7.7052789 51.3764273)",,,,,
31452228,False,,Bergwerkstraße,residential,,False,73.037,,"LINESTRING (7.7063501 51.3762614, 7.7066986 51.3760374, 7.7070188 51.3757567)",,,,,
31474939,False,,Schleddenhofer Weg,residential,,False,86.22999999999999,,"LINESTRING (7.7063501 51.3762614, 7.7061938 51.3761369, 7.7054937 51.3757009)",,,,,
31474956,False,,Hövelstraße,residential,,True,114.28099999999999,,"LINESTRING (7.7063501 51.3762614, 7.7062661 51.376417, 7.7064974 51.3772684)",,,,,
171606847,True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,8.159,3,"LINESTRING (7.7028238 51.3759062, 7.7027069 51.3758985)",,,,,
"[1172313568, 171606866]",True,,Sofienstraße,residential,30,False,22.564,,"LINESTRING (7.7028238 51.3759062, 7.7028471 51.3759359, 7.7028726 51.3759711, 7.7029598 51.3760905)",,,,,
134445506,False,L 743,Mendener Straße,secondary,50,False,64.356,,"LINESTRING (7.7070188 51.3757567, 7.7062347 51.3754478)",,,,,
31452228,False,,Bergwerkstraße,residential,,True,73.037,,"LINESTRING (7.7070188 51.3757567, 7.7066986 51.3760374, 7.7063501 51.3762614)",,,,,
146610735,False,K 18,Hohler Weg,tertiary,30,False,45.682,2,"LINESTRING (7.7034813 51.3728951, 7.704105 51.372764)",,,,,
146610735,False,K 18,Hohler Weg,tertiary,30,True,71.405,2,"LINESTRING (7.7034813 51.3728951, 7.7031182 51.3729652, 7.7028135 51.3730168, 7.7024872 51.373058)",,,,,
28158980,False,,Nußstraße,living_street,,False,51.946,,"LINESTRING (7.6995417 51.3746857, 7.6994895 51.3746971, 7.6994552 51.3747245, 7.6994507 51.3747605, 7.6994786 51.3748579, 7.6995518 51.3750689, 7.699554 51.3751158)",,,,,
28158980,False,,Nußstraße,living_street,,True,8.455,,"LINESTRING (7.6995417 51.3746857, 7.6995834 51.3746895, 7.6996547 51.3747117)",,,,,
"[31456008, 31456051]",False,,"['Wasserstraße', 'Am Dicken Turm']",living_street,,False,88.82600000000001,,"LINESTRING (7.6995417 51.3746857, 7.6995803 51.3746565, 7.700336 51.3743965, 7.7004171 51.3745108, 7.7004696 51.3745802, 7.7004837 51.3745988)",,,,,
31418123,False,,Lange Straße,residential,30,True,132.587,,"LINESTRING (7.702727 51.3773709, 7.7026577 51.3785625)",,,,,
31475061,True,,Lange Straße,residential,30,False,68.488,1,"LINESTRING (7.702727 51.3773709, 7.7026791 51.3767557)",,,,,
314686047,True,,Lange Straße,residential,30,False,11.361,,"LINESTRING (7.7027069 51.3758985, 7.7027364 51.375798)",,,,,
741970992,True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,18.856,3,"LINESTRING (7.7027069 51.3758985, 7.7024379 51.3759222)",,,,,
27263981,False,,Stefanstraße,residential,30,True,134.107,,"LINESTRING (7.6928221 51.3783919, 7.6933326 51.3782656, 7.6936698 51.378167, 7.6941704 51.3780306, 7.6945088 51.3779416, 7.6945964 51.3779152)",,,,,
24821471,True,,Bahnhofsplatz,secondary,50,False,11.835,1,"LINESTRING (7.6932194 51.372582, 7.6931917 51.372578, 7.6931653 51.3725714, 7.693141 51.3725623, 7.6931192 51.3725509, 7.6931005 51.3725375, 7.6930854 51.3725225)",,,,roundabout,
220882591,False,,Bethanienallee,residential,30,False,52.954,,"LINESTRING (7.6935075 51.3722392, 7.6935162 51.3722048, 7.6935162 51.3721747, 7.6935099 51.372142, 7.6934935 51.3720697, 7.6934694 51.3719577, 7.6934334 51.3718112, 7.6934108 51.3717694)",,,,,
"[552233307, 552233302]",True,,Bethanienallee,residential,30,False,22.348,1,"LINESTRING (7.6935075 51.3722392, 7.6935363 51.3722831, 7.6935323 51.3722967, 7.6935173 51.3723143, 7.6934847 51.3723446, 7.6934445 51.372374, 7.6933964 51.372407)",,,,,
220882591,False,,Bethanienallee,residential,30,True,52.954,,"LINESTRING (7.6934108 51.3717694, 7.6934334 51.3718112, 7.6934694 51.3719577, 7.6934935 51.3720697, 7.6935099 51.372142, 7.6935162 51.3721747, 7.6935162 51.3722048, 7.6935075 51.3722392)",,,,,
1182617348,False,L 743,Hans-Böckler-Straße,secondary,50,False,57.891,4,"LINESTRING (7.6928916 51.3753577, 7.6936026 51.3755007, 7.6936845 51.3755191)",,,,,
741970994,True,L 743,Hans-Böckler-Straße,secondary,50,False,4.709,2,"LINESTRING (7.6941104 51.3756251, 7.6941632 51.3756517)",,,,,
"[456076904, 1184429356]",False,,Westertor,residential,30,True,40.620999999999995,,"LINESTRING (7.6941104 51.3756251, 7.694161 51.3755518, 7.6944586 51.375335)",,,,,
65423598,False,L 743,Hans-Böckler-Straße,secondary,50,False,65.28,4,"LINESTRING (7.6947228 51.3760665, 7.6949683 51.3761998, 7.6952196 51.3763162, 7.6954045 51.3763718, 7.695494 51.3763951)",,,,,
741970996,True,L 743,Hans-Böckler-Straße,secondary,,False,26.564,2,"LINESTRING (7.6947228 51.3760665, 7.6945908 51.3760113, 7.6944064 51.3759321)",,,,,
70877336,True,,Hardtstraße,residential,30,False,73.297,,"LINESTRING (7.7000748 51.3714306, 7.7010758 51.3712208)",,,,,
"[70877337, 1081244780, 305783294]",True,,Hardtstraße,residential,30,False,141.555,2,"LINESTRING (7.7000748 51.3714306, 7.6999462 51.3714573, 7.6992329 51.3716055, 7.6985264 51.3717515, 7.6984383 51.3717344, 7.6983289 51.3717144, 7.6982135 51.3716802, 7.6981541 51.3716529)",,,,,
1081240788,False,,Peterstraße,residential,30,True,102.824,,"LINESTRING (7.7000748 51.3714306, 7.7003035 51.3718403, 7.7004419 51.3721153, 7.7005376 51.3723089)",,,,,
"[1178210050, 1178209991, 301276757, 301276758, 28133022]",False,,Inselstraße,residential,,False,187.97700000000003,,"LINESTRING (7.6941424 51.3741395, 7.6943585 51.3739776, 7.6945242 51.3738056, 7.6946703 51.3736775, 7.6947362 51.3735751, 7.6948942 51.3734075, 7.6951836 51.3732692, 7.6953157 51.3732066, 7.6955029 51.3730903, 7.6955487 51.3730127, 7.6955376 51.3729435, 7.6955253 51.3728671, 7.6955236 51.3728313, 7.695521 51.3727751)",,,yes,,
"[31450554, 1184507093]",False,,Kluse,residential,,False,100.12299999999999,,"LINESTRING (7.6941424 51.3741395, 7.694185 51.3741899, 7.6945598 51.3744152, 7.6947711 51.3745241, 7.6950194 51.3746051, 7.6952729 51.3746743)",,,,,
"[1184429329, 31450551]",False,,Kluse,living_street,,True,46.599,,"LINESTRING (7.6941424 51.3741395, 7.6936028 51.3742352, 7.6934966 51.374254)",,,,,
28133023,False,,Westertor,residential,,True,54.667,,"LINESTRING (7.6958244 51.3743723, 7.6956258 51.3743865, 7.6954542 51.374481, 7.6954033 51.3745363, 7.6953611 51.3745826, 7.6952729 51.3746743)",,,,,
"[31456008, 31456051]",False,,"['Wasserstraße', 'Am Dicken Turm']",living_street,,True,88.826,,"LINESTRING (7.7004837 51.3745988, 7.7004696 51.3745802, 7.7004171 51.3745108, 7.700336 51.3743965, 7.6995803 51.3746565, 7.6995417 51.3746857)",,,,,
"[28133648, 1066262719, 361140895]",False,,Westergraben,residential,,"[False, True]",112.28,,"LINESTRING (7.696083 51.3754326, 7.6959495 51.3753937, 7.695906 51.3753703, 7.6956621 51.3752541, 7.6955363 51.3751871, 7.6954733 51.3751499, 7.6954227 51.375107, 7.6953845 51.3750693, 7.6953475 51.3750208, 7.6953198 51.3749527, 7.6953171 51.374877, 7.6953285 51.3747932, 7.6953517 51.3747279, 7.6953506 51.3747016, 7.6953265 51.3746836, 7.6952729 51.3746743)",,,,,
"[1186353776, 1186353777, 31451455]",True,,Kurt-Schumacher-Ring,residential,50,False,90.08099999999999,2,"LINESTRING (7.696083 51.3754326, 7.6960977 51.3752782, 7.6961059 51.3751927, 7.6961372 51.3749526, 7.6961403 51.3748985, 7.6961575 51.3747624, 7.6961944 51.3746261)",,,,,
28133649,True,,Westertor,residential,30,False,47.18,,"LINESTRING (7.6948678 51.3749962, 7.6944586 51.375335)",,,,,
28133652,False,,Lohkamp,residential,,False,86.06799999999998,,"LINESTRING (7.6948678 51.3749962, 7.6947212 51.3749985, 7.6945594 51.374992, 7.6945389 51.3749959, 7.6945134 51.3749976, 7.6944628 51.3749937, 7.6944296 51.3749873, 7.6944007 51.3749792, 7.6943179 51.3749477, 7.6942264 51.3749022, 7.6941276 51.3748581, 7.6940149 51.3748246, 7.6939662 51.374821, 7.6939049 51.3748288, 7.6938055 51.374844, 7.6937156 51.3748577)",,,,,
31450543,True,,Treppenstraße,residential,30,False,68.828,,"LINESTRING (7.6934966 51.374254, 7.693519 51.3743157, 7.6936826 51.3747668, 7.6936972 51.3748072, 7.6937156 51.3748577)",,,,,
"[1184429329, 31450551]",False,,Kluse,living_street,,False,46.599,,"LINESTRING (7.6934966 51.374254, 7.6936028 51.3742352, 7.6941424 51.3741395)",,,,,
"[1184429328, 1184429327]",False,,Treppenstraße,residential,30,True,90.86,,"LINESTRING (7.6934966 51.374254, 7.6934756 51.3741975, 7.6932314 51.3735491, 7.6932035 51.3734577)",,,,,
74034941,True,L 743,Hans-Böckler-Straße,secondary,50,False,21.014000000000003,2,"LINESTRING (7.6938561 51.3755253, 7.6939509 51.3755504, 7.6940203 51.3755782, 7.6941104 51.3756251)",,,,,
"[31450624, 1185675172, 1186353902, 1185723668, 1172107317, 31450651]",True,,"['Südengraben', 'Am Bilstein']",residential,,False,203.31500000000005,,"LINESTRING (7.6971809 51.373729, 7.6971493 51.3736663, 7.6970845 51.3735377, 7.6970478 51.373465, 7.697031 51.3734316, 7.6969682 51.373307, 7.697181 51.3732509, 7.6972724 51.3732268, 7.6973592 51.3732053, 7.6974266 51.3731887, 7.697534 51.3731703, 7.6975902 51.3731606, 7.6982163 51.3730596, 7.6983597 51.3730475, 7.6984411 51.3730484, 7.6985111 51.3730661, 7.6985655 51.3730856, 7.6986162 51.3731098, 7.6986513 51.3731358, 7.6986883 51.3731754, 7.6987432 51.3732413, 7.6988116 51.3733016, 7.698839 51.3733146, 7.6988592 51.3733242, 7.6988883 51.373327, 7.6989123 51.373322)",,,,,
"[31451136, 448351754, 129874890, 1186353773, 1186353774, 1115568602, 39253950]",True,,Kurt-Schumacher-Ring,residential,50,False,119.52199999999998,2,"LINESTRING (7.6971809 51.373729, 7.6970856 51.3737863, 7.6969984 51.3738357, 7.6969224 51.3738676, 7.6968138 51.3739338, 7.6966493 51.3740638, 7.6965514 51.3741851, 7.6964551 51.3743162, 7.6964356 51.3743539, 7.6963975 51.3744275, 7.6963736 51.3745088, 7.6963619 51.3745505, 7.6963509 51.3746294)",,,,,yes
"[1185723580, 1171225997, 397483079]",False,,Kurt-Schumacher-Ring,residential,,True,119.339,,"LINESTRING (7.6971809 51.373729, 7.6972606 51.3737122, 7.6973826 51.3736892, 7.6979119 51.3735897, 7.6979698 51.3735788, 7.6987455 51.373438, 7.6988228 51.3734136)",,,,,
"[1186353833, 1064027546, 1064175637]",False,,Ostengraben,residential,,False,14.495000000000001,,"LINESTRING (7.6989808 51.3734728, 7.6989025 51.3734778, 7.698866 51.3734491, 7.6988228 51.3734136)",,,,,
"[1064175659, 305783340]",False,,Knallenbrink,residential,,True,67.26,,"LINESTRING (7.6989808 51.3734728, 7.6990206 51.3735215, 7.6990715 51.3735613, 7.6990917 51.373578, 7.6991085 51.3736023, 7.6991306 51.3736504, 7.6991681 51.3737391, 7.6992312 51.3739254, 7.6992962 51.374038)",,,,,
"[1186353832, 305783345]",False,,Ostengraben,residential,,True,71.302,,"LINESTRING (7.6989808 51.3734728, 7.6991446 51.3735063, 7.6992236 51.3735225, 7.6993492 51.3735596, 7.6994057 51.3735831, 7.6994496 51.3736146, 7.6996789 51.3737561, 7.6997255 51.3737836, 7.6998138 51.373826)",,,,,
"[31415955, 72453214]",False,,"['Mendener Straße', 'Friedrichstraße']",residential,20,False,62.56100000000001,,"LINESTRING (7.7029869 51.3741663, 7.7025056 51.3739119, 7.7026747 51.37378)",,,,,
72453215,False,,Stahlschmiede,residential,20,True,72.535,,"LINESTRING (7.7029869 51.3741663, 7.702899 51.3745099, 7.7028167 51.3748099)",,,,,
335229186,False,,Mendener Straße,residential,20,True,112.22,,"LINESTRING (7.7029869 51.3741663, 7.7038585 51.3744918, 7.7041841 51.3746502, 7.7042402 51.3746822, 7.7043521 51.3746879)",,3,,,
"[1183905479, 74034943]",False,,Gerichtstraße,residential,30,False,151.12799999999996,2,"LINESTRING (7.6943415 51.3765699, 7.6943602 51.3767005, 7.6943956 51.3769564, 7.6944056 51.3770401, 7.6944207 51.3771674, 7.6944358 51.377294, 7.6944493 51.3774078, 7.6944712 51.3775484, 7.6944975 51.3776912, 7.6945164 51.377773, 7.6945336 51.3778086, 7.6945482 51.3778386, 7.6945626 51.3778641, 7.6945964 51.3779152)",destination,,,,
1183905480,False,,Gerichtstraße,residential,30,True,75.15299999999999,,"LINESTRING (7.6943415 51.3765699, 7.694271 51.3760931, 7.6942783 51.3760172, 7.6943264 51.3759621, 7.6944064 51.3759321)",destination,,,,
28191258,False,,Rathausstraße,residential,30,False,114.961,,"LINESTRING (7.7026791 51.3767557, 7.7024632 51.3767549, 7.7018749 51.3767569, 7.7016602 51.3767552, 7.701509 51.3767536, 7.7010229 51.3767485)",,,,,
31475061,True,,Lange Straße,residential,30,False,62.954,1,"LINESTRING (7.7026791 51.3767557, 7.7026699 51.3765438, 7.702625 51.3762024, 7.7026238 51.3761908)",,,,,
28191258,False,,Rathausstraße,residential,30,True,114.961,,"LINESTRING (7.7010229 51.3767485, 7.701509 51.3767536, 7.7016602 51.3767552, 7.7018749 51.3767569, 7.7024632 51.3767549, 7.7026791 51.3767557)",,,,,
