osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,junction,ref,tunnel
"[15014907, 239177191]","['3', '1']",Wideystraße,residential,30,6,False,True,142.208,"LINESTRING (7.3343084 51.4409788, 7.3343637 51.4409654, 7.3343933 51.4409572, 7.3344994 51.4409143, 7.3351409 51.440655, 7.3352856 51.4405965, 7.3356092 51.440472, 7.3357124 51.440442, 7.33578 51.4404281, 7.3358515 51.4404176, 7.3359168 51.4404153, 7.3360626 51.4404139, 7.3361091 51.4404135)",,,
238821033,1,Lev-Hasharon-Platz,residential,30,5.5,True,False,11.585,"LINESTRING (7.3341181 51.4410323, 7.3340862 51.4410224, 7.334066 51.4410125, 7.3340447 51.4409971, 7.3340309 51.4409817, 7.3340191 51.4409547)",roundabout,,
25558165,1,Marktstraße,residential,30,,False,True,46.054,"LINESTRING (7.3342306 51.4408583, 7.3342836 51.4407953, 7.3344894 51.4405505, 7.3345004 51.4405316, 7.3345024 51.4405178, 7.3344925 51.4405038, 7.3344745 51.4404905)",,,
238821033,1,Lev-Hasharon-Platz,residential,30,5.5,True,False,15.917000000000002,"LINESTRING (7.3342306 51.4408583, 7.3342546 51.4408668, 7.3342786 51.4408798, 7.3343 51.4408979, 7.3343147 51.4409211, 7.334319 51.4409385, 7.3343166 51.4409613, 7.3343084 51.4409788)",roundabout,,
25441466,3,Ruhrstraße,secondary,50,,False,False,43.086,"LINESTRING (7.3370559 51.438749, 7.3369201 51.4390366, 7.3368757 51.4391198)",,L 525,
68252297,2,Ruhrstraße,secondary,30,,False,True,143.453,"LINESTRING (7.3370559 51.438749, 7.3371501 51.4383672, 7.3371827 51.438213, 7.3372513 51.4378888, 7.3372737 51.4377318, 7.3372885 51.437552, 7.3372954 51.4374685)",,L 525,
516903779,1,Oberstraße,residential,30,,True,False,43.128,"LINESTRING (7.3370559 51.438749, 7.3372175 51.4387584, 7.3373024 51.4387615, 7.3373976 51.4387542, 7.3374959 51.4387408, 7.3376598 51.438697)",,,
25856806,2,Röhrchenstraße,residential,30,,False,False,134.00900000000001,"LINESTRING (7.3374036 51.4335138, 7.3374734 51.4335149, 7.3381709 51.4336219, 7.3388093 51.4337394, 7.3391351 51.4338195, 7.3392616 51.4338358)",,,
"[30076136, 239181483, 239181485, 239181486]","['4', '3']",Ruhrstraße,secondary,50,,False,False,113.21399999999998,"LINESTRING (7.3374036 51.4335138, 7.33741 51.43356, 7.3374051 51.4336498, 7.3373918 51.4337421, 7.3373698 51.4339083, 7.3373502 51.4341949, 7.3373442 51.4343852, 7.3373446 51.4345305)",,L 525,
"[239177889, 165714478]","['2', '3']",Ruhrstraße,secondary,30,8.5,False,False,75.19200000000001,"LINESTRING (7.337303 51.4367923, 7.3373027 51.4368171, 7.3372995 51.4370962, 7.3372965 51.4373697, 7.3372954 51.4374685)",,L 525,
"[479738442, 82629805, 165714478, 368602014, 239177887]","['4', '2', '3']",Ruhrstraße,secondary,"['50', '30']","['8.5', '9']",False,True,208.956,"LINESTRING (7.337303 51.4367923, 7.3372997 51.4365575, 7.3372991 51.4365306, 7.3372981 51.4364869, 7.3372962 51.4364163, 7.3372925 51.4362818, 7.3372899 51.4361502, 7.3372922 51.4360794, 7.3372882 51.4359533, 7.3372924 51.4355418, 7.3372999 51.4354281, 7.3373077 51.4353741, 7.3373252 51.4352726, 7.3373376 51.4351398, 7.3373438 51.4350085, 7.3373448 51.4349144)",,L 525,
"[25558186, 1079858331]",,Körnerstraße,residential,30,,True,False,112.469,"LINESTRING (7.337303 51.4367923, 7.3363042 51.4367252, 7.3357985 51.4366913, 7.3356893 51.4366879)",,,
25558165,1,Marktstraße,residential,30,,False,False,43.812999999999995,"LINESTRING (7.3347859 51.4401476, 7.3347581 51.4401782, 7.3345177 51.4404429, 7.3345044 51.4404575, 7.3344745 51.4404905)",,,
1018195861,2,Husemannstraße,secondary,50,6.5,False,False,106.509,"LINESTRING (7.3417934 51.4357365, 7.3407001 51.4353779, 7.3405312 51.4353224, 7.3404287 51.4352972)",,L 660,
"[1018195862, 24623103]",1,Bachstraße,residential,30,6,False,True,137.63400000000001,"LINESTRING (7.3417934 51.4357365, 7.3417426 51.435797, 7.341723 51.4358265, 7.341702 51.4358744, 7.3415837 51.4361001, 7.3415599 51.4361436, 7.3413646 51.4365079, 7.341305 51.436562, 7.3409851 51.4368554)",,,
24623090,1,Kurt-Schumacher-Straße,residential,30,,False,True,138.845,"LINESTRING (7.3392771 51.4350844, 7.339276 51.4350276, 7.3392771 51.4350169, 7.3392648 51.4340926, 7.3392616 51.4338358)",,,
32115226,2,Husemannstraße,secondary,50,,False,True,83.271,"LINESTRING (7.3392771 51.4350844, 7.3394485 51.4351146, 7.3401627 51.4352459, 7.3403401 51.4352777, 7.3404287 51.4352972)",,L 660,
39493730,1,Kurt-Schumacher-Straße,residential,30,6,False,False,137.851,"LINESTRING (7.3392771 51.4350844, 7.3392771 51.4351253, 7.3392771 51.4351566, 7.3392772 51.4354998, 7.3392774 51.4362569, 7.3392745 51.4363241)",,,
"[700840065, 239178353, 39493731, 368602013]","['4', '2', '3']",Husemannstraße,secondary,50,,False,False,103.189,"LINESTRING (7.3392771 51.4350844, 7.3387171 51.4349742, 7.3386702 51.434965, 7.3386056 51.4349503, 7.3384722 51.4349161, 7.3384027 51.4348957, 7.3382526 51.4348468, 7.338171 51.434817, 7.3380641 51.434782, 7.3379087 51.4347283)",,L 660,
"[24623286, 786311710]",3,Bergerstraße,tertiary,50,,False,False,118.16400000000002,"LINESTRING (7.3373446 51.4345305, 7.3372343 51.434508, 7.3370535 51.434489, 7.336908 51.4344806, 7.3368301 51.4344767, 7.3367883 51.4344769, 7.3363606 51.434486, 7.3362124 51.4344939, 7.3359791 51.4345061, 7.335806 51.4345147, 7.3357473 51.4345176, 7.3356518 51.4345223)",,,
32397608,4,Ruhrstraße,secondary,50,,False,False,42.689,"LINESTRING (7.3373446 51.4345305, 7.337347 51.4346064, 7.3373472 51.4346581, 7.3373469 51.4346894, 7.3373448 51.4349144)",,L 525,
239178352,3,Husemannstraße,secondary,50,,False,True,44.866,"LINESTRING (7.3373446 51.4345305, 7.3375307 51.4345947, 7.3376164 51.4346256, 7.3379087 51.4347283)",,L 660,
"[30076136, 239181483, 239181485, 239181486]","['4', '3']",Ruhrstraße,secondary,50,,False,True,113.21400000000001,"LINESTRING (7.3373446 51.4345305, 7.3373442 51.4343852, 7.3373502 51.4341949, 7.3373698 51.4339083, 7.3373918 51.4337421, 7.3374051 51.4336498, 7.33741 51.43356, 7.3374036 51.4335138)",,L 525,
24623103,1,Bachstraße,residential,30,6,False,False,119.136,"LINESTRING (7.3391758 51.4376483, 7.339292 51.4376416, 7.3393508 51.4376313, 7.3394315 51.4376083, 7.3396541 51.4375355, 7.3398719 51.4374684, 7.3404724 51.4372983, 7.3405394 51.4372643, 7.3406007 51.4372203, 7.3406592 51.4371561)",,,
25409443,,Schwanenmarkt,residential,30,,False,True,73.607,"LINESTRING (7.3391758 51.4376483, 7.3392159 51.4380886, 7.339236 51.4383092)",,,
39493730,1,Kurt-Schumacher-Straße,residential,30,6,False,True,147.42199999999997,"LINESTRING (7.3391758 51.4376483, 7.3391828 51.4375409, 7.339188 51.4374549, 7.3392521 51.436479, 7.3392646 51.4363862, 7.3392745 51.4363241)",,,
728315800,,Oststraße,residential,30,,False,True,79.343,"LINESTRING (7.3391758 51.4376483, 7.3390298 51.4376385, 7.3387413 51.437608, 7.338418 51.4375759, 7.3380502 51.437522)",,,
24623103,1,Bachstraße,residential,30,6,False,False,40.352,"LINESTRING (7.3406592 51.4371561, 7.3409851 51.4368554)",,,
53583681,1,Südstraße,residential,30,5.5,False,False,112.632,"LINESTRING (7.3406592 51.4371561, 7.3400131 51.4362267)",,,
24623103,1,Bachstraße,residential,30,6,False,True,119.136,"LINESTRING (7.3406592 51.4371561, 7.3406007 51.4372203, 7.3405394 51.4372643, 7.3404724 51.4372983, 7.3398719 51.4374684, 7.3396541 51.4375355, 7.3394315 51.4376083, 7.3393508 51.4376313, 7.339292 51.4376416, 7.3391758 51.4376483)",,,
30075313,,Breite Straße,tertiary,30,,False,True,20.943,"LINESTRING (7.3301925 51.4406449, 7.3302475 51.4404597)",,,
"[368656336, 24623324]",3,Berliner Straße,residential,30,,False,False,113.965,"LINESTRING (7.3313145 51.4366448, 7.3308647 51.4362841, 7.3306875 51.436142, 7.3306745 51.4361315, 7.3305404 51.436024, 7.3304386 51.4359345, 7.3303083 51.4358344)",,,
33143117,,Poststraße,residential,30,,False,True,107.158,"LINESTRING (7.3313145 51.4366448, 7.331221 51.4367107, 7.3308372 51.4369079, 7.3307525 51.4369514, 7.330706 51.4369723, 7.330128 51.4372607)",,,
42143140,1,Poststraße,residential,30,,True,False,90.699,"LINESTRING (7.3313145 51.4366448, 7.3313735 51.4366314, 7.3320713 51.4362938, 7.3322526 51.4362047, 7.3323729 51.4361716)",,,
24623315,1,Bellerslohstraße,residential,30,,True,False,117.95100000000001,"LINESTRING (7.3323729 51.4361716, 7.332187 51.4359994, 7.3320719 51.4358443, 7.3319205 51.4356147, 7.3317034 51.4352855, 7.3316122 51.4352319)",,,
59531854,2,Poststraße,residential,30,,False,False,34.92699999999999,"LINESTRING (7.3323729 51.4361716, 7.3324659 51.43616, 7.3327249 51.4361239, 7.3328666 51.4361093)",,,
59531854,2,Poststraße,residential,30,,False,False,59.037,"LINESTRING (7.3328666 51.4361093, 7.3330035 51.4360822, 7.3331359 51.4360412, 7.3335642 51.4358161)",,,
59531854,2,Poststraße,residential,30,,False,True,34.927,"LINESTRING (7.3328666 51.4361093, 7.3327249 51.4361239, 7.3324659 51.43616, 7.3323729 51.4361716)",,,
478092383,2,Lessingstraße,residential,30,,False,False,45.016,"LINESTRING (7.3316122 51.4352319, 7.3320396 51.4349271)",,,
33143159,2,Bellerslohstraße,residential,30,,False,False,55.329,"LINESTRING (7.3316122 51.4352319, 7.331256 51.4350486, 7.3311532 51.4349956, 7.3309967 51.4349151)",,,
33143162,2,Lessingstraße,residential,30,,False,True,51.13,"LINESTRING (7.3316122 51.4352319, 7.3315163 51.4352788, 7.3313868 51.4353421, 7.3310239 51.4355092)",,,
"[728315800, 24810780]",,Oststraße,residential,30,,False,False,52.769999999999996,"LINESTRING (7.3372954 51.4374685, 7.3374343 51.4374716, 7.3375878 51.4374751, 7.3376952 51.4374833, 7.3377686 51.4374889, 7.3380502 51.437522)",,,
68252297,2,Ruhrstraße,secondary,30,,False,False,143.45300000000003,"LINESTRING (7.3372954 51.4374685, 7.3372885 51.437552, 7.3372737 51.4377318, 7.3372513 51.4378888, 7.3371827 51.438213, 7.3371501 51.4383672, 7.3370559 51.438749)",,L 525,
"[239177889, 165714478]","['2', '3']",Ruhrstraße,secondary,30,8.5,False,True,75.192,"LINESTRING (7.3372954 51.4374685, 7.3372965 51.4373697, 7.3372995 51.4370962, 7.3373027 51.4368171, 7.337303 51.4367923)",,L 525,
443986773,,Wiesenstraße,residential,30,5.5,False,True,50.117000000000004,"LINESTRING (7.3372954 51.4374685, 7.3371302 51.4374653, 7.3369358 51.4374569, 7.3368686 51.4374532, 7.3368076 51.4374445, 7.3367331 51.43743, 7.336587 51.4373981)",,,
25409443,,Schwanenmarkt,residential,30,,False,False,73.607,"LINESTRING (7.339236 51.4383092, 7.3392159 51.4380886, 7.3391758 51.4376483)",,,
"[42796336, 516903772]",1,Oberstraße,residential,30,,False,False,150.37699999999998,"LINESTRING (7.339236 51.4383092, 7.3393818 51.4382755, 7.3395066 51.4382534, 7.339556 51.4382446, 7.3396181 51.4382336, 7.3397721 51.4382143, 7.3398953 51.4382029, 7.3399856 51.4381973, 7.3400829 51.4381957, 7.3401998 51.4381984, 7.3403532 51.4382068, 7.3405302 51.4382228, 7.3406497 51.4382346, 7.3407641 51.438249, 7.3408787 51.4382629, 7.3410305 51.4382897, 7.3411932 51.438328, 7.3412444 51.4383401, 7.3413316 51.4383691, 7.3413398 51.4383715)",,,
516903772,1,Oberstraße,residential,30,,False,True,23.497,"LINESTRING (7.339236 51.4383092, 7.3391273 51.4383392, 7.3390732 51.4383541, 7.3389283 51.4383978)",,,
24810870,,Wiesenstraße,residential,30,5.5,False,False,77.95500000000001,"LINESTRING (7.3335705 51.4372847, 7.3336934 51.4373106, 7.3340105 51.437386, 7.3341635 51.4374136, 7.3343098 51.4374275, 7.3344368 51.4374373, 7.334555 51.4374408, 7.3346555 51.4374301)",,,
24847422,,Hammerstraße,residential,,,False,True,64.27600000000001,"LINESTRING (7.3335705 51.4372847, 7.3334335 51.4372629, 7.3329165 51.4371651, 7.3326983 51.4370948)",,,
"[33143137, 25441362]",1,"['Am Humboldtplatz', 'Steinstraße']",residential,30,,True,False,150.67200000000003,"LINESTRING (7.3335705 51.4372847, 7.3335778 51.4372139, 7.3335818 51.4371761, 7.333599 51.437013, 7.3336281 51.4367362, 7.333629 51.4366731, 7.3336185 51.4366413, 7.3335914 51.4366117, 7.3329729 51.436183, 7.3328666 51.4361093)",,,
24810870,,Wiesenstraße,residential,30,5.5,False,False,65.127,"LINESTRING (7.3356845 51.4372728, 7.3358469 51.4372699, 7.3359775 51.4372721, 7.3360832 51.4372763, 7.3361172 51.4372839, 7.3363381 51.4373335, 7.336587 51.4373981)",,,
24810870,,Wiesenstraße,residential,30,5.5,False,True,73.463,"LINESTRING (7.3356845 51.4372728, 7.3355916 51.4372824, 7.3354482 51.437304, 7.3351699 51.4373458, 7.3350938 51.4373583, 7.3348403 51.4373998, 7.3346951 51.4374236, 7.3346555 51.4374301)",,,
24810870,,Wiesenstraße,residential,30,5.5,False,True,65.12699999999998,"LINESTRING (7.336587 51.4373981, 7.3363381 51.4373335, 7.3361172 51.4372839, 7.3360832 51.4372763, 7.3359775 51.4372721, 7.3358469 51.4372699, 7.3356845 51.4372728)",,,
443986773,,Wiesenstraße,residential,30,5.5,False,False,50.117000000000004,"LINESTRING (7.336587 51.4373981, 7.3367331 51.43743, 7.3368076 51.4374445, 7.3368686 51.4374532, 7.3369358 51.4374569, 7.3371302 51.4374653, 7.3372954 51.4374685)",,,
"[25558168, 25558170, 74533583, 523107983]",1,"['Casinostraße', 'Heilenstraße']","['residential', 'living_street']",30,"['5.5', '4']",False,"[False, True]",211.706,"LINESTRING (7.336587 51.4373981, 7.3365076 51.4377418, 7.3365034 51.4377612, 7.3364498 51.4380084, 7.3364288 51.4381054, 7.3363869 51.4381462, 7.3363518 51.4381912, 7.3362967 51.4382165, 7.3361639 51.4381913, 7.3348541 51.4376824)",,,
59531854,2,Poststraße,residential,30,,False,True,14.385,"LINESTRING (7.3337061 51.4357217, 7.3335642 51.4358161)",,,
33263281,1,Steinstraße,residential,30,,True,False,156.557,"LINESTRING (7.3337061 51.4357217, 7.3337065 51.4356171, 7.3336894 51.4355024, 7.3336852 51.4353705, 7.3336793 51.4351805, 7.3336759 51.4350719, 7.333671 51.4350235, 7.3336639 51.4349534, 7.3336608 51.4347529, 7.3336576 51.4346543, 7.3336664 51.4345787, 7.3336859 51.4345233, 7.3337744 51.4343646, 7.333798 51.4343283)",,,
34664472,1,Schillerstraße,residential,30,5.5,False,True,143.986,"LINESTRING (7.3337061 51.4357217, 7.3346115 51.4355045, 7.3355354 51.4353016, 7.3356628 51.4352984)",,,
"[172592785, 42132779, 26525559]",1,"['Körnerstraße', 'Steinstraße']",residential,30,,True,False,237.78799999999995,"LINESTRING (7.3337061 51.4357217, 7.3336856 51.4361311, 7.3336574 51.4365163, 7.3336536 51.4365675, 7.3336916 51.436603, 7.3337245 51.43661, 7.333828 51.4366159, 7.3342344 51.4366434, 7.3345959 51.4366553, 7.3348434 51.4366635, 7.3355492 51.4366845, 7.3356893 51.4366879)",,,
"[42796336, 516903772]",1,Oberstraße,residential,30,,False,True,150.37699999999998,"LINESTRING (7.3413398 51.4383715, 7.3413316 51.4383691, 7.3412444 51.4383401, 7.3411932 51.438328, 7.3410305 51.4382897, 7.3408787 51.4382629, 7.3407641 51.438249, 7.3406497 51.4382346, 7.3405302 51.4382228, 7.3403532 51.4382068, 7.3401998 51.4381984, 7.3400829 51.4381957, 7.3399856 51.4381973, 7.3398953 51.4382029, 7.3397721 51.4382143, 7.3396181 51.4382336, 7.339556 51.4382446, 7.3395066 51.4382534, 7.3393818 51.4382755, 7.339236 51.4383092)",,,
24847422,,Hammerstraße,residential,,,False,False,64.276,"LINESTRING (7.3326983 51.4370948, 7.3329165 51.4371651, 7.3334335 51.4372629, 7.3335705 51.4372847)",,,
33143162,2,Lessingstraße,residential,30,,False,False,51.129999999999995,"LINESTRING (7.3310239 51.4355092, 7.3313868 51.4353421, 7.3315163 51.4352788, 7.3316122 51.4352319)",,,
"[55220226, 478092383]",2,Lessingstraße,residential,30,,False,True,98.032,"LINESTRING (7.3329911 51.434282, 7.3328851 51.4343151, 7.3328213 51.4343636, 7.3320396 51.4349271)",,,
25504594,1,Flaßkuhle,residential,30,7,False,False,52.824999999999996,"LINESTRING (7.3392745 51.4363241, 7.339368 51.4363326, 7.3399173 51.4362366, 7.3400131 51.4362267)",,,
39493730,1,Kurt-Schumacher-Straße,residential,30,6,False,False,147.422,"LINESTRING (7.3392745 51.4363241, 7.3392646 51.4363862, 7.3392521 51.436479, 7.339188 51.4374549, 7.3391828 51.4375409, 7.3391758 51.4376483)",,,
39493730,1,Kurt-Schumacher-Straße,residential,30,6,False,True,137.851,"LINESTRING (7.3392745 51.4363241, 7.3392774 51.4362569, 7.3392772 51.4354998, 7.3392771 51.4351566, 7.3392771 51.4351253, 7.3392771 51.4350844)",,,
42796337,1,Flaßkuhle,residential,,,False,True,45.371,"LINESTRING (7.3392745 51.4363241, 7.3391762 51.4363186, 7.3388058 51.4362927, 7.3386948 51.4363076, 7.3386263 51.4363152)",,,
53583681,1,Südstraße,residential,30,5.5,False,True,112.632,"LINESTRING (7.3400131 51.4362267, 7.3406592 51.4371561)",,,
25504594,1,Flaßkuhle,residential,30,7,False,True,52.824999999999996,"LINESTRING (7.3400131 51.4362267, 7.3399173 51.4362366, 7.339368 51.4363326, 7.3392745 51.4363241)",,,
53583681,1,Südstraße,residential,30,5.5,False,False,107.31500000000001,"LINESTRING (7.3400131 51.4362267, 7.3401092 51.4360337, 7.3402119 51.4357929, 7.340391 51.4353729, 7.3404008 51.4353519, 7.3404287 51.4352972)",,,
25856808,,Südstraße,residential,30,,True,False,78.563,"LINESTRING (7.3404287 51.4352972, 7.3404504 51.4352462, 7.3407188 51.4346142)",,,
32115226,2,Husemannstraße,secondary,50,,False,False,83.271,"LINESTRING (7.3404287 51.4352972, 7.3403401 51.4352777, 7.3401627 51.4352459, 7.3394485 51.4351146, 7.3392771 51.4350844)",,L 660,
53583681,1,Südstraße,residential,30,5.5,False,True,107.315,"LINESTRING (7.3404287 51.4352972, 7.3404008 51.4353519, 7.340391 51.4353729, 7.3402119 51.4357929, 7.3401092 51.4360337, 7.3400131 51.4362267)",,,
1018195861,2,Husemannstraße,secondary,50,6.5,False,True,106.50899999999999,"LINESTRING (7.3404287 51.4352972, 7.3405312 51.4353224, 7.3407001 51.4353779, 7.3417934 51.4357365)",,L 660,
"[187871586, 25547739]",1,Mozartstraße,residential,"['50', '30']",,False,False,35.14,"LINESTRING (7.3302635 51.4401337, 7.3303856 51.4400978, 7.3306351 51.4400388, 7.3307397 51.4400454)",,,
187871583,2,Breite Straße,tertiary,30,,False,False,36.554,"LINESTRING (7.3302635 51.4401337, 7.3302781 51.440183, 7.3302866 51.4402503, 7.3302849 51.4402893, 7.3302712 51.4403724, 7.3302475 51.4404597)",,,
"[150042857, 241619930, 241619933, 187871583]","['2', '3']",Breite Straße,tertiary,30,,False,True,271.03700000000003,"LINESTRING (7.3302635 51.4401337, 7.3302517 51.4401135, 7.3301747 51.4399956, 7.3299658 51.4397006, 7.3298844 51.4395857, 7.3298262 51.4395041, 7.3297681 51.4394267, 7.3295618 51.4391654, 7.3294608 51.4390275, 7.3294263 51.4389804, 7.3293517 51.438881, 7.3291421 51.4385891, 7.3291149 51.4385512, 7.3289481 51.4383188, 7.3289349 51.4383004, 7.3286621 51.4379104)",,,
25772560,1,Karl-Marx-Platz,residential,30,5,False,False,88.047,"LINESTRING (7.3307397 51.4400454, 7.330806 51.4401406, 7.3308548 51.4402107, 7.3312024 51.4407095, 7.3312457 51.4407717)",,,
"[187871586, 25547739]",1,Mozartstraße,residential,"['50', '30']",,False,True,35.14,"LINESTRING (7.3307397 51.4400454, 7.3306351 51.4400388, 7.3303856 51.4400978, 7.3302635 51.4401337)",,,
514830123,1,Nordstraße,residential,30,,False,False,86.34899999999999,"LINESTRING (7.3307397 51.4400454, 7.3307992 51.4399915, 7.3312618 51.439572, 7.3314455 51.4394055)",,,
25547743,1,Nordstraße,residential,30,,False,True,88.465,"LINESTRING (7.332239 51.4387832, 7.3321702 51.4388329, 7.3318103 51.4390933, 7.3314455 51.4394055)",,,
25558190,1,Breddestraße,residential,30,,False,True,85.102,"LINESTRING (7.332239 51.4387832, 7.3321802 51.438731, 7.332054 51.438619, 7.3319906 51.4385572, 7.3318866 51.4384584, 7.3315718 51.438141)",,,
514830122,1,Nordstraße,residential,30,,False,False,60.608,"LINESTRING (7.332239 51.4387832, 7.3323079 51.4387415, 7.3328552 51.4383965)",,,
"[25558161, 514521660]",1,Oberdorf,residential,30,,False,False,189.04,"LINESTRING (7.3389283 51.4383978, 7.3389412 51.438447, 7.3390209 51.4387323, 7.3390612 51.4388766, 7.339068 51.4389588, 7.3390596 51.4390195, 7.3390381 51.43907, 7.3390103 51.4391095, 7.3389718 51.4391451, 7.3389361 51.4391782, 7.3389112 51.4392161, 7.3389083 51.439272, 7.3389253 51.4396437, 7.3389303 51.4397516, 7.3390377 51.4399831, 7.3390577 51.440014, 7.3390828 51.4400527)",,,
516903772,1,Oberstraße,residential,30,,False,False,23.497,"LINESTRING (7.3389283 51.4383978, 7.3390732 51.4383541, 7.3391273 51.4383392, 7.339236 51.4383092)",,,
25441466,3,Ruhrstraße,secondary,50,,False,True,43.086,"LINESTRING (7.3368757 51.4391198, 7.3369201 51.4390366, 7.3370559 51.438749)",,L 525,
25558162,1,Johannisstraße,residential,30,,False,False,47.893,"LINESTRING (7.3368757 51.4391198, 7.3369602 51.4391633, 7.3373877 51.4394089)",,,
"[239177190, 52315332, 26232294]","['2', '3']",Hauptstraße,secondary,50,,False,False,153.37800000000001,"LINESTRING (7.3368757 51.4391198, 7.3368031 51.4392615, 7.3367557 51.439336, 7.3366313 51.4395414, 7.336599 51.4395958, 7.3365495 51.439684, 7.3364947 51.4397767, 7.3364013 51.439927, 7.3363529 51.4400091, 7.3363198 51.4400633, 7.3361894 51.4402771, 7.3361674 51.4403145, 7.3361091 51.4404135)",,L 525,
25558174,,Beethovenstraße,living_street,,,False,False,40.462,"LINESTRING (7.3344579 51.4385348, 7.3344494 51.4385443, 7.334173 51.4388524)",,,
25558174,,Beethovenstraße,living_street,,,False,False,59.674,"LINESTRING (7.334173 51.4388524, 7.3337711 51.439327)",,,
25558174,,Beethovenstraße,living_street,,,False,True,40.462,"LINESTRING (7.334173 51.4388524, 7.3344494 51.4385443, 7.3344579 51.4385348)",,,
"[76644279, 76644258, 25558175]",,Schultenhofstraße,residential,30,,False,False,150.521,"LINESTRING (7.334173 51.4388524, 7.3352122 51.4391923, 7.3352632 51.4392784, 7.3349799 51.4393853, 7.3348416 51.4395194, 7.3347537 51.4396149, 7.3347118 51.4396626)",,,building_passage
25558174,,Beethovenstraße,living_street,,,False,True,59.674,"LINESTRING (7.3337711 51.439327, 7.334173 51.4388524)",,,
25772167,1,Breddestraße,residential,30,,False,False,75.126,"LINESTRING (7.3337711 51.439327, 7.3347118 51.4396626)",,,
270195392,1,Beethovenstraße,residential,30,,False,False,87.955,"LINESTRING (7.3337711 51.439327, 7.3331596 51.4400201)",,,
