osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,access
"[132710104, 132710103, 132710087]",S 128,Zittauer Straße,secondary,50,False,True,143.37300000000002,yes,"LINESTRING (14.8244095 51.0458468, 14.8245107 51.0458653, 14.8247678 51.0459033, 14.8247795 51.0459045, 14.8250409 51.0459317, 14.8251296 51.0459304, 14.8254749 51.0458611, 14.8256638 51.0458427, 14.8259282 51.0458841, 14.826104 51.0460216, 14.8261722 51.0461459)",2,
24162490,,Adolf-Klose-Straße,residential,30,False,True,7.534,,"LINESTRING (14.8274323 51.0460051, 14.8273632 51.0460571)",,
"[24162490, 240015038, 240015039]",,Adolf-Klose-Straße,residential,30,False,False,199.054,yes,"LINESTRING (14.8274323 51.0460051, 14.8279072 51.0456111, 14.8279302 51.0454758, 14.8278871 51.0453797, 14.8278455 51.045255, 14.827867 51.0451663, 14.8278986 51.0449421, 14.8279245 51.044557, 14.8278957 51.0443255)",,
24162491,,Friedensring,residential,50,False,False,68.612,,"LINESTRING (14.8274323 51.0460051, 14.828178 51.0461105, 14.8283191 51.0461533, 14.8283736 51.0461698)",,
240015133,,Herrnhuter Straße,residential,,False,True,30.368,,"LINESTRING (14.8221502 51.0469912, 14.8224875 51.0471633)",,
24510701,K 8613,Herrnhuter Straße,tertiary,,False,True,194.483,,"LINESTRING (14.8221502 51.0469912, 14.8227374 51.0466159, 14.8228469 51.046559, 14.8233883 51.0462778, 14.8239216 51.0460595, 14.8243312 51.0459225)",,
"[108047960, 108047928]",K 8613,Herrnhuter Straße,tertiary,,False,False,138.65699999999998,,"LINESTRING (14.8221502 51.0469912, 14.8218537 51.0468784, 14.8213128 51.0466124, 14.8211314 51.0464989, 14.8207709 51.0461259)",,
25502727,,Sonnenblick,residential,,False,True,73.243,,"LINESTRING (14.822456 51.0501215, 14.8216487 51.0505414)",,
61264291,,Sonnenblick,residential,,True,False,135.514,,"LINESTRING (14.822456 51.0501215, 14.8223932 51.0500213, 14.822376 51.0499109, 14.8224154 51.0495246, 14.8220167 51.0489652)",,
61235534,,Sonnenblick,residential,,False,True,206.848,,"LINESTRING (14.8220167 51.0489652, 14.8214727 51.0491239, 14.8214077 51.0492198, 14.8216484 51.0496062, 14.8215069 51.0501638, 14.8215004 51.050345, 14.821553 51.0504349, 14.8216487 51.0505414)",,
61264297,,Sonnenblick,residential,,True,False,175.937,,"LINESTRING (14.8220167 51.0489652, 14.8223191 51.0488901, 14.8223701 51.0489182, 14.8224712 51.0489741, 14.8227723 51.0494382, 14.8227728 51.0494574, 14.8227743 51.0495142, 14.8227037 51.0499493, 14.822655 51.0500117, 14.822456 51.0501215)",,
25502727,,Sonnenblick,residential,,False,False,110.941,,"LINESTRING (14.8209822 51.0512218, 14.8208252 51.0511703, 14.8207743 51.0510708, 14.8208145 51.050968, 14.8216487 51.0505414)",,
"[60213739, 177144671]",S 129,Bautzener Straße,secondary,50,False,False,253.69500000000005,,"LINESTRING (14.8209822 51.0512218, 14.8213031 51.0510041, 14.8218439 51.0507277, 14.8225841 51.0504314, 14.8229045 51.0502968, 14.8232279 51.0501358, 14.8237701 51.0497791)",2,
177144671,S 129,Bautzener Straße,secondary,50,False,True,72.331,,"LINESTRING (14.8209822 51.0512218, 14.8208516 51.0513259, 14.8203304 51.051727)",2,
28477026,,Sandmühlplatz,unclassified,,False,False,15.681,,"LINESTRING (14.8315372 51.0490173, 14.8314146 51.0491354)",,
961905665,S 128,Görlitzer Straße,secondary,,False,False,7.263,,"LINESTRING (14.8315372 51.0490173, 14.8314421 51.048991)",,
"[22796296, 961905665, 34111262]",S 128,Görlitzer Straße,secondary,50,False,True,44.058,yes,"LINESTRING (14.8315372 51.0490173, 14.8318863 51.0489989, 14.832043 51.0489749, 14.8321611 51.0489676)",,
28477026,,Sandmühlplatz,unclassified,,False,True,13.114,,"LINESTRING (14.831249 51.049276, 14.8313606 51.0491812)",,
28477026,,Sandmühlplatz,unclassified,,False,False,6.339,,"LINESTRING (14.8314146 51.0491354, 14.8313606 51.0491812)",,
28477026,,Sandmühlplatz,unclassified,,False,True,15.681,,"LINESTRING (14.8314146 51.0491354, 14.8315372 51.0490173)",,
28477040,,Sandmühlplatz,unclassified,,False,False,119.022,,"LINESTRING (14.8314146 51.0491354, 14.8327354 51.0498109)",,
28477040,,Sandmühlplatz,unclassified,,False,True,119.022,,"LINESTRING (14.8327354 51.0498109, 14.8314146 51.0491354)",,
240015133,,Herrnhuter Straße,residential,,False,False,30.368,,"LINESTRING (14.8224875 51.0471633, 14.8221502 51.0469912)",,
132710081,,Am Kirchwehr,residential,,False,True,255.92499999999995,,"LINESTRING (14.8224875 51.0471633, 14.8226961 51.0471765, 14.8231931 51.0471432, 14.8236285 51.0471252, 14.8241352 51.0471014, 14.824365 51.046954, 14.8244004 51.0469207, 14.8244476 51.0468763, 14.8244503 51.0467878, 14.8244044 51.0465744, 14.8243489 51.0464161, 14.82432 51.0463335, 14.82434 51.046019, 14.8243312 51.0459225)",,
"[132710082, 1219266158, 42915602, 42915604, 240015132, 240015133]",,"['Borngasse', 'Am Pließnitztal', 'Herrnhuter Straße']",residential,20,False,"[False, True]",305.938,yes,"LINESTRING (14.8224875 51.0471633, 14.822645 51.047285, 14.8229418 51.0475544, 14.8229406 51.0475995, 14.822937 51.0477364, 14.8229359 51.0477788, 14.8232936 51.0478224, 14.8234556 51.0478159, 14.8240473 51.0477921, 14.8243716 51.0479167, 14.8245655 51.0479895, 14.8246403 51.0480169, 14.8247249 51.0480271, 14.8250254 51.0479778, 14.8251829 51.047955, 14.8252776 51.0479413, 14.8259723 51.0481657)",,
240015267,,Am Kirchwehr,residential,,False,False,163.478,,"LINESTRING (14.8224875 51.0471633, 14.8233933 51.0474126, 14.8237644 51.0474423, 14.8243971 51.0473479, 14.8246927 51.0472624)",,
173908880,S 129,Bautzener Straße,secondary,,False,False,71.818,,"LINESTRING (14.8259723 51.0481657, 14.8266039 51.0476563)",2,
173908880,S 129,Bautzener Straße,secondary,,False,True,134.661,,"LINESTRING (14.8259723 51.0481657, 14.8247346 51.0490937)",2,
"[132710082, 1219266158, 42915602, 42915604, 240015132, 240015133]",,"['Borngasse', 'Am Pließnitztal', 'Herrnhuter Straße']",residential,20,False,"[False, True]",305.93800000000005,yes,"LINESTRING (14.8259723 51.0481657, 14.8252776 51.0479413, 14.8251829 51.047955, 14.8250254 51.0479778, 14.8247249 51.0480271, 14.8246403 51.0480169, 14.8245655 51.0479895, 14.8243716 51.0479167, 14.8240473 51.0477921, 14.8234556 51.0478159, 14.8232936 51.0478224, 14.8229359 51.0477788, 14.822937 51.0477364, 14.8229406 51.0475995, 14.8229418 51.0475544, 14.822645 51.047285, 14.8224875 51.0471633)",,
43867518,,Troggasse,residential,,False,False,83.702,,"LINESTRING (14.8259723 51.0481657, 14.8264653 51.0484297, 14.8269238 51.0486204)",,
173908880,S 129,Bautzener Straße,secondary,,False,True,71.818,,"LINESTRING (14.8266039 51.0476563, 14.8259723 51.0481657)",2,
43226503,,Ernst-Thälmann-Straße,residential,20,True,False,120.369,,"LINESTRING (14.8266039 51.0476563, 14.8274542 51.0480343, 14.8276771 51.0481334, 14.8280098 51.0482813)",1,
43226508,,Kirchgasse,residential,,False,True,68.747,,"LINESTRING (14.8266039 51.0476563, 14.8258844 51.0473536, 14.8257802 51.0473192)",,
151553837,S 129,Markt,secondary,,False,False,65.313,,"LINESTRING (14.8266039 51.0476563, 14.8266636 51.047604, 14.8267483 51.0475299, 14.8271133 51.0472102, 14.8271491 51.0471793)",2,
451543448,,Ernst-Thälmann-Straße,residential,,False,True,28.431,,"LINESTRING (14.828876 51.048637, 14.8291096 51.0484277)",,
43226504,,Ernst-Thälmann-Straße,residential,,False,False,140.922,,"LINESTRING (14.828876 51.048637, 14.828333 51.049223, 14.8278899 51.0494494, 14.827525 51.0494687)",,
43867519,,Ernst-Thälmann-Straße,residential,,False,True,72.326,,"LINESTRING (14.828876 51.048637, 14.828323 51.048412, 14.8280098 51.0482813)",,
43226504,,Ernst-Thälmann-Straße,residential,,False,True,10.437,,"LINESTRING (14.8273767 51.0494796, 14.827525 51.0494687)",,
561885116,,Schulstraße,residential,,False,True,51.128,,"LINESTRING (14.8273767 51.0494796, 14.8271634 51.049482, 14.8270769 51.0495131, 14.8267706 51.0496923)",,
561885117,,Schulstraße,residential,,False,False,101.39200000000001,,"LINESTRING (14.8273767 51.0494796, 14.8275712 51.0495293, 14.8280869 51.0495909, 14.8282584 51.0496186, 14.8285003 51.0497679, 14.8286391 51.049858)",,
43226505,,Schulstraße,residential,,False,True,163.263,,"LINESTRING (14.8267706 51.0496923, 14.8263692 51.0497353, 14.8262802 51.0497119, 14.8247346 51.0490937)",,
"[108047932, 171566669, 108047935]",,"['Wiesenweg', 'Schulstraße']","['living_street', 'residential']",10,False,False,603.6500000000001,,"LINESTRING (14.8267706 51.0496923, 14.8265079 51.0498468, 14.8263834 51.0499666, 14.8261527 51.0500721, 14.8259828 51.050174, 14.8245664 51.0511409, 14.8238096 51.0516362, 14.823257 51.0518895, 14.8223116 51.0521458, 14.8217169 51.0523492, 14.8215989 51.0523748, 14.8215155 51.0523806, 14.8208417 51.0523239, 14.820647 51.0522988, 14.8204602 51.0522348, 14.820056 51.0519112)",1,
561885116,,Schulstraße,residential,,False,False,51.128,,"LINESTRING (14.8267706 51.0496923, 14.8270769 51.0495131, 14.8271634 51.049482, 14.8273767 51.0494796)",,
173908880,S 129,Bautzener Straße,secondary,,False,False,134.661,,"LINESTRING (14.8247346 51.0490937, 14.8259723 51.0481657)",2,
43226505,,Schulstraße,residential,,False,False,163.263,,"LINESTRING (14.8247346 51.0490937, 14.8262802 51.0497119, 14.8263692 51.0497353, 14.8267706 51.0496923)",,
181577565,S 129,Bautzener Straße,secondary,50,False,True,101.756,,"LINESTRING (14.8247346 51.0490937, 14.824178 51.0494907, 14.8237701 51.0497791)",2,
43226508,,Kirchgasse,residential,,False,False,68.747,,"LINESTRING (14.8257802 51.0473192, 14.8258844 51.0473536, 14.8266039 51.0476563)",,
43867515,,Troggasse,residential,,False,False,73.138,,"LINESTRING (14.8280098 51.0482813, 14.8274314 51.0488294)",,
43867519,,Ernst-Thälmann-Straße,residential,,False,False,72.326,,"LINESTRING (14.8280098 51.0482813, 14.828323 51.048412, 14.828876 51.048637)",,
43867515,,Troggasse,residential,,False,True,73.138,,"LINESTRING (14.8274314 51.0488294, 14.8280098 51.0482813)",,
43867518,,Troggasse,residential,,False,True,42.416,,"LINESTRING (14.8274314 51.0488294, 14.8269238 51.0486204)",,
43867517,,Troggasse,residential,,False,False,98.16499999999999,,"LINESTRING (14.8274314 51.0488294, 14.8279464 51.0490668, 14.827525 51.0494687)",,destination
43226504,,Ernst-Thälmann-Straße,residential,,False,False,10.437,,"LINESTRING (14.827525 51.0494687, 14.8273767 51.0494796)",,
43226504,,Ernst-Thälmann-Straße,residential,,False,True,140.922,,"LINESTRING (14.827525 51.0494687, 14.8278899 51.0494494, 14.828333 51.049223, 14.828876 51.048637)",,
43867517,,Troggasse,residential,,False,True,98.16499999999999,,"LINESTRING (14.827525 51.0494687, 14.8279464 51.0490668, 14.8274314 51.0488294)",,destination
25502727,,Sonnenblick,residential,,False,False,73.243,,"LINESTRING (14.8216487 51.0505414, 14.822456 51.0501215)",,
25502727,,Sonnenblick,residential,,False,True,110.941,,"LINESTRING (14.8216487 51.0505414, 14.8208145 51.050968, 14.8207743 51.0510708, 14.8208252 51.0511703, 14.8209822 51.0512218)",,
61235534,,Sonnenblick,residential,,False,False,206.848,,"LINESTRING (14.8216487 51.0505414, 14.821553 51.0504349, 14.8215004 51.050345, 14.8215069 51.0501638, 14.8216484 51.0496062, 14.8214077 51.0492198, 14.8214727 51.0491239, 14.8220167 51.0489652)",,
"[108047954, 108047916]",,Uferweg,residential,30,False,True,190.50799999999998,yes,"LINESTRING (14.8310442 51.0477423, 14.8312293 51.0475759, 14.8318213 51.048495, 14.8321611 51.0489676)",,
"[24162491, 171566677]",,Friedensring,"['unclassified', 'residential']",50,False,True,169.98899999999998,,"LINESTRING (14.8310442 51.0477423, 14.8309477 51.0477123, 14.830678 51.0477166, 14.8306032 51.0477004, 14.8301827 51.0475537, 14.8297892 51.0472646, 14.829485 51.0470141, 14.8292824 51.0468725, 14.8292324 51.0468295)",,
171566682,,Friedensring,residential,50,False,False,143.786,,"LINESTRING (14.8310442 51.0477423, 14.8311294 51.0478395, 14.8312221 51.0479583, 14.8313509 51.0482459, 14.8313742 51.0482979, 14.8314443 51.0485458, 14.8314421 51.048991)",,
24162491,,Friedensring,residential,50,False,False,95.487,,"LINESTRING (14.8283736 51.0461698, 14.8285605 51.0462527, 14.8292324 51.0468295)",,
24162491,,Friedensring,residential,50,False,True,68.612,,"LINESTRING (14.8283736 51.0461698, 14.8283191 51.0461533, 14.828178 51.0461105, 14.8274323 51.0460051)",,
108047944,,Am Pließnitztal,residential,,False,False,73.37100000000001,,"LINESTRING (14.8210081 51.0467944, 14.8208428 51.0466025, 14.8207072 51.046544, 14.8205373 51.04642, 14.820407 51.0463121, 14.8203742 51.0462789)",,
"[24162490, 240015038, 240015039]",,Adolf-Klose-Straße,residential,30,False,True,199.054,yes,"LINESTRING (14.8278957 51.0443255, 14.8279245 51.044557, 14.8278986 51.0449421, 14.827867 51.0451663, 14.8278455 51.045255, 14.8278871 51.0453797, 14.8279302 51.0454758, 14.8279072 51.0456111, 14.8274323 51.0460051)",,
24510701,K 8613,Herrnhuter Straße,tertiary,,False,False,194.483,,"LINESTRING (14.8243312 51.0459225, 14.8239216 51.0460595, 14.8233883 51.0462778, 14.8228469 51.046559, 14.8227374 51.0466159, 14.8221502 51.0469912)",,
24510701,K 8613,Herrnhuter Straße,tertiary,,False,True,10.082,,"LINESTRING (14.8243312 51.0459225, 14.8243832 51.0458796, 14.8244095 51.0458468)",,
132710081,,Am Kirchwehr,residential,,False,False,255.925,,"LINESTRING (14.8243312 51.0459225, 14.82434 51.046019, 14.82432 51.0463335, 14.8243489 51.0464161, 14.8244044 51.0465744, 14.8244503 51.0467878, 14.8244476 51.0468763, 14.8244004 51.0469207, 14.824365 51.046954, 14.8241352 51.0471014, 14.8236285 51.0471252, 14.8231931 51.0471432, 14.8226961 51.0471765, 14.8224875 51.0471633)",,
24162490,,Adolf-Klose-Straße,residential,30,False,False,7.534,,"LINESTRING (14.8273632 51.0460571, 14.8274323 51.0460051)",,
24162490,,Adolf-Klose-Straße,residential,30,False,True,95.719,,"LINESTRING (14.8273632 51.0460571, 14.8264853 51.0467177)",,
132710080,,Am Graben,residential,,False,True,89.026,,"LINESTRING (14.8273632 51.0460571, 14.827198 51.0459827, 14.8270729 51.0459707, 14.8269179 51.0459908, 14.8261722 51.0461459)",,
"[24162491, 171566677]",,Friedensring,"['residential', 'unclassified']",50,False,False,169.98900000000003,,"LINESTRING (14.8292324 51.0468295, 14.8292824 51.0468725, 14.829485 51.0470141, 14.8297892 51.0472646, 14.8301827 51.0475537, 14.8306032 51.0477004, 14.830678 51.0477166, 14.8309477 51.0477123, 14.8310442 51.0477423)",,
24162491,,Friedensring,residential,50,False,True,95.487,,"LINESTRING (14.8292324 51.0468295, 14.8285605 51.0462527, 14.8283736 51.0461698)",,
451543452,S 128,Görlitzer Straße,secondary,30,False,False,66.798,,"LINESTRING (14.8279361 51.04752, 14.8271491 51.0471793)",2,
132710102,,Töpfergasse,residential,,True,False,122.81800000000001,,"LINESTRING (14.8279361 51.04752, 14.828606 51.0469954, 14.8287556 51.046926, 14.8292324 51.0468295)",,
451543452,S 128,Görlitzer Straße,secondary,30,False,True,120.757,,"LINESTRING (14.8279361 51.04752, 14.8288088 51.047885, 14.8289277 51.0479121, 14.8293811 51.0481109)",2,
"[60213739, 177144671]",S 129,Bautzener Straße,secondary,50,False,True,253.69500000000002,,"LINESTRING (14.8237701 51.0497791, 14.8232279 51.0501358, 14.8229045 51.0502968, 14.8225841 51.0504314, 14.8218439 51.0507277, 14.8213031 51.0510041, 14.8209822 51.0512218)",2,
132710083,,Bautzener Straße,residential,,False,False,331.30100000000004,,"LINESTRING (14.8237701 51.0497791, 14.8237166 51.0498897, 14.823597 51.0499838, 14.823183 51.0502851, 14.8228408 51.0504925, 14.8228047 51.0505144, 14.8223313 51.0507539, 14.8211941 51.0514836, 14.8211579 51.0515067, 14.8209623 51.0515982, 14.82062 51.051711, 14.8203304 51.051727)",,
181577565,S 129,Bautzener Straße,secondary,50,False,False,101.756,,"LINESTRING (14.8237701 51.0497791, 14.824178 51.0494907, 14.8247346 51.0490937)",2,
151553836,S 129,Bautzener Straße,secondary,50,False,True,28.061,,"LINESTRING (14.8203304 51.051727, 14.820056 51.0519112)",2,
132710083,,Bautzener Straße,residential,,False,True,331.301,,"LINESTRING (14.8203304 51.051727, 14.82062 51.051711, 14.8209623 51.0515982, 14.8211579 51.0515067, 14.8211941 51.0514836, 14.8223313 51.0507539, 14.8228047 51.0505144, 14.8228408 51.0504925, 14.823183 51.0502851, 14.823597 51.0499838, 14.8237166 51.0498897, 14.8237701 51.0497791)",,
177144671,S 129,Bautzener Straße,secondary,50,False,False,72.331,,"LINESTRING (14.8203304 51.051727, 14.8208516 51.0513259, 14.8209822 51.0512218)",2,
151553836,S 129,Bautzener Straße,secondary,50,False,False,28.061,,"LINESTRING (14.820056 51.0519112, 14.8203304 51.051727)",2,
"[108047932, 171566669, 108047935]",,"['Wiesenweg', 'Schulstraße']","['residential', 'living_street']",10,False,True,603.6500000000001,,"LINESTRING (14.820056 51.0519112, 14.8204602 51.0522348, 14.820647 51.0522988, 14.8208417 51.0523239, 14.8215155 51.0523806, 14.8215989 51.0523748, 14.8217169 51.0523492, 14.8223116 51.0521458, 14.823257 51.0518895, 14.8238096 51.0516362, 14.8245664 51.0511409, 14.8259828 51.050174, 14.8261527 51.0500721, 14.8263834 51.0499666, 14.8265079 51.0498468, 14.8267706 51.0496923)",1,
451543448,,Ernst-Thälmann-Straße,residential,,False,False,40.066,,"LINESTRING (14.8293811 51.0481109, 14.8291593 51.0483536, 14.8291096 51.0484277)",,
451543452,S 128,Görlitzer Straße,secondary,30,False,False,120.757,,"LINESTRING (14.8293811 51.0481109, 14.8289277 51.0479121, 14.8288088 51.047885, 14.8279361 51.04752)",2,
"[151553838, 561885118]",S 128,Görlitzer Straße,secondary,30,False,True,162.991,,"LINESTRING (14.8293811 51.0481109, 14.8299091 51.0483281, 14.8300686 51.0483937, 14.8310317 51.0488249, 14.8312986 51.0489444)",,
240015267,,Am Kirchwehr,residential,,False,True,163.478,,"LINESTRING (14.8246927 51.0472624, 14.8243971 51.0473479, 14.8237644 51.0474423, 14.8233933 51.0474126, 14.8224875 51.0471633)",,
451543448,,Ernst-Thälmann-Straße,residential,,False,False,28.431,,"LINESTRING (14.8291096 51.0484277, 14.828876 51.048637)",,
260758401,,Ernst-Thälmann-Straße,residential,,False,False,114.466,,"LINESTRING (14.8291096 51.0484277, 14.829295 51.0485025, 14.8294357 51.0485977, 14.8295528 51.0487399, 14.8295434 51.0487801, 14.8294458 51.0491448, 14.8294612 51.0492445, 14.8294581 51.0493347)",,
451543448,,Ernst-Thälmann-Straße,residential,,False,True,40.066,,"LINESTRING (14.8291096 51.0484277, 14.8291593 51.0483536, 14.8293811 51.0481109)",,
260758401,,Ernst-Thälmann-Straße,residential,,False,True,114.466,,"LINESTRING (14.8294581 51.0493347, 14.8294612 51.0492445, 14.8294458 51.0491448, 14.8295434 51.0487801, 14.8295528 51.0487399, 14.8294357 51.0485977, 14.829295 51.0485025, 14.8291096 51.0484277)",,
561885117,,Schulstraße,residential,,False,True,101.39200000000001,,"LINESTRING (14.8286391 51.049858, 14.8285003 51.0497679, 14.8282584 51.0496186, 14.8280869 51.0495909, 14.8275712 51.0495293, 14.8273767 51.0494796)",,
43867518,,Troggasse,residential,,False,False,42.416,,"LINESTRING (14.8269238 51.0486204, 14.8274314 51.0488294)",,
43867518,,Troggasse,residential,,False,True,83.702,,"LINESTRING (14.8269238 51.0486204, 14.8264653 51.0484297, 14.8259723 51.0481657)",,
260770611,,,residential,,False,True,79.934,,"LINESTRING (14.8269238 51.0486204, 14.8266542 51.0488385, 14.8264808 51.0489788, 14.8265097 51.0491392, 14.8264177 51.0492251)",,
260770611,,,residential,,False,False,79.934,,"LINESTRING (14.8264177 51.0492251, 14.8265097 51.0491392, 14.8264808 51.0489788, 14.8266542 51.0488385, 14.8269238 51.0486204)",,
28477026,,Sandmühlplatz,unclassified,,False,False,13.114,,"LINESTRING (14.8313606 51.0491812, 14.831249 51.049276)",,
28477026,,Sandmühlplatz,unclassified,,False,True,6.339,,"LINESTRING (14.8313606 51.0491812, 14.8314146 51.0491354)",,
494253155,,Sandmühlplatz,unclassified,,False,False,34.618,,"LINESTRING (14.8313606 51.0491812, 14.8311887 51.0491163, 14.8312585 51.0490053, 14.8312986 51.0489444)",,
961905665,S 128,Görlitzer Straße,secondary,,False,True,11.29,,"LINESTRING (14.8312986 51.0489444, 14.8314421 51.048991)",,
"[561885118, 151553838]",S 128,Görlitzer Straße,secondary,30,False,False,162.991,,"LINESTRING (14.8312986 51.0489444, 14.8310317 51.0488249, 14.8300686 51.0483937, 14.8299091 51.0483281, 14.8293811 51.0481109)",,
494253155,,Sandmühlplatz,unclassified,,False,True,34.617999999999995,,"LINESTRING (14.8312986 51.0489444, 14.8312585 51.0490053, 14.8311887 51.0491163, 14.8313606 51.0491812)",,
108047944,,Am Pließnitztal,residential,,False,True,73.37100000000001,,"LINESTRING (14.8203742 51.0462789, 14.820407 51.0463121, 14.8205373 51.04642, 14.8207072 51.046544, 14.8208428 51.0466025, 14.8210081 51.0467944)",,
"[930325688, 930325689, 930325687]",,,residential,,False,"[False, True]",32.547,yes,"LINESTRING (14.8203742 51.0462789, 14.8205235 51.0462191, 14.820736 51.0461368, 14.8207709 51.0461259)",,
"[108047928, 108047960]",K 8613,Herrnhuter Straße,tertiary,,False,True,138.657,,"LINESTRING (14.8207709 51.0461259, 14.8211314 51.0464989, 14.8213128 51.0466124, 14.8218537 51.0468784, 14.8221502 51.0469912)",,
"[930325688, 930325689, 930325687]",,,residential,,False,"[False, True]",32.547,yes,"LINESTRING (14.8207709 51.0461259, 14.820736 51.0461368, 14.8205235 51.0462191, 14.8203742 51.0462789)",,
