osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,access,tunnel,junction,width
"[1236973402, 822917651, 1001034540]",False,Wallstadter Straße,tertiary,True,77.645,"LINESTRING (8.6064594 49.4742866, 8.606344 49.474493, 8.6062562 49.4746615, 8.6061905 49.4748587, 8.6061831 49.4749576)",L 597,30,"['2', '3']",,,,
27995537,False,Wormser Straße,residential,False,72.9,"LINESTRING (8.6076057 49.4745553, 8.6075878 49.4752108)",,30,,yes,,,
66097902,True,Neue Anlage,residential,False,82.362,"LINESTRING (8.6076057 49.4745553, 8.6087455 49.4745657)",,30,,,,,
"[174958408, 28529026, 181567326]",False,Wormser Straße,"['living_street', 'residential']","[False, True]",112.806,"LINESTRING (8.6076057 49.4745553, 8.6076138 49.4744654, 8.6076145 49.4743975, 8.6076535 49.4742452, 8.6079636 49.4735726)",,,,yes,building_passage,,
4288003,True,Marktplatz,living_street,False,41.44,"LINESTRING (8.6107025 49.4720906, 8.6105631 49.4724521)",,,,,,,
216407216,False,Kirchenstraße,living_street,False,90.20400000000001,"LINESTRING (8.6107025 49.4720906, 8.6107054 49.4720566, 8.610721 49.4718767, 8.6106767 49.4715897, 8.6106371 49.4714912, 8.6105626 49.4712902)",,,,,,,
28499493,False,Neugasse,living_street,False,32.929,"LINESTRING (8.6101254 49.4709321, 8.610089 49.4709985, 8.6099012 49.4711883)",,,,,,,
171661574,False,Heidelberger Straße,living_street,True,50.16,"LINESTRING (8.6101254 49.4709321, 8.6101596 49.4708698, 8.6102353 49.4707566, 8.6104243 49.4705257)",,,,,,,
216407216,False,Kirchenstraße,living_street,True,51.521,"LINESTRING (8.6101254 49.4709321, 8.6102051 49.4709585, 8.6103231 49.4710578, 8.6104333 49.4711602, 8.6105626 49.4712902)",,,,,,,
26514621,False,,residential,True,17.083,"LINESTRING (8.6062178 49.4681343, 8.606446 49.4680942)",,30,,,,,
"[236106489, 236106490, 236106491, 288096388]",False,Neckarstraße,tertiary,False,237.35299999999998,"LINESTRING (8.6062178 49.4681343, 8.6062188 49.46824, 8.6062944 49.4686484, 8.606358 49.469027, 8.6063674 49.46908, 8.6064944 49.4698232, 8.6065333 49.4700456, 8.6065652 49.4702563)",L 597,30,2,,,,
162236016,False,Eintrachtgasse,living_street,True,118.897,"LINESTRING (8.6105626 49.4712902, 8.6106263 49.4712545, 8.6108361 49.4710863, 8.6110255 49.4709041, 8.6110434 49.4708494, 8.6110054 49.4708031, 8.610886 49.4707286, 8.6107467 49.4706637, 8.6104243 49.4705257)",,,,,,,
216407216,False,Kirchenstraße,living_street,False,51.521,"LINESTRING (8.6105626 49.4712902, 8.6104333 49.4711602, 8.6103231 49.4710578, 8.6102051 49.4709585, 8.6101254 49.4709321)",,,,,,,
216407216,False,Kirchenstraße,living_street,True,90.20400000000001,"LINESTRING (8.6105626 49.4712902, 8.6106371 49.4714912, 8.6106767 49.4715897, 8.610721 49.4718767, 8.6107054 49.4720566, 8.6107025 49.4720906)",,,,,,,
26514621,False,,residential,False,17.083,"LINESTRING (8.606446 49.4680942, 8.6062178 49.4681343)",,30,,,,,
70880614,False,Goethestraße,residential,False,125.026,"LINESTRING (8.606446 49.4680942, 8.6066768 49.4680694, 8.6073163 49.4680385, 8.6081694 49.4680752)",,30,,,,,
38077076,False,Trajanstraße,residential,False,125.378,"LINESTRING (8.6139142 49.4724275, 8.6138938 49.4722638, 8.6138907 49.4719656, 8.6140146 49.4713707, 8.614028 49.4713065)",,30,,,,,
"[1189305984, 38077076]",False,Trajanstraße,residential,True,36.35,"LINESTRING (8.6139142 49.4724275, 8.6139482 49.472495, 8.6140519 49.4725871, 8.6141153 49.4726433, 8.6141926 49.472695)",,30,3,,,,
366798611,False,,living_street,True,169.18399999999997,"LINESTRING (8.6139142 49.4724275, 8.6140219 49.4724194, 8.614251 49.4724039, 8.6147242 49.4723304, 8.6148879 49.4722794, 8.6151132 49.472133, 8.6152769 49.4720724, 8.6157941 49.4720405, 8.6161016 49.4720283)",,,1,,,,
643125054,True,Weinheimer Straße,tertiary,False,13.392999999999999,"LINESTRING (8.6175448 49.4768537, 8.617485 49.476864, 8.6174233 49.4768623, 8.6173651 49.4768489)",K 4238,50,1,,,roundabout,
233403861,False,Wallstadter Straße,tertiary,False,8.676,"LINESTRING (8.6062855 49.4753136, 8.6062583 49.4752376)",L 597,50,2,,,,
162235990,False,Schwarzkreuzstraße,residential,False,15.377,"LINESTRING (8.6105362 49.4750238, 8.6106175 49.4751516)",,30,,,,,
1113250038,False,Luisenstraße,residential,True,142.371,"LINESTRING (8.6105362 49.4750238, 8.6123754 49.4745643)",,30,2,,,,
1113250038,False,Luisenstraße,residential,False,58.817,"LINESTRING (8.6105362 49.4750238, 8.6100018 49.4751547, 8.6098652 49.4751841, 8.6097698 49.4752014)",,30,2,,,,
38077076,False,Trajanstraße,residential,True,141.616,"LINESTRING (8.6125366 49.4683356, 8.6129086 49.468569, 8.6132176 49.4687831, 8.6134117 49.4689499, 8.6134994 49.4690253, 8.6137904 49.4693083)",,30,,,,,
897925810,False,Heidelberger Straße,residential,True,119.20599999999999,"LINESTRING (8.6125366 49.4683356, 8.612399 49.4684544, 8.6119906 49.4688496, 8.61168 49.4691541, 8.6116359 49.4692066, 8.6116194 49.469226)",,30,,,,,
171661572,False,Heidelberger Straße,living_street,True,6.941,"LINESTRING (8.6108965 49.4699879, 8.610947 49.4699348)",,,1,,,,
28562256,False,Realschulstraße,living_street,False,94.221,"LINESTRING (8.6108965 49.4699879, 8.609995 49.4696782, 8.6097412 49.4695951)",,,,,,,
171661574,False,Heidelberger Straße,living_street,False,68.858,"LINESTRING (8.6108965 49.4699879, 8.6105856 49.470333, 8.6104243 49.4705257)",,,,,,,
162236016,False,Eintrachtgasse,living_street,False,118.897,"LINESTRING (8.6104243 49.4705257, 8.6107467 49.4706637, 8.610886 49.4707286, 8.6110054 49.4708031, 8.6110434 49.4708494, 8.6110255 49.4709041, 8.6108361 49.4710863, 8.6106263 49.4712545, 8.6105626 49.4712902)",,,,,,,
171661574,False,Heidelberger Straße,living_street,False,50.16,"LINESTRING (8.6104243 49.4705257, 8.6102353 49.4707566, 8.6101596 49.4708698, 8.6101254 49.4709321)",,,,,,,
171661574,False,Heidelberger Straße,living_street,True,68.858,"LINESTRING (8.6104243 49.4705257, 8.6105856 49.470333, 8.6108965 49.4699879)",,,,,,,
28529026,False,Wormser Straße,living_street,True,17.525,"LINESTRING (8.6079636 49.4735726, 8.6080622 49.4734286)",,,,,,,
"[174958408, 28529026, 181567326]",False,Wormser Straße,"['living_street', 'residential']","[False, True]",112.80599999999998,"LINESTRING (8.6079636 49.4735726, 8.6076535 49.4742452, 8.6076145 49.4743975, 8.6076138 49.4744654, 8.6076057 49.4745553)",,,,yes,building_passage,,
162235993,False,Rheingaustraße,living_street,True,74.066,"LINESTRING (8.6079636 49.4735726, 8.6086489 49.4737576, 8.6089102 49.4738282)",,,,,,,
28271838,False,Schmezerstraße,residential,False,42.712,"LINESTRING (8.6056714 49.4740176, 8.6057626 49.4738356, 8.6058113 49.4736455)",,30,,,,,
28271838,False,Schmezerstraße,residential,True,119.72099999999999,"LINESTRING (8.6056714 49.4740176, 8.6055615 49.4742474, 8.6055199 49.4743633, 8.6054688 49.4745364, 8.6054456 49.4746901, 8.6054501 49.4748378, 8.6054854 49.4749761, 8.6055532 49.4750641)",,30,,,,,
174535937,False,Jahnstraße,residential,False,88.04599999999999,"LINESTRING (8.6056714 49.4740176, 8.6054724 49.4739571, 8.6047375 49.4737731, 8.6045303 49.4737462)",,30,,,,,
174535937,False,Jahnstraße,residential,True,64.325,"LINESTRING (8.6056714 49.4740176, 8.6063116 49.4742315, 8.6064594 49.4742866)",,30,,,,,
28254192,False,Scheffelstraße,residential,False,101.434,"LINESTRING (8.6045303 49.4737462, 8.6045362 49.4730145, 8.6045377 49.472834)",,30,,,,,
28254192,False,Scheffelstraße,residential,True,130.092,"LINESTRING (8.6045303 49.4737462, 8.6045288 49.473862, 8.6045154 49.4749161)",,30,,,,,
174535937,False,Jahnstraße,residential,True,88.04599999999999,"LINESTRING (8.6045303 49.4737462, 8.6047375 49.4737731, 8.6054724 49.4739571, 8.6056714 49.4740176)",,30,,,,,
28371921,False,Heinrich-Heine-Straße,residential,False,52.563,"LINESTRING (8.6037968 49.4749898, 8.6045154 49.4749161)",,30,,,,,
"[162236027, 599545563]",False,"['Uhlandstraße', 'Am Bahndamm']",residential,"[False, True]",81.074,"LINESTRING (8.6037968 49.4749898, 8.6041824 49.4754167, 8.6045111 49.4753208)",,30,,,,,
217435178,False,Dreckgasse,living_street,False,33.438,"LINESTRING (8.6091128 49.4713657, 8.6094859 49.4715436)",,,,,,,
238908783,True,Hauptstraße,living_street,False,17.52,"LINESTRING (8.6086917 49.4716094, 8.6085425 49.4714852)",,,,yes,,,
28477789,False,Brauergasse,living_street,True,54.008,"LINESTRING (8.6086917 49.4716094, 8.608827 49.4716014, 8.6094236 49.4716888)",,,,,,,
216407218,False,Marktplatz,living_street,True,27.698,"LINESTRING (8.6116017 49.4721369, 8.6115042 49.4721789, 8.6112592 49.4722468)",,,,,,,
"[1189305985, 174958383]",True,Feuerleitergasse,living_street,False,136.047,"LINESTRING (8.6116017 49.4721369, 8.611868 49.4717984, 8.6119448 49.4717049, 8.6122848 49.4714141, 8.6123763 49.4712242, 8.612457 49.4710592)",,,,,,,
"[28208564, 166615191]",False,"['Am Neckardamm', 'Scheffelstraße']",residential,True,185.149,"LINESTRING (8.6047769 49.4702877, 8.6046831 49.4703267, 8.6045769 49.4703852, 8.604482 49.4704403, 8.604454 49.4704628, 8.6043119 49.4705768, 8.604176 49.4707066, 8.6040408 49.4708393, 8.604131 49.4709447, 8.6043513 49.4716733, 8.6043705 49.4717367)",,30,,,,,
162235968,True,Bordhofstraße,residential,False,22.839,"LINESTRING (8.6065652 49.4702563, 8.6068777 49.4702255)",,30,1,,,,
"[171087688, 162235982]",False,Dr.-Carl-Benz-Platz,tertiary,False,88.52799999999999,"LINESTRING (8.6065652 49.4702563, 8.6066266 49.4704882, 8.6066544 49.4705832, 8.6067411 49.4708672, 8.6067997 49.4710376)",L 597,30,2,,,,
"[236106489, 236106490, 236106491, 288096388]",False,Neckarstraße,tertiary,True,237.35299999999998,"LINESTRING (8.6065652 49.4702563, 8.6065333 49.4700456, 8.6064944 49.4698232, 8.6063674 49.46908, 8.606358 49.469027, 8.6062944 49.4686484, 8.6062188 49.46824, 8.6062178 49.4681343)",L 597,30,2,,,,
162235990,False,Schwarzkreuzstraße,residential,True,15.377,"LINESTRING (8.6106175 49.4751516, 8.6105362 49.4750238)",,30,,,,,
27995534,False,Sandgewannstraße,residential,False,64.277,"LINESTRING (8.6106175 49.4751516, 8.6106189 49.4752527, 8.6104995 49.4757233)",,30,,,,,
162235990,False,Schwarzkreuzstraße,residential,False,121.365,"LINESTRING (8.6106175 49.4751516, 8.6119737 49.4750787, 8.6122926 49.4750776)",,30,,,,,
1113250038,False,Luisenstraße,residential,False,142.371,"LINESTRING (8.6123754 49.4745643, 8.6105362 49.4750238)",,30,2,,,,
27995817,False,Kurzgewannstraße,residential,True,57.403999999999996,"LINESTRING (8.6123754 49.4745643, 8.6123666 49.4746635, 8.6122926 49.4750776)",,30,,,,,
174651874,False,Schulstraße,residential,True,67.512,"LINESTRING (8.6123754 49.4745643, 8.6123617 49.4745142, 8.6120601 49.4739936)",,30,,,,,
1113250038,False,Luisenstraße,residential,True,110.847,"LINESTRING (8.6123754 49.4745643, 8.6124777 49.4745424, 8.613686 49.4742399, 8.6138075 49.4742071)",,30,2,,,,
27995534,False,Sandgewannstraße,residential,False,20.319,"LINESTRING (8.6103016 49.4765402, 8.6102588 49.4767208)",,30,,,,,
27995534,False,Sandgewannstraße,residential,True,91.954,"LINESTRING (8.6103016 49.4765402, 8.6104995 49.4757233)",,30,,,,,
162247324,False,Schwedenweg,residential,False,57.058,"LINESTRING (8.6103016 49.4765402, 8.6110809 49.4766233)",,30,,,,,
162247324,False,Schwedenweg,residential,True,55.305,"LINESTRING (8.6103016 49.4765402, 8.6095366 49.4765228)",,30,,,,,
27995533,False,Schwedenweg,residential,False,76.167,"LINESTRING (8.6095366 49.4765228, 8.6084878 49.4764535)",,30,,,,,
162247324,False,Schwedenweg,residential,False,55.305,"LINESTRING (8.6095366 49.4765228, 8.6103016 49.4765402)",,30,,,,,
42806162,False,Zehntstraße,residential,True,147.984,"LINESTRING (8.6095366 49.4765228, 8.6097697 49.4753133, 8.6097698 49.4752014)",,30,,,,,
166612609,True,Zehntstraße,residential,False,69.833,"LINESTRING (8.6097698 49.4752014, 8.6097784 49.4745734)",,30,,,,,
209848560,False,Schwarzkreuzstraße,residential,True,72.832,"LINESTRING (8.6097698 49.4752014, 8.6087618 49.4752058)",,30,2,,,,
42806162,False,Zehntstraße,residential,False,147.984,"LINESTRING (8.6097698 49.4752014, 8.6097697 49.4753133, 8.6095366 49.4765228)",,30,,,,,
1113250038,False,Luisenstraße,residential,True,58.81700000000001,"LINESTRING (8.6097698 49.4752014, 8.6098652 49.4751841, 8.6100018 49.4751547, 8.6105362 49.4750238)",,30,2,,,,
385667295,False,Bordhofstraße,residential,False,20.831,"LINESTRING (8.6068777 49.4702255, 8.6071618 49.4702573)",,30,1,,,,
26514605,True,Seilergraben,residential,False,71.666,"LINESTRING (8.6068777 49.4702255, 8.6068804 49.4700341, 8.6067782 49.4695859)",,30,1,,,,
366798611,False,,living_street,False,169.184,"LINESTRING (8.6161016 49.4720283, 8.6157941 49.4720405, 8.6152769 49.4720724, 8.6151132 49.472133, 8.6148879 49.4722794, 8.6147242 49.4723304, 8.614251 49.4724039, 8.6140219 49.4724194, 8.6139142 49.4724275)",,,1,,,,
"[1236974706, 37740315]",False,Hauptstraße,living_street,True,68.18,"LINESTRING (8.6137799 49.4729504, 8.613738 49.4729417, 8.6133707 49.4728938, 8.6132799 49.4728755, 8.6128694 49.4727925)",,,,,,,
37740315,False,Hauptstraße,living_street,False,21.507,"LINESTRING (8.612298 49.4726769, 8.6123973 49.4726984, 8.6125804 49.472738)",,,,,,,
"[37740315, 691084302]",False,Hauptstraße,living_street,True,46.309,"LINESTRING (8.612298 49.4726769, 8.611809 49.4725828, 8.6116855 49.4725546)",,,,,,,
"[366798608, 162235986]",False,Nadlerstraße,living_street,False,82.039,"LINESTRING (8.612298 49.4726769, 8.6124427 49.4722147, 8.6125604 49.4719598)",,,,yes,,,
436850237,False,Hauptstraße,living_street,False,12.366,"LINESTRING (8.6105631 49.4724521, 8.610483 49.4724705, 8.6104166 49.4725062)",,,,,,,
27993083,False,Adam-Herdt-Straße,living_street,False,11.313,"LINESTRING (8.6174626 49.4729937, 8.6173243 49.4730414)",,,,,,,
27993083,False,Adam-Herdt-Straße,living_street,True,86.405,"LINESTRING (8.6174626 49.4729937, 8.6174733 49.4728876, 8.6173131 49.472225)",,,,,,,
27993083,False,Adam-Herdt-Straße,living_street,False,27.594,"LINESTRING (8.6165783 49.4731504, 8.6164691 49.4729126)",,,,,,,
27993083,False,Adam-Herdt-Straße,living_street,True,55.248,"LINESTRING (8.6165783 49.4731504, 8.6173243 49.4730414)",,,,,,,
27993085,False,Karl-Schlegel-Weg,living_street,False,24.046,"LINESTRING (8.6165783 49.4731504, 8.6166751 49.4733573)",,,,,,,
38555363,False,Brenngässel,living_street,True,86.823,"LINESTRING (8.6165783 49.4731504, 8.6165203 49.4731559, 8.6156619 49.4732453, 8.6153917 49.4732735)",,,,,,,
27993083,False,Adam-Herdt-Straße,living_street,True,27.594,"LINESTRING (8.6164691 49.4729126, 8.6165783 49.4731504)",,,,,,,
166612595,False,Preysingstraße,residential,True,71.186,"LINESTRING (8.6087618 49.4752058, 8.6087455 49.4745657)",,30,,,,,
209848560,False,Schwarzkreuzstraße,residential,False,72.832,"LINESTRING (8.6087618 49.4752058, 8.6097698 49.4752014)",,30,2,,,,
166612596,True,Preysingstraße,residential,False,140.185,"LINESTRING (8.6087618 49.4752058, 8.6087617 49.4752424, 8.6084878 49.4764535)",,30,,,,,
209848560,False,Schwarzkreuzstraße,residential,True,84.82700000000001,"LINESTRING (8.6087618 49.4752058, 8.6082213 49.4752076, 8.6076708 49.47521, 8.6075878 49.4752108)",,30,2,,,,
27995534,False,Sandgewannstraße,residential,False,91.954,"LINESTRING (8.6104995 49.4757233, 8.6103016 49.4765402)",,30,,,,,
162247318,False,Keltenweg,residential,False,57.407,"LINESTRING (8.6104995 49.4757233, 8.6112845 49.4758031)",,30,,,,,
27995534,False,Sandgewannstraße,residential,True,64.277,"LINESTRING (8.6104995 49.4757233, 8.6106189 49.4752527, 8.6106175 49.4751516)",,30,,,,,
27995534,False,Sandgewannstraße,residential,True,20.319,"LINESTRING (8.6102588 49.4767208, 8.6103016 49.4765402)",,30,,,,,
27995535,False,Suebenplatz,residential,False,56.966,"LINESTRING (8.6102588 49.4767208, 8.6110397 49.4767916)",,30,,,,,
27995535,False,Suebenplatz,residential,True,56.966,"LINESTRING (8.6110397 49.4767916, 8.6102588 49.4767208)",,30,,,,,
162247305,False,Frankenweg,residential,False,18.949,"LINESTRING (8.6110397 49.4767916, 8.6110809 49.4766233)",,30,,,,,
27995537,False,Wormser Straße,residential,True,72.9,"LINESTRING (8.6075878 49.4752108, 8.6076057 49.4745553)",,30,,yes,,,
209848560,False,Schwarzkreuzstraße,residential,False,84.827,"LINESTRING (8.6075878 49.4752108, 8.6076708 49.47521, 8.6082213 49.4752076, 8.6087618 49.4752058)",,30,2,,,,
"[209848560, 1236973400]",False,Schwarzkreuzstraße,residential,"[False, True]",66.918,"LINESTRING (8.6075878 49.4752108, 8.6068064 49.4752146, 8.6067722 49.4752148, 8.6067181 49.4752165, 8.6066618 49.4752187)",,30,2,,,,
306222686,False,Weinheimer Straße,tertiary,True,24.29,"LINESTRING (8.6143103 49.4743085, 8.6144893 49.4744934)",K 4238,50,2,,,,
52944059,True,Vorderer Rindweg,residential,False,29.839000000000002,"LINESTRING (8.6143103 49.4743085, 8.6144852 49.4743366, 8.6145873 49.4743538, 8.6147121 49.4743702)",,30,1,,,,
306222685,False,Weinheimer Straße,tertiary,False,22.347,"LINESTRING (8.6143103 49.4743085, 8.6142229 49.4742169, 8.6141553 49.4741347)",K 4238,50,2,,,,
28254192,False,Scheffelstraße,residential,True,122.61999999999999,"LINESTRING (8.6043705 49.4717367, 8.6043823 49.4717983, 8.6043906 49.4718419, 8.6044107 49.4719474, 8.6045089 49.4726326, 8.6045377 49.472834)",,30,,,,,
28254203,False,Bahnhofstraße,tertiary,False,192.25400000000002,"LINESTRING (8.6043705 49.4717367, 8.6046125 49.4716643, 8.6056303 49.4713597, 8.6061951 49.4711907, 8.606621 49.4710632, 8.6066811 49.4710546, 8.6067997 49.4710376)",,30,,,,,
"[28208564, 166615191]",False,"['Am Neckardamm', 'Scheffelstraße']",residential,False,185.14899999999997,"LINESTRING (8.6043705 49.4717367, 8.6043513 49.4716733, 8.604131 49.4709447, 8.6040408 49.4708393, 8.604176 49.4707066, 8.6043119 49.4705768, 8.604454 49.4704628, 8.604482 49.4704403, 8.6045769 49.4703852, 8.6046831 49.4703267, 8.6047769 49.4702877)",,30,,,,,
28254192,False,Scheffelstraße,residential,True,45.002,"LINESTRING (8.6045154 49.4749161, 8.6045111 49.4753208)",,30,,,,,
28371921,False,Heinrich-Heine-Straße,residential,True,52.563,"LINESTRING (8.6045154 49.4749161, 8.6037968 49.4749898)",,30,,,,,
28254192,False,Scheffelstraße,residential,False,130.092,"LINESTRING (8.6045154 49.4749161, 8.6045288 49.473862, 8.6045303 49.4737462)",,30,,,,,
28254192,False,Scheffelstraße,residential,False,45.002,"LINESTRING (8.6045111 49.4753208, 8.6045154 49.4749161)",,30,,,,,
162236027,False,Uhlandstraße,residential,False,83.323,"LINESTRING (8.6045111 49.4753208, 8.604984 49.4752975, 8.6051718 49.4752498, 8.6053786 49.4751599, 8.6055532 49.4750641)",,30,,,,,
"[162236027, 599545563]",False,"['Uhlandstraße', 'Am Bahndamm']",residential,"[False, True]",81.074,"LINESTRING (8.6045111 49.4753208, 8.6041824 49.4754167, 8.6037968 49.4749898)",,30,,,,,
66097902,True,Neue Anlage,residential,False,133.257,"LINESTRING (8.6120601 49.4739936, 8.6124963 49.473884, 8.6127495 49.4738205, 8.6130002 49.4737575, 8.6132545 49.4736936, 8.613503 49.4736308, 8.6137801 49.4735611)",,30,,,,,
174651874,False,Schulstraße,residential,False,67.512,"LINESTRING (8.6120601 49.4739936, 8.6123617 49.4745142, 8.6123754 49.4745643)",,30,,,,,
"[174958392, 28254194, 691084301]",False,Schulstraße,"['residential', 'living_street']",True,165.07,"LINESTRING (8.6120601 49.4739936, 8.6120009 49.4738965, 8.6119206 49.4737679, 8.6118542 49.4736611, 8.61174 49.4734392, 8.6117031 49.473323, 8.6116877 49.473255, 8.6116467 49.4729378, 8.6116375 49.4727403, 8.6116542 49.4726332, 8.6116855 49.4725546)",,"['7', '30']",,,,,
52944059,True,Vorderer Rindweg,residential,False,11.826,"LINESTRING (8.6147121 49.4743702, 8.61487 49.4743422)",,30,1,,,,
133677739,True,Vorderer Rindweg,residential,False,33.316,"LINESTRING (8.61487 49.4743422, 8.614673 49.4744905, 8.6145525 49.4745585)",,30,1,,,,
540139680,False,Vorderer Rindweg,residential,False,34.394999999999996,"LINESTRING (8.61487 49.4743422, 8.6150287 49.4742866, 8.6151284 49.4742665, 8.615317 49.4742455)",,30,,,,,
28271837,False,Friedrich-Ebert-Straße,residential,False,86.021,"LINESTRING (8.605689 49.4727522, 8.6068715 49.4726626)",,30,,,,,
28271837,False,Friedrich-Ebert-Straße,residential,True,83.684,"LINESTRING (8.605689 49.4727522, 8.6045377 49.472834)",,30,,,,,
28271838,False,Schmezerstraße,residential,True,99.948,"LINESTRING (8.605689 49.4727522, 8.6058121 49.4734148, 8.6058259 49.4735413, 8.6058113 49.4736455)",,30,,,,,
"[599592313, 599647628]",False,Schmezerstraße,residential,False,105.289,"LINESTRING (8.605689 49.4727522, 8.6055612 49.4720156, 8.6052459 49.4720329)",,30,,,,,
28352197,False,Langgewannstraße,residential,False,46.78,"LINESTRING (8.6155872 49.4755459, 8.615518 49.4755732, 8.6154833 49.4755843, 8.6150096 49.4757356)",,30,,,,,
175425172,False,Weinheimer Straße,tertiary,True,153.75300000000001,"LINESTRING (8.6155872 49.4755459, 8.6158006 49.4756921, 8.6162154 49.4759769, 8.6165234 49.4761957, 8.6169515 49.4764793, 8.617059 49.4765442)",K 4238,50,2,,,,
553700021,False,Weinheimer Straße,tertiary,False,132.85700000000003,"LINESTRING (8.6155872 49.4755459, 8.6153137 49.4753025, 8.6148168 49.4748232, 8.6145525 49.4745585)",K 4238,50,2,,,,
28352197,False,Langgewannstraße,residential,True,16.153,"LINESTRING (8.6140666 49.4759286, 8.6142837 49.4758939)",,30,,,,,
704371688,False,Gänsäcker,living_street,False,58.342,"LINESTRING (8.6140666 49.4759286, 8.6141902 49.4764471)",,,,,,,
28352197,False,Langgewannstraße,residential,False,67.539,"LINESTRING (8.6140666 49.4759286, 8.6135985 49.475978, 8.6131954 49.4759967, 8.6131412 49.4760069)",,30,,,,,
28477789,False,Brauergasse,living_street,False,50.505,"LINESTRING (8.6100552 49.4718743, 8.6099721 49.4718328, 8.6098008 49.4717702, 8.6096562 49.4717352, 8.6095023 49.4717042, 8.6094236 49.4716888)",,,,,,,
