osmid,bridge,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,width
26284415,,False,,residential,30,True,165.493,"LINESTRING (7.9940133 50.9592368, 7.9938179 50.9590925, 7.992731 50.9583064, 7.9924904 50.9580998)",,Moltkestraße,5.7
233244620,,False,,residential,30,False,108.711,"LINESTRING (7.9940133 50.9592368, 7.9942143 50.9593791, 7.9943943 50.9595383, 7.9944394 50.9595999, 7.9947036 50.9599605, 7.9947948 50.9600735)",,Moltkestraße,5.5
36123142,,False,,residential,30,True,166.604,"LINESTRING (7.9931388 50.9577473, 7.99467 50.9588939)",,Im Plan,
233244622,,False,2,secondary,50,False,59.99,"LINESTRING (7.9931388 50.9577473, 7.9924904 50.9580998)",L 908,Siegener Straße,
"[28439601, 28439602, 159685338]",yes,False,"['2', '3']",secondary,50,True,80.72,"LINESTRING (7.9931388 50.9577473, 7.993351 50.9576403, 7.9935594 50.9575195, 7.99363 50.9574569, 7.9937673 50.9573055, 7.9938211 50.957185)",L 908,Siegener Straße,
133507166,,False,,residential,,False,68.686,"LINESTRING (7.9908292 50.9582497, 7.9910219 50.9586741, 7.9910702 50.9587155, 7.9911901 50.958815)",,Heugraben,
233244622,,False,2,secondary,50,True,35.727,"LINESTRING (7.9911901 50.958815, 7.9915809 50.9586085)",L 908,Siegener Straße,
133507166,,False,,residential,,True,68.686,"LINESTRING (7.9911901 50.958815, 7.9910702 50.9587155, 7.9910219 50.9586741, 7.9908292 50.9582497)",,Heugraben,
"[232321776, 232321773, 233244622]",,False,"['4', '2', '3']",secondary,50,False,156.474,"LINESTRING (7.9911901 50.958815, 7.9909034 50.9589794, 7.9908781 50.9589929, 7.9904649 50.9592176, 7.9904281 50.9592374, 7.9904013 50.9592518, 7.9898706 50.9595377, 7.9898347 50.9595571, 7.9897418 50.9596071, 7.9895017 50.9597364)",L 908,Siegener Straße,
"[329667564, 153750172]",,True,2,trunk_link,80,False,301.874,"LINESTRING (7.9877455 50.9586688, 7.98731 50.9591328, 7.9870493 50.9593458, 7.9868309 50.9595022, 7.985104 50.9608068)",,,
153750170,yes,True,1,trunk_link,50,False,39.255,"LINESTRING (7.985104 50.9608068, 7.9849438 50.9608673, 7.98477 50.9609106, 7.9845874 50.9609354)",,,
153750171,,True,1,trunk_link,50,False,35.498000000000005,"LINESTRING (7.985104 50.9608068, 7.9850995 50.9608937, 7.9851166 50.9609371, 7.9851732 50.9609854, 7.9853178 50.9610747)",,,
27290498,,False,,residential,30,False,84.05799999999999,"LINESTRING (7.994535 50.9557265, 7.9946655 50.9557588, 7.9950925 50.9558644, 7.995611 50.956056)",,Dr.-Erich-Moning-Straße,
"[780588883, 1077646123]",,False,"['2', '3']",secondary,50,False,169.72000000000003,"LINESTRING (7.994535 50.9557265, 7.9943302 50.9561364, 7.9942566 50.9562837, 7.9939109 50.9569842, 7.9938211 50.957185)",L 908,Siegener Straße,
27290498,,False,,residential,30,False,65.767,"LINESTRING (7.995611 50.956056, 7.9964075 50.9563692)",,Dr.-Erich-Moning-Straße,
26284417,,False,,residential,30,False,67.608,"LINESTRING (7.995611 50.956056, 7.9956971 50.9559474, 7.9960424 50.9555121)",,Stephanstraße,
27290498,,False,,residential,30,True,84.05799999999999,"LINESTRING (7.995611 50.956056, 7.9950925 50.9558644, 7.9946655 50.9557588, 7.994535 50.9557265)",,Dr.-Erich-Moning-Straße,
233219025,,False,3,secondary,50,False,26.605999999999998,"LINESTRING (7.988274 50.96147, 7.9882357 50.9615233, 7.9881174 50.961688)",L 908,Hagener Straße,
"[233219026, 35953316]",,False,"['4', '5']",secondary,50,True,84.481,"LINESTRING (7.988274 50.96147, 7.9883733 50.9613308, 7.9885234 50.9611191, 7.9885771 50.9610429, 7.9886667 50.9609008, 7.9887525 50.9607727)",L 908,Hagener Straße,
233219036,,True,1,primary_link,,False,41.022,"LINESTRING (7.988274 50.96147, 7.988285 50.9615374, 7.9883119 50.9616002, 7.9883512 50.9616617, 7.9885081 50.9617998)",,Marburger Straße,
"[10705300, 686153415]",,False,5,primary,40,True,43.725,"LINESTRING (7.9875504 50.9615234, 7.9879265 50.9616326, 7.9881174 50.961688)",B 517,Heesstraße,
"[147069131, 233219020]",yes,False,"['4', '5']",primary,40,False,164.683,"LINESTRING (7.9875504 50.9615234, 7.986865 50.961332, 7.9863287 50.9612217, 7.9853178 50.9610747)",B 517,Heesstraße,
233219022,,False,4,primary,50,False,30.054000000000002,"LINESTRING (7.9885081 50.9617998, 7.9882981 50.9617397, 7.9881174 50.961688)",B 508,Marburger Straße,
"[705945779, 705945780, 276199846, 233219023]",,False,"['4', '2', '3']",primary,50,True,587.4669999999999,"LINESTRING (7.9885081 50.9617998, 7.9887567 50.9618674, 7.9891851 50.9619767, 7.9897905 50.9621388, 7.9911819 50.9624925, 7.9916181 50.962549, 7.9920641 50.9625765, 7.9924597 50.9625824, 7.9927666 50.962563, 7.993104 50.9625306, 7.9933345 50.9625085, 7.9936554 50.9624556, 7.9939776 50.9623828, 7.9952144 50.9620299, 7.9956277 50.9619267, 7.9960319 50.9618448, 7.9962132 50.9618177, 7.9964444 50.9617832)",B 508,Marburger Straße,
