osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge
26006060,3,primary,50,,False,False,84.114,"LINESTRING (8.1508083 52.0440768, 8.1504152 52.04406, 8.1500592 52.044027, 8.1495887 52.0439833)",B 476,Westheider Weg,
"[1122298706, 23082315]",,primary,50,,False,False,124.607,"LINESTRING (8.1508083 52.0440768, 8.1510387 52.0440531, 8.1514535 52.0439555, 8.1517529 52.0438873, 8.1521674 52.0437857, 8.1523834 52.0437325, 8.1525169 52.043696)",B 476,Rothenfelder Straße,
"[23629130, 1122298707]",2,secondary,,,False,True,108.61000000000001,"LINESTRING (8.1508083 52.0440768, 8.1508425 52.0442514, 8.1508438 52.0443055, 8.1508103 52.044375, 8.1507669 52.0444435, 8.1506527 52.0445956, 8.1503446 52.0449852)",L 786,Rothenfelder Straße,
"[293245153, 1122299846, 29456815]",,residential,,,False,False,151.84900000000002,"LINESTRING (8.1554909 52.0428708, 8.1554579 52.0427358, 8.1554498 52.0426576, 8.155443 52.0425912, 8.1554322 52.0423724, 8.1554345 52.0423455, 8.1554673 52.041968, 8.1555148 52.0415086)",,Ravensberger Straße,
"[1227440211, 412421989]","['2', '3']",primary,50,,False,True,80.996,"LINESTRING (8.1554909 52.0428708, 8.1552686 52.042899, 8.1548888 52.0429661, 8.1546132 52.0430355, 8.1543744 52.0431052)",B 476,Rothenfelder Straße,
"[23082315, 159748316, 159748317, 128055958]",2,primary,50,,False,True,143.044,"LINESTRING (8.1543744 52.0431052, 8.1538454 52.0432721, 8.153791 52.0432898, 8.1535708 52.0433629, 8.1532983 52.0434534, 8.1530477 52.0435366, 8.1528625 52.0435945, 8.1525169 52.043696)",B 476,Rothenfelder Straße,yes
293243151,,residential,,,False,True,165.65699999999998,"LINESTRING (8.1543744 52.0431052, 8.1543468 52.0430705, 8.1533089 52.0417673)",,Gartenstraße,
"[1227440211, 412421989]","['2', '3']",primary,50,,False,False,80.996,"LINESTRING (8.1543744 52.0431052, 8.1546132 52.0430355, 8.1548888 52.0429661, 8.1552686 52.042899, 8.1554909 52.0428708)",B 476,Rothenfelder Straße,
37616864,,unclassified,,,False,False,191.28799999999995,"LINESTRING (8.1427752 52.04242, 8.1431448 52.0429521, 8.143303 52.0436777, 8.1433573 52.0439298, 8.1433193 52.0440833)",,Plaggenwiese,
743705306,2,tertiary,,,False,False,106.638,"LINESTRING (8.1427752 52.04242, 8.1432072 52.0421587, 8.1436765 52.0418994, 8.1437708 52.0418578, 8.1439569 52.0418029)",K 51,Knetterhauser Straße,
"[412423067, 128055966, 1122297935]","['2', '3']",primary,50,,False,False,334.17699999999996,"LINESTRING (8.1439569 52.0418029, 8.1437862 52.0415156, 8.1436541 52.041274, 8.1433183 52.0406925, 8.1430617 52.0402628, 8.1429818 52.040129, 8.1429481 52.0400755, 8.1427695 52.039767, 8.1426953 52.0396429, 8.1425513 52.0394023, 8.1424613 52.0392438, 8.1424186 52.0390926, 8.1424333 52.0389606)",B 476,Westheider Weg,
"[412423068, 29456286]",2,primary,50,,False,True,253.904,"LINESTRING (8.1439569 52.0418029, 8.1443104 52.0423285, 8.1444486 52.0425219, 8.1444872 52.0425705, 8.1445257 52.0426092, 8.1445907 52.0426651, 8.144661 52.042716, 8.1447709 52.0427825, 8.1448862 52.0428424, 8.1450014 52.0429019, 8.145106 52.0429515, 8.1452239 52.0430011, 8.1452869 52.0430242, 8.1453249 52.0430355, 8.1453622 52.0430461, 8.1456862 52.043139, 8.1464415 52.0433316)",B 476,Westheider Weg,
743705306,2,tertiary,,,False,True,106.638,"LINESTRING (8.1439569 52.0418029, 8.1437708 52.0418578, 8.1436765 52.0418994, 8.1432072 52.0421587, 8.1427752 52.04242)",K 51,Knetterhauser Straße,
"[23629130, 1122298707]",2,secondary,,,False,False,108.60999999999999,"LINESTRING (8.1503446 52.0449852, 8.1506527 52.0445956, 8.1507669 52.0444435, 8.1508103 52.044375, 8.1508438 52.0443055, 8.1508425 52.0442514, 8.1508083 52.0440768)",L 786,Rothenfelder Straße,
29456210,,unclassified,,,False,False,97.848,"LINESTRING (8.147351 52.0451664, 8.1470612 52.0446561, 8.1468886 52.0443337)",,Nordfeldstraße,
29456242,1,primary,,roundabout,True,False,21.886999999999997,"LINESTRING (8.1467389 52.0432635, 8.1467906 52.0432867, 8.1468287 52.0433183, 8.14685 52.0433555, 8.1468524 52.0433948, 8.1468357 52.0434328)",,,
206714134,,residential,,,False,True,87.36699999999999,"LINESTRING (8.1467389 52.0432635, 8.1469501 52.0429792, 8.147243 52.0425417)",,Brüggenkamp,
"[129464201, 29456290]",,residential,,,False,False,92.606,"LINESTRING (8.1479412 52.039354, 8.1479227 52.0394324, 8.1476699 52.0399073, 8.1475306 52.0401463)",,Brüggenkamp,
"[159748313, 129464210]",,tertiary,,,False,False,65.749,"LINESTRING (8.1479412 52.039354, 8.148747 52.0394134, 8.1488967 52.0394128)",,Münsterstraße,yes
1069440250,2,tertiary,,,False,True,42.465,"LINESTRING (8.1479412 52.039354, 8.1476116 52.0393301, 8.1474395 52.0393171, 8.1473248 52.0393084)",,Münsterstraße,
29456824,,residential,,,False,True,216.156,"LINESTRING (8.147243 52.0425417, 8.1482422 52.0426999, 8.1487709 52.0428141, 8.1493466 52.0429707, 8.1501016 52.0431706, 8.1501908 52.0432171)",,Schulstraße,
206714134,,residential,,,False,False,87.36699999999999,"LINESTRING (8.147243 52.0425417, 8.1469501 52.0429792, 8.1467389 52.0432635)",,Brüggenkamp,
"[129464201, 293243149, 206714134]",,residential,,,False,True,271.171,"LINESTRING (8.147243 52.0425417, 8.1474443 52.0419243, 8.1476115 52.0413472, 8.1475985 52.0411634, 8.1474007 52.0404849, 8.1474124 52.0403946, 8.1474607 52.0402792, 8.1474957 52.0402048, 8.1475306 52.0401463)",,Brüggenkamp,
29456823,,residential,30,,False,False,153.59,"LINESTRING (8.1555148 52.0415086, 8.1533089 52.0417673)",,Gestermannstraße,
"[295915914, 29456821]",,residential,10,,False,False,166.85,"LINESTRING (8.1555148 52.0415086, 8.1555151 52.0414886, 8.1555535 52.0409474, 8.155545 52.0407285, 8.1555387 52.0406179, 8.1555139 52.0403483, 8.1555062 52.0400092)",,Ravensberger Straße,
"[293245153, 1122299846, 29456815]",,residential,,,False,True,151.84900000000002,"LINESTRING (8.1555148 52.0415086, 8.1554673 52.041968, 8.1554345 52.0423455, 8.1554322 52.0423724, 8.155443 52.0425912, 8.1554498 52.0426576, 8.1554579 52.0427358, 8.1554909 52.0428708)",,Ravensberger Straße,
29456831,,residential,10,,True,False,51.79,"LINESTRING (8.1555062 52.0400092, 8.1557614 52.0399967, 8.1558726 52.0399912, 8.1562191 52.0399224, 8.1562434 52.0399176)",,Berliner Straße,
293243154,,residential,10,,False,True,150.848,"LINESTRING (8.1555062 52.0400092, 8.1547214 52.0399963, 8.1545384 52.0399618, 8.1539872 52.0397861, 8.153437 52.0396267)",,Münsterstraße,
"[295915914, 29456821]",,residential,10,,False,True,166.85,"LINESTRING (8.1555062 52.0400092, 8.1555139 52.0403483, 8.1555387 52.0406179, 8.155545 52.0407285, 8.1555535 52.0409474, 8.1555151 52.0414886, 8.1555148 52.0415086)",,Ravensberger Straße,
29456823,,residential,30,,False,True,153.59,"LINESTRING (8.1533089 52.0417673, 8.1555148 52.0415086)",,Gestermannstraße,
"[34311037, 34311038]",,residential,"['30', '10']",,False,True,247.49299999999997,"LINESTRING (8.1533089 52.0417673, 8.1531597 52.041359, 8.1531232 52.0410606, 8.1531096 52.0404814, 8.153103 52.0404268, 8.1530832 52.0402618, 8.1530739 52.0401845, 8.1530423 52.0399203, 8.1530409 52.0399046, 8.1530316 52.0398007, 8.1530035 52.0396264, 8.1530052 52.0395552)",,Gartenstraße,
293243151,,residential,,,False,False,165.65699999999998,"LINESTRING (8.1533089 52.0417673, 8.1543468 52.0430705, 8.1543744 52.0431052)",,Gartenstraße,
"[293243152, 159748288, 159748287]",,residential,,,False,False,210.12400000000002,"LINESTRING (8.1533089 52.0417673, 8.1532848 52.0417782, 8.1531642 52.0418305, 8.1524725 52.0422478, 8.1520102 52.0424322, 8.1510674 52.0427865, 8.1508403 52.0428764)",,Gestermannstraße,yes
159748288,,residential,,,False,True,38.347,"LINESTRING (8.1501908 52.0432171, 8.1506146 52.0429913)",,Gestermannstraße,
29456824,,residential,,,False,False,216.15599999999998,"LINESTRING (8.1501908 52.0432171, 8.1501016 52.0431706, 8.1493466 52.0429707, 8.1487709 52.0428141, 8.1482422 52.0426999, 8.147243 52.0425417)",,Schulstraße,
159748288,,residential,,,False,False,99.51200000000001,"LINESTRING (8.1501908 52.0432171, 8.1498056 52.0434303, 8.1497576 52.043469, 8.149743 52.0434808, 8.149707 52.0435416, 8.1496681 52.043641, 8.1496117 52.0438841, 8.1495994 52.0439374, 8.1495887 52.0439833)",,Gestermannstraße,
29456825,1,residential,10,,False,False,58.021,"LINESTRING (8.1522132 52.0394081, 8.1523685 52.039484, 8.1524921 52.0395125, 8.1527154 52.0395351, 8.1527604 52.0395382, 8.1530052 52.0395552)",,Münsterstraße,
159748315,2,tertiary,,,False,True,46.333,"LINESTRING (8.1522132 52.0394081, 8.1521162 52.0394503, 8.1519726 52.039482, 8.1517844 52.0394922, 8.151568 52.0394814)",,Münsterstraße,
1214402416,2,tertiary,50,,False,False,88.378,"LINESTRING (8.1522132 52.0394081, 8.1523269 52.0393359, 8.1524663 52.0392199, 8.1527248 52.0390226, 8.1530253 52.0387906)",,Ringallee,
136416890,2,tertiary,,,False,False,19.901,"LINESTRING (8.1463963 52.039264, 8.1465275 52.0392571, 8.1466863 52.0392646)",,Münsterstraße,
293243160,1,tertiary,,roundabout,True,False,5.149,"LINESTRING (8.1463963 52.039264, 8.1463875 52.0392865, 8.1463644 52.0393048)",,,
35740135,,residential,10,,False,False,30.094,"LINESTRING (8.1562434 52.0399176, 8.1566518 52.0398169)",,Berliner Straße,
32862014,,residential,10,,False,False,50.944,"LINESTRING (8.1558109 52.0391857, 8.1558083 52.0392373, 8.155798 52.039439, 8.1557765 52.0396433)",,Wiesenstraße,
233129461,,residential,10,,False,False,64.327,"LINESTRING (8.1558109 52.0391857, 8.1557564 52.0390767, 8.1555448 52.0389216, 8.1554957 52.038845, 8.155467 52.0387613, 8.1554672 52.0386672)",,Wiesenstraße,
780913559,1,residential,30,,False,True,26.03,"LINESTRING (8.1566113 52.0376463, 8.156413 52.0378461)",,Wiesenstraße,
"[797576529, 1138123275]",2,tertiary,30,,False,True,107.608,"LINESTRING (8.1566113 52.0376463, 8.1563731 52.0375383, 8.156084 52.0374397, 8.1557894 52.0373852, 8.1556372 52.0373692, 8.1553395 52.0373685, 8.1551561 52.0373908)",,Ringallee,
29456825,1,residential,10,,False,True,58.021,"LINESTRING (8.1530052 52.0395552, 8.1527604 52.0395382, 8.1527154 52.0395351, 8.1524921 52.0395125, 8.1523685 52.039484, 8.1522132 52.0394081)",,Münsterstraße,
"[34311037, 34311038]",,residential,"['30', '10']",,False,False,247.49299999999997,"LINESTRING (8.1530052 52.0395552, 8.1530035 52.0396264, 8.1530316 52.0398007, 8.1530409 52.0399046, 8.1530423 52.0399203, 8.1530739 52.0401845, 8.1530832 52.0402618, 8.153103 52.0404268, 8.1531096 52.0404814, 8.1531232 52.0410606, 8.1531597 52.041359, 8.1533089 52.0417673)",,Gartenstraße,
293243154,,residential,10,,False,False,30.637,"LINESTRING (8.1530052 52.0395552, 8.1532073 52.0395805, 8.153437 52.0396267)",,Münsterstraße,
1214402414,1,residential,,,False,True,79.45700000000001,"LINESTRING (8.1530253 52.0387906, 8.1526465 52.0386605, 8.1524164 52.0385526, 8.152084 52.0383767)",,Kämpenstraße,
1214402416,2,tertiary,50,,False,True,88.37799999999999,"LINESTRING (8.1530253 52.0387906, 8.1527248 52.0390226, 8.1524663 52.0392199, 8.1523269 52.0393359, 8.1522132 52.0394081)",,Ringallee,
"[1214402417, 1138123274, 29456828]",2,tertiary,"['50', '30']",,False,False,217.499,"LINESTRING (8.1530253 52.0387906, 8.1531553 52.038692, 8.1535768 52.0383469, 8.1538851 52.0380856, 8.1542929 52.0377471, 8.1544646 52.0376224, 8.1546127 52.037546, 8.1548287 52.0374641, 8.1550121 52.0374153, 8.1551561 52.0373908)",,Ringallee,
333882032,,living_street,,,False,True,66.917,"LINESTRING (8.152084 52.0383767, 8.1520156 52.0384037, 8.1518563 52.0383962, 8.1511276 52.0383272)",,Markusweg,
1214402414,1,residential,,,False,False,79.457,"LINESTRING (8.152084 52.0383767, 8.1524164 52.0385526, 8.1526465 52.0386605, 8.1530253 52.0387906)",,Kämpenstraße,
1214402414,1,residential,,,False,True,146.74099999999999,"LINESTRING (8.152084 52.0383767, 8.1518411 52.0381832, 8.1516914 52.038018, 8.1510299 52.0372309)",,Kämpenstraße,
333882032,,living_street,,,False,False,65.709,"LINESTRING (8.1501753 52.0382494, 8.1511276 52.0383272)",,Markusweg,
333882032,,living_street,,,False,True,11.721,"LINESTRING (8.1501753 52.0382494, 8.1501367 52.0381467)",,Markusweg,
36780801,,residential,,,False,False,112.495,"LINESTRING (8.1501753 52.0382494, 8.1501263 52.0384391, 8.1488016 52.038351)",,Markusweg,
333882032,,living_street,,,False,True,65.709,"LINESTRING (8.1511276 52.0383272, 8.1501753 52.0382494)",,Markusweg,
36780755,,residential,,,False,False,106.438,"LINESTRING (8.1511276 52.0383272, 8.1510195 52.0387852, 8.151163 52.0388624, 8.1516022 52.038897, 8.1517721 52.0388895)",,Markusweg,
333882032,,living_street,,,False,False,66.917,"LINESTRING (8.1511276 52.0383272, 8.1518563 52.0383962, 8.1520156 52.0384037, 8.152084 52.0383767)",,Markusweg,
35728834,,unclassified,,,False,False,101.052,"LINESTRING (8.1489591 52.0374474, 8.1488016 52.038351)",,Weidengarten,
159748315,2,tertiary,,,False,False,6.676,"LINESTRING (8.1488967 52.0394128, 8.1489943 52.0394137)",,Münsterstraße,
35728834,,unclassified,,,False,True,124.25199999999998,"LINESTRING (8.1488967 52.0394128, 8.1487069 52.039236, 8.1486124 52.0390671, 8.1486725 52.0386975, 8.1488016 52.038351)",,Weidengarten,
"[159748313, 129464210]",,tertiary,,,False,True,65.749,"LINESTRING (8.1488967 52.0394128, 8.148747 52.0394134, 8.1479412 52.039354)",,Münsterstraße,yes
35740135,,residential,10,,False,True,30.094,"LINESTRING (8.1566518 52.0398169, 8.1562434 52.0399176)",,Berliner Straße,
233129461,,residential,10,,False,True,64.327,"LINESTRING (8.1554672 52.0386672, 8.155467 52.0387613, 8.1554957 52.038845, 8.1555448 52.0389216, 8.1557564 52.0390767, 8.1558109 52.0391857)",,Wiesenstraße,
"[1138123272, 780913559]",1,residential,"['30', '10']",,False,False,113.494,"LINESTRING (8.1554672 52.0386672, 8.1555169 52.038554, 8.1556845 52.0383753, 8.1559527 52.0382116, 8.1562542 52.0380098, 8.156413 52.0378461)",,Wiesenstraße,
1138123273,,residential,10,,False,False,32.239,"LINESTRING (8.1554672 52.0386672, 8.155249 52.0386026, 8.1551097 52.0385653, 8.1550336 52.0385571)",,Altstadtstraße,
35741776,,residential,10,,False,False,164.50400000000002,"LINESTRING (8.1550336 52.0385571, 8.1549293 52.0385744, 8.1548413 52.0385993, 8.1546964 52.0387063, 8.1544371 52.0389168, 8.1542889 52.0390079, 8.1539475 52.0392359, 8.1536472 52.0394047, 8.1535281 52.0394857, 8.153437 52.0396267)",,Altstadtstraße,
"[36886438, 333970414, 334319975]",,"['living_street', 'residential']",,,False,False,153.551,"LINESTRING (8.1550336 52.0385571, 8.1550446 52.0384457, 8.1551184 52.0383323, 8.1552722 52.0381791, 8.1555379 52.0378294, 8.1555732 52.0377943, 8.1556274 52.0377687, 8.1556949 52.0377525, 8.1557719 52.0377531, 8.1563048 52.0378213, 8.156413 52.0378461)",,"['Wiesenstraße', 'Altstadtstraße']",
1138123273,,residential,10,,False,True,32.239,"LINESTRING (8.1550336 52.0385571, 8.1551097 52.0385653, 8.155249 52.0386026, 8.1554672 52.0386672)",,Altstadtstraße,
35741776,,residential,10,,False,True,164.50400000000002,"LINESTRING (8.153437 52.0396267, 8.1535281 52.0394857, 8.1536472 52.0394047, 8.1539475 52.0392359, 8.1542889 52.0390079, 8.1544371 52.0389168, 8.1546964 52.0387063, 8.1548413 52.0385993, 8.1549293 52.0385744, 8.1550336 52.0385571)",,Altstadtstraße,
293243154,,residential,10,,False,False,150.848,"LINESTRING (8.153437 52.0396267, 8.1539872 52.0397861, 8.1545384 52.0399618, 8.1547214 52.0399963, 8.1555062 52.0400092)",,Münsterstraße,
293243154,,residential,10,,False,True,30.637,"LINESTRING (8.153437 52.0396267, 8.1532073 52.0395805, 8.1530052 52.0395552)",,Münsterstraße,
333882032,,living_street,,,False,False,11.721,"LINESTRING (8.1501367 52.0381467, 8.1501753 52.0382494)",,Markusweg,
"[1214402417, 1138123274, 29456828]",2,tertiary,"['50', '30']",,False,True,217.49899999999997,"LINESTRING (8.1551561 52.0373908, 8.1550121 52.0374153, 8.1548287 52.0374641, 8.1546127 52.037546, 8.1544646 52.0376224, 8.1542929 52.0377471, 8.1538851 52.0380856, 8.1535768 52.0383469, 8.1531553 52.038692, 8.1530253 52.0387906)",,Ringallee,
"[797576529, 1138123275]",2,tertiary,30,,False,False,107.608,"LINESTRING (8.1551561 52.0373908, 8.1553395 52.0373685, 8.1556372 52.0373692, 8.1557894 52.0373852, 8.156084 52.0374397, 8.1563731 52.0375383, 8.1566113 52.0376463)",,Ringallee,
36779991,,residential,,,False,True,104.89699999999999,"LINESTRING (8.1490077 52.0403824, 8.1483863 52.0402354, 8.1475306 52.0401463)",,Bachstraße,
36780106,,residential,,,False,True,133.32999999999998,"LINESTRING (8.1492576 52.0422228, 8.1497396 52.042352, 8.1503912 52.0425468, 8.1508403 52.0428764)",,Schulstraße,
159748288,,residential,,,False,False,20.038,"LINESTRING (8.1508403 52.0428764, 8.1506146 52.0429913)",,Gestermannstraße,
36780106,,residential,,,False,False,133.33,"LINESTRING (8.1508403 52.0428764, 8.1503912 52.0425468, 8.1497396 52.042352, 8.1492576 52.0422228)",,Schulstraße,
"[159748288, 293243152, 159748287]",,residential,,,False,True,210.124,"LINESTRING (8.1508403 52.0428764, 8.1510674 52.0427865, 8.1520102 52.0424322, 8.1524725 52.0422478, 8.1531642 52.0418305, 8.1532848 52.0417782, 8.1533089 52.0417673)",,Gestermannstraße,yes
159748288,,residential,,,False,False,38.347,"LINESTRING (8.1506146 52.0429913, 8.1501908 52.0432171)",,Gestermannstraße,
159748288,,residential,,,False,True,20.038,"LINESTRING (8.1506146 52.0429913, 8.1508403 52.0428764)",,Gestermannstraße,
36780228,,residential,,,False,False,164.45600000000002,"LINESTRING (8.1506146 52.0429913, 8.1511948 52.0434727, 8.1522345 52.0431323, 8.1524175 52.0430253)",,Schulstraße,
36780228,,residential,,,False,True,164.45600000000002,"LINESTRING (8.1524175 52.0430253, 8.1522345 52.0431323, 8.1511948 52.0434727, 8.1506146 52.0429913)",,Schulstraße,
159748315,2,tertiary,,,False,True,94.507,"LINESTRING (8.1503759 52.0394248, 8.1489943 52.0394137)",,Münsterstraße,
87453701,,residential,,,False,False,268.14300000000003,"LINESTRING (8.1503759 52.0394248, 8.150264 52.0397407, 8.1499519 52.0404381, 8.1497509 52.0404719, 8.1494142 52.0402539, 8.1490605 52.0399985, 8.148938 52.0398043, 8.1489943 52.0394137)",,Münsterstraße,
159748315,2,tertiary,,,False,False,81.78,"LINESTRING (8.1503759 52.0394248, 8.151157 52.0394621, 8.1514031 52.0394737, 8.151568 52.0394814)",,Münsterstraße,
159748315,2,tertiary,,,False,False,94.507,"LINESTRING (8.1489943 52.0394137, 8.1503759 52.0394248)",,Münsterstraße,
87453701,,residential,,,False,True,268.14300000000003,"LINESTRING (8.1489943 52.0394137, 8.148938 52.0398043, 8.1490605 52.0399985, 8.1494142 52.0402539, 8.1497509 52.0404719, 8.1499519 52.0404381, 8.150264 52.0397407, 8.1503759 52.0394248)",,Münsterstraße,
159748315,2,tertiary,,,False,True,6.676,"LINESTRING (8.1489943 52.0394137, 8.1488967 52.0394128)",,Münsterstraße,
36780755,,residential,,,False,True,106.43799999999999,"LINESTRING (8.1517721 52.0388895, 8.1516022 52.038897, 8.151163 52.0388624, 8.1510195 52.0387852, 8.1511276 52.0383272)",,Markusweg,
35728834,,unclassified,,,False,True,101.052,"LINESTRING (8.1488016 52.038351, 8.1489591 52.0374474)",,Weidengarten,
35728834,,unclassified,,,False,False,124.25199999999998,"LINESTRING (8.1488016 52.038351, 8.1486725 52.0386975, 8.1486124 52.0390671, 8.1487069 52.039236, 8.1488967 52.0394128)",,Weidengarten,
36780801,,residential,,,False,True,112.495,"LINESTRING (8.1488016 52.038351, 8.1501263 52.0384391, 8.1501753 52.0382494)",,Markusweg,
1214402414,1,residential,,,False,False,146.74099999999999,"LINESTRING (8.1510299 52.0372309, 8.1516914 52.038018, 8.1518411 52.0381832, 8.152084 52.0383767)",,Kämpenstraße,
36887391,,residential,30,,False,True,197.41199999999998,"LINESTRING (8.1462841 52.0378335, 8.1464896 52.0378524, 8.146843 52.0380253, 8.1470726 52.0382604, 8.147358 52.0387328, 8.1474509 52.0389318, 8.1473248 52.0393084)",,Wersestraße,
159748353,,residential,,,False,False,153.462,"LINESTRING (8.1462841 52.0378335, 8.1463011 52.0379305, 8.1463669 52.0381757, 8.1463827 52.0384904, 8.1463642 52.0387762, 8.1463105 52.0392081)",,Wersestraße,
29456826,2,tertiary,50,,False,False,80.83,"LINESTRING (8.1430604 52.0389232, 8.1442058 52.0391021)",,Münsterstraße,
36786583,,residential,,,False,False,191.531,"LINESTRING (8.1430604 52.0389232, 8.1432515 52.0384984, 8.1432621 52.0383574, 8.1432477 52.0382562, 8.1431554 52.0380801, 8.1428811 52.0378037, 8.142801 52.0377267, 8.1427417 52.0376199, 8.1427341 52.0374764, 8.1427741 52.0372958)",,Wiltmanns Garten,
1122297936,2,tertiary,50,,False,True,34.541,"LINESTRING (8.1430604 52.0389232, 8.1428325 52.0388925, 8.1426753 52.0388803, 8.1425622 52.0388837)",,Münsterstraße,
36786583,,residential,,,False,True,191.53099999999998,"LINESTRING (8.1427741 52.0372958, 8.1427341 52.0374764, 8.1427417 52.0376199, 8.142801 52.0377267, 8.1428811 52.0378037, 8.1431554 52.0380801, 8.1432477 52.0382562, 8.1432621 52.0383574, 8.1432515 52.0384984, 8.1430604 52.0389232)",,Wiltmanns Garten,
780913559,1,residential,30,,False,False,26.03,"LINESTRING (8.156413 52.0378461, 8.1566113 52.0376463)",,Wiesenstraße,
"[333970414, 36886438, 334319975]",,"['residential', 'living_street']",,,False,True,153.551,"LINESTRING (8.156413 52.0378461, 8.1563048 52.0378213, 8.1557719 52.0377531, 8.1556949 52.0377525, 8.1556274 52.0377687, 8.1555732 52.0377943, 8.1555379 52.0378294, 8.1552722 52.0381791, 8.1551184 52.0383323, 8.1550446 52.0384457, 8.1550336 52.0385571)",,"['Wiesenstraße', 'Altstadtstraße']",
"[1138123272, 780913559]",1,residential,"['30', '10']",,False,True,113.494,"LINESTRING (8.156413 52.0378461, 8.1562542 52.0380098, 8.1559527 52.0382116, 8.1556845 52.0383753, 8.1555169 52.038554, 8.1554672 52.0386672)",,Wiesenstraße,
29456826,2,tertiary,50,,False,False,102.96799999999999,"LINESTRING (8.1447267 52.0391464, 8.1460069 52.0392282, 8.1462237 52.039244)",,Münsterstraße,
29456826,2,tertiary,50,,False,True,35.989000000000004,"LINESTRING (8.1447267 52.0391464, 8.1444593 52.0391292, 8.1442058 52.0391021)",,Münsterstraße,
36887115,,residential,,,False,False,262.541,"LINESTRING (8.1447267 52.0391464, 8.1445534 52.0399125, 8.1439935 52.0414623)",,Knetterhauser Straße,
36887115,,residential,,,False,True,262.541,"LINESTRING (8.1439935 52.0414623, 8.1445534 52.0399125, 8.1447267 52.0391464)",,Knetterhauser Straße,
36887153,,residential,,,False,True,104.136,"LINESTRING (8.1462495 52.0403373, 8.1462652 52.0401856, 8.1462788 52.0401026, 8.1463617 52.0399051, 8.1464944 52.0396898, 8.1465303 52.0396224, 8.1465373 52.0395891, 8.1465373 52.0395569, 8.1465239 52.0394909, 8.1465005 52.0394289)",,Wirusstraße,
29456826,2,tertiary,50,,False,True,80.83,"LINESTRING (8.1442058 52.0391021, 8.1430604 52.0389232)",,Münsterstraße,
29456826,2,tertiary,50,,False,False,35.989000000000004,"LINESTRING (8.1442058 52.0391021, 8.1444593 52.0391292, 8.1447267 52.0391464)",,Münsterstraße,
36887374,,residential,,,False,False,72.757,"LINESTRING (8.1442058 52.0391021, 8.1442748 52.0386336, 8.1442436 52.0384507)",,Wiltmanns Garten,
36887374,,residential,,,False,True,72.757,"LINESTRING (8.1442436 52.0384507, 8.1442748 52.0386336, 8.1442058 52.0391021)",,Wiltmanns Garten,
