osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,width,geometry,tunnel,junction,access
17343012,True,3,B 54,Ostwall,primary,50,False,95.328,,"LINESTRING (7.4683045 51.509748, 7.4683972 51.5097553, 7.468477 51.5097657, 7.4685226 51.5097731, 7.468557 51.5097788, 7.4686674 51.5098004, 7.4688006 51.509829, 7.4689681 51.509879, 7.4691145 51.509935, 7.4693532 51.5100338, 7.4693885 51.5100476, 7.4695384 51.5101064)",,,
41311468,True,3,,Kleppingstraße,residential,50,False,10.28,,"LINESTRING (7.4681275 51.5099193, 7.4681013 51.5098283)",,,
1169008503,True,2,B 54,Südwall,primary,50,False,11.754,,"LINESTRING (7.4681275 51.5099193, 7.4679587 51.5099076)",,,
"[22875850, 1120032499, 880930204, 316255055]",True,4,,Kleppingstraße,residential,30,False,87.809,"['12', '3.5', '3']","LINESTRING (7.4682485 51.510702, 7.468214 51.5106313, 7.4682026 51.5106034, 7.4681987 51.5105781, 7.4681934 51.5104988, 7.4682004 51.5103486, 7.4681914 51.5102686, 7.4681567 51.5100653, 7.4681564 51.5100602, 7.4681557 51.5100352, 7.468147 51.5100043, 7.4681275 51.5099193)",,,
30644478,False,,,Kleppingstraße,residential,30,False,141.639,6,"LINESTRING (7.4682485 51.510702, 7.4682617 51.510853, 7.4682696 51.5112299, 7.4682646 51.5115623, 7.4682533 51.5117407, 7.4682481 51.5118339, 7.4682514 51.5119753)",,,
880930211,True,3,L 684,Hohe Straße,secondary,50,False,18.907,,"LINESTRING (7.4624592 51.5099892, 7.4626037 51.5101335)",,,
"[22964784, 428892809, 1169947283]",True,"['4', '3']",B 54,Südwall,primary,50,False,150.883,,"LINESTRING (7.4624592 51.5099892, 7.4626487 51.5099464, 7.4627786 51.5099232, 7.4629072 51.5099073, 7.4630958 51.5098927, 7.4632291 51.5098886, 7.4634088 51.5098856, 7.4637896 51.5098846, 7.4644143 51.5098829, 7.4644647 51.5098815, 7.4646177 51.5098777)",,,
621781801,True,4,B 54,Südwall,primary,50,False,12.001,,"LINESTRING (7.462301 51.5100334, 7.4624592 51.5099892)",,,
23368384,False,,,Olpe,residential,30,False,91.74300000000001,,"LINESTRING (7.469508 51.5125215, 7.4695587 51.5125322, 7.4696287 51.5125437, 7.4698564 51.5125622, 7.4704738 51.5126102, 7.4708194 51.5126354)",,,
23837126,True,,,Olpe,residential,30,False,106.41999999999999,6,"LINESTRING (7.469508 51.5125215, 7.4694682 51.5125011, 7.4686461 51.5121059, 7.4684005 51.5120179, 7.4682514 51.5119753)",,,
490735066,False,,,Rosental,residential,30,True,70.256,5.4,"LINESTRING (7.469508 51.5125215, 7.4694922 51.5126161, 7.4693653 51.5130935, 7.4693523 51.5131457)",,,
23359763,False,,,Rosental,residential,30,False,38.02,5.1,"LINESTRING (7.4683061 51.5139954, 7.4685136 51.5139759, 7.4687706 51.5139517, 7.4688486 51.5139417)",,,
23359763,False,,,Rosental,residential,30,True,95.762,5.1,"LINESTRING (7.4693523 51.5131457, 7.4693387 51.5131922, 7.4693017 51.5133181, 7.4688844 51.5139164, 7.4688486 51.5139417)",,,
490735066,False,,,Rosental,residential,30,False,70.256,5.4,"LINESTRING (7.4693523 51.5131457, 7.4693653 51.5130935, 7.4694922 51.5126161, 7.469508 51.5125215)",,,
554332069,False,,,Viktoriastraße,unclassified,30,True,42.13,6.2,"LINESTRING (7.4693523 51.5131457, 7.4694004 51.513151, 7.4699516 51.5132124)",,,
"[428892809, 428892807]",True,"['4', '5']",B 54,Südwall,primary,50,False,132.632,,"LINESTRING (7.4646177 51.5098777, 7.4647721 51.5098736, 7.4655386 51.5098527, 7.4662811 51.5098291, 7.4663355 51.509828, 7.4664353 51.5098271, 7.466532 51.509832)",,,
23332581,False,,,Kuhstraße,residential,30,False,99.398,,"LINESTRING (7.4601144 51.5121093, 7.4602165 51.5120643, 7.4604126 51.5119841, 7.4606255 51.5119491, 7.4614712 51.5118652)",,,
"[31956209, 130209285]",False,4,,Hövelstraße,residential,30,False,66.084,,"LINESTRING (7.4601144 51.5121093, 7.4600377 51.5120427, 7.4597828 51.5118478, 7.4596239 51.5117227, 7.4596116 51.5117129, 7.4595273 51.5116408)",,,
"[130659482, 305952630, 305952631]",False,3,,Hövelstraße,residential,30,True,120.58999999999999,,"LINESTRING (7.4601144 51.5121093, 7.4601609 51.5121688, 7.4602134 51.5122151, 7.4606179 51.5125132, 7.4607037 51.5125721, 7.460769 51.5126169, 7.4608272 51.5126512, 7.4608949 51.5126841, 7.4609734 51.5127129, 7.4610619 51.5127407, 7.4611934 51.512773, 7.4612437 51.5127928, 7.4612805 51.5128164, 7.4613325 51.5128569)",,,
"[55450526, 23332581, 55450525]",False,,,Kuhstraße,residential,30,False,141.203,"['9.9', '8']","LINESTRING (7.4614712 51.5118652, 7.4619687 51.511823, 7.4622337 51.5117974, 7.4624012 51.511777, 7.4626173 51.5117425, 7.462652 51.5117356, 7.4626998 51.5117262, 7.4627727 51.5117117, 7.4629783 51.5117013, 7.4631952 51.5116885, 7.4633062 51.5116811, 7.4634831 51.5116719)",building_passage,,
23332581,False,,,Kuhstraße,residential,30,True,99.398,,"LINESTRING (7.4614712 51.5118652, 7.4606255 51.5119491, 7.4604126 51.5119841, 7.4602165 51.5120643, 7.4601144 51.5121093)",,,
23359655,False,,,Eisenmarkt,residential,30,False,114.96299999999998,,"LINESTRING (7.4614712 51.5118652, 7.4615515 51.5122388, 7.461606 51.5124978, 7.4616179 51.5125541, 7.4616438 51.5126802, 7.4616608 51.5127519, 7.461649 51.5127873, 7.4616222 51.5128124, 7.4615527 51.5128713)",,,
"[23332581, 55450525, 55450526]",False,,,Kuhstraße,residential,30,True,141.20299999999997,"['9.9', '8']","LINESTRING (7.4634831 51.5116719, 7.4633062 51.5116811, 7.4631952 51.5116885, 7.4629783 51.5117013, 7.4627727 51.5117117, 7.4626998 51.5117262, 7.462652 51.5117356, 7.4626173 51.5117425, 7.4624012 51.511777, 7.4622337 51.5117974, 7.4619687 51.511823, 7.4614712 51.5118652)",building_passage,,
"[1231169194, 53839706, 335464652]",True,5,,Hansastraße,residential,50,False,187.297,,"LINESTRING (7.4634831 51.5116719, 7.4634831 51.5115689, 7.4634832 51.5114388, 7.4634423 51.5112585, 7.4633689 51.511105, 7.4632546 51.510973, 7.4630436 51.5107536, 7.4629567 51.5106797, 7.4629317 51.5106572, 7.4628618 51.5105943, 7.4627207 51.5104642, 7.4626098 51.5103619, 7.4625609 51.5103157, 7.4625325 51.5102871, 7.4624596 51.5102159, 7.4624136 51.5101698)",,,
90060957,False,2,,Hövelstraße,residential,50,False,12.972,,"LINESTRING (7.4595273 51.5116408, 7.4594135 51.5115481)",,,
"[31956209, 130209285]",False,4,,Hövelstraße,residential,30,True,66.084,,"LINESTRING (7.4595273 51.5116408, 7.4596116 51.5117129, 7.4596239 51.5117227, 7.4597828 51.5118478, 7.4600377 51.5120427, 7.4601144 51.5121093)",,,
90060957,False,2,,Hövelstraße,residential,50,True,12.972,,"LINESTRING (7.4594135 51.5115481, 7.4595273 51.5116408)",,,
653939080,True,3,B 54,Hiltropwall,primary,50,False,15.802,,"LINESTRING (7.4594135 51.5115481, 7.4595266 51.5114928, 7.4595933 51.5114605)",,,
"[130659482, 305952630, 305952631]",False,3,,Hövelstraße,residential,30,False,120.58999999999999,,"LINESTRING (7.4613325 51.5128569, 7.4612805 51.5128164, 7.4612437 51.5127928, 7.4611934 51.512773, 7.4610619 51.5127407, 7.4609734 51.5127129, 7.4608949 51.5126841, 7.4608272 51.5126512, 7.460769 51.5126169, 7.4607037 51.5125721, 7.4606179 51.5125132, 7.4602134 51.5122151, 7.4601609 51.5121688, 7.4601144 51.5121093)",,,
130659486,True,,,,residential,30,False,16.817999999999998,,"LINESTRING (7.4613325 51.5128569, 7.4613751 51.5128424, 7.4614228 51.5128365, 7.4614712 51.5128396, 7.4615158 51.5128516, 7.4615527 51.5128713)",,roundabout,
33804566,False,,,Silberstraße,residential,30,False,132.954,,"LINESTRING (7.4634992 51.5128771, 7.4633588 51.5128796, 7.4629573 51.5128783, 7.4628066 51.5128882, 7.4627411 51.512893, 7.4623172 51.5129276, 7.4619202 51.5129487, 7.4617313 51.5129586, 7.4615854 51.5129649)",,,
23359713,False,,,Kolpingstraße,living_street,,False,84.25,,"LINESTRING (7.4614787 51.5130327, 7.4615114 51.5131077, 7.4615381 51.5132587, 7.4615462 51.5133334, 7.461583 51.5136361, 7.4616082 51.5137849)",,,
130659486,True,,,,residential,30,False,13.293000000000001,,"LINESTRING (7.4614787 51.5130327, 7.4614409 51.5130371, 7.4614026 51.5130358, 7.4613658 51.5130289, 7.4613326 51.5130168, 7.461305 51.5130002)",,roundabout,
23359713,False,,,Kolpingstraße,living_street,,True,4.484,,"LINESTRING (7.4616151 51.513825, 7.4616082 51.5137849)",,,
23359729,False,,,Schwarze-Brüder-Straße,living_street,,True,88.985,5,"LINESTRING (7.4628921 51.5137404, 7.4624001 51.5137578, 7.4623692 51.5137589, 7.462343 51.5137599, 7.4621081 51.5137686, 7.4618033 51.51378, 7.4616082 51.5137849)",,,
490733269,True,,,Rosental,residential,30,False,141.854,4.8,"LINESTRING (7.4701618 51.5113425, 7.4700912 51.5113961, 7.4697602 51.5117451, 7.4696506 51.5118672, 7.4696265 51.51191, 7.469561 51.5122565, 7.4695276 51.5124234, 7.469508 51.5125215)",,,
1085394422,True,,,Sonnenscheingasse,residential,30,False,54.855999999999995,3.4,"LINESTRING (7.4701618 51.5113425, 7.4701968 51.5113588, 7.4703579 51.5114252, 7.4703477 51.5114988, 7.4702595 51.5117652)",,,destination
554332069,False,,,Viktoriastraße,unclassified,30,True,30.83,6.2,"LINESTRING (7.4699516 51.5132124, 7.4703889 51.5132654)",,,
"[23359789, 23359782]",False,,,"['Schliepstraße', 'Neben dem Brand']","['unclassified', 'residential']",30,"[False, True]",182.32300000000004,5.9,"LINESTRING (7.4699516 51.5132124, 7.4699342 51.5132652, 7.4698461 51.5135337, 7.469847 51.5136122, 7.4698473 51.5136343, 7.4703167 51.5136288, 7.470607 51.5136615, 7.4708221 51.5137375, 7.4712739 51.5137902, 7.4717429 51.5138355)",,,
554332069,False,,,Viktoriastraße,unclassified,30,False,42.13,6.2,"LINESTRING (7.4699516 51.5132124, 7.4694004 51.513151, 7.4693523 51.5131457)",,,
"[23359789, 23359782]",False,,,"['Schliepstraße', 'Neben dem Brand']","['residential', 'unclassified']",30,"[False, True]",182.323,5.9,"LINESTRING (7.4717429 51.5138355, 7.4712739 51.5137902, 7.4708221 51.5137375, 7.470607 51.5136615, 7.4703167 51.5136288, 7.4698473 51.5136343, 7.469847 51.5136122, 7.4698461 51.5135337, 7.4699342 51.5132652, 7.4699516 51.5132124)",,,
"[55668884, 23359798]",False,,,Auf dem Brand,residential,30,False,34.230000000000004,,"LINESTRING (7.4717429 51.5138355, 7.4717434 51.5138748, 7.4717507 51.5140476, 7.471781 51.5141414)",,,
23359798,False,,,Auf dem Brand,residential,30,True,46.836,,"LINESTRING (7.4717429 51.5138355, 7.4717428 51.5137788, 7.471742 51.5134609, 7.4717419 51.5134143)",,,
23359798,False,,,Auf dem Brand,residential,30,False,46.836,,"LINESTRING (7.4717419 51.5134143, 7.471742 51.5134609, 7.4717428 51.5137788, 7.4717429 51.5138355)",,,
25171043,True,,,Viktoriastraße,unclassified,30,False,57.42,6.1,"LINESTRING (7.4717419 51.5134143, 7.4716577 51.5134046, 7.470926 51.5133203)",,,
"[55668884, 23359798]",False,,,Auf dem Brand,residential,30,True,34.23,,"LINESTRING (7.471781 51.5141414, 7.4717507 51.5140476, 7.4717434 51.5138748, 7.4717429 51.5138355)",,,
23368384,False,,,Olpe,residential,30,True,103.13199999999999,,"LINESTRING (7.472307 51.5125893, 7.4721959 51.5125845, 7.4717277 51.5126038, 7.4709014 51.5126329, 7.4708194 51.5126354)",,,
"[25171040, 25171349]",True,,,"['Viktoriastraße', 'Ostwall']","['residential', 'unclassified']",30,False,145.849,"['5.5', '5.9']","LINESTRING (7.472307 51.5125893, 7.4723197 51.512653, 7.4723247 51.5126933, 7.472333 51.5127595, 7.4723388 51.5128065, 7.4724023 51.5133842, 7.4724082 51.5134372, 7.4724092 51.5134783, 7.4723014 51.5134699, 7.4717419 51.5134143)",,,yes
37519798,False,,,Rosental,unclassified,30,False,38.64,5.4,"LINESTRING (7.4704526 51.51115, 7.470667 51.5110341, 7.4707334 51.5109982, 7.4707685 51.5109792, 7.4708741 51.5109221)",,,
490733269,True,,,Rosental,residential,30,False,29.521,4.8,"LINESTRING (7.4704526 51.51115, 7.4703504 51.5112002, 7.4701618 51.5113425)",,,
1149340566,True,,,Ostwall,residential,30,False,56.454,3.8,"LINESTRING (7.4704526 51.51115, 7.4704825 51.5111747, 7.4706188 51.5112575, 7.4707394 51.5113241, 7.4707589 51.5113453, 7.470774 51.5113617, 7.470891 51.5114303, 7.470963 51.5114578, 7.470985 51.5114661, 7.4710558 51.5114791)",,,yes
37519799,False,,,Rosental,unclassified,50,False,12.006,,"LINESTRING (7.4708741 51.5109221, 7.4710078 51.5108533)",,,
37519798,False,,,Rosental,unclassified,30,True,38.64,5.4,"LINESTRING (7.4708741 51.5109221, 7.4707685 51.5109792, 7.4707334 51.5109982, 7.470667 51.5110341, 7.4704526 51.51115)",,,
"[542664288, 1168981756, 37519800, 542664287]",True,"['5', '3']",B 54,Ostwall,primary,50,False,202.38600000000002,,"LINESTRING (7.4708741 51.5109221, 7.4706475 51.5107503, 7.4704782 51.5106401, 7.4702927 51.5105414, 7.470096 51.5104549, 7.4698901 51.5103706, 7.4695877 51.5102484, 7.4693031 51.5101364, 7.4692661 51.5101219, 7.4690708 51.5100771, 7.4689281 51.5100358, 7.4686908 51.5099806, 7.4686229 51.509968, 7.4686187 51.509967, 7.4685102 51.509948, 7.4684683 51.5099418)",,,
32540866,True,4,B 54,Hoher Wall,primary,50,False,87.25300000000001,,"LINESTRING (7.4584166 51.5120285, 7.4591861 51.5116591, 7.4592069 51.5116494, 7.4594135 51.5115481)",,,
554332069,False,,,Viktoriastraße,unclassified,30,False,30.83,6.2,"LINESTRING (7.4703889 51.5132654, 7.4699516 51.5132124)",,,
1194731499,True,,,Viktoriastraße,residential,30,False,37.709,4.9,"LINESTRING (7.4703889 51.5132654, 7.470907 51.5131603)",,,
25171183,True,,,Junggesellenstraße,residential,30,False,58.769000000000005,4.9,"LINESTRING (7.470907 51.5131603, 7.4709001 51.5131163, 7.4708145 51.5126911, 7.4708194 51.5126354)",,,
23368384,False,,,Olpe,residential,30,False,103.13199999999999,,"LINESTRING (7.4708194 51.5126354, 7.4709014 51.5126329, 7.4717277 51.5126038, 7.4721959 51.5125845, 7.472307 51.5125893)",,,
23368384,False,,,Olpe,residential,30,True,91.74300000000001,,"LINESTRING (7.4708194 51.5126354, 7.4704738 51.5126102, 7.4698564 51.5125622, 7.4696287 51.5125437, 7.4695587 51.5125322, 7.469508 51.5125215)",,,
25171043,True,,,Viktoriastraße,unclassified,30,False,37.666,6.1,"LINESTRING (7.470926 51.5133203, 7.4703889 51.5132654)",,,
25171185,True,,,Junggesellenstraße,residential,30,False,17.84,5,"LINESTRING (7.470926 51.5133203, 7.470907 51.5131603)",,,
1149340567,False,,,Junggesellenstraße,residential,30,True,13.99,5.5,"LINESTRING (7.4710558 51.5114791, 7.4712113 51.5113987)",,,
23360082,True,,,Ostwall,residential,30,False,157.10500000000002,5.9,"LINESTRING (7.4710558 51.5114791, 7.4711224 51.5114858, 7.471196 51.5114981, 7.4716985 51.5118667, 7.4718225 51.511967, 7.4720086 51.5121175, 7.4722434 51.5123198, 7.4722757 51.5123761, 7.4722916 51.5125289, 7.472307 51.5125893)",,,yes
25171282,True,,,Junggesellenstraße,residential,30,False,46.394,7.9,"LINESTRING (7.4710558 51.5114791, 7.4710051 51.5115307, 7.4709779 51.5116189, 7.4709303 51.5118842)",,,
28094284,False,,,Löwenstraße,residential,30,True,45.279,,"LINESTRING (7.4699516 51.5097916, 7.4698077 51.5098844, 7.469704 51.5099648, 7.4696326 51.5100258, 7.4696154 51.5100405, 7.4695384 51.5101064)",,,
"[653939081, 153950038]",True,1,,Luisenstraße,residential,30,False,68.294,,"LINESTRING (7.4589921 51.5109735, 7.4590838 51.511052, 7.459521 51.5114021, 7.4595488 51.5114246, 7.4595933 51.5114605)",,,
"[653939080, 1169947282, 305951011, 653939082]",True,"['4', '5', '3']",B 54,Hiltropwall,primary,50,False,246.42200000000003,,"LINESTRING (7.4595933 51.5114605, 7.4596228 51.5114452, 7.4602825 51.5110866, 7.4606614 51.5108711, 7.4610295 51.5106555, 7.4614182 51.5104198, 7.461517 51.5103662, 7.4616877 51.5102873, 7.4617255 51.5102671, 7.4618233 51.5102118, 7.4619394 51.510155, 7.4620504 51.5101109, 7.4620911 51.5100956, 7.462301 51.5100334)",,,
1168981757,True,2,B 54,Ostwall,primary,50,False,8.644,,"LINESTRING (7.4684683 51.5099418, 7.4683434 51.5099411)",,,
165898779,True,3,B 54,Ostwall,primary,50,False,12.383,,"LINESTRING (7.4684683 51.5099418, 7.4683578 51.5098806, 7.4683295 51.5098727)",,,
17343012,True,3,B 54,Ostwall,primary,50,False,132.211,,"LINESTRING (7.4695384 51.5101064, 7.4697059 51.5101708, 7.4698192 51.5102162, 7.4701413 51.5103457, 7.4704271 51.5104736, 7.4706769 51.5106185, 7.4708715 51.510754, 7.4710078 51.5108533)",,,
28094284,False,,,Löwenstraße,residential,30,False,45.279,,"LINESTRING (7.4695384 51.5101064, 7.4696154 51.5100405, 7.4696326 51.5100258, 7.469704 51.5099648, 7.4698077 51.5098844, 7.4699516 51.5097916)",,,
37519799,False,,,Rosental,unclassified,50,True,12.006,,"LINESTRING (7.4710078 51.5108533, 7.4708741 51.5109221)",,,
23359713,False,,,Kolpingstraße,living_street,,False,4.484,,"LINESTRING (7.4616082 51.5137849, 7.4616151 51.513825)",,,
23359713,False,,,Kolpingstraße,living_street,,True,84.25,,"LINESTRING (7.4616082 51.5137849, 7.461583 51.5136361, 7.4615462 51.5133334, 7.4615381 51.5132587, 7.4615114 51.5131077, 7.4614787 51.5130327)",,,
23359729,False,,,Schwarze-Brüder-Straße,living_street,,False,88.985,5,"LINESTRING (7.4616082 51.5137849, 7.4618033 51.51378, 7.4621081 51.5137686, 7.462343 51.5137599, 7.4623692 51.5137589, 7.4624001 51.5137578, 7.4628921 51.5137404)",,,
17242225,False,,,Hansastraße,residential,30,True,41.797,,"LINESTRING (7.4636279 51.5120957, 7.4636739 51.5124705)",,,
53832322,True,,,Hansastraße,residential,30,False,48.650999999999996,5.3,"LINESTRING (7.4636279 51.5120957, 7.4635713 51.5119585, 7.4635057 51.5118679, 7.4634948 51.5117712, 7.4634831 51.5116719)",,,
"[316253674, 17242158]",True,2,,Hansastraße,residential,50,False,148.441,,"LINESTRING (7.4628603 51.5103754, 7.4629525 51.5104615, 7.46309 51.5105954, 7.4632958 51.5107979, 7.463406 51.5109206, 7.4634737 51.5110076, 7.4635074 51.5110611, 7.4635388 51.5111272, 7.4635804 51.5112589, 7.4636029 51.5113727, 7.4636237 51.5115057, 7.4636306 51.5115683, 7.4636298 51.5115924)",,,
34239931,False,,,Rosental,residential,30,False,12.261,4.4,"LINESTRING (7.4688486 51.5139417, 7.4688985 51.5140475)",,,
23359763,False,,,Rosental,residential,30,False,95.762,5.1,"LINESTRING (7.4688486 51.5139417, 7.4688844 51.5139164, 7.4693017 51.5133181, 7.4693387 51.5131922, 7.4693523 51.5131457)",,,
23359763,False,,,Rosental,residential,30,True,38.019999999999996,5.1,"LINESTRING (7.4688486 51.5139417, 7.4687706 51.5139517, 7.4685136 51.5139759, 7.4683061 51.5139954)",,,
"[671575656, 591405937, 53832621, 53864581]",False,,,"['Brauhausstraße', 'Balkenstraße']",living_street,,True,213.596,"['5.4', '3.7']","LINESTRING (7.4657294 51.5117319, 7.4657639 51.5119042, 7.4657712 51.5119363, 7.4657811 51.5119805, 7.4657861 51.5120024, 7.4658396 51.512239, 7.4658473 51.5122759, 7.4659531 51.5127837, 7.465961 51.5128237, 7.4659691 51.5128651, 7.465977 51.5129253, 7.467054 51.5129278, 7.4671205 51.512905)",,,
37262792,False,,,Sonnenscheingasse,residential,30,False,53.894999999999996,5.2,"LINESTRING (7.4702595 51.5117652, 7.470242 51.5118144, 7.4704001 51.5118345, 7.4706082 51.5118583, 7.4708286 51.5118784, 7.4708677 51.5118806, 7.4709303 51.5118842)",,,destination
25171282,True,,,Junggesellenstraße,residential,30,False,83.891,7.9,"LINESTRING (7.4709303 51.5118842, 7.4708955 51.5121299, 7.4708897 51.5121648, 7.4708638 51.5123209, 7.4708413 51.5124566, 7.4708282 51.5125843, 7.4708194 51.5126354)",,,
37262792,False,,,Sonnenscheingasse,residential,30,True,53.895,5.2,"LINESTRING (7.4709303 51.5118842, 7.4708677 51.5118806, 7.4708286 51.5118784, 7.4706082 51.5118583, 7.4704001 51.5118345, 7.470242 51.5118144, 7.4702595 51.5117652)",,,destination
"[130659485, 130661239]",False,,,"['Potgasse', 'Silberstraße']",living_street,,False,224.36100000000002,,"LINESTRING (7.4597929 51.5141861, 7.4598294 51.5140223, 7.459787 51.5138802, 7.4596871 51.5135457, 7.4595986 51.5133055, 7.4596481 51.5132783, 7.4598295 51.5132621, 7.4600808 51.5132377, 7.4602933 51.5132171, 7.4605073 51.5131872, 7.4607344 51.5131554, 7.4609236 51.5131155, 7.4611967 51.513058, 7.461305 51.5130002)",,,
"[53832324, 1169939005]",True,,,"['Kuhstraße', 'Hansastraße']",residential,30,False,14.671999999999999,5.4,"LINESTRING (7.4636298 51.5115924, 7.463622 51.511619, 7.4636056 51.5116347, 7.4635734 51.5116515, 7.4635316 51.5116638, 7.4634831 51.5116719)",,,
"[316253676, 1169939006, 1169939007]",True,,,Hansastraße,residential,30,False,57.355,5.2,"LINESTRING (7.4636298 51.5115924, 7.4636661 51.511642, 7.4636753 51.5117021, 7.463685 51.5117657, 7.4636993 51.5118507, 7.4636401 51.5119539, 7.4636279 51.5120957)",,,
53845268,False,,,Südwall,unclassified,,False,7.462,,"LINESTRING (7.4665168 51.5100042, 7.4665162 51.5099883, 7.4665145 51.5099371)",,,
34239931,False,,,Rosental,residential,30,True,12.261,4.4,"LINESTRING (7.4688985 51.5140475, 7.4688486 51.5139417)",,,
