osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access,tunnel
207103261,True,,Kö-Bogen-Tunnel,secondary,50,False,87.17099999999999,"LINESTRING (6.7815299 51.2274367, 6.7815337 51.2271958, 6.7815272 51.2270637, 6.7814984 51.2270074, 6.7814261 51.2269277, 6.7813561 51.2268752, 6.7812949 51.2268309, 6.7811452 51.2267705, 6.7811224 51.2267543)",,,,yes
527155872,True,2,Kö-Bogen-Tunnel,secondary,50,False,196.025,"LINESTRING (6.7815299 51.2274367, 6.7818438 51.2270186, 6.781968 51.2268532, 6.7820414 51.2267602, 6.7823155 51.2264143, 6.7824543 51.2262467, 6.7825799 51.2260741, 6.7827394 51.2258452)",L 55,,,yes
33381974,True,2,Heinrich-Heine-Allee,secondary,50,False,12.123000000000001,"LINESTRING (6.7770404 51.2264244, 6.7770416 51.2264907, 6.7770437 51.2265334)",,,,
548712638,True,1,Elberfelder Straße,secondary,50,False,19.595,"LINESTRING (6.7770404 51.2264244, 6.7769775 51.2264104, 6.7769539 51.2264038, 6.776933 51.2263972, 6.7769116 51.2263893, 6.7768765 51.226375, 6.7768368 51.226358, 6.7767961 51.2263392)",,,,
149902602,False,4,Maximilian-Weyhe-Allee,secondary,50,False,26.422,"LINESTRING (6.7768763 51.2297088, 6.7772474 51.2297584)",L 392,,,
"[241384249, 147614221]",True,2,Heinrich-Heine-Allee,secondary,50,False,203.76,"LINESTRING (6.7768763 51.2297088, 6.7768855 51.2295799, 6.7768379 51.22804, 6.7768271 51.2278769)",,,,
"[371507066, 328619452]",False,,Ratinger Straße,residential,30,True,157.322,"LINESTRING (6.7768763 51.2297088, 6.7767326 51.2296914, 6.7766495 51.2296813, 6.7764395 51.2296567, 6.7757924 51.2295812, 6.7748115 51.2293966, 6.7746854 51.2293716)",,,,
144140058,False,,Mühlenstraße,residential,30,True,133.205,"LINESTRING (6.7735448 51.2274366, 6.7736049 51.227451, 6.7745949 51.2277116, 6.7748872 51.227789, 6.7750736 51.2278239, 6.775283 51.2278478, 6.7753328 51.2278501)",,,,
"[1246418377, 549757499]",False,,Liefergasse,residential,30,True,36.158,"LINESTRING (6.7735448 51.2274366, 6.773485 51.2275356, 6.7733984 51.2276926, 6.7733951 51.2277217, 6.7734016 51.2277454)",,,,
1246418379,False,,Mühlenstraße,residential,30,False,105.942,"LINESTRING (6.7735448 51.2274366, 6.7734536 51.2274158, 6.7734146 51.2274078, 6.7728886 51.2272975, 6.7721878 51.2271466, 6.7721082 51.2271238)",,,,
149902602,False,4,Maximilian-Weyhe-Allee,secondary,50,True,26.422,"LINESTRING (6.7772474 51.2297584, 6.7768763 51.2297088)",L 392,,,
"[324575016, 201973506]",True,"['2', '3']","['Elberfelder Straße', 'Kö-Bogen-Tunnel']",secondary,50,False,274.4510000000001,"LINESTRING (6.7811224 51.2267543, 6.7807959 51.2267062, 6.7805732 51.226669, 6.7803861 51.2266372, 6.7801682 51.2266042, 6.780063 51.2265909, 6.7799509 51.2265762, 6.7795664 51.2265264, 6.7793128 51.2264878, 6.7791549 51.2264708, 6.7789185 51.2264584, 6.7784323 51.2264513, 6.7772998 51.2264638, 6.7772344 51.2264645)",,,,yes
206696448,True,1,Kö-Bogen-Tunnel,secondary,50,False,111.37599999999999,"LINESTRING (6.7826903 51.2268247, 6.7825318 51.2268368, 6.7823803 51.2268619, 6.782274 51.2268751, 6.7821676 51.2268826, 6.782056 51.2268813, 6.7819291 51.2268704, 6.7817965 51.2268518, 6.7816952 51.2268351, 6.7815424 51.2268107, 6.7813936 51.2267897, 6.7811224 51.2267543)",,,,yes
62081073,True,3,Berliner Allee,secondary,50,False,65.829,"LINESTRING (6.7831148 51.2239705, 6.783168 51.2241589, 6.7832208 51.2243981, 6.7832294 51.2244287, 6.7832649 51.2245549)",L 55,,,
324568340,True,1,,tertiary_link,50,False,24.378,"LINESTRING (6.7827809 51.2239447, 6.7828844 51.2239357, 6.7829281 51.2239313, 6.7829576 51.22393, 6.7830001 51.2239339, 6.7830453 51.2239497, 6.7831148 51.2239705)",,,,
542127890,True,2,Berliner Allee,secondary,50,False,45.696,"LINESTRING (6.7827809 51.2239447, 6.7827554 51.2238594, 6.7826607 51.2235407)",L 55,,,
"[526307320, 383284179]",True,1,Blumenstraße,tertiary,50,False,38.57,"LINESTRING (6.7828218 51.2241284, 6.7827567 51.2241101, 6.7827407 51.2240765, 6.7827172 51.2240525, 6.782685 51.224035, 6.7826408 51.2240231, 6.7825871 51.2240159, 6.7825308 51.2240235, 6.7824651 51.2240364, 6.7823557 51.2240384)",,,,
383284180,True,2,Berliner Allee,secondary,50,False,20.624000000000002,"LINESTRING (6.7828218 51.2241284, 6.7827996 51.2240236, 6.7827809 51.2239447)",L 55,,,
142697893,False,2,Kasernenstraße,secondary,30,False,153.07,"LINESTRING (6.7756179 51.2244321, 6.775617 51.2244069, 6.7756141 51.2243709, 6.7756068 51.2240546, 6.7755869 51.2231846, 6.7755822 51.223111, 6.7755786 51.2230558)",,,,
"[1092566022, 1092566023, 1092566024, 1092566025, 1092566026, 1092566027, 1092566028]",True,1,Königsallee,residential,50,False,153.996,"LINESTRING (6.7784179 51.2229101, 6.778415 51.222821, 6.7784107 51.2226879, 6.7784044 51.2225927, 6.778399 51.2224068, 6.7783874 51.2220106, 6.7783785 51.2217055, 6.7783732 51.2215255)",,,,
523064885,True,1,Benrather Straße,tertiary,50,False,13.406,"LINESTRING (6.7782293 51.2230005, 6.7784213 51.2230092)",,,,
523064890,True,1,Benrather Straße,tertiary,50,False,16.856,"LINESTRING (6.7782293 51.2230005, 6.7782921 51.2229816, 6.7783307 51.2229697, 6.778381 51.2229392, 6.7784179 51.2229101)",,,,
"[1247262712, 1267569396, 23436276]",False,2,Josephinenstraße,residential,,False,141.793,"LINESTRING (6.7824145 51.2239633, 6.7822969 51.2238916, 6.7820027 51.2236947, 6.7811745 51.2231627, 6.7811455 51.2231211, 6.7811496 51.2230068)",,,,
615884023,True,1,Blumenstraße,tertiary,50,False,54.716,"LINESTRING (6.7824145 51.2239633, 6.7825954 51.2238684, 6.7826164 51.2238437, 6.782632 51.2238186, 6.7826514 51.2237729, 6.7826548 51.2237392, 6.7826481 51.2236943, 6.7826157 51.2235885, 6.7826607 51.2235407)",,,,
1092311927,True,3,Berliner Allee,secondary,50,False,23.132,"LINESTRING (6.7824818 51.2217333, 6.7825292 51.2219392)",L 55,,,
355493480,True,1,Stresemannstraße,residential,30,False,24.311,"LINESTRING (6.7824818 51.2217333, 6.7825268 51.2217537, 6.7825699 51.221763, 6.7826424 51.221763, 6.7827461 51.2217518, 6.7828163 51.221752)",,,,
355493465,True,1,Berliner Allee,secondary,50,False,36.718999999999994,"LINESTRING (6.782195 51.2217549, 6.7822514 51.2217071, 6.7822358 51.2216463, 6.7822319 51.2216166, 6.7822347 51.2215901, 6.7822441 51.2215775, 6.7822614 51.2215623, 6.7823037 51.221531, 6.7824081 51.2214862)",L 55,,,
1092570642,True,3,Berliner Allee,secondary,50,False,32.241,"LINESTRING (6.782195 51.2217549, 6.7821515 51.2215764, 6.7821469 51.2215543, 6.782127 51.2214681)",L 55,,,
"[1246418377, 549757499]",False,,Liefergasse,residential,30,False,36.158,"LINESTRING (6.7734016 51.2277454, 6.7733951 51.2277217, 6.7733984 51.2276926, 6.773485 51.2275356, 6.7735448 51.2274366)",,,,
"[147842154, 144140071]",False,,"['Mutter-Ey-Straße', 'Neustraße']",residential,30,"[False, True]",107.776,"LINESTRING (6.7756454 51.2272062, 6.7757334 51.2272103, 6.7757649 51.2271995, 6.7758024 51.2271941, 6.7760633 51.2272029, 6.7761189 51.2272159, 6.7761672 51.2272382, 6.7761661 51.227252, 6.7761594 51.2277138, 6.7761605 51.2278672)",,,,
1229551945,True,2,Kasernenstraße,secondary,30,False,50.479,"LINESTRING (6.7756406 51.2248854, 6.7756349 51.2248671, 6.7756293 51.2248386, 6.7756261 51.2248117, 6.7756179 51.2244321)",,,,
