osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,access,width
"[25947712, 657293186]",False,2,,Im Trinnel,residential,30,True,106.93800000000002,"LINESTRING (7.2273875 50.3295129, 7.2271486 50.3294805, 7.2271038 50.3294771, 7.2270676 50.3294782, 7.2270216 50.3294858, 7.2269772 50.3294931, 7.2267169 50.3295393, 7.2266409 50.3295476, 7.2265553 50.3295434, 7.2264636 50.3295311, 7.2262012 50.329467, 7.2261353 50.32945, 7.2259418 50.3294001)",,,,
332380147,True,1,,Stehbach,residential,,False,49.487,"LINESTRING (7.2236929 50.3312916, 7.2236443 50.3312562, 7.2234318 50.3310977, 7.2233421 50.3310509, 7.223186 50.3309927)",,,,
653789767,False,2,L 82,Habsburgring,secondary,50,False,87.527,"LINESTRING (7.2236929 50.3312916, 7.2232575 50.3314336, 7.2231177 50.3314612, 7.2229958 50.3314737, 7.2228861 50.3314775, 7.2227095 50.3314725, 7.2225792 50.3314662, 7.2225226 50.3314615)",,,,
"[653789768, 857560819, 731010221]",False,"['2', '3']",L 82,Habsburgring,secondary,50,True,43.619,"LINESTRING (7.2236929 50.3312916, 7.2240295 50.3311845, 7.2241332 50.3311496, 7.2242385 50.3311113)",,,,
601815367,False,2,L 82,St.-Veit-Straße,secondary,50,False,34.048,"LINESTRING (7.2265854 50.3278205, 7.2269929 50.327982)",,,,
95984062,False,,,Gerberstraße,residential,30,True,248.32999999999998,"LINESTRING (7.2265854 50.3278205, 7.2266461 50.327703, 7.2267374 50.3274685, 7.2267672 50.327392, 7.2269271 50.3269815, 7.227013 50.326761, 7.2274333 50.3256542)",,,,
"[601815354, 601815367]",False,2,L 82,St.-Veit-Straße,secondary,50,True,120.244,"LINESTRING (7.2265854 50.3278205, 7.2264424 50.3277663, 7.2264273 50.3277606, 7.2256719 50.3274551, 7.2255274 50.3273986, 7.2251933 50.3272675, 7.225148 50.3272485)",,,,
601815367,False,2,L 82,St.-Veit-Straße,secondary,50,True,4.314,"LINESTRING (7.2270444 50.3280026, 7.2269929 50.327982)",,,,
"[26116168, 25996083]",False,,,"['Maifeldstraße', 'Auf dem Werth']",residential,,False,364.95,"LINESTRING (7.2270444 50.3280026, 7.227103 50.3279675, 7.2274656 50.327752, 7.227799 50.3275254, 7.2282594 50.3271621, 7.2285671 50.3268631, 7.2287277 50.3266616, 7.2288505 50.3264846, 7.2289035 50.3263822, 7.2289288 50.3263191, 7.2289221 50.3262667, 7.2288871 50.3262362, 7.2274333 50.3256542)",,,,
"[51735212, 51735221, 601815367]",False,2,L 82,St.-Veit-Straße,secondary,50,False,17.519,"LINESTRING (7.2270444 50.3280026, 7.2270702 50.3280133, 7.2272085 50.3280915, 7.2272325 50.3281043)",yes,,,
"[51735212, 51735221, 601815367]",False,2,L 82,St.-Veit-Straße,secondary,50,True,17.519000000000002,"LINESTRING (7.2272325 50.3281043, 7.2272085 50.3280915, 7.2270702 50.3280133, 7.2270444 50.3280026)",yes,,,
407195170,True,1,L 82,St.-Veit-Straße,secondary,50,False,50.509,"LINESTRING (7.2272325 50.3281043, 7.2276239 50.3283198, 7.2277668 50.3284042)",,,,
958443128,True,1,L 82,Boemundring,secondary,50,False,6.709,"LINESTRING (7.2228889 50.3265264, 7.2229068 50.3265421, 7.2229144 50.3265598, 7.2229186 50.3265822)",,roundabout,,
25949859,False,,,Stehbach,residential,,True,73.055,"LINESTRING (7.2203491 50.3300856, 7.2201744 50.3299656, 7.2201358 50.3299338, 7.219929 50.3297729, 7.2196762 50.3295888)",,,,
25949859,False,,,Stehbach,residential,,False,30.254,"LINESTRING (7.219208 50.3289273, 7.2193644 50.3291804)",,,,
"[1247119545, 396955514, 25949859, 825703591]",False,,,"['Stehbach', 'Boemundring']","['residential', 'living_street']",,"[False, True]",179.368,"LINESTRING (7.219208 50.3289273, 7.219051 50.3285886, 7.2188087 50.3280659, 7.2188072 50.3280426, 7.218825 50.3280233, 7.2190762 50.3278615, 7.2192008 50.3277683, 7.2193394 50.3276244, 7.2193942 50.3275733, 7.2193528 50.3275552, 7.2193004 50.3275105)",,,,
25949886,True,,,Töpferstraße,residential,,False,26.669,"LINESTRING (7.219208 50.3289273, 7.2189264 50.3290067, 7.2188931 50.3290138, 7.2188646 50.3290241)",,,,
25845628,True,,,Bäckerstraße,residential,,False,6.009,"LINESTRING (7.2241237 50.3269398, 7.224075 50.326984)",,,,
332378530,True,1,L 82,Boemundring,secondary,50,False,35.188,"LINESTRING (7.2241237 50.3269398, 7.2243173 50.3270197, 7.2243542 50.3270334, 7.2243809 50.3270417, 7.2244183 50.32705, 7.2244627 50.3270584, 7.224502 50.3270617, 7.2245396 50.327063, 7.2245689 50.3270604)",,,,
25947715,True,1,L 82,Alleestraße,secondary,50,False,121.453,"LINESTRING (7.2278561 50.3284703, 7.2277371 50.3286417, 7.2275624 50.3288935, 7.2273875 50.3295129)",,,,
332380147,True,1,,Stehbach,residential,,False,77.339,"LINESTRING (7.2221625 50.3307242, 7.2211236 50.3305146)",,,,
26430454,False,,,Kreuzgang,residential,,True,55.435,"LINESTRING (7.2221625 50.3307242, 7.2223448 50.330486, 7.2223934 50.3304226, 7.222416 50.3302604)",,,,
25923065,True,1,L 98,Am Obertor,secondary,,False,39.53,"LINESTRING (7.217799 50.3275598, 7.2177842 50.3275371, 7.2177795 50.3275191, 7.2177789 50.327499, 7.2177882 50.3274725, 7.2178372 50.3273757, 7.2179405 50.3272259)",,,,
576020283,False,,,Westbahnhofstraße,residential,,True,82.78899999999999,"LINESTRING (7.217799 50.3275598, 7.2176937 50.3275834, 7.2173388 50.3276866, 7.2173024 50.3277002, 7.217273 50.3277137, 7.2172393 50.3277327, 7.2171829 50.3277663, 7.2171098 50.3278062, 7.2170433 50.3278316, 7.2169569 50.3278546, 7.2168791 50.32787, 7.2167667 50.3278868)",,,,
25922707,True,,,Töpferstraße,living_street,,False,94.10399999999998,"LINESTRING (7.2204226 50.3285882, 7.2196759 50.3287955, 7.219537 50.3288346, 7.219208 50.3289273)",,,,
28541407,False,,,Bornhaustert,residential,,False,73.81500000000001,"LINESTRING (7.2204226 50.3285882, 7.2202197 50.328258, 7.2201818 50.3281963, 7.220162 50.3281682, 7.2201092 50.3280933, 7.22007 50.3280376, 7.2200171 50.3279776)",,,,
"[26373643, 931069053]",False,,,Rosengasse,living_street,,True,85.041,"LINESTRING (7.2208662 50.3292803, 7.2209349 50.3294011, 7.2210566 50.329599, 7.2211308 50.3296478, 7.2216476 50.3297807)",,,,
123412674,True,,,Rosengasse,living_street,,False,83.188,"LINESTRING (7.2208662 50.3292803, 7.2206955 50.3289849, 7.2204226 50.3285882)",,,,
"[891250508, 26373420]",False,,,Hahnengasse,residential,,True,91.238,"LINESTRING (7.2208662 50.3292803, 7.2207648 50.3293071, 7.2205095 50.3293666, 7.2204791 50.3293763, 7.2203 50.3294161, 7.2201523 50.3294528, 7.2199891 50.3294959, 7.2196762 50.3295888)",,,,
332380147,True,1,,Stehbach,residential,,False,32.665,"LINESTRING (7.2226053 50.3308042, 7.2221625 50.3307242)",,,,
25930922,False,,,Brückenstraße,residential,,False,88.54099999999998,"LINESTRING (7.2226053 50.3308042, 7.2232902 50.330325, 7.2233419 50.3302889, 7.2234766 50.3302405)",,,,
25930921,False,,,An der Stadtmauer,residential,,False,112.735,"LINESTRING (7.223186 50.3309927, 7.2235053 50.3306859, 7.2239947 50.3309086, 7.2241041 50.3309559, 7.2242385 50.3311113)",,,,
332380147,True,1,,Stehbach,residential,,False,46.242,"LINESTRING (7.223186 50.3309927, 7.2229201 50.3309075, 7.2226053 50.3308042)",,,,
25930921,False,,,An der Stadtmauer,residential,,True,112.73499999999999,"LINESTRING (7.2242385 50.3311113, 7.2241041 50.3309559, 7.2239947 50.3309086, 7.2235053 50.3306859, 7.223186 50.3309927)",,,,
"[653789768, 857560819, 731010221]",False,"['2', '3']",L 82,Habsburgring,secondary,50,False,43.619,"LINESTRING (7.2242385 50.3311113, 7.2241332 50.3311496, 7.2240295 50.3311845, 7.2236929 50.3312916)",,,,
857560819,False,3,L 82,Habsburgring,secondary,50,True,83.844,"LINESTRING (7.2242385 50.3311113, 7.2243567 50.3310645, 7.2245874 50.3309699, 7.2248444 50.3308566, 7.2249795 50.330796, 7.2252092 50.3306825)",,,,
25930922,False,,,Brückenstraße,residential,,True,88.541,"LINESTRING (7.2234766 50.3302405, 7.2233419 50.3302889, 7.2232902 50.330325, 7.2226053 50.3308042)",,,,
25949746,True,1,L 82,St.-Veit-Straße,secondary,50,False,9.706,"LINESTRING (7.2277668 50.3284042, 7.2278561 50.3284703)",,,,
"[488666265, 391913658, 488666268, 25996069]",True,,,Burgfrieden,residential,,False,140.78199999999998,"LINESTRING (7.2221598 50.3265859, 7.2220795 50.3266272, 7.2220433 50.3266569, 7.2220124 50.3266645, 7.221976 50.32669, 7.2219194 50.3267715, 7.2218394 50.3268806, 7.2217721 50.3269886, 7.2215827 50.3272355, 7.2215002 50.3273065, 7.2214171 50.327378, 7.2212635 50.3275083, 7.2211746 50.3275635, 7.2211074 50.3275742, 7.2210411 50.3275736)",,,,
"[576020268, 651796541]",True,1,L 82,Boemundring,secondary,50,False,219.341,"LINESTRING (7.2221598 50.3265859, 7.2220855 50.3265799, 7.2220197 50.3265739, 7.2219431 50.3265637, 7.2218568 50.3265515, 7.2217696 50.3265359, 7.2212725 50.3264278, 7.2211703 50.3264122, 7.2210958 50.3264041, 7.2210265 50.3264008, 7.2209188 50.3264058, 7.2208139 50.326418, 7.2207527 50.3264322, 7.2206826 50.3264567, 7.2205998 50.3264893, 7.2205189 50.3265253, 7.2204373 50.3265664, 7.2203883 50.3266015, 7.2203346 50.3266485, 7.2202874 50.3266956, 7.2201729 50.3268364, 7.2200721 50.3269484, 7.2199488 50.3270699, 7.219866 50.3271478, 7.2197851 50.3272233, 7.219761 50.3272402)",,,,
"[517306748, 379895674, 29035444]",False,,,"['Bärengasse', 'Burgfrieden']",residential,10,"[False, True]",69.742,"LINESTRING (7.2210411 50.3275736, 7.2210667 50.3276152, 7.2211162 50.3276954, 7.2212768 50.327662, 7.2214803 50.3276505, 7.2216599 50.3276748, 7.2218431 50.3277533)",,,,
391913661,True,1,,Marktplatz,living_street,,False,99.525,"LINESTRING (7.2210411 50.3275736, 7.2210058 50.32756, 7.2209491 50.3275079, 7.220498 50.3273513, 7.2201866 50.3272857, 7.2201063 50.3272717, 7.2200475 50.3272654, 7.2199887 50.3272645, 7.2199428 50.327267, 7.2198845 50.3272763, 7.2198208 50.327291, 7.2197795 50.3273015)",,,,
26125473,False,,,Schlotterhof,residential,,False,54.583,"LINESTRING (7.2200171 50.3279776, 7.2198235 50.3278008, 7.2197411 50.3277707, 7.2195774 50.3277516, 7.2194411 50.3276871)",,,,
28541407,False,,,Bornhaustert,residential,,False,67.414,"LINESTRING (7.2200171 50.3279776, 7.2200423 50.3279189, 7.2200736 50.3278415, 7.2200972 50.327774, 7.2201314 50.3273783)",,,,
28541407,False,,,Bornhaustert,residential,,True,73.815,"LINESTRING (7.2200171 50.3279776, 7.22007 50.3280376, 7.2201092 50.3280933, 7.220162 50.3281682, 7.2201818 50.3281963, 7.2202197 50.328258, 7.2204226 50.3285882)",,,,
28541407,False,,,Bornhaustert,residential,,True,67.414,"LINESTRING (7.2201314 50.3273783, 7.2200972 50.327774, 7.2200736 50.3278415, 7.2200423 50.3279189, 7.2200171 50.3279776)",,,,
25996076,True,1,,Burgfrieden,residential,50,False,6.445,"LINESTRING (7.2236751 50.3267704, 7.223635 50.3268224)",,,,
601815349,True,2,L 82,Boemundring,secondary,50,False,37.021,"LINESTRING (7.2236751 50.3267704, 7.2237983 50.3268124, 7.2239004 50.3268492, 7.2240281 50.3269002, 7.2241237 50.3269398)",,,,
26011517,True,,,Neustraße,residential,,False,139.13199999999998,"LINESTRING (7.2230187 50.3283407, 7.2231936 50.328207, 7.2241848 50.3275413, 7.2242155 50.3275209, 7.2242377 50.3275019, 7.2242799 50.3274625, 7.2243254 50.3274113)",,,,
25996077,True,2,,Im Hombrich,residential,30,False,73.446,"LINESTRING (7.2238699 50.3287162, 7.2230187 50.3283407)",,,,
26011536,False,2,,Entenpfuhl,residential,30,False,124.46199999999999,"LINESTRING (7.2238699 50.3287162, 7.2240351 50.3284803, 7.2241848 50.3282665, 7.2243315 50.328057, 7.2244046 50.3279431, 7.2244971 50.3278178, 7.2245807 50.3276931)",,,,
26365616,False,,,Entenpfuhl,living_street,,False,92.846,"LINESTRING (7.2238699 50.3287162, 7.2235365 50.3289567, 7.2229436 50.3293042)",,,,
"[986885322, 25996079]",True,,,Mühlenweg,"['living_street', 'residential']",,False,122.67899999999999,"LINESTRING (7.2245807 50.3276931, 7.2247793 50.3277829, 7.2250844 50.3279132, 7.2253071 50.3280162, 7.2253881 50.3280613, 7.2255118 50.3281549, 7.2256593 50.3283089, 7.2257593 50.3283862, 7.2258434 50.3284249)",,,,
26011536,False,2,,Entenpfuhl,residential,30,True,124.46199999999999,"LINESTRING (7.2245807 50.3276931, 7.2244971 50.3278178, 7.2244046 50.3279431, 7.2243315 50.328057, 7.2241848 50.3282665, 7.2240351 50.3284803, 7.2238699 50.3287162)",,,,
986885322,True,,,Mühlenweg,residential,,False,17.621,"LINESTRING (7.2258434 50.3284249, 7.2260537 50.3285091)",,,,
26011687,False,,,Im Keutel,residential,,True,94.866,"LINESTRING (7.2258434 50.3284249, 7.2257945 50.3284685, 7.2254082 50.3285843, 7.2252524 50.3286247, 7.2251662 50.3286519, 7.2250864 50.3286944, 7.2250415 50.328759, 7.2249782 50.3289766)",,,,
25996082,False,,,Wasserpförtchen,residential,,True,80.60300000000001,"LINESTRING (7.2260537 50.3285091, 7.2256844 50.3287677, 7.2255329 50.3289221, 7.2254249 50.3291021)",,,,
26011736,False,,,Wasserpförtchen,residential,,False,88.777,"LINESTRING (7.2260537 50.3285091, 7.2265373 50.3282309, 7.2268513 50.3280603, 7.2269929 50.327982)",,,no,
26011594,False,,,Im Hombrich,residential,,False,34.644,"LINESTRING (7.2249782 50.3289766, 7.2254249 50.3291021)",,,,
25996080,True,1,,Im Hombrich,residential,,False,84.828,"LINESTRING (7.2249782 50.3289766, 7.2245575 50.3289041, 7.2242863 50.3288683, 7.2241773 50.3288441, 7.2238699 50.3287162)",,,,
26011687,False,,,Im Keutel,residential,,False,94.866,"LINESTRING (7.2249782 50.3289766, 7.2250415 50.328759, 7.2250864 50.3286944, 7.2251662 50.3286519, 7.2252524 50.3286247, 7.2254082 50.3285843, 7.2257945 50.3284685, 7.2258434 50.3284249)",,,,
"[26963449, 26011804, 390866935]",False,2,,Im Trinnel,residential,,True,40.784000000000006,"LINESTRING (7.2259815 50.32919, 7.2257868 50.3291616, 7.2256663 50.3291441, 7.2254951 50.3291075, 7.2254816 50.3291065, 7.2254249 50.3291021)",yes,,,
"[657266112, 653789770]",True,"['2', '1']",,Im Trinnel,residential,30,False,151.149,"LINESTRING (7.2259815 50.32919, 7.2260021 50.329152, 7.2260277 50.3291047, 7.226034 50.329093, 7.2260789 50.32901, 7.226135 50.3289444, 7.2262051 50.3288867, 7.2267939 50.3284316, 7.2271193 50.3281948, 7.2272014 50.3281271, 7.2272325 50.3281043)",,,,
26011594,False,,,Im Hombrich,residential,,True,34.644,"LINESTRING (7.2254249 50.3291021, 7.2249782 50.3289766)",,,,
25996082,False,,,Wasserpförtchen,residential,,False,80.60300000000001,"LINESTRING (7.2254249 50.3291021, 7.2255329 50.3289221, 7.2256844 50.3287677, 7.2260537 50.3285091)",,,,
25996082,False,,,Wasserpförtchen,residential,,True,72.02600000000001,"LINESTRING (7.2254249 50.3291021, 7.2253563 50.3294203, 7.2253112 50.3296711, 7.2253028 50.32969, 7.2252853 50.3297062, 7.2252605 50.3297178, 7.2252413 50.3297267)",,,,
"[26963449, 26011804, 390866935]",False,2,,Im Trinnel,residential,,False,40.784,"LINESTRING (7.2254249 50.3291021, 7.2254816 50.3291065, 7.2254951 50.3291075, 7.2256663 50.3291441, 7.2257868 50.3291616, 7.2259815 50.32919)",yes,,,
25996082,False,,,Wasserpförtchen,residential,,False,72.02600000000001,"LINESTRING (7.2252413 50.3297267, 7.2252605 50.3297178, 7.2252853 50.3297062, 7.2253028 50.32969, 7.2253112 50.3296711, 7.2253563 50.3294203, 7.2254249 50.3291021)",,,,
26115208,False,,,Brückentor,residential,,True,65.987,"LINESTRING (7.2252413 50.3297267, 7.2252846 50.3297728, 7.2252816 50.3300922, 7.2252722 50.3303124)",,,,
"[26115561, 26303310]",True,,,"['Im Keutel', 'Wasserpförtchen']",residential,,False,86.72400000000002,"LINESTRING (7.2252413 50.3297267, 7.2248816 50.3298494, 7.2248186 50.329862, 7.2247661 50.3297633, 7.2247428 50.3296725, 7.2247404 50.3295514, 7.2247853 50.3293939)",,,no,
25996081,True,,,Im Keutel,residential,,False,48.38,"LINESTRING (7.2247853 50.3293939, 7.2249782 50.3289766)",,,,
26373535,False,,,Kirchgasse,residential,,True,43.419,"LINESTRING (7.2247853 50.3293939, 7.2246671 50.3293727, 7.2245248 50.3293426, 7.224449 50.3293199, 7.2243945 50.3293068, 7.2243271 50.3292884, 7.224245 50.3292716, 7.2242086 50.3292658)",,,,
"[26116168, 25996083]",False,,,"['Auf dem Werth', 'Maifeldstraße']",residential,,True,364.95,"LINESTRING (7.2274333 50.3256542, 7.2288871 50.3262362, 7.2289221 50.3262667, 7.2289288 50.3263191, 7.2289035 50.3263822, 7.2288505 50.3264846, 7.2287277 50.3266616, 7.2285671 50.3268631, 7.2282594 50.3271621, 7.227799 50.3275254, 7.2274656 50.327752, 7.227103 50.3279675, 7.2270444 50.3280026)",,,,
"[26116185, 651775265]",True,"['2', '1']",,Maifeldstraße,residential,,False,132.546,"LINESTRING (7.2274333 50.3256542, 7.2271384 50.3255415, 7.2259563 50.3253115, 7.2257249 50.3252664, 7.2256812 50.3252579)",,,,
95984062,False,,,Gerberstraße,residential,30,False,248.33,"LINESTRING (7.2274333 50.3256542, 7.227013 50.326761, 7.2269271 50.3269815, 7.2267672 50.327392, 7.2267374 50.3274685, 7.2266461 50.327703, 7.2265854 50.3278205)",,,,
651775264,False,2,L 82,Polcher Straße,secondary,50,False,70.12100000000001,"LINESTRING (7.2256812 50.3252579, 7.2258454 50.3248966, 7.2259522 50.3246515)",,,,
"[651775264, 97723968]",False,2,L 82,Polcher Straße,secondary,50,True,166.098,"LINESTRING (7.2256812 50.3252579, 7.2256486 50.3253253, 7.2253921 50.3258546, 7.2253131 50.3260176, 7.2252026 50.3262463, 7.2250133 50.3266893)",,,,
651775264,False,2,L 82,Polcher Straße,secondary,50,False,29.938,"LINESTRING (7.2259522 50.3246515, 7.2259667 50.3246101, 7.2259981 50.3245391, 7.2260554 50.3243905)",,,,
651775264,False,2,L 82,Polcher Straße,secondary,50,True,70.12100000000001,"LINESTRING (7.2259522 50.3246515, 7.2258454 50.3248966, 7.2256812 50.3252579)",,,,
25996086,False,,,Eltzer Straße,residential,30,False,91.844,"LINESTRING (7.2260554 50.3243905, 7.2256285 50.3243561, 7.2252298 50.3243247, 7.2247719 50.3242869)",,,,
651775264,False,2,L 82,Polcher Straße,secondary,50,True,29.938,"LINESTRING (7.2260554 50.3243905, 7.2259981 50.3245391, 7.2259667 50.3246101, 7.2259522 50.3246515)",,,,
25996086,False,,,Eltzer Straße,residential,30,True,91.844,"LINESTRING (7.2247719 50.3242869, 7.2252298 50.3243247, 7.2256285 50.3243561, 7.2260554 50.3243905)",,,,
"[651775258, 1108409564]",False,2,,Kehriger Straße,residential,50,False,93.99699999999999,"LINESTRING (7.2247719 50.3242869, 7.2246698 50.3243935, 7.2244452 50.3246158, 7.224308 50.324751, 7.2240511 50.3249959)",,,,
601815358,True,1,L 82,Am Neutor,secondary,50,False,14.571000000000002,"LINESTRING (7.2249013 50.3267988, 7.2249164 50.326782, 7.2249328 50.3267627, 7.2249495 50.3267442, 7.2250133 50.3266893)",,,,
651775255,False,2,,Kehriger Straße,residential,50,False,28.856,"LINESTRING (7.2231301 50.3260795, 7.2229631 50.3263161)",,,,
25996087,True,1,,Siegfriedstraße,residential,,False,149.02,"LINESTRING (7.2231301 50.3260795, 7.2232589 50.3261322, 7.2245798 50.3266681, 7.2248046 50.3267598, 7.2248568 50.3267803, 7.2249013 50.3267988)",,,,
26178893,False,,,Siegfriedstraße,residential,30,False,205.66,"LINESTRING (7.2231301 50.3260795, 7.2227894 50.3258929, 7.2224836 50.3256816, 7.2224255 50.3256532, 7.2223582 50.3256289, 7.222321 50.3256174, 7.2222767 50.3256052, 7.2221974 50.3255881, 7.2221228 50.3255755, 7.2220016 50.3255589, 7.2211299 50.3254914, 7.2207515 50.3254866, 7.220626 50.3254874, 7.2205361 50.3254943)",,,,
"[651775258, 651775263]",False,2,,Kehriger Straße,residential,50,True,79.852,"LINESTRING (7.2231301 50.3260795, 7.2231724 50.3260206, 7.2233209 50.3258141, 7.223388 50.3257213, 7.223494 50.3255875, 7.2236219 50.3254339)",,,,
26115626,False,,,Frankenstraße,residential,,True,72.53800000000001,"LINESTRING (7.2273038 50.3313006, 7.2274194 50.3312369, 7.2277209 50.3310706, 7.2280772 50.3308742)",,,,
97798607,False,2,L 82,Auf der Eich,secondary,50,False,69.952,"LINESTRING (7.2273038 50.3313006, 7.2270574 50.3311613, 7.226756 50.3309879, 7.2266467 50.3309424, 7.2265348 50.3309145)",,,,
83912832,True,,,Entenpfuhl,residential,30,False,38.37,"LINESTRING (7.2245549 50.3273683, 7.2245643 50.3273805, 7.2245764 50.3273928, 7.2245984 50.3274124, 7.2246127 50.3274268, 7.2246239 50.3274439, 7.2246355 50.3274705, 7.2246439 50.327507, 7.2246464 50.3275458, 7.2246369 50.3275927, 7.2246173 50.3276306, 7.2245807 50.3276931)",,,,
"[26373865, 26385490]",False,,,"['Göbelstraße', 'Feilsgraben']",living_street,,True,117.83900000000001,"LINESTRING (7.2216476 50.3297807, 7.2218772 50.329422, 7.222561 50.3295927, 7.2228389 50.3296925)",,,,
655108462,False,,,Göbelstraße,living_street,30,True,89.717,"LINESTRING (7.2216476 50.3297807, 7.2215302 50.3299604, 7.2212581 50.3303148, 7.2211236 50.3305146)",,,,
"[26373643, 931069053]",False,,,Rosengasse,living_street,,False,85.041,"LINESTRING (7.2216476 50.3297807, 7.2211308 50.3296478, 7.2210566 50.329599, 7.2209349 50.3294011, 7.2208662 50.3292803)",,,,
439028396,False,,,Siegfriedstraße,residential,30,False,16.018,"LINESTRING (7.219555 50.3258627, 7.2195914 50.3258241, 7.2196364 50.3257858, 7.2196946 50.3257507)",,,,
26179148,False,,,Hinter Burg,residential,30,False,75.861,"LINESTRING (7.2196854 50.3244078, 7.21966 50.3249261, 7.219652 50.3250897)",,,,
26232568,False,,,Hinter Burg,residential,30,True,76.48,"LINESTRING (7.2196854 50.3244078, 7.2200434 50.3244699, 7.2206576 50.3245765, 7.220725 50.3245882)",,,,3
26179170,False,,,Robert-Koch-Straße,residential,30,False,25.152,"LINESTRING (7.2166748 50.324092, 7.2168651 50.3239012)",,,,
26179170,False,,,Robert-Koch-Straße,residential,30,True,103.343,"LINESTRING (7.2166748 50.324092, 7.2161998 50.3244816, 7.2160392 50.3245903, 7.2157317 50.3247986)",,,,
26179007,False,,,Kolpingstraße,residential,30,False,114.75599999999999,"LINESTRING (7.2157317 50.3247986, 7.2157932 50.324878, 7.2158189 50.3249112, 7.2158693 50.3249764, 7.2162633 50.3256836, 7.2162171 50.3257613)",,,,
26179170,False,,,Robert-Koch-Straße,residential,30,False,103.343,"LINESTRING (7.2157317 50.3247986, 7.2160392 50.3245903, 7.2161998 50.3244816, 7.2166748 50.324092)",,,,
26178893,False,,,Siegfriedstraße,residential,30,False,66.624,"LINESTRING (7.2205361 50.3254943, 7.2204438 50.3255074, 7.2203429 50.3255277, 7.2202129 50.3255621, 7.2201082 50.3255922, 7.2197787 50.325714, 7.2196946 50.3257507)",,,,
26178893,False,,,Siegfriedstraße,residential,30,True,205.66,"LINESTRING (7.2205361 50.3254943, 7.220626 50.3254874, 7.2207515 50.3254866, 7.2211299 50.3254914, 7.2220016 50.3255589, 7.2221228 50.3255755, 7.2221974 50.3255881, 7.2222767 50.3256052, 7.222321 50.3256174, 7.2223582 50.3256289, 7.2224255 50.3256532, 7.2224836 50.3256816, 7.2227894 50.3258929, 7.2231301 50.3260795)",,,,
26179946,False,,,Golostraße,residential,30,False,103.39600000000002,"LINESTRING (7.2205361 50.3254943, 7.2205713 50.3248084, 7.2205757 50.3247866, 7.2205832 50.3247638, 7.2205921 50.3247419, 7.2206022 50.3247264, 7.220725 50.3245882)",,,,
26179946,False,,,Golostraße,residential,30,True,103.396,"LINESTRING (7.220725 50.3245882, 7.2206022 50.3247264, 7.2205921 50.3247419, 7.2205832 50.3247638, 7.2205757 50.3247866, 7.2205713 50.3248084, 7.2205361 50.3254943)",,,,
26232568,False,,,Hinter Burg,residential,30,False,76.48,"LINESTRING (7.220725 50.3245882, 7.2206576 50.3245765, 7.2200434 50.3244699, 7.2196854 50.3244078)",,,,3
