osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed,access
8910488,1,B 455,primary_link,True,False,149.951,"LINESTRING (8.513964 50.1922858, 8.5140911 50.1923063, 8.5142495 50.1923356, 8.5143607 50.1923639, 8.5145009 50.1924016, 8.5146271 50.1924416, 8.5147084 50.1924753, 8.5147879 50.1925115, 8.5148566 50.1925478, 8.5149141 50.1925861, 8.5149649 50.1926292, 8.5150048 50.1926714, 8.5150353 50.1927197, 8.5150566 50.1927672, 8.5150634 50.1928056, 8.5150668 50.1928512, 8.5150554 50.1929576, 8.5150562 50.1930002, 8.5150648 50.19304, 8.515084 50.1930845, 8.5151191 50.1931387, 8.5151713 50.193208)",,,
8910488,1,B 455,primary_link,True,False,28.554,"LINESTRING (8.5136463 50.1921303, 8.51377 50.1921925, 8.5138565 50.1922432, 8.5139067 50.1922651, 8.513964 50.1922858)",,,
"[199233480, 321985616]",2,L 3005,secondary,False,True,73.721,"LINESTRING (8.5136463 50.1921303, 8.5136085 50.1920656, 8.5135641 50.191995, 8.5135132 50.1919403, 8.5134303 50.1918539, 8.5130904 50.1915763)",Hainstraße,"['50', '100']",
1057904933,2,L 3005,secondary,False,False,24.842999999999996,"LINESTRING (8.5136463 50.1921303, 8.5136705 50.1921937, 8.5136926 50.1922688, 8.5137071 50.19235)",Hainstraße,100,
55616589,2,B 455,primary,False,True,54.215,"LINESTRING (8.5139981 50.1928987, 8.5146968 50.1930927)",,,
8911763,1,B 455,primary_link,True,False,162.905,"LINESTRING (8.5139981 50.1928987, 8.5144125 50.192959, 8.5144814 50.1929636, 8.5145465 50.1929636, 8.5146021 50.1929576, 8.5146479 50.1929446, 8.5147009 50.1929246, 8.5147503 50.1929005, 8.5147934 50.1928711, 8.51482 50.1928429, 8.5148443 50.1928102, 8.514864 50.1927697, 8.5148717 50.1927275, 8.5148696 50.1926896, 8.5148565 50.1926516, 8.5148355 50.1926176, 8.5148129 50.1925915, 8.5147771 50.1925622, 8.5147268 50.1925291, 8.5146791 50.1925052, 8.5146162 50.1924811, 8.5145262 50.1924525, 8.5144258 50.1924287, 8.5143394 50.192412, 8.5142628 50.1924021, 8.514189 50.1923964, 8.5140945 50.1923926, 8.513932 50.1923931)",,80,
"[23210089, 321985620, 1136943173]",3,L 3005,secondary,False,False,80.729,"LINESTRING (8.5137205 50.192514, 8.5137172 50.1926149, 8.5137073 50.1926943, 8.5137005 50.1927492, 8.5136802 50.1928543, 8.5136647 50.1929741, 8.5136595 50.1930384, 8.513655 50.1931152, 8.5136651 50.1931698, 8.5136785 50.19321, 8.5136894 50.193236)",Hainstraße,100,
199233481,3,L 3005,secondary,False,True,18.262999999999998,"LINESTRING (8.5137205 50.192514, 8.5137162 50.1924356, 8.5137071 50.19235)",Hainstraße,100,
8911763,1,B 455,primary_link,True,False,20.238,"LINESTRING (8.513932 50.1923931, 8.513855 50.1924288, 8.5138101 50.1924578, 8.5137205 50.192514)",,80,
8912392,1,B 455,primary_link,True,False,17.157,"LINESTRING (8.513932 50.1923931, 8.5138216 50.1923883, 8.513784 50.1923815, 8.5137071 50.19235)",,80,
16280068,1,B 455,primary_link,True,False,118.29599999999999,"LINESTRING (8.5160034 50.1933541, 8.5155289 50.1933457, 8.515436 50.1933475, 8.5153613 50.1933526, 8.515297 50.1933619, 8.5152342 50.1933756, 8.5151725 50.193394, 8.5151203 50.1934141, 8.5150663 50.19344, 8.5149078 50.1935278, 8.5148244 50.1935619, 8.5147352 50.1935903, 8.5146382 50.193612, 8.5145517 50.1936204, 8.514462 50.1936077)",,,
59091412,2,B 455,primary,False,False,61.496,"LINESTRING (8.5160034 50.1933541, 8.5157413 50.1933194, 8.5154398 50.1932662, 8.5151713 50.193208)",,,
321985608,,,unclassified,True,False,33.862,"LINESTRING (8.5138537 50.1934283, 8.513605 50.1933684, 8.5134054 50.1933267)",Am Waldschwimmbad,,
1057904934,2,B 455,primary_link,False,True,24.552,"LINESTRING (8.5138537 50.1934283, 8.5137703 50.1933575, 8.5137306 50.1933021, 8.5136894 50.193236)",,,
1057904935,2,B 455,primary_link,False,False,48.89900000000001,"LINESTRING (8.5138537 50.1934283, 8.5139262 50.1934706, 8.5140312 50.1935234, 8.5141268 50.1935551, 8.5141905 50.1935731, 8.5142762 50.1935906, 8.5143651 50.1936024, 8.514462 50.1936077)",,,
54955663,2,B 455,primary,False,True,36.13,"LINESTRING (8.5146968 50.1930927, 8.5151713 50.193208)",,,
55616589,2,B 455,primary,False,False,54.215,"LINESTRING (8.5146968 50.1930927, 8.5139981 50.1928987)",,,
8913006,,B 455,primary_link,True,False,74.19600000000001,"LINESTRING (8.514462 50.1936077, 8.5145398 50.1935843, 8.5146178 50.19357, 8.5146879 50.1935465, 8.5147418 50.1935175, 8.5147852 50.1934849, 8.5148196 50.1934422, 8.5148438 50.1934007, 8.5148518 50.193353, 8.514848 50.1933141, 8.5148318 50.193273, 8.5147913 50.1932119, 8.5146968 50.1930927)",,,
1057904935,2,B 455,primary_link,False,True,48.899,"LINESTRING (8.514462 50.1936077, 8.5143651 50.1936024, 8.5142762 50.1935906, 8.5141905 50.1935731, 8.5141268 50.1935551, 8.5140312 50.1935234, 8.5139262 50.1934706, 8.5138537 50.1934283)",,,
54974082,,,residential,False,True,14.775,"LINESTRING (8.5211281 50.1884952, 8.5209487 50.188562)",Höhenstraße,30,
8909657,,,residential,False,False,185.40300000000002,"LINESTRING (8.5211281 50.1884952, 8.5211458 50.1884411, 8.5212849 50.1882825, 8.5214787 50.1880791, 8.5216584 50.1879759, 8.5217452 50.1879261, 8.5224674 50.1875709, 8.5229362 50.1873384)",Höhenstraße,30,
54974083,,,residential,False,True,114.319,"LINESTRING (8.5211281 50.1884952, 8.5212202 50.1885092, 8.521327 50.188518, 8.5215544 50.1885029, 8.5218107 50.188486, 8.5220723 50.1884997, 8.5223738 50.188591, 8.522643 50.1887031)",Hermann-Löns-Weg,30,
8915020,,,residential,False,True,25.256,"LINESTRING (8.5190366 50.1895108, 8.5187527 50.189647)",Höhenstraße,30,
"[8917099, 8917052, 9032278]",,,residential,False,"[False, True]",698.7539999999999,"LINESTRING (8.5190366 50.1895108, 8.5191224 50.1896317, 8.5191567 50.1897471, 8.5191224 50.189835, 8.5190366 50.1899669, 8.5190194 50.1900768, 8.5190452 50.1901867, 8.5192834 50.1903015, 8.5195585 50.190419, 8.5197134 50.1904748, 8.5197821 50.1904973, 8.5206979 50.1907972, 8.5212387 50.1909821, 8.5217443 50.1911606, 8.522837 50.1915292, 8.5229925 50.1913068, 8.5235414 50.1905299, 8.5237373 50.1902405, 8.5244667 50.1893416, 8.5239509 50.1891604)","['Auf der Heide', 'Am Weißen Berg', 'Hermann-Löns-Weg']",30,
54974082,,,residential,False,False,172.826,"LINESTRING (8.5190366 50.1895108, 8.5200923 50.1889063, 8.5209487 50.188562)",Höhenstraße,30,
8915020,,,residential,False,False,262.512,"LINESTRING (8.5163585 50.1913754, 8.5165475 50.1911649, 8.5167277 50.1908791, 8.5171655 50.1904615, 8.5172846 50.1903626, 8.5173539 50.1903201, 8.5180581 50.1899669, 8.5182636 50.1898723, 8.5187527 50.189647)",Höhenstraße,30,
8915465,2,,residential,False,True,237.052,"LINESTRING (8.5163585 50.1913754, 8.5159456 50.1914294, 8.5148762 50.1914223, 8.5144647 50.191414, 8.5141288 50.1913938, 8.5138857 50.1914315, 8.5132332 50.1915109, 8.5130904 50.1915763)",Schülerwiesen,30,
29334606,,,residential,False,False,93.084,"LINESTRING (8.5163585 50.1913754, 8.5163468 50.1916422, 8.5165609 50.1918665, 8.5169166 50.1920729)",,30,
8915020,,,residential,False,False,25.256,"LINESTRING (8.5187527 50.189647, 8.5190366 50.1895108)",Höhenstraße,30,
8915020,,,residential,False,True,262.512,"LINESTRING (8.5187527 50.189647, 8.5182636 50.1898723, 8.5180581 50.1899669, 8.5173539 50.1903201, 8.5172846 50.1903626, 8.5171655 50.1904615, 8.5167277 50.1908791, 8.5165475 50.1911649, 8.5163585 50.1913754)",Höhenstraße,30,
67198588,,,residential,True,False,86.959,"LINESTRING (8.51858 50.1889253, 8.5185339 50.1889939, 8.5184583 50.1891683, 8.5184821 50.1893278, 8.518575 50.189486, 8.5187527 50.189647)",Parkstraße,30,
757381124,,,residential,False,False,61.157000000000004,"LINESTRING (8.51858 50.1889253, 8.5184732 50.188974, 8.5179931 50.1893243)",Parkstraße,,
8916467,,,residential,False,False,131.988,"LINESTRING (8.5245663 50.18763, 8.524299 50.1876423, 8.5236554 50.1876835, 8.5234197 50.1876637, 8.5229362 50.1873384)",Am Oberberg,30,
29487377,,,residential,False,False,68.67399999999999,"LINESTRING (8.5245663 50.18763, 8.5245803 50.187887, 8.5245898 50.18806, 8.5245948 50.1882473)",Mainblick,30,
8917261,,,residential,False,False,99.478,"LINESTRING (8.5245948 50.1882473, 8.5231999 50.1882994)",Niddastraße,30,
29487377,,,residential,False,False,111.553,"LINESTRING (8.5245948 50.1882473, 8.5245624 50.1883174, 8.5241124 50.1889719, 8.5239509 50.1891604)",Mainblick,30,
29487377,,,residential,False,True,68.67399999999999,"LINESTRING (8.5245948 50.1882473, 8.5245898 50.18806, 8.5245803 50.187887, 8.5245663 50.18763)",Mainblick,30,
54974083,,,residential,False,False,32.291,"LINESTRING (8.5239509 50.1891604, 8.5235465 50.1890289)",Hermann-Löns-Weg,30,
"[8917099, 8917052, 9032278]",,,residential,False,"[False, True]",698.754,"LINESTRING (8.5239509 50.1891604, 8.5244667 50.1893416, 8.5237373 50.1902405, 8.5235414 50.1905299, 8.5229925 50.1913068, 8.522837 50.1915292, 8.5217443 50.1911606, 8.5212387 50.1909821, 8.5206979 50.1907972, 8.5197821 50.1904973, 8.5197134 50.1904748, 8.5195585 50.190419, 8.5192834 50.1903015, 8.5190452 50.1901867, 8.5190194 50.1900768, 8.5190366 50.1899669, 8.5191224 50.189835, 8.5191567 50.1897471, 8.5191224 50.1896317, 8.5190366 50.1895108)","['Hermann-Löns-Weg', 'Auf der Heide', 'Am Weißen Berg']",30,
29487377,,,residential,False,True,111.553,"LINESTRING (8.5239509 50.1891604, 8.5241124 50.1889719, 8.5245624 50.1883174, 8.5245948 50.1882473)",Mainblick,30,
8916898,,,residential,False,False,97.59100000000001,"LINESTRING (8.5203653 50.1893562, 8.5204512 50.1892415, 8.5209487 50.188562)",Mertonweg,30,
54974082,,,residential,False,False,14.775,"LINESTRING (8.5209487 50.188562, 8.5211281 50.1884952)",Höhenstraße,30,
8916898,,,residential,False,True,97.59100000000001,"LINESTRING (8.5209487 50.188562, 8.5204512 50.1892415, 8.5203653 50.1893562)",Mertonweg,30,
54974082,,,residential,False,True,172.826,"LINESTRING (8.5209487 50.188562, 8.5200923 50.1889063, 8.5190366 50.1895108)",Höhenstraße,30,
54974083,,,residential,False,True,73.824,"LINESTRING (8.522643 50.1887031, 8.5235465 50.1890289)",Hermann-Löns-Weg,30,
54974083,,,residential,False,False,114.319,"LINESTRING (8.522643 50.1887031, 8.5223738 50.188591, 8.5220723 50.1884997, 8.5218107 50.188486, 8.5215544 50.1885029, 8.521327 50.188518, 8.5212202 50.1885092, 8.5211281 50.1884952)",Hermann-Löns-Weg,30,
54974083,,,residential,False,False,73.824,"LINESTRING (8.5235465 50.1890289, 8.522643 50.1887031)",Hermann-Löns-Weg,30,
8917217,,,residential,True,False,278.57399999999996,"LINESTRING (8.5235465 50.1890289, 8.52293 50.1898416, 8.5228465 50.1898135, 8.522302 50.1896179, 8.52198 50.1895032, 8.522643 50.1887031)",Am Buchrain,30,
54974083,,,residential,False,True,32.291,"LINESTRING (8.5235465 50.1890289, 8.5239509 50.1891604)",Hermann-Löns-Weg,30,
8917261,,,residential,False,True,99.478,"LINESTRING (8.5231999 50.1882994, 8.5245948 50.1882473)",Niddastraße,30,
29334606,,,residential,False,True,93.084,"LINESTRING (8.5169166 50.1920729, 8.5165609 50.1918665, 8.5163468 50.1916422, 8.5163585 50.1913754)",,30,
198196112,1,,unclassified,True,False,23.424,"LINESTRING (8.5134054 50.1933267, 8.5131727 50.193278, 8.513131 50.1932631, 8.5131023 50.1932487)",Am Waldschwimmbad,,yes
"[321985605, 198196110]",1,,unclassified,True,False,42.099000000000004,"LINESTRING (8.5131023 50.1932487, 8.5134251 50.19322, 8.5136894 50.193236)",Am Waldschwimmbad,30,
757381124,,,residential,False,True,61.157000000000004,"LINESTRING (8.5179931 50.1893243, 8.5184732 50.188974, 8.51858 50.1889253)",Parkstraße,,
