osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes,ref
18091851,Bahnhofstraße,residential,50,False,False,56.156,"LINESTRING (12.1069653 47.7849313, 12.1073966 47.7853449)",,,
405161338,Steinstraße,residential,50,False,True,12.502,"LINESTRING (12.105375 47.7886941, 12.1053484 47.7885831)",,,
"[406631380, 18091831]",Steinstraße,residential,30,False,False,385.52099999999996,"LINESTRING (12.105375 47.7886941, 12.1055768 47.7889757, 12.105412 47.7896231, 12.105329 47.7899494, 12.1052961 47.7906231, 12.1053495 47.7910687, 12.1054586 47.7916388, 12.1053222 47.7921006)",,,
10666716,Am Kreidenbach,residential,30,False,True,58.79,"LINESTRING (12.1053222 47.7921006, 12.1045417 47.7921683)",,,
"[406631380, 18091831]",Steinstraße,residential,30,False,True,385.521,"LINESTRING (12.1053222 47.7921006, 12.1054586 47.7916388, 12.1053495 47.7910687, 12.1052961 47.7906231, 12.105329 47.7899494, 12.105412 47.7896231, 12.1055768 47.7889757, 12.105375 47.7886941)",,,
17453768,Wittelsbacherstraße,residential,30,False,False,100.696,"LINESTRING (12.1095635 47.7932475, 12.1091802 47.7923793)",,,
17453759,Kirchweg,residential,30,False,False,172.267,"LINESTRING (12.1095635 47.7932475, 12.1101365 47.7931042, 12.1104762 47.793008, 12.1113496 47.7927373, 12.11168 47.7926345)",,,
17453768,Wittelsbacherstraße,residential,30,False,True,100.696,"LINESTRING (12.1091802 47.7923793, 12.1095635 47.7932475)",,,
"[17453765, 17453757]",Pfälzerweg,residential,30,False,"[False, True]",159.047,"LINESTRING (12.1091802 47.7923793, 12.1109326 47.7920702, 12.1112272 47.7919911)",,,
17453768,Wittelsbacherstraße,residential,30,False,False,97.05199999999999,"LINESTRING (12.1091802 47.7923793, 12.1089418 47.791563, 12.1089281 47.7915231)",,,
17453768,Wittelsbacherstraße,residential,30,False,False,92.11,"LINESTRING (12.1089281 47.7915231, 12.1088061 47.7906988)",,,
17453756,Bayernstraße,residential,30,False,False,150.61,"LINESTRING (12.1089281 47.7915231, 12.1100126 47.7915493, 12.1107182 47.7915664, 12.1109394 47.7915394)",,,
17453768,Wittelsbacherstraße,residential,30,False,True,97.05199999999999,"LINESTRING (12.1089281 47.7915231, 12.1089418 47.791563, 12.1091802 47.7923793)",,,
17453754,Schwabenweg,residential,30,False,False,185.268,"LINESTRING (12.1088061 47.7906988, 12.1112842 47.7907638)",,,
17453768,Wittelsbacherstraße,residential,30,False,False,68.456,"LINESTRING (12.1088061 47.7906988, 12.1087613 47.7900839)",,,
17453768,Wittelsbacherstraße,residential,30,False,True,92.11,"LINESTRING (12.1088061 47.7906988, 12.1089281 47.7915231)",,,
17453753,Frankenweg,residential,30,False,False,147.24,"LINESTRING (12.1087613 47.7900839, 12.1107294 47.7901547)",,,
17453768,Wittelsbacherstraße,residential,30,False,True,68.456,"LINESTRING (12.1087613 47.7900839, 12.1088061 47.7906988)",,,
409586445,Wittelsbacherstraße,residential,30,False,False,15.983,"LINESTRING (12.1087613 47.7900839, 12.1087428 47.7899407)",,,
17453753,Frankenweg,residential,30,False,True,147.24,"LINESTRING (12.1107294 47.7901547, 12.1087613 47.7900839)",,,
334558328,Bahnhofstraße,residential,50,False,False,79.404,"LINESTRING (12.1107294 47.7901547, 12.1112842 47.7907638)",,,
334558328,Bahnhofstraße,residential,50,False,True,133.982,"LINESTRING (12.1107294 47.7901547, 12.110348 47.7895854, 12.1100087 47.7890514)",,,
17453754,Schwabenweg,residential,30,False,True,185.268,"LINESTRING (12.1112842 47.7907638, 12.1088061 47.7906988)",,,
334558328,Bahnhofstraße,residential,50,False,True,79.404,"LINESTRING (12.1112842 47.7907638, 12.1107294 47.7901547)",,,
334558328,Bahnhofstraße,residential,50,False,False,19.157,"LINESTRING (12.1112842 47.7907638, 12.1113902 47.790857, 12.111459 47.7908868)",,,
17453756,Bayernstraße,residential,30,False,False,67.83,"LINESTRING (12.1109394 47.7915394, 12.1117114 47.7912183)",,,
17453760,Ludwigsplatz,residential,30,False,False,54.635,"LINESTRING (12.1109394 47.7915394, 12.1112272 47.7919911)",,,
17453756,Bayernstraße,residential,30,False,True,150.61,"LINESTRING (12.1109394 47.7915394, 12.1107182 47.7915664, 12.1100126 47.7915493, 12.1089281 47.7915231)",,,
17453756,Bayernstraße,residential,30,False,True,67.83,"LINESTRING (12.1117114 47.7912183, 12.1109394 47.7915394)",,,
16786004,Prinzregentenstraße,residential,50,False,True,42.979,"LINESTRING (12.1117114 47.7912183, 12.1115475 47.7910818, 12.1114513 47.7909589, 12.111459 47.7908868)",,,
"[330237945, 412790333]",Prinzregentenstraße,residential,50,False,False,141.56099999999998,"LINESTRING (12.1117114 47.7912183, 12.1118565 47.791348, 12.1122159 47.7916365, 12.1123891 47.7918305, 12.1127499 47.7922774)",,,
17453759,Kirchweg,residential,30,False,True,89.245,"LINESTRING (12.1127499 47.7922774, 12.11168 47.7926345)",,,
"[330237945, 412790333]",Prinzregentenstraße,residential,50,False,True,141.561,"LINESTRING (12.1127499 47.7922774, 12.1123891 47.7918305, 12.1122159 47.7916365, 12.1118565 47.791348, 12.1117114 47.7912183)",,,
17453759,Kirchweg,residential,30,False,False,89.245,"LINESTRING (12.11168 47.7926345, 12.1127499 47.7922774)",,,
17453760,Ludwigsplatz,residential,30,False,True,79.136,"LINESTRING (12.11168 47.7926345, 12.1112272 47.7919911)",,,
17453759,Kirchweg,residential,30,False,True,172.267,"LINESTRING (12.11168 47.7926345, 12.1113496 47.7927373, 12.1104762 47.793008, 12.1101365 47.7931042, 12.1095635 47.7932475)",,,
17453760,Ludwigsplatz,residential,30,False,False,79.136,"LINESTRING (12.1112272 47.7919911, 12.11168 47.7926345)",,,
17453760,Ludwigsplatz,residential,30,False,True,54.635,"LINESTRING (12.1112272 47.7919911, 12.1109394 47.7915394)",,,
"[17453765, 17453757]",Pfälzerweg,residential,30,False,"[False, True]",159.047,"LINESTRING (12.1112272 47.7919911, 12.1109326 47.7920702, 12.1091802 47.7923793)",,,
405161338,Steinstraße,residential,50,False,False,12.502,"LINESTRING (12.1053484 47.7885831, 12.105375 47.7886941)",,,
18091818,Poststraße,residential,30,False,True,117.20400000000001,"LINESTRING (12.1053484 47.7885831, 12.1055145 47.7885189, 12.1059562 47.7884645, 12.1063884 47.7884623, 12.1068843 47.7884596)",,,
19847526,Steinstraße,residential,50,False,True,126.396,"LINESTRING (12.1053484 47.7885831, 12.1051686 47.7883229, 12.1051486 47.7880539, 12.1053294 47.7877705, 12.1054164 47.7875047)",,,
405871147,Poststraße,residential,30,False,False,114.005,"LINESTRING (12.108589 47.7887923, 12.1071282 47.7884958)",,,
405871147,Poststraße,residential,30,False,True,109.906,"LINESTRING (12.108589 47.7887923, 12.1100087 47.7890514)",,,
409586445,Wittelsbacherstraße,residential,30,False,True,62.745,"LINESTRING (12.108589 47.7887923, 12.1086593 47.7893546)",,,
405871147,Poststraße,residential,30,False,False,109.906,"LINESTRING (12.1100087 47.7890514, 12.108589 47.7887923)",,,
"[36938056, 1055787013, 1055787014, 334558327]",Bahnhofstraße,residential,50,False,True,94.145,"LINESTRING (12.1100087 47.7890514, 12.1096102 47.788432, 12.1095889 47.7883993, 12.1095286 47.7883052, 12.1095088 47.7882742)",,,
334558328,Bahnhofstraße,residential,50,False,False,133.982,"LINESTRING (12.1100087 47.7890514, 12.110348 47.7895854, 12.1107294 47.7901547)",,,
405871147,Poststraße,residential,30,False,False,18.661,"LINESTRING (12.1071282 47.7884958, 12.1068843 47.7884596)",,,
405871147,Poststraße,residential,30,False,True,114.005,"LINESTRING (12.1071282 47.7884958, 12.108589 47.7887923)",,,
18091825,Daschlweg,residential,30,False,True,71.493,"LINESTRING (12.1071282 47.7884958, 12.107078 47.7887977, 12.1072273 47.7891217)",,,
409586445,Wittelsbacherstraße,residential,30,False,True,15.983,"LINESTRING (12.1087428 47.7899407, 12.1087613 47.7900839)",,,
18091825,Daschlweg,residential,30,False,False,158.351,"LINESTRING (12.1087428 47.7899407, 12.1078412 47.7897823, 12.107665 47.7897131, 12.1075343 47.7895586, 12.1072273 47.7891217)",,,
409586445,Wittelsbacherstraße,residential,30,False,False,65.471,"LINESTRING (12.1087428 47.7899407, 12.1086933 47.7896171, 12.1086593 47.7893546)",,,
18091815,Raiffeisenweg,residential,,False,False,110.071,"LINESTRING (12.1086593 47.7893546, 12.1072273 47.7891217)",,,
409586445,Wittelsbacherstraße,residential,30,False,False,62.745,"LINESTRING (12.1086593 47.7893546, 12.108589 47.7887923)",,,
409586445,Wittelsbacherstraße,residential,30,False,True,65.471,"LINESTRING (12.1086593 47.7893546, 12.1086933 47.7896171, 12.1087428 47.7899407)",,,
18091815,Raiffeisenweg,residential,,False,True,110.071,"LINESTRING (12.1072273 47.7891217, 12.1086593 47.7893546)",,,
18091825,Daschlweg,residential,30,False,False,71.493,"LINESTRING (12.1072273 47.7891217, 12.107078 47.7887977, 12.1071282 47.7884958)",,,
18091825,Daschlweg,residential,30,False,True,158.351,"LINESTRING (12.1072273 47.7891217, 12.1075343 47.7895586, 12.107665 47.7897131, 12.1078412 47.7897823, 12.1087428 47.7899407)",,,
18091860,Am Holzplatz,residential,30,False,False,250.46500000000003,"LINESTRING (12.1159867 47.7920217, 12.1158257 47.7920946, 12.1157516 47.7921285, 12.1156727 47.7921531, 12.1155831 47.7921726, 12.1146206 47.7923344, 12.1143971 47.792372, 12.1141715 47.79241, 12.114123 47.7924181, 12.1140388 47.7924323, 12.1139556 47.792446, 12.113902 47.7924425, 12.1138553 47.7924219, 12.1138137 47.7923788, 12.1136234 47.7920828, 12.113493 47.7918777, 12.1134554 47.7918122, 12.113494 47.7917447)",,,
"[324498732, 1055807317]",Rosenheimer Straße,secondary,50,False,False,145.189,"LINESTRING (12.1159867 47.7920217, 12.1155072 47.7916499, 12.1154106 47.7915756, 12.1151803 47.7913983, 12.1151586 47.7913836, 12.114843 47.7911556, 12.1146939 47.791047)",,2,St 2363
18091860,Am Holzplatz,residential,30,False,True,250.46499999999997,"LINESTRING (12.113494 47.7917447, 12.1134554 47.7918122, 12.113493 47.7918777, 12.1136234 47.7920828, 12.1138137 47.7923788, 12.1138553 47.7924219, 12.113902 47.7924425, 12.1139556 47.792446, 12.1140388 47.7924323, 12.114123 47.7924181, 12.1141715 47.79241, 12.1143971 47.792372, 12.1146206 47.7923344, 12.1155831 47.7921726, 12.1156727 47.7921531, 12.1157516 47.7921285, 12.1158257 47.7920946, 12.1159867 47.7920217)",,,
580796701,Friedrich-Fuckel-Straße,residential,30,False,False,60.736,"LINESTRING (12.113494 47.7917447, 12.1133831 47.7916066, 12.1131407 47.791253)",,,
"[580796701, 18091846]",Friedrich-Fuckel-Straße,residential,30,False,True,118.80899999999998,"LINESTRING (12.113494 47.7917447, 12.1141229 47.7914167, 12.1141993 47.7913716, 12.1142924 47.7913046, 12.1144814 47.7911686, 12.1144825 47.7911678, 12.1146939 47.791047)",,,
"[330237942, 18091858, 18091854, 135258055]",Bahnhofstraße,"['unclassified', 'residential']",50,False,True,144.851,"LINESTRING (12.1132139 47.7904472, 12.1130074 47.7905702, 12.1128759 47.7906228, 12.1127499 47.7906552, 12.1124214 47.7906361, 12.1121805 47.7906584, 12.1121001 47.7906721, 12.1117134 47.7908119, 12.1115317 47.790877, 12.111459 47.7908868)",yes,1,
36938220,Kufsteiner Straße,secondary,50,False,True,60.405,"LINESTRING (12.1132139 47.7904472, 12.1136291 47.7905306, 12.1139748 47.7906286)",,,St 2363
443728749,Kufsteiner Straße,secondary,50,False,False,86.299,"LINESTRING (12.1132139 47.7904472, 12.1130226 47.7904152, 12.1127606 47.7903413, 12.1121699 47.7901234)",,3,St 2363
580796701,Friedrich-Fuckel-Straße,residential,30,False,True,60.736,"LINESTRING (12.1131407 47.791253, 12.1133831 47.7916066, 12.113494 47.7917447)",,,
"[580796701, 18091846]",Friedrich-Fuckel-Straße,residential,30,False,False,118.809,"LINESTRING (12.1146939 47.791047, 12.1144825 47.7911678, 12.1144814 47.7911686, 12.1142924 47.7913046, 12.1141993 47.7913716, 12.1141229 47.7914167, 12.113494 47.7917447)",,,
"[36963380, 1055807318, 443728751]",Rosenheimer Straße,secondary,50,False,False,71.291,"LINESTRING (12.1146939 47.791047, 12.1145444 47.7909471, 12.1143848 47.7908405, 12.1141489 47.7907045, 12.1139748 47.7906286)",,3,St 2363
"[324498732, 1055807317]",Rosenheimer Straße,secondary,50,False,True,145.18900000000002,"LINESTRING (12.1146939 47.791047, 12.114843 47.7911556, 12.1151586 47.7913836, 12.1151803 47.7913983, 12.1154106 47.7915756, 12.1155072 47.7916499, 12.1159867 47.7920217)",,2,St 2363
19846267,Nicklheimer Straße,residential,30,False,False,100.702,"LINESTRING (12.1057237 47.7869997, 12.1059779 47.7869549, 12.1063336 47.7868813, 12.1067138 47.7868384, 12.1070408 47.7868491)",,,
19847526,Steinstraße,residential,50,False,False,61.011,"LINESTRING (12.1057237 47.7869997, 12.1055209 47.787256, 12.1054164 47.7875047)",,,
19846267,Nicklheimer Straße,residential,30,False,False,28.238,"LINESTRING (12.1070408 47.7868491, 12.1074133 47.7868061)",,,
19846267,Nicklheimer Straße,residential,30,False,True,100.702,"LINESTRING (12.1070408 47.7868491, 12.1067138 47.7868384, 12.1063336 47.7868813, 12.1059779 47.7869549, 12.1057237 47.7869997)",,,
19847529,Angerherrnweg,residential,30,False,False,97.04200000000002,"LINESTRING (12.1070408 47.7868491, 12.1069966 47.7871465, 12.1070163 47.7872415, 12.1070236 47.7873743, 12.1070211 47.7874801, 12.1068946 47.7877037)",,,
"[18091851, 334558327]",Bahnhofstraße,residential,50,False,False,128.836,"LINESTRING (12.1087565 47.7872317, 12.1091347 47.787771, 12.1095088 47.7882742)",,,
18091851,Bahnhofstraße,residential,50,False,True,123.24600000000001,"LINESTRING (12.1087565 47.7872317, 12.1081146 47.7863649, 12.1080288 47.7862371)",,,
19846267,Nicklheimer Straße,residential,30,False,True,112.023,"LINESTRING (12.1087565 47.7872317, 12.1084246 47.7871757, 12.1081548 47.7871021, 12.1078237 47.7869978, 12.107565 47.786868, 12.1074133 47.7868061)",,,
19847528,Amselweg,residential,30,False,True,142.79,"LINESTRING (12.1035841 47.7877883, 12.1038804 47.7877182, 12.104699 47.7875388, 12.1048757 47.7875001, 12.1051873 47.7874772, 12.105311 47.7874772, 12.1054164 47.7875047)",,,
19847526,Steinstraße,residential,50,False,False,126.396,"LINESTRING (12.1054164 47.7875047, 12.1053294 47.7877705, 12.1051486 47.7880539, 12.1051686 47.7883229, 12.1053484 47.7885831)",,,
19847526,Steinstraße,residential,50,False,True,61.011,"LINESTRING (12.1054164 47.7875047, 12.1055209 47.787256, 12.1057237 47.7869997)",,,
19847528,Amselweg,residential,30,False,False,142.79,"LINESTRING (12.1054164 47.7875047, 12.105311 47.7874772, 12.1051873 47.7874772, 12.1048757 47.7875001, 12.104699 47.7875388, 12.1038804 47.7877182, 12.1035841 47.7877883)",,,
19847529,Angerherrnweg,residential,30,False,False,88.53999999999999,"LINESTRING (12.1068946 47.7877037, 12.1067336 47.7879181, 12.1067341 47.7880559, 12.1068483 47.7882753, 12.1068843 47.7884596)",,,
19847529,Angerherrnweg,residential,30,False,True,97.042,"LINESTRING (12.1068946 47.7877037, 12.1070211 47.7874801, 12.1070236 47.7873743, 12.1070163 47.7872415, 12.1069966 47.7871465, 12.1070408 47.7868491)",,,
19847530,Hirterstraße,residential,30,False,False,214.315,"LINESTRING (12.1068946 47.7877037, 12.1091787 47.7883774, 12.1093151 47.7883655, 12.1095088 47.7882742)",,,
405871147,Poststraße,residential,30,False,True,18.661,"LINESTRING (12.1068843 47.7884596, 12.1071282 47.7884958)",,,
18091818,Poststraße,residential,30,False,False,117.20400000000001,"LINESTRING (12.1068843 47.7884596, 12.1063884 47.7884623, 12.1059562 47.7884645, 12.1055145 47.7885189, 12.1053484 47.7885831)",,,
19847529,Angerherrnweg,residential,30,False,True,88.53999999999999,"LINESTRING (12.1068843 47.7884596, 12.1068483 47.7882753, 12.1067341 47.7880559, 12.1067336 47.7879181, 12.1068946 47.7877037)",,,
19847530,Hirterstraße,residential,30,False,True,214.315,"LINESTRING (12.1095088 47.7882742, 12.1093151 47.7883655, 12.1091787 47.7883774, 12.1068946 47.7877037)",,,
"[36938056, 1055787013, 1055787014, 334558327]",Bahnhofstraße,residential,50,False,False,94.145,"LINESTRING (12.1095088 47.7882742, 12.1095286 47.7883052, 12.1095889 47.7883993, 12.1096102 47.788432, 12.1100087 47.7890514)",,,
"[18091851, 334558327]",Bahnhofstraße,residential,50,False,True,128.836,"LINESTRING (12.1095088 47.7882742, 12.1091347 47.787771, 12.1087565 47.7872317)",,,
10666716,Am Kreidenbach,residential,30,False,False,58.79,"LINESTRING (12.1045417 47.7921683, 12.1053222 47.7921006)",,,
22462948,Am Kreidenbach,residential,30,False,False,97.379,"LINESTRING (12.1045417 47.7921683, 12.1045494 47.7919482, 12.104663 47.7914889, 12.1047138 47.791302)",,,
22462948,Am Kreidenbach,residential,30,False,True,97.37899999999999,"LINESTRING (12.1047138 47.791302, 12.104663 47.7914889, 12.1045494 47.7919482, 12.1045417 47.7921683)",,,
19846267,Nicklheimer Straße,residential,30,False,True,28.238,"LINESTRING (12.1074133 47.7868061, 12.1070408 47.7868491)",,,
19846267,Nicklheimer Straße,residential,30,False,False,112.023,"LINESTRING (12.1074133 47.7868061, 12.107565 47.786868, 12.1078237 47.7869978, 12.1081548 47.7871021, 12.1084246 47.7871757, 12.1087565 47.7872317)",,,
1157232253,Sonnenläng,residential,50,False,False,98.61,"LINESTRING (12.1074133 47.7868061, 12.1074365 47.7867361, 12.1073812 47.786386, 12.1074635 47.7863471, 12.1080288 47.7862371)",,,
18091851,Bahnhofstraße,residential,50,False,False,123.24600000000001,"LINESTRING (12.1080288 47.7862371, 12.1081146 47.7863649, 12.1087565 47.7872317)",,,
18091851,Bahnhofstraße,residential,50,False,True,110.214,"LINESTRING (12.1080288 47.7862371, 12.1076724 47.7856479, 12.1073966 47.7853449)",,,
1157232253,Sonnenläng,residential,50,False,True,98.61,"LINESTRING (12.1080288 47.7862371, 12.1074635 47.7863471, 12.1073812 47.786386, 12.1074365 47.7867361, 12.1074133 47.7868061)",,,
18091851,Bahnhofstraße,residential,50,False,True,56.156,"LINESTRING (12.1073966 47.7853449, 12.1069653 47.7849313)",,,
25381647,Heckenweg,residential,50,False,False,48.714,"LINESTRING (12.1073966 47.7853449, 12.1067923 47.7855094)",,,
18091851,Bahnhofstraße,residential,50,False,False,110.214,"LINESTRING (12.1073966 47.7853449, 12.1076724 47.7856479, 12.1080288 47.7862371)",,,
25381647,Heckenweg,residential,50,False,True,48.714,"LINESTRING (12.1067923 47.7855094, 12.1073966 47.7853449)",,,
25383253,Innstraße,residential,30,False,False,111.632,"LINESTRING (12.1120736 47.7871015, 12.1106253 47.7868546)",,,
25383253,Innstraße,residential,30,False,True,71.988,"LINESTRING (12.1120736 47.7871015, 12.1130067 47.787263)",,,
25383258,Petersbergweg,residential,30,False,False,52.272999999999996,"LINESTRING (12.1120736 47.7871015, 12.1119533 47.7874593, 12.1119734 47.7875617)",,,
25383254,Heubergweg,residential,30,False,False,90.155,"LINESTRING (12.1166476 47.7887046, 12.1163049 47.789482)",,,
25383255,Samerweg,residential,30,False,False,161.496,"LINESTRING (12.1166476 47.7887046, 12.1145609 47.7883254)",,,
25383255,Samerweg,residential,30,False,True,161.496,"LINESTRING (12.1145609 47.7883254, 12.1166476 47.7887046)",,,
25383256,Wendelsteinstraße,residential,30,False,False,36.175,"LINESTRING (12.1145609 47.7883254, 12.114635 47.7880039)",,,
25383256,Wendelsteinstraße,residential,30,False,True,6.42,"LINESTRING (12.1145609 47.7883254, 12.1145432 47.7883819)",,,
25383256,Wendelsteinstraße,residential,30,False,False,60.471,"LINESTRING (12.1143971 47.7889168, 12.1145432 47.7883819)",,,
25383256,Wendelsteinstraße,residential,30,False,True,26.257,"LINESTRING (12.1143971 47.7889168, 12.1143598 47.7891516)",,,
25383257,Hochriesstraße,residential,30,False,False,109.928,"LINESTRING (12.1143971 47.7889168, 12.1129731 47.7886678)",,,
25383256,Wendelsteinstraße,residential,30,False,False,26.257,"LINESTRING (12.1143598 47.7891516, 12.1143971 47.7889168)",,,
25846766,Kampenweg,residential,30,False,False,149.886,"LINESTRING (12.1143598 47.7891516, 12.1163049 47.789482)",,,
25383256,Wendelsteinstraße,residential,30,False,True,166.997,"LINESTRING (12.1143598 47.7891516, 12.1142078 47.7899777, 12.1141144 47.7902386, 12.1139748 47.7906286)",,,
25383257,Hochriesstraße,residential,30,False,True,109.928,"LINESTRING (12.1129731 47.7886678, 12.1143971 47.7889168)",,,
25383257,Hochriesstraße,residential,30,False,False,52.822,"LINESTRING (12.1129731 47.7886678, 12.1125346 47.7886315, 12.1122817 47.7886852)",,,
25383259,Traithenstraße,residential,30,False,True,129.829,"LINESTRING (12.1129731 47.7886678, 12.112707 47.7894975, 12.112647 47.7896476, 12.1124819 47.7897676)",,,
25383258,Petersbergweg,residential,30,False,True,80.793,"LINESTRING (12.1122817 47.7886852, 12.112114 47.7879674)",,,
25383257,Hochriesstraße,residential,30,False,False,31.202,"LINESTRING (12.1122817 47.7886852, 12.1122411 47.7886951, 12.1118892 47.7887811)",,,
25383257,Hochriesstraße,residential,30,False,True,52.822,"LINESTRING (12.1122817 47.7886852, 12.1125346 47.7886315, 12.1129731 47.7886678)",,,
25383257,Hochriesstraße,residential,30,False,False,44.735,"LINESTRING (12.1116633 47.7888509, 12.1111116 47.7890073)",,,
25383257,Hochriesstraße,residential,30,False,True,18.576,"LINESTRING (12.1116633 47.7888509, 12.1118892 47.7887811)",,,
25383260,Sudelfeldstraße,residential,30,False,False,119.3,"LINESTRING (12.1116633 47.7888509, 12.1121367 47.7894449, 12.1122717 47.7896025, 12.1124819 47.7897676)",,,
25383257,Hochriesstraße,residential,30,False,True,44.735,"LINESTRING (12.1111116 47.7890073, 12.1116633 47.7888509)",,,
330237943,Kufsteiner Straße,secondary,50,False,False,286.8539999999999,"LINESTRING (12.1111116 47.7890073, 12.1107498 47.7885125, 12.1104878 47.7881541, 12.110364 47.7879847, 12.1101565 47.7876964, 12.1101217 47.7876532, 12.1100149 47.7875209, 12.1097109 47.7871445, 12.1094989 47.786882, 12.1093614 47.7867118)",,2,St 2363
330237943,Kufsteiner Straße,secondary,50,False,True,148.135,"LINESTRING (12.1111116 47.7890073, 12.1116733 47.7897384, 12.1119101 47.789922, 12.1121699 47.7901234)",,2,St 2363
25383259,Traithenstraße,residential,30,False,True,45.919,"LINESTRING (12.1124819 47.7897676, 12.1121699 47.7901234)",,,
25383259,Traithenstraße,residential,30,False,False,129.829,"LINESTRING (12.1124819 47.7897676, 12.112647 47.7896476, 12.112707 47.7894975, 12.1129731 47.7886678)",,,
25383260,Sudelfeldstraße,residential,30,False,True,119.30000000000001,"LINESTRING (12.1124819 47.7897676, 12.1122717 47.7896025, 12.1121367 47.7894449, 12.1116633 47.7888509)",,,
25383254,Heubergweg,residential,30,False,True,90.155,"LINESTRING (12.1163049 47.789482, 12.1166476 47.7887046)",,,
25846766,Kampenweg,residential,30,False,True,149.886,"LINESTRING (12.1163049 47.789482, 12.1143598 47.7891516)",,,
25383253,Innstraße,residential,30,False,False,22.594,"LINESTRING (12.1149738 47.7876074, 12.1146794 47.7875609)",,,
25968884,Kranzhornweg,residential,30,False,False,100.633,"LINESTRING (12.1149738 47.7876074, 12.1151051 47.7867067)",,,
25968884,Kranzhornweg,residential,30,False,True,59.272,"LINESTRING (12.1151237 47.7861738, 12.1151051 47.7867067)",,,
25968884,Kranzhornweg,residential,30,False,False,59.272,"LINESTRING (12.1151051 47.7867067, 12.1151237 47.7861738)",,,
25968884,Kranzhornweg,residential,30,False,True,100.633,"LINESTRING (12.1151051 47.7867067, 12.1149738 47.7876074)",,,
25968885,Kranzhornweg,residential,30,False,False,52.274,"LINESTRING (12.1151051 47.7867067, 12.1158012 47.7867542)",,,
25968885,Kranzhornweg,residential,30,False,True,52.274,"LINESTRING (12.1158012 47.7867542, 12.1151051 47.7867067)",,,
25383253,Innstraße,residential,30,False,False,38.892,"LINESTRING (12.1146794 47.7875609, 12.1141784 47.7874659)",,,
25383253,Innstraße,residential,30,False,True,22.594,"LINESTRING (12.1146794 47.7875609, 12.1149738 47.7876074)",,,
25383256,Wendelsteinstraße,residential,30,False,True,49.371,"LINESTRING (12.1146794 47.7875609, 12.114635 47.7880039)",,,
25383256,Wendelsteinstraße,residential,30,False,False,49.371,"LINESTRING (12.114635 47.7880039, 12.1146794 47.7875609)",,,
25383256,Wendelsteinstraße,residential,30,False,True,36.175,"LINESTRING (12.114635 47.7880039, 12.1145609 47.7883254)",,,
25968886,Steinbergweg,residential,,False,False,204.836,"LINESTRING (12.114635 47.7880039, 12.1119734 47.7875617)",,,
25383258,Petersbergweg,residential,30,False,False,46.319,"LINESTRING (12.1119734 47.7875617, 12.112114 47.7879674)",,,
25968886,Steinbergweg,residential,,False,True,204.836,"LINESTRING (12.1119734 47.7875617, 12.114635 47.7880039)",,,
25383258,Petersbergweg,residential,30,False,True,52.272999999999996,"LINESTRING (12.1119734 47.7875617, 12.1119533 47.7874593, 12.1120736 47.7871015)",,,
