osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,width
482528842,2,Bahnhofstraße,secondary,50,False,False,12.059,"LINESTRING (11.6180289 48.7636138, 11.6180314 48.7636715, 11.6180336 48.7637222)",St 2232,,,
888929601,3,Regensburger Straße,secondary,80,False,True,10.282,"LINESTRING (11.6303186 48.769837, 11.6304589 48.7698364)",St 2232,,,
"[757932960, 482531089, 754023494]","['2', '3']",Regensburger Straße,secondary,"['50', '80']",False,False,243.606,"LINESTRING (11.6303186 48.769837, 11.629945 48.7698385, 11.6296493 48.7698319, 11.629384 48.7698079, 11.6286721 48.7697151, 11.6275248 48.7695523, 11.6270502 48.769479)",St 2232,,,
888929607,,Regensburger Straße,secondary,80,False,False,8.985,"LINESTRING (11.6305815 48.7698366, 11.6304589 48.7698364)",St 2232,,,
888929610,1,,secondary_link,80,True,False,12.721,"LINESTRING (11.6304635 48.7698899, 11.6304375 48.769864, 11.6303932 48.7698494, 11.6303186 48.769837)",,,,
888929611,1,,primary,50,True,False,4.202,"LINESTRING (11.6304635 48.7698899, 11.6304789 48.7698707, 11.6304996 48.7698622)",B 16a,,,
1193277587,1,,primary,50,True,False,6.643,"LINESTRING (11.6304996 48.7698622, 11.6305815 48.7698366)",B 16a,,,
1193277586,1,,primary_link,50,True,False,14.347999999999999,"LINESTRING (11.6304996 48.7698622, 11.6305259 48.769899, 11.630534 48.7699872)",,,,
892609523,,Hartackerstraße,residential,30,False,True,23.591,"LINESTRING (11.6205977 48.7671812, 11.620858 48.7670564)",,,,
892609523,,Hartackerstraße,residential,30,False,False,142.219,"LINESTRING (11.6205977 48.7671812, 11.6205285 48.7672154, 11.6204255 48.7672632, 11.6202909 48.7673308, 11.6201147 48.7674188, 11.6198385 48.7676089, 11.6196013 48.7677864, 11.6194178 48.7678984, 11.6192261 48.767998, 11.6191572 48.7680312)",,,,
482528842,2,Bahnhofstraße,secondary,50,False,True,42.796,"LINESTRING (11.6179203 48.7659952, 11.618012 48.7656151)",St 2232,,,
482528842,2,Bahnhofstraße,secondary,50,False,False,156.844,"LINESTRING (11.6179203 48.7659952, 11.6178362 48.7663436, 11.6178266 48.7664513, 11.617883 48.7666068, 11.6179917 48.7667597, 11.6184136 48.7673151)",St 2232,,,
892609522,,Eichstätter Garten,residential,,True,False,237.42200000000003,"LINESTRING (11.6179203 48.7659952, 11.6179739 48.7660141, 11.6181338 48.7660563, 11.6188914 48.7663252, 11.6194372 48.7665689, 11.6205408 48.767147, 11.6205977 48.7671812)",,,,
892609523,,Hartackerstraße,residential,30,False,False,23.591,"LINESTRING (11.620858 48.7670564, 11.6205977 48.7671812)",,,,
892609523,,Hartackerstraße,residential,30,False,True,15.735,"LINESTRING (11.620858 48.7670564, 11.621032 48.7669735)",,,,
753584545,,Feldweberstraße,residential,,True,False,23.727999999999998,"LINESTRING (11.620858 48.7670564, 11.6208793 48.7669894, 11.6208892 48.7669105, 11.6208937 48.7668448)",,,,
"[40724395, 1016511174]",,Griesstraße,residential,,False,"[False, True]",230.594,"LINESTRING (11.6295391 48.7706228, 11.6295263 48.770418, 11.6284445 48.7702387, 11.6278185 48.7702117, 11.627467 48.770322, 11.6268319 48.7705212)",,,,
