osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,width
888929583,,Goethestraße,residential,,False,True,75.95,"LINESTRING (11.6213141 48.7642709, 11.6212114 48.7642486, 11.6204183 48.7640761, 11.6203304 48.7640562)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,False,94.60099999999998,"LINESTRING (11.6218613 48.763144, 11.6219793 48.7631677, 11.6224712 48.7632666, 11.6227771 48.763338, 11.622963 48.7633875, 11.6230298 48.7634082, 11.6230767 48.7634261)",,,,
753587639,,Feldweberstraße,residential,30,False,True,131.883,"LINESTRING (11.6218613 48.763144, 11.6218312 48.7632374, 11.6217404 48.7635187, 11.6213582 48.764193, 11.6213141 48.7642709)",,,,
26966798,,Siedlungsstraße,residential,30,False,False,95.82900000000001,"LINESTRING (11.6256441 48.7627302, 11.6257853 48.7627791, 11.626679 48.7630885, 11.6268066 48.7631239)",,,,
31962474,,Pfarrer-Piller-Straße,residential,30,False,False,180.615,"LINESTRING (11.6256441 48.7627302, 11.6255661 48.7628159, 11.6253055 48.7630579, 11.6248789 48.763422, 11.624212 48.7639486, 11.6241341 48.764012)",,,,6
26966798,,Siedlungsstraße,residential,30,False,True,95.82900000000001,"LINESTRING (11.6268066 48.7631239, 11.626679 48.7630885, 11.6257853 48.7627791, 11.6256441 48.7627302)",,,,
127930358,2,Hartackerstraße,unclassified,50,False,True,41.084999999999994,"LINESTRING (11.6268066 48.7631239, 11.6266903 48.763299, 11.6265414 48.7634479)",,,,
1015775926,,Reinschmiedstraße,residential,,False,True,111.411,"LINESTRING (11.6203148 48.7705399, 11.6197607 48.7703043, 11.6192138 48.7701092, 11.6189751 48.7701162)",,,,
"[1018310970, 44902762]",,Alte Landgerichtsstraße,residential,,False,False,62.374,"LINESTRING (11.6203148 48.7705399, 11.6202607 48.7705889, 11.6200572 48.7708084, 11.619825 48.7709973)",,,,
"[1018310969, 1018310970]",,Alte Landgerichtsstraße,residential,,False,True,73.921,"LINESTRING (11.6203148 48.7705399, 11.6203834 48.7704779, 11.6205407 48.7703, 11.6205913 48.7701301, 11.6205987 48.7699772, 11.620586 48.7699218)",,,,
"[27590489, 1018310971]",,Spielgartenweg,residential,,False,False,56.979,"LINESTRING (11.6203148 48.7705399, 11.6204157 48.7705665, 11.6207995 48.7707123, 11.62101 48.7707662)",,,,
44902762,,Alte Landgerichtsstraße,residential,,False,False,73.51499999999999,"LINESTRING (11.619825 48.7709973, 11.6195534 48.7712965, 11.6193401 48.7714379, 11.6193015 48.7714718, 11.6192798 48.7715159, 11.6192677 48.7715389)",,,,
"[44902762, 1018310970]",,Alte Landgerichtsstraße,residential,,False,True,62.374,"LINESTRING (11.619825 48.7709973, 11.6200572 48.7708084, 11.6202607 48.7705889, 11.6203148 48.7705399)",,,,
293871065,,Klosterhof,residential,,False,True,57.345,"LINESTRING (11.619825 48.7709973, 11.6197371 48.7709624, 11.619595 48.7708829, 11.6193473 48.7706016)",,,,
27781663,,Fliederweg,residential,40,False,False,116.694,"LINESTRING (11.6303129 48.7635727, 11.6303086 48.7636362, 11.6302548 48.7643892, 11.6302517 48.7644525, 11.6301213 48.7644546, 11.630006 48.7644873)",,,,
31792377,,Erlenstraße,residential,30,False,True,56.962,"LINESTRING (11.6303129 48.7635727, 11.630216 48.7635681, 11.6296359 48.7635407, 11.6295384 48.7635319)",,,,
27781663,,Fliederweg,residential,40,False,True,116.69399999999999,"LINESTRING (11.630006 48.7644873, 11.6301213 48.7644546, 11.6302517 48.7644525, 11.6302548 48.7643892, 11.6303086 48.7636362, 11.6303129 48.7635727)",,,,
27781672,,Lindenstraße,residential,30,False,False,32.623999999999995,"LINESTRING (11.630006 48.7644873, 11.6299569 48.7644193, 11.6298216 48.764301, 11.6297421 48.7642547)",,,,
27781672,,Lindenstraße,residential,30,False,True,57.605000000000004,"LINESTRING (11.630006 48.7644873, 11.6300431 48.7645574, 11.6302476 48.7648985, 11.63029 48.7649703)",,,,
32041895,,Kastanienallee,residential,30,False,True,41.03,"LINESTRING (11.6303102 48.766633, 11.6297504 48.7666305)",,,,
27781668,,Ulmenhof,residential,30,False,False,59.777,"LINESTRING (11.6303102 48.766633, 11.6303749 48.7671201, 11.6303283 48.7671578)",,,,
27781668,,Ulmenhof,residential,30,False,True,59.777,"LINESTRING (11.6303283 48.7671578, 11.6303749 48.7671201, 11.6303102 48.766633)",,,,
32208959,,Karpfenstraße,residential,30,False,False,52.012,"LINESTRING (11.6265414 48.7634479, 11.6266248 48.7634982, 11.6269568 48.7637509, 11.6270133 48.7637966)",,,,4.5
127930358,2,Hartackerstraße,unclassified,50,False,False,41.084999999999994,"LINESTRING (11.6265414 48.7634479, 11.6266903 48.763299, 11.6268066 48.7631239)",,,,
127930358,2,Hartackerstraße,unclassified,50,False,True,152.091,"LINESTRING (11.6265414 48.7634479, 11.6262762 48.763659, 11.625804 48.7640638, 11.6256131 48.764248, 11.6254074 48.7644785, 11.6253397 48.7645596)",,,,
32208956,,Hummelweg,residential,30,False,False,121.173,"LINESTRING (11.6275113 48.7641671, 11.6276091 48.7641198, 11.6282894 48.7638856, 11.628859 48.7636844, 11.6289651 48.7636501)",,,,
32208959,,Karpfenstraße,residential,30,False,False,31.252000000000002,"LINESTRING (11.6275113 48.7641671, 11.6276031 48.7642354, 11.6277544 48.7643274, 11.6278215 48.7643586)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,21.16,"LINESTRING (11.6275113 48.7641671, 11.6274053 48.7640968, 11.6273118 48.7640296)",,,,4.5
27781672,,Lindenstraße,residential,30,False,False,38.108000000000004,"LINESTRING (11.6288673 48.7635292, 11.6288151 48.763472, 11.6286427 48.7632834, 11.6285925 48.7632385)",,,,
27781672,,Lindenstraße,residential,30,False,True,15.243,"LINESTRING (11.6288673 48.7635292, 11.6289271 48.7635985, 11.6289651 48.7636501)",,,,
31792377,,Erlenstraße,residential,30,False,False,49.214000000000006,"LINESTRING (11.6288673 48.7635292, 11.6290074 48.7635258, 11.6294401 48.7635274, 11.6295384 48.7635319)",,,,
27781672,,Lindenstraße,residential,30,False,True,38.108,"LINESTRING (11.6285925 48.7632385, 11.6286427 48.7632834, 11.6288151 48.763472, 11.6288673 48.7635292)",,,,
32208961,,Bienenweg,residential,30,False,False,131.38500000000002,"LINESTRING (11.6285925 48.7632385, 11.6285057 48.7632693, 11.6277911 48.7635107, 11.6270876 48.7637631, 11.6270133 48.7637966)",,,,
32208959,,Karpfenstraße,residential,30,False,False,33.914,"LINESTRING (11.6270133 48.7637966, 11.6270746 48.7638467, 11.6272594 48.7639908, 11.6273118 48.7640296)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,52.012,"LINESTRING (11.6270133 48.7637966, 11.6269568 48.7637509, 11.6266248 48.7634982, 11.6265414 48.7634479)",,,,4.5
32208961,,Bienenweg,residential,30,False,True,131.385,"LINESTRING (11.6270133 48.7637966, 11.6270876 48.7637631, 11.6277911 48.7635107, 11.6285057 48.7632693, 11.6285925 48.7632385)",,,,
31179964,,Buchenstraße,residential,30,False,False,66.363,"LINESTRING (11.6295992 48.7629367, 11.6296012 48.7629955, 11.6295457 48.7634574, 11.6295384 48.7635319)",,,,4
27781672,,Lindenstraße,residential,30,False,False,88.92599999999999,"LINESTRING (11.6297421 48.7642547, 11.6296656 48.7642085, 11.6295405 48.7641491, 11.629319 48.7639973, 11.629158 48.7638617, 11.6290107 48.7637035, 11.6289651 48.7636501)",,,,
27781672,,Lindenstraße,residential,30,False,True,32.624,"LINESTRING (11.6297421 48.7642547, 11.6298216 48.764301, 11.6299569 48.7644193, 11.630006 48.7644873)",,,,
31962530,,Narzissenstraße,residential,30,False,False,99.10600000000001,"LINESTRING (11.6297421 48.7642547, 11.629665 48.7642962, 11.6286411 48.7646228, 11.6285506 48.7646697)",,,,
31962530,,Narzissenstraße,residential,30,False,False,172.98200000000003,"LINESTRING (11.6285506 48.7646697, 11.6284481 48.7647262, 11.6267215 48.7655411, 11.6266563 48.7655936)",,,,
31962530,,Narzissenstraße,residential,30,False,True,99.10600000000001,"LINESTRING (11.6285506 48.7646697, 11.6286411 48.7646228, 11.629665 48.7642962, 11.6297421 48.7642547)",,,,
32208959,,Karpfenstraße,residential,30,False,False,79.061,"LINESTRING (11.6285506 48.7646697, 11.6286224 48.7647329, 11.6287855 48.7649194, 11.6290049 48.7652378, 11.6290501 48.7652979)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,63.787000000000006,"LINESTRING (11.6285506 48.7646697, 11.6284601 48.7646164, 11.6279037 48.7643891, 11.6278215 48.7643586)",,,,4.5
31962511,,Margeritenweg,residential,30,False,False,132.929,"LINESTRING (11.6273118 48.7640296, 11.6272332 48.7640714, 11.6269086 48.7642335, 11.6273405 48.7645984, 11.6277435 48.7644019, 11.6278215 48.7643586)",,,,
32208959,,Karpfenstraße,residential,30,False,False,21.16,"LINESTRING (11.6273118 48.7640296, 11.6274053 48.7640968, 11.6275113 48.7641671)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,33.914,"LINESTRING (11.6273118 48.7640296, 11.6272594 48.7639908, 11.6270746 48.7638467, 11.6270133 48.7637966)",,,,4.5
31962511,,Margeritenweg,residential,30,False,True,132.929,"LINESTRING (11.6278215 48.7643586, 11.6277435 48.7644019, 11.6273405 48.7645984, 11.6269086 48.7642335, 11.6272332 48.7640714, 11.6273118 48.7640296)",,,,
32208959,,Karpfenstraße,residential,30,False,False,63.787000000000006,"LINESTRING (11.6278215 48.7643586, 11.6279037 48.7643891, 11.6284601 48.7646164, 11.6285506 48.7646697)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,31.252000000000002,"LINESTRING (11.6278215 48.7643586, 11.6277544 48.7643274, 11.6276031 48.7642354, 11.6275113 48.7641671)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,28.98,"LINESTRING (11.6296561 48.7661301, 11.6294936 48.7658925)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,False,56.31700000000001,"LINESTRING (11.6296561 48.7661301, 11.629711 48.7662728, 11.6297438 48.7664276, 11.6297489 48.7665846, 11.6297504 48.7666305)",,,,4.5
32041895,,Kastanienallee,residential,30,False,False,41.03,"LINESTRING (11.6297504 48.7666305, 11.6303102 48.766633)",,,,
32041895,,Kastanienallee,residential,30,False,True,33.715,"LINESTRING (11.6297504 48.7666305, 11.6292907 48.7666193)",,,,
32208959,,Karpfenstraße,residential,30,False,True,56.31700000000001,"LINESTRING (11.6297504 48.7666305, 11.6297489 48.7665846, 11.6297438 48.7664276, 11.629711 48.7662728, 11.6296561 48.7661301)",,,,4.5
27781672,,Lindenstraße,residential,30,False,True,41.927,"LINESTRING (11.630369 48.7650823, 11.6305903 48.76543)",,,,
27781672,,Lindenstraße,residential,30,False,False,13.734,"LINESTRING (11.630369 48.7650823, 11.6303246 48.7650181, 11.63029 48.7649703)",,,,
27781672,,Lindenstraße,residential,30,False,False,41.927,"LINESTRING (11.6305903 48.76543, 11.630369 48.7650823)",,,,
32041895,,Kastanienallee,residential,30,False,False,40.768,"LINESTRING (11.6262317 48.7668011, 11.6263258 48.7667832, 11.6263977 48.7667693, 11.6267659 48.7666989)",,,,
32208969,2,Jahnstraße,unclassified,50,False,False,101.556,"LINESTRING (11.6262317 48.7668011, 11.6261725 48.7666534, 11.6260603 48.766476, 11.6257687 48.7661319, 11.6256197 48.765988)",,,,
32208969,2,Jahnstraße,unclassified,50,False,True,183.30899999999997,"LINESTRING (11.6262317 48.7668011, 11.62628 48.7669372, 11.6262837 48.7669478, 11.6263271 48.7671117, 11.6263762 48.7672967, 11.6264756 48.7676718, 11.6265233 48.7678517, 11.6265689 48.7680238, 11.6266359 48.7682202, 11.6267123 48.7684182)",,,,
27781672,,Lindenstraße,residential,30,False,False,57.605000000000004,"LINESTRING (11.63029 48.7649703, 11.6302476 48.7648985, 11.6300431 48.7645574, 11.630006 48.7644873)",,,,
27781672,,Lindenstraße,residential,30,False,True,13.734,"LINESTRING (11.63029 48.7649703, 11.6303246 48.7650181, 11.630369 48.7650823)",,,,
32208951,,Tulpenstraße,residential,30,False,False,97.90699999999998,"LINESTRING (11.63029 48.7649703, 11.6301825 48.7649983, 11.6291423 48.7652749, 11.6290501 48.7652979)",,,,
32208951,,Tulpenstraße,residential,30,False,False,155.45200000000003,"LINESTRING (11.6290501 48.7652979, 11.6289539 48.7653193, 11.6272782 48.7659146, 11.6271862 48.765961)",,,,
32208951,,Tulpenstraße,residential,30,False,True,97.90699999999998,"LINESTRING (11.6290501 48.7652979, 11.6291423 48.7652749, 11.6301825 48.7649983, 11.63029 48.7649703)",,,,
32208959,,Karpfenstraße,residential,30,False,False,73.68700000000001,"LINESTRING (11.6290501 48.7652979, 11.6290978 48.7653599, 11.6292795 48.765592, 11.6294936 48.7658925)",,,,4.5
32208959,,Karpfenstraße,residential,30,False,True,79.06099999999999,"LINESTRING (11.6290501 48.7652979, 11.6290049 48.7652378, 11.6287855 48.7649194, 11.6286224 48.7647329, 11.6285506 48.7646697)",,,,4.5
32208951,,Tulpenstraße,residential,30,False,True,155.45200000000003,"LINESTRING (11.6271862 48.765961, 11.6272782 48.7659146, 11.6289539 48.7653193, 11.6290501 48.7652979)",,,,
32208971,,Nelkenstraße,residential,30,False,False,79.12,"LINESTRING (11.6271862 48.765961, 11.627277 48.766029, 11.6274381 48.7661483, 11.6275522 48.7662399, 11.627656 48.7663531, 11.6277109 48.7664768, 11.6277456 48.7665551)",,,,
32208971,,Nelkenstraße,residential,30,False,True,56.37,"LINESTRING (11.6271862 48.765961, 11.6271226 48.7659165, 11.6267428 48.7656558, 11.6266563 48.7655936)",,,,
31962530,,Narzissenstraße,residential,30,False,True,36.660000000000004,"LINESTRING (11.6256197 48.765988, 11.6256935 48.7659636, 11.6260711 48.765846)",,,,
32208969,2,Jahnstraße,unclassified,50,False,False,104.297,"LINESTRING (11.6256197 48.765988, 11.6255478 48.7659207, 11.6252833 48.7656937, 11.625177 48.7655893, 11.6249887 48.7654044, 11.6248969 48.7653142, 11.624865 48.7652829, 11.6248189 48.7652147)",,,,
32208969,2,Jahnstraße,unclassified,50,False,True,101.556,"LINESTRING (11.6256197 48.765988, 11.6257687 48.7661319, 11.6260603 48.766476, 11.6261725 48.7666534, 11.6262317 48.7668011)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,True,69.997,"LINESTRING (11.6253397 48.7645596, 11.6251688 48.7644567, 11.6245447 48.7642154)",,,,
32208971,,Nelkenstraße,residential,30,False,False,78.488,"LINESTRING (11.6253397 48.7645596, 11.6254344 48.7646245, 11.6260483 48.7650887)",,,,
127930358,2,Hartackerstraße,unclassified,50,False,False,152.091,"LINESTRING (11.6253397 48.7645596, 11.6254074 48.7644785, 11.6256131 48.764248, 11.625804 48.7640638, 11.6262762 48.763659, 11.6265414 48.7634479)",,,,
127930358,2,Hartackerstraße,unclassified,50,False,True,83.291,"LINESTRING (11.6253397 48.7645596, 11.625243 48.7646842, 11.6250899 48.7648786, 11.6248705 48.765079, 11.6248202 48.7651515, 11.6248189 48.7652147)",,,,
32208971,,Nelkenstraße,residential,30,False,False,71.684,"LINESTRING (11.6260483 48.7650887, 11.6263139 48.7653088, 11.6265815 48.7655355, 11.6266563 48.7655936)",,,,
32208971,,Nelkenstraße,residential,30,False,True,78.488,"LINESTRING (11.6260483 48.7650887, 11.6254344 48.7646245, 11.6253397 48.7645596)",,,,
32209301,,Nelkenstraße,residential,30,False,False,85.071,"LINESTRING (11.6260483 48.7650887, 11.6261017 48.7650558, 11.6266356 48.7647266, 11.6264148 48.7645421)",,,,
31962530,,Narzissenstraße,residential,30,False,False,51.602000000000004,"LINESTRING (11.6266563 48.7655936, 11.6265763 48.765652, 11.6260711 48.765846)",,,,
31962530,,Narzissenstraße,residential,30,False,True,172.98200000000003,"LINESTRING (11.6266563 48.7655936, 11.6267215 48.7655411, 11.6284481 48.7647262, 11.6285506 48.7646697)",,,,
32208971,,Nelkenstraße,residential,30,False,False,56.37,"LINESTRING (11.6266563 48.7655936, 11.6267428 48.7656558, 11.6271226 48.7659165, 11.6271862 48.765961)",,,,
32208971,,Nelkenstraße,residential,30,False,True,71.684,"LINESTRING (11.6266563 48.7655936, 11.6265815 48.7655355, 11.6263139 48.7653088, 11.6260483 48.7650887)",,,,
32041895,,Kastanienallee,residential,30,False,False,113.476,"LINESTRING (11.6277456 48.7665551, 11.6278476 48.7665603, 11.6285419 48.7665833, 11.6292907 48.7666193)",,,,
32041895,,Kastanienallee,residential,30,False,True,73.574,"LINESTRING (11.6277456 48.7665551, 11.6274906 48.7665966, 11.6270667 48.7666532, 11.6267659 48.7666989)",,,,
32208971,,Nelkenstraße,residential,30,False,True,79.12,"LINESTRING (11.6277456 48.7665551, 11.6277109 48.7664768, 11.627656 48.7663531, 11.6275522 48.7662399, 11.6274381 48.7661483, 11.627277 48.766029, 11.6271862 48.765961)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,False,48.041,"LINESTRING (11.6230767 48.7634261, 11.6231511 48.7634575, 11.6233331 48.7635463, 11.6235139 48.7636426, 11.6235981 48.7636874)",,,,
32208967,,Josef-Mathes-Straße,residential,30,False,True,94.601,"LINESTRING (11.6230767 48.7634261, 11.6230298 48.7634082, 11.622963 48.7633875, 11.6227771 48.763338, 11.6224712 48.7632666, 11.6219793 48.7631677, 11.6218613 48.763144)",,,,
32208989,,Schulstraße,residential,30,False,False,146.688,"LINESTRING (11.6213301 48.7679759, 11.6214834 48.7679303, 11.6217868 48.7678076, 11.6217254 48.767724, 11.6211399 48.7670521, 11.6210779 48.7670068, 11.621032 48.7669735)",,,,
32208972,,Frühlingstraße,residential,,False,False,52.629,"LINESTRING (11.6228852 48.7648007, 11.6229912 48.7648546, 11.6231449 48.7649357, 11.6234105 48.7651215)",,,,
32208972,,Frühlingstraße,residential,,False,True,121.64800000000001,"LINESTRING (11.6228852 48.7648007, 11.6227632 48.764745, 11.6221195 48.7644819, 11.6218337 48.7643961, 11.621541 48.7643264, 11.62142 48.7642976)",,,,
32208977,,Sommerstraße,residential,,False,False,65.77000000000001,"LINESTRING (11.6228852 48.7648007, 11.6229627 48.7647318, 11.6231654 48.7645457, 11.623411 48.7643214)",,,,
32208980,,Alfons-Hierhammer-Straße,residential,30,False,True,60.564,"LINESTRING (11.6228852 48.7648007, 11.6227843 48.7648865, 11.6223607 48.7652215)",,,,
32208972,,Frühlingstraße,residential,,False,False,61.228,"LINESTRING (11.6234105 48.7651215, 11.6236672 48.7653397, 11.6238617 48.765523, 11.6239058 48.7655647)",,,,
32208972,,Frühlingstraße,residential,,False,True,52.629,"LINESTRING (11.6234105 48.7651215, 11.6231449 48.7649357, 11.6229912 48.7648546, 11.6228852 48.7648007)",,,,
32208976,,Winterstraße,residential,30,False,False,130.704,"LINESTRING (11.6234105 48.7651215, 11.6234517 48.7650915, 11.6237667 48.7648596, 11.623971 48.7646978, 11.6241544 48.7645429, 11.6244787 48.7642796, 11.6245447 48.7642154)",,,,
25479008,,Hartackerstraße,residential,30,False,False,262.965,"LINESTRING (11.6239058 48.7655647, 11.6234463 48.7657543, 11.62306 48.7659526, 11.6226988 48.7661812, 11.6226202 48.7662184, 11.6224819 48.7662923, 11.6222763 48.7663898, 11.6220207 48.7665103, 11.6211342 48.7669288, 11.621032 48.7669735)",,,,
25479008,,Hartackerstraße,residential,30,False,True,77.817,"LINESTRING (11.6239058 48.7655647, 11.6240174 48.7655222, 11.6245969 48.7652666, 11.6246928 48.7652442, 11.6248189 48.7652147)",,,,
