osmid,lanes,highway,maxspeed,oneway,reversed,length,name,geometry,ref,bridge,junction
29321891,,residential,30,False,False,205.37600000000003,Schützenstraße,"LINESTRING (9.153151 53.6917402, 9.1530849 53.6916668, 9.1530214 53.6915854, 9.1529551 53.6914855, 9.1528193 53.6912775, 9.1526892 53.6910688, 9.1525923 53.69088, 9.1525353 53.6907402, 9.1524969 53.6906395, 9.1524657 53.690536, 9.1524217 53.6903126, 9.1523886 53.69009, 9.1523786 53.6899667)",,,
40153399,,residential,,False,True,201.882,Heideweg,"LINESTRING (9.153151 53.6917402, 9.153866 53.6915151, 9.1540275 53.6910721, 9.1540755 53.6909256, 9.1542589 53.6906368, 9.1545792 53.6903317, 9.154683 53.6903081)",,,
606445915,,residential,30,False,True,109.312,Schützenstraße,"LINESTRING (9.153151 53.6917402, 9.1532432 53.6918323, 9.1533195 53.6919021, 9.1533869 53.6919592, 9.1534295 53.6919905, 9.153453 53.6920141, 9.1534701 53.6920386, 9.1534758 53.6920715, 9.1534658 53.6921576, 9.153443 53.6922901, 9.1534459 53.6923205, 9.1534601 53.6923492, 9.1535115 53.6924024, 9.1536212 53.6924767, 9.1536825 53.692507, 9.1538196 53.6925796)",,,
606445916,,residential,30,False,False,56.844,Alter Postweg,"LINESTRING (9.153151 53.6917402, 9.1528181 53.6918423, 9.1524942 53.6919533, 9.1524463 53.6919751, 9.1524098 53.6919985)",,,
43176813,,residential,30,True,False,249.81000000000003,Friedhofsweg,"LINESTRING (9.1524098 53.6919985, 9.1524305 53.691935, 9.1524333 53.6918683, 9.1524219 53.6917831, 9.1524084 53.6917265, 9.1523842 53.691647, 9.1523443 53.6915318, 9.1520878 53.6909794, 9.1520526 53.6908835, 9.1520084 53.6907198, 9.1519774 53.6905102, 9.1519526 53.6901904, 9.1519559 53.6901217, 9.1519742 53.6900681, 9.1519989 53.6900267, 9.1520317 53.6900041, 9.1520817 53.6899916, 9.1523786 53.6899667)",,,
606445916,,residential,30,False,True,56.843999999999994,Alter Postweg,"LINESTRING (9.1524098 53.6919985, 9.1524463 53.6919751, 9.1524942 53.6919533, 9.1528181 53.6918423, 9.153151 53.6917402)",,,
729945749,2,residential,30,False,False,153.772,Otto-Peschel-Straße,"LINESTRING (9.1598584 53.6849785, 9.1600506 53.6848067, 9.1602513 53.6846272, 9.1604566 53.6845045, 9.1606999 53.6844526, 9.1617098 53.6842374)",,,
"[36975960, 729945749]",2,residential,30,False,True,87.70700000000001,Otto-Peschel-Straße,"LINESTRING (9.1598584 53.6849785, 9.159793 53.6850263, 9.159618 53.6851542, 9.1595418 53.6852433, 9.1594629 53.6853357, 9.1593247 53.6854974, 9.1593028 53.685523, 9.159189 53.6856562)",,,
36776971,,residential,50,False,True,102.672,Schützenstraße,"LINESTRING (9.1525458 53.6869568, 9.1525095 53.6878799)",,,
36776971,,residential,50,False,False,119.14000000000001,Schützenstraße,"LINESTRING (9.1525458 53.6869568, 9.1525985 53.6863174, 9.1526855 53.6858892)",,,
43143005,,residential,,False,False,101.21,Akazienweg,"LINESTRING (9.1525458 53.6869568, 9.1530833 53.6868707, 9.1537064 53.6866754, 9.1539319 53.686582)",,,
43143005,,residential,,False,False,16.461,Akazienweg,"LINESTRING (9.1539319 53.686582, 9.1541368 53.6864972)",,,
43143005,,residential,,False,True,101.21,Akazienweg,"LINESTRING (9.1539319 53.686582, 9.1537064 53.6866754, 9.1530833 53.6868707, 9.1525458 53.6869568)",,,
43143007,,residential,,False,False,293.07300000000004,Ringstraße,"LINESTRING (9.1539319 53.686582, 9.154371 53.6869579, 9.1545151 53.6870124, 9.1545952 53.68701, 9.155325 53.6867492, 9.1564007 53.6863604, 9.1565128 53.6862822, 9.1565248 53.6861589, 9.1563446 53.685936, 9.1560044 53.6857063)",,,
43143005,,residential,,False,True,16.461,Akazienweg,"LINESTRING (9.1541368 53.6864972, 9.1539319 53.686582)",,,
43143005,,residential,,False,False,151.286,Akazienweg,"LINESTRING (9.1541368 53.6864972, 9.1558642 53.6857819, 9.1560044 53.6857063)",,,
43143007,,residential,,False,True,259.559,Ringstraße,"LINESTRING (9.1541368 53.6864972, 9.1538986 53.6862822, 9.1538906 53.6860143, 9.1539907 53.685699, 9.154335 53.685488, 9.1547713 53.6853244, 9.1550836 53.6852817, 9.155548 53.6854287, 9.1560044 53.6857063)",,,
43143005,,residential,,False,True,33.933,Akazienweg,"LINESTRING (9.1563453 53.6854816, 9.1562598 53.6855684, 9.1560044 53.6857063)",,,
43143005,,residential,,False,False,33.933,Akazienweg,"LINESTRING (9.1560044 53.6857063, 9.1562598 53.6855684, 9.1563453 53.6854816)",,,
43143005,,residential,,False,True,151.286,Akazienweg,"LINESTRING (9.1560044 53.6857063, 9.1558642 53.6857819, 9.1541368 53.6864972)",,,
43143007,,residential,,False,False,259.559,Ringstraße,"LINESTRING (9.1560044 53.6857063, 9.155548 53.6854287, 9.1550836 53.6852817, 9.1547713 53.6853244, 9.154335 53.685488, 9.1539907 53.685699, 9.1538906 53.6860143, 9.1538986 53.6862822, 9.1541368 53.6864972)",,,
43143007,,residential,,False,True,293.073,Ringstraße,"LINESTRING (9.1560044 53.6857063, 9.1563446 53.685936, 9.1565248 53.6861589, 9.1565128 53.6862822, 9.1564007 53.6863604, 9.155325 53.6867492, 9.1545952 53.68701, 9.1545151 53.6870124, 9.154371 53.6869579, 9.1539319 53.686582)",,,
29321891,,residential,30,False,True,18.287,Schützenstraße,"LINESTRING (9.1523916 53.6895273, 9.1523844 53.6896917)",,,
"[29321891, 111539629]",,residential,"['50', '30']",False,False,108.084,Schützenstraße,"LINESTRING (9.1523916 53.6895273, 9.152436 53.6890807, 9.1524848 53.6886348, 9.1524864 53.688557)",,,
29321891,,residential,30,False,False,30.591,Schützenstraße,"LINESTRING (9.1523786 53.6899667, 9.1523772 53.6897773, 9.1523844 53.6896917)",,,
29321891,,residential,30,False,True,205.376,Schützenstraße,"LINESTRING (9.1523786 53.6899667, 9.1523886 53.69009, 9.1524217 53.6903126, 9.1524657 53.690536, 9.1524969 53.6906395, 9.1525353 53.6907402, 9.1525923 53.69088, 9.1526892 53.6910688, 9.1528193 53.6912775, 9.1529551 53.6914855, 9.1530214 53.6915854, 9.1530849 53.6916668, 9.153151 53.6917402)",,,
36776971,,residential,50,False,False,184.862,Schützenstraße,"LINESTRING (9.1526855 53.6858892, 9.1527377 53.6856321, 9.1529057 53.6848046, 9.1529258 53.6847058, 9.1529327 53.6844423, 9.1529934 53.6842384)",,,
36776971,,residential,50,False,True,119.14000000000001,Schützenstraße,"LINESTRING (9.1526855 53.6858892, 9.1525985 53.6863174, 9.1525458 53.6869568)",,,
43182169,,residential,,False,False,57.523,Krähenhorst,"LINESTRING (9.1535173 53.688043, 9.1539602 53.6884889)",,,
606445911,,residential,30,False,False,91.28,Zentrumstraße,"LINESTRING (9.1535173 53.688043, 9.1546621 53.6875801)",,,
"[1102780675, 606445911]",,residential,"['50', '30']",False,True,66.687,Zentrumstraße,"LINESTRING (9.1535173 53.688043, 9.1530092 53.6882451, 9.1528928 53.6882908, 9.1527474 53.688333, 9.1526584 53.6883588)",,,
43182169,,residential,,False,True,57.523,Krähenhorst,"LINESTRING (9.1539602 53.6884889, 9.1535173 53.688043)",,,
29321891,,residential,30,False,False,18.287,Schützenstraße,"LINESTRING (9.1523844 53.6896917, 9.1523916 53.6895273)",,,
29321891,,residential,30,False,True,30.591,Schützenstraße,"LINESTRING (9.1523844 53.6896917, 9.1523772 53.6897773, 9.1523786 53.6899667)",,,
43182168,,residential,50,False,False,209.329,Am Schützenpark,"LINESTRING (9.1523844 53.6896917, 9.1527108 53.68964, 9.1544603 53.688904, 9.1550269 53.6886655)",,,
43182168,,residential,50,False,True,209.329,Am Schützenpark,"LINESTRING (9.1550269 53.6886655, 9.1544603 53.688904, 9.1527108 53.68964, 9.1523844 53.6896917)",,,
43182172,,residential,,False,False,58.533,Bürgermeister-Grube-Straße,"LINESTRING (9.1559202 53.6889719, 9.1559047 53.6889158, 9.1558411 53.6886857, 9.1557767 53.6884524)",,,
606445910,,residential,,False,False,75.286,Bürgermeister-Grube-Straße,"LINESTRING (9.1559202 53.6889719, 9.1553209 53.6891957, 9.1555342 53.6894201)",,,
"[606458392, 606445910, 606516902]",,residential,,False,True,66.396,Bürgermeister-Grube-Straße,"LINESTRING (9.1559202 53.6889719, 9.1559675 53.6891431, 9.1559938 53.689238, 9.1555342 53.6894201)",,,
43182154,,residential,,False,True,159.236,Hauptstraße,"LINESTRING (9.1560416 53.6922958, 9.1559521 53.6922888, 9.1558598 53.6922937, 9.1557136 53.6923169, 9.1552733 53.6924149, 9.1542685 53.6926818, 9.1541934 53.6926951, 9.1541297 53.6926967, 9.154079 53.6926882, 9.1538196 53.6925796)",,,
43184038,,residential,,False,True,17.53,Bürgermeister-Grube-Straße,"LINESTRING (9.1553048 53.6895001, 9.1555342 53.6894201)",,,
43242292,,primary_link,50,True,False,42.37,Zentrumstraße,"LINESTRING (9.1596401 53.6857571, 9.1593551 53.6857757, 9.1591934 53.6858075, 9.1590349 53.6858655)",,,
606476755,2,residential,50,False,False,25.389,Zentrumstraße,"LINESTRING (9.1590349 53.6858655, 9.159189 53.6856562)",,,
"[667264954, 23358454]",2,residential,50,False,True,56.492999999999995,Zentrumstraße,"LINESTRING (9.1590349 53.6858655, 9.1589493 53.6859531, 9.1588363 53.6860186, 9.1587157 53.6860814, 9.1585877 53.6861325, 9.1583934 53.6861855)",,,
36788750,,residential,50,False,True,60.042,Industriestraße,"LINESTRING (9.1565381 53.6847304, 9.1556785 53.6845504)",,,
530588964,2,primary_link,50,False,True,105.822,,"LINESTRING (9.1670268 53.6884648, 9.1667741 53.6885696, 9.1666947 53.688644, 9.1666054 53.688779, 9.1665853 53.6889181, 9.1666327 53.6891195, 9.1666874 53.6893098)",,,
37078324,2,primary_link,50,False,True,35.217,,"LINESTRING (9.1666874 53.6893098, 9.1667903 53.6896206)",,,
530588964,2,primary_link,50,False,False,105.822,,"LINESTRING (9.1666874 53.6893098, 9.1666327 53.6891195, 9.1665853 53.6889181, 9.1666054 53.688779, 9.1666947 53.688644, 9.1667741 53.6885696, 9.1670268 53.6884648)",,,
"[43627713, 34233954, 259447813, 29322375, 569127313, 79057142, 258701334]","['4', '2', '3']",primary,"['50', '70']",False,True,948.679,Hauptstraße,"LINESTRING (9.1661938 53.6896915, 9.1657924 53.6897261, 9.1656655 53.689736, 9.1652567 53.6897601, 9.1648141 53.6897639, 9.164283 53.6897514, 9.1638128 53.689725, 9.1633992 53.6896942, 9.1628923 53.6896545, 9.16227 53.6896116, 9.1616936 53.689581, 9.1610968 53.6895722, 9.1604735 53.6895934, 9.1600252 53.6896365, 9.1596259 53.6896893, 9.1588141 53.6898393, 9.1585095 53.6899086, 9.1581061 53.690017, 9.1575303 53.690206, 9.1570359 53.6903886, 9.1565217 53.6905994, 9.1555238 53.6911933, 9.1547636 53.6918694, 9.1538196 53.6925796)",B 73,yes,
530588957,1,primary_link,50,True,False,55.84,,"LINESTRING (9.1661938 53.6896915, 9.1662966 53.6896431, 9.1664124 53.6895949, 9.1665273 53.6895378, 9.1666379 53.689444, 9.1666874 53.6893098)",,,
530588962,3,primary,50,False,False,40.065,Hauptstraße,"LINESTRING (9.1661938 53.6896915, 9.1665713 53.6896492, 9.1667903 53.6896206)",B 73,,
40153397,,residential,50,False,True,103.50099999999999,Am Rathaus,"LINESTRING (9.1570506 53.6877562, 9.157027 53.6877065, 9.1565169 53.6872783, 9.1561707 53.6869883)",,,
41789242,,residential,,False,False,115.391,Am Schulzentrum,"LINESTRING (9.1570506 53.6877562, 9.1570394 53.6877884, 9.157015 53.6878251, 9.1566522 53.6880259, 9.1557767 53.6884524)",,,
