osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,width,access
"[25694464, 146901471]",Königsstraße,residential,False,"[False, True]",42.658,20,"LINESTRING (13.4336336 54.4176994, 13.4336812 54.4175328, 13.4337003 54.4174832, 13.433827 54.4173368)",2,,
"[27565930, 213850327]","['Markt', 'Vieschstraße']",residential,False,False,91.303,"['20', '30']","LINESTRING (13.4336336 54.4176994, 13.4339646 54.4182287, 13.4340621 54.4183881, 13.4341447 54.4184626)",2,,
28035075,Wasserstraße,living_street,True,False,63.411,,"LINESTRING (13.433827 54.4173368, 13.4338088 54.417249, 13.4338169 54.4171106, 13.4338457 54.4169297, 13.4338747 54.4167689)",,,
"[25694464, 146901471]",Königsstraße,residential,False,"[False, True]",42.658,20,"LINESTRING (13.433827 54.4173368, 13.4337003 54.4174832, 13.4336812 54.4175328, 13.4336336 54.4176994)",2,,
273645412,Königsstraße,residential,False,False,100.24799999999999,30,"LINESTRING (13.433827 54.4173368, 13.4349748 54.4170837, 13.4352848 54.4170332)",,,
79917546,Gadmundstraße,residential,False,False,30.046,,"LINESTRING (13.4365387 54.4166736, 13.4363277 54.4164329)",,,
273645412,Königsstraße,residential,False,False,105.384,30,"LINESTRING (13.4365387 54.4166736, 13.4376381 54.4161854, 13.437819 54.4160886)",,,
273645412,Königsstraße,residential,False,True,91.283,30,"LINESTRING (13.4365387 54.4166736, 13.436207 54.4168191, 13.435938 54.416902, 13.4352848 54.4170332)",,,
28033322,Dammstraße,residential,False,True,235.015,30,"LINESTRING (13.4273926 54.4131457, 13.4280493 54.4140342, 13.4283239 54.4144249, 13.4284499 54.4146216, 13.4285546 54.4148216, 13.4287298 54.4151093)",,,
"[1050785699, 1050785700, 28034299]",Ringstraße,residential,False,True,238.398,30,"LINESTRING (13.4273926 54.4131457, 13.427268 54.4131863, 13.426632 54.4133935, 13.4260102 54.413601, 13.4255339 54.4137533, 13.425009 54.4139273, 13.4245574 54.414077, 13.4241821 54.4141973)",2,,
24892212,Schützenstraße,residential,False,False,186.812,,"LINESTRING (13.4294159 54.4187394, 13.4296349 54.419132, 13.4297993 54.4193148, 13.4299618 54.4194376, 13.4302377 54.4195983, 13.4304561 54.4197255, 13.4309168 54.4199939, 13.4310559 54.4200821)",,,
27568511,Calandstraße,residential,False,False,114.223,30,"LINESTRING (13.4294159 54.4187394, 13.4288664 54.418796, 13.4285795 54.4188149, 13.4281494 54.4187938, 13.4276881 54.4187478, 13.4276717 54.4187422)",,,
27568511,Calandstraße,residential,False,True,103.72,30,"LINESTRING (13.4294159 54.4187394, 13.430094 54.4187058, 13.4310133 54.4186609)",,,
27311750,Calandstraße,residential,True,False,54.023,,"LINESTRING (13.4276717 54.4187422, 13.4268666 54.4186134)",,,
27568511,Calandstraße,residential,False,True,114.22299999999998,30,"LINESTRING (13.4276717 54.4187422, 13.4276881 54.4187478, 13.4281494 54.4187938, 13.4285795 54.4188149, 13.4288664 54.418796, 13.4294159 54.4187394)",,,
288627512,Bahnhofstraße,residential,False,False,100.634,30,"LINESTRING (13.4268666 54.4186134, 13.4261973 54.4188781, 13.4255933 54.419133)",,,
1245876362,Bahnhofstraße,residential,False,True,48.582,30,"LINESTRING (13.4268666 54.4186134, 13.4269553 54.4185781, 13.4271904 54.4184882, 13.4274845 54.4183653)",,,
68732830,Arkonastraße,residential,False,False,82.816,,"LINESTRING (13.424332 54.4181286, 13.4245753 54.4173974)",,,
24558966,Arkonastraße,residential,False,True,138.332,,"LINESTRING (13.424332 54.4181286, 13.425536 54.4190819, 13.4255933 54.419133)",,,
146890946,Krakow,residential,False,True,12.086,,"LINESTRING (13.4317439 54.4179679, 13.4317066 54.4180744)",,,
"[376251540, 146901478]",Marktstraße,residential,False,False,107.835,20,"LINESTRING (13.4317439 54.4179679, 13.4316266 54.4179261, 13.4313987 54.4178448, 13.4312157 54.4177581, 13.431027 54.417647, 13.4305842 54.4172895)",2,,
146901478,Marktstraße,residential,False,True,39.986000000000004,20,"LINESTRING (13.4317439 54.4179679, 13.4319303 54.4180006, 13.4320884 54.41802, 13.4322557 54.4180406, 13.4323445 54.4180515)",2,,
5190636,Schulstraße,residential,True,False,32.912,30,"LINESTRING (13.4295845 54.4161181, 13.4300746 54.4160389)",,,
31242849,Dammstraße,residential,False,False,17.507,30,"LINESTRING (13.4295845 54.4161181, 13.4294467 54.4159826)",,,
31242850,Dammstraße,residential,False,True,145.46,30,"LINESTRING (13.4295845 54.4161181, 13.4299775 54.4166079, 13.4301904 54.4168459, 13.4305842 54.4172895)",,,
142286251,Stralsunder Straße,residential,False,False,132.001,,"LINESTRING (13.4241821 54.4141973, 13.424313 54.4142268, 13.4245018 54.414271, 13.426061 54.4146595)",,,
"[314965378, 995902083]",Ringstraße,residential,False,True,99.47,50,"LINESTRING (13.4241821 54.4141973, 13.4237124 54.4143699, 13.423443 54.4145361, 13.4232212 54.4148537)",2,,
"[28034299, 1050785700, 1050785699]",Ringstraße,residential,False,False,238.39800000000002,30,"LINESTRING (13.4241821 54.4141973, 13.4245574 54.414077, 13.425009 54.4139273, 13.4255339 54.4137533, 13.4260102 54.413601, 13.426632 54.4133935, 13.427268 54.4131863, 13.4273926 54.4131457)",2,,
28033322,Dammstraße,residential,False,False,235.015,30,"LINESTRING (13.4287298 54.4151093, 13.4285546 54.4148216, 13.4284499 54.4146216, 13.4283239 54.4144249, 13.4280493 54.4140342, 13.4273926 54.4131457)",,,
"[31242848, 31242849]",Dammstraße,residential,False,True,107.62100000000001,30,"LINESTRING (13.4287298 54.4151093, 13.4292027 54.4156946, 13.4294467 54.4159826)",,,
142286251,Stralsunder Straße,residential,False,True,180.25799999999998,,"LINESTRING (13.4287298 54.4151093, 13.4284861 54.4151025, 13.4275555 54.4149275, 13.426061 54.4146595)",,,
273458839,Billrothstraße,residential,False,False,20.979,,"LINESTRING (13.4320973 54.416027, 13.4321697 54.4158431)",,,
1103003211,Joachimberg,living_street,False,True,67.537,,"LINESTRING (13.4320973 54.416027, 13.4322414 54.4160553, 13.4326974 54.4161108, 13.4329748 54.4161251, 13.4331217 54.4161318)",,,
27311748,Sundstraße,residential,False,False,47.856,30,"LINESTRING (13.4287227 54.4160485, 13.4291083 54.4160301, 13.4292474 54.4160272, 13.4294467 54.4159826)",,,
27565696,Sundstraße,residential,False,True,66.599,30,"LINESTRING (13.4287227 54.4160485, 13.4282586 54.4159519, 13.427731 54.4158956)",,,
"[314965372, 653722301]",Ringstraße,residential,False,False,108.55,50,"LINESTRING (13.4236867 54.421195, 13.4236031 54.4210734, 13.4235041 54.4209457, 13.4233455 54.4207185, 13.423254 54.4206121, 13.4229768 54.4203117)","['2', '3']",,
288627512,Bahnhofstraße,residential,False,True,75.966,30,"LINESTRING (13.4246717 54.4195563, 13.4255933 54.419133)",,,
27311752,Arndtstraße,residential,False,True,251.688,,"LINESTRING (13.4246717 54.4195563, 13.4249058 54.4198001, 13.4251408 54.4203302, 13.425291 54.4206691, 13.4253757 54.4208602, 13.4254695 54.4208847, 13.4255313 54.4209008, 13.4261957 54.420527, 13.4265076 54.4203515)",,,
"[288627512, 314965364]",Bahnhofstraße,residential,False,False,138.131,30,"LINESTRING (13.4246717 54.4195563, 13.4241253 54.4197998, 13.4230989 54.4202573, 13.4229768 54.4203117)",3,,
8571792,Breitsprecherstraße,residential,False,True,107.889,30,"LINESTRING (13.4251885 54.4169742, 13.4237936 54.4164426)",,,
28034072,Arkonastraße,residential,False,True,61.551,,"LINESTRING (13.4251885 54.4169742, 13.4245753 54.4173974)",,,
8571792,Breitsprecherstraße,residential,False,False,115.136,30,"LINESTRING (13.4251885 54.4169742, 13.4258806 54.4171731, 13.426623 54.4172741, 13.4268626 54.4173043)",,,
38426590,Arkonastraße,residential,False,True,181.511,,"LINESTRING (13.4251885 54.4169742, 13.4256476 54.4161941, 13.4260742 54.4154254)",,,
27565700,Maxim-Gorki-Straße,residential,False,False,158.868,,"LINESTRING (13.4268626 54.4173043, 13.4273584 54.415905)",,,
8571792,Breitsprecherstraße,residential,False,True,115.136,30,"LINESTRING (13.4268626 54.4173043, 13.426623 54.4172741, 13.4258806 54.4171731, 13.4251885 54.4169742)",,,
27568535,Breitsprecherstraße,residential,False,False,101.661,30,"LINESTRING (13.4268626 54.4173043, 13.4275855 54.4173791, 13.4284224 54.4173726)",,,
27565697,Bahnhofstraße,residential,False,False,47.551,,"LINESTRING (13.4284224 54.4173726, 13.4285286 54.4176146, 13.4286038 54.417787)",,,
"[376251533, 27568535]",Breitsprecherstraße,residential,False,False,42.248,30,"LINESTRING (13.4284224 54.4173726, 13.4284392 54.4173725, 13.428885 54.4173706, 13.4290509 54.4174249)",,,
27568535,Breitsprecherstraße,residential,False,True,101.661,30,"LINESTRING (13.4284224 54.4173726, 13.4275855 54.4173791, 13.4268626 54.4173043)",,,
27565696,Sundstraße,residential,False,False,24.131,30,"LINESTRING (13.4273584 54.415905, 13.427731 54.4158956)",,,
27565700,Maxim-Gorki-Straße,residential,False,True,158.868,,"LINESTRING (13.4273584 54.415905, 13.4268626 54.4173043)",,,
27565696,Sundstraße,residential,False,True,98.75,30,"LINESTRING (13.4273584 54.415905, 13.4270406 54.4157944, 13.4260742 54.4154254)",,,
"[384012900, 24559007]","['Marktstraße', 'Krakow']",living_street,True,False,57.821999999999996,,"LINESTRING (13.4319704 54.4185683, 13.4318566 54.4183825, 13.4317961 54.4182936, 13.4317286 54.4181906, 13.4317066 54.4180744)",,,
172433280,Marktstraße,living_street,False,True,31.962000000000003,,"LINESTRING (13.4319704 54.4185683, 13.4321556 54.4185382, 13.4324387 54.4184775)",2,,
95136691,Markt,residential,False,True,48.134,,"LINESTRING (13.4324387 54.4184775, 13.4324289 54.4184552, 13.4323716 54.418324, 13.4323593 54.418296, 13.4323414 54.418226, 13.4323339 54.4181331, 13.4323445 54.4180515)",2,,
172433280,Marktstraße,living_street,False,False,31.962000000000003,,"LINESTRING (13.4324387 54.4184775, 13.4321556 54.4185382, 13.4319704 54.4185683)",2,,
"[172433280, 176491683]",Marktstraße,living_street,False,"[False, True]",95.579,,"LINESTRING (13.4324387 54.4184775, 13.4325643 54.4184509, 13.4325922 54.4184676, 13.4327585 54.4186646, 13.4332081 54.4189405, 13.4333002 54.4189922, 13.4333676 54.4189843, 13.4334423 54.4189755)",2,4.5,
288094185,Vieschstraße,residential,False,False,25.103,30,"LINESTRING (13.437177 54.4200581, 13.4374703 54.4202059)",2,,
27566023,Am Burgwall,residential,True,False,90.736,30,"LINESTRING (13.437177 54.4200581, 13.4367991 54.420595, 13.4366549 54.4208154)",,,
"[288094185, 213850327]",Vieschstraße,residential,False,True,265.71599999999995,30,"LINESTRING (13.437177 54.4200581, 13.4361121 54.4195268, 13.4357153 54.4193289, 13.4355168 54.4192329, 13.4345983 54.4187886, 13.4343489 54.4186585, 13.4342678 54.4185886, 13.4341447 54.4184626)",2,,
27566028,Am Burgwall,residential,False,True,64.734,,"LINESTRING (13.4366549 54.4208154, 13.4365536 54.4208533, 13.4363853 54.4208603, 13.4362189 54.4208346, 13.4357153 54.4207224)",,,
28032990,Am Burgwall,residential,False,False,118.774,30,"LINESTRING (13.4339719 54.4214601, 13.434068 54.4214369, 13.4341741 54.4213805, 13.4342702 54.4213176, 13.4343597 54.4212413, 13.4344459 54.4210756, 13.4345354 54.4207607, 13.4346171 54.42051)",,,
27566025,Am Burgwall,residential,False,False,20.943,,"LINESTRING (13.4346171 54.42051, 13.4349335 54.4205498)",,,
28032990,Am Burgwall,residential,False,False,102.457,30,"LINESTRING (13.4346171 54.42051, 13.4347707 54.4201509, 13.4350833 54.4196304)",,,
28032990,Am Burgwall,residential,False,True,118.77400000000002,30,"LINESTRING (13.4346171 54.42051, 13.4345354 54.4207607, 13.4344459 54.4210756, 13.4343597 54.4212413, 13.4342702 54.4213176, 13.4341741 54.4213805, 13.434068 54.4214369, 13.4339719 54.4214601)",,,
27566025,Am Burgwall,residential,False,True,20.943,,"LINESTRING (13.4349335 54.4205498, 13.4346171 54.42051)",,,
27566028,Am Burgwall,residential,False,False,64.734,,"LINESTRING (13.4357153 54.4207224, 13.4362189 54.4208346, 13.4363853 54.4208603, 13.4365536 54.4208533, 13.4366549 54.4208154)",,,
27566027,Am Burgwall,residential,True,False,52.80199999999999,30,"LINESTRING (13.4336439 54.4210277, 13.4337029 54.4211202, 13.4337776 54.4212539, 13.4338824 54.4213799, 13.4339719 54.4214601)",,,
53399670,Raddasstraße,unclassified,True,False,86.845,30,"LINESTRING (13.4336439 54.4210277, 13.4336486 54.4209892, 13.4336936 54.420621, 13.4337325 54.4203221, 13.4337478 54.4202491)",,,
27568511,Calandstraße,residential,False,True,4.078,30,"LINESTRING (13.4310133 54.4186609, 13.4310624 54.4186839)",,,
27568511,Calandstraße,residential,False,False,103.72,30,"LINESTRING (13.4310133 54.4186609, 13.430094 54.4187058, 13.4294159 54.4187394)",,,
27568511,Calandstraße,residential,False,False,4.078,30,"LINESTRING (13.4310624 54.4186839, 13.4310133 54.4186609)",,,
27568511,Calandstraße,residential,False,True,24.491,30,"LINESTRING (13.4310624 54.4186839, 13.4314364 54.4186499)",,,
27568512,Parkstraße,living_street,False,False,155.755,,"LINESTRING (13.4310624 54.4186839, 13.4311199 54.4190691, 13.4311199 54.4194421, 13.4310559 54.4200821)",,,
27568511,Calandstraße,residential,False,False,24.491,30,"LINESTRING (13.4314364 54.4186499, 13.4310624 54.4186839)",,,
28034072,Arkonastraße,residential,False,False,61.551,,"LINESTRING (13.4245753 54.4173974, 13.4251885 54.4169742)",,,
68732830,Arkonastraße,residential,False,True,82.816,,"LINESTRING (13.4245753 54.4173974, 13.424332 54.4181286)",,,
28035004,Enge Straße,residential,False,False,90.35300000000001,,"LINESTRING (13.4363325 54.4159775, 13.4360872 54.4159756, 13.4356121 54.4159732, 13.4352741 54.4159713, 13.4349362 54.4159677)",,,
79917546,Gadmundstraße,residential,False,False,188.63500000000002,,"LINESTRING (13.4363325 54.4159775, 13.4363626 54.4155062, 13.4364002 54.4146134, 13.4363572 54.4142826)",,,
79917546,Gadmundstraße,residential,False,True,51.590999999999994,,"LINESTRING (13.4363325 54.4159775, 13.4362914 54.4160602, 13.4362619 54.416173, 13.4362726 54.4162967, 13.4363277 54.4164329)",,,
28035004,Enge Straße,residential,False,True,90.35300000000001,,"LINESTRING (13.4349362 54.4159677, 13.4352741 54.4159713, 13.4356121 54.4159732, 13.4360872 54.4159756, 13.4363325 54.4159775)",,,
273645418,Wasserstraße,residential,False,False,72.551,,"LINESTRING (13.4349362 54.4159677, 13.434898 54.415805, 13.4348457 54.4156443, 13.4347426 54.4153252)",,,
273645418,Wasserstraße,residential,False,True,85.543,,"LINESTRING (13.4349362 54.4159677, 13.4348505 54.4160839, 13.4347733 54.4161688, 13.4345759 54.4163386, 13.4341704 54.4165859)",,,
27311746,Joachimberg,living_street,True,False,87.432,,"LINESTRING (13.4338747 54.4167689, 13.4337136 54.4165515, 13.4337041 54.4165387, 13.4334469 54.4163044, 13.4332662 54.4161903, 13.4331217 54.4161318)",,,
273645418,Wasserstraße,residential,False,False,27.933999999999997,,"LINESTRING (13.4338747 54.4167689, 13.4340008 54.4166932, 13.434143 54.4166035, 13.4341704 54.4165859)",,,
79917549,Gadmundstraße,residential,False,True,141.207,,"LINESTRING (13.4341704 54.4165859, 13.4344509 54.4165922, 13.4347211 54.4165894, 13.4352167 54.416518, 13.4357703 54.4164828, 13.4363277 54.4164329)",,,
273645418,Wasserstraße,residential,False,False,85.543,,"LINESTRING (13.4341704 54.4165859, 13.4345759 54.4163386, 13.4347733 54.4161688, 13.4348505 54.4160839, 13.4349362 54.4159677)",,,
273645418,Wasserstraße,residential,False,True,27.933999999999997,,"LINESTRING (13.4341704 54.4165859, 13.434143 54.4166035, 13.4340008 54.4166932, 13.4338747 54.4167689)",,,
79917546,Gadmundstraße,residential,False,True,30.046,,"LINESTRING (13.4363277 54.4164329, 13.4365387 54.4166736)",,,
79917546,Gadmundstraße,residential,False,False,51.591,,"LINESTRING (13.4363277 54.4164329, 13.4362726 54.4162967, 13.4362619 54.416173, 13.4362914 54.4160602, 13.4363325 54.4159775)",,,
79917549,Gadmundstraße,residential,False,False,141.207,,"LINESTRING (13.4363277 54.4164329, 13.4357703 54.4164828, 13.4352167 54.416518, 13.4347211 54.4165894, 13.4344509 54.4165922, 13.4341704 54.4165859)",,,
273645412,Königsstraße,residential,False,True,27.463,30,"LINESTRING (13.4381109 54.4159093, 13.437819 54.4160886)",,,
31242847,Stralsunder Straße,living_street,False,False,177.197,,"LINESTRING (13.426061 54.4146595, 13.4267748 54.4150196, 13.4271467 54.4152693, 13.4274004 54.4155073, 13.427731 54.4158956)",,,
142286251,Stralsunder Straße,residential,False,False,180.258,,"LINESTRING (13.426061 54.4146595, 13.4275555 54.4149275, 13.4284861 54.4151025, 13.4287298 54.4151093)",,,
142286251,Stralsunder Straße,residential,False,True,132.001,,"LINESTRING (13.426061 54.4146595, 13.4245018 54.414271, 13.424313 54.4142268, 13.4241821 54.4141973)",,,
27565696,Sundstraße,residential,False,True,24.131,30,"LINESTRING (13.427731 54.4158956, 13.4273584 54.415905)",,,
27565696,Sundstraße,residential,False,False,66.599,30,"LINESTRING (13.427731 54.4158956, 13.4282586 54.4159519, 13.4287227 54.4160485)",,,
31242847,Stralsunder Straße,living_street,False,True,177.197,,"LINESTRING (13.427731 54.4158956, 13.4274004 54.4155073, 13.4271467 54.4152693, 13.4267748 54.4150196, 13.426061 54.4146595)",,,
31242849,Dammstraße,residential,False,True,17.507,30,"LINESTRING (13.4294467 54.4159826, 13.4295845 54.4161181)",,,
27311748,Sundstraße,residential,False,True,47.856,30,"LINESTRING (13.4294467 54.4159826, 13.4292474 54.4160272, 13.4291083 54.4160301, 13.4287227 54.4160485)",,,
"[31242848, 31242849]",Dammstraße,residential,False,False,107.62100000000001,30,"LINESTRING (13.4294467 54.4159826, 13.4292027 54.4156946, 13.4287298 54.4151093)",,,
5190634,Billrothstraße,residential,True,False,34.203,30,"LINESTRING (13.4351465 54.4132042, 13.4352373 54.4131239, 13.4352724 54.4130929, 13.4354455 54.4129506)",,,
38426585,Gartenstraße,residential,False,False,98.565,,"LINESTRING (13.4309124 54.4133436, 13.4304218 54.414157, 13.430407 54.4141798)",,,
79918152,Gartenstraße,residential,False,True,139.25,,"LINESTRING (13.4309124 54.4133436, 13.4320752 54.4134615, 13.4330291 54.4135691)",,,
38426585,Gartenstraße,residential,False,False,65.465,,"LINESTRING (13.430407 54.4141798, 13.4302087 54.4145111, 13.4301961 54.4147489)",,,
38426585,Gartenstraße,residential,False,True,98.565,,"LINESTRING (13.430407 54.4141798, 13.4304218 54.414157, 13.4309124 54.4133436)",,,
38426585,Gartenstraße,residential,False,False,144.134,,"LINESTRING (13.4301961 54.4147489, 13.4302301 54.4152746, 13.430167 54.4157037, 13.4300746 54.4160389)",,,
38426585,Gartenstraße,residential,False,True,65.465,,"LINESTRING (13.4301961 54.4147489, 13.4302087 54.4145111, 13.430407 54.4141798)",,,
38426588,Bergstraße,residential,False,True,79.456,,"LINESTRING (13.4301961 54.4147489, 13.4296139 54.4147218, 13.4293931 54.4147282, 13.4292961 54.414731, 13.4289704 54.4147301)",,,
38426588,Bergstraße,residential,False,False,79.456,,"LINESTRING (13.4289704 54.4147301, 13.4292961 54.414731, 13.4293931 54.4147282, 13.4296139 54.4147218, 13.4301961 54.4147489)",,,
27565696,Sundstraße,residential,False,False,96.05799999999999,30,"LINESTRING (13.4232212 54.4148537, 13.4232846 54.4148665, 13.4246234 54.4151374)",,,
"[314965378, 995902083]",Ringstraße,residential,False,False,99.47,50,"LINESTRING (13.4232212 54.4148537, 13.423443 54.4145361, 13.4237124 54.4143699, 13.4241821 54.4141973)",2,,
27565696,Sundstraße,residential,False,False,98.75,30,"LINESTRING (13.4260742 54.4154254, 13.4270406 54.4157944, 13.4273584 54.415905)",,,
27565696,Sundstraße,residential,False,True,99.217,30,"LINESTRING (13.4260742 54.4154254, 13.4257019 54.4153411, 13.4246234 54.4151374)",,,
38426590,Arkonastraße,residential,False,False,181.511,,"LINESTRING (13.4260742 54.4154254, 13.4256476 54.4161941, 13.4251885 54.4169742)",,,
27568513,,residential,True,False,58.899,,"LINESTRING (13.4314146 54.4181891, 13.4312098 54.418367, 13.4311014 54.4185132, 13.4310133 54.4186609)",,,
27311752,Arndtstraße,residential,False,False,57.730999999999995,,"LINESTRING (13.4267007 54.4208384, 13.4268271 54.4206695, 13.4269904 54.4204514, 13.4268836 54.42038, 13.4268871 54.4203787)",,,
27311752,Arndtstraße,residential,False,False,24.738,,"LINESTRING (13.4268871 54.4203787, 13.4265076 54.4203515)",,,
207159913,Arndtstraße,residential,False,True,29.746,,"LINESTRING (13.4268871 54.4203787, 13.4273368 54.4204344)",,,
