osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,ref,width
30266853,Am Sande,primary,50,False,True,44.992000000000004,,"LINESTRING (9.4092989 53.1115418, 9.4093107 53.1114341, 9.4093276 53.1113579, 9.4094098 53.1111437)",3,B 71,
478162573,Glockengießerstraße,primary,50,True,False,36.586999999999996,,"LINESTRING (9.4090246 53.1120786, 9.408926 53.1121407, 9.4088304 53.1121834, 9.4086987 53.1122274, 9.4085724 53.1122566)",1,,
478162575,Mittelweg,residential,50,True,False,32.942,,"LINESTRING (9.4090246 53.1120786, 9.4089945 53.1121844, 9.4089902 53.1122869, 9.4089997 53.1123731)",1,,
28219740,Glockengießerstraße,primary,50,True,False,55.796,,"LINESTRING (9.4085724 53.1122566, 9.4083876 53.1122649, 9.4082331 53.1122606, 9.4077475 53.1122)",1,,
"[478368225, 31512725]",Glockengießerstraße,primary,50,False,False,128.862,,"LINESTRING (9.4077475 53.1122, 9.4071892 53.1121411, 9.4067908 53.112099, 9.4062951 53.1120466, 9.4059808 53.1120134, 9.4058461 53.111999)","['2', '3']",,
"[478368249, 31512637]",Glockengießerstraße,primary,50,True,False,146.31400000000002,,"LINESTRING (9.4077475 53.1122, 9.4081945 53.1122196, 9.4083002 53.1122242, 9.4085659 53.1122018, 9.4087745 53.1121387, 9.4089298 53.1120417, 9.4090739 53.1118767, 9.4091927 53.1116973, 9.4092989 53.1115418)","['2', '1']",,
"[29268000, 36979972]",Nödenstraße,residential,"['50', '30']",False,True,107.806,,"LINESTRING (9.401738 53.1112025, 9.4017186 53.1112752, 9.4015935 53.1117153, 9.4014663 53.1121582)",3,,
"[478368216, 28219739]",Glockengießerstraße,primary,50,False,True,105.724,,"LINESTRING (9.401738 53.1112025, 9.4019662 53.1112963, 9.4022189 53.1113998, 9.4023248 53.1114453, 9.4029046 53.1116759, 9.4030699 53.1117117)","['2', '3']",,
"[478368217, 27291550]",Nödenstraße,residential,,False,True,133.53,,"LINESTRING (9.401738 53.1112025, 9.4017723 53.1111061, 9.4018747 53.1108103, 9.4019513 53.1106699, 9.4023311 53.1100586)",3,,
"[478368253, 5409741]",Am Sande,primary,50,False,True,83.823,,"LINESTRING (9.4094098 53.1111437, 9.4094768 53.1109872, 9.4095411 53.1107607, 9.4095741 53.1105904, 9.4095802 53.1105264, 9.4096059 53.1104004)","['2', '3']",B 71,
24218249,Große Gartenstraße,residential,30,False,True,45.07,,"LINESTRING (9.4094098 53.1111437, 9.4095172 53.1111805, 9.410061 53.1112359)",,,
30266853,Am Sande,primary,50,False,False,44.992000000000004,,"LINESTRING (9.4094098 53.1111437, 9.4093276 53.1113579, 9.4093107 53.1114341, 9.4092989 53.1115418)",3,B 71,
"[478368218, 29454043]",Wallbergstraße,residential,50,False,True,55.286,,"LINESTRING (9.4058461 53.111999, 9.4058588 53.1119314, 9.4058911 53.1117437, 9.4059324 53.1115045)","['2', '3']",,
"[478368225, 31512725]",Glockengießerstraße,primary,50,False,True,128.862,,"LINESTRING (9.4058461 53.111999, 9.4059808 53.1120134, 9.4062951 53.1120466, 9.4067908 53.112099, 9.4071892 53.1121411, 9.4077475 53.1122)","['2', '3']",,
"[26367672, 478368219]",Wallbergstraße,residential,30,False,False,115.121,,"LINESTRING (9.4058461 53.111999, 9.405834 53.1120637, 9.4058033 53.1122272, 9.4057761 53.1123725, 9.4056778 53.1130293)",2,,
"[478368224, 28219739, 478368220]",Glockengießerstraße,primary,50,False,False,188.07100000000003,,"LINESTRING (9.4058461 53.111999, 9.4056495 53.1119787, 9.4053528 53.1119478, 9.4048694 53.1118975, 9.4043958 53.1118481, 9.4042024 53.111828, 9.4033881 53.1117535, 9.4031628 53.1117259, 9.4030699 53.1117117)","['2', '3']",,
28219742,Ringstraße,residential,30,False,True,75.311,,"LINESTRING (9.4051401 53.1150774, 9.4057002 53.1151466, 9.4062562 53.1151314)",,,
37561628,Wallbergstraße,living_street,,False,True,90.712,,"LINESTRING (9.4051401 53.1150774, 9.4053925 53.1145719, 9.405473 53.1142879)",,,
476365864,Ringstraße,residential,30,False,False,204.402,,"LINESTRING (9.4051401 53.1150774, 9.4037331 53.1147839, 9.4022729 53.1144327)",,,
"[478368217, 27291550]",Nödenstraße,residential,,False,False,133.53,,"LINESTRING (9.4023311 53.1100586, 9.4019513 53.1106699, 9.4018747 53.1108103, 9.4017723 53.1111061, 9.401738 53.1112025)",3,,
"[29456040, 28219743]","['Am Wasser', 'Große Straße']",residential,20,True,False,179.096,,"LINESTRING (9.4023311 53.1100586, 9.4017866 53.1099409, 9.4014799 53.1098735, 9.401939 53.1088425)",,,
28210788,Kirchstraße,residential,20,False,True,35.794,,"LINESTRING (9.4044229 53.1096526, 9.4046895 53.1093733)",,,
"[27291548, 29455494]","['Große Straße', 'Kirchstraße']",residential,20,True,False,185.01600000000002,,"LINESTRING (9.4044229 53.1096526, 9.4043081 53.1096712, 9.4040507 53.1097825, 9.4039233 53.1098913, 9.4035569 53.1103252, 9.4025555 53.1101089, 9.4023311 53.1100586)",,,
"[268848210, 29267999]",Am Kirchhof,residential,20,False,False,99.695,,"LINESTRING (9.4063986 53.1086313, 9.4063822 53.108734, 9.4063385 53.1089731, 9.4063001 53.1091876, 9.4062902 53.109241, 9.4062567 53.1095237)",,,
"[621759681, 28210786]",Am Kirchhof,residential,20,True,False,151.244,,"LINESTRING (9.4063986 53.1086313, 9.4062552 53.1086583, 9.4058612 53.1086914, 9.405328 53.1087316, 9.4052187 53.1087957, 9.4051668 53.1088841, 9.4050974 53.1090663, 9.4050803 53.1091085, 9.4050428 53.1092015, 9.4049564 53.1093916)",,,
24218249,Große Gartenstraße,residential,30,False,False,45.07,,"LINESTRING (9.410061 53.1112359, 9.4095172 53.1111805, 9.4094098 53.1111437)",,,
"[29269035, 29269037]",Birkenweg,residential,30,False,False,55.687,,"LINESTRING (9.4109917 53.1105627, 9.4113645 53.1105982, 9.4118151 53.1106433)",,,
29269036,Kleine Gartenstraße,residential,30,True,False,97.892,,"LINESTRING (9.4109917 53.1105627, 9.4102675 53.1110168, 9.410061 53.1112359)",,,
"[29269035, 29269037]",Birkenweg,residential,30,False,True,55.687,,"LINESTRING (9.4118151 53.1106433, 9.4113645 53.1105982, 9.4109917 53.1105627)",,,
"[478368216, 28219739]",Glockengießerstraße,primary,50,False,False,105.72399999999999,,"LINESTRING (9.4030699 53.1117117, 9.4029046 53.1116759, 9.4023248 53.1114453, 9.4022189 53.1113998, 9.4019662 53.1112963, 9.401738 53.1112025)","['2', '3']",,
"[478368224, 28219739, 478368220]",Glockengießerstraße,primary,50,False,True,188.071,,"LINESTRING (9.4030699 53.1117117, 9.4031628 53.1117259, 9.4033881 53.1117535, 9.4042024 53.111828, 9.4043958 53.1118481, 9.4048694 53.1118975, 9.4053528 53.1119478, 9.4056495 53.1119787, 9.4058461 53.111999)","['2', '3']",,
29268000,Nödenstraße,residential,30,False,True,47.94,,"LINESTRING (9.4014663 53.1121582, 9.4013456 53.1125832)",,,
"[29268000, 36979972]",Nödenstraße,residential,"['50', '30']",False,False,107.806,,"LINESTRING (9.4014663 53.1121582, 9.4015935 53.1117153, 9.4017186 53.1112752, 9.401738 53.1112025)",3,,
29453185,Wümmeweg,residential,30,True,False,154.041,,"LINESTRING (9.4014663 53.1121582, 9.4029175 53.1122158, 9.4030536 53.1117645, 9.4030699 53.1117117)",,,
25118736,Mittelweg,residential,50,False,True,51.21,,"LINESTRING (9.4093625 53.1127789, 9.4089997 53.1123731)",,,
29453394,Nordstraße,residential,30,False,False,33.208,,"LINESTRING (9.4093625 53.1127789, 9.408873 53.1128324)",,,
25118736,Mittelweg,residential,50,False,False,123.228,,"LINESTRING (9.4093625 53.1127789, 9.4096723 53.1131315, 9.4098996 53.1133901, 9.4100515 53.113563, 9.4102239 53.1137591)",,,
29453394,Nordstraße,residential,30,False,False,55.539,,"LINESTRING (9.408873 53.1128324, 9.4087344 53.1133249)",,,
29453394,Nordstraße,residential,30,False,True,33.208,,"LINESTRING (9.408873 53.1128324, 9.4093625 53.1127789)",,,
171564327,Nordstraße,residential,30,False,False,23.705,,"LINESTRING (9.408873 53.1128324, 9.4089248 53.1126215)",,,
28219742,Ringstraße,residential,30,False,False,75.311,,"LINESTRING (9.4062562 53.1151314, 9.4057002 53.1151466, 9.4051401 53.1150774)",,,
"[29453394, 28219742]","['Nordstraße', 'Ringstraße']",residential,30,False,True,233.88,,"LINESTRING (9.4062562 53.1151314, 9.4067319 53.1150826, 9.4072784 53.1150674, 9.4082469 53.1150967, 9.4082674 53.1150206, 9.4084869 53.114205)",,,
29268000,Nödenstraße,residential,30,False,False,47.94,,"LINESTRING (9.4013456 53.1125832, 9.4014663 53.1121582)",,,
"[29268000, 476365864]","['Nödenstraße', 'Ringstraße']",residential,30,False,True,250.077,,"LINESTRING (9.4013456 53.1125832, 9.4012329 53.1130423, 9.4012284 53.1130886, 9.4012185 53.1132179, 9.4011653 53.1138101, 9.4011855 53.1140876, 9.4022729 53.1144327)",,,
29453483,Hemphöfen,residential,30,False,False,95.21799999999999,,"LINESTRING (9.4013456 53.1125832, 9.4016496 53.1126136, 9.4027528 53.112724)",,,
"[26367672, 37561628]",Wallbergstraße,"['residential', 'living_street']",30,False,False,90.858,,"LINESTRING (9.4056778 53.1130293, 9.405588 53.1136466, 9.4055682 53.1138437)",,,
"[26367672, 478368219]",Wallbergstraße,residential,30,False,True,115.121,,"LINESTRING (9.4056778 53.1130293, 9.4057761 53.1123725, 9.4058033 53.1122272, 9.405834 53.1120637, 9.4058461 53.111999)",2,,
29453487,Hemphöfen,residential,30,False,False,206.696,,"LINESTRING (9.4056778 53.1130293, 9.406873 53.1131232, 9.408127 53.1132591, 9.4087344 53.1133249)",,,
29453394,Nordstraße,residential,30,False,True,55.539,,"LINESTRING (9.4087344 53.1133249, 9.408873 53.1128324)",,,
29453394,Nordstraße,residential,30,False,False,99.248,,"LINESTRING (9.4087344 53.1133249, 9.4085782 53.1138881, 9.4084869 53.114205)",,,
29453487,Hemphöfen,residential,30,False,True,206.696,,"LINESTRING (9.4087344 53.1133249, 9.408127 53.1132591, 9.406873 53.1131232, 9.4056778 53.1130293)",,,
29453488,Schillerstraße,living_street,7,False,True,86.728,,"LINESTRING (9.4022729 53.1144327, 9.4023313 53.1143272, 9.4025164 53.1136677)",,,
"[476365864, 29268000]","['Nödenstraße', 'Ringstraße']",residential,30,False,False,250.077,,"LINESTRING (9.4022729 53.1144327, 9.4011855 53.1140876, 9.4011653 53.1138101, 9.4012185 53.1132179, 9.4012284 53.1130886, 9.4012329 53.1130423, 9.4013456 53.1125832)",,,
476365864,Ringstraße,residential,30,False,True,204.402,,"LINESTRING (9.4022729 53.1144327, 9.4037331 53.1147839, 9.4051401 53.1150774)",,,
"[478368218, 29454043]",Wallbergstraße,residential,50,False,False,55.285999999999994,,"LINESTRING (9.4059324 53.1115045, 9.4058911 53.1117437, 9.4058588 53.1119314, 9.4058461 53.111999)","['2', '3']",,
"[28219741, 26367671]","['Wallbergstraße', 'Große Straße']",residential,20,True,False,153.301,,"LINESTRING (9.4071724 53.1110517, 9.4060527 53.1108357, 9.4059324 53.1115045)",,,5
29428479,Am Neuen Markt,residential,20,True,False,151.05100000000002,,"LINESTRING (9.4071724 53.1110517, 9.40757 53.1110017, 9.4091807 53.1111146, 9.4092279 53.1111154, 9.4093753 53.1111374, 9.4094098 53.1111437)",,,
29267998,Am Kirchhof,residential,20,True,False,50.513,,"LINESTRING (9.4055101 53.1094495, 9.4062567 53.1095237)",,,
"[29455490, 29455493]","['Cohngasse', 'Turmstraße']",residential,20,True,False,203.752,,"LINESTRING (9.4055101 53.1094495, 9.4054726 53.1099013, 9.4053143 53.110243, 9.4050615 53.1101942, 9.4049167 53.1101735, 9.4051018 53.1098889, 9.4048688 53.1098075, 9.4044229 53.1096526)",,,
29464217,Goethestraße,residential,20,True,False,126.169,,"LINESTRING (9.401939 53.1088425, 9.4037339 53.1091982)",,,
"[28210785, 29456657, 29456659, 71514356, 121863891]","['Goethestraße', 'Am Pferdemarkt']",residential,20,False,"[False, True]",174.268,yes,"LINESTRING (9.401939 53.1088425, 9.4019039 53.1088356, 9.4017429 53.1088042, 9.4016742 53.1087908, 9.4011236 53.1086833, 9.4008503 53.1086273, 9.4004145 53.108538, 9.4000376 53.1084621, 9.3998323 53.1084129, 9.3994743 53.1083272)",,,
25118736,Mittelweg,residential,50,False,True,145.93,,"LINESTRING (9.4110239 53.1149779, 9.4109191 53.114788, 9.4106014 53.1142289, 9.4102591 53.1138001, 9.4102239 53.1137591)",,,
29464217,Goethestraße,residential,20,True,False,66.819,,"LINESTRING (9.4037339 53.1091982, 9.4044371 53.109344, 9.4046895 53.1093733)",,,
31512196,Steinbeißergasse,residential,20,False,False,140.483,,"LINESTRING (9.4037339 53.1091982, 9.4035462 53.1095139, 9.4033554 53.1095095, 9.4032034 53.1097702, 9.4028519 53.1096884, 9.4023568 53.1095966)",,,
31512196,Steinbeißergasse,residential,20,False,True,140.483,,"LINESTRING (9.4023568 53.1095966, 9.4028519 53.1096884, 9.4032034 53.1097702, 9.4033554 53.1095095, 9.4035462 53.1095139, 9.4037339 53.1091982)",,,
29453488,Schillerstraße,living_street,7,False,False,86.728,,"LINESTRING (9.4025164 53.1136677, 9.4023313 53.1143272, 9.4022729 53.1144327)",,,
29453488,Schillerstraße,living_street,7,False,True,106.11600000000001,,"LINESTRING (9.4025164 53.1136677, 9.4026692 53.1130458, 9.4026998 53.1129214, 9.4027528 53.112724)",,,
37561627,Kantstraße,living_street,7,False,False,204.667,,"LINESTRING (9.4025164 53.1136677, 9.404322 53.1137907, 9.4055682 53.1138437)",,,
37561628,Wallbergstraße,living_street,,False,False,11.559,,"LINESTRING (9.4055682 53.1138437, 9.4055474 53.1139469)",,,
37561627,Kantstraße,living_street,7,False,True,204.667,,"LINESTRING (9.4055682 53.1138437, 9.404322 53.1137907, 9.4025164 53.1136677)",,,
"[26367672, 37561628]",Wallbergstraße,"['living_street', 'residential']",30,False,True,90.858,,"LINESTRING (9.4055682 53.1138437, 9.405588 53.1136466, 9.4056778 53.1130293)",,,
232420742,Humboldtstraße,living_street,7,False,True,134.199,,"LINESTRING (9.407542 53.1140994, 9.4055474 53.1139469)",,,
37561629,Heckenweg,living_street,7,False,False,166.86599999999999,,"LINESTRING (9.407542 53.1140994, 9.407481 53.1143718, 9.4073262 53.1144217, 9.405473 53.1142879)",,,
"[38232179, 49990260]",Humboldtstraße,"['living_street', 'residential']","['7', '30']",False,True,64.171,,"LINESTRING (9.407542 53.1140994, 9.4076697 53.1141083, 9.4084869 53.114205)",,,
37561628,Wallbergstraße,living_street,,False,True,38.241,,"LINESTRING (9.405473 53.1142879, 9.4055474 53.1139469)",,,
37561628,Wallbergstraße,living_street,,False,False,90.712,,"LINESTRING (9.405473 53.1142879, 9.4053925 53.1145719, 9.4051401 53.1150774)",,,
37561629,Heckenweg,living_street,7,False,True,166.866,,"LINESTRING (9.405473 53.1142879, 9.4073262 53.1144217, 9.407481 53.1143718, 9.407542 53.1140994)",,,
"[29453394, 28219742]","['Nordstraße', 'Ringstraße']",residential,30,False,False,233.88000000000002,,"LINESTRING (9.4084869 53.114205, 9.4082674 53.1150206, 9.4082469 53.1150967, 9.4072784 53.1150674, 9.4067319 53.1150826, 9.4062562 53.1151314)",,,
29453394,Nordstraße,residential,30,False,True,99.248,,"LINESTRING (9.4084869 53.114205, 9.4085782 53.1138881, 9.4087344 53.1133249)",,,
"[38232179, 49990260]",Humboldtstraße,"['residential', 'living_street']","['7', '30']",False,False,64.171,,"LINESTRING (9.4084869 53.114205, 9.4076697 53.1141083, 9.407542 53.1140994)",,,
29453483,Hemphöfen,residential,30,False,True,5.792,,"LINESTRING (9.4028385 53.1127322, 9.4027528 53.112724)",,,
29453485,Hemphöfen,residential,30,True,False,192.364,,"LINESTRING (9.4028385 53.1127322, 9.4056778 53.1130293)",,,
52614496,Bürgermeister-Wattenberg-Straße,living_street,7,False,False,88.834,,"LINESTRING (9.4114472 53.1134443, 9.4102239 53.1137591)",,,
52614496,Bürgermeister-Wattenberg-Straße,living_street,7,False,True,88.834,,"LINESTRING (9.4102239 53.1137591, 9.4114472 53.1134443)",,,
25118736,Mittelweg,residential,50,False,False,145.93,,"LINESTRING (9.4102239 53.1137591, 9.4102591 53.1138001, 9.4106014 53.1142289, 9.4109191 53.114788, 9.4110239 53.1149779)",,,
25118736,Mittelweg,residential,50,False,True,123.22800000000001,,"LINESTRING (9.4102239 53.1137591, 9.4100515 53.113563, 9.4098996 53.1133901, 9.4096723 53.1131315, 9.4093625 53.1127789)",,,
28210788,Kirchstraße,residential,20,False,False,35.794,,"LINESTRING (9.4046895 53.1093733, 9.4044229 53.1096526)",,,
621759682,Am Kirchhof,residential,20,True,False,17.931,,"LINESTRING (9.4046895 53.1093733, 9.4049564 53.1093916)",,,
29267998,Am Kirchhof,residential,20,True,False,37.516,,"LINESTRING (9.4049564 53.1093916, 9.4052525 53.1094226, 9.4055101 53.1094495)",,,
25118736,Mittelweg,residential,50,False,False,51.21,,"LINESTRING (9.4089997 53.1123731, 9.4093625 53.1127789)",,,
478162574,Mittelweg,residential,50,True,False,31.655,,"LINESTRING (9.4089997 53.1123731, 9.4088775 53.1123209, 9.4087425 53.1122847, 9.4085724 53.1122566)",1,,
37561628,Wallbergstraße,living_street,,False,False,38.241,,"LINESTRING (9.4055474 53.1139469, 9.405473 53.1142879)",,,
37561628,Wallbergstraße,living_street,,False,True,11.559,,"LINESTRING (9.4055474 53.1139469, 9.4055682 53.1138437)",,,
232420742,Humboldtstraße,living_street,7,False,False,134.199,,"LINESTRING (9.4055474 53.1139469, 9.407542 53.1140994)",,,
171564327,Nordstraße,residential,30,False,True,23.705,,"LINESTRING (9.4089248 53.1126215, 9.408873 53.1128324)",,,
29453483,Hemphöfen,residential,30,False,False,5.792,,"LINESTRING (9.4027528 53.112724, 9.4028385 53.1127322)",,,
29453483,Hemphöfen,residential,30,False,True,95.21799999999999,,"LINESTRING (9.4027528 53.112724, 9.4016496 53.1126136, 9.4013456 53.1125832)",,,
29453488,Schillerstraße,living_street,7,False,False,106.11600000000001,,"LINESTRING (9.4027528 53.112724, 9.4026998 53.1129214, 9.4026692 53.1130458, 9.4025164 53.1136677)",,,
