osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes
"[122296553, 97719756, 122296009]",,Ansbacher Straße,tertiary,50,False,False,193.929,"LINESTRING (10.7876982 49.3367271, 10.7876556 49.3366485, 10.7876337 49.336608, 10.787588 49.3365235, 10.7874806 49.3363431, 10.7874622 49.336317, 10.7873505 49.3361592, 10.7873184 49.3361131, 10.7872043 49.335949, 10.7871286 49.335829, 10.7869683 49.3356086, 10.786938 49.3355673, 10.7867259 49.3353551, 10.7865023 49.3351788)",,
"[43020403, 165065165, 165065167]",,Hauptstraße,residential,30,False,False,74.9,"LINESTRING (10.788322 49.3367853, 10.7883287 49.3368354, 10.7883616 49.3368856, 10.7886876 49.3370864, 10.7887632 49.337133, 10.7890019 49.337272)",building_passage,
"[42790120, 48229870]",AN 17,Neuendettelsauer Straße,tertiary,50,False,True,46.495999999999995,"LINESTRING (10.788322 49.3367853, 10.7882318 49.3367711, 10.7881574 49.3367399, 10.7879987 49.336727, 10.7876982 49.3367271)",,
121834861,AN 17,Neuendettelsauer Straße,tertiary,50,False,False,97.43,"LINESTRING (10.788322 49.3367853, 10.7884126 49.336785, 10.7884927 49.3367599, 10.7885697 49.336722, 10.7892668 49.336484, 10.7893821 49.3364425, 10.789513 49.3363948)",,
120827294,,Turmstraße,residential,30,False,False,26.375,"LINESTRING (10.7890019 49.337272, 10.7886778 49.33738)",,
"[1014073953, 165065166, 165065167]",,Hauptstraße,residential,30,False,False,52.524,"LINESTRING (10.7890019 49.337272, 10.789035 49.3372916, 10.7890678 49.3373276, 10.7891549 49.3374116, 10.7893335 49.3375829, 10.7893871 49.337617, 10.7894436 49.3376412)",,
"[43020403, 165065165, 165065167]",,Hauptstraße,residential,30,False,True,74.89999999999999,"LINESTRING (10.7890019 49.337272, 10.7887632 49.337133, 10.7886876 49.3370864, 10.7883616 49.3368856, 10.7883287 49.3368354, 10.788322 49.3367853)",building_passage,
122897108,,Lindenplatz,residential,30,False,False,16.052,"LINESTRING (10.7894436 49.3376412, 10.7892959 49.3377488)",,
"[43020240, 43020402, 121874517]",,Hauptstraße,residential,30,False,False,70.54899999999999,"LINESTRING (10.7894436 49.3376412, 10.7895739 49.3376807, 10.790083 49.337792, 10.7903613 49.3378517)",,
"[1014073953, 165065166, 165065167]",,Hauptstraße,residential,30,False,True,52.524,"LINESTRING (10.7894436 49.3376412, 10.7893871 49.337617, 10.7893335 49.3375829, 10.7891549 49.3374116, 10.7890678 49.3373276, 10.789035 49.3372916, 10.7890019 49.337272)",,
"[43020240, 43020402, 121874517]",,Hauptstraße,residential,30,False,True,70.54899999999999,"LINESTRING (10.7903613 49.3378517, 10.790083 49.337792, 10.7895739 49.3376807, 10.7894436 49.3376412)",,
120828048,,Pfarrgasse,residential,30,False,False,166.12400000000002,"LINESTRING (10.7903613 49.3378517, 10.7906161 49.3376873, 10.7907128 49.3376285, 10.7910995 49.3373844, 10.7913856 49.3372505, 10.7917334 49.3371664, 10.7918931 49.3371482, 10.7921495 49.3372085, 10.7922406 49.3372433)",,
"[445467715, 481269676, 122293997, 121875001, 121875002, 445514524]",,"['Mühlgasse', 'Abteigasse', 'Münsterplatz']",residential,30,False,"[False, True]",397.2540000000001,"LINESTRING (10.7903613 49.3378517, 10.7904979 49.3378336, 10.790617 49.337798, 10.7910066 49.3376889, 10.7913514 49.3376052, 10.7915429 49.3375916, 10.7918234 49.3375827, 10.792047 49.3375882, 10.7921051 49.337609, 10.7923081 49.3377505, 10.7923676 49.3378138, 10.7923734 49.3378661, 10.7923747 49.3379089, 10.7922907 49.3380572, 10.7922898 49.3382526, 10.7922992 49.3383626, 10.7923214 49.3383829, 10.7923591 49.3383877, 10.7925128 49.3383876, 10.7926357 49.3384252, 10.7928529 49.3384262, 10.7930668 49.3384027, 10.7932804 49.3383398, 10.7931919 49.3381802, 10.7931521 49.3381214, 10.7929603 49.3380774, 10.7929248 49.3380302, 10.7928812 49.3378188, 10.7928662 49.3377531, 10.7927976 49.3375756)",,
"[122896768, 122896769, 122293275]",,"['Hauptstraße', 'Marktplatz']",residential,30,False,False,87.85499999999999,"LINESTRING (10.7903613 49.3378517, 10.7904704 49.337927, 10.7905287 49.3379847, 10.7905686 49.3380263, 10.7905906 49.3380493, 10.7906577 49.3381502, 10.790686 49.338216, 10.7907126 49.3382956, 10.7907286 49.338372, 10.7907401 49.3384289, 10.7907464 49.3384855, 10.7907483 49.3385029, 10.7907569 49.3385755)",,
"[122896768, 122896769, 122293275]",,"['Hauptstraße', 'Marktplatz']",residential,30,False,True,87.855,"LINESTRING (10.7907569 49.3385755, 10.7907483 49.3385029, 10.7907464 49.3384855, 10.7907401 49.3384289, 10.7907286 49.338372, 10.7907126 49.3382956, 10.790686 49.338216, 10.7906577 49.3381502, 10.7905906 49.3380493, 10.7905686 49.3380263, 10.7905287 49.3379847, 10.7904704 49.337927, 10.7903613 49.3378517)",,
"[122896770, 122896557]",,Abteigasse,residential,30,False,False,97.79799999999999,"LINESTRING (10.7907569 49.3385755, 10.7908041 49.3385696, 10.7910705 49.3385616, 10.791117 49.3385583, 10.7911589 49.3385574, 10.7913715 49.3385499, 10.7915614 49.3385618, 10.7916433 49.3385577, 10.7918074 49.3385261, 10.7920801 49.3384629)",,
"[122896771, 122896767]",,Marktplatz,residential,30,False,False,90.803,"LINESTRING (10.7907569 49.3385755, 10.7905878 49.3387811, 10.7904528 49.3389025, 10.7903871 49.3390219, 10.7903226 49.3392946, 10.7903177 49.3393251)",,
122162959,,Alte Poststraße,residential,20,False,False,143.628,"LINESTRING (10.7903177 49.3393251, 10.7897113 49.339336, 10.7894697 49.3393314, 10.7894361 49.3393323, 10.7892647 49.339347, 10.7891083 49.3393695, 10.789038 49.3393859, 10.7887845 49.3394366, 10.7885261 49.3394714, 10.7883648 49.3394896)",,
122210154,,Am Postberg,residential,30,False,False,199.325,"LINESTRING (10.7903177 49.3393251, 10.7903664 49.3394878, 10.7904205 49.3396482, 10.7905042 49.3398245, 10.7905977 49.3399849, 10.7907158 49.3401484, 10.7908635 49.3402895, 10.791016 49.3404049, 10.7910684 49.3404398, 10.7912276 49.340546, 10.7916578 49.3408389)",,
"[122896771, 122896767]",,Marktplatz,residential,30,False,True,90.80300000000001,"LINESTRING (10.7903177 49.3393251, 10.7903226 49.3392946, 10.7903871 49.3390219, 10.7904528 49.3389025, 10.7905878 49.3387811, 10.7907569 49.3385755)",,
38962369,,Fürther Straße,residential,,False,True,8.143,"LINESTRING (10.7916578 49.3408389, 10.7917065 49.3409049)",,
122140968,,Nürnberger Straße,tertiary,50,False,False,253.862,"LINESTRING (10.7916578 49.3408389, 10.7918378 49.3407798, 10.7920755 49.3407432, 10.7922255 49.3407187, 10.79313 49.3406408, 10.7934922 49.3406393, 10.7937131 49.3406356, 10.7938627 49.3406465, 10.7941963 49.3406707, 10.7946187 49.3407335, 10.7950917 49.340813)",,
122161799,,Badstraße,tertiary,50,False,False,225.25299999999996,"LINESTRING (10.7916578 49.3408389, 10.7914038 49.3409137, 10.7913373 49.3409327, 10.7912333 49.3409625, 10.7911615 49.3409785, 10.7910752 49.3409977, 10.7908964 49.341014, 10.7907536 49.3410092, 10.7905831 49.3409888, 10.7904415 49.3409535, 10.7903552 49.340924, 10.7899741 49.3407983, 10.7898061 49.3407429, 10.7895358 49.3406648, 10.7892477 49.3406032, 10.7889928 49.3405638, 10.7887449 49.3405255)",,
122210154,,Am Postberg,residential,30,False,True,199.32500000000002,"LINESTRING (10.7916578 49.3408389, 10.7912276 49.340546, 10.7910684 49.3404398, 10.791016 49.3404049, 10.7908635 49.3402895, 10.7907158 49.3401484, 10.7905977 49.3399849, 10.7905042 49.3398245, 10.7904205 49.3396482, 10.7903664 49.3394878, 10.7903177 49.3393251)",,
122141499,,Bahnhofsteig,living_street,30,False,True,158.664,"LINESTRING (10.7887926 49.3422463, 10.7894028 49.3420547, 10.7894706 49.3420045, 10.7894978 49.3419485, 10.7894797 49.3418807, 10.7893077 49.341692, 10.7892444 49.3416389, 10.7891584 49.341636, 10.7890523 49.3416686, 10.7888614 49.3417285, 10.7885025 49.3417307)",,
122160949,,Bahnhofsteig,living_street,30,False,True,61.6,"LINESTRING (10.7887926 49.3422463, 10.7885323 49.3418772, 10.7885025 49.3417307)",,
97719743,,Eiskellerweg,living_street,,True,False,126.756,"LINESTRING (10.7886005 49.3409423, 10.7876065 49.3418804)",,
122160949,,Bahnhofsteig,living_street,30,False,True,23.264,"LINESTRING (10.7886005 49.3409423, 10.7886378 49.3407345)",,
122160949,,Bahnhofsteig,living_street,30,False,False,88.011,"LINESTRING (10.7886005 49.3409423, 10.7885614 49.3411993, 10.7885141 49.3414732, 10.7885025 49.3417307)",,
122160949,,Bahnhofsteig,living_street,30,False,False,23.264,"LINESTRING (10.7886378 49.3407345, 10.7886005 49.3409423)",,
97719740,,Betzendorfer Straße,residential,30,False,True,225.92,"LINESTRING (10.7886378 49.3407345, 10.7865615 49.3417502, 10.786159 49.3419667)",,
122161409,,Betzendorfer Straße,residential,30,False,True,25.402,"LINESTRING (10.7886378 49.3407345, 10.7886699 49.3407072, 10.7887092 49.3406705, 10.7887407 49.3406195, 10.7887484 49.3405741, 10.7887449 49.3405255)",,
122160950,,Weiherstraße,residential,20,False,False,119.00900000000001,"LINESTRING (10.7887449 49.3405255, 10.7887064 49.3402941, 10.7886464 49.3400722, 10.7885898 49.3399031, 10.7885749 49.3398586, 10.7883648 49.3394896)",,
122161409,,Betzendorfer Straße,residential,30,False,False,25.402,"LINESTRING (10.7887449 49.3405255, 10.7887484 49.3405741, 10.7887407 49.3406195, 10.7887092 49.3406705, 10.7886699 49.3407072, 10.7886378 49.3407345)",,
122161799,,Badstraße,tertiary,50,False,True,225.25300000000001,"LINESTRING (10.7887449 49.3405255, 10.7889928 49.3405638, 10.7892477 49.3406032, 10.7895358 49.3406648, 10.7898061 49.3407429, 10.7899741 49.3407983, 10.7903552 49.340924, 10.7904415 49.3409535, 10.7905831 49.3409888, 10.7907536 49.3410092, 10.7908964 49.341014, 10.7910752 49.3409977, 10.7911615 49.3409785, 10.7912333 49.3409625, 10.7913373 49.3409327, 10.7914038 49.3409137, 10.7916578 49.3408389)",,
147465338,,Badstraße,tertiary,50,False,False,60.866,"LINESTRING (10.7887449 49.3405255, 10.7886611 49.3405114, 10.7883994 49.3404672, 10.7879317 49.3403881)",,
122160950,,Weiherstraße,residential,20,False,True,119.009,"LINESTRING (10.7883648 49.3394896, 10.7885749 49.3398586, 10.7885898 49.3399031, 10.7886464 49.3400722, 10.7887064 49.3402941, 10.7887449 49.3405255)",,
"[122162956, 122162959]",,Alte Poststraße,residential,20,False,False,113.415,"LINESTRING (10.7883648 49.3394896, 10.7880946 49.3394672, 10.7878504 49.3394416, 10.7875075 49.339414, 10.7868076 49.3394016)",,
122162959,,Alte Poststraße,residential,20,False,True,143.62800000000001,"LINESTRING (10.7883648 49.3394896, 10.7885261 49.3394714, 10.7887845 49.3394366, 10.789038 49.3393859, 10.7891083 49.3393695, 10.7892647 49.339347, 10.7894361 49.3393323, 10.7894697 49.3393314, 10.7897113 49.339336, 10.7903177 49.3393251)",,
97719705,,Ringstraße,residential,30,False,True,146.731,"LINESTRING (10.7879317 49.3403881, 10.7874707 49.3407571, 10.7868919 49.3409443, 10.7862435 49.3409287)",,
147465338,,Badstraße,tertiary,50,False,False,145.999,"LINESTRING (10.7879317 49.3403881, 10.7877774 49.3403555, 10.7875945 49.340304, 10.7874364 49.3402363, 10.7872867 49.3401469, 10.7871204 49.3400114, 10.7870039 49.3398841, 10.7869124 49.3397188, 10.7868076 49.3394016)",,
147465338,,Badstraße,tertiary,50,False,True,60.866,"LINESTRING (10.7879317 49.3403881, 10.7883994 49.3404672, 10.7886611 49.3405114, 10.7887449 49.3405255)",,
"[122162956, 122162959]",,Alte Poststraße,residential,20,False,True,113.41499999999999,"LINESTRING (10.7868076 49.3394016, 10.7875075 49.339414, 10.7878504 49.3394416, 10.7880946 49.3394672, 10.7883648 49.3394896)",,
122296011,AN 17,Badstraße,tertiary,30,False,False,47.23,"LINESTRING (10.7868076 49.3394016, 10.7867911 49.3392162, 10.7867809 49.3391156, 10.7867781 49.339078, 10.7867724 49.3389775)",,
147465338,,Badstraße,tertiary,50,False,True,145.99900000000002,"LINESTRING (10.7868076 49.3394016, 10.7869124 49.3397188, 10.7870039 49.3398841, 10.7871204 49.3400114, 10.7872867 49.3401469, 10.7874364 49.3402363, 10.7875945 49.340304, 10.7877774 49.3403555, 10.7879317 49.3403881)",,
914442591,AN 17,Ketteldorfer Straße,tertiary,50,False,False,50.141999999999996,"LINESTRING (10.7868076 49.3394016, 10.7864427 49.3394269, 10.7861241 49.3394691)",,
96980162,,Dahlienstraße,residential,30,False,False,85.736,"LINESTRING (10.7950917 49.340813, 10.7951667 49.3404482, 10.7952502 49.3400489)",,
122140968,,Nürnberger Straße,tertiary,50,False,True,253.86200000000002,"LINESTRING (10.7950917 49.340813, 10.7946187 49.3407335, 10.7941963 49.3406707, 10.7938627 49.3406465, 10.7937131 49.3406356, 10.7934922 49.3406393, 10.79313 49.3406408, 10.7922255 49.3407187, 10.7920755 49.3407432, 10.7918378 49.3407798, 10.7916578 49.3408389)",,
120826803,,Wiesenstraße,residential,,False,True,59.579,"LINESTRING (10.7876566 49.3384907, 10.7868674 49.3386412)",,
97719765,,Schützenstraße,residential,,False,False,158.53,"LINESTRING (10.7872366 49.3379411, 10.7867302 49.3378708, 10.7858453 49.3377932, 10.7857449 49.3377821, 10.7859589 49.3373646)",,
122296011,AN 17,Badstraße,tertiary,30,False,False,141.142,"LINESTRING (10.7872366 49.3379411, 10.7873442 49.3377445, 10.7874483 49.3375477, 10.7875618 49.3373553, 10.7876507 49.3372182, 10.7877063 49.3370594, 10.7877229 49.3369336, 10.787729 49.3368456, 10.7877146 49.3367797, 10.7876982 49.3367271)",,
122296011,AN 17,Badstraße,tertiary,30,False,True,82.322,"LINESTRING (10.7872366 49.3379411, 10.7871208 49.3381659, 10.7869901 49.3384003, 10.7868674 49.3386412)",,
120826803,,Wiesenstraße,residential,,False,False,59.579,"LINESTRING (10.7868674 49.3386412, 10.7876566 49.3384907)",,
122296011,AN 17,Badstraße,tertiary,30,False,False,82.322,"LINESTRING (10.7868674 49.3386412, 10.7869901 49.3384003, 10.7871208 49.3381659, 10.7872366 49.3379411)",,
122296011,AN 17,Badstraße,tertiary,30,False,True,38.114,"LINESTRING (10.7868674 49.3386412, 10.7868394 49.3387124, 10.7867963 49.3388334, 10.7867837 49.3388845, 10.7867724 49.3389775)",,
"[220735986, 911587427, 121991062]",,Am Philosophenweg,residential,20,False,False,293.132,"LINESTRING (10.7867724 49.3389775, 10.7864249 49.3389829, 10.7862135 49.3388773, 10.7861247 49.338857, 10.7856206 49.3389067, 10.7854319 49.3389252, 10.7854191 49.3389264, 10.7852813 49.3389399, 10.7851092 49.3389567, 10.7848523 49.3389735, 10.7845784 49.338985, 10.7840541 49.3390018, 10.7835422 49.3389867, 10.7828115 49.3389074)",,
122296011,AN 17,Badstraße,tertiary,30,False,False,38.114000000000004,"LINESTRING (10.7867724 49.3389775, 10.7867837 49.3388845, 10.7867963 49.3388334, 10.7868394 49.3387124, 10.7868674 49.3386412)",,
122296011,AN 17,Badstraße,tertiary,30,False,True,47.23,"LINESTRING (10.7867724 49.3389775, 10.7867781 49.339078, 10.7867809 49.3391156, 10.7867911 49.3392162, 10.7868076 49.3394016)",,
38962369,,Fürther Straße,residential,,False,False,8.143,"LINESTRING (10.7917065 49.3409049, 10.7916578 49.3408389)",,
122273839,,Bahnhofstraße,residential,30,False,False,39.274,"LINESTRING (10.7917065 49.3409049, 10.7915849 49.3409431, 10.791321 49.3410438, 10.791252 49.3410921)",,
97719694,,Altendettelsauer Straße,residential,30,True,False,15.831,"LINESTRING (10.7866602 49.3350804, 10.7865023 49.3351788)",,
97719728,,Altendettelsauer Straße,residential,30,False,False,15.363,"LINESTRING (10.7866602 49.3350804, 10.7865584 49.3349592)",,
906441627,AN 17,Neuendettelsauer Straße,tertiary,50,False,True,93.29899999999999,"LINESTRING (10.7923806 49.333482, 10.7923104 49.3337375, 10.7922005 49.3340241, 10.7920462 49.3342898)",,
97719708,,Sportplatzstraße,residential,30,False,True,44.428,"LINESTRING (10.7851968 49.3334373, 10.7849599 49.3334714, 10.7845988 49.3334173)",,
97719728,,Altendettelsauer Straße,residential,30,False,True,195.982,"LINESTRING (10.7851968 49.3334373, 10.7855354 49.3337714, 10.785731 49.3339913, 10.7864796 49.3348654, 10.7865584 49.3349592)",,
97719720,,Hohlweg,residential,30,False,False,14.456,"LINESTRING (10.7861241 49.3394691, 10.7861161 49.339599)",,
122271526,AN 17,Ketteldorfer Straße,tertiary,50,False,False,324.545,"LINESTRING (10.7861241 49.3394691, 10.7855102 49.3396196, 10.7843304 49.339901, 10.7832924 49.3401489, 10.7822028 49.3404051, 10.7819148 49.3404671)",,
914442591,AN 17,Ketteldorfer Straße,tertiary,50,False,True,50.141999999999996,"LINESTRING (10.7861241 49.3394691, 10.7864427 49.3394269, 10.7868076 49.3394016)",,
42789733,,Pfarrgasse,residential,30,False,True,47.077,"LINESTRING (10.7935462 49.3374393, 10.7934927 49.3374275, 10.7933486 49.3373034, 10.7929957 49.3373249)",,
"[122896770, 122896557]",,Abteigasse,residential,30,False,True,97.798,"LINESTRING (10.7920801 49.3384629, 10.7918074 49.3385261, 10.7916433 49.3385577, 10.7915614 49.3385618, 10.7913715 49.3385499, 10.7911589 49.3385574, 10.791117 49.3385583, 10.7910705 49.3385616, 10.7908041 49.3385696, 10.7907569 49.3385755)",,
42789733,,Pfarrgasse,residential,30,False,False,47.077,"LINESTRING (10.7929957 49.3373249, 10.7933486 49.3373034, 10.7934927 49.3374275, 10.7935462 49.3374393)",,
120828048,,Pfarrgasse,residential,30,False,True,55.760999999999996,"LINESTRING (10.7929957 49.3373249, 10.7928478 49.3373214, 10.7927055 49.337316, 10.7924803 49.3372863, 10.7923705 49.3372727, 10.7922406 49.3372433)",,
121875001,,Mühlgasse,residential,30,False,False,34.273,"LINESTRING (10.7929957 49.3373249, 10.792991 49.3373992, 10.7929749 49.3374783, 10.7929069 49.3375354, 10.7927976 49.3375756)",,
42789870,,Mühlgasse,residential,,False,False,56.575,"LINESTRING (10.7927976 49.3375756, 10.7925512 49.3374975, 10.7923984 49.3374185, 10.7923758 49.3373934, 10.7922406 49.3372433)",,
"[445467715, 481269676, 122293997, 121875001, 121875002, 445514524]",,"['Mühlgasse', 'Abteigasse', 'Münsterplatz']",residential,30,False,"[False, True]",397.254,"LINESTRING (10.7927976 49.3375756, 10.7928662 49.3377531, 10.7928812 49.3378188, 10.7929248 49.3380302, 10.7929603 49.3380774, 10.7931521 49.3381214, 10.7931919 49.3381802, 10.7932804 49.3383398, 10.7930668 49.3384027, 10.7928529 49.3384262, 10.7926357 49.3384252, 10.7925128 49.3383876, 10.7923591 49.3383877, 10.7923214 49.3383829, 10.7922992 49.3383626, 10.7922898 49.3382526, 10.7922907 49.3380572, 10.7923747 49.3379089, 10.7923734 49.3378661, 10.7923676 49.3378138, 10.7923081 49.3377505, 10.7921051 49.337609, 10.792047 49.3375882, 10.7918234 49.3375827, 10.7915429 49.3375916, 10.7913514 49.3376052, 10.7910066 49.3376889, 10.790617 49.337798, 10.7904979 49.3378336, 10.7903613 49.3378517)",,
121875001,,Mühlgasse,residential,30,False,True,34.272999999999996,"LINESTRING (10.7927976 49.3375756, 10.7929069 49.3375354, 10.7929749 49.3374783, 10.792991 49.3373992, 10.7929957 49.3373249)",,
97719755,,Sudetendeutsche Straße,residential,30,False,True,171.611,"LINESTRING (10.7819148 49.3404671, 10.7820174 49.3406669, 10.782542 49.3405901, 10.7831348 49.3405313, 10.7840427 49.3405217)",,
122271526,AN 17,Ketteldorfer Straße,tertiary,50,False,True,324.545,"LINESTRING (10.7819148 49.3404671, 10.7822028 49.3404051, 10.7832924 49.3401489, 10.7843304 49.339901, 10.7855102 49.3396196, 10.7861241 49.3394691)",,
122897108,,Lindenplatz,residential,30,False,True,16.052,"LINESTRING (10.7892959 49.3377488, 10.7894436 49.3376412)",,
120831836,,Spitalgasse,residential,30,False,False,73.485,"LINESTRING (10.7892959 49.3377488, 10.7894379 49.3379608, 10.7895597 49.3380657, 10.7896867 49.3382118, 10.7896792 49.3383418)",,
"[122897149, 122897108, 122897445]",,Lindenplatz,residential,30,False,False,32.5,"LINESTRING (10.7892959 49.3377488, 10.7891359 49.3377895, 10.7890383 49.3378368, 10.7889607 49.3378814, 10.7889221 49.3379038)",,
122141499,,Bahnhofsteig,living_street,30,False,False,158.664,"LINESTRING (10.7885025 49.3417307, 10.7888614 49.3417285, 10.7890523 49.3416686, 10.7891584 49.341636, 10.7892444 49.3416389, 10.7893077 49.341692, 10.7894797 49.3418807, 10.7894978 49.3419485, 10.7894706 49.3420045, 10.7894028 49.3420547, 10.7887926 49.3422463)",,
122160949,,Bahnhofsteig,living_street,30,False,False,61.6,"LINESTRING (10.7885025 49.3417307, 10.7885323 49.3418772, 10.7887926 49.3422463)",,
122160949,,Bahnhofsteig,living_street,30,False,True,88.011,"LINESTRING (10.7885025 49.3417307, 10.7885141 49.3414732, 10.7885614 49.3411993, 10.7886005 49.3409423)",,
96980162,,Dahlienstraße,residential,30,False,True,85.736,"LINESTRING (10.7952502 49.3400489, 10.7951667 49.3404482, 10.7950917 49.340813)",,
97719745,,Flurstraße,residential,30,False,False,47.049,"LINESTRING (10.7826323 49.341298, 10.7831398 49.341034)",,
97719764,,Ringstraße,residential,30,False,False,247.759,"LINESTRING (10.7826323 49.341298, 10.7826074 49.3414661, 10.7826758 49.3416621, 10.782829 49.3418073, 10.7830657 49.3418991, 10.7833993 49.3419416, 10.7837102 49.3419352, 10.7839836 49.3418743, 10.7847681 49.3415556, 10.7851421 49.3414024)",,
97719727,,Birkenstraße,residential,30,False,False,66.013,"LINESTRING (10.7869821 49.3405083, 10.7864765 49.3404496, 10.786079 49.3404442)",,
97719717,,Hirschlachstraße,residential,,False,False,47.485,"LINESTRING (10.78531 49.3350768, 10.7850313 49.3354633)",,
"[97719717, 97719695]",,Hirschlachstraße,residential,,False,"[False, True]",246.28,"LINESTRING (10.78531 49.3350768, 10.7846743 49.3349318, 10.7839571 49.3348307, 10.7837903 49.3352884, 10.7850313 49.3354633)",,
97719717,,Hirschlachstraße,residential,,False,True,37.548,"LINESTRING (10.78531 49.3350768, 10.7855616 49.3347816)",,
97719765,,Schützenstraße,residential,,False,True,158.53,"LINESTRING (10.7859589 49.3373646, 10.7857449 49.3377821, 10.7858453 49.3377932, 10.7867302 49.3378708, 10.7872366 49.3379411)",,
97719721,,Jahnstraße,residential,30,False,False,148.611,"LINESTRING (10.7843259 49.3340753, 10.782362 49.3336901)",,
97719721,,Jahnstraße,residential,30,False,True,60.709,"LINESTRING (10.7843259 49.3340753, 10.7851362 49.3342141)",,
97719768,,Jahnstraße,residential,30,False,True,75.791,"LINESTRING (10.7843259 49.3340753, 10.7845988 49.3334173)",,
97719701,,Arndtstraße,residential,,False,True,79.663,"LINESTRING (10.7852226 49.3362741, 10.7863117 49.3363722)",,
97719701,,Arndtstraße,residential,,False,False,79.663,"LINESTRING (10.7863117 49.3363722, 10.7852226 49.3362741)",,
"[97719760, 97719741]",,"['Waldstraße', 'Arndtstraße']",residential,,False,"[False, True]",123.28999999999999,"LINESTRING (10.7863117 49.3363722, 10.7862521 49.3368104, 10.7860773 49.3367965, 10.7852361 49.3367154)",,
97719741,,Arndtstraße,residential,,False,True,157.199,"LINESTRING (10.7863117 49.3363722, 10.7862364 49.3359523, 10.7861719 49.3358275, 10.7860733 49.3357225, 10.785904 49.3356311, 10.7850313 49.3354633)",,
"[97719760, 97719741]",,"['Waldstraße', 'Arndtstraße']",residential,,False,"[False, True]",123.28999999999999,"LINESTRING (10.7852361 49.3367154, 10.7860773 49.3367965, 10.7862521 49.3368104, 10.7863117 49.3363722)",,
97719720,,Hohlweg,residential,30,False,True,14.456,"LINESTRING (10.7861161 49.339599, 10.7861241 49.3394691)",,
97719720,,Hohlweg,residential,30,False,False,94.12899999999999,"LINESTRING (10.7861161 49.339599, 10.7860778 49.3399406, 10.7860628 49.3401526, 10.786079 49.3404442)",,
97719745,,Flurstraße,residential,30,False,True,182.613,"LINESTRING (10.7861161 49.339599, 10.7854786 49.3398929, 10.7847822 49.340127, 10.7840427 49.3405217)",,
97719717,,Hirschlachstraße,residential,,False,True,47.485,"LINESTRING (10.7850313 49.3354633, 10.78531 49.3350768)",,
