osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,width,bridge,junction
19633861,,,Heinrich-Werner-Straße,residential,,,False,False,115.81099999999999,"LINESTRING (14.6516913 51.745519, 14.6516911 51.7455411, 14.6516828 51.7465605)",,,
166478954,2,,Kirchstraße,residential,50,,False,False,31.707,"LINESTRING (14.6516913 51.745519, 14.6517305 51.7455139, 14.6520348 51.7454739, 14.6520693 51.7454694, 14.6521425 51.7454621)",,,
166478954,2,,Kirchstraße,residential,50,,False,True,82.078,"LINESTRING (14.6516913 51.745519, 14.6510005 51.7455869, 14.6505218 51.7456592)",,,
115752602,,,Heinrich-Werner-Straße,residential,,,False,True,81.808,"LINESTRING (14.6516902 51.7472962, 14.6516887 51.7471469, 14.6516828 51.7465605)",,,
"[166478970, 166478972, 154488775]",2,,"['Parkstraße', 'Luisenbrücke']",residential,50,yes,False,True,205.605,"LINESTRING (14.6516902 51.7472962, 14.6504918 51.747291, 14.6504365 51.7472908, 14.6502187 51.747291, 14.6501637 51.7472906, 14.6498492 51.7472865, 14.6496047 51.7472858, 14.6487038 51.7472831)",5,yes,
154488766,2,,Blumenstraße,residential,,,False,False,28.142,"LINESTRING (14.6396176 51.7460113, 14.6400184 51.7459616)",,,
27244827,,,Magnusstraße,residential,,,False,True,207.575,"LINESTRING (14.6396176 51.7460113, 14.6391634 51.7475451, 14.6390797 51.7478481)",,,
141148853,,,Magnusstraße,residential,,,True,False,52.814,"LINESTRING (14.6396176 51.7460113, 14.6397102 51.7456567, 14.6398872 51.7456194)",,,
19633861,,,Heinrich-Werner-Straße,residential,,,False,True,115.81099999999999,"LINESTRING (14.6516828 51.7465605, 14.6516911 51.7455411, 14.6516913 51.745519)",,,
115752602,,,Heinrich-Werner-Straße,residential,,,False,False,81.808,"LINESTRING (14.6516828 51.7465605, 14.6516887 51.7471469, 14.6516902 51.7472962)",,,
34000779,2,,Promenade,residential,,yes,False,False,20.755,"LINESTRING (14.6484601 51.7461259, 14.648159 51.7461166)",,,
187999745,2,,Lindenplatz,residential,50,yes,False,False,29.419,"LINESTRING (14.6484601 51.7461259, 14.6483845 51.7458655)",,,
187999745,2,,Lindenplatz,residential,50,yes,False,True,14.021,"LINESTRING (14.6484601 51.7461259, 14.6485077 51.7462485)",,,
34000779,2,,Promenade,residential,,yes,False,True,155.00699999999998,"LINESTRING (14.6467179 51.7451367, 14.6470474 51.7455912, 14.6471295 51.7456561, 14.6473435 51.7458358, 14.6476039 51.7459788, 14.6478446 51.7460643, 14.6480889 51.7461144, 14.648159 51.7461166)",,,
"[34000780, 187998125]",2,,"['Beethovenstraße', 'Promenade']",residential,,yes,False,False,90.202,"LINESTRING (14.6467179 51.7451367, 14.6465345 51.7447951, 14.6472133 51.7446309)",,,
109935731,,,Gerberstraße,residential,30,yes,False,True,50.452999999999996,"LINESTRING (14.6467179 51.7451367, 14.6468544 51.7451126, 14.6474077 51.7449842)",,,
"[37695385, 189074455]",2,,"['Uferstraße', 'Friedrichplatz']",residential,30,yes,False,False,275.727,"LINESTRING (14.646311 51.7443281, 14.6463041 51.7442964, 14.6462591 51.7440893, 14.6462501 51.7440787, 14.6459104 51.7436813, 14.6459045 51.7436744, 14.6455276 51.7432821, 14.6455104 51.7432641, 14.6453196 51.7429089, 14.6456488 51.7429155, 14.6459164 51.7429047, 14.6460162 51.7428932, 14.6467831 51.7427959)",,,
35280727,2,,Am Haag,living_street,,yes,False,True,161.271,"LINESTRING (14.6445627 51.7419838, 14.6448284 51.7420066, 14.6448647 51.7420094, 14.6454928 51.7420533, 14.6458374 51.7420955, 14.6463656 51.742404, 14.6466566 51.7424977)",5,,
166478964,2,,Mühlenstraße,residential,30,,False,False,142.127,"LINESTRING (14.6507533 51.743937, 14.6503869 51.7439298, 14.6502509 51.7439308, 14.6501927 51.743936, 14.6501249 51.7439436, 14.6499348 51.7439666, 14.6491606 51.7440596, 14.6491036 51.7440681, 14.6487263 51.7441363)",6,,
187998129,2,,Gerberstraße,living_street,,,False,True,169.512,"LINESTRING (14.6507533 51.743937, 14.6507231 51.7442275, 14.6503167 51.7443201, 14.6499238 51.7444097, 14.6489819 51.7446242, 14.6488537 51.7446534)",5,,
"[166478963, 281337366, 976763303]",2,,"['Mühlenstraße', 'Lessingbrücke']",residential,30,,False,True,105.09,"LINESTRING (14.6507533 51.743937, 14.6511173 51.7439457, 14.6511985 51.7439445, 14.6515953 51.7439593, 14.6517868 51.7439668, 14.6522775 51.743984)",6,yes,
37695397,,,Kirchstraße,residential,,,False,False,62.397,"LINESTRING (14.6505218 51.7456592, 14.6503736 51.7451056)",,,
166478954,2,,Kirchstraße,residential,50,,False,False,82.078,"LINESTRING (14.6505218 51.7456592, 14.6510005 51.7455869, 14.6516913 51.745519)",,,
"[166478953, 166478954, 154488771]",2,,"['Schlossbrücke', 'Kirchstraße']",residential,50,yes,False,True,98.358,"LINESTRING (14.6505218 51.7456592, 14.6498627 51.7457567, 14.6496424 51.745777, 14.6495458 51.7457861, 14.6491171 51.7458109)",,yes,
37695397,,,Kirchstraße,residential,,,False,True,62.397,"LINESTRING (14.6503736 51.7451056, 14.6505218 51.7456592)",,,
27248707,2,,Amtstraße,residential,50,yes,False,True,175.199,"LINESTRING (14.6440194 51.7403107, 14.6439532 51.7403055, 14.6437787 51.7402915, 14.6436866 51.7402643, 14.6435874 51.7402205, 14.6434339 51.7401228, 14.6430752 51.7399675, 14.642892 51.739913, 14.6424916 51.7398471, 14.6421466 51.7398075, 14.6418022 51.7398031, 14.6416953 51.7398076)",,,
37975943,1,,Amtstraße,residential,50,yes,True,False,18.27,"LINESTRING (14.6440194 51.7403107, 14.6440329 51.740279, 14.6440619 51.7402514, 14.6441033 51.7402309, 14.6441531 51.7402195, 14.6442062 51.7402184)",4,,roundabout
37975939,2,,Amtstraße,residential,,,False,False,115.89699999999999,"LINESTRING (14.6442602 51.7404129, 14.6442973 51.7404497, 14.644383 51.7405309, 14.6445617 51.7407003, 14.6448136 51.7408945, 14.6452692 51.7412457)",,,
37975943,1,,Amtstraße,residential,50,yes,True,False,24.399,"LINESTRING (14.6442602 51.7404129, 14.6442121 51.7404226, 14.6441615 51.7404229, 14.644113 51.7404137, 14.6440713 51.740396, 14.6440401 51.7403714, 14.6440222 51.740342, 14.6440194 51.7403107)",4,,roundabout
37975940,2,,Max-Fritz-Hammer-Straße,residential,30,,False,False,89.673,"LINESTRING (14.6443519 51.7403205, 14.6444103 51.7403253, 14.6445212 51.740331, 14.6455235 51.7403443, 14.645599 51.7403453, 14.6456531 51.740346)",6,,
37975943,1,,Amtstraße,residential,50,yes,True,False,12.657,"LINESTRING (14.6443519 51.7403205, 14.6443457 51.7403487, 14.6443272 51.7403748, 14.644298 51.7403967, 14.6442602 51.7404129)",4,,roundabout
37975943,1,,Amtstraße,residential,50,yes,True,False,16.493,"LINESTRING (14.6442062 51.7402184, 14.6442524 51.7402263, 14.644293 51.740242, 14.6443247 51.7402642, 14.6443449 51.7402912, 14.6443519 51.7403205)",4,,roundabout
1041523404,2,,Amtstraße,residential,30,yes,False,False,8.971,"LINESTRING (14.6473387 51.7438301, 14.6473014 51.7437528)",5,,
327799439,2,,Lindenstraße,residential,30,yes,False,True,55.939,"LINESTRING (14.6478934 51.7448712, 14.6481412 51.7453503)",,,
1078395449,,,Gerberstraße,residential,30,yes,False,False,35.722,"LINESTRING (14.6478934 51.7448712, 14.6474077 51.7449842)",,,
327799439,2,,Lindenstraße,residential,30,yes,False,False,39.704,"LINESTRING (14.6478934 51.7448712, 14.6478857 51.7448599, 14.647715 51.7445317)",,,
141148858,2,,Otto-Nagel-Straße,residential,,,False,False,102.269,"LINESTRING (14.6420199 51.7474629, 14.641995 51.7474665, 14.640574 51.7476739)",,,
141148858,2,,Otto-Nagel-Straße,residential,,,False,True,267.051,"LINESTRING (14.6420199 51.7474629, 14.642989 51.7473439, 14.6442688 51.7471868, 14.6455568 51.7470207, 14.6458246 51.7470453)",,,
141148858,2,,Otto-Nagel-Straße,residential,,,False,True,104.681,"LINESTRING (14.6390797 51.7478481, 14.640574 51.7476739)",,,
27244827,,,Magnusstraße,residential,,,False,False,207.575,"LINESTRING (14.6390797 51.7478481, 14.6391634 51.7475451, 14.6396176 51.7460113)",,,
"[257282904, 151936507]","['2', '3']",B 112,Cottbuser Straße,primary,50,yes,False,False,381.356,"LINESTRING (14.6451679 51.7445446, 14.6449451 51.744575, 14.6449144 51.7445787, 14.6442902 51.7446547, 14.6441496 51.7446718, 14.6434371 51.7447617, 14.6432193 51.7447892, 14.6428855 51.7448313, 14.6422882 51.7449067, 14.6421947 51.7449185, 14.6419939 51.7449438, 14.6414802 51.7450086, 14.6398138 51.7452189, 14.63974 51.7452282)",,,
"[1050467872, 621111529, 257282885, 1041523406]","['2', '1']",B 112,Berliner Straße,primary,50,yes,True,False,302.12899999999996,"LINESTRING (14.6451679 51.7445446, 14.6451072 51.7444861, 14.6450551 51.7444287, 14.6446896 51.7437423, 14.6445179 51.7434247, 14.6443275 51.7431038, 14.6441169 51.7428202, 14.6439459 51.7426072, 14.6439049 51.742559, 14.6436154 51.7422111, 14.6435945 51.742186, 14.6434705 51.7420478)",,,
"[314045000, 314045003]","['2', '3']",,Frankfurter Straße,residential,50,yes,False,True,79.86500000000001,"LINESTRING (14.6451679 51.7445446, 14.6452386 51.744615, 14.6452683 51.7446517, 14.6453458 51.7447556, 14.6456524 51.7451963)",,,
"[166478961, 166478962, 37975940]",2,,Max-Fritz-Hammer-Straße,residential,30,yes,False,False,120.575,"LINESTRING (14.6474255 51.7404107, 14.6475451 51.7404176, 14.6477882 51.7404236, 14.648079 51.7404362, 14.6491742 51.7404655)",6,yes,
37975940,2,,Max-Fritz-Hammer-Straße,residential,30,,False,True,122.251,"LINESTRING (14.6474255 51.7404107, 14.6458129 51.7403522, 14.6457583 51.7403498, 14.6456531 51.740346)",6,,
154238205,2,,Kleine Amtstraße,residential,30,yes,False,True,173.797,"LINESTRING (14.6474255 51.7404107, 14.6473985 51.7406829, 14.6473093 51.740889, 14.6471961 51.7410271, 14.6469038 51.7419312)",,,
156819949,2,,August-Bebel-Straße,residential,50,yes,False,True,148.109,"LINESTRING (14.6426328 51.7409672, 14.6418307 51.7410647, 14.6417924 51.7410693, 14.6405213 51.7412215)",,,
"[257282881, 156819942]","['2', '3']",B 112,Berliner Straße,primary,50,yes,False,True,87.502,"LINESTRING (14.6426328 51.7409672, 14.6423356 51.7406012, 14.6420624 51.740264)",,,
"[257282888, 262893056]","['2', '1']",B 112,Berliner Straße,primary,50,yes,True,False,133.639,"LINESTRING (14.6426328 51.7409672, 14.642725 51.7410268, 14.6428002 51.7411016, 14.6430638 51.7414255, 14.6434347 51.7418583, 14.6434591 51.7418868, 14.6435668 51.742017)",,,
37975939,2,,Amtstraße,residential,,,False,True,58.52,"LINESTRING (14.6453218 51.7417569, 14.6453304 51.7417184, 14.6453808 51.7414928, 14.6453592 51.741371, 14.6452692 51.7412457)",,,
315063054,2,,Am Haag,residential,50,yes,False,False,110.637,"LINESTRING (14.6453218 51.7417569, 14.6455026 51.741775, 14.6457043 51.7417973, 14.6466997 51.7419084, 14.6469038 51.7419312)",,,
"[35280729, 1047186806]","['2', '3']",,Am Haag,residential,50,yes,False,True,126.664,"LINESTRING (14.6453218 51.7417569, 14.6452171 51.7417553, 14.6449645 51.7417476, 14.6443935 51.7417912, 14.6441375 51.7418379, 14.6437411 51.7419622, 14.6436408 51.7419939, 14.6435668 51.742017)",,,
154238205,2,,Kleine Amtstraße,residential,30,yes,False,False,173.79700000000003,"LINESTRING (14.6469038 51.7419312, 14.6471961 51.7410271, 14.6473093 51.740889, 14.6473985 51.7406829, 14.6474255 51.7404107)",,,
307557516,2,,Kleine Amtstraße,residential,30,yes,False,True,66.206,"LINESTRING (14.6469038 51.7419312, 14.646806 51.7422283, 14.6467357 51.7424417, 14.6466566 51.7424977)",5,,
315063054,2,,Am Haag,residential,50,yes,False,True,110.637,"LINESTRING (14.6469038 51.7419312, 14.6466997 51.7419084, 14.6457043 51.7417973, 14.6455026 51.741775, 14.6453218 51.7417569)",,,
1041523405,2,,Am Haag,residential,50,yes,False,False,185.128,"LINESTRING (14.6469038 51.7419312, 14.6478512 51.7420331, 14.6480385 51.7420533, 14.64916 51.7421739, 14.649558 51.7421892)",,,
"[189074438, 154238199]",2,,"['Haagstraße', 'Am Markt']",residential,30,yes,False,False,194.775,"LINESTRING (14.649558 51.7421892, 14.6494094 51.7431876, 14.6493867 51.7433113, 14.6490305 51.7433886, 14.6488613 51.7434459, 14.6488027 51.7434805, 14.648737 51.7435114, 14.648477 51.7435666)",6,,
"[260420098, 260420099, 35280730]",2,,"['Brücke Am Haag', 'Am Haag']",residential,50,yes,False,"[False, True]",192.065,"LINESTRING (14.649558 51.7421892, 14.6498338 51.7421954, 14.6505767 51.7422121, 14.6509609 51.7422183, 14.6509943 51.7422191, 14.6523454 51.742256)",6,yes,
1041523405,2,,Am Haag,residential,50,yes,False,True,185.128,"LINESTRING (14.649558 51.7421892, 14.64916 51.7421739, 14.6480385 51.7420533, 14.6478512 51.7420331, 14.6469038 51.7419312)",,,
35280727,2,,Am Haag,living_street,,yes,False,False,161.27100000000002,"LINESTRING (14.6466566 51.7424977, 14.6463656 51.742404, 14.6458374 51.7420955, 14.6454928 51.7420533, 14.6448647 51.7420094, 14.6448284 51.7420066, 14.6445627 51.7419838)",5,,
109935732,2,,Amtstraße,residential,30,yes,False,True,34.284,"LINESTRING (14.6466566 51.7424977, 14.6467674 51.7427588, 14.6467831 51.7427959)",5,,
307557516,2,,Kleine Amtstraße,residential,30,yes,False,False,66.206,"LINESTRING (14.6466566 51.7424977, 14.6467357 51.7424417, 14.646806 51.7422283, 14.6469038 51.7419312)",5,,
109935732,2,,Amtstraße,residential,30,yes,False,False,34.284,"LINESTRING (14.6467831 51.7427959, 14.6467674 51.7427588, 14.6466566 51.7424977)",5,,
109935732,2,,Amtstraße,residential,30,yes,False,True,112.22699999999999,"LINESTRING (14.6467831 51.7427959, 14.6467965 51.7428206, 14.6468425 51.7429055, 14.6469208 51.7430501, 14.6469897 51.7431773, 14.6471709 51.7435118, 14.6473014 51.7437528)",5,,
"[37695385, 189074455]",2,,"['Uferstraße', 'Friedrichplatz']",residential,30,yes,False,True,275.727,"LINESTRING (14.6467831 51.7427959, 14.6460162 51.7428932, 14.6459164 51.7429047, 14.6456488 51.7429155, 14.6453196 51.7429089, 14.6455104 51.7432641, 14.6455276 51.7432821, 14.6459045 51.7436744, 14.6459104 51.7436813, 14.6462501 51.7440787, 14.6462591 51.7440893, 14.6463041 51.7442964, 14.646311 51.7443281)",,,
189074551,2,,Am Markt,residential,30,yes,False,True,65.632,"LINESTRING (14.648477 51.7435666, 14.6487263 51.7441363)",6,,
"[189074438, 154238199]",2,,"['Haagstraße', 'Am Markt']",residential,30,yes,False,True,194.775,"LINESTRING (14.648477 51.7435666, 14.648737 51.7435114, 14.6488027 51.7434805, 14.6488613 51.7434459, 14.6490305 51.7433886, 14.6493867 51.7433113, 14.6494094 51.7431876, 14.649558 51.7421892)",6,,
492279796,2,,Am Markt,residential,30,yes,False,False,84.802,"LINESTRING (14.648477 51.7435666, 14.6478235 51.7436938, 14.6474276 51.7437709, 14.6473618 51.7437689, 14.6473014 51.7437528)",6,,
1041523404,2,,Amtstraße,residential,30,yes,False,True,8.971,"LINESTRING (14.6473014 51.7437528, 14.6473387 51.7438301)",5,,
109935732,2,,Amtstraße,residential,30,yes,False,False,112.22700000000002,"LINESTRING (14.6473014 51.7437528, 14.6471709 51.7435118, 14.6469897 51.7431773, 14.6469208 51.7430501, 14.6468425 51.7429055, 14.6467965 51.7428206, 14.6467831 51.7427959)",5,,
492279796,2,,Am Markt,residential,30,yes,False,True,84.802,"LINESTRING (14.6473014 51.7437528, 14.6473618 51.7437689, 14.6474276 51.7437709, 14.6478235 51.7436938, 14.648477 51.7435666)",6,,
30640682,2,,Käthe-Kollwitz-Straße,residential,50,yes,False,True,124.419,"LINESTRING (14.6402919 51.7404877, 14.6420624 51.740264)",,,
154240276,2,,Roßstraße,residential,50,yes,False,False,4.685,"LINESTRING (14.6402919 51.7404877, 14.6402793 51.7404463)",,,
154240276,2,,Roßstraße,residential,50,yes,False,True,83.11,"LINESTRING (14.6402919 51.7404877, 14.6405213 51.7412215)",,,
154240276,2,,Roßstraße,residential,50,yes,False,False,83.11,"LINESTRING (14.6405213 51.7412215, 14.6402919 51.7404877)",,,
156819949,2,,August-Bebel-Straße,residential,50,yes,False,False,148.10899999999998,"LINESTRING (14.6405213 51.7412215, 14.6417924 51.7410693, 14.6418307 51.7410647, 14.6426328 51.7409672)",,,
156819949,2,,August-Bebel-Straße,residential,50,yes,False,True,136.57,"LINESTRING (14.6405213 51.7412215, 14.6391128 51.7413803, 14.6385699 51.7414415)",,,
223397144,2,,Bahnhofstraße,residential,50,yes,False,True,69.589,"LINESTRING (14.6385699 51.7414415, 14.6387087 51.7420614)",,,
156819949,2,,August-Bebel-Straße,residential,50,yes,False,False,136.57,"LINESTRING (14.6385699 51.7414415, 14.6391128 51.7413803, 14.6405213 51.7412215)",,,
223397144,2,,Bahnhofstraße,residential,50,yes,False,False,118.34,"LINESTRING (14.6390441 51.7431052, 14.6387087 51.7420614)",,,
223397144,2,,Bahnhofstraße,residential,50,yes,False,True,72.744,"LINESTRING (14.6390441 51.7431052, 14.6392388 51.7437482)",,,
"[166478961, 166478962, 37975940]",2,,Max-Fritz-Hammer-Straße,residential,30,yes,False,True,120.575,"LINESTRING (14.6491742 51.7404655, 14.648079 51.7404362, 14.6477882 51.7404236, 14.6475451 51.7404176, 14.6474255 51.7404107)",6,yes,
"[1043651486, 1043651503]",2,,Max-Fritz-Hammer-Straße,residential,30,yes,False,False,224.882,"LINESTRING (14.6491742 51.7404655, 14.6508238 51.7405293, 14.6509909 51.7405358, 14.6523078 51.7405867, 14.6524337 51.7405932)",6,,
492279794,2,,Rüdigerstraße,residential,50,yes,False,False,137.39,"LINESTRING (14.6524337 51.7405932, 14.6523726 51.7418282)",6,,
"[1043651486, 1043651503]",2,,Max-Fritz-Hammer-Straße,residential,30,yes,False,True,224.882,"LINESTRING (14.6524337 51.7405932, 14.6523078 51.7405867, 14.6509909 51.7405358, 14.6508238 51.7405293, 14.6491742 51.7404655)",6,,
223397144,2,,Bahnhofstraße,residential,50,yes,False,False,69.589,"LINESTRING (14.6387087 51.7420614, 14.6385699 51.7414415)",,,
223397144,2,,Bahnhofstraße,residential,50,yes,False,True,118.34,"LINESTRING (14.6387087 51.7420614, 14.6390441 51.7431052)",,,
154488773,2,,Leipziger Straße,residential,50,yes,False,False,196.90699999999998,"LINESTRING (14.6387087 51.7420614, 14.6403939 51.7426596, 14.6411898 51.7429421)",6,,
1025213063,2,,Rüdigerstraße,residential,50,yes,False,True,47.606,"LINESTRING (14.6523454 51.742256, 14.6523726 51.7418282)",6,,
"[260420099, 35280730, 260420098]",2,,"['Brücke Am Haag', 'Am Haag']",residential,50,yes,False,"[False, True]",192.065,"LINESTRING (14.6523454 51.742256, 14.6509943 51.7422191, 14.6509609 51.7422183, 14.6505767 51.7422121, 14.6498338 51.7421954, 14.649558 51.7421892)",6,yes,
279165342,2,,Rüdigerstraße,residential,50,yes,False,False,32.718,"LINESTRING (14.6523454 51.742256, 14.6523388 51.7423624, 14.6523312 51.7425501)",6,,
154488773,2,,Leipziger Straße,residential,50,yes,False,True,88.293,"LINESTRING (14.6422771 51.7433631, 14.6411898 51.7429421)",6,,
154488769,2,,Hermannstraße,residential,50,yes,False,True,213.52499999999998,"LINESTRING (14.6422771 51.7433631, 14.6412214 51.7434969, 14.6407012 51.7435623, 14.6392388 51.7437482)",,,
154488773,2,,Leipziger Straße,residential,50,yes,False,False,86.184,"LINESTRING (14.6422771 51.7433631, 14.6425947 51.7434779, 14.64324 51.7437112, 14.6433581 51.7437539)",6,,
223397144,2,,Bahnhofstraße,residential,50,yes,False,False,72.744,"LINESTRING (14.6392388 51.7437482, 14.6390441 51.7431052)",,,
154488769,2,,Hermannstraße,residential,50,yes,False,False,213.52499999999998,"LINESTRING (14.6392388 51.7437482, 14.6407012 51.7435623, 14.6412214 51.7434969, 14.6422771 51.7433631)",,,
"[223397144, 223397143]",2,,Bahnhofstraße,residential,50,yes,False,True,57.912,"LINESTRING (14.6392388 51.7437482, 14.6393094 51.7439863, 14.6393937 51.7442601)",,,
27248649,2,,Karlstraße,residential,50,yes,False,False,278.69,"LINESTRING (14.6433581 51.7437539, 14.6430259 51.7437963, 14.6413811 51.7440063, 14.641143 51.7440367, 14.6393937 51.7442601)",,,
"[189074451, 154488773]",2,,"['Cottbuser Straße', 'Leipziger Straße']","['residential', 'living_street']",50,yes,False,"[False, True]",97.98500000000001,"LINESTRING (14.6433581 51.7437539, 14.6438349 51.7439788, 14.6440259 51.7440697, 14.6441131 51.7441417, 14.6441369 51.7442301, 14.6444172 51.7441777)","['6', '5']",,
154488773,2,,Leipziger Straße,residential,50,yes,False,True,86.184,"LINESTRING (14.6433581 51.7437539, 14.64324 51.7437112, 14.6425947 51.7434779, 14.6422771 51.7433631)",6,,
19633850,2,,Elisabethstraße,residential,30,,False,False,115.982,"LINESTRING (14.6522775 51.743984, 14.652242 51.7442408, 14.6521698 51.7443882, 14.6520975 51.7444949, 14.6520713 51.7445264, 14.6520188 51.7446224, 14.6519945 51.7446962, 14.6519877 51.7447672, 14.6520266 51.7449983)",,,
279165342,2,,Rüdigerstraße,residential,50,yes,False,True,115.602,"LINESTRING (14.6522775 51.743984, 14.6522995 51.7433833, 14.6523004 51.743357, 14.6523133 51.7429446)",6,,
"[166478963, 281337366, 976763303]",2,,"['Mühlenstraße', 'Lessingbrücke']",residential,30,,False,False,105.09,"LINESTRING (14.6522775 51.743984, 14.6517868 51.7439668, 14.6515953 51.7439593, 14.6511985 51.7439445, 14.6511173 51.7439457, 14.6507533 51.743937)",6,yes,
