osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,access,bridge,tunnel
4427345,Hafenbad,residential,30,5,False,True,45.112,"LINESTRING (9.9937829 48.4005466, 9.9938766 48.4009475)",,,,
200843267,Büchsengasse,living_street,,,False,True,5.058,"LINESTRING (9.9931889 48.4005436, 9.9931204 48.4005428)",,,,
4427348,Büchsengasse,residential,30,,True,False,43.853,"LINESTRING (9.9931889 48.4005436, 9.9933674 48.4005445, 9.9934718 48.400545, 9.9937829 48.4005466)",1,,,
172205449,Hafenbad,living_street,,4.9,False,True,31.698,"LINESTRING (9.9936806 48.3999326, 9.9936492 48.3996483)",,,,
4427345,Hafenbad,residential,30,5,False,True,43.054,"LINESTRING (9.9936806 48.3999326, 9.9936929 48.4000055, 9.9937124 48.4001277, 9.9937453 48.4003174)",,,,
"[4628035, 4427359]","['Bärengasse', 'Kornhausplatz']",residential,30,,True,False,91.49599999999998,"LINESTRING (9.9936806 48.3999326, 9.9938019 48.3999306, 9.9942413 48.3999025, 9.99441 48.399891, 9.9944669 48.3998756, 9.994488 48.3998495, 9.9945 48.3998215, 9.9945114 48.3996424, 9.9945219 48.399585)",,,,
4628037,Pfluggasse,living_street,,,True,False,64.986,"LINESTRING (9.9936418 48.3994985, 9.9945206 48.3995322)",,,,
172205449,Hafenbad,living_street,,4.9,False,False,16.666,"LINESTRING (9.9936418 48.3994985, 9.9936492 48.3996483)",,,,
1004027286,Schwilmengasse,residential,30,,False,False,8.048,"LINESTRING (9.9871708 48.3972878, 9.9871785 48.3972156)",3,,,
"[457629595, 928723304, 458223819, 457629594, 245503035, 245503036]",Lautengasse,"['residential', 'living_street']",,12,False,True,218.07099999999997,"LINESTRING (9.9878023 48.3979507, 9.9884291 48.3978114, 9.9885579 48.3977828, 9.9888442 48.3977191, 9.9890446 48.3976633, 9.9890771 48.3976548, 9.9891096 48.3976463, 9.9894235 48.397502, 9.9894771 48.3974611, 9.9895388 48.3973257, 9.9895759 48.3972251, 9.9896612 48.3969937, 9.9896794 48.396744)",,destination,,
242930243,Neue Straße,tertiary,50,,False,False,30.962,"LINESTRING (9.9954404 48.3974995, 9.9958368 48.3975904)",3,,,
241955496,Donaustraße,tertiary,50,,False,False,52.839,"LINESTRING (9.9954404 48.3974995, 9.9954586 48.3974348, 9.995469 48.3973985, 9.9954913 48.3973208, 9.9955421 48.3971943, 9.9956052 48.3970374)",4,,,
"[397626754, 602257867, 242930246, 914292223]",Neue Straße,tertiary,20,"['3.5', '8']",False,False,281.809,"LINESTRING (9.9954404 48.3974995, 9.9952789 48.3974746, 9.9952415 48.3974688, 9.9951781 48.3974601, 9.9951364 48.3974544, 9.9949458 48.3974262, 9.9941804 48.3973106, 9.9940586 48.3972943, 9.9940249 48.3972897, 9.993884 48.3972707, 9.9935612 48.3972438, 9.9928781 48.3972364, 9.9920993 48.3972488, 9.992049 48.3972506, 9.9919124 48.3972522, 9.9918571 48.397252, 9.9916641 48.3972511)","['2', '3']",,,
200843267,Büchsengasse,living_street,,,False,False,5.058,"LINESTRING (9.9931204 48.4005428, 9.9931889 48.4005436)",,,,
200843267,Büchsengasse,living_street,,,False,True,131.471,"LINESTRING (9.9931204 48.4005428, 9.9929837 48.4005681, 9.9927612 48.4006092, 9.9924338 48.4006343, 9.9913554 48.4006365)",,,,
200843277,Hinter dem Brot,living_street,,,False,True,177.19799999999998,"LINESTRING (9.9931204 48.4005428, 9.9931179 48.4008051, 9.9931166 48.4009354, 9.9929314 48.4009335, 9.9927164 48.4009375, 9.9922755 48.4009564, 9.9913093 48.400979)",,,,
4624404,Rosengasse,residential,30,,False,True,62.056,"LINESTRING (9.9968506 48.401004, 9.9966909 48.4010028, 9.9960493 48.4009978, 9.9960113 48.4009913)",,,,
"[285590635, 285590636]",Frauenstraße,tertiary,30,,False,True,43.668000000000006,"LINESTRING (9.9968506 48.401004, 9.9968605 48.4008597, 9.9968582 48.4007595, 9.9968521 48.4006115)","['4', '3']",,,
"[285590635, 285590636]",Frauenstraße,tertiary,30,,False,False,43.668000000000006,"LINESTRING (9.9968521 48.4006115, 9.9968582 48.4007595, 9.9968605 48.4008597, 9.9968506 48.401004)","['4', '3']",,,
"[285590635, 131752806]",Frauenstraße,tertiary,30,,False,True,69.853,"LINESTRING (9.9968521 48.4006115, 9.996806 48.4003069, 9.9967582 48.3999864)","['4', '3']",,,
131752806,Frauenstraße,tertiary,30,,False,True,42.978,"LINESTRING (9.9967582 48.3999864, 9.9966715 48.3996042)",4,,,
"[285590635, 131752806]",Frauenstraße,tertiary,30,,False,False,69.853,"LINESTRING (9.9967582 48.3999864, 9.996806 48.4003069, 9.9968521 48.4006115)","['4', '3']",,,
131752806,Frauenstraße,tertiary,30,,False,False,42.978,"LINESTRING (9.9966715 48.3996042, 9.9967582 48.3999864)",4,,,
4627990,Bockgasse,residential,30,,True,False,78.132,"LINESTRING (9.9966715 48.3996042, 9.9967339 48.3996046, 9.9968068 48.3996095, 9.9968984 48.3996105, 9.9976731 48.3995855, 9.9977283 48.3995821)",,,,
97166541,Frauenstraße,tertiary,30,,False,True,99.626,"LINESTRING (9.9966715 48.3996042, 9.9966043 48.3993358, 9.9964739 48.3988847, 9.9964338 48.3987904, 9.996397 48.3987285)",3,,,
97166541,Frauenstraße,tertiary,30,,False,False,64.059,"LINESTRING (9.9960502 48.3982007, 9.9961379 48.3983371, 9.9962594 48.3985027, 9.996397 48.3987285)",3,,,
172207939,Schuhhausgasse,residential,30,6,False,False,52.184,"LINESTRING (9.9960502 48.3982007, 9.9959115 48.3982215, 9.9958863 48.3982252, 9.9958591 48.3982292, 9.9953576 48.3982942)",,,,
"[4624403, 241955501]",Frauenstraße,tertiary,30,,False,True,69.84100000000001,"LINESTRING (9.9960502 48.3982007, 9.9958781 48.3977879, 9.9958462 48.3976797, 9.9958368 48.3975904)","['4', '3']",,,
242930243,Neue Straße,tertiary,50,,False,True,30.962,"LINESTRING (9.9958368 48.3975904, 9.9954404 48.3974995)",3,,,
"[4624403, 241955501]",Frauenstraße,tertiary,30,,False,False,69.84100000000001,"LINESTRING (9.9958368 48.3975904, 9.9958462 48.3976797, 9.9958781 48.3977879, 9.9960502 48.3982007)","['4', '3']",,,
397626756,Neue Straße,tertiary,50,,False,True,62.423,"LINESTRING (9.9958368 48.3975904, 9.9959883 48.3975914, 9.9960317 48.3975927, 9.9966816 48.3976122)",2,,,
"[397626749, 4628031]",Kornhausgasse,residential,30,,True,False,53.467999999999996,"LINESTRING (9.9959506 48.3996461, 9.9961668 48.399629, 9.9962273 48.3996241, 9.9964818 48.3996079, 9.9965388 48.3996075, 9.9966025 48.3996076, 9.9966715 48.3996042)",,,,
4628031,Kornhausgasse,residential,30,,True,False,59.726,"LINESTRING (9.9951764 48.3995937, 9.9952628 48.3996384, 9.9953499 48.3996665, 9.9954496 48.3996722, 9.9954926 48.3996711, 9.9959506 48.3996461)",,,,
4627939,Promenade,residential,30,,False,True,64.618,"LINESTRING (9.9885983 48.3947057, 9.9885755 48.3945675, 9.9885663 48.3944682, 9.9886745 48.394233, 9.9887738 48.3942216, 9.9888171 48.3942139)",,,,
186702384,Schweinmarkt,living_street,,,True,False,59.331999999999994,"LINESTRING (9.9885983 48.3947057, 9.9886907 48.3947163, 9.9887788 48.3947588, 9.9890809 48.3948632, 9.9893321 48.3949087)",,,,
4627951,Fischergasse,living_street,,,False,False,15.873,"LINESTRING (9.9900374 48.3952252, 9.9902496 48.3952481)",,,,
4627951,Fischergasse,living_street,,,False,True,83.608,"LINESTRING (9.9900374 48.3952252, 9.9898056 48.3952708, 9.9895932 48.3953517, 9.9895567 48.3953685, 9.9893939 48.3954443, 9.9893033 48.3955287, 9.9892564 48.3955725, 9.9891604 48.395662)",,,,
19800539,Schweinmarkt,living_street,,,False,False,74.35499999999999,"LINESTRING (9.9900374 48.3952252, 9.9899706 48.3951329, 9.9898856 48.3950296, 9.9897554 48.3949248, 9.9896805 48.3948825, 9.9896242 48.3948664, 9.9895173 48.3948712, 9.9894372 48.3949099, 9.9893321 48.3949087)",,,,
4627942,Henkersgraben,residential,30,,False,True,27.781,"LINESTRING (9.9875884 48.3957257, 9.9878473 48.3955444)",,,,
4627948,Himmelgasse,residential,30,,False,True,26.507,"LINESTRING (9.9875884 48.3957257, 9.9878559 48.3958847)",,,,
4627942,Henkersgraben,residential,30,,False,False,27.781,"LINESTRING (9.9878473 48.3955444, 9.9875884 48.3957257)",,,,
4627948,Himmelgasse,residential,30,,False,False,26.507,"LINESTRING (9.9878559 48.3958847, 9.9875884 48.3957257)",,,,
241957816,Hämpfergasse,living_street,,,False,False,112.57300000000001,"LINESTRING (9.9878559 48.3958847, 9.9878147 48.3959167, 9.9875781 48.3961004, 9.9875177 48.3961983, 9.9874856 48.3962893, 9.9874864 48.3963909, 9.987487 48.3964597, 9.9874978 48.3966484, 9.9876109 48.396801)",,,,
241957816,Hämpfergasse,living_street,,,False,True,111.532,"LINESTRING (9.9878559 48.3958847, 9.9880797 48.3957015, 9.9882205 48.3956306, 9.988406 48.3955739, 9.9885964 48.3955708, 9.9889004 48.3955982, 9.9891604 48.395662)",,,,
4627951,Fischergasse,living_street,,,False,True,15.873,"LINESTRING (9.9902496 48.3952481, 9.9900374 48.3952252)",,,,
"[241957555, 4627957, 133976687]",Schwörhausgasse,residential,30,,True,False,138.883,"LINESTRING (9.9906252 48.395767, 9.9905109 48.3957888, 9.9903453 48.3958367, 9.9902475 48.3958651, 9.9901736 48.3958919, 9.9901113 48.395924, 9.989976 48.396031, 9.9898582 48.3961667, 9.9897936 48.396291, 9.98975 48.3963764, 9.9897069 48.3964821, 9.9896997 48.3965933, 9.9896814 48.3967249)",,,,
82539934,Schwörhausgasse,residential,30,,False,True,45.89,"LINESTRING (9.9906252 48.395767, 9.9908733 48.3957571, 9.9910849 48.3957521, 9.9912114 48.3957542, 9.9912461 48.3957548)",,,,
4627951,Fischergasse,living_street,,,False,False,83.608,"LINESTRING (9.9891604 48.395662, 9.9892564 48.3955725, 9.9893033 48.3955287, 9.9893939 48.3954443, 9.9895567 48.3953685, 9.9895932 48.3953517, 9.9898056 48.3952708, 9.9900374 48.3952252)",,,,
4627951,Fischergasse,living_street,,,False,True,94.78899999999999,"LINESTRING (9.9891604 48.395662, 9.98909 48.3957532, 9.9890342 48.3958603, 9.9889611 48.3960033, 9.9889382 48.3960676, 9.988888 48.3962082, 9.9888592 48.3962965, 9.9888351 48.3963869, 9.9888387 48.3964798)",,,,
241957816,Hämpfergasse,living_street,,,False,False,111.532,"LINESTRING (9.9891604 48.395662, 9.9889004 48.3955982, 9.9885964 48.3955708, 9.988406 48.3955739, 9.9882205 48.3956306, 9.9880797 48.3957015, 9.9878559 48.3958847)",,,,
242047945,Auf der Insel,living_street,,,False,True,110.881,"LINESTRING (9.9898166 48.3956848, 9.9896433 48.3958778, 9.9894099 48.3961842, 9.9893503 48.3963083, 9.9894139 48.3964046, 9.9893473 48.3965932)",,,,
4627970,Kronengasse,residential,30,,False,False,14.17,"LINESTRING (9.9913226 48.396022, 9.991492 48.3960819)",,,,
"[200513417, 82539934]","['Weinhof', 'Schwörhausgasse']",residential,30,,False,False,35.677,"LINESTRING (9.9913226 48.396022, 9.9912423 48.3959754, 9.9912345 48.3959355, 9.9912626 48.3959037, 9.9913023 48.3958659, 9.9913035 48.3958201, 9.9912885 48.3957745, 9.9912461 48.3957548)",,,,
"[396321001, 241957566]",Weinhof,"['residential', 'living_street']",30,,False,False,49.589999999999996,"LINESTRING (9.9913226 48.396022, 9.9912854 48.3960771, 9.9911266 48.3963568, 9.9910746 48.3964363)",,,,
4627970,Kronengasse,residential,30,,False,True,14.17,"LINESTRING (9.991492 48.3960819, 9.9913226 48.396022)",,,,
4627970,Kronengasse,residential,30,,False,False,46.824,"LINESTRING (9.991492 48.3960819, 9.9917087 48.3961581, 9.9919071 48.3962429, 9.9920316 48.396302)",,,,
"[4627972, 672065397, 109761125]","['Beim Engländer', 'Unter der Metzig']","['residential', 'living_street']",30,,False,False,91.625,"LINESTRING (9.991492 48.3960819, 9.9917134 48.3958773, 9.9917828 48.3958186, 9.9918431 48.3957465, 9.9919535 48.3957607, 9.99224 48.3958529, 9.9924081 48.3959174)",,,,
109761125,Unter der Metzig,living_street,,,False,False,36.242,"LINESTRING (9.9924081 48.3959174, 9.9928682 48.396031)",,,,
4627971,Metzgergasse,living_street,,,False,True,51.53399999999999,"LINESTRING (9.9924081 48.3959174, 9.9922652 48.3961237, 9.9922016 48.396176, 9.9920316 48.396302)",,,,
"[672065397, 4627972, 109761125]","['Beim Engländer', 'Unter der Metzig']","['living_street', 'residential']",30,,False,True,91.625,"LINESTRING (9.9924081 48.3959174, 9.99224 48.3958529, 9.9919535 48.3957607, 9.9918431 48.3957465, 9.9917828 48.3958186, 9.9917134 48.3958773, 9.991492 48.3960819)",,,,
186702386,Unter der Metzig,living_street,,,False,False,24.722,"LINESTRING (9.9930323 48.3960616, 9.9933543 48.3961226)",,,,
"[85660424, 4627970, 200513421]","['Unter der Metzig', 'Kronengasse']","['living_street', 'residential']",30,,False,"[False, True]",115.74499999999999,"LINESTRING (9.9930323 48.3960616, 9.9929712 48.3961879, 9.9927991 48.3965105, 9.9924053 48.3964741, 9.9922831 48.3964211, 9.992226 48.396395, 9.9920316 48.396302)",,,,
"[85660424, 4627970, 200513421]","['Unter der Metzig', 'Kronengasse']","['residential', 'living_street']",30,,False,"[False, True]",115.745,"LINESTRING (9.9920316 48.396302, 9.992226 48.396395, 9.9922831 48.3964211, 9.9924053 48.3964741, 9.9927991 48.3965105, 9.9929712 48.3961879, 9.9930323 48.3960616)",,,,
4627970,Kronengasse,residential,30,,False,True,46.824,"LINESTRING (9.9920316 48.396302, 9.9919071 48.3962429, 9.9917087 48.3961581, 9.991492 48.3960819)",,,,
4627971,Metzgergasse,living_street,,,False,False,51.53399999999999,"LINESTRING (9.9920316 48.396302, 9.9922016 48.396176, 9.9922652 48.3961237, 9.9924081 48.3959174)",,,,
208638601,Unter der Metzig,living_street,,,False,True,7.412,"LINESTRING (9.9933439 48.3961889, 9.9933509 48.3961431, 9.9933543 48.3961226)",,,,
4627977,Bei den Alten Röhren,living_street,,,False,False,24.477,"LINESTRING (9.9939363 48.3965518, 9.993878 48.3963351)",,,,
58950788,Herdbruckerstraße,living_street,,,True,False,25.613,"LINESTRING (9.9939363 48.3965518, 9.9940735 48.3964986, 9.9941058 48.3964867, 9.9942397 48.3964402)",,,,
4627977,Bei den Alten Röhren,living_street,,,False,True,24.477,"LINESTRING (9.993878 48.3963351, 9.9939363 48.3965518)",,,,
207801868,Bei den Alten Röhren,living_street,,,False,False,21.921,"LINESTRING (9.993878 48.3963351, 9.9938606 48.3961383)",,,,
4627977,Bei den Alten Röhren,living_street,,,False,False,29.366,"LINESTRING (9.993878 48.3963351, 9.9936482 48.3963541, 9.9936016 48.396384, 9.9935135 48.3964173)",,,,
4627980,Ochsengässle,living_street,,,False,True,61.22599999999999,"LINESTRING (9.994838 48.3962838, 9.9948727 48.3963266, 9.9949346 48.3966397, 9.9949352 48.3966629, 9.9948901 48.39678, 9.9948725 48.3968205)",,,,
672889052,Herdbruckerstraße,living_street,,,True,False,79.03600000000002,"LINESTRING (9.994838 48.3962838, 9.9949821 48.3962455, 9.9952744 48.3961931, 9.9954855 48.3961694, 9.9956962 48.396173, 9.9958774 48.3962054)",,,,
4627980,Ochsengässle,living_street,,,False,False,61.226,"LINESTRING (9.9948725 48.3968205, 9.9948901 48.39678, 9.9949352 48.3966629, 9.9949346 48.3966397, 9.9948727 48.3963266, 9.994838 48.3962838)",,,,
"[85660425, 672889050, 819945527]","['Schelergasse', 'Marktplatz']",living_street,,,True,False,85.00100000000002,"LINESTRING (9.9948725 48.3968205, 9.9945505 48.396748, 9.99442 48.3967343, 9.9942018 48.3967103, 9.9940595 48.3966771, 9.9939121 48.3966373, 9.9938957 48.3966158, 9.9938928 48.3965947, 9.9939024 48.3965751, 9.9939363 48.3965518)",,,,
"[171575216, 171575217, 22819690, 22819689]","['Donaustraße', 'Herdbrücke', 'Insel']",tertiary,"['50', '30']",,False,False,132.511,"LINESTRING (9.9958774 48.3962054, 9.9959536 48.3960749, 9.9959632 48.3960583, 9.9959707 48.3960459, 9.9959913 48.3960094, 9.9962268 48.3956271, 9.9962632 48.395568, 9.9962869 48.3955302, 9.9963 48.3955094, 9.9963201 48.3954861, 9.996391 48.3954337, 9.9964265 48.3954149, 9.9964567 48.3953989, 9.9965699 48.3953391, 9.9965957 48.3953268, 9.9968089 48.3952309)",2,,yes,
397626745,Donaustraße,tertiary,50,,False,True,94.83099999999999,"LINESTRING (9.9958774 48.3962054, 9.9958105 48.396479, 9.9957823 48.3965941, 9.995736 48.396739, 9.9956898 48.3968608, 9.9956052 48.3970374)",2,,,
85660425,Schelergasse,living_street,,,True,False,59.229,"LINESTRING (9.9956052 48.3970374, 9.995481 48.3970021, 9.9948725 48.3968205)",,,,
241955496,Donaustraße,tertiary,50,,False,True,52.839000000000006,"LINESTRING (9.9956052 48.3970374, 9.9955421 48.3971943, 9.9954913 48.3973208, 9.995469 48.3973985, 9.9954586 48.3974348, 9.9954404 48.3974995)",4,,,
397626745,Donaustraße,tertiary,50,,False,False,94.831,"LINESTRING (9.9956052 48.3970374, 9.9956898 48.3968608, 9.995736 48.396739, 9.9957823 48.3965941, 9.9958105 48.396479, 9.9958774 48.3962054)",2,,,
172207939,Schuhhausgasse,residential,30,6,False,False,9.76,"LINESTRING (9.9952987 48.3982989, 9.9951667 48.3983037)",,,,
172207939,Schuhhausgasse,residential,30,6,False,True,4.38,"LINESTRING (9.9952987 48.3982989, 9.9953576 48.3982942)",,,,
"[245520883, 241957563]",Schlegelgasse,"['residential', 'living_street']",30,4,False,True,73.35300000000001,"LINESTRING (9.9952987 48.3982989, 9.9953021 48.3980218, 9.9952928 48.3977132, 9.995292 48.3976804, 9.9952917 48.3976393)",,,,
199402814,Breite Gasse,living_street,7,,False,True,31.168,"LINESTRING (9.99515 48.3987839, 9.995166 48.399064)",,,,
"[199402817, 4628044]","['Karpfengasse', 'Paradiesgasse']",living_street,30,,False,"[False, True]",75.031,"LINESTRING (9.99515 48.3987839, 9.9954395 48.3987734, 9.9954132 48.3986246, 9.9953576 48.3982942)",,,,
199402814,Breite Gasse,living_street,7,,False,False,31.168,"LINESTRING (9.995166 48.399064, 9.99515 48.3987839)",,,,
4628043,Breite Gasse,living_street,,,True,False,58.95099999999999,"LINESTRING (9.995166 48.399064, 9.9951826 48.3992365, 9.995186 48.3993706, 9.9951795 48.3995168, 9.9951764 48.3995937)",,,,
1218346224,Sammlungsgasse,residential,30,,True,False,34.964,"LINESTRING (9.9968432 48.3986231, 9.996397 48.3987285)",,,,
4628010,Sammlungsgasse,residential,30,,False,True,65.53,"LINESTRING (9.9968432 48.3986231, 9.9970449 48.3985677, 9.9975215 48.3984942, 9.9976973 48.3984684)",,,,
4628005,Steingasse,residential,20,,True,False,123.88,"LINESTRING (9.9976973 48.3984684, 9.9976965 48.3985486, 9.9976989 48.3987736, 9.9977012 48.3991388, 9.9977283 48.3995821)",,,,
4628010,Sammlungsgasse,residential,30,,False,False,65.53,"LINESTRING (9.9976973 48.3984684, 9.9975215 48.3984942, 9.9970449 48.3985677, 9.9968432 48.3986231)",,,,
4627990,Bockgasse,residential,30,,True,False,49.708,"LINESTRING (9.9977283 48.3995821, 9.9983996 48.3995475)",,,,
4627990,Bockgasse,residential,30,,True,False,66.255,"LINESTRING (9.9983996 48.3995475, 9.9985414 48.3995412, 9.9991404 48.399502, 9.9992938 48.3995001)",,,,
4628014,Theatergasse,living_street,,,False,False,43.242999999999995,"LINESTRING (9.9983996 48.3995475, 9.9983736 48.3992939, 9.9983599 48.3991595)",,,,
4627993,Griesbadgasse,living_street,,,False,False,40.664,"LINESTRING (9.9992938 48.3995001, 9.9993521 48.399603, 9.9994213 48.3998546)",,,,
4628018,Glasgasse,living_street,,,False,False,26.851,"LINESTRING (9.9992938 48.3995001, 9.9992408 48.399428, 9.9991655 48.3992747)",,,,
4628018,Glasgasse,living_street,,,False,False,17.71,"LINESTRING (9.9991655 48.3992747, 9.9991049 48.3991206)",,,,
4628023,Turmgasse,living_street,,,False,False,42.455,"LINESTRING (9.9991655 48.3992747, 9.99974 48.3992917)",,,,
4628018,Glasgasse,living_street,,,False,True,26.851,"LINESTRING (9.9991655 48.3992747, 9.9992408 48.399428, 9.9992938 48.3995001)",,,,
4628018,Glasgasse,living_street,,,False,True,17.71,"LINESTRING (9.9991049 48.3991206, 9.9991655 48.3992747)",,,,
4628020,Theatergasse,living_street,,,False,False,55.171,"LINESTRING (9.9991049 48.3991206, 9.9983599 48.3991595)",,,,
"[4628014, 4628018, 209285902]","['Glasgasse', 'Sammlungsgasse', 'Theatergasse']",living_street,,,False,"[False, True]",211.89299999999997,"LINESTRING (9.9991049 48.3991206, 9.9990226 48.3986231, 9.9989773 48.3984223, 9.998271 48.3984288, 9.9983444 48.3990323, 9.9983599 48.3991595)",,,,
4628020,Theatergasse,living_street,,,False,True,55.171,"LINESTRING (9.9983599 48.3991595, 9.9991049 48.3991206)",,,,
"[4628018, 4628014, 209285902]","['Glasgasse', 'Sammlungsgasse', 'Theatergasse']",living_street,,,False,"[False, True]",211.89299999999997,"LINESTRING (9.9983599 48.3991595, 9.9983444 48.3990323, 9.998271 48.3984288, 9.9989773 48.3984223, 9.9990226 48.3986231, 9.9991049 48.3991206)",,,,
4628014,Theatergasse,living_street,,,False,True,43.242999999999995,"LINESTRING (9.9983599 48.3991595, 9.9983736 48.3992939, 9.9983996 48.3995475)",,,,
4628023,Turmgasse,living_street,,,False,True,42.455,"LINESTRING (9.99974 48.3992917, 9.9991655 48.3992747)",,,,
4627993,Griesbadgasse,living_street,,,False,False,64.879,"LINESTRING (9.9994213 48.3998546, 9.9995508 48.4004317)",,,,
4627993,Griesbadgasse,living_street,,,False,True,40.664,"LINESTRING (9.9994213 48.3998546, 9.9993521 48.399603, 9.9992938 48.3995001)",,,,
4627996,Radgasse,living_street,,,True,False,197.272,"LINESTRING (9.9994213 48.3998546, 9.9983717 48.3999349, 9.99822 48.3999433, 9.9978244 48.3999545, 9.9975721 48.3999666, 9.9969094 48.3999827, 9.9967582 48.3999864)",,,,
4627993,Griesbadgasse,living_street,,,False,True,64.879,"LINESTRING (9.9995508 48.4004317, 9.9994213 48.3998546)",,,,
4627993,Griesbadgasse,living_street,,,False,False,66.845,"LINESTRING (9.9995508 48.4004317, 9.9995841 48.4007288, 9.999618 48.4010312)",,,,
4627994,Hahnengasse,living_street,,,False,False,86.787,"LINESTRING (9.9995508 48.4004317, 9.9992049 48.4004747, 9.9990754 48.4005062, 9.9985994 48.4006137, 9.9984199 48.4006372)",,,,
4627993,Griesbadgasse,living_street,,,False,True,66.845,"LINESTRING (9.999618 48.4010312, 9.9995841 48.4007288, 9.9995508 48.4004317)",,,,
4628002,Auf dem Kreuz,living_street,,,False,False,68.971,"LINESTRING (9.999618 48.4010312, 9.9992497 48.4010608, 9.9989413 48.4010677, 9.9986866 48.4010678)",,,,
4628002,Auf dem Kreuz,living_street,,,False,False,34.137,"LINESTRING (9.9986866 48.4010678, 9.9982242 48.4010652)",,,,
4628002,Auf dem Kreuz,living_street,,,False,True,68.971,"LINESTRING (9.9986866 48.4010678, 9.9989413 48.4010677, 9.9992497 48.4010608, 9.999618 48.4010312)",,,,
4628002,Auf dem Kreuz,living_street,,,False,False,28.035,"LINESTRING (9.9982242 48.4010652, 9.9978449 48.4010529)",,,,
4628002,Auf dem Kreuz,living_street,,,False,True,34.137,"LINESTRING (9.9982242 48.4010652, 9.9986866 48.4010678)",,,,
4628003,Auf dem Kreuz,living_street,,,False,True,49.736,"LINESTRING (9.9982242 48.4010652, 9.9984199 48.4006372)",,,,
4628002,Auf dem Kreuz,living_street,,,False,True,28.035,"LINESTRING (9.9978449 48.4010529, 9.9982242 48.4010652)",,,,
4628003,Auf dem Kreuz,living_street,,,False,False,49.736,"LINESTRING (9.9984199 48.4006372, 9.9982242 48.4010652)",,,,
4627994,Hahnengasse,living_street,,,False,True,86.787,"LINESTRING (9.9984199 48.4006372, 9.9985994 48.4006137, 9.9990754 48.4005062, 9.9992049 48.4004747, 9.9995508 48.4004317)",,,,
4627995,Hahnengasse,living_street,,,True,False,115.778,"LINESTRING (9.9984199 48.4006372, 9.998078 48.4006328, 9.9975643 48.4006232, 9.9969495 48.4006131, 9.9968521 48.4006115)",,,,
458123179,Neue Straße,tertiary,50,,False,False,5.463,"LINESTRING (9.9967556 48.3976124, 9.9966816 48.3976122)",2,,,
4628012,Grünhofgasse,residential,30,,True,False,112.71600000000001,"LINESTRING (9.9967556 48.3976124, 9.9967565 48.3976867, 9.9967595 48.3979475, 9.9967659 48.3980838, 9.996773 48.3982363, 9.9968049 48.3984339, 9.9968432 48.3986231)",,,,
458123179,Neue Straße,tertiary,50,,False,True,72.037,"LINESTRING (9.9967556 48.3976124, 9.9975205 48.3976527, 9.9975891 48.3976556, 9.9977283 48.3976634)",2,,,
458123179,Neue Straße,tertiary,50,,False,False,72.037,"LINESTRING (9.9977283 48.3976634, 9.9975891 48.3976556, 9.9975205 48.3976527, 9.9967556 48.3976124)",2,,,
1126957852,,living_street,,,False,True,26.546,"LINESTRING (9.9977283 48.3976634, 9.9977462 48.397607, 9.9977948 48.3974288)",,,,
1218346225,Steingasse,residential,30,,True,False,89.551,"LINESTRING (9.9977283 48.3976634, 9.9977278 48.3978866, 9.9976973 48.3984684)",,,,
