osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,bridge,access
"[28069824, 325063749, 528980955, 528980956, 528980957, 528980958]",Grabenweg,residential,50,False,False,345.35,"LINESTRING (11.0618775 50.1445745, 11.0618275 50.1444794, 11.0616998 50.1443842, 11.0615212 50.1443015, 11.061261 50.1441863, 11.0611644 50.1441416, 11.060626 50.1438562, 11.0604322 50.1437394, 11.0603421 50.1436871, 11.0601601 50.1436374, 11.0599347 50.1436177, 11.0595551 50.1436414, 11.0591361 50.1436782, 11.0589242 50.143701, 11.0585411 50.1437587, 11.0583575 50.1437807, 11.058273 50.1437884, 11.058204 50.1437946, 11.0580625 50.1438193, 11.0579471 50.1438417, 11.0577969 50.1438589, 11.0576461 50.1438715)",,,,
"[10794753, 10794754, 319811897, 529169804, 4899536, 8877523, 238024917, 316623638, 316623637, 238024921, 319811898, 316623642, 319811901]","['Conrad-Wagner-Straße', 'Bürgermeister-Doktor-Hauptmann-Ring', 'Zweigstraße']",tertiary,50,False,False,347.3740000000001,"LINESTRING (11.0586254 50.1444568, 11.0586707 50.1445194, 11.0586736 50.1445498, 11.0586767 50.1445832, 11.0586844 50.1446644, 11.0586768 50.1447527, 11.0586673 50.1448621, 11.0586505 50.1449578, 11.0586343 50.1450506, 11.0586256 50.1451179, 11.0586465 50.1451852, 11.0586807 50.1452276, 11.0587424 50.1452652, 11.0589305 50.1453302, 11.0591663 50.1454023, 11.0592885 50.1454497, 11.0594965 50.1455353, 11.0596391 50.1456084, 11.0597457 50.1456631, 11.0598162 50.1456993, 11.0599088 50.1457464, 11.0599847 50.1457853, 11.0600282 50.1458075, 11.0600414 50.1458145, 11.0601005 50.145846, 11.0601444 50.1458697, 11.0601703 50.1458837, 11.0602234 50.1459156, 11.0602834 50.1459494, 11.0604522 50.1460458, 11.0606024 50.1461292, 11.0609133 50.146302, 11.0613745 50.1465656, 11.0614776 50.1466427, 11.0615089 50.1466808)","['4', '2', '3']",,,
4899541,Bamberger Straße,tertiary,50,False,False,58.585,"LINESTRING (11.0586254 50.1444568, 11.0585661 50.1444304, 11.0585277 50.1444221, 11.0584912 50.1444141, 11.0584535 50.1444059, 11.0578295 50.1443458)",2,,,
"[376784065, 8076579, 28138356]","['Bamberger Straße', 'Am Stadtgraben']",residential,50,False,True,293.16099999999994,"LINESTRING (11.0586254 50.1444568, 11.0589835 50.1445454, 11.0590045 50.1445506, 11.0590215 50.1445548, 11.0592872 50.1446205, 11.0595206 50.1446823, 11.0600631 50.144826, 11.061406 50.1451817, 11.0614829 50.1451034, 11.0615457 50.1448361, 11.0615971 50.1447445, 11.0616842 50.144669, 11.0617886 50.1445999, 11.0618775 50.1445745)",2,,,
206490636,Bürgerweg,tertiary,50,False,True,21.395000000000003,"LINESTRING (11.0645646 50.1481764, 11.0645778 50.1481175, 11.0645993 50.1480582, 11.0646082 50.1480391, 11.0646164 50.1480237, 11.0646406 50.1479914)",3,,,
"[206490634, 225560287]",Bürgermeister-Doktor-Hauptmann-Ring,tertiary,50,False,True,37.623000000000005,"LINESTRING (11.0645646 50.1481764, 11.0644143 50.1481611, 11.0643477 50.1481534, 11.0640444 50.1481185)",,,,
8076578,Bürgerweg,tertiary,50,False,False,120.52999999999999,"LINESTRING (11.0675008 50.1471976, 11.0674147 50.1472193, 11.0673789 50.1472366, 11.0672903 50.1472794, 11.0671729 50.147323, 11.0670171 50.1473591, 11.0668306 50.1473907, 11.0665863 50.1474348, 11.0662789 50.1475342, 11.0659751 50.1476466)",2,,,
"[10794752, 376784076]",Kronacher Straße,unclassified,50,False,False,69.24799999999999,"LINESTRING (11.0675008 50.1471976, 11.0674447 50.1471437, 11.0673149 50.1471047, 11.0672814 50.1470947, 11.0670975 50.1470395, 11.0668004 50.1469503, 11.06674 50.1469322, 11.0666562 50.146907)",3,,,
"[504431066, 697925493, 238061959]",Kronacher Straße,tertiary,50,False,True,96.571,"LINESTRING (11.0675008 50.1471976, 11.0675747 50.147192, 11.0676296 50.1471999, 11.067751 50.1472323, 11.0679941 50.1473009, 11.0681478 50.1473451, 11.0683915 50.1474153, 11.0687496 50.1475172)","['2', '3']",,,
"[376784070, 376784071, 4899530, 46346097, 231620472, 13044763]",Coburger Straße,residential,30,False,False,163.202,"LINESTRING (11.0629042 50.1469097, 11.062827 50.1469796, 11.0627781 50.1470607, 11.0627638 50.1471384, 11.0627264 50.1472714, 11.0626916 50.1473524, 11.0626165 50.1474692, 11.062575 50.1475142, 11.0625285 50.1475738, 11.0624749 50.1476197, 11.0620704 50.1479982, 11.0620071 50.1480707, 11.0618902 50.1482045)",1,yes,,
376784071,Coburger Straße,residential,30,False,True,63.598,"LINESTRING (11.0629042 50.1469097, 11.0632521 50.1466788, 11.0635446 50.1465119)",,,,
4899530,Coburger Straße,residential,30,False,True,24.408,"LINESTRING (11.0617758 50.1484114, 11.0618902 50.1482045)",,,,
"[376784067, 376784069]",Coburger Straße,residential,30,False,False,97.289,"LINESTRING (11.0617758 50.1484114, 11.0617414 50.1485107, 11.061549 50.1490587, 11.0614714 50.1492643)",,,,
"[502413832, 29184530]",Wöhrdstraße,unclassified,50,False,False,43.891000000000005,"LINESTRING (11.0617758 50.1484114, 11.0613197 50.148359, 11.0611695 50.1483417)",1,,,
171663414,Coburger Straße,residential,30,False,False,8.144,"LINESTRING (11.0614714 50.1492643, 11.0614052 50.149324)",2,,,
"[238086719, 376698029, 4899527]",Mainau,unclassified,"['50', '30']",False,False,87.54599999999999,"LINESTRING (11.0614714 50.1492643, 11.0615264 50.1492764, 11.0616387 50.149301, 11.0618913 50.1493621, 11.0620964 50.1494135, 11.0623529 50.1494878, 11.0625951 50.149578)","['2', '3']",,,
"[376784067, 376784069]",Coburger Straße,residential,30,False,True,97.289,"LINESTRING (11.0614714 50.1492643, 11.061549 50.1490587, 11.0617414 50.1485107, 11.0617758 50.1484114)",,,,
29184530,Wöhrdstraße,unclassified,50,False,False,69.128,"LINESTRING (11.0611695 50.1483417, 11.0611269 50.1482317, 11.0610177 50.1480958, 11.0608431 50.1479632, 11.0607146 50.1478009)",,,,
198419482,,residential,,False,False,163.186,"LINESTRING (11.0611695 50.1483417, 11.0607497 50.148285, 11.0605489 50.1482188, 11.0603633 50.1481327, 11.0599684 50.1479507, 11.0600996 50.1478028, 11.0601867 50.1477665, 11.0603249 50.1477427, 11.06044 50.1477381, 11.0605462 50.1477573, 11.0607146 50.1478009)",,,,
"[502413832, 29184530]",Wöhrdstraße,unclassified,50,False,True,43.891000000000005,"LINESTRING (11.0611695 50.1483417, 11.0613197 50.148359, 11.0617758 50.1484114)",1,,,
39597181,Schneidmühlweg,residential,,False,True,107.964,"LINESTRING (11.0625951 50.149578, 11.0626249 50.1495207, 11.0627511 50.1492458, 11.0627904 50.1490553, 11.0628161 50.1488841, 11.0628574 50.1486256)",,,,
"[4899527, 376698029, 238086719]",Mainau,unclassified,"['50', '30']",False,True,87.546,"LINESTRING (11.0625951 50.149578, 11.0623529 50.1494878, 11.0620964 50.1494135, 11.0618913 50.1493621, 11.0616387 50.149301, 11.0615264 50.1492764, 11.0614714 50.1492643)","['2', '3']",,,
8877525,Marktplatz,residential,50,False,False,37.218,"LINESTRING (11.0666562 50.146907, 11.0664454 50.1468362, 11.0661936 50.1467516)",,,,
"[10794752, 376784076]",Kronacher Straße,unclassified,50,False,True,69.24799999999999,"LINESTRING (11.0666562 50.146907, 11.06674 50.1469322, 11.0668004 50.1469503, 11.0670975 50.1470395, 11.0672814 50.1470947, 11.0673149 50.1471047, 11.0674447 50.1471437, 11.0675008 50.1471976)",3,,,
"[171663420, 376784077, 376784078]",Langheimer Straße,unclassified,50,False,True,70.081,"LINESTRING (11.0666562 50.146907, 11.0667162 50.1468195, 11.0667399 50.146785, 11.0668264 50.1466589, 11.066887 50.1464988, 11.0669144 50.1463803, 11.0669134 50.1463056)","['2', '3']",,,
"[171663420, 376784077, 376784078]",Langheimer Straße,unclassified,50,False,False,70.081,"LINESTRING (11.0669134 50.1463056, 11.0669144 50.1463803, 11.066887 50.1464988, 11.0668264 50.1466589, 11.0667399 50.146785, 11.0667162 50.1468195, 11.0666562 50.146907)","['2', '3']",,,
376784074,Friedhofstraße,residential,50,False,True,102.101,"LINESTRING (11.0669134 50.1463056, 11.0670032 50.1462538, 11.0672099 50.1461347, 11.067421 50.145999, 11.0676641 50.145873, 11.0680262 50.1457336)",,,,
"[319890489, 659482158, 376784079]",Langheimer Straße,unclassified,50,False,True,102.143,"LINESTRING (11.0669134 50.1463056, 11.0668857 50.1462301, 11.0668472 50.1461704, 11.0667919 50.1461161, 11.0667436 50.1460696, 11.0665837 50.145976, 11.0664744 50.1459179, 11.066445 50.1459023, 11.0659749 50.1456369)",2,,,
376784081,Langheimer Straße,unclassified,50,False,True,74.26400000000001,"LINESTRING (11.066132 50.1443072, 11.0661748 50.1441348, 11.066244 50.1437551, 11.0662663 50.143645)",2,,,
"[319890489, 552989563, 552989564]",Langheimer Straße,unclassified,50,False,False,163.742,"LINESTRING (11.066132 50.1443072, 11.0660639 50.1444102, 11.0657499 50.1447667, 11.0657133 50.1448329, 11.0656809 50.1449008, 11.0656557 50.1449685, 11.065635 50.1450615, 11.0656226 50.1451649, 11.0656306 50.145245, 11.0656636 50.1453466, 11.0656933 50.1454065, 11.0657313 50.1454611, 11.065788 50.1455157, 11.0658364 50.1455522, 11.0659749 50.1456369)",2,,,
552989565,Vordere Sandstraße,residential,30,False,False,92.83800000000001,"LINESTRING (11.066132 50.1443072, 11.0662963 50.1442725, 11.0663869 50.1442322, 11.0664706 50.1441854, 11.0671191 50.1437777)",,,,
22756676,Vordere Sandstraße,residential,30,False,False,60.614,"LINESTRING (11.0681127 50.1427288, 11.068519 50.1422499)",,,,
22756676,Vordere Sandstraße,residential,30,False,True,71.465,"LINESTRING (11.0681127 50.1427288, 11.0676524 50.1432998)",,,,
19751768,Untere Sandstraße,residential,30,False,True,206.45,"LINESTRING (11.0681127 50.1427288, 11.069195 50.1431856, 11.0694123 50.1433247, 11.0705868 50.1436728)",,,,
373635639,Untere Sandstraße,residential,30,False,False,83.385,"LINESTRING (11.0681127 50.1427288, 11.0672151 50.1423403, 11.0671427 50.1423094)",,,,
"[554306256, 376784080]",Langheimer Straße,residential,50,False,False,151.382,"LINESTRING (11.0685352 50.1412813, 11.0678726 50.1417729, 11.0671427 50.1423094)",,,,
18663594,Lange Straße,residential,50,True,False,83.929,"LINESTRING (11.0665458 50.1419629, 11.0664407 50.1419585, 11.0659063 50.1417582, 11.065556 50.1415738)",,,,
202951922,Untere Burgbergstraße,unclassified,50,False,False,48.449,"LINESTRING (11.0665458 50.1419629, 11.0666223 50.1420629, 11.0668953 50.142336)",,,,
202951922,Untere Burgbergstraße,unclassified,50,False,True,75.872,"LINESTRING (11.0665458 50.1419629, 11.0662132 50.1414431, 11.0661616 50.1413272)",,,,
"[552989562, 8877572, 325063751]",Schloßstraße,residential,30,False,False,245.472,"LINESTRING (11.0583737 50.1432183, 11.0584426 50.1433395, 11.0584861 50.1433648, 11.0585548 50.1433865, 11.0586907 50.1434068, 11.0588349 50.1434181, 11.0589845 50.1434239, 11.0591369 50.1434189, 11.0592779 50.143402, 11.0595917 50.1433464, 11.0602159 50.1431997, 11.0606439 50.1431207, 11.0606905 50.1431136, 11.0608381 50.1430992, 11.0609857 50.1430847, 11.0611803 50.1430754, 11.0613084 50.1430798, 11.0614478 50.1430964, 11.0615704 50.1431237)",,,,
23240500,Lange Straße,residential,30,False,True,335.724,"LINESTRING (11.0583737 50.1432183, 11.05843 50.1431912, 11.0585171 50.1431373, 11.0591243 50.1427804, 11.0609827 50.1418595, 11.0616115 50.1415971, 11.0618921 50.1414984, 11.0621468 50.1414301)",,,,
"[502427005, 325063750]",Lange Straße,residential,30,False,False,84.931,"LINESTRING (11.0583737 50.1432183, 11.0582568 50.1432432, 11.0581082 50.1432715, 11.0579117 50.1433106, 11.0577906 50.1433372, 11.0576664 50.1433822, 11.0574389 50.1434833, 11.0573724 50.1435116, 11.0573048 50.1435396)",,,,
28069826,Wallachei,residential,50,False,False,44.253,"LINESTRING (11.0573048 50.1435396, 11.0573664 50.1436002, 11.057518 50.1437334, 11.0575877 50.1438022, 11.0576461 50.1438715)",,,,
"[502427005, 325063750]",Lange Straße,residential,30,False,True,84.931,"LINESTRING (11.0573048 50.1435396, 11.0573724 50.1435116, 11.0574389 50.1434833, 11.0576664 50.1433822, 11.0577906 50.1433372, 11.0579117 50.1433106, 11.0581082 50.1432715, 11.0582568 50.1432432, 11.0583737 50.1432183)",,,,
"[23240500, 502427006]",Lange Straße,residential,"['50', '30']",False,False,254.11399999999998,"LINESTRING (11.065556 50.1415738, 11.0653728 50.141479, 11.0652913 50.1414474, 11.0651985 50.1414115, 11.0649061 50.1413329, 11.064667 50.1412826, 11.0646518 50.1412809, 11.0644811 50.1412615, 11.0639804 50.1412535, 11.0635231 50.1412521, 11.0630675 50.1412718, 11.0627143 50.1413178, 11.0621468 50.1414301)",,,,
"[502427008, 502427007]",Elisabethenstraße,residential,50,False,True,51.18,"LINESTRING (11.065556 50.1415738, 11.0657671 50.1414876, 11.0660648 50.1413586, 11.0661616 50.1413272)",,,,
373635639,Untere Sandstraße,residential,30,False,True,83.385,"LINESTRING (11.0671427 50.1423094, 11.0672151 50.1423403, 11.0681127 50.1427288)",,,,
376784080,Langheimer Straße,residential,50,False,False,17.957,"LINESTRING (11.0671427 50.1423094, 11.0670162 50.14239, 11.0669489 50.1424091)",,,,
"[376784080, 554306256]",Langheimer Straße,residential,50,False,True,151.382,"LINESTRING (11.0671427 50.1423094, 11.0678726 50.1417729, 11.0685352 50.1412813)",,,,
"[18663596, 373635638]",Goldbergstraße,residential,30,True,False,320.911,"LINESTRING (11.0694979 50.1452134, 11.0693925 50.1451555, 11.0693136 50.1451263, 11.0691661 50.1450882, 11.0677346 50.1447718, 11.0668292 50.1446132, 11.0667302 50.1445909, 11.0666653 50.1445689, 11.0665929 50.1445367, 11.0665505 50.1445006, 11.0665249 50.1444573, 11.0665111 50.1443849, 11.066533 50.1443062, 11.0665613 50.1442655, 11.0665951 50.1442266, 11.0671191 50.1437777)",,,,
171766673,Friedhofstraße,residential,50,False,False,72.30600000000001,"LINESTRING (11.0694979 50.1452134, 11.0690968 50.1453873, 11.068639 50.145559)",,,,
376784073,Friedhofstraße,residential,30,False,True,91.93400000000001,"LINESTRING (11.0694979 50.1452134, 11.0698627 50.1450158, 11.0701903 50.1448142, 11.070289 50.1447535, 11.0704358 50.1446472)",,,,
28069847,Kirchenrat-Friedrich-Straße,residential,,False,False,31.117,"LINESTRING (11.0680262 50.1457336, 11.0683971 50.1458813)",,,,
171766673,Friedhofstraße,residential,50,False,True,24.235,"LINESTRING (11.0680262 50.1457336, 11.0683363 50.1456441)",,,,
376784074,Friedhofstraße,residential,50,False,False,102.101,"LINESTRING (11.0680262 50.1457336, 11.0676641 50.145873, 11.067421 50.145999, 11.0672099 50.1461347, 11.0670032 50.1462538, 11.0669134 50.1463056)",,,,
22756676,Vordere Sandstraße,residential,30,False,False,65.336,"LINESTRING (11.0671191 50.1437777, 11.0671682 50.14373, 11.0676524 50.1432998)",,,,
552989565,Vordere Sandstraße,residential,30,False,True,92.838,"LINESTRING (11.0671191 50.1437777, 11.0664706 50.1441854, 11.0663869 50.1442322, 11.0662963 50.1442725, 11.066132 50.1443072)",,,,
"[574785376, 574785377, 30215469]",Bürgermeister-Wenglein-Straße,residential,30,True,False,255.378,"LINESTRING (11.0671191 50.1437777, 11.0683233 50.1440815, 11.0685637 50.1441416, 11.0695356 50.1444046, 11.0704358 50.1446472)",,,,
19751768,Untere Sandstraße,residential,30,False,False,206.45,"LINESTRING (11.0705868 50.1436728, 11.0694123 50.1433247, 11.069195 50.1431856, 11.0681127 50.1427288)",,,,
50717668,Coburger Straße,residential,30,False,True,23.617,"LINESTRING (11.0608253 50.1497941, 11.0610303 50.1496272)",2,,,
8076578,Bürgerweg,tertiary,50,False,True,120.53,"LINESTRING (11.0659751 50.1476466, 11.0662789 50.1475342, 11.0665863 50.1474348, 11.0668306 50.1473907, 11.0670171 50.1473591, 11.0671729 50.147323, 11.0672903 50.1472794, 11.0673789 50.1472366, 11.0674147 50.1472193, 11.0675008 50.1471976)",2,,,
"[25522959, 25522958, 225560279]","['Pabstenweg', 'Gabelsbergerstraße']",residential,50,False,False,181.502,"LINESTRING (11.0659751 50.1476466, 11.0659988 50.1476774, 11.0661629 50.1478907, 11.0663571 50.1481436, 11.0664421 50.1482313, 11.0665582 50.1483372, 11.06665 50.1484124, 11.0667594 50.1484798, 11.0668882 50.1485128, 11.0673816 50.1485829, 11.0677464 50.1486379)",,,,
30670096,Pabstenweg,residential,,False,True,89.184,"LINESTRING (11.0659751 50.1476466, 11.0659247 50.1475852, 11.0659128 50.1475418, 11.0659184 50.1474822, 11.0659531 50.1474172, 11.0660338 50.1473511, 11.0665424 50.1470038)",,,,
"[238061952, 238061953, 238061954, 225560285]",Bürgerweg,tertiary,50,False,False,104.184,"LINESTRING (11.0659751 50.1476466, 11.0659301 50.1476644, 11.0658703 50.1476866, 11.0656753 50.1477628, 11.0655978 50.1477877, 11.0655018 50.1478119, 11.0653653 50.1478321, 11.0651942 50.1478497, 11.0648538 50.1478978, 11.0647357 50.1479388, 11.0646406 50.1479914)",3,,,
30670099,Laurenzistraße,residential,,False,True,40.363,"LINESTRING (11.0645223 50.1476474, 11.0642961 50.1473146)",,,,
"[27252344, 30670092]",,residential,,False,True,97.53399999999999,"LINESTRING (11.0645223 50.1476474, 11.064274 50.1477465, 11.06404 50.1478176, 11.0636816 50.1479266, 11.0636139 50.1479344, 11.0635485 50.1479293, 11.0632956 50.1478438)",,,,
30670099,Laurenzistraße,residential,,False,False,40.363,"LINESTRING (11.0642961 50.1473146, 11.0645223 50.1476474)",,,,
628565844,Kirchgasse,residential,30,False,False,40.288,"LINESTRING (11.0642961 50.1473146, 11.0638072 50.1474966)",,,,
628565845,Kirchgasse,residential,30,False,True,57.991,"LINESTRING (11.0642961 50.1473146, 11.0647438 50.147214, 11.0650448 50.1471135)",,,,
"[628565848, 628565847, 27252343]",Laurenzistraße,residential,30,True,False,104.088,"LINESTRING (11.0635446 50.1465119, 11.0639459 50.1469416, 11.0640551 50.147058, 11.0642961 50.1473146)",,,,
"[235038691, 376784068, 376784075, 376784084, 376784085, 8877526, 8877527, 319835454]","['Coburger Straße', 'Marktplatz']",residential,30,False,True,206.11800000000002,"LINESTRING (11.0635446 50.1465119, 11.0637542 50.1463985, 11.0640068 50.1463214, 11.0641148 50.146308, 11.0642664 50.1463023, 11.0645108 50.1463007, 11.0647652 50.1463368, 11.0648935 50.1463633, 11.065221 50.146438, 11.0653271 50.1464653, 11.0655319 50.1465324, 11.0657568 50.1466061, 11.0659802 50.1466818, 11.0661936 50.1467516)",,,,
376784071,Coburger Straße,residential,30,False,False,63.598,"LINESTRING (11.0635446 50.1465119, 11.0632521 50.1466788, 11.0629042 50.1469097)",,,,
51350538,Farbgasse,residential,,False,True,42.324,"LINESTRING (11.0629293 50.1461411, 11.062756 50.1461005, 11.0623747 50.1460049)",,,,
574785374,Langheimer Straße,unclassified,50,False,False,73.005,"LINESTRING (11.0666831 50.1429312, 11.0663058 50.1435416)",2,,,
28069822,Heimstättenstraße,residential,50,False,False,159.93099999999998,"LINESTRING (11.0666831 50.1429312, 11.0665799 50.142909, 11.0658195 50.1427456, 11.0653938 50.1426116, 11.0646479 50.1423384)",,,,
"[171659611, 574785374, 574785375]",Langheimer Straße,unclassified,50,False,True,61.87,"LINESTRING (11.0666831 50.1429312, 11.0668293 50.1426926, 11.0669574 50.1424954, 11.0669489 50.1424091)","['2', '3']",,,
28069822,Heimstättenstraße,residential,50,False,True,159.931,"LINESTRING (11.0646479 50.1423384, 11.0653938 50.1426116, 11.0658195 50.1427456, 11.0665799 50.142909, 11.0666831 50.1429312)",,,,
554277653,Schloßstraße,residential,30,False,False,6.511,"LINESTRING (11.0615704 50.1431237, 11.0616566 50.1431431)",,,,
299979205,Untere Brunnengasse,residential,30,False,False,116.087,"LINESTRING (11.0615704 50.1431237, 11.061804 50.1428039, 11.0618967 50.142684, 11.0619894 50.1425782, 11.0621001 50.1424869, 11.0621756 50.1424218, 11.0622799 50.1423527, 11.0624703 50.1422784)",,,,
"[552989562, 8877572, 325063751]",Schloßstraße,residential,30,False,True,245.47199999999998,"LINESTRING (11.0615704 50.1431237, 11.0614478 50.1430964, 11.0613084 50.1430798, 11.0611803 50.1430754, 11.0609857 50.1430847, 11.0608381 50.1430992, 11.0606905 50.1431136, 11.0606439 50.1431207, 11.0602159 50.1431997, 11.0595917 50.1433464, 11.0592779 50.143402, 11.0591369 50.1434189, 11.0589845 50.1434239, 11.0588349 50.1434181, 11.0586907 50.1434068, 11.0585548 50.1433865, 11.0584861 50.1433648, 11.0584426 50.1433395, 11.0583737 50.1432183)",,,,
28138353,Obere Brunnengasse,residential,30,False,False,95.18100000000001,"LINESTRING (11.0624703 50.1422784, 11.0626587 50.1424773, 11.0626826 50.1425419, 11.0626902 50.1425912, 11.0625348 50.1430887)",,,,
299979205,Untere Brunnengasse,residential,30,False,True,116.08700000000002,"LINESTRING (11.0624703 50.1422784, 11.0622799 50.1423527, 11.0621756 50.1424218, 11.0621001 50.1424869, 11.0619894 50.1425782, 11.0618967 50.142684, 11.061804 50.1428039, 11.0615704 50.1431237)",,,,
552989559,Obere Brunnengasse,residential,30,False,True,97.423,"LINESTRING (11.0624703 50.1422784, 11.0622284 50.1416935, 11.0622093 50.1415385, 11.0621468 50.1414301)",,,,
28138353,Obere Brunnengasse,residential,30,False,True,95.18100000000001,"LINESTRING (11.0625348 50.1430887, 11.0626902 50.1425912, 11.0626826 50.1425419, 11.0626587 50.1424773, 11.0624703 50.1422784)",,,,
"[28138355, 552989558]",Adolf-Kolping-Straße,residential,30,False,False,294.54799999999994,"LINESTRING (11.0625348 50.1430887, 11.0627219 50.1430357, 11.0632207 50.1428594, 11.0633075 50.1428348, 11.0633776 50.1428282, 11.0634631 50.1428276, 11.0636001 50.1428272, 11.0636805 50.1428326, 11.0637707 50.1428438, 11.0640532 50.1428868, 11.0643826 50.1429527, 11.0644858 50.1429765, 11.0645794 50.1430038, 11.0646819 50.1430463, 11.0647546 50.1430843, 11.06505 50.1432467, 11.0651451 50.1432883, 11.0652311 50.1433212, 11.0653299 50.1433475, 11.0654384 50.1433775, 11.0657355 50.1434396, 11.0661828 50.1435171, 11.0663058 50.1435416)",,,,
"[552989560, 552989561]",Burgberg,residential,30,False,True,66.254,"LINESTRING (11.0625348 50.1430887, 11.0623339 50.1431481, 11.0621833 50.1431885, 11.062109 50.1431984, 11.062018 50.1432048, 11.0619526 50.1432057, 11.061866 50.1431935, 11.0616566 50.1431431)",,,,
28069826,Wallachei,residential,50,False,False,54.550000000000004,"LINESTRING (11.0576461 50.1438715, 11.0576883 50.1439826, 11.0577519 50.144103, 11.0578314 50.1443058, 11.0578295 50.1443458)",,,,
28069826,Wallachei,residential,50,False,True,44.253,"LINESTRING (11.0576461 50.1438715, 11.0575877 50.1438022, 11.057518 50.1437334, 11.0573664 50.1436002, 11.0573048 50.1435396)",,,,
"[28069824, 325063749, 528980955, 528980956, 528980957, 528980958]",Grabenweg,residential,50,False,True,345.35,"LINESTRING (11.0576461 50.1438715, 11.0577969 50.1438589, 11.0579471 50.1438417, 11.0580625 50.1438193, 11.058204 50.1437946, 11.058273 50.1437884, 11.0583575 50.1437807, 11.0585411 50.1437587, 11.0589242 50.143701, 11.0591361 50.1436782, 11.0595551 50.1436414, 11.0599347 50.1436177, 11.0601601 50.1436374, 11.0603421 50.1436871, 11.0604322 50.1437394, 11.060626 50.1438562, 11.0611644 50.1441416, 11.061261 50.1441863, 11.0615212 50.1443015, 11.0616998 50.1443842, 11.0618275 50.1444794, 11.0618775 50.1445745)",,,,
4899541,Bamberger Straße,tertiary,50,False,True,58.58500000000001,"LINESTRING (11.0578295 50.1443458, 11.0584535 50.1444059, 11.0584912 50.1444141, 11.0585277 50.1444221, 11.0585661 50.1444304, 11.0586254 50.1444568)",2,,,
28069826,Wallachei,residential,50,False,True,54.55,"LINESTRING (11.0578295 50.1443458, 11.0578314 50.1443058, 11.0577519 50.144103, 11.0576883 50.1439826, 11.0576461 50.1438715)",,,,
22756676,Vordere Sandstraße,residential,30,False,True,60.614,"LINESTRING (11.068519 50.1422499, 11.0681127 50.1427288)",,,,
28069831,Wolfsgrube,residential,30,False,False,145.787,"LINESTRING (11.068519 50.1422499, 11.0698608 50.1429652, 11.0700876 50.1430915)",,,,
28069831,Wolfsgrube,residential,30,False,True,145.787,"LINESTRING (11.0700876 50.1430915, 11.0698608 50.1429652, 11.068519 50.1422499)",,,,
22756676,Vordere Sandstraße,residential,30,False,False,71.465,"LINESTRING (11.0676524 50.1432998, 11.0681127 50.1427288)",,,,
22756676,Vordere Sandstraße,residential,30,False,True,65.336,"LINESTRING (11.0676524 50.1432998, 11.0671682 50.14373, 11.0671191 50.1437777)",,,,
